From;To;ID 5720 - PM1;ID 5720 - PM2.5;ID 5720 - PM10
21:00 07/07;22:00 07/07;5;6;10
22:00 07/07;23:00 07/07;5;6;11
23:00 07/07;00:00 08/07;7;9;17
00:00 08/07;01:00 08/07;8;10;19
01:00 08/07;02:00 08/07;9;11;21
02:00 08/07;03:00 08/07;9;11;20
03:00 08/07;04:00 08/07;9;11;19
04:00 08/07;05:00 08/07;8;10;18
05:00 08/07;06:00 08/07;9;12;21
06:00 08/07;07:00 08/07;10;13;23
07:00 08/07;08:00 08/07;10;13;24
08:00 08/07;09:00 08/07;10;12;22
09:00 08/07;10:00 08/07;10;13;24
10:00 08/07;11:00 08/07;11;14;26
11:00 08/07;12:00 08/07;10;14;25
12:00 08/07;13:00 08/07;10;14;25
13:00 08/07;14:00 08/07;5;7;12
14:00 08/07;15:00 08/07;1;1;2
15:00 08/07;16:00 08/07;6;7;13
16:00 08/07;17:00 08/07;5;6;11
17:00 08/07;18:00 08/07;7;9;16
18:00 08/07;19:00 08/07;0;0;0
19:00 08/07;20:00 08/07;0;0;0
20:00 08/07;21:00 08/07;0;0;1
21:00 08/07;22:00 08/07;1;1;2
22:00 08/07;23:00 08/07;0;0;0
23:00 08/07;00:00 09/07;0;0;0
00:00 09/07;01:00 09/07;0;0;0
01:00 09/07;02:00 09/07;0;0;0
02:00 09/07;03:00 09/07;0;0;0
03:00 09/07;04:00 09/07;0;0;0
04:00 09/07;05:00 09/07;0;0;0
05:00 09/07;06:00 09/07;0;0;0
06:00 09/07;07:00 09/07;0;0;0
07:00 09/07;08:00 09/07;0;0;0
08:00 09/07;09:00 09/07;0;0;0
09:00 09/07;10:00 09/07;0;0;0
10:00 09/07;11:00 09/07;0;0;0
11:00 09/07;12:00 09/07;0;0;0
12:00 09/07;13:00 09/07;0;0;0
13:00 09/07;14:00 09/07;0;0;0
14:00 09/07;15:00 09/07;0;0;0
15:00 09/07;16:00 09/07;0;0;0
16:00 09/07;17:00 09/07;0;0;0
17:00 09/07;18:00 09/07;0;0;1
18:00 09/07;19:00 09/07;0;0;0
19:00 09/07;20:00 09/07;0;0;0
20:00 09/07;21:00 09/07;0;0;0
21:00 09/07;22:00 09/07;0;0;1
22:00 09/07;23:00 09/07;1;1;2
23:00 09/07;00:00 10/07;2;2;4
00:00 10/07;01:00 10/07;3;3;6
01:00 10/07;02:00 10/07;3;4;8
02:00 10/07;03:00 10/07;5;6;12
03:00 10/07;04:00 10/07;7;9;16
04:00 10/07;05:00 10/07;7;10;18
05:00 10/07;06:00 10/07;7;9;16
06:00 10/07;07:00 10/07;8;10;18
07:00 10/07;08:00 10/07;8;10;19
08:00 10/07;09:00 10/07;10;12;23
09:00 10/07;10:00 10/07;9;12;21
10:00 10/07;11:00 10/07;9;11;20
11:00 10/07;12:00 10/07;8;10;18
12:00 10/07;13:00 10/07;7;9;16
13:00 10/07;14:00 10/07;7;9;16
14:00 10/07;15:00 10/07;7;9;16
15:00 10/07;16:00 10/07;7;8;14
16:00 10/07;17:00 10/07;6;8;14
17:00 10/07;18:00 10/07;6;7;12
18:00 10/07;19:00 10/07;6;8;14
19:00 10/07;20:00 10/07;6;7;13
20:00 10/07;21:00 10/07;4;5;10
21:00 10/07;22:00 10/07;3;4;7
22:00 10/07;23:00 10/07;4;4;8
23:00 10/07;00:00 11/07;4;5;8
00:00 11/07;01:00 11/07;4;5;9
01:00 11/07;02:00 11/07;5;6;11
02:00 11/07;03:00 11/07;6;7;13
03:00 11/07;04:00 11/07;5;6;10
04:00 11/07;05:00 11/07;4;5;9
05:00 11/07;06:00 11/07;4;5;9
06:00 11/07;07:00 11/07;4;5;9
07:00 11/07;08:00 11/07;4;5;9
08:00 11/07;09:00 11/07;4;5;8
09:00 11/07;10:00 11/07;4;5;8
10:00 11/07;11:00 11/07;3;4;7
11:00 11/07;12:00 11/07;3;3;6
12:00 11/07;13:00 11/07;3;3;6
13:00 11/07;14:00 11/07;3;3;6
14:00 11/07;15:00 11/07;3;3;6
15:00 11/07;16:00 11/07;3;3;6
16:00 11/07;17:00 11/07;3;3;5
17:00 11/07;18:00 11/07;2;3;5
18:00 11/07;19:00 11/07;2;3;5
19:00 11/07;20:00 11/07;3;3;5
20:00 11/07;21:00 11/07;2;3;5
21:00 11/07;22:00 11/07;3;4;6
22:00 11/07;23:00 11/07;3;4;7
23:00 11/07;00:00 12/07;3;4;7
