From;To;ID 5720 - PM1;ID 5720 - PM2.5;ID 5720 - PM10
04:00 16/05;05:00 16/05;10;13;17
05:00 16/05;06:00 16/05;10;13;18
06:00 16/05;07:00 16/05;10;13;18
07:00 16/05;08:00 16/05;10;14;19
08:00 16/05;09:00 16/05;10;15;22
09:00 16/05;10:00 16/05;11;16;24
10:00 16/05;11:00 16/05;12;17;26
11:00 16/05;12:00 16/05;11;15;24
12:00 16/05;13:00 16/05;9;13;19
13:00 16/05;14:00 16/05;9;12;17
14:00 16/05;15:00 16/05;7;8;11
15:00 16/05;16:00 16/05;6;8;10
16:00 16/05;17:00 16/05;7;8;15
17:00 16/05;18:00 16/05;7;8;17
18:00 16/05;19:00 16/05;6;8;16
19:00 16/05;20:00 16/05;7;9;18
20:00 16/05;21:00 16/05;9;11;23
21:00 16/05;22:00 16/05;9;12;25
22:00 16/05;23:00 16/05;10;13;25
23:00 16/05;00:00 17/05;9;11;22
00:00 17/05;01:00 17/05;9;11;22
01:00 17/05;02:00 17/05;11;15;30
02:00 17/05;03:00 17/05;11;15;31
03:00 17/05;04:00 17/05;11;15;32
04:00 17/05;05:00 17/05;10;13;26
05:00 17/05;06:00 17/05;7;9;18
06:00 17/05;07:00 17/05;8;10;20
07:00 17/05;08:00 17/05;11;14;30
08:00 17/05;09:00 17/05;12;17;38
09:00 17/05;10:00 17/05;13;17;40
10:00 17/05;11:00 17/05;13;18;41
11:00 17/05;12:00 17/05;12;16;38
12:00 17/05;13:00 17/05;8;10;21
13:00 17/05;14:00 17/05;8;10;19
14:00 17/05;15:00 17/05;8;11;21
15:00 17/05;16:00 17/05;9;11;22
16:00 17/05;17:00 17/05;8;10;20
17:00 17/05;18:00 17/05;8;10;20
18:00 17/05;19:00 17/05;7;9;17
19:00 17/05;20:00 17/05;7;9;18
20:00 17/05;21:00 17/05;9;12;25
21:00 17/05;22:00 17/05;10;13;27
22:00 17/05;23:00 17/05;10;13;26
23:00 17/05;00:00 18/05;10;13;27
00:00 18/05;01:00 18/05;10;14;29
01:00 18/05;02:00 18/05;12;16;36
02:00 18/05;03:00 18/05;12;16;35
03:00 18/05;04:00 18/05;11;15;32
04:00 18/05;05:00 18/05;10;13;26
05:00 18/05;06:00 18/05;10;13;26
06:00 18/05;07:00 18/05;9;11;23
07:00 18/05;08:00 18/05;6;8;16
08:00 18/05;09:00 18/05;6;8;17
09:00 18/05;10:00 18/05;5;7;14
10:00 18/05;11:00 18/05;5;6;12
11:00 18/05;12:00 18/05;4;6;12
12:00 18/05;13:00 18/05;4;5;11
13:00 18/05;14:00 18/05;4;5;11
14:00 18/05;15:00 18/05;4;5;11
15:00 18/05;16:00 18/05;3;4;8
16:00 18/05;17:00 18/05;3;4;9
17:00 18/05;18:00 18/05;4;5;10
18:00 18/05;19:00 18/05;4;5;10
19:00 18/05;20:00 18/05;4;5;9
20:00 18/05;21:00 18/05;4;5;10
21:00 18/05;22:00 18/05;3;4;9
22:00 18/05;23:00 18/05;1;2;3
23:00 18/05;00:00 19/05;1;2;4
00:00 19/05;01:00 19/05;1;2;4
01:00 19/05;02:00 19/05;1;2;4
02:00 19/05;03:00 19/05;1;1;3
03:00 19/05;04:00 19/05;1;1;3
04:00 19/05;05:00 19/05;1;1;3
05:00 19/05;06:00 19/05;1;1;3
06:00 19/05;07:00 19/05;2;3;6
07:00 19/05;08:00 19/05;2;3;6
08:00 19/05;09:00 19/05;2;2;5
09:00 19/05;10:00 19/05;2;3;6
10:00 19/05;11:00 19/05;2;3;6
11:00 19/05;12:00 19/05;2;2;5
12:00 19/05;13:00 19/05;2;3;5
13:00 19/05;14:00 19/05;3;4;8
14:00 19/05;15:00 19/05;2;2;4
15:00 19/05;16:00 19/05;1;2;4
16:00 19/05;17:00 19/05;1;2;4
17:00 19/05;18:00 19/05;1;1;3
18:00 19/05;19:00 19/05;1;2;3
19:00 19/05;20:00 19/05;1;2;4
20:00 19/05;21:00 19/05;2;2;5
21:00 19/05;22:00 19/05;2;3;5
22:00 19/05;23:00 19/05;3;4;8
23:00 19/05;00:00 20/05;4;5;10
00:00 20/05;01:00 20/05;4;5;10
01:00 20/05;02:00 20/05;4;5;11
02:00 20/05;03:00 20/05;3;4;8
03:00 20/05;04:00 20/05;3;4;8
04:00 20/05;05:00 20/05;3;4;7
05:00 20/05;06:00 20/05;3;4;8
06:00 20/05;07:00 20/05;4;5;10
07:00 20/05;08:00 20/05;6;8;16
08:00 20/05;09:00 20/05;9;11;22
09:00 20/05;10:00 20/05;10;13;26
10:00 20/05;11:00 20/05;7;10;20
11:00 20/05;12:00 20/05;3;4;8
12:00 20/05;13:00 20/05;2;3;7
13:00 20/05;14:00 20/05;2;3;6
14:00 20/05;15:00 20/05;2;2;5
15:00 20/05;16:00 20/05;2;2;4
16:00 20/05;17:00 20/05;1;2;4
17:00 20/05;18:00 20/05;1;2;4
18:00 20/05;19:00 20/05;1;2;4
19:00 20/05;20:00 20/05;1;2;4
20:00 20/05;21:00 20/05;2;3;6
21:00 20/05;22:00 20/05;3;4;8
22:00 20/05;23:00 20/05;4;5;10
23:00 20/05;00:00 21/05;4;5;10
00:00 21/05;01:00 21/05;3;4;9
01:00 21/05;02:00 21/05;3;3;7
02:00 21/05;03:00 21/05;3;3;6
03:00 21/05;04:00 21/05;3;4;9
04:00 21/05;05:00 21/05;4;5;11
05:00 21/05;06:00 21/05;5;6;12
06:00 21/05;07:00 21/05;5;6;12
07:00 21/05;08:00 21/05;5;6;13
08:00 21/05;09:00 21/05;7;9;19
09:00 21/05;10:00 21/05;8;11;22
10:00 21/05;11:00 21/05;8;11;22
11:00 21/05;12:00 21/05;7;9;20
12:00 21/05;13:00 21/05;3;3;7
13:00 21/05;14:00 21/05;2;2;5
14:00 21/05;15:00 21/05;2;2;4
15:00 21/05;16:00 21/05;2;2;5
16:00 21/05;17:00 21/05;2;3;5
17:00 21/05;18:00 21/05;2;3;5
18:00 21/05;19:00 21/05;2;3;6
19:00 21/05;20:00 21/05;2;3;6
20:00 21/05;21:00 21/05;3;4;8
21:00 21/05;22:00 21/05;6;7;14
22:00 21/05;23:00 21/05;6;8;16
23:00 21/05;00:00 22/05;9;11;23
00:00 22/05;01:00 22/05;8;11;22
01:00 22/05;02:00 22/05;5;6;12
02:00 22/05;03:00 22/05;3;4;8
03:00 22/05;04:00 22/05;3;4;9
04:00 22/05;05:00 22/05;4;6;11
05:00 22/05;06:00 22/05;6;7;15
06:00 22/05;07:00 22/05;6;7;15
07:00 22/05;08:00 22/05;6;8;16
08:00 22/05;09:00 22/05;7;8;17
09:00 22/05;10:00 22/05;8;9;19
10:00 22/05;11:00 22/05;8;11;22
11:00 22/05;12:00 22/05;7;8;16
12:00 22/05;13:00 22/05;5;6;13
13:00 22/05;14:00 22/05;4;5;9
14:00 22/05;15:00 22/05;3;4;8
15:00 22/05;16:00 22/05;4;4;9
16:00 22/05;17:00 22/05;3;4;8
17:00 22/05;18:00 22/05;3;4;7
18:00 22/05;19:00 22/05;3;4;8
19:00 22/05;20:00 22/05;3;4;7
20:00 22/05;21:00 22/05;6;7;14
21:00 22/05;22:00 22/05;3;3;7
22:00 22/05;23:00 22/05;1;2;4
23:00 22/05;00:00 23/05;3;4;9
00:00 23/05;01:00 23/05;3;4;8
01:00 23/05;02:00 23/05;3;4;8
02:00 23/05;03:00 23/05;3;4;8
03:00 23/05;04:00 23/05;3;4;8
04:00 23/05;05:00 23/05;5;6;13
05:00 23/05;06:00 23/05;6;8;15
06:00 23/05;07:00 23/05;7;9;17
07:00 23/05;08:00 23/05;8;10;21
08:00 23/05;09:00 23/05;8;10;22
09:00 23/05;10:00 23/05;8;11;22
10:00 23/05;11:00 23/05;7;9;18
11:00 23/05;12:00 23/05;6;8;17
12:00 23/05;13:00 23/05;6;8;15
13:00 23/05;14:00 23/05;6;7;14
14:00 23/05;15:00 23/05;5;6;11
15:00 23/05;16:00 23/05;5;6;12
16:00 23/05;17:00 23/05;5;7;14
17:00 23/05;18:00 23/05;2;3;6
18:00 23/05;19:00 23/05;6;7;14
19:00 23/05;20:00 23/05;8;10;21
20:00 23/05;21:00 23/05;8;10;21
21:00 23/05;22:00 23/05;8;10;20
22:00 23/05;23:00 23/05;9;11;23
23:00 23/05;00:00 24/05;8;10;21
00:00 24/05;01:00 24/05;8;9;19
01:00 24/05;02:00 24/05;7;9;18
02:00 24/05;03:00 24/05;8;9;19
03:00 24/05;04:00 24/05;7;9;18
04:00 24/05;05:00 24/05;6;8;16
05:00 24/05;06:00 24/05;6;8;15
06:00 24/05;07:00 24/05;8;10;19
07:00 24/05;08:00 24/05;10;14;29
08:00 24/05;09:00 24/05;12;17;38
09:00 24/05;10:00 24/05;11;16;36
10:00 24/05;11:00 24/05;11;15;34
11:00 24/05;12:00 24/05;9;13;27
12:00 24/05;13:00 24/05;8;10;20
13:00 24/05;14:00 24/05;7;9;17
14:00 24/05;15:00 24/05;7;9;18
15:00 24/05;16:00 24/05;8;10;19
16:00 24/05;17:00 24/05;7;8;17
17:00 24/05;18:00 24/05;7;8;17
18:00 24/05;19:00 24/05;7;8;17
19:00 24/05;20:00 24/05;7;9;18
20:00 24/05;21:00 24/05;8;9;19
21:00 24/05;22:00 24/05;8;10;21
22:00 24/05;23:00 24/05;9;12;24
23:00 24/05;00:00 25/05;9;11;23
00:00 25/05;01:00 25/05;9;11;23
01:00 25/05;02:00 25/05;9;12;23
02:00 25/05;03:00 25/05;9;12;23
03:00 25/05;04:00 25/05;9;11;23
04:00 25/05;05:00 25/05;8;10;21
05:00 25/05;06:00 25/05;7;8;16
06:00 25/05;07:00 25/05;6;7;15
07:00 25/05;08:00 25/05;9;12;24
08:00 25/05;09:00 25/05;11;15;34
09:00 25/05;10:00 25/05;12;17;38
10:00 25/05;11:00 25/05;11;15;32
11:00 25/05;12:00 25/05;11;15;34
12:00 25/05;13:00 25/05;9;12;25
13:00 25/05;14:00 25/05;8;10;20
14:00 25/05;15:00 25/05;8;10;20
15:00 25/05;16:00 25/05;8;9;18
16:00 25/05;17:00 25/05;7;8;17
17:00 25/05;18:00 25/05;7;9;18
18:00 25/05;19:00 25/05;8;9;19
19:00 25/05;20:00 25/05;8;10;20
20:00 25/05;21:00 25/05;8;10;20
21:00 25/05;22:00 25/05;9;11;22
22:00 25/05;23:00 25/05;9;12;25
23:00 25/05;00:00 26/05;6;8;16
00:00 26/05;01:00 26/05;7;9;17
01:00 26/05;02:00 26/05;7;9;18
02:00 26/05;03:00 26/05;7;9;18
03:00 26/05;04:00 26/05;7;9;18
04:00 26/05;05:00 26/05;7;9;18
05:00 26/05;06:00 26/05;8;10;19
06:00 26/05;07:00 26/05;9;11;22
07:00 26/05;08:00 26/05;11;14;30
08:00 26/05;09:00 26/05;10;14;28
09:00 26/05;10:00 26/05;12;16;36
10:00 26/05;11:00 26/05;10;14;32
11:00 26/05;12:00 26/05;11;15;33
12:00 26/05;13:00 26/05;10;14;30
13:00 26/05;14:00 26/05;9;12;25
14:00 26/05;15:00 26/05;8;11;22
15:00 26/05;16:00 26/05;8;10;21
16:00 26/05;17:00 26/05;7;8;17
17:00 26/05;18:00 26/05;7;9;17
18:00 26/05;19:00 26/05;7;9;17
19:00 26/05;20:00 26/05;7;9;19
20:00 26/05;21:00 26/05;9;11;23
21:00 26/05;22:00 26/05;8;11;23
22:00 26/05;23:00 26/05;9;13;28
23:00 26/05;00:00 27/05;10;14;31
00:00 27/05;01:00 27/05;10;14;29
01:00 27/05;02:00 27/05;11;15;32
02:00 27/05;03:00 27/05;11;15;31
03:00 27/05;04:00 27/05;11;15;32
04:00 27/05;05:00 27/05;11;15;32
05:00 27/05;06:00 27/05;11;15;31
06:00 27/05;07:00 27/05;11;15;32
07:00 27/05;08:00 27/05;11;15;32
08:00 27/05;09:00 27/05;11;16;35
09:00 27/05;10:00 27/05;12;17;38
10:00 27/05;11:00 27/05;12;16;38
11:00 27/05;12:00 27/05;12;16;37
12:00 27/05;13:00 27/05;10;14;31
13:00 27/05;14:00 27/05;9;13;27
14:00 27/05;15:00 27/05;9;12;24
15:00 27/05;16:00 27/05;8;11;22
16:00 27/05;17:00 27/05;8;11;22
17:00 27/05;18:00 27/05;10;13;29
18:00 27/05;19:00 27/05;10;13;28
19:00 27/05;20:00 27/05;10;13;28
20:00 27/05;21:00 27/05;10;14;30
21:00 27/05;22:00 27/05;10;14;32
22:00 27/05;23:00 27/05;10;14;30
23:00 27/05;00:00 28/05;11;14;31
00:00 28/05;01:00 28/05;9;12;25
01:00 28/05;02:00 28/05;9;12;24
02:00 28/05;03:00 28/05;9;13;25
03:00 28/05;04:00 28/05;11;15;31
04:00 28/05;05:00 28/05;12;16;37
05:00 28/05;06:00 28/05;13;18;41
06:00 28/05;07:00 28/05;13;18;43
07:00 28/05;08:00 28/05;13;19;44
08:00 28/05;09:00 28/05;13;18;42
09:00 28/05;10:00 28/05;13;18;42
10:00 28/05;11:00 28/05;12;18;41
11:00 28/05;12:00 28/05;12;17;39
12:00 28/05;13:00 28/05;12;16;37
13:00 28/05;14:00 28/05;11;16;37
14:00 28/05;15:00 28/05;11;15;35
15:00 28/05;16:00 28/05;11;15;35
16:00 28/05;17:00 28/05;11;15;35
17:00 28/05;18:00 28/05;10;14;32
18:00 28/05;19:00 28/05;11;15;34
19:00 28/05;20:00 28/05;11;15;34
20:00 28/05;21:00 28/05;13;18;42
21:00 28/05;22:00 28/05;11;15;33
22:00 28/05;23:00 28/05;11;15;32
23:00 28/05;00:00 29/05;11;16;35
00:00 29/05;01:00 29/05;13;18;42
01:00 29/05;02:00 29/05;12;16;36
02:00 29/05;03:00 29/05;13;18;41
03:00 29/05;04:00 29/05;13;19;45
04:00 29/05;05:00 29/05;12;18;41
05:00 29/05;06:00 29/05;13;18;41
06:00 29/05;07:00 29/05;12;17;38
07:00 29/05;08:00 29/05;10;13;29
08:00 29/05;09:00 29/05;11;16;36
09:00 29/05;10:00 29/05;13;19;44
10:00 29/05;11:00 29/05;13;18;42
11:00 29/05;12:00 29/05;10;14;30
12:00 29/05;13:00 29/05;10;13;28
13:00 29/05;14:00 29/05;10;14;31
14:00 29/05;15:00 29/05;10;14;31
15:00 29/05;16:00 29/05;9;13;28
16:00 29/05;17:00 29/05;9;13;27
17:00 29/05;18:00 29/05;11;15;35
18:00 29/05;19:00 29/05;6;7;16
19:00 29/05;20:00 29/05;1;1;3
20:00 29/05;21:00 29/05;3;4;8
21:00 29/05;22:00 29/05;6;8;17
22:00 29/05;23:00 29/05;6;8;17
23:00 29/05;00:00 30/05;7;9;19
00:00 30/05;01:00 30/05;6;8;16
01:00 30/05;02:00 30/05;6;7;15
02:00 30/05;03:00 30/05;5;6;13
03:00 30/05;04:00 30/05;5;6;13
04:00 30/05;05:00 30/05;5;6;12
05:00 30/05;06:00 30/05;7;8;17
06:00 30/05;07:00 30/05;4;6;12
07:00 30/05;08:00 30/05;4;5;11
08:00 30/05;09:00 30/05;7;9;20
09:00 30/05;10:00 30/05;6;8;17
10:00 30/05;11:00 30/05;5;7;14
11:00 30/05;12:00 30/05;3;4;8
12:00 30/05;13:00 30/05;3;3;7
13:00 30/05;14:00 30/05;3;3;7
14:00 30/05;15:00 30/05;2;3;7
15:00 30/05;16:00 30/05;2;3;7
16:00 30/05;17:00 30/05;2;2;5
17:00 30/05;18:00 30/05;2;2;5
18:00 30/05;19:00 30/05;2;2;5
19:00 30/05;20:00 30/05;2;2;4
20:00 30/05;21:00 30/05;2;3;6
21:00 30/05;22:00 30/05;2;3;6
22:00 30/05;23:00 30/05;2;3;6
23:00 30/05;00:00 31/05;2;3;7
00:00 31/05;01:00 31/05;3;4;8
01:00 31/05;02:00 31/05;2;3;7
02:00 31/05;03:00 31/05;3;4;8
03:00 31/05;04:00 31/05;2;3;6
04:00 31/05;05:00 31/05;3;4;9
05:00 31/05;06:00 31/05;3;3;7
06:00 31/05;07:00 31/05;4;6;11
07:00 31/05;08:00 31/05;5;7;13
08:00 31/05;09:00 31/05;5;7;13
09:00 31/05;10:00 31/05;6;8;17
10:00 31/05;11:00 31/05;8;11;24
11:00 31/05;12:00 31/05;6;9;18
12:00 31/05;13:00 31/05;4;5;9
13:00 31/05;14:00 31/05;4;5;9
14:00 31/05;15:00 31/05;4;5;10
15:00 31/05;16:00 31/05;3;4;7
16:00 31/05;17:00 31/05;3;4;7
17:00 31/05;18:00 31/05;3;4;7
18:00 31/05;19:00 31/05;3;3;7
19:00 31/05;20:00 31/05;4;6;12
20:00 31/05;21:00 31/05;4;6;12
21:00 31/05;22:00 31/05;4;5;10
22:00 31/05;23:00 31/05;3;4;8
23:00 31/05;00:00 01/06;3;4;9
00:00 01/06;01:00 01/06;4;6;11
01:00 01/06;02:00 01/06;4;6;11
02:00 01/06;03:00 01/06;4;5;11
03:00 01/06;04:00 01/06;4;5;9
04:00 01/06;05:00 01/06;3;4;8
05:00 01/06;06:00 01/06;4;5;9
06:00 01/06;07:00 01/06;3;4;9
07:00 01/06;08:00 01/06;4;5;11
08:00 01/06;09:00 01/06;6;8;16
09:00 01/06;10:00 01/06;7;10;20
10:00 01/06;11:00 01/06;8;10;22
11:00 01/06;12:00 01/06;5;7;14
12:00 01/06;13:00 01/06;5;6;12
13:00 01/06;14:00 01/06;3;4;9
14:00 01/06;15:00 01/06;3;4;7
15:00 01/06;16:00 01/06;3;4;7
16:00 01/06;17:00 01/06;3;3;7
17:00 01/06;18:00 01/06;3;3;7
18:00 01/06;19:00 01/06;3;3;7
19:00 01/06;20:00 01/06;3;4;9
20:00 01/06;21:00 01/06;4;6;11
21:00 01/06;22:00 01/06;6;7;14
22:00 01/06;23:00 01/06;7;9;18
23:00 01/06;00:00 02/06;7;8;17
00:00 02/06;01:00 02/06;6;8;16
01:00 02/06;02:00 02/06;7;9;19
02:00 02/06;03:00 02/06;7;9;18
03:00 02/06;04:00 02/06;8;10;21
04:00 02/06;05:00 02/06;9;12;23
05:00 02/06;06:00 02/06;9;12;24
06:00 02/06;07:00 02/06;10;13;26
07:00 02/06;08:00 02/06;9;13;26
08:00 02/06;09:00 02/06;10;14;29
09:00 02/06;10:00 02/06;10;14;29
10:00 02/06;11:00 02/06;11;16;37
11:00 02/06;12:00 02/06;10;14;32
12:00 02/06;13:00 02/06;7;9;18
13:00 02/06;14:00 02/06;7;8;17
14:00 02/06;15:00 02/06;6;7;15
15:00 02/06;16:00 02/06;5;7;13
16:00 02/06;17:00 02/06;6;8;15
17:00 02/06;18:00 02/06;7;8;16
18:00 02/06;19:00 02/06;7;9;17
19:00 02/06;20:00 02/06;7;9;17
20:00 02/06;21:00 02/06;8;10;20
21:00 02/06;22:00 02/06;4;5;11
22:00 02/06;23:00 02/06;4;5;9
23:00 02/06;00:00 03/06;9;12;24
00:00 03/06;01:00 03/06;10;13;28
01:00 03/06;02:00 03/06;10;13;27
02:00 03/06;03:00 03/06;9;12;25
03:00 03/06;04:00 03/06;10;13;26
04:00 03/06;05:00 03/06;9;12;24
05:00 03/06;06:00 03/06;10;13;26
06:00 03/06;07:00 03/06;10;14;30
07:00 03/06;08:00 03/06;9;13;27
08:00 03/06;09:00 03/06;5;7;14
09:00 03/06;10:00 03/06;5;7;14
10:00 03/06;11:00 03/06;5;6;12
11:00 03/06;12:00 03/06;4;5;11
12:00 03/06;13:00 03/06;4;5;9
13:00 03/06;14:00 03/06;5;6;12
14:00 03/06;15:00 03/06;5;7;14
15:00 03/06;16:00 03/06;5;7;14
16:00 03/06;17:00 03/06;5;6;12
17:00 03/06;18:00 03/06;5;6;12
18:00 03/06;19:00 03/06;5;6;12
19:00 03/06;20:00 03/06;5;6;12
20:00 03/06;21:00 03/06;5;7;13
21:00 03/06;22:00 03/06;6;8;16
22:00 03/06;23:00 03/06;7;9;18
23:00 03/06;00:00 04/06;8;10;20
00:00 04/06;01:00 04/06;8;10;21
01:00 04/06;02:00 04/06;9;12;23
02:00 04/06;03:00 04/06;8;10;20
03:00 04/06;04:00 04/06;8;10;21
04:00 04/06;05:00 04/06;9;11;22
05:00 04/06;06:00 04/06;9;13;25
06:00 04/06;07:00 04/06;10;13;27
07:00 04/06;08:00 04/06;10;13;28
08:00 04/06;09:00 04/06;10;13;27
09:00 04/06;10:00 04/06;10;13;29
10:00 04/06;11:00 04/06;9;13;27
11:00 04/06;12:00 04/06;9;12;25
12:00 04/06;13:00 04/06;9;12;24
13:00 04/06;14:00 04/06;8;10;20
14:00 04/06;15:00 04/06;8;10;21
15:00 04/06;16:00 04/06;8;10;20
16:00 04/06;17:00 04/06;8;10;21
17:00 04/06;18:00 04/06;8;11;22
18:00 04/06;19:00 04/06;8;10;21
19:00 04/06;20:00 04/06;8;11;22
20:00 04/06;21:00 04/06;9;12;24
21:00 04/06;22:00 04/06;9;12;24
22:00 04/06;23:00 04/06;10;14;29
23:00 04/06;00:00 05/06;10;13;28
00:00 05/06;01:00 05/06;10;14;28
01:00 05/06;02:00 05/06;10;13;28
02:00 05/06;03:00 05/06;11;15;33
03:00 05/06;04:00 05/06;12;16;36
04:00 05/06;05:00 05/06;12;16;37
05:00 05/06;06:00 05/06;11;15;34
06:00 05/06;07:00 05/06;11;15;34
07:00 05/06;08:00 05/06;11;15;33
08:00 05/06;09:00 05/06;11;15;35
09:00 05/06;10:00 05/06;12;17;40
10:00 05/06;11:00 05/06;12;17;39
11:00 05/06;12:00 05/06;10;13;28
12:00 05/06;13:00 05/06;10;13;28
13:00 05/06;14:00 05/06;7;8;17
14:00 05/06;15:00 05/06;6;8;16
15:00 05/06;16:00 05/06;6;7;15
16:00 05/06;17:00 05/06;5;7;14
17:00 05/06;18:00 05/06;5;6;13
18:00 05/06;19:00 05/06;5;6;12
19:00 05/06;20:00 05/06;6;7;14
20:00 05/06;21:00 05/06;4;5;11
21:00 05/06;22:00 05/06;7;9;18
22:00 05/06;23:00 05/06;10;13;29
23:00 05/06;00:00 06/06;9;13;27
00:00 06/06;01:00 06/06;10;14;30
01:00 06/06;02:00 06/06;11;16;35
02:00 06/06;03:00 06/06;11;16;36
03:00 06/06;04:00 06/06;11;15;34
04:00 06/06;05:00 06/06;10;14;31
05:00 06/06;06:00 06/06;11;15;35
06:00 06/06;07:00 06/06;10;13;28
07:00 06/06;08:00 06/06;2;3;6
