From;To;ID 5720 - PM1;ID 5720 - PM2.5;ID 5720 - PM10
08:00 06/06;09:00 06/06;6;8;16
09:00 06/06;10:00 06/06;8;10;20
10:00 06/06;11:00 06/06;9;13;28
11:00 06/06;12:00 06/06;9;13;28
12:00 06/06;13:00 06/06;8;11;23
13:00 06/06;14:00 06/06;8;11;22
14:00 06/06;15:00 06/06;7;9;18
15:00 06/06;16:00 06/06;6;8;16
16:00 06/06;17:00 06/06;6;8;16
17:00 06/06;18:00 06/06;1;2;4
18:00 06/06;19:00 06/06;0;0;0
19:00 06/06;20:00 06/06;0;0;0
20:00 06/06;21:00 06/06;0;0;0
21:00 06/06;22:00 06/06;0;0;1
22:00 06/06;23:00 06/06;1;1;2
23:00 06/06;00:00 07/06;1;2;3
00:00 07/06;01:00 07/06;1;2;3
01:00 07/06;02:00 07/06;1;1;3
02:00 07/06;03:00 07/06;2;2;5
03:00 07/06;04:00 07/06;2;2;5
04:00 07/06;05:00 07/06;2;3;5
05:00 07/06;06:00 07/06;2;3;5
06:00 07/06;07:00 07/06;3;4;7
07:00 07/06;08:00 07/06;3;4;7
08:00 07/06;09:00 07/06;4;5;10
09:00 07/06;10:00 07/06;4;6;13
10:00 07/06;11:00 07/06;4;6;12
11:00 07/06;12:00 07/06;4;6;12
12:00 07/06;13:00 07/06;5;6;12
13:00 07/06;14:00 07/06;5;6;12
14:00 07/06;15:00 07/06;5;6;13
15:00 07/06;16:00 07/06;5;7;13
16:00 07/06;17:00 07/06;5;6;13
17:00 07/06;18:00 07/06;5;7;14
18:00 07/06;19:00 07/06;7;8;17
19:00 07/06;20:00 07/06;8;10;21
20:00 07/06;21:00 07/06;9;13;25
21:00 07/06;22:00 07/06;8;10;21
22:00 07/06;23:00 07/06;8;10;20
23:00 07/06;00:00 08/06;9;12;25
00:00 08/06;01:00 08/06;9;13;25
01:00 08/06;02:00 08/06;10;13;27
02:00 08/06;03:00 08/06;10;13;27
03:00 08/06;04:00 08/06;10;13;27
04:00 08/06;05:00 08/06;10;13;27
05:00 08/06;06:00 08/06;10;13;26
06:00 08/06;07:00 08/06;10;13;25
07:00 08/06;08:00 08/06;9;11;22
08:00 08/06;09:00 08/06;8;10;20
09:00 08/06;10:00 08/06;8;10;19
10:00 08/06;11:00 08/06;8;9;18
11:00 08/06;12:00 08/06;7;8;16
12:00 08/06;13:00 08/06;7;8;16
13:00 08/06;14:00 08/06;7;8;16
14:00 08/06;15:00 08/06;7;8;15
15:00 08/06;16:00 08/06;6;7;14
16:00 08/06;17:00 08/06;6;8;15
17:00 08/06;18:00 08/06;7;8;16
18:00 08/06;19:00 08/06;7;8;16
19:00 08/06;20:00 08/06;6;8;15
20:00 08/06;21:00 08/06;5;6;12
21:00 08/06;22:00 08/06;0;0;0
22:00 08/06;23:00 08/06;1;1;2
23:00 08/06;00:00 09/06;1;2;3
00:00 09/06;01:00 09/06;2;2;4
01:00 09/06;02:00 09/06;1;2;3
02:00 09/06;03:00 09/06;1;2;3
03:00 09/06;04:00 09/06;2;2;5
04:00 09/06;05:00 09/06;2;3;5
05:00 09/06;06:00 09/06;2;2;5
06:00 09/06;07:00 09/06;2;3;5
07:00 09/06;08:00 09/06;4;5;10
08:00 09/06;09:00 09/06;4;5;11
09:00 09/06;10:00 09/06;8;11;22
10:00 09/06;11:00 09/06;10;13;28
11:00 09/06;12:00 09/06;8;10;20
12:00 09/06;13:00 09/06;7;9;18
13:00 09/06;14:00 09/06;7;9;18
14:00 09/06;15:00 09/06;7;8;16
15:00 09/06;16:00 09/06;6;7;13
16:00 09/06;17:00 09/06;6;7;14
17:00 09/06;18:00 09/06;5;6;12
18:00 09/06;19:00 09/06;1;1;2
19:00 09/06;20:00 09/06;0;0;0
20:00 09/06;21:00 09/06;0;0;0
21:00 09/06;22:00 09/06;0;0;0
22:00 09/06;23:00 09/06;0;0;0
23:00 09/06;00:00 10/06;0;0;0
00:00 10/06;01:00 10/06;0;0;0
01:00 10/06;02:00 10/06;0;0;0
02:00 10/06;03:00 10/06;0;0;0
03:00 10/06;04:00 10/06;1;1;2
04:00 10/06;05:00 10/06;0;0;0
05:00 10/06;06:00 10/06;0;0;0
06:00 10/06;07:00 10/06;0;0;0
07:00 10/06;08:00 10/06;1;1;1
08:00 10/06;09:00 10/06;2;2;5
09:00 10/06;10:00 10/06;3;4;8
10:00 10/06;11:00 10/06;1;1;1
11:00 10/06;12:00 10/06;0;0;0
12:00 10/06;13:00 10/06;0;0;0
13:00 10/06;14:00 10/06;0;0;0
14:00 10/06;15:00 10/06;0;0;0
15:00 10/06;16:00 10/06;0;0;0
16:00 10/06;17:00 10/06;0;0;0
17:00 10/06;18:00 10/06;1;1;3
18:00 10/06;19:00 10/06;2;2;5
19:00 10/06;20:00 10/06;2;3;6
20:00 10/06;21:00 10/06;1;1;2
21:00 10/06;22:00 10/06;1;2;4
22:00 10/06;23:00 10/06;1;2;3
23:00 10/06;00:00 11/06;1;2;4
