"From";"To";"ID 5720 - PM1";"ID 5720 - PM2.5";"ID 5720 - PM10"
"16:00 28/08";"17:00 28/08";"8";"10";"16"
"17:00 28/08";"18:00 28/08";"9";"12";"19"
"18:00 28/08";"19:00 28/08";"10";"13";"20"
"19:00 28/08";"20:00 28/08";"10";"14";"22"
"20:00 28/08";"21:00 28/08";"12";"16";"26"
"21:00 28/08";"22:00 28/08";"12";"17";"27"
"22:00 28/08";"23:00 28/08";"13";"18";"31"
"23:00 28/08";"00:00 29/08";"15";"20";"36"
"00:00 29/08";"01:00 29/08";"14";"19";"32"
"01:00 29/08";"02:00 29/08";"13";"17";"28"
"02:00 29/08";"03:00 29/08";"12";"17";"27"
"03:00 29/08";"04:00 29/08";"13";"19";"31"
"04:00 29/08";"05:00 29/08";"13";"17";"28"
"05:00 29/08";"06:00 29/08";"13";"18";"31"
"06:00 29/08";"07:00 29/08";"15";"21";"37"
"07:00 29/08";"08:00 29/08";"16";"22";"39"
"08:00 29/08";"09:00 29/08";"16";"22";"40"
"09:00 29/08";"10:00 29/08";"15";"22";"39"
"10:00 29/08";"11:00 29/08";"15";"22";"40"
"11:00 29/08";"12:00 29/08";"13";"18";"31"
"12:00 29/08";"13:00 29/08";"12";"16";"26"
"13:00 29/08";"14:00 29/08";"11";"15";"23"
"14:00 29/08";"15:00 29/08";"10";"13";"21"
"15:00 29/08";"16:00 29/08";"10";"13";"21"
"16:00 29/08";"17:00 29/08";"10";"13";"20"
"17:00 29/08";"18:00 29/08";"9";"12";"19"
"18:00 29/08";"19:00 29/08";"8";"10";"17"
"19:00 29/08";"20:00 29/08";"9";"12";"19"
"20:00 29/08";"21:00 29/08";"11";"14";"23"
"21:00 29/08";"22:00 29/08";"12";"17";"27"
"22:00 29/08";"23:00 29/08";"12";"17";"28"
"23:00 29/08";"00:00 30/08";"13";"17";"29"
"00:00 30/08";"01:00 30/08";"12";"16";"27"
"01:00 30/08";"02:00 30/08";"11";"14";"23"
"02:00 30/08";"03:00 30/08";"11";"15";"24"
"03:00 30/08";"04:00 30/08";"11";"14";"21"
"04:00 30/08";"05:00 30/08";"11";"14";"22"
"05:00 30/08";"06:00 30/08";"12";"15";"24"
"06:00 30/08";"07:00 30/08";"12";"17";"27"
"07:00 30/08";"08:00 30/08";"14";"18";"31"
"08:00 30/08";"09:00 30/08";"13";"17";"28"
"09:00 30/08";"10:00 30/08";"13";"18";"29"
"10:00 30/08";"11:00 30/08";"13";"18";"32"
"11:00 30/08";"12:00 30/08";"13";"18";"31"
"12:00 30/08";"13:00 30/08";"13";"18";"31"
"13:00 30/08";"14:00 30/08";"13";"17";"30"
"14:00 30/08";"15:00 30/08";"11";"15";"25"
"15:00 30/08";"16:00 30/08";"10";"13";"21"
"16:00 30/08";"17:00 30/08";"9";"12";"19"
"17:00 30/08";"18:00 30/08";"9";"12";"18"
"18:00 30/08";"19:00 30/08";"10";"14";"21"
"19:00 30/08";"20:00 30/08";"12";"15";"25"
"20:00 30/08";"21:00 30/08";"13";"18";"31"
"21:00 30/08";"22:00 30/08";"13";"18";"30"
"22:00 30/08";"23:00 30/08";"12";"17";"27"
"23:00 30/08";"00:00 31/08";"11";"14";"23"
"00:00 31/08";"01:00 31/08";"11";"14";"22"
"01:00 31/08";"02:00 31/08";"11";"14";"23"
"02:00 31/08";"03:00 31/08";"12";"16";"26"
"03:00 31/08";"04:00 31/08";"12";"16";"25"
"04:00 31/08";"05:00 31/08";"12";"16";"25"
"05:00 31/08";"06:00 31/08";"12";"15";"24"
"06:00 31/08";"07:00 31/08";"12";"16";"26"
"07:00 31/08";"08:00 31/08";"13";"18";"29"
"08:00 31/08";"09:00 31/08";"13";"18";"30"
"09:00 31/08";"10:00 31/08";"14";"19";"34"
"10:00 31/08";"11:00 31/08";"13";"18";"31"
"11:00 31/08";"12:00 31/08";"11";"14";"22"
"12:00 31/08";"13:00 31/08";"10";"13";"21"
"13:00 31/08";"14:00 31/08";"10";"13";"21"
"14:00 31/08";"15:00 31/08";"10";"13";"20"
"15:00 31/08";"16:00 31/08";"10";"13";"20"
"16:00 31/08";"17:00 31/08";"10";"13";"20"
"17:00 31/08";"18:00 31/08";"9";"12";"19"
"18:00 31/08";"19:00 31/08";"10";"12";"20"
"19:00 31/08";"20:00 31/08";"10";"12";"19"
"20:00 31/08";"21:00 31/08";"11";"15";"24"
"21:00 31/08";"22:00 31/08";"12";"17";"27"
"22:00 31/08";"23:00 31/08";"13";"17";"28"
"23:00 31/08";"00:00 01/09";"13";"18";"30"
"00:00 01/09";"01:00 01/09";"14";"20";"35"
"01:00 01/09";"02:00 01/09";"13";"17";"28"
"02:00 01/09";"03:00 01/09";"13";"18";"29"
"03:00 01/09";"04:00 01/09";"13";"18";"31"
"04:00 01/09";"05:00 01/09";"13";"19";"32"
"05:00 01/09";"06:00 01/09";"13";"19";"31"
"06:00 01/09";"07:00 01/09";"13";"19";"32"
"07:00 01/09";"08:00 01/09";"15";"22";"39"
"08:00 01/09";"09:00 01/09";"16";"22";"41"
"09:00 01/09";"10:00 01/09";"15";"22";"40"
"10:00 01/09";"11:00 01/09";"13";"19";"32"
"11:00 01/09";"12:00 01/09";"13";"18";"31"
"12:00 01/09";"13:00 01/09";"14";"19";"34"
"13:00 01/09";"14:00 01/09";"13";"18";"31"
"14:00 01/09";"15:00 01/09";"11";"15";"25"
"15:00 01/09";"16:00 01/09";"11";"15";"23"
"16:00 01/09";"17:00 01/09";"10";"14";"22"
"17:00 01/09";"18:00 01/09";"10";"13";"21"
"18:00 01/09";"19:00 01/09";"11";"15";"23"
"19:00 01/09";"20:00 01/09";"11";"15";"25"
"20:00 01/09";"21:00 01/09";"11";"15";"24"
"21:00 01/09";"22:00 01/09";"12";"16";"26"
"22:00 01/09";"23:00 01/09";"12";"17";"27"
"23:00 01/09";"00:00 02/09";"12";"16";"26"
"00:00 02/09";"01:00 02/09";"13";"17";"29"
"01:00 02/09";"02:00 02/09";"12";"17";"28"
"02:00 02/09";"03:00 02/09";"11";"15";"24"
"03:00 02/09";"04:00 02/09";"12";"16";"26"
"04:00 02/09";"05:00 02/09";"11";"15";"23"
"05:00 02/09";"06:00 02/09";"0";"0";"0"
"06:00 02/09";"07:00 02/09";"1";"1";"1"
"07:00 02/09";"08:00 02/09";"1";"1";"2"
"08:00 02/09";"09:00 02/09";"5";"6";"9"
"09:00 02/09";"10:00 02/09";"8";"10";"16"
"10:00 02/09";"11:00 02/09";"11";"14";"23"
"11:00 02/09";"12:00 02/09";"13";"18";"30"
"12:00 02/09";"13:00 02/09";"11";"15";"25"
"13:00 02/09";"14:00 02/09";"0";"0";"0"
"14:00 02/09";"15:00 02/09";"0";"0";"0"
"15:00 02/09";"16:00 02/09";"0";"0";"0"
"16:00 02/09";"17:00 02/09";"0";"1";"1"
"17:00 02/09";"18:00 02/09";"1";"1";"2"
"18:00 02/09";"19:00 02/09";"4";"4";"7"
"19:00 02/09";"20:00 02/09";"5";"7";"11"
"20:00 02/09";"21:00 02/09";"1";"1";"2"
"21:00 02/09";"22:00 02/09";"1";"1";"2"
"22:00 02/09";"23:00 02/09";"3";"3";"5"
"23:00 02/09";"00:00 03/09";"2";"2";"4"
"00:00 03/09";"01:00 03/09";"1";"1";"2"
"01:00 03/09";"02:00 03/09";"1";"1";"2"
"02:00 03/09";"03:00 03/09";"1";"1";"2"
"03:00 03/09";"04:00 03/09";"1";"1";"2"
"04:00 03/09";"05:00 03/09";"1";"1";"2"
"05:00 03/09";"06:00 03/09";"1";"1";"1"
"06:00 03/09";"07:00 03/09";"1";"2";"2"
"07:00 03/09";"08:00 03/09";"2";"2";"3"
"08:00 03/09";"09:00 03/09";"4";"5";"7"
"09:00 03/09";"10:00 03/09";"6";"9";"14"
"10:00 03/09";"11:00 03/09";"10";"14";"22"
"11:00 03/09";"12:00 03/09";"11";"16";"26"
"12:00 03/09";"13:00 03/09";"11";"16";"25"
"13:00 03/09";"14:00 03/09";"8";"12";"19"
"14:00 03/09";"15:00 03/09";"8";"10";"17"
"15:00 03/09";"16:00 03/09";"7";"9";"15"
"16:00 03/09";"17:00 03/09";"6";"7";"12"
"17:00 03/09";"18:00 03/09";"4";"6";"9"
"18:00 03/09";"19:00 03/09";"4";"5";"9"
"19:00 03/09";"20:00 03/09";"5";"7";"11"
"20:00 03/09";"21:00 03/09";"5";"7";"12"
"21:00 03/09";"22:00 03/09";"4";"5";"9"
"22:00 03/09";"23:00 03/09";"3";"4";"7"
"23:00 03/09";"00:00 04/09";"3";"4";"7"
"00:00 04/09";"01:00 04/09";"4";"5";"8"
"01:00 04/09";"02:00 04/09";"5";"7";"11"
"02:00 04/09";"03:00 04/09";"5";"6";"10"
"03:00 04/09";"04:00 04/09";"5";"7";"11"
"04:00 04/09";"05:00 04/09";"5";"7";"12"
"05:00 04/09";"06:00 04/09";"5";"8";"12"
"06:00 04/09";"07:00 04/09";"5";"7";"12"
"07:00 04/09";"08:00 04/09";"5";"6";"10"
"08:00 04/09";"09:00 04/09";"6";"9";"14"
"09:00 04/09";"10:00 04/09";"8";"11";"17"
"10:00 04/09";"11:00 04/09";"8";"11";"18"
"11:00 04/09";"12:00 04/09";"8";"11";"17"
"12:00 04/09";"13:00 04/09";"8";"11";"18"
"13:00 04/09";"14:00 04/09";"9";"12";"18"
"14:00 04/09";"15:00 04/09";"8";"11";"17"
"15:00 04/09";"16:00 04/09";"8";"10";"16"
"16:00 04/09";"17:00 04/09";"8";"10";"16"
"17:00 04/09";"18:00 04/09";"9";"12";"18"
"18:00 04/09";"19:00 04/09";"11";"14";"23"
"19:00 04/09";"20:00 04/09";"11";"16";"25"
"20:00 04/09";"21:00 04/09";"11";"16";"26"
"21:00 04/09";"22:00 04/09";"11";"15";"24"
"22:00 04/09";"23:00 04/09";"9";"12";"18"
"23:00 04/09";"00:00 05/09";"3";"4";"6"
"00:00 05/09";"01:00 05/09";"0";"0";"0"
"01:00 05/09";"02:00 05/09";"0";"0";"0"
"02:00 05/09";"03:00 05/09";"0";"0";"0"
"03:00 05/09";"04:00 05/09";"";"";""
"04:00 05/09";"05:00 05/09";"";"";""
"05:00 05/09";"06:00 05/09";"";"";""
"06:00 05/09";"07:00 05/09";"";"";""
"07:00 05/09";"08:00 05/09";"";"";""
"08:00 05/09";"09:00 05/09";"";"";""
"09:00 05/09";"10:00 05/09";"";"";""
"10:00 05/09";"11:00 05/09";"";"";""
"11:00 05/09";"12:00 05/09";"";"";""
"12:00 05/09";"13:00 05/09";"";"";""
"13:00 05/09";"14:00 05/09";"";"";""
"14:00 05/09";"15:00 05/09";"";"";""
"15:00 05/09";"16:00 05/09";"";"";""
"16:00 05/09";"17:00 05/09";"";"";""
"17:00 05/09";"18:00 05/09";"";"";""
"18:00 05/09";"19:00 05/09";"";"";""
"19:00 05/09";"20:00 05/09";"";"";""
"20:00 05/09";"21:00 05/09";"";"";""
"21:00 05/09";"22:00 05/09";"";"";""
"22:00 05/09";"23:00 05/09";"";"";""
"23:00 05/09";"00:00 06/09";"";"";""
"00:00 06/09";"01:00 06/09";"";"";""
"01:00 06/09";"02:00 06/09";"";"";""
"02:00 06/09";"03:00 06/09";"";"";""
"03:00 06/09";"04:00 06/09";"";"";""
"04:00 06/09";"05:00 06/09";"";"";""
"05:00 06/09";"06:00 06/09";"";"";""
"06:00 06/09";"07:00 06/09";"";"";""
"07:00 06/09";"08:00 06/09";"";"";""
"08:00 06/09";"09:00 06/09";"";"";""
"09:00 06/09";"10:00 06/09";"";"";""
"10:00 06/09";"11:00 06/09";"";"";""
"11:00 06/09";"12:00 06/09";"";"";""
"12:00 06/09";"13:00 06/09";"";"";""
"13:00 06/09";"14:00 06/09";"";"";""
"14:00 06/09";"15:00 06/09";"";"";""
"15:00 06/09";"16:00 06/09";"";"";""
"16:00 06/09";"17:00 06/09";"";"";""
"17:00 06/09";"18:00 06/09";"";"";""
"18:00 06/09";"19:00 06/09";"";"";""
"19:00 06/09";"20:00 06/09";"";"";""
"20:00 06/09";"21:00 06/09";"";"";""
"21:00 06/09";"22:00 06/09";"";"";""
"22:00 06/09";"23:00 06/09";"";"";""
"23:00 06/09";"00:00 07/09";"";"";""
"00:00 07/09";"01:00 07/09";"";"";""
"01:00 07/09";"02:00 07/09";"";"";""
"02:00 07/09";"03:00 07/09";"";"";""
"03:00 07/09";"04:00 07/09";"";"";""
"04:00 07/09";"05:00 07/09";"";"";""
"05:00 07/09";"06:00 07/09";"";"";""
"06:00 07/09";"07:00 07/09";"";"";""
"07:00 07/09";"08:00 07/09";"";"";""
"08:00 07/09";"09:00 07/09";"";"";""
"09:00 07/09";"10:00 07/09";"";"";""
"10:00 07/09";"11:00 07/09";"";"";""
"11:00 07/09";"12:00 07/09";"";"";""
"12:00 07/09";"13:00 07/09";"";"";""
"13:00 07/09";"14:00 07/09";"";"";""
"14:00 07/09";"15:00 07/09";"";"";""
"15:00 07/09";"16:00 07/09";"";"";""
"16:00 07/09";"17:00 07/09";"";"";""
"17:00 07/09";"18:00 07/09";"";"";""
"18:00 07/09";"19:00 07/09";"";"";""
"19:00 07/09";"20:00 07/09";"";"";""
"20:00 07/09";"21:00 07/09";"";"";""
"21:00 07/09";"22:00 07/09";"";"";""
"22:00 07/09";"23:00 07/09";"";"";""
"23:00 07/09";"00:00 08/09";"";"";""
"00:00 08/09";"01:00 08/09";"";"";""
"01:00 08/09";"02:00 08/09";"";"";""
"02:00 08/09";"03:00 08/09";"";"";""
"03:00 08/09";"04:00 08/09";"";"";""
"04:00 08/09";"05:00 08/09";"";"";""
"05:00 08/09";"06:00 08/09";"";"";""
"06:00 08/09";"07:00 08/09";"";"";""
"07:00 08/09";"08:00 08/09";"";"";""
"08:00 08/09";"09:00 08/09";"";"";""
"09:00 08/09";"10:00 08/09";"";"";""
"10:00 08/09";"11:00 08/09";"";"";""
"11:00 08/09";"12:00 08/09";"";"";""
"12:00 08/09";"13:00 08/09";"";"";""
"13:00 08/09";"14:00 08/09";"";"";""
"14:00 08/09";"15:00 08/09";"";"";""
"15:00 08/09";"16:00 08/09";"";"";""
"16:00 08/09";"17:00 08/09";"";"";""
"17:00 08/09";"18:00 08/09";"";"";""
"18:00 08/09";"19:00 08/09";"7";"10";"15"
"19:00 08/09";"20:00 08/09";"8";"10";"16"
"20:00 08/09";"21:00 08/09";"9";"12";"19"
"21:00 08/09";"22:00 08/09";"11";"14";"22"
"22:00 08/09";"23:00 08/09";"11";"14";"23"
"23:00 08/09";"00:00 09/09";"9";"12";"18"
