,Temp (C),Humidity (%),PM10 (ug/m3),PM2.5 (ug/m3),PM1 (ug/m3),CO (μg/m3 10²),NO2 (ppb),windspeed,direction,wind direction
2022-06-05 14:00:00,37.66,24.53,30.0,18.0,7.0,11.7,23.24,3.4,145.17,SE
2022-06-05 15:00:00,38.32,22.92,28.0,17.0,7.0,10.97,27.21,3.43,183.38,S
2022-06-05 16:00:00,37.98,22.2,25.0,15.0,6.0,8.79,27.91,3.75,181.28,S
2022-06-05 17:00:00,36.86,24.69,29.5,18.0,7.0,4.11,43.21,2.76,174.87,S
2022-06-05 18:00:00,35.91,22.52,21.0,13.0,5.0,2.74,36.65,2.75,174.48,S
2022-06-05 19:00:00,33.06,36.66,44.0,26.5,11.0,65.75,70.38,2.72,168.6,S
2022-06-05 20:00:00,31.05,48.5,70.0,43.0,18.0,72.6,72.57,2.82,143.53,SE
2022-06-05 21:00:00,30.17,45.55,58.0,35.5,15.0,74.66,90.05,1.44,260.73,W
2022-06-05 22:00:00,29.52,51.03,64.0,39.0,17.0,82.19,98.95,0.96,178.03,S
2022-06-05 23:00:00,28.53,56.98,82.5,49.5,20.5,82.19,79.4,0.49,286.4,CALM
2022-06-06 00:00:00,28.01,57.25,77.0,47.0,20.0,61.64,59.33,0.31,202.32,CALM
2022-06-06 01:00:00,27.21,58.17,75.0,45.0,19.0,59.93,48.05,0.49,253.77,CALM
2022-06-06 02:00:00,27.67,56.64,75.0,46.0,19.0,58.22,43.32,0.47,261.75,CALM
2022-06-06 03:00:00,27.24,61.62,78.5,48.0,20.0,54.79,49.05,0.83,242.18,SW
2022-06-06 04:00:00,27.19,61.24,50.0,30.0,12.0,47.95,30.71,0.19,239.27,CALM
2022-06-06 05:00:00,25.8,64.92,32.0,19.5,7.5,46.23,37.94,0.54,215.73,SW
2022-06-06 06:00:00,28.18,55.25,36.0,23.0,10.0,44.52,50.39,1.97,219.47,SW
2022-06-06 07:00:00,29.53,53.21,41.5,25.0,10.5,46.23,46.95,7.01,225.5,SW
2022-06-06 08:00:00,29.62,58.33,70.0,42.0,17.0,58.22,55.6,3.9,163.43,S
2022-06-06 09:00:00,30.6,56.67,68.5,41.0,17.0,43.84,54.66,2.38,109.35,E
2022-06-06 10:00:00,31.07,50.77,55.0,34.0,14.0,37.67,41.03,3.2,82.07,E
2022-06-06 11:00:00,31.32,54.05,58.0,35.0,15.0,46.23,38.74,3.05,60.4,NE
2022-06-06 12:00:00,31.76,44.8,43.0,26.0,11.0,30.14,26.36,3.43,58.8,NE
2022-06-06 13:00:00,32.75,40.83,39.0,24.0,10.0,29.45,35.41,4.14,70.02,E
2022-06-06 14:00:00,32.56,41.95,34.0,20.0,8.0,32.88,31.9,4.53,68.72,E
2022-06-06 15:00:00,23.65,81.9,28.5,17.0,6.5,92.47,58.88,3.56,68.03,E
2022-06-06 16:00:00,23.34,69.65,21.0,13.0,5.0,68.49,34.43,2.76,128.33,SE
2022-06-06 17:00:00,23.98,61.15,9.5,5.5,2.0,51.37,29.51,5.29,169.92,S
2022-06-07 13:00:00,27.55,58.31,36.5,22.0,9.0,58.22,27.45,3.63,68.78,E
2022-06-07 14:00:00,27.98,60.25,35.0,21.0,9.0,61.64,27.82,5.23,68.63,E
2022-06-07 15:00:00,27.67,60.61,37.5,23.0,9.5,59.93,31.23,5.22,74.0,E
2022-06-07 16:00:00,27.07,59.77,46.0,28.0,12.0,58.22,33.55,6.32,70.27,E
2022-06-07 17:00:00,26.79,61.0,51.5,31.5,13.0,65.07,37.09,6.88,64.72,NE
2022-06-07 18:00:00,25.44,66.94,66.0,40.0,16.0,68.49,42.29,6.18,99.77,E
2022-06-07 19:00:00,24.6,68.67,57.0,34.0,14.0,66.78,35.53,4.5,201.58,S
2022-06-07 20:00:00,24.24,70.45,59.0,37.0,15.0,65.07,32.42,4.28,189.78,S
2022-06-07 21:00:00,23.97,71.11,69.5,41.5,17.0,65.07,38.19,3.84,318.98,NW
2022-06-07 22:00:00,24.07,70.43,73.0,44.0,18.0,68.49,62.72,2.8,244.57,SW
2022-06-07 23:00:00,23.58,71.79,73.5,44.5,18.0,68.49,80.22,1.49,257.55,W
2022-06-08 00:00:00,23.31,69.16,66.0,40.0,17.0,54.79,28.74,0.26,253.07,CALM
2022-06-08 01:00:00,23.56,68.71,67.0,41.0,17.0,54.79,31.01,0.48,270.83,CALM
2022-06-08 02:00:00,23.11,73.22,76.0,45.0,18.0,58.22,35.22,0.66,280.38,W
2022-06-08 03:00:00,22.41,77.34,81.0,49.0,20.0,65.07,44.0,0.31,246.18,CALM
2022-06-08 04:00:00,22.43,70.0,66.0,40.0,17.0,54.79,31.76,0.2,252.82,CALM
2022-06-08 05:00:00,23.66,63.69,55.0,33.5,14.5,54.79,35.79,0.53,259.82,W
2022-06-08 06:00:00,25.26,51.46,46.0,28.0,12.0,44.52,28.99,1.45,241.03,SW
2022-06-08 07:00:00,26.41,47.24,46.0,28.5,12.5,42.81,29.47,2.11,244.28,SW
2022-06-08 08:00:00,26.58,49.22,49.5,30.5,13.5,49.66,30.55,1.88,273.28,W
2022-06-08 09:00:00,26.4,53.13,42.0,26.0,11.0,61.64,33.86,2.84,224.0,SW
2022-06-08 10:00:00,27.09,49.4,45.0,28.0,12.0,54.79,34.0,3.39,83.33,E
2022-06-08 11:00:00,27.23,51.54,43.5,27.5,12.0,58.22,37.32,3.97,75.53,E
2022-06-08 12:00:00,27.9,47.47,44.0,28.0,12.0,54.79,31.06,4.24,72.32,E
2022-06-08 13:00:00,27.85,48.61,41.5,26.0,12.0,61.64,32.02,2.84,78.35,E
2022-06-08 14:00:00,26.89,57.2,51.0,32.0,14.0,71.92,35.65,4.2,72.68,E
2022-06-08 15:00:00,26.81,57.12,53.0,33.0,15.0,68.49,38.36,4.64,73.68,E
2022-06-08 16:00:00,26.42,56.95,48.0,30.0,13.0,68.49,39.41,7.53,74.32,E
2022-06-08 17:00:00,25.33,61.57,43.5,27.0,12.0,71.92,38.96,6.66,66.1,NE
2022-06-08 18:00:00,24.43,76.44,52.0,33.0,14.0,89.04,40.69,4.07,53.38,NE
2022-06-08 19:00:00,22.26,99.39,64.5,39.5,16.5,85.62,47.4,3.87,60.3,NE
2022-06-08 20:00:00,23.14,87.62,60.0,37.0,15.0,68.49,39.83,5.55,95.8,E
2022-06-08 21:00:00,23.22,89.53,71.0,43.0,18.0,71.92,43.83,4.13,236.73,SW
2022-06-08 22:00:00,22.18,94.81,74.0,45.0,19.0,65.07,53.06,0.99,128.47,SE
2022-06-08 23:00:00,22.0,93.66,66.5,40.5,17.0,63.36,38.54,0.34,218.72,CALM
2022-06-09 00:00:00,21.38,86.37,47.0,29.0,12.0,51.37,31.84,0.77,268.22,W
2022-06-09 01:00:00,21.37,86.28,53.0,32.0,13.5,51.37,28.24,0.33,266.7,CALM
2022-06-09 02:00:00,20.72,88.85,53.0,32.0,13.0,54.79,30.42,0.35,279.7,CALM
2022-06-09 03:00:00,20.64,93.41,61.0,37.0,15.5,58.22,35.92,0.19,264.38,CALM
2022-06-09 04:00:00,21.14,91.01,72.0,44.0,18.0,58.22,52.42,0.65,266.22,W
2022-06-09 05:00:00,22.05,87.61,84.0,50.5,20.5,54.79,52.59,1.01,257.0,W
2022-06-09 06:00:00,22.12,98.66,103.0,61.0,24.0,51.37,38.52,0.49,294.47,CALM
2022-06-09 07:00:00,23.79,85.43,114.0,68.5,28.0,44.52,50.85,0.77,284.55,W
2022-06-09 08:00:00,24.61,78.32,77.0,47.0,20.0,54.79,40.01,1.88,88.4,E
2022-06-09 09:00:00,26.02,66.8,54.5,34.0,14.5,44.52,36.25,2.0,63.15,NE
2022-06-09 10:00:00,26.69,60.51,45.0,28.0,12.0,37.67,26.84,3.29,66.97,NE
2022-06-09 11:00:00,26.78,64.82,51.0,32.0,13.5,54.79,35.2,3.07,67.6,E
2022-06-09 12:00:00,27.87,63.01,43.0,27.0,12.0,54.79,35.03,3.06,67.45,NE
2022-06-09 13:00:00,28.37,54.27,40.0,25.0,11.0,46.23,28.46,4.11,70.98,E
2022-06-09 14:00:00,27.66,63.81,42.0,26.0,11.0,68.49,41.81,3.27,72.73,E
2022-06-09 15:00:00,25.83,76.38,43.5,26.5,11.0,80.48,44.63,7.36,73.8,E
2022-06-09 16:00:00,23.97,97.51,51.0,30.0,12.0,85.62,46.24,6.51,59.57,NE
2022-06-09 17:00:00,23.31,100.0,62.5,37.5,15.0,85.62,47.11,5.29,49.35,NE
2022-06-09 18:00:00,23.0,100.0,71.0,42.0,17.0,82.19,56.8,3.35,78.38,E
2022-06-09 19:00:00,22.44,100.0,64.0,38.0,15.0,66.78,44.99,1.59,257.72,W
2022-06-09 20:00:00,22.23,100.0,50.0,31.0,13.0,65.07,44.44,1.04,245.93,SW
2022-06-09 21:00:00,21.76,100.0,48.5,29.0,12.0,61.64,43.22,1.01,271.55,W
2022-06-09 22:00:00,22.47,100.0,68.0,40.0,16.0,54.79,30.39,0.95,192.92,S
2022-06-09 23:00:00,22.42,100.0,72.5,43.0,17.0,53.08,39.59,0.75,254.52,W
2022-06-10 00:00:00,22.07,100.0,82.0,48.5,19.0,51.37,39.41,0.48,183.92,CALM
2022-06-10 01:00:00,22.46,100.0,64.5,38.5,15.0,46.23,28.23,0.22,165.55,CALM
2022-06-10 02:00:00,20.67,94.16,11.0,7.0,2.0,47.95,22.18,0.23,275.02,CALM
2022-06-10 03:00:00,21.45,78.82,7.5,4.0,1.5,47.95,23.2,0.61,157.32,SE
2022-06-10 04:00:00,22.09,86.91,18.0,11.0,4.0,61.64,33.16,4.41,216.78,SW
2022-06-10 05:00:00,21.98,92.59,33.0,20.5,8.5,65.07,40.87,1.26,206.6,SW
2022-06-10 06:00:00,22.48,90.55,37.0,22.0,9.0,58.22,40.78,0.5,109.4,E
2022-06-10 07:00:00,22.67,89.21,39.5,24.0,10.0,61.64,48.84,1.15,76.95,E
2022-06-10 08:00:00,21.19,100.0,63.0,37.0,14.0,68.49,42.74,1.44,77.65,E
2022-06-10 09:00:00,21.17,100.0,50.5,30.0,12.0,65.07,47.93,1.4,105.42,E
2022-06-10 10:00:00,22.18,100.0,61.0,36.0,15.0,65.07,43.38,2.16,99.03,E
2022-06-10 11:00:00,22.33,100.0,78.5,47.5,19.5,73.63,57.19,1.45,152.88,SE
2022-06-10 12:00:00,22.04,100.0,79.0,47.0,19.0,65.07,53.21,1.39,97.93,E
2022-06-10 13:00:00,22.4,100.0,68.0,40.0,16.0,59.93,47.58,0.86,189.05,S
2022-06-10 14:00:00,22.61,100.0,47.0,29.0,12.0,54.79,39.38,0.95,157.5,SE
2022-06-10 15:00:00,24.09,91.83,37.0,22.5,9.0,44.52,33.27,1.94,120.73,SE
2022-06-10 16:00:00,24.37,89.48,36.0,22.0,9.0,51.37,42.62,2.24,126.98,SE
2022-06-10 17:00:00,24.56,76.3,20.0,12.0,5.0,44.52,29.55,1.59,149.95,SE
2022-06-10 18:00:00,23.15,75.43,13.0,8.0,3.0,51.37,33.4,2.15,142.75,SE
2022-06-10 19:00:00,23.34,75.68,17.0,10.0,4.0,58.22,43.36,1.52,163.3,S
2022-06-10 20:00:00,22.9,76.78,15.0,9.0,3.0,54.79,38.22,2.73,250.38,W
2022-06-10 21:00:00,22.25,84.74,21.0,12.5,5.0,65.07,50.33,0.97,210.83,SW
2022-06-10 22:00:00,22.18,91.28,21.0,13.0,5.0,68.49,54.01,0.94,159.08,S
2022-06-10 23:00:00,22.15,84.23,8.5,5.0,2.0,54.79,29.82,1.09,232.62,SW
2022-06-11 00:00:00,22.34,83.31,9.0,5.0,2.0,54.79,27.56,0.66,243.03,SW
2022-06-11 01:00:00,22.12,85.06,8.5,5.0,2.0,54.79,28.26,1.01,232.65,SW
2022-06-11 02:00:00,21.45,85.87,8.0,4.0,1.0,51.37,25.46,0.64,146.65,SE
2022-06-11 03:00:00,21.39,88.68,8.5,5.0,2.0,53.08,24.43,1.04,185.63,S
2022-06-11 04:00:00,21.66,88.29,10.0,6.0,2.0,54.79,25.91,1.45,205.4,SW
2022-06-11 05:00:00,21.22,87.63,8.0,5.0,2.0,56.51,22.67,4.61,213.72,SW
2022-06-11 06:00:00,21.98,80.1,8.0,5.0,2.0,54.79,24.88,2.15,165.62,S
2022-06-11 07:00:00,22.23,74.18,3.5,2.0,0.5,49.66,24.26,3.27,239.78,SW
2022-06-11 08:00:00,23.25,68.52,3.0,2.0,0.0,41.1,20.33,1.25,158.07,S
2022-06-11 09:00:00,25.14,63.25,6.5,3.5,1.0,41.1,22.44,1.63,180.32,S
2022-06-11 10:00:00,24.75,63.84,14.0,9.0,3.0,54.79,29.77,2.61,225.15,SW
2022-06-11 11:00:00,25.02,61.98,15.0,9.0,3.5,51.37,26.39,2.65,207.63,SW
2022-06-11 12:00:00,27.19,49.34,6.0,3.0,1.0,37.67,13.81,2.13,137.85,SE
2022-06-11 13:00:00,27.19,51.97,7.0,4.0,1.0,46.23,21.68,1.88,158.87,S
2022-06-11 14:00:00,28.42,47.99,9.0,5.0,2.0,51.37,26.22,3.55,209.67,SW
2022-06-11 15:00:00,26.77,62.4,23.0,13.5,5.0,61.64,32.94,5.26,237.58,SW
2022-06-11 16:00:00,27.38,59.04,19.0,11.0,4.0,54.79,30.52,3.01,167.85,S
2022-06-11 17:00:00,26.28,59.79,15.5,9.0,3.5,58.22,28.43,4.72,114.63,SE
2022-06-11 18:00:00,24.42,81.77,21.0,13.0,5.0,75.34,36.76,2.66,134.72,SE
2022-06-11 19:00:00,24.44,76.58,23.0,13.5,5.5,65.07,34.6,1.84,219.08,SW
2022-06-11 20:00:00,24.72,74.65,29.0,17.0,7.0,58.22,35.5,2.47,105.43,E
2022-06-11 21:00:00,24.65,69.37,34.0,20.0,8.0,53.08,35.16,0.94,128.55,SE
2022-06-11 22:00:00,24.43,67.55,33.0,20.0,8.0,51.37,33.47,0.4,177.25,CALM
2022-06-11 23:00:00,24.33,64.05,19.0,11.5,4.0,47.95,30.36,1.61,120.13,SE
2022-06-12 00:00:00,23.3,66.34,19.0,12.0,5.0,51.37,22.86,0.6,178.82,S
2022-06-12 01:00:00,23.19,67.51,20.5,12.5,5.0,54.79,23.17,1.64,200.4,S
2022-06-12 02:00:00,22.88,66.47,22.0,13.0,5.0,51.37,21.4,3.23,213.03,SW
2022-06-12 03:00:00,23.17,64.8,26.5,16.0,6.0,51.37,21.78,1.38,206.97,SW
2022-06-12 04:00:00,22.91,65.43,27.0,16.0,6.0,54.79,22.87,3.84,217.0,SW
2022-06-12 05:00:00,23.67,63.61,27.0,16.0,6.5,54.79,24.56,1.74,178.57,S
2022-06-12 06:00:00,24.61,60.39,30.0,18.0,7.0,51.37,22.61,0.75,169.1,S
2022-06-12 07:00:00,25.3,57.54,29.5,18.0,7.5,42.81,20.64,2.45,136.0,SE
2022-06-12 08:00:00,27.64,48.76,23.0,14.0,6.0,37.67,17.75,1.76,185.18,S
2022-06-12 09:00:00,27.43,49.63,23.5,14.0,5.5,44.52,20.32,1.9,175.9,S
2022-06-12 10:00:00,27.63,48.62,24.0,14.0,6.0,44.52,20.63,2.72,205.52,SW
2022-06-12 11:00:00,29.26,44.1,25.0,15.0,6.0,39.38,21.91,2.79,206.98,SW
2022-06-12 12:00:00,29.24,45.19,28.0,16.0,7.0,47.95,26.83,2.58,200.85,S
2022-06-12 13:00:00,29.67,40.69,16.5,10.0,4.0,41.1,20.32,2.33,186.43,S
2022-06-12 14:00:00,30.9,37.13,12.0,7.0,3.0,28.08,17.22,2.37,184.8,S
2022-06-12 15:00:00,30.23,39.82,15.0,9.0,3.5,39.38,20.57,2.92,179.42,S
2022-06-12 16:00:00,28.26,46.24,14.0,9.0,3.0,58.22,28.69,1.9,190.1,S
2022-06-12 17:00:00,27.89,48.78,17.0,10.0,4.0,61.64,29.94,2.83,194.72,S
2022-06-12 18:00:00,27.35,48.68,13.0,8.0,3.0,54.79,28.33,2.95,219.87,SW
2022-06-12 19:00:00,26.88,50.57,17.0,9.5,3.5,63.36,30.07,2.16,217.92,SW
2022-06-12 20:00:00,26.08,57.52,30.0,18.0,7.0,61.64,30.4,2.94,224.72,SW
2022-06-12 21:00:00,25.46,58.86,29.5,18.0,7.0,58.22,28.63,1.89,212.73,SW
2022-06-12 22:00:00,25.11,60.02,28.0,17.0,7.0,58.22,27.56,2.64,213.47,SW
2022-06-12 23:00:00,24.93,61.31,27.0,16.0,6.0,54.79,25.97,4.82,218.1,SW
2022-06-13 00:00:00,24.89,61.23,26.0,16.0,6.0,54.79,24.03,4.34,218.45,SW
2022-06-13 01:00:00,25.04,59.23,26.0,15.5,6.0,51.37,25.68,4.77,219.03,SW
2022-06-13 02:00:00,24.67,58.83,20.0,11.0,4.0,47.95,20.5,3.55,223.53,SW
2022-06-13 03:00:00,24.7,57.4,19.0,11.0,4.0,47.95,21.72,0.65,224.62,SW
2022-06-13 04:00:00,24.63,55.72,17.0,10.0,4.0,51.37,23.83,1.91,212.87,SW
2022-06-13 05:00:00,24.7,56.49,22.5,13.5,5.0,54.79,34.44,1.75,219.08,SW
2022-06-13 06:00:00,25.93,53.03,17.0,10.0,4.0,47.95,22.64,2.68,213.38,SW
2022-06-13 07:00:00,27.16,50.81,18.5,11.5,4.5,44.52,21.33,1.41,71.53,E
2022-06-13 08:00:00,28.0,46.33,19.0,12.0,4.0,41.1,23.5,1.44,116.72,SE
2022-06-13 09:00:00,29.09,41.59,18.5,11.5,5.0,37.67,19.65,1.61,166.73,S
2022-06-13 10:00:00,30.96,37.04,27.0,16.0,7.0,19.86,19.09,1.5,190.6,S
2022-06-13 11:00:00,29.81,40.31,31.0,19.0,8.0,53.08,26.3,1.79,198.07,S
2022-06-13 12:00:00,29.98,45.58,31.0,19.0,8.0,68.49,31.79,2.02,138.0,SE
2022-06-13 13:00:00,31.85,40.18,31.0,19.5,8.0,37.33,22.4,5.35,74.12,E
2022-06-13 14:00:00,32.02,37.75,32.0,20.0,8.0,39.73,16.62,5.03,76.47,E
2022-06-13 15:00:00,31.52,38.77,32.5,20.5,9.0,44.18,30.86,3.39,71.62,E
2022-06-13 16:00:00,24.08,68.27,52.0,31.0,13.0,109.59,40.89,3.51,74.15,E
2022-06-13 17:00:00,25.35,83.8,65.5,40.0,17.0,109.59,63.98,2.78,80.0,E
2022-06-13 18:00:00,25.82,82.78,68.0,41.0,17.0,92.47,95.97,3.53,202.28,S
2022-06-13 19:00:00,25.56,79.54,67.0,41.0,17.0,78.77,100.05,1.33,236.88,SW
2022-06-13 20:00:00,26.61,55.12,45.0,28.0,12.0,37.67,61.62,0.77,251.3,W
2022-06-13 21:00:00,26.67,53.52,50.5,30.5,13.0,53.08,67.45,0.77,259.78,W
2022-06-13 22:00:00,25.09,60.57,48.0,30.0,13.0,61.64,56.7,0.72,224.73,SW
2022-06-13 23:00:00,24.97,59.19,49.0,30.0,12.5,53.08,46.89,0.59,169.3,S
2022-06-14 00:00:00,23.98,66.65,51.0,32.0,13.0,61.64,50.42,0.61,267.7,W
2022-06-14 01:00:00,24.28,63.89,54.0,33.0,14.0,56.51,41.48,1.35,200.7,S
2022-06-14 02:00:00,23.62,72.95,60.0,37.0,15.0,61.64,43.41,0.68,241.08,SW
2022-06-14 03:00:00,23.68,71.69,65.0,39.5,17.0,63.36,54.55,0.68,162.27,S
2022-06-14 04:00:00,23.34,71.89,71.0,43.0,18.0,61.64,75.39,0.63,218.65,SW
2022-06-14 05:00:00,24.17,71.82,77.0,47.0,20.0,61.64,87.83,0.34,229.23,CALM
2022-06-14 06:00:00,25.35,66.4,68.0,42.0,17.0,54.79,74.41,0.55,242.35,SW
2022-06-14 07:00:00,28.08,54.5,71.5,44.0,18.5,41.1,83.61,1.14,267.15,W
2022-06-14 08:00:00,30.08,44.59,61.0,37.0,16.0,32.88,54.04,1.16,249.62,W
2022-06-14 09:00:00,30.96,39.25,54.0,33.0,14.0,27.74,40.45,1.23,112.77,SE
2022-06-14 10:00:00,31.26,36.93,57.0,35.0,15.0,32.19,59.46,2.5,62.78,NE
2022-06-14 11:00:00,31.62,37.35,49.5,30.5,13.0,40.41,53.55,3.85,79.97,E
2022-06-14 12:00:00,30.11,43.19,39.0,24.0,10.0,60.96,53.74,4.13,57.35,NE
2022-06-14 13:00:00,26.31,68.27,51.0,31.0,13.0,89.04,69.38,4.53,50.68,NE
2022-06-14 14:00:00,20.32,100.0,47.0,29.0,12.0,95.89,52.12,2.54,94.13,E
2022-06-14 15:00:00,21.17,100.0,62.5,38.0,15.5,94.18,68.52,3.38,251.0,W
2022-06-14 16:00:00,25.46,76.09,48.0,30.0,12.0,61.64,55.77,3.55,177.65,S
2022-06-14 17:00:00,25.71,77.68,76.0,45.5,19.0,73.63,89.12,2.51,261.65,W
2022-06-14 18:00:00,25.01,84.96,73.0,44.0,18.0,82.19,92.66,1.85,167.78,S
2022-06-14 19:00:00,24.15,91.97,85.5,51.5,21.5,75.34,115.12,2.03,96.35,E
2022-06-14 20:00:00,23.34,97.81,89.0,55.0,22.0,68.49,137.94,0.95,168.4,S
2022-06-14 21:00:00,23.69,78.74,65.5,40.0,16.5,59.93,76.05,0.8,220.22,SW
2022-06-14 22:00:00,23.62,83.18,76.0,46.0,19.0,61.64,91.31,0.8,246.6,SW
2022-06-14 23:00:00,22.53,92.53,84.5,51.0,21.0,61.64,87.78,0.67,252.38,W
2022-06-15 00:00:00,24.31,56.11,24.0,15.0,6.0,20.55,26.15,0.36,212.71,CALM
2022-06-15 15:00:00,29.8,39.89,39.0,24.0,10.5,61.64,49.2,3.94,69.3,E
2022-06-15 16:00:00,29.31,41.74,43.0,26.0,11.0,61.64,46.41,4.56,60.95,NE
2022-06-15 17:00:00,29.12,44.71,46.5,29.0,12.0,71.92,53.13,4.67,61.43,NE
2022-06-15 18:00:00,27.25,54.91,46.0,28.0,12.0,82.19,52.05,5.16,58.87,NE
2022-06-15 19:00:00,26.3,62.52,56.0,34.0,14.0,82.19,55.16,3.66,132.7,SE
2022-06-15 20:00:00,25.67,67.22,65.0,40.0,17.0,89.04,90.51,3.52,311.57,NW
2022-06-15 21:00:00,25.08,69.19,64.5,40.0,17.0,87.33,82.04,1.86,253.1,W
2022-06-15 22:00:00,24.99,76.58,75.0,46.0,19.0,68.49,47.19,0.56,227.05,SW
2022-06-15 23:00:00,24.94,74.84,68.5,42.0,17.0,65.07,43.24,0.28,262.9,CALM
2022-06-16 00:00:00,23.6,77.76,69.0,43.0,18.0,65.07,53.89,0.55,125.65,SE
2022-06-16 01:00:00,23.53,76.35,72.5,44.5,19.0,58.22,35.77,0.33,105.92,CALM
2022-06-16 02:00:00,23.02,80.46,76.0,47.0,20.0,58.22,36.33,0.45,245.5,CALM
2022-06-16 03:00:00,23.54,84.1,91.0,55.0,23.5,65.07,42.01,0.24,245.0,CALM
2022-06-16 04:00:00,23.31,88.11,95.0,58.0,24.0,54.79,38.38,0.33,245.0,CALM
2022-06-16 05:00:00,23.93,81.2,88.0,53.5,22.0,53.08,43.95,0.28,183.55,CALM
2022-06-16 06:00:00,25.12,71.09,88.0,54.0,23.0,58.22,51.0,0.76,86.68,E
2022-06-16 07:00:00,24.97,72.64,85.0,52.0,22.0,53.08,47.65,0.81,202.55,SW
2022-06-16 08:00:00,25.78,67.17,85.0,52.0,22.0,47.95,40.86,1.64,190.05,S
2022-06-16 09:00:00,27.11,58.79,64.0,40.5,17.5,47.95,31.0,1.73,64.62,NE
2022-06-16 10:00:00,27.87,56.25,67.0,42.0,18.0,51.37,32.12,1.94,70.5,E
2022-06-16 11:00:00,26.78,62.4,53.0,32.5,14.0,68.49,36.94,3.14,64.2,NE
2022-06-16 12:00:00,26.55,62.56,43.0,26.0,11.0,61.64,41.73,3.73,64.43,NE
2022-06-16 13:00:00,26.02,60.92,61.0,37.5,16.0,61.64,45.54,4.06,70.82,E
2022-06-16 14:00:00,27.34,54.63,58.0,36.0,15.0,51.37,35.0,3.68,65.88,NE
2022-06-16 15:00:00,27.9,50.61,62.5,39.0,17.0,53.08,32.69,3.56,236.48,SW
2022-06-16 16:00:00,27.64,59.72,55.0,34.0,14.0,68.49,40.84,3.51,157.02,SE
2022-06-16 17:00:00,27.44,57.09,40.5,25.0,10.5,65.07,42.15,3.97,94.5,E
2022-06-16 18:00:00,26.36,69.97,47.0,29.0,13.0,78.77,61.56,4.31,69.27,E
2022-06-16 19:00:00,25.58,75.24,54.0,33.0,14.0,78.77,52.61,3.96,89.93,E
2022-06-16 20:00:00,24.87,66.72,62.0,38.0,16.0,68.49,71.2,3.01,221.22,SW
2022-06-16 21:00:00,24.14,65.19,66.5,41.0,17.5,71.92,98.45,2.13,288.53,W
2022-06-16 22:00:00,23.44,76.93,91.0,56.0,23.0,78.77,102.87,0.94,235.75,SW
2022-06-16 23:00:00,23.41,78.37,77.0,46.5,19.5,71.92,129.42,0.67,243.02,SW
2022-06-17 00:00:00,22.45,76.38,51.0,31.0,13.0,61.64,52.48,0.95,244.25,SW
2022-06-17 01:00:00,22.25,82.48,70.0,42.0,17.5,61.64,51.18,0.23,238.95,CALM
2022-06-17 02:00:00,21.54,87.89,70.0,42.0,17.0,61.64,40.95,0.81,241.38,SW
2022-06-17 03:00:00,21.26,91.14,67.0,41.0,17.0,61.64,43.97,0.37,253.33,CALM
2022-06-17 04:00:00,21.74,87.04,80.0,49.0,21.0,65.07,82.1,0.38,248.0,CALM
2022-06-17 05:00:00,22.77,88.34,102.5,61.0,24.5,58.22,62.34,0.96,244.88,SW
2022-06-17 06:00:00,23.79,84.12,114.0,69.0,28.0,51.37,68.04,0.41,241.37,CALM
2022-06-17 07:00:00,25.0,74.08,83.0,50.0,20.5,44.52,61.23,1.07,149.85,SE
2022-06-17 08:00:00,26.23,64.26,34.0,21.0,9.0,37.67,45.22,1.27,69.67,E
2022-06-17 09:00:00,26.83,58.14,40.5,25.0,10.5,42.81,43.08,2.26,57.17,NE
2022-06-17 10:00:00,26.86,62.29,53.0,33.0,14.0,54.79,48.17,2.35,68.75,E
2022-06-17 11:00:00,27.15,62.6,51.0,31.5,13.5,63.36,49.88,2.97,67.82,E
2022-06-17 12:00:00,27.67,64.58,36.0,23.0,10.0,58.22,43.32,3.19,65.3,NE
2022-06-17 13:00:00,28.35,58.0,45.5,28.0,12.0,49.66,47.14,3.96,64.0,NE
2022-06-17 14:00:00,28.67,58.56,51.0,32.0,14.0,54.79,47.64,5.21,70.17,E
2022-06-17 15:00:00,28.65,52.23,43.5,27.0,11.0,47.95,41.34,4.2,64.13,NE
2022-06-17 16:00:00,28.98,49.93,42.0,26.0,11.0,51.37,42.92,4.67,63.97,NE
2022-06-17 17:00:00,28.39,51.61,38.5,24.0,10.0,54.79,42.26,5.32,56.93,NE
2022-06-17 18:00:00,26.92,61.24,31.0,19.0,8.0,68.49,49.36,4.52,49.18,NE
2022-06-17 19:00:00,26.54,64.35,32.5,20.0,8.0,68.49,47.43,3.56,61.83,NE
2022-06-17 20:00:00,26.26,68.08,43.0,26.0,11.0,71.92,51.93,3.27,159.75,S
2022-06-17 21:00:00,22.43,92.27,66.0,40.0,16.0,92.47,42.77,1.39,228.23,SW
2022-06-17 22:00:00,21.41,100.0,99.0,60.0,25.0,78.77,38.37,1.95,119.62,SE
2022-06-17 23:00:00,21.01,99.97,103.0,62.0,26.0,68.49,33.19,3.14,140.98,SE
2022-06-18 00:00:00,21.09,94.18,84.0,51.0,21.0,61.64,29.94,1.7,198.68,S
2022-06-18 01:00:00,22.14,91.72,97.5,59.0,24.5,65.07,35.11,2.34,220.65,SW
2022-06-18 02:00:00,21.94,95.41,100.0,61.0,25.0,58.22,35.61,2.42,198.37,S
2022-06-18 03:00:00,22.53,87.82,96.0,59.0,25.0,61.64,37.81,0.71,124.83,SE
