,no2_aemv,no2_wemv,ox_aemv,ox_wemv,temperature,humidity,pressure,pm_10,pm_2_5,pm_1_0,co,o3_ug/m3,no2_ug/m3,no2pluso3_ug/m3
2022-05-11 17:00:00,226.0,231.0,229.0,242.0,23.9637515,39.240465,1014.277965,24.0,15.0,6.0,465.585573739836,-45.37093524693608,129.32507515536906,81.81126335457392
2022-05-11 18:00:00,227.0,232.0,229.0,242.0,23.39222,43.188286,1014.5432,26.0,16.0,7.0,518.9439020325129,-49.980781551579206,129.54915647201898,79.66023211939512
2022-05-11 19:00:00,227.0,235.0,230.0,241.0,22.3323615,49.89167,1015.2390499999999,31.5,19.5,8.5,721.5066709900784,-95.98073980674215,149.75128711216726,53.73354333146015
2022-05-11 20:00:00,228.0,238.0,231.0,239.0,21.086666,54.138752,1016.08887,41.0,25.0,11.0,971.6874766845586,-137.99382711223112,163.63990301836964,27.51882617454274
2022-05-11 21:00:00,228.0,237.0,232.0,237.0,21.117639,50.564997000000005,1016.4364,34.0,21.0,9.0,790.5384942950554,-144.6059980218463,153.8377136817952,9.306943500021973
2022-05-11 22:00:00,228.0,234.0,232.0,239.0,21.044443,65.48877,1016.92163,41.0,25.0,11.0,496.2577587376092,-110.96917832999458,137.67839408908742,26.709215759092842
2022-05-11 23:00:00,228.0,235.0,232.0,236.0,19.670277,67.1642925,1016.9903850000001,49.5,30.5,13.0,720.0074896746612,-131.91655744912322,144.2547444974661,6.36039601585783
2022-05-12 00:00:00,228.0,230.0,232.0,234.0,18.36389,54.975533,1016.94214,36.0,21.0,9.0,370.4912055944796,-104.07524621391768,112.45528394969894,8.278065896211416
2022-05-12 01:00:00,228.0,230.0,231.0,234.0,18.0447215,52.5679135,1016.872425,37.0,22.5,9.0,336.9644810849375,-94.70884172298938,112.46499823307823,17.76666394266249
2022-05-12 02:00:00,228.0,233.0,231.0,235.0,17.272776,61.52143,1016.861,44.0,27.0,11.0,391.7797433319092,-118.29305810549467,132.72331896542102,14.43026085992635
2022-05-12 03:00:00,228.0,234.0,231.5,235.0,16.752502,68.33202,1016.813265,55.5,33.5,14.0,509.357910405053,-133.15786186743105,139.6063112571839,6.436418107091129
2022-05-12 04:00:00,229.0,237.0,232.0,237.0,16.548056,67.55241,1016.9223,58.0,34.0,15.0,734.687542715349,-144.68206506021312,146.34711098824334,4.793467936953306
2022-05-12 05:00:00,231.0,236.0,234.0,236.0,18.249581,60.139025000000004,1017.1236,66.5,40.5,16.5,915.8900422973268,-139.72378453691687,132.3498387443716,-6.190593454539169
2022-05-12 06:00:00,230.0,232.0,234.0,236.0,18.77861,69.16447,1017.5449,72.0,43.0,18.0,469.3138768893075,-107.4077114860375,112.53034188327656,5.122630397239064
2022-05-12 07:00:00,231.0,232.0,235.0,235.0,20.717920499999998,64.44244,1017.5943500000001,78.5,47.5,20.0,521.3516376136547,-113.92718459888876,105.1978069541196,-8.951027743873588
2022-05-12 08:00:00,230.0,230.0,235.0,233.0,21.916668,59.1837,1017.6096,82.0,50.0,21.0,588.5975992098844,-114.2589852007017,104.58511604595415,-14.899590930036936
2022-05-12 09:00:00,228.0,225.5,232.0,230.5,23.3373625,46.8867465,1017.816125,55.0,33.5,14.5,402.56256767480033,-79.73229817234548,81.3282623366702,5.623207531884351
2022-05-12 10:00:00,228.0,222.0,231.0,233.0,25.385555,35.434353,1017.5433,36.0,22.0,9.0,348.9164456205558,-26.660496628474654,58.26870628281772,31.4426215926107
2022-05-12 11:00:00,229.0,227.0,231.5,239.5,25.831805,38.356784000000005,1017.2070699999999,40.5,25.0,10.0,469.6649716290249,-31.448716064615645,87.00909852016153,54.42038569528611
2022-05-12 12:00:00,227.0,230.0,231.0,243.0,26.592505,42.166096,1016.51044,34.0,21.0,9.0,343.8506490917227,-33.08454309223605,109.26447979001156,74.8562055308795
2022-05-12 13:00:00,227.0,228.5,230.0,242.0,26.472362500000003,38.9486355,1016.0227500000001,31.5,19.0,8.0,436.2894888600164,-29.88823035612205,106.07298183702102,77.02384798804701
2022-05-12 14:00:00,226.0,228.0,229.0,244.0,27.038889,37.432426,1015.5261,36.0,22.0,9.0,412.58987154069507,-23.338017510797982,108.97070618411915,78.64902783259087
2022-05-12 15:00:00,226.0,231.0,230.0,244.0,26.1211085,43.575683999999995,1015.14621,33.5,20.5,9.0,512.7323691432002,-39.82582853553592,122.24431300839208,84.31157506998909
2022-05-12 16:00:00,227.0,227.0,230.0,240.0,26.253336,35.897163,1014.8318,33.0,20.0,9.0,466.0485765923456,-36.65404418148509,96.37654575155895,59.72250157007386
2022-05-12 17:00:00,226.0,228.5,229.0,240.5,25.8370835,38.296344500000004,1014.70935,34.5,21.0,9.0,562.2042315341286,-43.4849291132348,118.65513285957476,75.52590171732211
2022-05-12 18:00:00,226.0,230.0,229.0,239.0,24.431112,38.256783,1014.7694,42.0,25.0,10.0,533.0044064470027,-52.5080469040755,122.80536024689239,67.25775896710564
2022-05-12 19:00:00,226.0,236.0,229.0,241.0,23.234026999999998,42.00796,1015.11272,43.5,26.5,11.0,971.4941036177968,-110.70006180232383,162.28728542702794,50.05931367171794
2022-05-12 20:00:00,227.0,237.0,231.0,241.0,21.546114,47.704346,1015.80634,47.0,28.0,12.0,732.0126955001361,-126.22478100721187,163.12245025599904,36.91292446033869
2022-05-12 21:00:00,227.0,234.5,231.0,240.0,20.815414500000003,48.79096,1015.74897,45.0,28.0,12.0,594.2696988680182,-101.41778919022266,143.93851114754682,42.52364662611461
2022-05-12 22:00:00,228.0,232.0,231.0,239.0,21.002506,45.042046,1015.72894,39.0,23.0,10.0,441.3706782156763,-86.89983024383713,124.47477964552382,40.482925748840515
2022-05-12 23:00:00,228.0,232.5,231.5,239.5,21.114999500000003,46.4332965,1015.4759799999999,38.0,23.0,9.5,530.8453682264271,-90.44924756790212,130.9625694732555,39.859143435157804
2022-05-13 00:00:00,227.0,234.0,230.0,237.0,19.847223,52.279106,1015.3647,49.0,30.0,12.0,573.6298438581985,-114.67085932618077,144.49461399012597,29.229655916297517
2022-05-13 01:00:00,227.5,233.0,231.0,237.5,18.820137,56.7548835,1014.869825,53.0,33.0,14.0,468.5019633444466,-108.47475738036287,138.4055809861603,28.460277063177273
2022-05-13 02:00:00,228.0,233.0,231.0,237.0,18.060555,59.57796,1014.7425,57.0,34.0,14.0,432.2335951196962,-108.7110089113647,132.08888092811455,26.96301761205116
2022-05-13 03:00:00,228.0,233.0,232.0,237.0,18.0380555,59.198608,1014.66163,54.5,33.5,14.0,385.5564987507614,-101.73372036510872,128.7736531221554,23.891490421087028
2022-05-13 04:00:00,228.0,234.0,232.0,236.0,17.813055,82.843346,1014.85126,114.0,69.0,28.0,419.8396660502609,-120.73467007277051,138.91323373805326,14.241182605482834
2022-05-13 05:00:00,229.5,234.0,233.0,236.0,18.505279,79.533702,1014.911895,110.0,65.5,26.5,496.4769031516173,-127.0807414604694,131.91107398567556,6.498409040179304
2022-05-13 06:00:00,230.0,233.0,234.0,236.0,19.09389,74.82956,1015.12085,97.0,59.0,25.0,519.5431821899298,-109.96845713622947,118.41554062284574,1.951020929027294
2022-05-13 07:00:00,230.5,230.5,234.5,232.5,22.955281999999997,57.4421515,1014.9594099999999,95.5,57.5,24.0,680.8701833059388,-116.06321325147765,97.68759219882617,-22.37084926325668
2022-05-13 08:00:00,229.0,231.0,233.0,235.0,22.891113,61.22339,1014.81323,90.0,54.0,23.0,530.177847892536,-88.14903480418556,97.60349604057274,13.302254269736096
2022-05-13 09:00:00,231.0,227.5,234.5,236.5,24.7330545,47.2709825,1014.67635,63.0,39.0,16.5,417.99175968040333,-68.00962538522663,71.0989046572269,9.321735931306403
2022-05-13 10:00:00,228.0,227.0,231.0,237.0,25.228611,46.852837,1014.30884,69.0,42.0,18.0,390.11260546484,-48.014310366701025,109.63316091298792,42.998375781025075
2022-05-13 11:00:00,229.0,228.0,232.0,242.0,26.214862,46.515463499999996,1013.75987,55.0,34.0,14.5,371.73804210944843,-25.087274994511183,86.65010092583287,66.19380606176615
2022-05-13 12:00:00,226.0,222.0,230.0,235.0,26.294165,37.046036,1012.8315,45.0,29.0,12.0,358.8600180970016,-21.166843761225206,83.34712750322454,62.18028374199933
2022-05-13 13:00:00,226.0,224.0,230.0,238.5,26.743333999999997,34.424423000000004,1012.3064300000001,42.5,26.0,11.0,393.1432423922108,-14.386403005625748,76.79896457245309,68.83307467416279
2022-05-13 14:00:00,226.0,225.0,229.0,241.0,27.121944,34.272,1011.44824,37.0,23.0,9.0,345.41948028174676,0.872542130179279,89.44709528745925,88.15410635396418
2022-05-13 15:00:00,225.0,225.0,229.0,242.0,26.906666,34.0497915,1011.0344,37.5,22.5,10.0,359.36631363821004,-1.6669438479803418,95.8018876217887,94.13268334774675
2022-05-13 16:00:00,225.0,226.0,229.0,241.0,26.690554,33.455242,1010.8404,36.0,22.0,9.0,409.8920575515276,-17.27920511332272,102.29755279099247,89.72659177111194
2022-05-13 17:00:00,224.0,230.5,228.5,244.5,25.0293055,41.680149,1010.9158,41.0,25.5,11.0,522.1843699203713,-37.14692817981519,138.122982037555,96.95121891921063
2022-05-13 18:00:00,226.0,231.0,230.0,244.0,24.686945,40.24517,1011.0844,46.0,29.0,12.0,505.84827052415125,-47.75561909962201,135.0712320147869,78.0059761073891
2022-05-13 19:00:00,226.0,231.0,230.0,242.0,24.763751,42.518825,1011.497185,59.0,36.0,15.0,553.5142494063558,-75.41120928665282,131.9012649891214,60.96336315556799
2022-05-13 20:00:00,225.0,236.0,230.0,248.0,23.609444,60.026314,1011.9616,69.0,42.0,18.0,512.4573755666529,-78.33111852638604,168.04379584198492,87.09643300585049
2022-05-13 21:00:00,226.0,232.0,231.0,245.0,22.013891,61.95581,1011.9835,58.0,35.0,15.0,419.4586418086209,-63.10480617071109,136.52267388623494,74.29345087709939
2022-05-13 22:00:00,227.0,230.0,232.0,241.0,22.372776,52.551105,1011.87683,52.0,32.0,14.0,380.83651529003834,-74.67277818104047,116.81361392585843,42.15177883275547
2022-05-13 23:00:00,226.0,231.0,231.0,242.0,21.522497,58.710476,1011.75366,60.0,37.0,16.0,403.46167831876704,-72.13352680760029,130.10340238791804,51.510653393354474
2022-05-14 00:00:00,227.0,232.0,231.0,239.0,20.029167,63.07967,1010.75555,59.0,36.0,15.0,559.549442078983,-94.64477589200771,130.69937517472792,36.054599282720204
2022-05-14 01:00:00,227.5,231.0,232.0,236.5,20.585693499999998,57.673937,1010.28407,53.5,32.5,13.5,452.56061308907385,-102.10771158204663,117.37221922717868,18.88886017521692
2022-05-14 02:00:00,227.0,230.0,232.0,235.0,20.39805,56.29826,1010.32153,53.0,32.0,14.0,426.7505555619417,-112.43240115800812,117.41345676268074,8.028512287185393
2022-05-14 03:00:00,227.0,232.5,231.5,236.0,19.6527745,61.0119485,1010.02918,63.0,39.0,16.5,511.32974342599715,-119.9086082346802,134.0940349480248,14.873241135293348
2022-05-14 04:00:00,228.0,234.0,232.0,237.0,19.179165,60.26329,1010.4329,54.0,33.0,14.0,543.9400013673624,-132.74373175003225,137.6151880297401,10.977457139787646
2022-05-14 05:00:00,229.0,232.0,233.0,237.0,20.2887535,56.7116835,1010.854335,52.0,32.0,13.0,471.47323935432746,-107.41314168260928,117.52432725269927,9.961417554765788
2022-05-14 06:00:00,228.0,231.0,232.0,239.0,21.438608,57.428223,1011.1302,68.0,42.0,18.0,399.6811559409163,-85.31252813940229,116.95509709420821,31.642568954805924
2022-05-14 07:00:00,228.0,229.0,232.0,240.5,22.2920815,54.691109,1011.360475,48.5,30.0,13.0,301.7642181110532,-58.998333693241335,103.98528075608631,47.77933999797922
2022-05-14 08:00:00,229.0,228.0,233.0,240.0,23.604445,49.63466,1011.4629,45.0,28.0,12.0,333.09717846430385,-51.564756695497366,96.87049055669169,32.42481820253482
2022-05-14 09:00:00,227.5,227.5,231.0,240.5,24.611806,47.161986999999996,1011.3922,46.5,28.5,12.0,338.6861204039941,-38.80445705195805,96.54332354671106,52.14663762306242
2022-05-14 10:00:00,228.0,227.0,232.0,239.0,25.275837,45.921143,1011.29285,51.0,31.0,13.0,381.9613342894909,-52.04240069287273,89.96179452925799,51.17466281157618
2022-05-14 11:00:00,227.0,228.5,231.0,244.5,25.5795825,49.667534,1011.1325400000001,62.5,38.0,16.0,350.63683975659126,-34.97351873146171,108.84469832510388,79.4132187014442
2022-05-14 12:00:00,226.0,228.0,229.0,245.0,26.434725,47.310684,1010.6084,59.0,36.0,15.0,382.47619769559884,-28.23802175858617,102.29569502979089,73.90379302259255
2022-05-14 13:00:00,227.0,226.0,230.5,242.0,26.2016665,45.5322135,1010.65597,52.0,32.0,14.0,324.39162791724607,-21.07136830406116,99.00106162378052,80.84200818759066
2022-05-14 14:00:00,225.0,227.0,230.0,242.0,26.564169,42.56999,1010.2539,42.0,26.0,11.0,335.77984300543795,-19.692707800989822,102.2111923461814,79.00936695661728
2022-05-14 15:00:00,226.0,239.0,228.0,248.0,23.650556,68.41666599999999,1011.04016,73.0,44.5,18.5,407.87461890943854,-38.1009318694599,191.12882997298703,104.46172678172806
2022-05-14 16:00:00,230.0,245.0,232.0,248.0,21.966387,99.694824,1010.4795,82.0,49.0,20.0,861.1129168085902,-141.61184645325622,194.6883666065316,53.52257338056194
2022-05-14 17:00:00,229.0,238.5,234.0,243.5,23.315416499999998,80.013983,1010.51392,90.5,54.5,22.5,715.9839878819471,-127.59277055936954,158.2144794454128,25.843436442860707
2022-05-14 18:00:00,228.0,235.0,233.0,239.0,21.34139,89.070694,1011.0788,95.0,58.0,24.0,684.8730359263319,-140.07519707798676,149.6667306817302,12.586719296858888
2022-05-14 19:00:00,228.0,232.0,233.0,236.5,20.952224,76.14431300000001,1011.404,63.5,38.5,16.0,483.22052848506337,-113.9013251820839,123.83705949548181,8.36189860375395
2022-05-14 20:00:00,228.0,234.0,233.0,235.0,20.505003,79.42261,1012.037,78.0,47.0,19.0,982.5026543260572,-139.8697452953529,137.16038182097367,-5.757201593323117
2022-05-14 21:00:00,229.0,235.0,234.0,237.0,20.4080565,81.103722,1012.0422699999999,92.0,55.5,23.0,1088.47548499519,-144.4870485056416,137.39885888114154,-7.0835762733656225
2022-05-14 22:00:00,229.0,234.0,234.0,235.0,19.82417,80.98101,1012.2821,96.0,59.0,24.0,1005.7384591137636,-144.89797433552826,130.99152299358164,-10.845333765710564
2022-05-14 23:00:00,229.0,233.0,234.0,234.0,19.764164,80.46243000000001,1012.2111500000001,87.5,53.0,22.0,856.6914490606255,-136.33528850602028,124.42959325448584,-13.492970205238606
2022-05-15 00:00:00,229.0,233.0,234.0,234.0,19.105558,78.859375,1011.8104,77.0,46.0,19.0,759.59249539862,-132.37391834531098,124.698822483666,-10.727567310045075
2022-05-15 01:00:00,229.0,232.0,233.0,233.0,19.0398615,80.594308,1011.855185,85.0,51.5,21.5,631.8896420270703,-128.95288382578696,118.27876856933122,-10.674115256455714
2022-05-15 02:00:00,229.0,232.0,234.0,234.0,18.67028,86.24175,1011.77856,88.0,52.0,22.0,562.9819420669486,-132.06708026739153,118.28497079844267,-13.80949507966396
2022-05-15 03:00:00,229.0,231.0,233.0,232.0,18.7893035,88.21125,1011.8088499999999,88.0,53.5,22.0,583.6694682366483,-128.58669300524744,111.69221389016226,-15.343147920616246
2022-05-15 04:00:00,229.0,232.0,234.0,232.0,18.907501,89.2857,1012.1112,92.0,55.0,23.0,594.2568762888952,-138.4315298580335,111.68128358684183,-23.133963221818334
2022-05-15 05:00:00,230.0,231.0,235.0,232.0,20.4766665,83.6957175,1012.65245,97.0,58.5,24.0,867.2829627125127,-137.82772096855217,104.47648139489993,-32.91858165562792
2022-05-15 06:00:00,231.0,225.0,235.0,231.0,23.396664,60.820908,1012.8235,53.0,33.0,14.0,394.58679882957887,-78.3450488450546,64.68280851162729,-13.707510032615971
2022-05-15 07:00:00,229.0,221.5,233.0,229.0,25.475416000000003,51.3071985,1013.27988,47.0,29.0,12.5,280.77404388968944,-55.45759960331364,45.10895235908343,-7.261544923658235
2022-05-15 08:00:00,228.0,220.0,233.0,229.0,27.752222,45.300457,1013.2673,51.0,32.0,14.0,294.8642704929461,-35.99088257060423,44.65354244071527,5.682203185155906
2022-05-15 09:00:00,226.5,223.0,230.0,234.5,27.692916,43.947103,1013.33914,54.5,34.0,14.0,397.0391387056495,-33.46105572045566,73.3864670638686,52.60945333979603
2022-05-15 10:00:00,225.0,223.0,229.0,236.0,28.018055,41.26259,1013.22473,50.0,31.0,13.0,448.6569183610508,-20.88925874186861,82.89344748897196,57.51696660682399
2022-05-15 11:00:00,225.0,224.0,230.0,238.0,28.8987465,37.658596,1012.9546499999999,47.0,29.0,12.5,479.1482862242622,-18.608854665380218,82.48997635394625,66.92512961701757
2022-05-15 12:00:00,226.0,220.0,230.0,236.0,30.148611,33.494682,1012.2042,45.0,28.0,12.0,476.5485724048962,21.365399383104904,43.008784802525994,75.56297285746348
2022-05-15 13:00:00,225.0,221.5,229.0,239.5,29.9229195,32.1609555,1011.827945,38.5,24.0,10.0,425.18894585135456,25.266672887325782,69.62424403747505,93.55995279807803
2022-05-15 14:00:00,225.0,223.0,228.0,241.0,29.884726,30.002495,1011.03784,36.0,22.0,9.0,408.19842208235525,29.943220129186994,75.89575034585926,103.69489215521638
2022-05-15 15:00:00,224.0,228.5,228.0,247.5,29.0723615,40.7921815,1010.9506799999999,49.0,31.0,13.0,531.9157954985235,-1.2953973357146449,126.59192962805687,118.77165353187543
2022-05-15 16:00:00,224.0,229.0,228.0,247.0,28.02694,43.243435,1011.1871,47.0,29.0,12.0,482.69279065366726,-12.541043028097983,127.21692404745878,114.67588101936079
2022-05-15 17:00:00,224.0,229.5,229.0,246.0,27.2366655,44.08126,1011.416735,48.5,30.0,13.0,486.18085570240714,-28.19735742808726,127.63220323941124,98.32828551636307
2022-05-15 18:00:00,225.0,231.0,230.0,246.0,26.220827,48.80165,1012.23914,54.0,33.0,14.0,491.43247972169223,-44.81949120352023,134.58367163567715,89.79666423915793
2022-05-15 19:00:00,226.0,235.5,230.0,244.0,25.088192499999998,54.737021,1012.7121,60.0,37.5,16.0,747.6926425047868,-101.67168003253329,160.80229266858146,58.00416332613367
2022-05-15 20:00:00,226.0,237.0,231.0,241.0,23.5925,62.91176,1013.2422,73.0,45.0,19.0,1038.0551038106532,-134.86177331195915,168.09665148056982,33.446139530589676
2022-05-15 21:00:00,227.0,232.5,232.0,241.0,23.7811145,59.1659085,1013.2601500000001,60.0,37.0,16.0,504.83365135478925,-89.64959229978209,129.31788657535782,38.170989106241315
2022-05-15 22:00:00,226.0,234.0,231.0,238.0,23.737778,59.682644,1013.62,69.0,42.0,18.0,676.4478959596311,-124.510667298658,148.89058552862207,24.379918229964062
2022-05-15 23:00:00,227.0,234.5,232.0,238.0,22.121807,66.01022800000001,1013.572905,75.5,46.0,19.5,735.0606296623596,-123.13170185631938,146.0626133625338,22.9309115062144
2022-05-16 00:00:00,228.0,232.0,232.0,238.0,21.988607,66.79365,1013.6123,73.0,45.0,19.0,528.6573597967581,-103.86026549351814,130.2077595697806,26.50829511117243
2022-05-16 01:00:00,228.0,232.0,232.0,236.0,21.261528,72.62915,1013.57385,84.5,51.5,21.5,551.0208832847748,-114.24826879421866,123.97585859999151,11.053814734156397
2022-05-16 02:00:00,228.0,231.0,232.0,235.0,20.315832,77.22843,1013.53406,93.0,56.0,24.0,464.0112520434879,-106.57595695809212,117.82334128071453,11.247384322622409
2022-05-16 03:00:00,228.0,232.0,232.0,234.0,19.6749995,80.06708499999999,1013.60297,95.0,57.5,23.5,472.8134295366758,-122.6570849762634,124.45912309259734,-1.2900692489723227
2022-05-16 04:00:00,229.0,233.0,234.0,234.0,20.025276,81.827446,1014.0968,116.0,70.0,29.0,739.7640370475672,-134.25953087234848,124.50367336932597,-16.280841230380275
2022-05-16 05:00:00,230.5,232.5,234.5,234.0,20.856524999999998,80.3755275,1014.704165,110.5,67.0,27.5,606.9342239457397,-129.11457976038207,114.53981587496799,-5.281472784112978
2022-05-16 06:00:00,230.0,232.0,234.0,236.0,21.384727,79.75138,1014.98047,117.0,70.0,29.0,643.0686230012229,-117.8718634694708,111.07211485242857,-3.748321841878621
2022-05-16 07:00:00,230.5,231.5,235.5,235.5,22.479165000000002,72.9458975,1015.151305,117.0,70.5,28.0,588.3794991504042,-116.04520616342111,97.54712818364752,-18.116786252518303
2022-05-16 08:00:00,230.0,229.0,235.0,236.0,24.62861,64.42277,1015.0956,119.0,72.0,29.0,554.6429629082982,-92.0342887015953,90.63716739752964,1.572766002505773
2022-05-16 09:00:00,231.0,227.5,235.0,237.0,26.234723,54.885442499999996,1015.13095,104.0,63.5,26.5,501.48076030639584,-57.177931757001815,77.001430306209,21.583138359401886
2022-05-16 10:00:00,230.0,224.0,232.0,237.0,27.911943,46.457058,1014.63684,74.0,45.0,19.0,453.2618462771922,-27.648546381109913,70.13607443472384,32.26020662161069
2022-05-16 11:00:00,227.5,224.0,232.0,239.5,28.523888499999998,44.297742,1014.14725,77.0,47.5,20.0,481.60439298958016,-18.90820677390854,73.31644608342131,60.81647698873418
2022-05-16 12:00:00,225.0,225.0,229.0,240.0,27.758608,46.62584,1013.8147,51.0,31.0,13.0,507.53840268182404,-13.709432399335999,95.79916400974632,86.15011534296846
2022-05-16 13:00:00,226.0,227.5,229.5,243.0,27.9947225,45.162692,1013.117585,48.0,29.5,13.0,438.87223314101175,-19.282220037865535,111.46586384650693,91.36323605239264
2022-05-16 14:00:00,226.0,227.0,230.0,242.0,27.955004,42.976482,1012.3372,50.0,31.0,13.0,417.17053384840074,-3.234586977859871,101.94208389940802,92.0187303678897
2022-05-16 15:00:00,225.0,226.0,229.0,242.0,27.6922225,42.374132,1011.92535,45.5,28.5,12.0,436.4204130265829,-13.26973695578905,101.94269282048788,91.44033557298519
2022-05-16 16:00:00,226.0,224.0,230.0,240.0,28.252777,36.13455,1011.7789,39.0,24.0,10.0,456.5205094879225,-19.883107370012343,95.40320644480282,75.52009907479048
2022-05-16 17:00:00,225.0,229.0,229.0,243.0,27.422500999999997,43.637043,1011.8770999999999,48.0,29.5,12.5,489.0388186952696,-23.129847570654682,121.24521669405289,93.95087712887252
2022-05-16 18:00:00,225.0,233.0,230.0,247.0,25.57639,54.40313,1012.1116,57.0,35.0,14.0,581.8393586139772,-48.34158177150162,147.5943832221361,94.0351751535858
2022-05-16 19:00:00,226.0,236.0,231.0,241.0,24.478060999999997,55.795085,1012.7212,57.0,35.0,15.0,788.9181491603417,-121.60716720851565,161.13120493355166,41.04588870522815
2022-05-16 20:00:00,227.0,237.0,232.0,240.0,23.900557,57.249374,1013.3647,61.0,38.0,16.0,862.1668687337532,-135.52518810793262,161.65128075628695,26.055231367288627
2022-05-16 21:00:00,227.0,235.5,232.0,238.0,22.740414,55.5919455,1013.22,50.5,31.0,13.0,724.6151958668449,-137.4094057719151,152.86015521622693,15.450749444311839
2022-05-16 22:00:00,227.0,234.0,232.0,238.0,22.162224,53.90427,1013.46454,47.0,29.0,12.0,708.179879217666,-126.00501287220828,143.11876551914804,17.11181931840008
2022-05-16 23:00:00,227.0,232.0,232.0,236.0,21.434166,65.15648250000001,1013.511575,69.0,42.5,18.0,652.274749541463,-119.42708110041178,130.50007722387772,12.597002466806615
2022-05-17 00:00:00,228.0,234.0,232.0,238.0,21.388058,75.39144,1013.60645,87.0,53.0,22.0,598.3476254283408,-122.91332384828506,137.0331559983169,14.119832150031826
2022-05-17 01:00:00,228.0,233.0,233.0,238.5,21.065831,83.61519200000001,1013.51262,108.5,65.5,27.0,440.7229896362017,-112.79664447442542,130.59495647800094,16.065603771319367
2022-05-17 02:00:00,228.0,233.0,233.0,239.0,20.74139,92.06318,1013.38403,112.0,67.0,27.0,366.06305072442177,-105.25287938001027,130.64431541125472,22.399204982171923
2022-05-17 03:00:00,228.5,233.0,233.0,236.0,20.3648645,93.02644749999999,1013.1250600000001,110.0,66.0,26.5,447.142140918339,-128.6531453527556,130.71712917211508,0.48018839146895687
2022-05-17 04:00:00,229.0,233.0,234.0,234.0,20.3525,90.23538,1013.3394,130.0,79.0,33.0,625.8425569366573,-143.78768058513543,124.33766001915123,-16.403443552641505
2022-05-17 05:00:00,230.0,233.0,235.0,235.0,21.2994445,83.546715,1013.5413,123.5,75.0,31.0,675.3112882922396,-137.91042962963115,114.18328414755129,-20.55375219269166
2022-05-17 06:00:00,230.0,231.0,235.0,236.0,22.269999,77.41469,1013.5151,108.0,66.0,27.0,593.4599552876861,-112.23624195905785,103.98316623282466,-7.935737262890882
2022-05-17 07:00:00,229.5,231.0,234.5,235.0,23.1497235,74.422295,1013.5834199999999,111.5,66.5,27.0,520.1506106747588,-108.6405412222214,103.84545726122172,-2.4815798488303216
2022-05-17 08:00:00,231.0,231.0,235.0,239.0,24.473059,67.91092,1013.6033,108.0,65.0,27.0,628.1918862179812,-92.45259244863553,90.36748177800709,-2.1934005377922574
2022-05-17 09:00:00,231.0,228.5,235.0,238.0,25.829585,63.919959999999996,1013.3382300000001,98.0,59.5,24.5,454.87381587652084,-77.67718326136281,93.13830063317754,10.363835673433194
2022-05-17 10:00:00,229.0,222.0,233.0,233.0,27.743887,44.894478,1012.7708,55.0,34.0,14.0,343.83953859621073,-32.341320692993285,57.46386968166884,22.991718831668486
2022-05-17 11:00:00,227.5,222.0,232.0,235.5,27.549305,41.9140625,1012.5199,49.0,30.5,13.0,409.6797908271583,-17.811569793193712,73.46082925792297,52.16885751646126
2022-05-17 12:00:00,227.0,226.0,230.0,242.0,28.363888,49.3613,1011.7309,57.0,35.0,15.0,346.81156334623773,-19.62500911840283,101.74109286879569,82.11608375039286
2022-05-17 13:00:00,226.0,231.5,230.0,246.0,28.102501,56.625923,1010.915585,60.5,37.0,16.0,445.99388680426273,-28.612734357996263,130.3969438298778,92.34874140984846
2022-05-17 14:00:00,226.0,227.0,230.0,242.0,27.754162,49.0909,1010.2009,60.0,37.0,16.0,405.7557871998256,-14.530222062582906,101.8075194269606,86.4763468173038
2022-05-17 15:00:00,225.5,227.0,230.0,241.5,28.2881945,48.06855,1009.9711299999999,57.0,35.5,15.0,490.34621083243087,-25.787145238379335,101.61852587184158,76.19800286955493
2022-05-17 16:00:00,226.0,224.0,230.0,239.0,28.746391,41.28928,1009.1674,51.0,32.0,13.0,406.5817016836066,-11.240298242652155,82.39790210211758,71.15760385946542
2022-05-17 17:00:00,225.0,227.0,229.0,241.0,27.994444,42.965374,1008.7284999999999,48.5,30.0,12.5,509.45249063698105,-30.04214142523179,107.91897426495925,78.33051065087834
2022-05-17 18:00:00,225.0,233.0,230.0,245.0,26.613894,53.72819,1008.71735,57.0,35.0,15.0,741.5712451143953,-75.76748280212766,146.6882818424456,73.81657382600628
2022-05-17 19:00:00,226.0,236.5,230.0,242.0,25.361807,59.4705,1009.00802,64.5,40.0,17.0,872.9094779918403,-115.80461619978811,160.33952930723558,46.559787131864496
2022-05-17 20:00:00,228.0,237.0,232.0,243.0,25.546114,52.491997,1008.89954,76.0,47.0,20.0,649.84677943409,-113.18933232311446,153.4975201750801,30.73795268968138
2022-05-17 21:00:00,226.5,232.0,231.0,240.0,24.2027805,64.9872925,1008.74795,65.5,40.5,17.5,526.7664627997045,-77.90591958617685,134.96910137799864,47.489762138156316
2022-05-17 22:00:00,227.0,231.0,232.0,240.0,24.268616,64.86434,1008.7474,71.0,44.0,19.0,488.9904349015527,-89.67129131752928,122.13565619166884,26.463171552904356
2022-05-17 23:00:00,227.0,230.0,232.0,237.0,23.489444,67.14997,1008.55679,90.5,55.5,23.5,433.67529902156184,-90.01856302028874,115.99249256648216,27.104723485242488
