,no2_aemv,no2_wemv,ox_aemv,ox_wemv,temperature,humidity,pressure,pm_10,pm_2_5,pm_1_0,co,o3_ug/m3,no2_ug/m3,no2pluso3_ug/m3
2022-04-02 21:00:00,227.0,231.0,231.0,238.0,14.7241675,47.008898,1003.01337,120.0,78.5,37.5,378.78173532244625,-86.92073903553388,125.47466133896631,33.318453883649006
2022-04-02 22:00:00,227.0,231.0,231.0,239.0,15.518337,45.065918,1003.0007,86.0,55.0,26.0,284.5005501537952,-69.85267741136039,125.10448081298439,42.8331781261449
2022-04-02 23:00:00,227.0,228.0,231.0,238.0,15.483334249999999,41.484767500000004,1003.33723,52.0,33.5,15.0,257.21762576769765,-59.372215490061656,105.34420339247289,46.08924526821374
2022-04-03 00:00:00,227.0,229.0,231.0,241.0,14.441945,49.331245,1003.3009,141.0,93.0,45.0,212.77192716577235,-56.77451771911471,112.41584985891168,61.761691385999455
2022-04-03 01:00:00,227.0,229.0,231.0,239.0,14.1284725,49.214965,1003.4667999999999,141.0,92.5,44.5,217.11352650701713,-64.93255994813099,112.5593636243839,49.38881392152192
2022-04-03 02:00:00,227.0,229.0,231.0,238.0,13.884723,47.20375,1003.6351,77.0,50.0,24.0,234.50399459266472,-69.55835209129874,112.6821603499813,43.112244232828104
2022-04-03 03:00:00,227.0,229.0,231.0,238.0,13.331249499999998,47.434652,1004.00586,95.5,62.5,30.0,198.8688262545345,-66.44839987750328,112.75661663359972,44.83542089896328
2022-04-03 04:00:00,227.0,231.0,231.0,239.0,12.798055,50.265163,1004.47894,141.0,93.0,45.0,224.7813606906451,-76.94633006537642,126.44643068564339,46.38907152147293
2022-04-03 05:00:00,227.0,229.0,232.0,240.0,12.9749995,47.727416500000004,1005.359925,117.5,77.5,37.5,201.24661942351273,-57.20928235712571,113.21991840536906,49.72612200470465
2022-04-03 06:00:00,227.0,229.0,231.0,240.0,12.766943,48.72027,1006.1452,140.0,91.0,44.0,196.93993586478308,-57.26815698323638,113.39327564127605,56.12511865803967
2022-04-03 07:00:00,228.0,228.0,232.0,238.0,15.003612,41.629257,1006.6589,45.0,29.0,14.0,219.8228774275343,-65.69161315761386,99.46181800901824,37.00847685555837
2022-04-03 08:00:00,226.0,225.0,231.0,237.0,15.500558,37.085667,1007.3493,99.0,65.0,31.0,179.93002074196127,-39.895848861772215,92.60303813979581,52.71232269770129
2022-04-03 09:00:00,227.0,226.5,231.5,240.0,16.2733345,34.64041,1007.5724,106.5,70.0,34.0,191.69586331133488,-37.2576238901103,92.44694214676045,60.45930695465527
2022-04-03 10:00:00,227.0,225.0,231.0,238.0,17.39667,30.919407,1007.7214,74.0,48.0,23.0,207.15334025211857,-29.54114875513011,85.4319442270678,55.64324622129534
2022-04-03 11:00:00,226.0,226.0,230.0,239.0,17.889726,31.1465935,1007.672075,79.0,50.5,23.5,273.60372830463274,-38.45055192542296,95.21612255373154,63.13722621032811
2022-04-03 12:00:00,227.0,225.0,231.0,239.0,19.099443,30.236572,1007.0077,81.0,52.0,25.0,287.6699268653596,-20.67452776815704,84.83284768855144,58.59942525505629
2022-04-03 13:00:00,225.5,225.5,229.0,240.0,19.0445835,30.1418865,1006.76785,123.0,81.5,39.5,184.6412368608287,-17.371859090529206,94.72279679356562,75.33350878303773
2022-04-03 14:00:00,227.0,228.0,230.0,241.0,18.515,30.231283,1006.661,101.0,66.0,32.0,234.36188699030313,-30.857023482199573,104.82527303940984,73.96824955721027
2022-04-03 15:00:00,226.0,227.5,230.0,241.5,18.905139,31.0107015,1006.74613,96.0,63.0,30.5,225.87134022774708,-27.466362205821618,104.48860237387132,76.75891298044827
2022-04-03 16:00:00,226.0,228.0,229.0,242.0,18.633333,31.933296,1007.05597,78.0,51.0,24.0,268.6653932825566,-24.93474436122216,111.01973124393677,79.9633953009047
2022-04-03 17:00:00,226.0,229.0,230.0,241.0,18.0980585,35.006605,1007.71631,74.0,48.5,23.0,321.27172962856525,-49.851394904891634,111.4347688048819,64.58101697275619
2022-04-03 18:00:00,226.0,228.0,230.0,238.0,17.495552,32.868164,1008.97156,69.0,45.0,21.0,308.4873832516431,-59.64079391170254,111.86913815524186,52.22834424353932
2022-04-03 19:00:00,226.0,228.0,230.0,238.0,16.4415305,34.1040715,1010.2071000000001,74.5,48.5,22.5,299.7398228437672,-59.966647066743164,112.48034584093313,52.46782872458937
2022-04-03 20:00:00,226.0,229.0,230.0,239.0,15.786388,36.669815,1011.126,82.0,53.0,25.0,320.59659248329604,-63.697420141372156,119.38914234507571,55.71441099432791
2022-04-03 21:00:00,226.0,229.0,230.0,238.0,15.147223499999999,38.2866345,1011.84125,60.0,39.0,19.0,277.80146394691053,-69.99757583120535,116.40048487004017,49.51786567806424
2022-04-03 22:00:00,226.0,229.0,230.0,238.0,14.691944,39.49018,1012.5664,58.0,38.0,18.0,350.0941704018934,-69.87177015270888,120.15571803069435,43.28833990644476
2022-04-03 23:00:00,226.0,230.0,230.0,237.0,12.648748999999999,45.191663500000004,1012.9979,44.5,29.0,13.0,295.5362052463752,-90.50282128573394,127.5932482772125,35.57076261141159
2022-04-04 00:00:00,227.0,229.0,231.0,237.0,11.998055,45.837402,1013.3265,40.0,25.0,11.0,289.8076142688798,-86.783068227965,114.5123749519056,30.916317480612577
2022-04-04 01:00:00,227.0,229.0,231.0,237.0,11.718887500000001,46.158935,1013.47873,39.5,25.5,11.5,236.413492463895,-78.66155489008685,111.31441045573376,35.77719106808096
2022-04-04 02:00:00,227.0,228.0,231.0,239.0,12.471388,44.047173,1013.329,61.0,40.0,19.0,196.05575297286464,-54.13194890315485,107.58823921909227,53.45690895074321
2022-04-04 03:00:00,227.0,228.5,231.0,240.0,12.238749,45.842813,1013.5261499999999,68.5,44.5,21.0,202.24180928312012,-54.61661882525678,114.43065814355826,58.31974818779876
2022-04-04 04:00:00,227.0,229.0,231.0,240.0,11.600833,48.00247,1013.9897,105.0,69.0,33.0,216.05149208798707,-57.9540297326861,114.75133152835407,56.8017928099687
2022-04-04 05:00:00,227.0,230.0,231.0,238.0,11.8463905,47.4647505,1014.900815,56.5,36.5,17.0,258.0438163509735,-77.51269194067766,118.10697694496085,40.63943807548562
2022-04-04 06:00:00,228.0,230.0,232.0,238.0,13.013054,45.309433,1015.37976,37.0,24.0,11.0,291.76369192135905,-80.17943646985162,114.32309674861456,34.09014542574822
2022-04-04 07:00:00,228.0,228.0,232.0,237.0,14.70139,41.594265,1015.8114,36.0,23.0,10.5,263.28263489143524,-71.54479504911134,103.61376824116749,34.01029700064979
2022-04-04 08:00:00,226.0,226.0,230.0,236.0,15.02194,37.305717,1015.7575,59.0,38.0,18.0,310.6798670048816,-53.4252405257828,100.21053076865736,46.78529024287457
2022-04-04 09:00:00,228.0,226.5,232.0,237.0,16.451113,33.2287475,1016.040435,81.0,53.0,25.5,254.91796611747043,-51.48171234607945,93.06125552688266,43.48243346315361
2022-04-04 10:00:00,227.0,232.0,231.0,239.0,14.170002,50.76934,1015.7614,143.0,90.0,41.0,440.8569425226594,-96.58413987271759,134.01283596378832,30.612851945614125
2022-04-04 11:00:00,227.0,231.5,231.5,238.5,14.463888,49.8155115,1015.803725,125.5,79.5,36.0,483.18416899640187,-90.1635208410755,127.1590141069636,36.93969566711505
2022-04-04 12:00:00,227.0,229.0,231.0,238.0,14.897223,41.336018,1015.0036,63.0,40.0,18.0,344.40995173014744,-69.56148553172575,106.9014930822246,37.10787933863045
2022-04-04 13:00:00,227.5,231.0,231.0,238.5,15.174168,43.811022,1014.47292,101.0,65.5,30.0,473.6443406484641,-87.9445186908622,123.39353545056662,36.873618817570964
2022-04-04 14:00:00,227.0,231.0,231.0,239.0,14.951389,44.090767,1014.20593,67.0,43.0,20.0,379.32223220712444,-83.50480828277158,126.75383346018106,43.26044883304587
2022-04-04 15:00:00,227.0,230.0,231.5,238.5,15.033334,45.708509500000005,1013.71093,68.5,44.0,20.5,400.05403742375063,-81.3522875794437,119.80515131799275,38.553720337055694
2022-04-04 16:00:00,227.0,233.0,232.0,239.0,15.1005535,45.709553,1013.0283,68.0,44.0,20.0,459.12665931794425,-96.40883848758449,140.1524110422315,36.726612813247556
2022-04-04 17:00:00,227.0,231.0,231.0,241.0,13.831526,52.036077,1013.419645,111.0,71.5,33.5,385.49862136005265,-82.2435768541883,130.51626098148546,48.17416014699955
2022-04-04 18:00:00,229.0,240.0,231.0,241.0,12.314446,76.338165,1014.37695,108.0,68.0,31.0,792.6717249553519,-138.43774942769832,175.17996168325493,36.79989731389202
2022-04-04 19:00:00,230.5,240.0,231.0,240.0,11.48444525,85.718638,1014.3597400000001,85.0,51.5,21.5,674.7122830482299,-138.18845573256783,165.31087005765997,27.158375803844933
2022-04-04 20:00:00,231.0,237.0,232.0,237.0,10.539721,91.77225,1013.796,86.0,52.0,21.0,455.20088877969596,-134.05809648910525,142.28798817513706,11.342008623975545
2022-04-04 21:00:00,231.0,235.0,232.0,237.0,10.682777,85.243638,1013.4353,55.5,33.5,14.0,372.3866148469816,-107.33510945905573,128.57524643522802,18.042100984726282
2022-04-04 22:00:00,230.0,234.0,232.0,237.0,11.118335,82.5472,1012.7751,45.0,27.0,11.0,381.44871694022646,-109.88288208384492,121.62363033310362,14.836749252496574
2022-04-04 23:00:00,229.0,231.0,233.0,237.0,11.1251385,76.65805499999999,1012.39622,35.0,20.0,8.5,268.43010381540734,-90.2223029083327,111.33107606555464,21.42618184540425
2022-04-05 00:00:00,229.0,230.0,233.0,236.0,11.306666,79.89952,1011.94464,37.0,21.0,8.0,273.26832394337043,-93.31047835674494,107.90894239134585,14.948423257238176
2022-04-05 01:00:00,229.0,230.0,233.0,234.0,11.117914,84.207727,1011.62318,47.0,27.5,11.0,275.7167867440812,-94.5976790114986,107.85697959593276,10.167800050811117
2022-04-05 02:00:00,229.0,230.0,233.0,234.0,11.359165,82.19051,1010.8933,53.0,31.0,12.0,267.01407822417434,-95.70249333297548,101.05996953754232,5.3574762045668365
2022-04-05 03:00:00,229.0,230.0,233.0,236.0,11.352222000000001,74.824421,1010.4585,27.5,16.0,6.5,244.74036112825527,-92.78178012513138,107.55798091634999,14.924898287736632
2022-04-05 04:00:00,229.0,232.0,233.0,234.0,10.755276,82.54332,1010.3139,41.0,24.0,10.0,310.72043121226034,-116.2648338257191,121.40528937783675,-1.2225500906086637
2022-04-05 05:00:00,230.0,234.0,233.5,236.0,11.6802755,78.8961875,1010.0989099999999,67.5,41.0,17.5,760.4736093202564,-135.8317031092299,131.04517606554614,-2.9661979128118645
2022-04-05 06:00:00,230.0,233.0,233.0,236.0,11.458887,79.97635,1010.3012,59.0,35.0,14.0,444.9358101516303,-119.17568879825681,121.12307202434735,1.9237822995326042
2022-04-05 07:00:00,230.0,232.5,234.0,235.0,12.3184725,77.759645,1010.59487,89.0,53.0,22.0,551.2006670415826,-125.22310403814284,120.75354451977984,-6.056978715436749
2022-04-05 08:00:00,230.0,232.0,234.0,235.0,12.351111,80.20958,1010.8341,93.0,56.0,23.0,473.10648930315534,-118.50124995590024,114.08812614416983,-4.420332297956193
2022-04-05 09:00:00,229.5,231.0,233.5,236.0,12.889721999999999,75.44430750000001,1010.82655,94.5,56.5,22.5,502.90071845818574,-113.46137591405082,113.88879318284859,2.0212707283208857
2022-04-05 10:00:00,230.0,228.0,234.0,236.0,13.98889,65.71243,1010.37445,73.0,45.0,18.0,386.30921124122983,-84.76247203332638,93.3168078630773,11.683803845589495
2022-04-05 11:00:00,230.0,230.0,234.0,237.0,14.944721999999999,57.635607,1009.71735,45.5,27.5,11.5,363.43774935342174,-68.86006875763904,89.70646042725983,22.818650199013256
2022-04-05 12:00:00,227.0,229.0,231.0,237.0,14.960278,60.77409,1009.4926,66.0,41.0,17.0,383.20382088543846,-76.09905315013809,112.97713169185775,36.87807854171966
2022-04-05 13:00:00,229.0,230.0,233.0,239.0,15.854582,60.596610999999996,1009.08113,83.5,51.0,21.5,412.27721659820025,-70.69755798587701,105.92909973075298,32.11161433617154
2022-04-05 14:00:00,230.0,230.0,233.0,239.0,15.851113,61.120224,1008.5652,71.0,43.0,18.0,358.6229777057698,-71.82797315791264,99.20870459777814,36.84259098280973
2022-04-05 15:00:00,227.5,229.5,231.5,238.5,15.62888775,60.7115615,1008.272005,52.0,32.0,13.0,360.38004328547464,-68.12619316160698,112.53763053877003,39.96666774466139
2022-04-05 16:00:00,228.0,231.0,232.0,240.0,15.807502,61.21601,1008.0876,46.0,28.0,12.0,362.1286507307755,-78.77474935914815,119.0764345652303,42.95715457683593
2022-04-05 17:00:00,228.0,233.0,232.0,241.5,14.912084,66.22643,1007.895675,47.5,29.0,12.0,417.1214996627409,-88.32638171349322,135.96837495227078,47.652132821646525
2022-04-05 18:00:00,228.0,233.0,232.0,240.0,14.767497,67.59478,1008.094,45.0,28.0,12.0,470.74626147007007,-89.75617578397019,126.11095188210817,39.84985046317118
2022-04-05 19:00:00,228.0,235.0,233.0,238.0,13.425137,73.08183,1008.78244,61.0,37.5,15.5,795.7492783793407,-135.4218945118719,146.89662796741817,9.637884994858098
2022-04-05 20:00:00,228.0,234.0,233.0,237.0,12.258887,78.06665,1009.33093,67.0,40.0,16.0,573.3646731500778,-132.3261736684874,134.1532187202436,4.901428551161558
2022-04-05 21:00:00,229.0,233.0,233.0,236.0,12.220697000000001,79.38776250000001,1009.31795,82.5,48.0,20.0,533.5019174942627,-128.81736988078615,130.76677352740222,1.7721852104906617
2022-04-05 22:00:00,229.0,233.0,233.0,235.0,11.66889,85.596954,1009.55835,91.0,54.0,22.0,531.1332474472553,-122.64167159853433,127.55754514535464,1.9198856191828497
2022-04-05 23:00:00,229.0,232.0,232.5,234.0,11.1440275,88.40939750000001,1009.72785,81.5,48.0,19.0,400.68428580002296,-125.9397930746612,124.61174471059415,-1.3624031345027774
2022-04-06 00:00:00,229.0,231.0,233.0,232.0,10.879722,86.04956,1009.3888,91.0,54.0,21.0,453.8199012387287,-128.54665662410696,114.50477318454931,-14.081187023817009
2022-04-06 01:00:00,229.0,230.0,233.0,233.0,10.640001000000002,85.01791800000001,1009.49125,67.0,40.0,16.5,306.9166757352259,-112.31118213738617,107.90393989503352,-4.369606381008381
2022-04-06 02:00:00,229.0,229.0,233.0,231.0,10.260276,85.75011,1009.7499,61.0,37.0,15.0,299.7594047542652,-115.38011686639229,101.38866797900951,-10.825979051100887
2022-04-06 03:00:00,229.0,231.0,233.0,232.0,9.860001,88.114815,1009.76405,77.5,46.0,19.0,383.35319042074514,-130.19476326648328,114.9852175961692,-13.491363256737294
2022-04-06 04:00:00,230.0,232.0,233.0,232.0,9.43,90.061226,1010.0792,93.0,55.0,23.0,781.6063444206247,-128.08544803415487,115.17475352211095,-12.88220168799748
2022-04-06 05:00:00,231.0,233.0,235.0,233.5,9.5256945,90.93196499999999,1010.38943,121.5,71.5,29.5,975.5794920003077,-136.58924468573218,114.8578742014242,-23.83964091904052
2022-04-06 06:00:00,233.0,232.0,237.0,233.0,12.547222,76.861465,1011.05554,106.0,63.0,26.0,1122.6778701897479,-133.26605725246043,100.61253720998124,-36.40577653347721
2022-04-06 07:00:00,230.5,230.0,234.5,231.0,12.06236,80.066107,1011.5005000000001,114.5,68.5,28.5,601.6409281969845,-125.69866447562309,94.10096524733359,-33.20339490063178
2022-04-06 08:00:00,231.0,229.0,235.0,229.0,13.353054,75.8964,1011.63306,126.0,75.0,31.0,580.1334026828016,-117.07516964111792,86.99769076376876,-36.0533925341105
2022-04-06 09:00:00,229.5,228.5,235.0,231.0,15.7747225,63.918064,1011.83808,131.0,79.0,32.5,606.4498405794945,-119.64336566384529,93.19416618061626,-24.81404936350455
2022-04-06 10:00:00,231.0,228.0,234.0,233.0,16.92389,60.176758,1011.6776,98.0,58.0,24.0,538.2775474690121,-89.46048818806351,99.16105091551003,-10.294672151503931
2022-04-06 11:00:00,228.5,227.0,233.0,235.0,18.049858999999998,54.3444965,1011.2949,78.0,47.0,19.5,493.4800864100899,-80.32065878881556,91.97234840288854,13.11416391381347
2022-04-06 12:00:00,230.0,226.0,232.0,237.0,18.098055,50.99102,1010.7805,44.0,27.0,11.0,383.55553734484636,-44.299386636517966,92.08555792151189,39.85929942547362
2022-04-06 13:00:00,229.5,229.5,232.5,241.0,18.865277,52.4495185,1010.1500000000001,51.5,32.0,13.5,454.4054686053523,-42.848436528555276,98.27779764268449,53.90453197883967
2022-04-06 14:00:00,226.0,231.0,231.0,243.0,18.356943,61.522408,1009.33765,57.0,34.0,14.0,404.9171925141228,-49.97714888111865,118.14580944334845,70.83036471793594
2022-04-06 15:00:00,227.5,228.0,231.5,240.0,18.82611,53.1175135,1008.8014499999999,34.0,20.5,8.5,383.5137938735063,-47.6550183822207,101.58701366298907,53.53932809000429
2022-04-06 16:00:00,228.0,228.0,231.0,240.0,18.39278,45.631565,1008.9579,27.0,16.0,7.0,373.1654679388982,-36.79342256027089,98.39019099096181,55.37968430005958
2022-04-06 17:00:00,227.0,231.0,231.0,242.0,17.2456945,56.183553,1008.8116,40.5,24.5,10.0,437.37803026661607,-60.37163892858558,125.18920546454845,67.75754863777408
2022-04-06 18:00:00,228.0,236.0,232.0,241.0,16.748335,61.600666,1008.31824,58.0,35.0,15.0,767.7886751031422,-109.18498616829056,151.59452090593075,42.46323233271342
2022-04-06 19:00:00,228.0,237.0,232.0,240.0,16.017777,67.08564,1008.887115,69.0,42.0,17.0,1067.1788104102632,-130.4067003971733,158.71766137482354,26.819245769295648
2022-04-06 20:00:00,229.0,236.0,233.0,239.0,15.283888,69.95508,1009.1685,75.0,45.0,19.0,897.4460511594643,-131.65075668561892,145.9336516404255,14.282726698380031
2022-04-06 21:00:00,229.0,235.0,233.0,238.5,15.195417249999998,71.89913000000001,1008.795535,86.5,52.5,21.5,878.6992779241277,-129.80838427180487,139.21379149694127,12.727075639995874
2022-04-06 22:00:00,229.0,234.0,232.0,236.0,14.251389,76.015625,1008.3718,114.0,69.0,29.0,876.3059957876326,-131.44624547796337,139.52450594737107,8.028252955520855
2022-04-06 23:00:00,229.0,233.0,233.0,235.0,13.4266675,78.48686000000001,1007.5914250000001,123.5,73.5,30.0,621.6094001623126,-129.54574270057407,126.65834639242138,-1.3854427505270976
2022-04-07 00:00:00,229.0,232.0,233.0,234.0,14.272223,76.13197,1006.6604,106.0,64.0,26.0,488.5394839243947,-124.03857601545927,119.3099845388571,-4.447219193043765
2022-04-07 01:00:00,229.0,230.0,233.0,235.0,14.839998000000001,71.71689,1005.732055,83.0,49.5,20.5,380.5191232590261,-94.35546914093108,105.86564363858184,9.964884097912638
2022-04-07 02:00:00,229.0,230.0,232.0,235.0,15.084722,71.39296,1004.3704,79.0,47.0,19.0,332.28811418771096,-90.99816072257671,105.70355734983654,14.63798486431169
2022-04-07 03:00:00,228.5,232.0,232.0,235.0,14.1612495,77.316215,1003.75035,81.5,48.5,20.0,451.44110951733035,-117.48894832676413,122.50761709093332,8.179775642951903
2022-04-07 04:00:00,229.0,235.0,233.0,236.0,13.674168,80.77108,1002.76227,92.0,56.0,23.0,656.1833513451344,-134.3370462185444,139.12707910682673,1.7523998118779502
2022-04-07 05:00:00,231.0,236.0,235.0,238.0,13.769306,80.74735749999999,1002.33167,104.5,62.5,26.0,1102.9023677751843,-138.31443905514698,135.6413010119412,-4.57315970647938
2022-04-07 06:00:00,231.0,232.0,235.0,234.0,13.856945,85.49107,1002.1991,117.0,70.0,29.0,542.1226375292803,-122.72994167474324,105.88916412964865,-13.845900646260063
2022-04-07 07:00:00,230.5,232.0,235.0,235.0,14.6586105,77.04682249999999,1001.75488,103.5,62.0,25.0,551.5028649873052,-119.44259445946895,108.83269030209252,-10.609904157376434
