,Temp (C),Humidity (%),PM10 (ug/m3),PM2.5 (ug/m3),PM1 (ug/m3),NO2 (ppb),CO (μg/m3 10²)
2022-08-22 01:00:00,25.79,75.09,56.0,34.0,13.5,51.37,27.71
2022-08-22 02:00:00,26.02,68.07,51.0,31.0,12.0,44.52,20.73
2022-08-22 03:00:00,26.13,66.38,47.5,28.5,11.5,47.95,22.31
2022-08-22 04:00:00,25.91,67.1,50.0,30.0,12.0,54.79,29.54
2022-08-22 05:00:00,24.88,79.76,71.5,43.0,18.0,61.64,43.63
2022-08-22 06:00:00,26.51,63.77,56.0,34.0,13.0,41.1,28.04
2022-08-22 07:00:00,28.5,56.94,55.0,33.0,14.0,37.67,25.9
2022-08-22 08:00:00,28.87,55.91,61.0,37.0,15.0,44.52,43.63
2022-08-22 09:00:00,30.21,51.96,58.0,35.5,14.5,37.33,30.24
2022-08-22 10:00:00,30.59,49.95,56.0,34.0,14.0,36.99,32.84
2022-08-22 11:00:00,30.89,45.12,43.5,26.5,11.0,30.48,39.63
2022-08-22 12:00:00,30.17,48.04,55.0,34.0,14.0,45.21,38.81
2022-08-22 13:00:00,31.72,40.04,38.0,23.5,10.0,33.9,22.5
2022-08-22 14:00:00,29.86,54.31,44.0,27.0,11.0,79.45,37.82
2022-08-22 15:00:00,29.05,64.36,52.0,32.0,13.0,85.62,44.04
2022-08-22 16:00:00,28.86,63.04,51.0,31.0,13.0,75.34,40.76
2022-08-22 17:00:00,27.74,72.29,59.0,36.0,14.5,80.48,39.06
2022-08-22 18:00:00,27.78,66.47,60.0,36.0,15.0,68.49,35.78
2022-08-22 19:00:00,28.1,62.66,61.0,37.5,16.0,65.07,44.71
2022-08-22 20:00:00,27.05,70.24,60.0,36.0,14.0,54.79,36.91
2022-08-22 21:00:00,26.35,69.59,59.0,36.0,15.0,54.79,47.65
2022-08-22 22:00:00,26.02,77.15,61.0,37.0,15.0,54.79,45.23
2022-08-22 23:00:00,26.47,71.74,63.0,38.0,15.5,46.23,45.1
2022-08-23 00:00:00,25.92,77.18,73.0,44.0,18.0,44.52,41.43
2022-08-23 01:00:00,26.14,74.01,68.5,41.0,16.5,39.38,40.43
2022-08-23 02:00:00,25.28,82.43,67.0,40.0,16.0,47.95,36.46
2022-08-23 03:00:00,24.84,84.11,71.5,42.0,17.0,49.66,35.98
2022-08-23 04:00:00,24.47,83.87,76.0,45.0,18.0,54.79,37.86
2022-08-23 05:00:00,24.57,84.63,86.5,52.0,21.0,53.08,47.45
2022-08-23 06:00:00,26.08,77.2,78.0,47.0,19.0,44.52,44.0
2022-08-23 07:00:00,28.44,58.02,66.5,40.5,16.5,27.4,26.81
2022-08-23 08:00:00,27.99,69.16,80.0,47.5,19.0,56.51,46.26
2022-08-23 09:00:00,28.6,62.24,79.0,46.5,19.0,47.95,33.1
2022-08-23 10:00:00,29.95,57.26,78.0,48.0,19.0,52.05,34.15
2022-08-23 11:00:00,27.95,62.7,76.0,47.0,20.0,63.36,38.09
2022-08-23 12:00:00,27.16,69.87,68.0,41.0,16.0,71.92,47.34
2022-08-23 13:00:00,30.33,54.41,65.0,40.0,17.0,36.99,27.88
2022-08-23 14:00:00,29.59,50.89,31.0,19.0,7.0,47.95,34.1
2022-08-23 15:00:00,28.65,62.73,59.0,35.0,14.0,73.63,38.6
2022-08-23 16:00:00,28.61,64.55,67.0,40.0,16.0,71.92,39.78
2022-08-23 17:00:00,26.38,78.8,73.0,43.5,17.5,83.9,42.67
2022-08-23 18:00:00,24.69,100.0,84.0,50.0,19.0,99.32,64.62
2022-08-23 19:00:00,25.44,100.0,105.0,62.0,24.5,85.62,81.47
2022-08-23 20:00:00,25.38,94.67,76.0,45.0,17.0,61.64,53.39
2022-08-23 21:00:00,25.28,90.63,72.5,44.0,17.5,63.36,49.24
2022-08-23 22:00:00,24.49,94.47,72.0,43.0,17.0,61.64,55.29
2022-08-23 23:00:00,24.74,86.55,61.0,36.5,15.0,49.66,41.01
2022-08-24 00:00:00,24.16,87.64,62.0,36.0,14.0,47.95,38.74
2022-08-24 01:00:00,23.91,93.65,71.5,42.5,16.5,47.95,46.08
2022-08-24 02:00:00,23.57,97.04,78.0,46.0,18.0,51.37,43.69
2022-08-24 03:00:00,24.28,91.26,74.5,44.0,17.0,46.23,44.65
2022-08-24 04:00:00,25.14,74.72,55.0,33.0,13.0,41.1,28.3
2022-08-24 05:00:00,25.95,68.14,55.5,33.5,13.5,42.81,32.84
2022-08-24 06:00:00,25.31,69.78,53.0,32.0,13.0,47.95,34.78
2022-08-24 07:00:00,24.58,81.8,77.5,45.5,17.5,59.93,45.21
2022-08-24 08:00:00,23.93,99.88,92.5,54.0,21.0,71.92,63.76
2022-08-24 09:00:00,26.05,76.42,70.0,42.0,16.5,44.52,42.48
2022-08-24 10:00:00,26.32,72.35,76.0,46.0,18.0,54.79,51.04
2022-08-24 11:00:00,25.59,83.17,78.0,46.0,18.0,59.93,45.16
2022-08-24 12:00:00,25.07,88.37,84.0,49.0,19.0,68.49,59.1
2022-08-24 13:00:00,25.58,92.09,104.0,61.0,23.5,63.36,56.34
2022-08-24 14:00:00,25.73,90.23,107.0,62.0,24.0,65.07,58.22
2022-08-24 15:00:00,26.49,64.03,48.5,29.5,12.0,47.95,46.35
2022-08-24 16:00:00,25.81,74.03,61.0,37.0,14.0,68.49,58.43
2022-08-24 17:00:00,22.91,81.9,84.0,54.0,25.0,71.92,40.52
2022-08-24 18:00:00,22.87,82.54,53.0,33.0,15.0,68.49,33.49
2022-08-24 19:00:00,21.78,100.0,26.0,15.0,6.0,78.77,41.16
2022-08-24 20:00:00,21.47,100.0,18.0,11.0,4.0,71.92,37.95
2022-08-24 21:00:00,21.51,100.0,24.0,13.5,5.0,70.21,35.69
2022-08-24 22:00:00,21.78,100.0,19.0,11.0,4.0,68.49,34.67
2022-08-24 23:00:00,21.62,100.0,17.5,10.0,4.0,59.93,31.57
2022-08-25 00:00:00,21.96,98.65,12.0,7.0,2.0,54.79,27.39
2022-08-25 01:00:00,22.2,92.92,9.0,5.0,2.0,54.79,25.16
2022-08-25 02:00:00,22.76,89.76,12.0,7.0,2.0,54.79,26.95
2022-08-25 03:00:00,22.09,93.95,13.5,8.0,3.0,56.51,31.06
2022-08-25 04:00:00,22.71,90.96,24.0,14.0,6.0,58.22,41.59
2022-08-25 05:00:00,21.52,100.0,24.5,14.0,5.5,68.49,34.15
2022-08-25 06:00:00,21.87,100.0,29.0,17.0,6.0,68.49,43.41
2022-08-25 07:00:00,22.85,99.61,37.5,22.0,9.0,65.07,38.48
2022-08-25 08:00:00,24.18,93.14,43.0,25.0,10.0,54.79,43.3
2022-08-25 09:00:00,25.2,89.77,73.0,42.5,17.0,54.79,40.01
2022-08-25 10:00:00,26.88,79.88,68.0,41.0,16.0,47.95,47.88
2022-08-25 11:00:00,28.14,74.47,62.0,37.5,15.5,54.79,46.67
2022-08-25 12:00:00,27.86,76.45,75.0,44.0,17.0,61.64,53.69
2022-08-25 13:00:00,28.1,75.79,75.0,44.5,17.5,65.07,55.68
2022-08-25 14:00:00,29.15,70.8,61.0,37.0,15.0,58.22,48.99
2022-08-25 15:00:00,29.24,68.45,52.0,31.0,13.0,61.64,42.17
2022-08-25 16:00:00,29.2,66.78,48.0,29.0,12.0,61.64,44.35
2022-08-25 17:00:00,28.32,74.5,37.5,22.5,9.0,71.92,50.26
2022-08-25 18:00:00,27.4,80.49,49.0,30.0,12.0,85.62,88.09
2022-08-25 19:00:00,26.99,79.03,47.0,28.0,11.0,75.34,91.26
2022-08-25 20:00:00,26.38,70.94,52.0,31.0,13.0,68.49,100.2
2022-08-25 21:00:00,22.25,96.17,64.5,42.0,19.5,77.05,38.34
2022-08-25 22:00:00,22.8,94.08,15.0,9.0,3.0,68.49,39.61
2022-08-25 23:00:00,22.93,95.29,18.0,11.0,4.0,71.92,43.48
2022-08-26 00:00:00,23.05,98.01,17.0,10.0,4.0,68.49,32.79
2022-08-26 01:00:00,23.45,93.87,16.0,9.0,3.0,59.93,30.69
2022-08-26 02:00:00,22.75,100.0,21.0,13.0,5.0,61.64,31.7
2022-08-26 03:00:00,22.46,100.0,25.5,15.0,6.0,58.22,37.42
2022-08-26 04:00:00,22.24,98.51,37.0,22.0,9.0,65.07,72.34
2022-08-26 05:00:00,22.29,97.5,53.0,32.5,14.0,66.78,117.58
2022-08-26 06:00:00,23.74,92.46,55.0,34.0,15.0,61.64,118.73
2022-08-26 07:00:00,25.08,84.7,63.5,37.5,14.5,54.79,99.6
2022-08-26 08:00:00,26.41,76.72,65.0,39.0,16.0,47.95,62.95
2022-08-26 09:00:00,29.25,59.98,50.5,30.5,13.0,17.12,51.08
2022-08-26 10:00:00,30.5,52.08,46.0,28.0,11.0,17.12,47.76
2022-08-26 11:00:00,30.58,59.88,54.0,32.5,13.5,53.08,51.88
2022-08-26 12:00:00,31.04,55.27,44.0,27.0,11.0,41.78,51.04
2022-08-26 13:00:00,32.46,45.17,35.5,21.0,8.5,31.16,56.29
2022-08-26 14:00:00,32.65,39.51,31.0,18.0,7.0,28.08,52.82
2022-08-26 15:00:00,32.14,44.29,34.0,20.0,8.0,45.55,57.36
2022-08-26 16:00:00,32.03,39.76,28.0,17.0,7.0,37.67,55.67
2022-08-26 17:00:00,30.15,49.48,48.0,29.0,12.0,72.6,61.47
2022-08-26 18:00:00,28.75,55.82,45.0,27.0,11.0,82.19,64.75
2022-08-26 19:00:00,28.15,60.63,40.0,24.5,10.0,82.19,72.03
2022-08-26 20:00:00,27.27,65.44,44.0,27.0,11.0,85.62,78.03
2022-08-26 21:00:00,26.74,70.64,54.0,33.0,14.0,87.33,108.17
2022-08-26 22:00:00,26.88,71.28,72.0,43.0,18.0,75.34,88.08
2022-08-26 23:00:00,26.84,75.98,58.5,35.0,14.5,56.51,62.75
2022-08-27 00:00:00,26.43,81.29,56.0,34.0,14.0,65.07,60.65
2022-08-27 01:00:00,25.67,83.42,57.0,34.0,14.0,58.22,47.8
2022-08-27 02:00:00,25.04,91.37,49.0,29.0,12.0,65.07,50.21
2022-08-27 03:00:00,24.68,95.82,47.0,29.0,12.0,63.36,51.04
2022-08-27 04:00:00,24.67,98.35,52.0,32.0,13.0,65.07,60.01
2022-08-27 05:00:00,24.4,100.0,91.5,54.5,23.0,51.37,55.34
2022-08-27 06:00:00,24.99,100.0,82.0,49.0,19.0,51.37,50.82
2022-08-27 07:00:00,25.57,97.58,91.0,54.5,22.5,46.23,50.65
2022-08-27 08:00:00,27.21,83.78,92.0,55.0,22.0,41.1,54.35
2022-08-27 09:00:00,28.81,77.25,62.5,37.0,15.0,41.1,43.56
2022-08-27 10:00:00,29.95,71.47,58.0,35.0,14.0,43.84,37.93
2022-08-27 11:00:00,31.1,63.49,60.5,37.5,15.5,35.96,39.79
2022-08-27 12:00:00,31.29,53.49,39.0,24.0,10.0,22.6,36.91
2022-08-27 13:00:00,31.44,50.32,36.0,22.0,9.0,30.82,34.28
2022-08-27 14:00:00,32.21,42.71,31.0,19.0,8.0,33.56,33.92
2022-08-27 15:00:00,31.35,42.18,35.0,21.5,9.0,36.64,39.58
2022-08-27 16:00:00,31.73,40.87,35.0,22.0,9.0,39.73,43.24
2022-08-27 17:00:00,30.94,39.82,38.0,23.0,9.5,41.78,45.83
2022-08-27 18:00:00,29.63,43.07,38.0,23.0,10.0,71.92,55.89
2022-08-27 19:00:00,29.0,41.91,36.0,22.0,9.5,68.49,52.05
2022-08-27 20:00:00,28.58,43.74,36.0,22.0,9.0,65.07,47.72
2022-08-27 21:00:00,28.19,46.33,40.0,24.5,10.5,83.9,80.99
2022-08-27 22:00:00,27.38,50.06,43.0,26.0,11.0,85.62,80.58
2022-08-27 23:00:00,26.18,58.5,55.0,33.5,14.0,85.62,100.52
2022-08-28 00:00:00,25.77,59.74,56.0,34.0,14.0,75.34,74.87
2022-08-28 01:00:00,25.62,59.03,47.5,29.5,12.0,66.78,55.81
2022-08-28 02:00:00,25.35,63.04,56.0,34.0,15.0,68.49,59.51
2022-08-28 03:00:00,24.38,68.5,57.0,35.0,15.0,71.92,68.66
2022-08-28 04:00:00,24.15,74.78,63.0,39.0,17.0,65.07,64.56
2022-08-28 05:00:00,23.97,76.0,68.0,41.5,18.0,61.64,62.79
2022-08-28 06:00:00,25.26,87.78,80.0,48.0,20.0,58.22,49.0
2022-08-28 07:00:00,26.32,81.91,72.0,44.5,18.5,51.37,45.02
2022-08-28 08:00:00,27.84,73.5,84.0,50.0,21.0,44.52,46.62
2022-08-28 09:00:00,30.03,55.54,80.0,47.5,19.5,26.37,47.23
2022-08-28 10:00:00,30.54,58.6,79.0,48.0,20.0,41.78,47.79
2022-08-28 11:00:00,32.83,41.01,40.5,24.5,10.0,6.85,31.57
2022-08-28 12:00:00,33.05,38.53,38.0,23.0,10.0,16.44,36.19
2022-08-28 13:00:00,33.24,35.14,35.5,21.5,9.0,16.78,40.49
2022-08-28 14:00:00,32.65,43.53,45.0,27.0,12.0,46.58,42.53
2022-08-28 15:00:00,32.44,42.5,52.5,32.0,13.5,47.6,43.86
2022-08-28 16:00:00,31.22,53.22,58.0,37.0,16.0,66.44,50.51
2022-08-28 17:00:00,30.77,46.67,52.0,32.0,14.0,49.66,49.11
2022-08-28 18:00:00,29.57,48.96,60.0,37.0,16.0,82.19,76.51
2022-08-28 19:00:00,29.2,50.9,61.0,38.0,16.0,80.48,74.22
2022-08-28 20:00:00,28.42,52.81,68.0,42.0,18.0,85.62,103.55
2022-08-28 21:00:00,27.44,63.6,81.5,49.5,21.0,83.9,118.85
2022-08-28 22:00:00,27.04,58.13,70.0,43.0,18.0,78.77,87.18
2022-08-28 23:00:00,26.88,57.39,63.5,39.0,17.0,71.92,67.17
2022-08-29 00:00:00,26.34,59.37,65.0,40.0,17.0,68.49,67.91
2022-08-29 01:00:00,25.36,66.06,72.0,44.0,18.0,71.92,72.5
2022-08-29 02:00:00,25.33,63.82,64.0,39.0,16.0,65.07,68.29
2022-08-29 03:00:00,25.0,68.8,72.5,44.0,18.5,61.64,70.81
2022-08-29 04:00:00,24.71,75.3,95.0,57.0,24.0,58.22,84.63
2022-08-29 05:00:00,25.04,73.1,122.5,75.5,33.0,61.64,130.46
2022-08-29 06:00:00,26.09,74.69,108.0,65.0,27.0,61.64,75.16
2022-08-29 07:00:00,26.71,76.27,111.0,67.5,28.0,47.95,74.42
2022-08-29 08:00:00,27.57,70.65,104.0,62.0,26.0,44.52,64.56
2022-08-29 09:00:00,29.79,62.97,81.5,49.5,21.5,39.38,56.07
2022-08-29 10:00:00,31.36,56.88,69.0,43.0,18.0,32.19,55.75
2022-08-29 11:00:00,33.12,51.12,62.5,38.5,16.5,32.53,52.59
2022-08-29 12:00:00,33.35,44.09,55.0,34.0,15.0,23.29,52.32
2022-08-29 13:00:00,34.62,35.09,67.0,42.0,18.5,8.56,44.21
2022-08-29 14:00:00,33.62,44.36,51.0,31.0,13.0,50.0,63.54
2022-08-29 15:00:00,33.12,41.44,52.5,32.5,14.0,42.47,56.24
2022-08-29 16:00:00,32.81,41.45,42.0,26.0,11.0,49.32,55.26
2022-08-29 17:00:00,31.92,49.87,49.0,30.5,13.0,70.89,78.65
2022-08-29 18:00:00,31.08,56.97,60.0,37.0,16.0,82.19,82.12
2022-08-29 19:00:00,30.11,54.15,61.5,37.5,16.5,80.82,141.25
2022-08-29 20:00:00,28.97,57.44,61.0,37.0,16.0,82.19,139.53
2022-08-29 21:00:00,28.41,57.14,66.0,40.0,17.5,75.34,113.7
2022-08-29 22:00:00,28.28,52.24,59.0,36.0,15.0,65.07,91.05
2022-08-29 23:00:00,27.73,51.16,49.5,30.5,13.0,51.37,58.37
2022-08-30 00:00:00,27.9,49.65,58.0,35.0,15.0,44.52,40.53
2022-08-30 01:00:00,28.04,47.63,45.0,27.0,11.5,47.95,39.99
2022-08-30 02:00:00,27.88,48.95,49.0,30.0,12.0,51.37,41.64
2022-08-30 03:00:00,27.05,52.17,50.5,31.0,13.0,58.22,41.88
2022-08-30 04:00:00,26.19,55.62,57.0,35.0,15.0,71.92,59.06
2022-08-30 05:00:00,25.46,62.36,77.0,48.0,21.0,78.77,74.88
2022-08-30 06:00:00,27.79,50.67,62.0,38.0,16.0,44.52,46.23
2022-08-30 07:00:00,29.95,47.05,68.0,41.5,18.0,48.29,67.13
2022-08-30 08:00:00,30.42,48.2,72.0,44.0,19.0,50.0,72.33
2022-08-30 09:00:00,32.2,41.56,71.0,43.5,19.0,24.32,50.03
2022-08-30 10:00:00,32.19,40.41,79.0,49.0,21.0,43.84,60.77
2022-08-30 11:00:00,32.67,39.57,76.0,46.5,19.5,43.49,54.71
2022-08-30 12:00:00,32.6,39.29,65.0,40.0,17.0,39.04,55.4
2022-08-30 13:00:00,33.21,36.84,52.0,32.0,13.5,34.59,50.17
2022-08-30 14:00:00,33.14,34.65,49.0,30.0,13.0,30.82,41.03
2022-08-30 15:00:00,31.02,36.13,47.0,29.0,12.5,41.1,45.63
2022-08-30 16:00:00,31.4,35.13,44.0,27.0,12.0,41.78,42.14
2022-08-30 17:00:00,30.65,38.85,57.5,35.5,15.0,59.59,71.12
2022-08-30 18:00:00,29.88,43.28,67.0,41.0,18.0,68.49,57.3
2022-08-30 19:00:00,28.48,48.4,61.5,37.5,16.0,78.77,60.83
2022-08-30 20:00:00,28.77,44.5,55.0,34.0,14.0,65.07,51.77
2022-08-30 21:00:00,28.34,46.29,50.0,30.0,12.5,63.36,45.49
2022-08-30 22:00:00,27.13,50.07,48.0,29.0,12.0,78.77,70.31
2022-08-30 23:00:00,26.77,51.36,50.0,30.5,13.0,65.07,49.52
2022-08-31 00:00:00,26.97,50.56,53.0,32.0,13.0,54.79,31.92
2022-08-31 01:00:00,26.8,51.23,54.0,33.0,13.5,54.79,31.76
2022-08-31 02:00:00,26.31,53.24,56.0,34.0,14.0,58.22,32.98
2022-08-31 03:00:00,26.13,53.11,54.0,33.0,13.0,54.79,30.13
2022-08-31 04:00:00,26.12,51.57,57.0,34.0,14.0,58.22,34.58
2022-08-31 05:00:00,25.93,52.79,81.0,49.5,21.0,59.93,41.12
2022-08-31 06:00:00,25.72,55.41,69.0,42.0,17.0,71.92,64.09
2022-08-31 07:00:00,27.77,53.22,77.5,47.5,20.0,58.22,77.37
2022-08-31 08:00:00,28.39,54.23,179.0,224.0,270.0,61.64,60.26
2022-08-31 09:00:00,30.85,43.03,121.5,105.5,52.5,31.16,39.05
2022-08-31 10:00:00,31.58,38.68,184.0,228.0,271.0,32.88,25.72
2022-08-31 11:00:00,32.39,37.09,207.0,175.0,87.0,33.9,31.93
2022-08-31 12:00:00,32.32,36.52,197.0,236.0,275.0,36.99,33.38
2022-08-31 13:00:00,31.8,38.77,185.0,228.0,271.5,45.55,38.66
2022-08-31 14:00:00,31.82,41.36,184.0,228.0,271.0,46.58,46.07
2022-08-31 15:00:00,32.22,38.81,52.5,35.0,17.5,43.49,38.5
2022-08-31 16:00:00,32.15,38.29,183.0,227.0,271.0,44.52,41.74
2022-08-31 17:00:00,30.71,37.38,90.0,59.5,29.5,46.58,41.01
2022-08-31 18:00:00,30.28,41.81,161.0,107.0,53.0,83.56,63.65
2022-08-31 19:00:00,29.52,49.08,141.0,147.0,76.0,94.18,109.1
2022-08-31 20:00:00,28.23,50.46,189.0,231.0,273.0,89.04,95.91
2022-08-31 21:00:00,27.64,55.73,261.5,278.5,296.0,89.04,111.25
2022-08-31 22:00:00,27.29,62.6,182.0,226.0,270.0,85.62,99.8
2022-08-31 23:00:00,27.38,56.28,224.0,254.0,284.0,59.93,66.51
2022-09-01 00:00:00,27.51,55.55,186.0,229.0,272.0,61.64,51.22
2022-09-01 01:00:00,26.9,71.94,190.0,231.0,273.0,68.49,50.3
2022-09-01 02:00:00,25.36,72.86,192.0,233.0,274.0,58.22,52.0
2022-09-01 03:00:00,25.31,69.93,195.0,235.0,275.0,54.79,44.02
2022-09-01 04:00:00,25.42,66.82,196.0,235.0,275.0,58.22,47.5
2022-09-01 05:00:00,25.3,76.66,187.0,229.0,272.0,54.79,75.01
2022-09-01 06:00:00,25.84,76.57,191.0,232.0,273.0,58.22,61.88
2022-09-01 07:00:00,27.76,64.84,186.0,229.0,272.0,44.52,58.98
2022-09-01 08:00:00,28.44,58.72,188.0,230.0,272.0,41.1,52.07
2022-09-01 09:00:00,29.93,53.07,183.0,227.0,271.0,47.95,44.09
2022-09-01 10:00:00,29.71,55.23,184.0,228.0,271.0,51.37,45.75
2022-09-01 11:00:00,30.47,55.24,188.0,230.0,272.0,47.26,40.45
2022-09-01 12:00:00,31.19,56.25,176.0,222.0,268.0,42.47,47.8
2022-09-01 13:00:00,31.91,48.07,186.0,229.0,272.0,33.56,48.99
2022-09-01 14:00:00,31.49,51.02,180.0,225.0,270.0,44.52,42.15
2022-09-01 15:00:00,31.52,48.42,184.0,228.0,271.0,41.1,40.8
2022-09-01 16:00:00,30.04,62.08,189.0,231.0,273.0,68.49,52.87
2022-09-01 17:00:00,28.57,69.75,183.0,227.0,271.0,82.19,54.06
2022-09-01 18:00:00,27.9,73.38,257.0,276.0,294.0,75.34,54.85
2022-09-01 19:00:00,27.72,77.11,189.0,231.0,273.0,75.34,54.61
2022-09-01 20:00:00,26.95,80.08,253.0,273.0,293.0,68.49,45.94
2022-09-01 21:00:00,26.93,80.98,191.0,232.0,273.0,65.07,41.84
2022-09-01 22:00:00,27.81,75.73,193.0,234.0,274.0,54.79,42.39
2022-09-01 23:00:00,27.07,78.12,257.0,276.0,294.0,58.22,39.13
2022-09-02 00:00:00,26.38,81.68,196.0,236.0,275.0,58.22,32.5
2022-09-02 01:00:00,25.67,77.36,222.5,253.5,283.5,53.08,28.6
2022-09-02 02:00:00,25.35,73.93,187.0,230.0,272.0,54.79,24.97
2022-09-02 03:00:00,25.17,80.61,189.0,231.0,273.0,65.07,32.33
2022-09-02 04:00:00,25.47,84.36,189.0,231.0,273.0,71.92,44.92
2022-09-02 05:00:00,24.9,97.94,151.0,205.5,261.0,70.21,54.8
2022-09-02 06:00:00,25.74,88.84,189.0,231.0,273.0,58.22,52.66
2022-09-02 07:00:00,25.71,90.2,189.0,231.0,273.0,56.51,47.64
2022-09-02 08:00:00,26.65,84.62,188.0,230.0,272.0,51.37,48.6
2022-09-02 09:00:00,27.29,81.3,187.5,229.5,272.5,46.23,46.16
2022-09-02 10:00:00,26.81,80.45,187.0,229.5,272.0,58.22,37.64
2022-09-02 11:00:00,21.24,100.0,120.0,185.0,250.5,77.05,46.26
2022-09-02 12:00:00,22.27,100.0,182.0,226.0,270.0,75.34,78.58
2022-09-02 13:00:00,24.02,99.02,189.5,231.0,273.0,68.49,70.7
2022-09-02 14:00:00,25.2,89.65,164.0,151.0,75.0,61.64,72.98
2022-09-02 15:00:00,25.53,87.14,152.5,207.0,261.0,59.93,48.29
2022-09-02 16:00:00,26.54,75.73,190.0,231.0,273.0,54.79,51.75
2022-09-02 17:00:00,25.73,86.33,258.0,276.0,295.0,68.49,60.28
2022-09-02 18:00:00,24.24,99.01,155.0,231.0,227.0,75.34,77.99
2022-09-02 19:00:00,24.3,99.98,186.5,229.5,272.0,68.49,82.31
2022-09-02 20:00:00,23.56,88.26,183.0,227.0,271.0,61.64,60.34
2022-09-02 21:00:00,23.25,94.31,189.0,231.0,273.0,63.36,55.7
2022-09-02 22:00:00,22.96,100.0,184.0,228.0,271.0,61.64,79.96
2022-09-02 23:00:00,22.43,100.0,191.0,232.5,273.5,58.22,66.58
2022-09-03 00:00:00,22.77,100.0,187.0,229.0,272.0,54.79,52.48
2022-09-03 01:00:00,22.22,100.0,154.0,207.5,261.5,54.79,56.74
2022-09-03 02:00:00,21.82,100.0,181.0,226.0,270.0,54.79,52.43
2022-09-03 03:00:00,21.89,100.0,150.5,205.0,260.0,51.37,48.06
2022-09-03 04:00:00,22.45,98.21,184.0,228.0,271.0,47.95,34.84
2022-09-03 05:00:00,22.8,91.92,150.5,205.5,260.5,44.52,36.17
2022-09-03 06:00:00,24.11,80.35,185.0,228.0,271.0,37.67,34.34
2022-09-03 07:00:00,25.79,70.3,185.5,228.5,271.5,29.11,32.77
2022-09-03 08:00:00,27.3,62.74,184.0,228.0,271.0,30.82,30.7
2022-09-03 09:00:00,29.13,55.1,174.0,178.0,88.5,30.82,33.85
2022-09-03 10:00:00,30.63,48.62,187.0,230.0,272.0,23.97,35.14
2022-09-03 11:00:00,30.45,50.08,190.5,232.0,273.5,37.67,46.34
2022-09-03 12:00:00,31.71,44.81,185.0,228.0,272.0,27.4,39.0
2022-09-03 13:00:00,32.62,41.02,188.0,230.5,272.5,18.49,38.43
2022-09-03 14:00:00,32.56,39.12,191.0,232.0,273.0,26.71,38.93
2022-09-03 15:00:00,32.5,39.2,219.5,251.0,282.5,30.14,36.82
2022-09-03 16:00:00,32.12,38.52,258.0,276.0,295.0,35.62,41.27
2022-09-03 17:00:00,31.27,40.48,191.0,232.5,273.5,43.15,44.1
2022-09-03 18:00:00,29.58,48.18,191.0,233.0,274.0,75.34,61.03
2022-09-03 19:00:00,28.53,51.5,187.0,229.5,272.0,70.21,51.73
2022-09-03 20:00:00,28.08,51.25,187.0,230.0,272.0,61.64,48.53
2022-09-03 21:00:00,27.64,50.05,189.0,231.0,272.5,54.79,35.84
2022-09-03 22:00:00,27.21,49.94,184.0,228.0,271.0,54.79,38.69
2022-09-03 23:00:00,26.83,53.14,190.5,232.0,273.0,65.07,58.6
2022-09-04 00:00:00,25.93,58.64,189.0,231.0,273.0,58.22,36.6
2022-09-04 01:00:00,25.9,60.46,155.5,208.5,262.0,61.64,45.58
2022-09-04 02:00:00,24.89,65.37,189.0,231.0,273.0,61.64,44.16
2022-09-04 03:00:00,24.22,70.35,192.5,233.5,274.0,65.07,47.49
2022-09-04 04:00:00,23.9,71.62,186.0,229.0,272.0,58.22,42.81
2022-09-04 05:00:00,23.77,76.79,154.5,208.5,262.0,65.07,56.1
2022-09-04 06:00:00,25.27,71.59,116.0,180.0,248.0,51.37,42.04
2022-09-04 07:00:00,27.25,63.4,189.0,231.0,273.0,41.1,32.26
2022-09-04 08:00:00,28.0,64.55,185.0,228.0,271.0,44.52,32.52
2022-09-04 09:00:00,28.22,66.12,153.0,207.0,261.0,49.66,32.6
2022-09-04 10:00:00,29.24,62.17,187.0,229.0,272.0,47.95,31.92
2022-09-04 11:00:00,29.46,60.65,191.5,233.0,273.5,49.66,31.39
2022-09-04 12:00:00,30.0,57.93,184.0,228.0,271.0,44.52,30.72
2022-09-04 13:00:00,30.02,58.52,187.0,229.5,272.0,46.23,25.54
2022-09-04 14:00:00,29.46,65.57,189.0,231.0,273.0,65.07,34.99
2022-09-04 15:00:00,29.77,62.59,191.5,232.5,273.5,58.22,29.27
2022-09-04 16:00:00,28.82,70.82,185.0,228.0,271.0,68.49,39.67
2022-09-04 17:00:00,27.69,78.4,151.0,206.0,260.5,71.92,43.04
2022-09-04 18:00:00,27.17,83.12,188.0,230.0,272.0,68.49,42.17
2022-09-04 19:00:00,26.98,84.32,185.5,229.0,271.5,65.07,37.9
2022-09-04 20:00:00,27.02,84.7,186.0,229.0,272.0,58.22,34.6
2022-09-04 21:00:00,25.85,95.16,186.0,229.0,271.5,71.92,36.27
2022-09-04 22:00:00,24.02,100.0,182.0,226.0,270.0,68.49,40.57
2022-09-04 23:00:00,23.39,100.0,149.5,205.0,260.0,54.79,29.55
2022-09-05 00:00:00,21.16,100.0,157.0,183.0,249.0,58.22,26.38
2022-09-05 01:00:00,21.08,100.0,182.0,226.0,270.5,51.37,23.24
2022-09-05 02:00:00,21.06,100.0,187.0,230.0,272.0,51.37,23.25
2022-09-05 03:00:00,21.12,100.0,182.5,226.5,270.5,54.79,28.58
