,Temp (C),Humidity (%),PM10 (ug/m3),PM2.5 (ug/m3),PM1 (ug/m3),NO2 (ppb),CO (μg/m3 10²)
2022-05-20 03:00:00,15.75,55.45,18.0,11.0,4.5,61.64,36.1
2022-05-20 04:00:00,16.49,54.3,22.0,13.0,6.0,68.49,53.41
2022-05-20 05:00:00,17.35,58.96,38.5,24.0,10.0,70.21,73.37
2022-05-20 06:00:00,17.18,69.77,66.0,41.0,18.0,61.64,51.05
2022-05-20 07:00:00,19.1,58.46,59.5,35.5,15.0,51.37,56.02
2022-05-20 08:00:00,21.88,45.72,39.0,24.0,10.0,47.95,45.42
2022-05-20 09:00:00,23.61,38.79,17.5,11.0,4.0,35.96,28.74
2022-05-20 10:00:00,25.08,33.61,15.0,9.0,4.0,34.25,31.71
2022-05-20 11:00:00,25.32,30.02,13.5,8.0,3.0,41.1,38.12
2022-05-20 12:00:00,25.51,32.46,12.0,7.0,3.0,47.95,30.33
2022-05-20 13:00:00,25.5,32.1,10.0,6.0,2.0,53.08,32.13
2022-05-20 14:00:00,25.96,27.62,11.0,7.0,2.0,47.95,37.07
2022-05-20 15:00:00,26.41,25.92,10.5,6.0,2.0,47.95,37.17
2022-05-20 16:00:00,26.98,27.51,11.0,6.0,2.0,54.79,41.9
2022-05-20 17:00:00,26.48,26.43,10.0,6.0,2.0,56.51,47.23
2022-05-20 18:00:00,24.56,29.89,14.0,8.0,3.0,68.49,61.62
2022-05-20 19:00:00,22.75,32.47,17.0,10.0,4.5,83.9,82.5
2022-05-20 20:00:00,21.99,34.8,26.0,16.0,6.0,85.62,77.25
2022-05-20 21:00:00,20.76,38.26,20.5,12.5,5.0,82.19,86.46
2022-05-20 22:00:00,19.74,40.14,18.0,11.0,4.0,82.19,80.83
2022-05-20 23:00:00,19.56,40.09,14.5,9.0,4.0,68.49,50.94
2022-05-21 00:00:00,20.23,37.69,15.0,9.0,4.0,65.07,42.66
2022-05-21 01:00:00,19.58,42.29,19.0,12.0,5.0,71.92,49.1
2022-05-21 02:00:00,18.27,45.08,23.0,14.0,6.0,68.49,46.6
2022-05-21 03:00:00,17.69,51.76,27.0,16.5,7.0,75.34,58.23
2022-05-21 04:00:00,17.2,53.5,28.0,17.0,7.0,75.34,63.15
2022-05-21 05:00:00,18.81,50.16,27.5,17.0,7.0,70.21,64.58
2022-05-21 06:00:00,19.42,66.16,47.0,29.0,12.0,58.22,50.25
2022-05-21 07:00:00,20.62,63.66,53.5,32.5,13.0,58.22,50.24
2022-05-21 08:00:00,22.92,48.66,49.0,29.0,12.0,51.37,48.04
2022-05-21 09:00:00,24.95,39.47,48.0,29.5,12.5,37.67,46.14
2022-05-21 10:00:00,26.42,30.68,16.0,10.0,4.0,27.4,28.34
2022-05-21 11:00:00,27.47,25.68,11.0,7.0,3.0,27.4,27.38
2022-05-21 12:00:00,27.37,26.05,12.0,7.0,3.0,41.1,39.78
2022-05-21 13:00:00,27.84,27.91,12.5,7.5,3.0,49.66,32.53
2022-05-21 14:00:00,27.94,33.56,17.0,10.0,4.0,61.64,46.93
2022-05-21 15:00:00,27.72,37.31,13.0,8.0,3.0,65.07,42.3
2022-05-21 16:00:00,26.97,46.69,16.0,10.0,4.0,78.77,51.55
2022-05-21 17:00:00,26.99,36.26,16.0,9.5,4.0,56.51,44.35
2022-05-21 18:00:00,26.25,45.03,20.0,12.0,5.0,78.77,54.36
2022-05-21 19:00:00,24.4,57.63,36.0,21.0,9.0,82.19,59.44
2022-05-21 20:00:00,22.76,48.93,36.0,22.0,9.0,82.19,85.14
2022-05-21 21:00:00,22.38,51.28,50.0,31.0,13.0,80.48,117.49
2022-05-21 22:00:00,22.06,50.28,48.0,29.0,13.0,71.92,105.39
2022-05-21 23:00:00,21.01,47.25,21.5,13.0,6.0,65.07,68.19
2022-05-22 00:00:00,20.91,41.8,18.0,11.0,5.0,65.07,54.62
2022-05-22 01:00:00,20.28,42.55,18.5,11.0,4.5,63.36,51.13
2022-05-22 02:00:00,19.99,44.73,26.0,16.0,6.0,65.07,54.06
2022-05-22 03:00:00,19.39,50.22,33.5,21.0,9.0,68.49,58.75
2022-05-22 04:00:00,19.39,52.62,31.0,19.0,8.0,68.49,62.4
2022-05-22 05:00:00,20.49,56.57,36.5,22.5,9.5,59.93,53.47
2022-05-22 06:00:00,20.96,58.69,42.0,26.0,11.0,54.79,50.11
2022-05-22 07:00:00,23.11,52.98,44.5,27.5,12.0,54.79,57.81
2022-05-22 08:00:00,25.45,43.5,62.0,36.0,14.0,44.52,40.45
2022-05-22 09:00:00,29.46,39.38,40.5,25.0,11.0,30.82,44.85
2022-05-22 10:00:00,32.26,28.14,31.0,19.0,8.0,26.57,21.17
2022-05-22 11:00:00,33.95,23.69,20.0,12.5,5.0,16.42,27.77
2022-05-22 12:00:00,33.86,23.19,17.0,10.0,4.0,19.06,27.78
2022-05-22 13:00:00,32.15,27.91,21.0,13.0,5.0,18.49,46.45
2022-05-22 14:00:00,33.49,24.51,16.0,10.0,4.0,5.48,34.52
2022-05-22 15:00:00,32.84,25.13,18.0,11.0,4.5,10.96,37.55
2022-05-22 16:00:00,32.31,26.92,18.0,11.0,4.0,18.49,42.16
2022-05-22 17:00:00,30.28,31.41,14.5,9.0,3.0,33.56,47.24
2022-05-22 18:00:00,28.0,43.57,40.0,25.0,11.0,82.19,61.75
2022-05-22 19:00:00,25.37,51.29,22.0,13.5,5.5,85.62,51.66
2022-05-22 20:00:00,22.3,68.44,26.0,16.0,7.0,71.92,74.04
2022-05-22 21:00:00,24.7,48.53,17.0,10.0,4.0,47.95,30.54
2022-05-22 22:00:00,24.59,45.06,18.0,11.0,5.0,44.52,27.42
2022-05-22 23:00:00,24.28,45.35,18.0,11.0,4.0,47.95,27.91
2022-05-23 00:00:00,23.48,47.69,14.0,8.0,3.0,47.95,26.96
2022-05-23 01:00:00,23.57,46.74,17.0,10.0,4.0,47.95,25.69
2022-05-23 02:00:00,21.81,66.15,31.0,19.0,8.0,65.07,40.08
2022-05-23 03:00:00,20.74,67.59,35.0,21.0,9.0,53.08,49.1
2022-05-23 04:00:00,20.66,68.8,48.0,29.0,12.0,58.22,59.03
2022-05-23 05:00:00,21.01,66.42,51.5,30.5,12.5,54.79,68.37
2022-05-23 06:00:00,21.79,59.88,50.0,29.0,12.0,51.37,45.65
2022-05-23 07:00:00,24.56,49.06,52.0,31.0,12.5,42.81,49.96
2022-05-23 08:00:00,25.68,45.14,35.0,21.0,9.0,34.25,39.17
2022-05-23 09:00:00,27.89,43.07,41.0,25.0,10.5,44.52,37.63
2022-05-23 10:00:00,28.41,44.41,40.0,25.0,10.0,47.95,34.35
2022-05-23 11:00:00,28.67,44.44,34.0,21.5,9.0,49.66,35.95
2022-05-23 12:00:00,29.22,39.51,28.0,17.0,7.0,44.52,27.54
2022-05-23 13:00:00,28.5,36.72,29.5,18.0,7.5,51.37,33.63
2022-05-23 14:00:00,25.39,57.33,31.0,19.0,8.0,78.77,45.87
2022-05-23 15:00:00,24.73,61.55,34.5,21.0,9.0,75.34,49.02
2022-05-23 16:00:00,25.8,62.92,50.0,30.0,13.0,68.49,61.37
2022-05-23 17:00:00,26.46,57.36,50.5,31.0,13.0,63.36,51.9
2022-05-23 18:00:00,24.73,75.42,65.0,40.0,16.0,78.77,58.78
2022-05-23 19:00:00,24.59,73.15,69.5,42.5,18.0,75.34,99.94
2022-05-23 20:00:00,22.8,72.83,71.0,43.0,18.0,71.92,109.2
2022-05-23 21:00:00,22.51,77.25,81.0,49.0,20.5,68.49,87.98
2022-05-23 22:00:00,22.46,77.34,75.0,46.0,19.0,65.07,94.59
2022-05-23 23:00:00,21.88,79.36,72.0,43.5,18.0,63.36,66.04
2022-05-24 00:00:00,22.04,74.5,68.0,42.0,18.0,54.79,49.3
2022-05-24 01:00:00,21.65,76.03,67.0,41.0,17.0,51.37,45.78
2022-05-24 02:00:00,20.71,82.06,69.0,42.0,17.0,54.79,42.66
2022-05-24 03:00:00,20.74,83.67,71.5,43.0,17.5,59.93,61.82
2022-05-24 04:00:00,21.15,86.27,120.0,73.0,31.0,58.22,83.74
2022-05-24 05:00:00,21.94,80.23,125.5,75.5,31.0,51.37,88.95
2022-05-24 06:00:00,22.49,79.06,111.0,66.0,27.0,51.37,62.45
2022-05-24 07:00:00,24.11,73.21,94.5,56.5,22.5,37.67,50.06
2022-05-24 08:00:00,25.06,63.18,81.0,49.0,20.0,37.67,38.18
2022-05-24 09:00:00,25.54,67.27,60.5,37.0,15.5,54.79,45.78
2022-05-24 10:00:00,27.18,59.4,51.0,31.0,13.0,44.52,44.36
2022-05-24 11:00:00,27.09,57.01,46.5,28.5,12.0,44.52,48.3
2022-05-24 12:00:00,28.21,55.19,46.0,28.0,12.0,51.37,59.94
2022-05-24 13:00:00,26.84,60.87,52.5,33.0,14.0,63.36,51.96
2022-05-24 14:00:00,27.24,54.71,47.0,29.0,13.0,58.22,47.99
2022-05-24 15:00:00,26.79,55.68,46.0,28.0,12.0,59.93,55.86
2022-05-24 16:00:00,26.22,56.07,48.0,29.0,13.0,61.64,46.44
2022-05-24 17:00:00,25.47,56.07,49.5,30.5,13.0,65.07,50.56
2022-05-24 18:00:00,24.34,62.54,48.0,30.0,13.0,71.92,45.94
2022-05-24 19:00:00,23.71,67.35,55.5,34.0,14.5,71.92,50.01
2022-05-24 20:00:00,24.45,63.61,64.0,39.0,17.0,61.64,45.0
2022-05-24 21:00:00,23.37,72.07,67.0,41.0,17.5,63.36,41.1
2022-05-24 22:00:00,23.11,69.94,65.0,40.0,17.0,61.64,39.43
2022-05-24 23:00:00,23.06,66.85,62.5,38.0,16.5,58.22,40.73
2022-05-25 00:00:00,22.11,72.28,68.0,41.0,18.0,61.64,41.15
2022-05-25 01:00:00,21.76,74.42,74.0,46.0,19.5,61.64,45.88
2022-05-25 02:00:00,21.32,78.12,83.0,51.0,22.0,58.22,40.45
2022-05-25 03:00:00,20.46,86.74,98.0,59.5,25.0,70.21,51.12
2022-05-25 04:00:00,20.63,85.82,91.0,56.0,24.0,71.92,57.69
2022-05-25 05:00:00,22.56,72.4,82.5,51.0,21.5,61.64,103.57
2022-05-25 06:00:00,23.73,70.6,102.0,62.0,26.0,61.64,77.44
2022-05-25 07:00:00,25.92,61.48,99.5,61.0,26.0,54.79,79.15
2022-05-25 08:00:00,26.46,60.33,72.0,45.0,19.0,54.79,49.55
2022-05-25 09:00:00,25.62,71.36,100.5,61.0,25.5,59.93,47.3
2022-05-25 10:00:00,27.68,57.45,60.0,37.0,16.0,51.37,41.3
2022-05-25 11:00:00,28.24,54.74,56.5,34.5,15.0,47.95,37.05
2022-05-25 12:00:00,26.77,61.86,59.0,37.0,16.0,65.07,39.81
2022-05-25 13:00:00,27.26,58.64,55.5,34.5,15.0,59.93,48.02
2022-05-25 14:00:00,27.68,55.64,50.0,32.0,14.0,58.22,41.88
2022-05-25 15:00:00,27.76,57.13,54.0,33.5,14.5,61.64,42.98
2022-05-25 16:00:00,27.36,61.09,57.0,35.0,15.0,71.92,45.9
2022-05-25 17:00:00,26.41,60.48,56.5,35.0,15.0,71.92,49.71
2022-05-25 18:00:00,25.82,57.23,54.0,34.0,15.0,61.64,52.79
2022-05-25 19:00:00,26.49,54.8,55.5,34.0,15.0,61.64,44.41
2022-05-25 20:00:00,26.53,53.45,55.0,34.0,15.0,61.64,46.87
2022-05-25 21:00:00,27.54,45.51,36.0,22.0,9.0,44.52,25.73
2022-05-25 22:00:00,24.81,66.57,51.0,31.0,13.0,75.34,40.71
2022-05-25 23:00:00,24.17,69.12,51.5,32.0,14.0,68.49,35.08
2022-05-26 00:00:00,23.49,66.03,49.0,30.0,13.0,65.07,37.97
2022-05-26 01:00:00,22.71,66.53,45.0,27.5,12.0,61.64,33.41
2022-05-26 02:00:00,22.25,67.03,47.0,28.0,12.0,61.64,36.71
2022-05-26 03:00:00,22.2,67.46,51.5,31.0,13.0,66.78,41.33
2022-05-26 04:00:00,22.33,67.8,57.0,35.0,15.0,71.92,64.81
2022-05-26 05:00:00,23.74,65.67,77.0,48.0,21.0,70.21,113.73
2022-05-26 06:00:00,24.88,64.49,73.0,45.0,19.0,61.64,77.09
2022-05-26 07:00:00,25.05,70.46,96.0,58.0,24.0,63.36,59.65
2022-05-26 08:00:00,26.43,61.12,75.0,46.0,19.0,51.37,48.26
2022-05-26 09:00:00,27.32,58.28,88.0,53.5,22.5,53.08,41.96
2022-05-26 10:00:00,30.09,50.89,81.0,49.0,21.0,43.84,55.93
2022-05-26 11:00:00,31.12,45.62,66.5,41.0,17.5,37.67,51.15
2022-05-26 12:00:00,31.26,45.36,56.0,34.0,15.0,43.84,44.31
2022-05-26 13:00:00,32.2,43.03,53.0,33.0,14.0,43.49,53.71
2022-05-26 14:00:00,32.68,42.48,49.0,30.0,13.0,43.15,44.36
2022-05-26 15:00:00,32.42,45.52,47.5,29.5,13.0,54.11,53.1
2022-05-26 16:00:00,32.35,47.59,45.0,28.0,12.0,58.22,56.06
2022-05-26 17:00:00,30.96,47.57,48.0,29.0,12.5,49.32,55.74
2022-05-26 18:00:00,29.42,48.87,59.0,36.0,15.0,85.62,80.32
2022-05-26 19:00:00,28.33,53.46,49.0,30.0,13.0,75.34,65.1
2022-05-26 20:00:00,27.34,60.25,52.0,31.0,13.0,82.19,58.79
2022-05-26 21:00:00,26.62,57.76,74.0,45.0,19.0,78.77,121.35
2022-05-26 22:00:00,26.03,60.27,68.0,42.0,18.0,68.49,98.3
2022-05-26 23:00:00,25.3,63.24,72.0,43.5,19.0,70.21,92.9
2022-05-27 00:00:00,24.93,65.36,75.0,46.0,19.0,68.49,67.51
2022-05-27 01:00:00,23.85,68.78,75.5,45.5,19.0,61.64,54.93
2022-05-27 02:00:00,23.5,70.73,79.0,48.0,20.0,65.07,53.3
2022-05-27 03:00:00,23.63,72.29,84.0,51.0,21.5,61.64,45.94
2022-05-27 04:00:00,23.5,75.97,90.0,55.0,23.0,71.92,63.25
2022-05-27 05:00:00,24.3,75.92,96.5,59.0,25.0,68.49,70.1
2022-05-27 06:00:00,25.28,73.91,97.0,58.0,24.0,61.64,73.59
2022-05-27 07:00:00,26.25,71.83,101.5,62.5,26.0,54.79,61.45
2022-05-27 08:00:00,28.17,58.49,91.0,55.0,23.0,44.52,58.93
2022-05-27 09:00:00,29.33,55.5,95.0,58.0,24.5,47.95,57.12
2022-05-27 10:00:00,31.62,45.7,78.0,47.0,20.0,32.88,53.14
2022-05-27 11:00:00,30.21,47.67,73.5,44.5,19.0,43.15,47.91
2022-05-27 12:00:00,30.44,50.31,67.0,41.0,17.0,54.79,50.59
2022-05-27 13:00:00,30.4,51.18,57.0,35.0,15.0,46.23,50.26
2022-05-27 14:00:00,31.29,47.19,55.0,33.0,14.0,36.3,54.95
2022-05-27 15:00:00,31.67,39.94,80.0,49.0,21.0,29.45,49.14
2022-05-27 16:00:00,30.01,46.15,77.0,47.0,20.0,50.68,44.89
2022-05-27 17:00:00,28.44,51.44,74.0,46.0,19.0,71.92,52.46
2022-05-27 18:00:00,27.77,55.1,79.0,48.0,21.0,75.34,61.41
2022-05-27 19:00:00,27.84,57.28,83.0,50.5,21.5,75.34,66.82
2022-05-27 20:00:00,27.83,50.59,61.0,37.0,15.0,51.37,40.16
2022-05-27 21:00:00,27.07,67.12,81.0,49.5,20.5,80.48,50.37
2022-05-27 22:00:00,25.81,79.85,79.0,48.0,20.0,82.19,51.93
2022-05-27 23:00:00,25.73,77.98,76.0,46.0,19.5,68.49,40.46
2022-05-28 00:00:00,25.57,72.92,75.0,45.0,19.0,58.22,40.78
2022-05-28 01:00:00,24.92,69.82,85.5,52.0,21.5,54.79,37.06
2022-05-28 02:00:00,24.17,66.8,89.0,54.0,22.0,58.22,37.88
2022-05-28 03:00:00,23.88,67.14,104.5,63.0,26.0,63.36,48.21
2022-05-28 04:00:00,23.9,68.08,103.0,63.0,26.0,71.92,62.61
2022-05-28 05:00:00,24.94,68.31,115.0,70.0,29.0,68.49,71.7
2022-05-28 06:00:00,25.55,70.03,118.0,72.0,30.0,61.64,52.19
2022-05-28 07:00:00,25.94,70.21,119.0,72.5,30.5,59.93,42.63
2022-05-28 08:00:00,27.37,60.82,109.0,67.0,28.0,44.52,42.28
2022-05-28 09:00:00,29.23,51.35,105.0,63.5,26.5,39.38,36.61
2022-05-28 10:00:00,30.03,46.29,101.0,63.0,27.0,34.25,31.55
2022-05-28 11:00:00,28.88,53.44,106.0,65.0,27.5,58.22,37.93
2022-05-28 12:00:00,30.91,46.28,99.0,60.0,25.0,34.93,37.17
2022-05-28 13:00:00,28.05,65.34,99.5,60.5,25.5,78.77,42.95
2022-05-28 14:00:00,28.5,64.3,98.0,59.0,24.0,71.92,43.4
2022-05-28 15:00:00,28.3,63.84,99.0,60.5,25.0,73.63,37.49
2022-05-28 16:00:00,28.63,59.82,93.0,57.0,24.0,61.64,37.57
2022-05-28 17:00:00,27.53,66.29,89.5,54.5,22.5,71.92,43.13
2022-05-28 18:00:00,26.31,72.99,122.0,73.0,30.0,75.34,46.05
2022-05-28 19:00:00,25.8,73.53,89.0,54.0,22.0,71.92,38.57
2022-05-28 20:00:00,25.63,70.25,82.0,50.0,20.0,65.07,33.78
2022-05-28 21:00:00,25.86,64.83,86.0,52.5,22.0,61.64,36.7
2022-05-28 22:00:00,25.88,64.16,107.0,65.0,27.0,61.64,50.61
2022-05-28 23:00:00,24.82,61.45,81.5,50.0,20.0,65.07,55.14
2022-05-29 00:00:00,24.84,67.49,106.0,64.0,26.0,71.92,62.43
2022-05-29 01:00:00,24.97,67.21,110.5,66.0,27.0,65.07,46.19
2022-05-29 02:00:00,24.5,82.36,122.0,73.0,30.0,65.07,41.34
2022-05-29 03:00:00,23.92,78.48,115.5,69.5,28.0,61.64,41.27
2022-05-29 04:00:00,23.82,78.04,108.0,65.0,27.0,58.22,36.73
2022-05-29 05:00:00,25.1,57.59,54.0,32.0,13.0,37.67,30.06
2022-05-29 06:00:00,25.15,67.63,93.0,57.0,23.0,58.22,37.63
2022-05-29 07:00:00,25.49,74.13,134.0,80.0,32.5,56.51,36.91
2022-05-29 08:00:00,26.63,62.16,99.0,60.0,25.0,41.1,33.29
2022-05-29 09:00:00,27.66,53.05,78.0,47.5,20.0,39.38,26.0
2022-05-29 10:00:00,28.39,48.89,75.0,45.0,19.0,37.67,32.73
2022-05-29 11:00:00,27.58,57.46,93.0,57.0,23.5,73.63,30.82
2022-05-29 12:00:00,27.21,65.31,90.0,55.0,23.0,71.92,32.88
2022-05-29 13:00:00,28.1,58.18,79.0,48.0,20.0,58.22,29.17
2022-05-29 14:00:00,28.89,54.35,72.0,44.0,19.0,51.37,24.91
2022-05-29 15:00:00,25.67,76.02,117.5,71.0,29.0,94.18,39.92
2022-05-29 16:00:00,22.3,87.13,40.0,24.0,9.0,78.77,32.22
2022-05-29 17:00:00,23.36,85.52,56.5,33.5,13.0,78.77,61.05
2022-05-29 18:00:00,23.54,79.46,58.0,35.0,14.0,75.34,71.98
2022-05-29 19:00:00,23.39,74.91,54.5,32.5,13.5,61.64,51.84
2022-05-29 20:00:00,22.04,79.48,65.0,38.0,15.0,65.07,54.31
2022-05-29 21:00:00,22.06,79.25,66.5,40.0,16.0,61.64,55.2
2022-05-29 22:00:00,21.62,79.62,61.0,36.0,15.0,61.64,48.07
2022-05-29 23:00:00,21.28,73.45,39.0,23.0,9.5,56.51,36.8
2022-05-30 00:00:00,20.89,73.12,37.0,22.0,9.0,58.22,39.23
2022-05-30 01:00:00,20.8,72.25,32.0,19.5,8.0,51.37,28.26
2022-05-30 02:00:00,21.74,63.74,27.0,16.0,7.0,44.52,22.48
2022-05-30 03:00:00,20.48,77.48,53.5,31.5,12.5,63.36,37.39
2022-05-30 04:00:00,21.29,63.84,22.0,13.0,5.0,54.79,38.76
2022-05-30 05:00:00,22.02,59.47,22.0,13.5,5.0,47.95,37.62
2022-05-30 06:00:00,22.1,66.27,43.0,26.0,10.0,54.79,52.18
2022-05-30 07:00:00,23.47,61.13,37.0,22.0,9.0,54.79,46.58
2022-05-30 08:00:00,26.19,49.42,27.0,16.0,6.0,41.1,31.94
2022-05-30 09:00:00,28.13,40.33,16.5,10.0,4.0,22.26,22.29
2022-05-30 10:00:00,30.18,34.53,14.0,8.0,3.0,15.07,29.62
2022-05-30 11:00:00,30.46,32.75,14.0,8.0,3.0,18.15,33.02
2022-05-30 12:00:00,28.6,46.39,13.0,8.0,3.0,68.49,38.55
2022-05-30 13:00:00,29.33,40.91,14.5,8.5,3.5,56.51,39.25
2022-05-30 14:00:00,29.29,41.55,11.0,6.0,2.0,58.22,34.97
2022-05-30 15:00:00,29.12,47.07,12.0,7.0,3.0,73.63,38.15
2022-05-30 16:00:00,29.06,41.29,10.0,6.0,2.0,58.22,31.63
2022-05-30 17:00:00,28.02,44.33,9.5,6.0,2.0,58.22,34.95
2022-05-30 18:00:00,27.47,37.95,10.0,5.0,2.0,51.37,31.73
2022-05-30 19:00:00,26.8,42.42,10.5,6.0,2.0,71.92,51.55
2022-05-30 20:00:00,25.66,43.7,11.0,6.0,3.0,68.49,52.47
2022-05-30 21:00:00,25.14,48.87,14.5,8.5,3.5,73.63,51.12
2022-05-30 22:00:00,24.46,50.29,14.0,8.0,3.0,71.92,51.05
2022-05-30 23:00:00,24.21,49.45,12.0,7.0,3.0,71.92,51.22
2022-05-31 00:00:00,23.68,51.54,15.0,9.0,4.0,65.07,53.62
2022-05-31 01:00:00,23.12,50.49,12.0,7.0,3.0,58.22,36.67
2022-05-31 02:00:00,22.54,54.28,18.0,11.0,5.0,61.64,42.56
2022-05-31 03:00:00,22.29,50.63,13.0,8.0,3.0,65.07,41.08
2022-05-31 04:00:00,22.35,55.51,22.0,13.0,5.0,75.34,65.88
2022-05-31 05:00:00,23.48,56.16,27.0,16.0,7.0,66.78,76.45
2022-05-31 06:00:00,24.6,66.56,37.0,22.0,9.0,71.92,70.49
2022-05-31 07:00:00,24.69,67.1,40.5,24.0,9.0,63.36,47.79
2022-05-31 08:00:00,26.63,56.34,51.0,30.0,12.0,47.95,47.7
2022-05-31 09:00:00,28.94,48.45,38.5,22.5,9.0,39.38,33.79
2022-05-31 10:00:00,29.34,44.05,22.0,14.0,6.0,44.52,33.03
2022-05-31 11:00:00,30.57,43.52,22.0,13.5,5.0,36.99,38.36
2022-05-31 12:00:00,31.32,41.52,25.0,15.0,6.0,38.36,43.0
2022-05-31 13:00:00,30.37,41.63,18.0,11.0,4.0,43.84,42.18
2022-05-31 14:00:00,29.8,54.41,22.0,13.0,5.0,71.92,45.97
2022-05-31 15:00:00,30.84,40.66,19.0,12.0,5.0,29.45,32.75
2022-05-31 16:00:00,30.65,38.6,16.0,9.0,4.0,34.25,35.68
2022-05-31 17:00:00,28.65,47.37,22.0,13.0,5.0,61.64,40.01
2022-05-31 18:00:00,29.03,42.24,24.0,15.0,6.0,61.64,49.05
2022-05-31 19:00:00,27.22,55.01,23.0,14.0,5.0,78.77,51.15
2022-05-31 20:00:00,26.6,59.74,19.0,11.0,5.0,65.07,41.35
2022-05-31 21:00:00,25.83,60.6,20.5,12.0,5.0,66.78,40.0
2022-05-31 22:00:00,25.94,58.74,27.0,16.0,7.0,61.64,37.74
2022-05-31 23:00:00,25.54,61.92,26.0,15.5,6.5,51.37,35.81
2022-06-01 00:00:00,24.83,60.38,23.0,14.0,6.0,51.37,30.42
2022-06-01 01:00:00,24.75,57.98,19.0,11.0,5.0,51.37,25.76
2022-06-01 02:00:00,24.97,55.39,20.0,12.0,5.0,51.37,27.63
2022-06-01 03:00:00,23.79,77.56,32.0,19.0,8.0,68.49,37.04
2022-06-01 04:00:00,22.94,82.07,38.0,23.0,9.0,68.49,42.22
2022-06-01 05:00:00,23.7,72.01,37.0,22.0,9.0,61.64,48.34
2022-06-01 06:00:00,24.73,69.72,43.0,26.0,10.0,61.64,58.02
2022-06-01 07:00:00,25.0,71.97,54.0,33.0,13.0,54.79,53.57
2022-06-01 08:00:00,26.69,62.31,54.0,32.0,13.0,47.95,50.33
2022-06-01 09:00:00,28.2,53.37,36.0,22.0,9.0,37.67,32.9
2022-06-01 10:00:00,29.83,44.29,33.0,20.0,8.0,32.88,27.83
2022-06-01 11:00:00,29.96,42.22,23.0,14.0,6.0,30.82,23.06
2022-06-01 12:00:00,30.36,42.14,20.0,12.0,5.0,34.25,25.24
2022-06-01 13:00:00,31.12,37.16,19.0,12.0,5.0,30.14,35.31
2022-06-01 14:00:00,31.15,39.51,17.0,11.0,4.0,34.93,30.17
2022-06-01 15:00:00,30.75,38.74,18.0,11.0,5.0,32.88,34.3
2022-06-01 16:00:00,30.92,39.89,19.0,12.0,5.0,48.63,40.89
2022-06-01 17:00:00,29.84,44.03,21.0,13.0,5.0,65.07,45.43
2022-06-01 18:00:00,29.56,41.77,27.0,16.0,7.0,58.22,49.88
2022-06-01 19:00:00,28.96,45.22,32.0,19.0,8.0,71.92,56.93
2022-06-01 20:00:00,27.49,50.34,38.0,23.0,10.0,85.62,86.18
2022-06-01 21:00:00,27.08,50.93,38.0,23.0,10.0,71.92,73.61
2022-06-01 22:00:00,27.02,51.67,37.0,23.0,10.0,68.49,61.16
2022-06-01 23:00:00,26.32,55.13,44.0,27.0,11.0,78.77,77.57
2022-06-02 00:00:00,25.68,57.47,41.0,25.0,11.0,61.64,50.34
2022-06-02 01:00:00,24.68,61.94,49.5,30.0,13.0,51.37,48.58
2022-06-02 02:00:00,24.16,66.22,55.0,33.0,14.0,41.1,49.58
2022-06-02 03:00:00,24.17,67.63,61.0,37.5,16.0,47.95,45.24
2022-06-02 04:00:00,23.99,67.1,65.0,39.0,16.0,61.64,62.56
2022-06-02 05:00:00,24.18,78.19,74.5,45.5,19.0,61.64,55.1
2022-06-02 06:00:00,24.63,77.52,85.0,51.0,21.0,58.22,59.37
2022-06-02 07:00:00,26.21,69.82,74.5,45.0,19.0,51.37,54.19
2022-06-02 08:00:00,28.11,59.53,96.0,58.0,24.0,47.95,56.59
2022-06-02 09:00:00,29.41,51.55,82.5,50.0,21.0,39.38,50.66
2022-06-02 10:00:00,30.45,43.9,49.0,31.0,13.0,39.73,29.75
2022-06-02 11:00:00,31.36,41.13,43.5,27.0,12.0,25.0,41.31
2022-06-02 12:00:00,31.73,43.27,43.0,26.0,11.0,42.47,47.53
2022-06-02 13:00:00,31.97,42.23,36.0,22.0,9.5,44.52,45.36
2022-06-02 14:00:00,32.52,37.46,43.0,27.0,11.0,29.45,46.9
2022-06-02 15:00:00,32.5,35.34,46.0,28.0,12.0,23.97,40.02
2022-06-02 16:00:00,32.21,34.65,44.0,27.0,12.0,31.51,41.98
2022-06-02 17:00:00,32.01,35.9,47.0,29.0,13.0,36.99,48.98
2022-06-02 18:00:00,31.22,39.01,49.0,30.0,13.0,48.63,61.47
2022-06-02 19:00:00,26.74,73.82,63.0,39.0,16.5,114.73,93.66
2022-06-02 20:00:00,26.82,70.24,65.0,39.0,17.0,99.32,125.54
2022-06-02 21:00:00,26.54,66.33,65.5,40.0,17.0,83.9,108.24
2022-06-02 22:00:00,26.65,72.62,81.0,50.0,22.0,71.92,94.49
2022-06-02 23:00:00,25.94,70.59,69.0,42.5,18.0,47.95,63.63
2022-06-03 00:00:00,25.64,65.18,60.0,37.0,16.0,51.37,50.29
2022-06-03 01:00:00,25.22,66.42,66.0,40.0,17.0,51.37,52.8
2022-06-03 02:00:00,25.38,62.97,58.0,35.0,15.0,44.52,42.21
2022-06-03 03:00:00,24.87,67.9,68.5,42.0,18.0,58.22,55.25
2022-06-03 04:00:00,24.49,69.36,75.0,45.0,19.0,58.22,74.44
2022-06-03 05:00:00,25.54,66.27,72.0,43.5,18.5,56.51,70.2
