,windspeed,direction,wind direction,frequency
2022-07-23 01:00:00,1.38,88.85,E,0.26794871794871794
2022-07-23 02:00:00,0.46,234.32,SW,0.21987179487179487
2022-07-23 03:00:00,0.66,203.58,SW,0.21987179487179487
2022-07-23 04:00:00,0.6,255.93,W,0.1685897435897436
2022-07-23 05:00:00,0.5,246.3,SW,0.21987179487179487
2022-07-23 06:00:00,0.49,99.5,E,0.26794871794871794
2022-07-23 07:00:00,1.09,81.68,E,0.26794871794871794
2022-07-23 08:00:00,1.26,75.75,E,0.26794871794871794
2022-07-23 09:00:00,1.46,88.6,E,0.26794871794871794
2022-07-23 10:00:00,1.87,72.47,E,0.26794871794871794
2022-07-23 11:00:00,2.56,68.9,E,0.26794871794871794
2022-07-23 12:00:00,2.91,64.17,NE,0.15
2022-07-23 13:00:00,2.96,65.72,NE,0.15
2022-07-23 14:00:00,2.9,87.07,E,0.26794871794871794
2022-07-23 15:00:00,2.18,80.13,E,0.26794871794871794
2022-07-23 16:00:00,1.96,60.3,NE,0.15
2022-07-23 17:00:00,2.02,80.68,E,0.26794871794871794
2022-07-23 18:00:00,1.53,71.57,E,0.26794871794871794
2022-07-23 19:00:00,1.33,67.3,NE,0.15
2022-07-23 20:00:00,0.69,80.07,E,0.26794871794871794
2022-07-23 21:00:00,0.59,84.92,E,0.26794871794871794
2022-07-23 22:00:00,0.49,239.08,SW,0.21987179487179487
2022-07-23 23:00:00,0.63,246.93,SW,0.21987179487179487
2022-07-24 00:00:00,0.78,244.28,SW,0.21987179487179487
2022-07-24 01:00:00,0.37,259.7,W,0.1685897435897436
2022-07-24 02:00:00,0.49,260.0,W,0.1685897435897436
2022-07-24 03:00:00,1.08,241.13,SW,0.21987179487179487
2022-07-24 04:00:00,0.95,245.7,SW,0.21987179487179487
2022-07-24 05:00:00,0.72,242.55,SW,0.21987179487179487
2022-07-24 06:00:00,0.39,243.22,SW,0.21987179487179487
2022-07-24 07:00:00,0.28,124.98,SE,0.0782051282051282
2022-07-24 08:00:00,1.41,76.68,E,0.26794871794871794
2022-07-24 09:00:00,1.42,71.38,E,0.26794871794871794
2022-07-24 10:00:00,1.7,71.87,E,0.26794871794871794
2022-07-24 11:00:00,1.69,69.7,E,0.26794871794871794
2022-07-24 12:00:00,1.88,57.98,NE,0.15
2022-07-24 13:00:00,2.23,63.7,NE,0.15
2022-07-24 14:00:00,2.68,83.68,E,0.26794871794871794
2022-07-24 15:00:00,3.17,86.32,E,0.26794871794871794
2022-07-24 16:00:00,3.7,57.47,NE,0.15
2022-07-24 17:00:00,3.82,78.58,E,0.26794871794871794
2022-07-24 18:00:00,5.18,81.45,E,0.26794871794871794
2022-07-24 19:00:00,2.91,57.87,NE,0.15
2022-07-24 20:00:00,1.45,152.65,SE,0.0782051282051282
2022-07-24 21:00:00,1.2,200.43,S,0.1064102564102564
2022-07-24 22:00:00,0.98,61.4,NE,0.15
2022-07-24 23:00:00,1.7,164.12,S,0.1064102564102564
2022-07-25 00:00:00,2.02,163.35,S,0.1064102564102564
2022-07-25 01:00:00,4.71,155.78,SE,0.0782051282051282
2022-07-25 02:00:00,4.52,168.97,S,0.1064102564102564
2022-07-25 03:00:00,1.32,110.25,E,0.26794871794871794
2022-07-25 04:00:00,1.59,166.47,S,0.1064102564102564
2022-07-25 05:00:00,2.19,208.07,SW,0.21987179487179487
2022-07-25 06:00:00,2.79,204.28,SW,0.21987179487179487
2022-07-25 07:00:00,2.33,211.47,SW,0.21987179487179487
2022-07-25 08:00:00,1.17,180.68,S,0.1064102564102564
2022-07-25 09:00:00,2.33,155.15,SE,0.0782051282051282
2022-07-25 10:00:00,3.46,161.57,S,0.1064102564102564
2022-07-25 11:00:00,1.94,178.73,S,0.1064102564102564
2022-07-25 12:00:00,2.34,126.87,SE,0.0782051282051282
2022-07-25 13:00:00,3.2,76.22,E,0.26794871794871794
2022-07-25 14:00:00,6.06,73.58,E,0.26794871794871794
2022-07-25 15:00:00,4.13,70.75,E,0.26794871794871794
2022-07-25 16:00:00,5.15,62.22,NE,0.15
2022-07-25 17:00:00,4.68,75.03,E,0.26794871794871794
2022-07-25 18:00:00,4.83,120.32,SE,0.0782051282051282
2022-07-25 19:00:00,3.24,174.25,S,0.1064102564102564
2022-07-25 20:00:00,2.7,191.62,S,0.1064102564102564
2022-07-25 21:00:00,2.43,223.65,SW,0.21987179487179487
2022-07-25 22:00:00,1.86,230.35,SW,0.21987179487179487
2022-07-25 23:00:00,1.72,236.15,SW,0.21987179487179487
2022-07-26 00:00:00,0.61,252.12,W,0.1685897435897436
2022-07-26 01:00:00,0.23,282.75,W,0.1685897435897436
2022-07-26 02:00:00,0.17,270.95,W,0.1685897435897436
2022-07-26 03:00:00,0.5,274.1,W,0.1685897435897436
2022-07-26 04:00:00,0.99,108.87,E,0.26794871794871794
2022-07-26 05:00:00,0.28,196.42,S,0.1064102564102564
2022-07-26 06:00:00,0.89,206.7,SW,0.21987179487179487
2022-07-26 07:00:00,0.45,142.25,SE,0.0782051282051282
2022-07-26 08:00:00,1.18,82.98,E,0.26794871794871794
2022-07-26 09:00:00,2.01,68.38,E,0.26794871794871794
2022-07-26 10:00:00,1.6,83.22,E,0.26794871794871794
2022-07-26 11:00:00,2.33,68.68,E,0.26794871794871794
2022-07-26 12:00:00,3.13,64.18,NE,0.15
2022-07-26 13:00:00,3.14,76.8,E,0.26794871794871794
2022-07-26 14:00:00,3.05,87.37,E,0.26794871794871794
2022-07-26 15:00:00,4.35,82.22,E,0.26794871794871794
2022-07-26 16:00:00,5.38,77.45,E,0.26794871794871794
2022-07-26 17:00:00,4.76,67.97,E,0.26794871794871794
2022-07-26 18:00:00,6.58,70.63,E,0.26794871794871794
2022-07-26 19:00:00,4.6,65.57,NE,0.15
2022-07-26 20:00:00,3.4,69.62,E,0.26794871794871794
2022-07-26 21:00:00,1.6,106.62,E,0.26794871794871794
2022-07-26 22:00:00,1.38,235.73,SW,0.21987179487179487
2022-07-26 23:00:00,0.21,313.05,NW,0.008974358974358974
2022-07-27 00:00:00,0.22,258.08,W,0.1685897435897436
2022-07-27 01:00:00,0.51,262.1,W,0.1685897435897436
2022-07-27 02:00:00,0.64,248.67,W,0.1685897435897436
2022-07-27 03:00:00,0.8,171.35,S,0.1064102564102564
2022-07-27 04:00:00,0.48,188.52,S,0.1064102564102564
2022-07-27 05:00:00,0.65,242.6,SW,0.21987179487179487
2022-07-27 06:00:00,0.7,252.92,W,0.1685897435897436
2022-07-27 07:00:00,0.36,248.28,W,0.1685897435897436
2022-07-27 08:00:00,1.12,167.38,S,0.1064102564102564
2022-07-27 09:00:00,1.72,67.5,NE,0.15
2022-07-27 10:00:00,2.58,52.73,NE,0.15
2022-07-27 11:00:00,2.49,75.67,E,0.26794871794871794
2022-07-27 12:00:00,3.26,59.78,NE,0.15
2022-07-27 13:00:00,4.29,66.23,NE,0.15
2022-07-27 14:00:00,3.31,55.3,NE,0.15
2022-07-27 15:00:00,3.6,57.65,NE,0.15
2022-07-27 16:00:00,4.2,65.15,NE,0.15
2022-07-27 17:00:00,5.47,70.18,E,0.26794871794871794
2022-07-27 18:00:00,5.0,72.07,E,0.26794871794871794
2022-07-27 19:00:00,3.84,87.82,E,0.26794871794871794
2022-07-27 20:00:00,2.39,175.2,S,0.1064102564102564
2022-07-27 21:00:00,1.52,158.9,S,0.1064102564102564
2022-07-27 22:00:00,0.21,266.45,W,0.1685897435897436
2022-07-27 23:00:00,0.71,71.3,E,0.26794871794871794
2022-07-28 00:00:00,0.29,257.48,W,0.1685897435897436
2022-07-28 01:00:00,0.73,257.47,W,0.1685897435897436
2022-07-28 02:00:00,0.36,260.32,W,0.1685897435897436
2022-07-28 03:00:00,4.79,222.32,SW,0.21987179487179487
2022-07-28 04:00:00,5.99,218.6,SW,0.21987179487179487
2022-07-28 05:00:00,3.84,212.1,SW,0.21987179487179487
2022-07-28 06:00:00,2.27,227.35,SW,0.21987179487179487
2022-07-28 07:00:00,3.13,167.78,S,0.1064102564102564
2022-07-28 08:00:00,2.37,176.08,S,0.1064102564102564
2022-07-28 09:00:00,2.79,74.18,E,0.26794871794871794
2022-07-28 10:00:00,3.22,97.02,E,0.26794871794871794
2022-07-28 11:00:00,5.41,65.53,NE,0.15
2022-07-28 12:00:00,4.81,57.33,NE,0.15
2022-07-28 13:00:00,4.62,68.83,E,0.26794871794871794
2022-07-28 14:00:00,4.19,66.85,NE,0.15
2022-07-28 15:00:00,5.09,63.88,NE,0.15
2022-07-28 16:00:00,4.35,63.67,NE,0.15
2022-07-28 17:00:00,3.42,72.33,E,0.26794871794871794
2022-07-28 18:00:00,3.74,68.65,E,0.26794871794871794
2022-07-28 19:00:00,3.37,74.72,E,0.26794871794871794
2022-07-28 20:00:00,1.69,112.98,SE,0.0782051282051282
2022-07-28 21:00:00,0.43,243.12,SW,0.21987179487179487
2022-07-28 22:00:00,0.37,257.4,W,0.1685897435897436
2022-07-28 23:00:00,0.45,214.07,SW,0.21987179487179487
2022-07-29 00:00:00,1.25,176.77,S,0.1064102564102564
2022-07-29 01:00:00,0.67,238.22,SW,0.21987179487179487
2022-07-29 02:00:00,0.75,269.75,W,0.1685897435897436
2022-07-29 03:00:00,0.95,188.67,S,0.1064102564102564
2022-07-29 04:00:00,0.69,264.97,W,0.1685897435897436
2022-07-29 05:00:00,0.42,276.3,W,0.1685897435897436
2022-07-29 06:00:00,0.73,258.35,W,0.1685897435897436
2022-07-29 07:00:00,1.17,273.5,W,0.1685897435897436
