,windspeed,direction,wind direction,frequency
2022-06-24 19:00:00,4.89,55.73,NE,0.15
2022-06-24 20:00:00,3.82,262.6,W,0.1685897435897436
2022-06-24 21:00:00,2.6,300.98,NW,0.008974358974358974
2022-06-24 22:00:00,1.48,262.38,W,0.1685897435897436
2022-06-24 23:00:00,0.83,231.02,SW,0.21987179487179487
2022-06-25 00:00:00,0.25,218.0,SW,0.21987179487179487
2022-06-25 01:00:00,0.48,280.12,W,0.1685897435897436
2022-06-25 02:00:00,0.45,251.98,W,0.1685897435897436
2022-06-25 03:00:00,0.59,152.63,SE,0.0782051282051282
2022-06-25 04:00:00,0.42,140.08,SE,0.0782051282051282
2022-06-25 05:00:00,0.82,248.2,W,0.1685897435897436
2022-06-25 06:00:00,0.35,266.82,W,0.1685897435897436
2022-06-25 07:00:00,0.54,271.87,W,0.1685897435897436
2022-06-25 08:00:00,1.58,104.37,E,0.26794871794871794
2022-06-25 09:00:00,2.39,72.85,E,0.26794871794871794
2022-06-25 10:00:00,3.11,67.25,NE,0.15
2022-06-25 11:00:00,3.18,67.97,E,0.26794871794871794
2022-06-25 12:00:00,2.62,74.55,E,0.26794871794871794
2022-06-25 13:00:00,3.1,74.47,E,0.26794871794871794
2022-06-25 14:00:00,4.25,66.83,NE,0.15
2022-06-25 15:00:00,4.21,72.58,E,0.26794871794871794
2022-06-25 16:00:00,3.87,74.63,E,0.26794871794871794
2022-06-25 17:00:00,4.01,77.22,E,0.26794871794871794
2022-06-25 18:00:00,3.82,71.05,E,0.26794871794871794
2022-06-25 19:00:00,4.1,58.05,NE,0.15
2022-06-25 20:00:00,4.08,282.62,W,0.1685897435897436
2022-06-25 21:00:00,2.58,289.72,W,0.1685897435897436
2022-06-25 22:00:00,1.02,231.83,SW,0.21987179487179487
2022-06-25 23:00:00,2.58,207.17,SW,0.21987179487179487
2022-06-26 00:00:00,9.46,241.43,SW,0.21987179487179487
2022-06-26 01:00:00,6.41,241.72,SW,0.21987179487179487
2022-06-26 02:00:00,8.09,239.27,SW,0.21987179487179487
2022-06-26 03:00:00,7.48,246.88,SW,0.21987179487179487
2022-06-26 04:00:00,1.1,207.78,SW,0.21987179487179487
2022-06-26 05:00:00,0.49,213.97,SW,0.21987179487179487
2022-06-26 06:00:00,0.69,260.57,W,0.1685897435897436
2022-06-26 07:00:00,0.43,236.73,SW,0.21987179487179487
2022-06-26 08:00:00,1.64,109.83,E,0.26794871794871794
2022-06-26 09:00:00,1.49,171.3,S,0.1064102564102564
2022-06-26 10:00:00,2.13,137.37,SE,0.0782051282051282
2022-06-26 11:00:00,2.59,116.37,SE,0.0782051282051282
2022-06-26 12:00:00,4.19,51.15,NE,0.15
2022-06-26 13:00:00,3.49,67.97,E,0.26794871794871794
2022-06-26 14:00:00,2.86,146.97,SE,0.0782051282051282
2022-06-26 15:00:00,3.9,78.62,E,0.26794871794871794
2022-06-26 16:00:00,6.05,64.33,NE,0.15
2022-06-26 17:00:00,5.51,70.82,E,0.26794871794871794
2022-06-26 18:00:00,6.4,75.02,E,0.26794871794871794
2022-06-26 19:00:00,4.5,162.05,S,0.1064102564102564
2022-06-26 20:00:00,3.32,143.23,SE,0.0782051282051282
2022-06-26 21:00:00,2.68,248.55,W,0.1685897435897436
2022-06-26 22:00:00,1.84,278.77,W,0.1685897435897436
2022-06-26 23:00:00,1.26,227.22,SW,0.21987179487179487
2022-06-27 00:00:00,0.98,246.5,SW,0.21987179487179487
2022-06-27 01:00:00,1.24,251.12,W,0.1685897435897436
2022-06-27 02:00:00,0.58,189.22,S,0.1064102564102564
2022-06-27 03:00:00,0.4,264.35,W,0.1685897435897436
2022-06-27 04:00:00,1.17,238.4,SW,0.21987179487179487
2022-06-27 05:00:00,1.62,230.22,SW,0.21987179487179487
2022-06-27 06:00:00,0.85,233.57,SW,0.21987179487179487
2022-06-27 07:00:00,0.9,163.62,S,0.1064102564102564
2022-06-27 08:00:00,1.52,118.77,SE,0.0782051282051282
2022-06-27 09:00:00,3.34,73.47,E,0.26794871794871794
2022-06-27 10:00:00,3.39,61.23,NE,0.15
2022-06-27 11:00:00,3.54,67.15,NE,0.15
2022-06-27 12:00:00,3.85,58.37,NE,0.15
2022-06-27 13:00:00,3.08,64.83,NE,0.15
2022-06-27 14:00:00,4.5,68.55,E,0.26794871794871794
2022-06-27 15:00:00,3.16,65.3,NE,0.15
2022-06-27 16:00:00,3.63,66.52,NE,0.15
2022-06-27 17:00:00,5.48,70.45,E,0.26794871794871794
2022-06-27 18:00:00,4.39,75.25,E,0.26794871794871794
2022-06-27 19:00:00,4.14,113.4,SE,0.0782051282051282
2022-06-27 20:00:00,3.0,153.0,SE,0.0782051282051282
2022-06-27 21:00:00,2.08,171.8,S,0.1064102564102564
2022-06-27 22:00:00,2.07,229.37,SW,0.21987179487179487
2022-06-27 23:00:00,1.47,258.32,W,0.1685897435897436
2022-06-28 00:00:00,0.54,255.92,W,0.1685897435897436
2022-06-28 01:00:00,0.62,230.47,SW,0.21987179487179487
2022-06-28 02:00:00,0.51,258.0,W,0.1685897435897436
2022-06-28 03:00:00,0.6,268.12,W,0.1685897435897436
2022-06-28 04:00:00,0.56,266.78,W,0.1685897435897436
2022-06-28 05:00:00,0.32,235.3,SW,0.21987179487179487
2022-06-28 06:00:00,0.63,76.38,E,0.26794871794871794
2022-06-28 07:00:00,1.0,175.02,S,0.1064102564102564
2022-06-28 08:00:00,2.42,67.27,NE,0.15
2022-06-28 09:00:00,2.91,63.6,NE,0.15
2022-06-28 10:00:00,3.85,62.3,NE,0.15
2022-06-28 11:00:00,4.15,59.87,NE,0.15
2022-06-28 12:00:00,4.45,67.43,NE,0.15
2022-06-28 13:00:00,4.87,66.08,NE,0.15
2022-06-28 14:00:00,5.29,72.02,E,0.26794871794871794
2022-06-28 15:00:00,5.6,74.55,E,0.26794871794871794
2022-06-28 16:00:00,4.96,69.27,E,0.26794871794871794
2022-06-28 17:00:00,5.19,69.32,E,0.26794871794871794
2022-06-28 18:00:00,3.89,109.18,E,0.26794871794871794
2022-06-28 19:00:00,3.87,190.75,S,0.1064102564102564
2022-06-28 20:00:00,3.65,215.12,SW,0.21987179487179487
2022-06-28 21:00:00,3.99,309.02,NW,0.008974358974358974
2022-06-28 22:00:00,3.04,267.7,W,0.1685897435897436
2022-06-28 23:00:00,6.68,245.03,SW,0.21987179487179487
2022-06-29 00:00:00,8.54,245.5,SW,0.21987179487179487
2022-06-29 01:00:00,8.69,232.93,SW,0.21987179487179487
2022-06-29 02:00:00,1.58,163.1,S,0.1064102564102564
2022-06-29 03:00:00,1.02,268.5,W,0.1685897435897436
2022-06-29 04:00:00,0.81,233.83,SW,0.21987179487179487
2022-06-29 05:00:00,0.77,213.58,SW,0.21987179487179487
2022-06-29 06:00:00,0.41,265.67,W,0.1685897435897436
2022-06-29 07:00:00,1.29,174.88,S,0.1064102564102564
2022-06-29 08:00:00,1.69,108.03,E,0.26794871794871794
2022-06-29 09:00:00,1.99,161.65,S,0.1064102564102564
2022-06-29 10:00:00,2.94,98.07,E,0.26794871794871794
2022-06-29 11:00:00,4.01,65.1,NE,0.15
2022-06-29 12:00:00,4.37,71.5,E,0.26794871794871794
2022-06-29 13:00:00,4.72,68.45,E,0.26794871794871794
2022-06-29 14:00:00,4.59,68.32,E,0.26794871794871794
2022-06-29 15:00:00,4.31,65.52,NE,0.15
2022-06-29 16:00:00,4.12,60.27,NE,0.15
2022-06-29 17:00:00,3.55,53.35,NE,0.15
2022-06-29 18:00:00,5.0,52.3,NE,0.15
2022-06-29 19:00:00,4.05,122.45,SE,0.0782051282051282
2022-06-29 20:00:00,3.23,234.43,SW,0.21987179487179487
2022-06-29 21:00:00,3.4,286.57,W,0.1685897435897436
2022-06-29 22:00:00,2.31,228.8,SW,0.21987179487179487
2022-06-29 23:00:00,2.14,256.95,W,0.1685897435897436
2022-06-30 00:00:00,1.32,236.95,SW,0.21987179487179487
2022-06-30 01:00:00,1.24,244.75,SW,0.21987179487179487
2022-06-30 02:00:00,0.49,258.08,W,0.1685897435897436
2022-06-30 03:00:00,0.21,252.25,W,0.1685897435897436
2022-06-30 04:00:00,0.23,275.62,W,0.1685897435897436
2022-06-30 05:00:00,0.3,243.05,SW,0.21987179487179487
2022-06-30 06:00:00,0.35,257.05,W,0.1685897435897436
2022-06-30 07:00:00,0.68,235.32,SW,0.21987179487179487
2022-07-01 00:00:00,0.54,263.92,W,0.1685897435897436
2022-07-01 01:00:00,0.58,250.78,W,0.1685897435897436
2022-07-01 02:00:00,0.75,273.68,W,0.1685897435897436
2022-07-01 03:00:00,0.63,266.9,W,0.1685897435897436
2022-07-01 04:00:00,1.07,250.52,W,0.1685897435897436
2022-07-01 05:00:00,0.52,250.67,W,0.1685897435897436
2022-07-01 06:00:00,0.6,228.22,SW,0.21987179487179487
2022-07-01 07:00:00,1.04,311.38,NW,0.008974358974358974
2022-07-01 08:00:00,1.58,147.18,SE,0.0782051282051282
2022-07-01 09:00:00,2.28,68.3,E,0.26794871794871794
2022-07-01 10:00:00,2.19,68.93,E,0.26794871794871794
2022-07-01 11:00:00,2.45,62.98,NE,0.15
2022-07-01 12:00:00,3.45,56.93,NE,0.15
2022-07-01 13:00:00,3.81,71.97,E,0.26794871794871794
2022-07-01 14:00:00,4.23,65.67,NE,0.15
2022-07-01 15:00:00,5.86,80.15,E,0.26794871794871794
2022-07-01 16:00:00,3.99,71.4,E,0.26794871794871794
2022-07-01 17:00:00,4.64,65.37,NE,0.15
2022-07-01 18:00:00,4.3,64.68,NE,0.15
2022-07-01 19:00:00,2.26,176.37,S,0.1064102564102564
2022-07-01 20:00:00,1.75,249.48,W,0.1685897435897436
2022-07-01 21:00:00,1.18,247.68,W,0.1685897435897436
2022-07-01 22:00:00,1.31,103.37,E,0.26794871794871794
2022-07-01 23:00:00,0.66,177.88,S,0.1064102564102564
2022-07-02 00:00:00,0.47,269.97,W,0.1685897435897436
2022-07-02 01:00:00,0.51,243.1,SW,0.21987179487179487
2022-07-02 02:00:00,0.58,276.85,W,0.1685897435897436
2022-07-02 03:00:00,1.13,246.52,SW,0.21987179487179487
2022-07-02 04:00:00,0.73,252.12,W,0.1685897435897436
2022-07-02 05:00:00,1.44,243.73,SW,0.21987179487179487
2022-07-02 06:00:00,0.55,165.72,S,0.1064102564102564
2022-07-02 07:00:00,0.82,291.42,W,0.1685897435897436
2022-07-02 08:00:00,1.69,64.9,NE,0.15
2022-07-02 09:00:00,2.05,76.53,E,0.26794871794871794
2022-07-02 10:00:00,1.72,146.2,SE,0.0782051282051282
2022-07-02 11:00:00,2.64,59.25,NE,0.15
2022-07-02 12:00:00,3.36,60.38,NE,0.15
2022-07-02 13:00:00,3.39,53.25,NE,0.15
2022-07-02 14:00:00,3.68,72.75,E,0.26794871794871794
2022-07-02 15:00:00,5.83,155.4,SE,0.0782051282051282
2022-07-02 16:00:00,4.01,279.33,W,0.1685897435897436
2022-07-02 17:00:00,4.92,49.2,NE,0.15
2022-07-02 18:00:00,4.0,56.63,NE,0.15
2022-07-02 19:00:00,2.82,82.03,E,0.26794871794871794
2022-07-02 20:00:00,2.86,124.63,SE,0.0782051282051282
2022-07-02 21:00:00,1.8,154.28,SE,0.0782051282051282
2022-07-02 22:00:00,1.07,208.2,SW,0.21987179487179487
2022-07-02 23:00:00,0.81,191.52,S,0.1064102564102564
2022-07-03 00:00:00,0.61,271.4,W,0.1685897435897436
2022-07-03 01:00:00,1.57,252.63,W,0.1685897435897436
2022-07-03 02:00:00,0.7,142.2,SE,0.0782051282051282
2022-07-03 03:00:00,0.7,128.02,SE,0.0782051282051282
2022-07-03 04:00:00,0.26,135.85,SE,0.0782051282051282
2022-07-03 05:00:00,0.59,113.92,SE,0.0782051282051282
2022-07-03 06:00:00,0.72,89.3,E,0.26794871794871794
2022-07-03 07:00:00,1.28,68.93,E,0.26794871794871794
2022-07-03 08:00:00,1.58,68.07,E,0.26794871794871794
2022-07-03 09:00:00,3.05,75.33,E,0.26794871794871794
2022-07-03 10:00:00,3.56,75.33,E,0.26794871794871794
2022-07-03 11:00:00,4.39,69.67,E,0.26794871794871794
2022-07-03 12:00:00,4.27,73.83,E,0.26794871794871794
2022-07-03 13:00:00,4.63,64.68,NE,0.15
2022-07-03 14:00:00,5.43,59.85,NE,0.15
2022-07-03 15:00:00,4.87,70.35,E,0.26794871794871794
2022-07-03 16:00:00,5.25,61.4,NE,0.15
2022-07-03 17:00:00,5.0,47.55,NE,0.15
2022-07-03 18:00:00,3.9,44.92,NE,0.15
2022-07-03 19:00:00,3.66,53.78,NE,0.15
2022-07-03 20:00:00,2.77,218.73,SW,0.21987179487179487
2022-07-03 21:00:00,1.79,268.68,W,0.1685897435897436
2022-07-03 22:00:00,0.49,202.32,S,0.1064102564102564
2022-07-03 23:00:00,0.42,168.27,S,0.1064102564102564
2022-07-04 00:00:00,0.69,249.32,W,0.1685897435897436
2022-07-04 01:00:00,0.74,253.48,W,0.1685897435897436
2022-07-04 02:00:00,0.94,143.73,SE,0.0782051282051282
2022-07-04 03:00:00,0.93,185.58,S,0.1064102564102564
2022-07-04 04:00:00,2.3,233.32,SW,0.21987179487179487
2022-07-04 05:00:00,0.55,269.03,W,0.1685897435897436
2022-07-04 06:00:00,0.81,250.33,W,0.1685897435897436
2022-07-04 07:00:00,1.41,216.38,SW,0.21987179487179487
2022-07-04 08:00:00,2.07,126.73,SE,0.0782051282051282
2022-07-04 09:00:00,2.94,69.37,E,0.26794871794871794
2022-07-04 10:00:00,3.98,67.28,NE,0.15
2022-07-04 11:00:00,4.07,69.07,E,0.26794871794871794
2022-07-04 12:00:00,4.28,64.1,NE,0.15
2022-07-04 13:00:00,5.7,56.8,NE,0.15
2022-07-04 14:00:00,5.61,57.08,NE,0.15
2022-07-04 15:00:00,5.48,54.03,NE,0.15
2022-07-04 16:00:00,5.88,60.87,NE,0.15
2022-07-04 17:00:00,5.58,57.2,NE,0.15
2022-07-04 18:00:00,5.82,65.03,NE,0.15
2022-07-04 19:00:00,3.73,81.23,E,0.26794871794871794
2022-07-04 20:00:00,3.01,196.57,S,0.1064102564102564
2022-07-04 21:00:00,1.55,274.1,W,0.1685897435897436
2022-07-04 22:00:00,1.42,247.87,W,0.1685897435897436
2022-07-04 23:00:00,0.97,269.33,W,0.1685897435897436
2022-07-05 00:00:00,1.14,108.43,E,0.26794871794871794
2022-07-05 01:00:00,0.29,150.23,SE,0.0782051282051282
2022-07-05 02:00:00,0.34,229.27,SW,0.21987179487179487
2022-07-05 03:00:00,2.03,233.68,SW,0.21987179487179487
2022-07-05 04:00:00,0.46,262.02,W,0.1685897435897436
2022-07-05 05:00:00,0.52,238.58,SW,0.21987179487179487
2022-07-05 06:00:00,0.7,246.3,SW,0.21987179487179487
2022-07-05 07:00:00,1.13,280.4,W,0.1685897435897436
2022-07-13 18:00:00,2.5,131.5,SE,0.0782051282051282
2022-07-13 19:00:00,3.49,108.85,E,0.26794871794871794
2022-07-14 13:00:00,5.04,71.92,E,0.26794871794871794
2022-07-14 14:00:00,4.1,73.8,E,0.26794871794871794
2022-07-14 15:00:00,5.15,75.82,E,0.26794871794871794
2022-07-14 16:00:00,4.41,78.3,E,0.26794871794871794
2022-07-14 17:00:00,3.77,76.07,E,0.26794871794871794
2022-07-14 18:00:00,2.75,70.13,E,0.26794871794871794
2022-07-14 19:00:00,1.81,71.25,E,0.26794871794871794
2022-07-14 20:00:00,0.8,75.68,E,0.26794871794871794
2022-07-14 21:00:00,0.72,265.07,W,0.1685897435897436
2022-07-14 22:00:00,0.9,251.1,W,0.1685897435897436
2022-07-14 23:00:00,0.77,249.87,W,0.1685897435897436
2022-07-15 00:00:00,0.56,246.53,SW,0.21987179487179487
2022-07-15 01:00:00,0.35,249.0,W,0.1685897435897436
2022-07-15 02:00:00,0.78,232.93,SW,0.21987179487179487
2022-07-15 03:00:00,0.67,224.5,SW,0.21987179487179487
2022-07-15 04:00:00,0.7,241.73,SW,0.21987179487179487
2022-07-15 05:00:00,0.58,242.25,SW,0.21987179487179487
2022-07-15 06:00:00,0.51,242.77,SW,0.21987179487179487
2022-07-15 07:00:00,0.6,210.73,SW,0.21987179487179487
2022-07-15 08:00:00,1.88,70.13,E,0.26794871794871794
2022-07-15 09:00:00,1.75,57.7,NE,0.15
2022-07-15 10:00:00,2.4,64.48,NE,0.15
2022-07-15 11:00:00,3.08,70.47,E,0.26794871794871794
2022-07-15 12:00:00,3.24,63.45,NE,0.15
2022-07-15 13:00:00,3.15,68.78,E,0.26794871794871794
2022-07-15 14:00:00,3.84,74.92,E,0.26794871794871794
2022-07-15 15:00:00,3.97,58.12,NE,0.15
2022-07-15 16:00:00,4.02,73.02,E,0.26794871794871794
2022-07-15 17:00:00,4.22,70.7,E,0.26794871794871794
2022-07-15 18:00:00,3.49,62.6,NE,0.15
2022-07-15 19:00:00,3.14,77.37,E,0.26794871794871794
2022-07-15 20:00:00,2.49,153.17,SE,0.0782051282051282
2022-07-15 21:00:00,1.95,242.27,SW,0.21987179487179487
2022-07-15 22:00:00,1.77,244.57,SW,0.21987179487179487
2022-07-15 23:00:00,2.68,239.05,SW,0.21987179487179487
2022-07-16 00:00:00,1.65,242.93,SW,0.21987179487179487
2022-07-16 01:00:00,0.45,277.82,W,0.1685897435897436
2022-07-16 02:00:00,0.7,255.07,W,0.1685897435897436
2022-07-16 03:00:00,0.46,247.75,W,0.1685897435897436
2022-07-16 04:00:00,0.65,242.18,SW,0.21987179487179487
2022-07-16 05:00:00,0.52,246.18,SW,0.21987179487179487
2022-07-16 06:00:00,0.55,252.92,W,0.1685897435897436
2022-07-16 07:00:00,0.65,198.22,S,0.1064102564102564
2022-07-16 08:00:00,1.29,87.68,E,0.26794871794871794
2022-07-16 09:00:00,1.94,63.73,NE,0.15
2022-07-16 10:00:00,2.33,54.43,NE,0.15
2022-07-16 11:00:00,2.76,62.78,NE,0.15
2022-07-16 12:00:00,3.01,66.05,NE,0.15
2022-07-16 13:00:00,4.01,69.02,E,0.26794871794871794
2022-07-16 14:00:00,4.01,70.3,E,0.26794871794871794
2022-07-16 15:00:00,3.77,71.35,E,0.26794871794871794
2022-07-16 16:00:00,3.45,65.42,NE,0.15
2022-07-16 17:00:00,3.37,65.98,NE,0.15
2022-07-16 18:00:00,2.66,71.83,E,0.26794871794871794
2022-07-16 19:00:00,2.17,52.08,NE,0.15
2022-07-16 20:00:00,1.73,252.4,W,0.1685897435897436
2022-07-16 21:00:00,2.32,239.52,SW,0.21987179487179487
2022-07-16 22:00:00,2.45,243.63,SW,0.21987179487179487
2022-07-16 23:00:00,2.06,247.6,W,0.1685897435897436
2022-07-17 00:00:00,1.71,246.78,SW,0.21987179487179487
2022-07-17 01:00:00,0.53,238.58,SW,0.21987179487179487
2022-07-17 02:00:00,0.2,247.93,W,0.1685897435897436
2022-07-17 03:00:00,0.8,273.37,W,0.1685897435897436
2022-07-17 04:00:00,0.55,253.47,W,0.1685897435897436
2022-07-17 05:00:00,0.27,224.0,SW,0.21987179487179487
2022-07-17 06:00:00,0.3,230.08,SW,0.21987179487179487
2022-07-17 07:00:00,0.93,105.6,E,0.26794871794871794
2022-07-17 08:00:00,1.29,95.13,E,0.26794871794871794
2022-07-17 09:00:00,1.72,65.62,NE,0.15
2022-07-17 10:00:00,2.6,116.35,SE,0.0782051282051282
2022-07-17 11:00:00,2.59,179.87,S,0.1064102564102564
2022-07-17 12:00:00,2.37,137.07,SE,0.0782051282051282
2022-07-17 13:00:00,4.86,75.87,E,0.26794871794871794
2022-07-17 14:00:00,5.41,71.48,E,0.26794871794871794
2022-07-17 15:00:00,4.86,57.77,NE,0.15
2022-07-17 16:00:00,4.96,39.47,NE,0.15
2022-07-17 17:00:00,5.2,77.38,E,0.26794871794871794
2022-07-17 18:00:00,4.36,73.18,E,0.26794871794871794
2022-07-17 19:00:00,4.4,67.8,E,0.26794871794871794
2022-07-17 20:00:00,2.07,80.18,E,0.26794871794871794
2022-07-17 21:00:00,1.9,208.82,SW,0.21987179487179487
2022-07-17 22:00:00,0.73,252.82,W,0.1685897435897436
2022-07-17 23:00:00,0.34,275.37,W,0.1685897435897436
2022-07-18 00:00:00,0.45,217.2,SW,0.21987179487179487
2022-07-18 01:00:00,0.9,235.1,SW,0.21987179487179487
2022-07-18 02:00:00,1.75,223.3,SW,0.21987179487179487
2022-07-18 03:00:00,3.64,215.98,SW,0.21987179487179487
2022-07-18 04:00:00,1.68,217.12,SW,0.21987179487179487
2022-07-18 05:00:00,1.55,122.17,SE,0.0782051282051282
2022-07-18 06:00:00,1.14,133.77,SE,0.0782051282051282
2022-07-18 07:00:00,2.25,156.17,SE,0.0782051282051282
2022-07-18 08:00:00,2.94,217.23,SW,0.21987179487179487
2022-07-18 09:00:00,2.47,124.62,SE,0.0782051282051282
2022-07-18 10:00:00,3.62,234.68,SW,0.21987179487179487
2022-07-18 11:00:00,3.49,124.17,SE,0.0782051282051282
2022-07-18 12:00:00,5.29,65.48,NE,0.15
2022-07-18 13:00:00,5.38,68.3,E,0.26794871794871794
2022-07-18 14:00:00,5.42,70.88,E,0.26794871794871794
2022-07-18 15:00:00,5.36,60.87,NE,0.15
2022-07-18 16:00:00,6.41,68.08,E,0.26794871794871794
2022-07-18 17:00:00,6.53,75.93,E,0.26794871794871794
2022-07-18 18:00:00,5.63,85.78,E,0.26794871794871794
2022-07-18 19:00:00,5.15,128.45,SE,0.0782051282051282
2022-07-18 20:00:00,3.64,136.7,SE,0.0782051282051282
2022-07-18 21:00:00,2.4,201.27,S,0.1064102564102564
2022-07-18 22:00:00,0.9,260.43,W,0.1685897435897436
2022-07-18 23:00:00,0.65,265.5,W,0.1685897435897436
2022-07-19 00:00:00,0.58,138.57,SE,0.0782051282051282
2022-07-19 01:00:00,1.17,102.83,E,0.26794871794871794
2022-07-19 02:00:00,1.63,71.68,E,0.26794871794871794
2022-07-19 03:00:00,0.76,245.22,SW,0.21987179487179487
2022-07-19 04:00:00,1.21,249.72,W,0.1685897435897436
2022-07-19 05:00:00,1.42,195.15,S,0.1064102564102564
2022-07-19 06:00:00,0.78,93.13,E,0.26794871794871794
2022-07-19 07:00:00,2.07,69.58,E,0.26794871794871794
2022-07-19 08:00:00,1.86,60.23,NE,0.15
2022-07-19 09:00:00,2.79,63.55,NE,0.15
2022-07-19 10:00:00,3.82,66.98,NE,0.15
2022-07-19 11:00:00,4.51,71.35,E,0.26794871794871794
2022-07-19 12:00:00,4.7,69.47,E,0.26794871794871794
2022-07-19 13:00:00,4.81,61.27,NE,0.15
2022-07-19 14:00:00,5.83,71.08,E,0.26794871794871794
2022-07-19 15:00:00,5.33,72.22,E,0.26794871794871794
2022-07-19 16:00:00,6.08,71.67,E,0.26794871794871794
2022-07-19 17:00:00,5.02,50.13,NE,0.15
2022-07-19 18:00:00,4.88,75.05,E,0.26794871794871794
2022-07-19 19:00:00,3.39,89.18,E,0.26794871794871794
2022-07-19 20:00:00,3.13,224.83,SW,0.21987179487179487
2022-07-19 21:00:00,1.78,269.1,W,0.1685897435897436
2022-07-19 22:00:00,0.92,247.78,W,0.1685897435897436
2022-07-19 23:00:00,0.79,257.77,W,0.1685897435897436
2022-07-20 00:00:00,0.92,254.87,W,0.1685897435897436
2022-07-20 01:00:00,0.79,244.93,SW,0.21987179487179487
2022-07-20 02:00:00,0.42,245.05,SW,0.21987179487179487
2022-07-20 03:00:00,0.85,253.62,W,0.1685897435897436
2022-07-20 04:00:00,0.57,244.38,SW,0.21987179487179487
2022-07-20 05:00:00,0.56,249.63,W,0.1685897435897436
2022-07-20 06:00:00,0.67,246.7,SW,0.21987179487179487
2022-07-20 07:00:00,0.86,191.92,S,0.1064102564102564
2022-07-20 08:00:00,1.49,69.98,E,0.26794871794871794
2022-07-20 09:00:00,2.58,67.08,NE,0.15
2022-07-20 10:00:00,4.36,70.42,E,0.26794871794871794
2022-07-20 11:00:00,5.11,68.67,E,0.26794871794871794
2022-07-20 12:00:00,4.62,75.55,E,0.26794871794871794
2022-07-20 13:00:00,4.51,75.92,E,0.26794871794871794
2022-07-20 14:00:00,3.36,95.17,E,0.26794871794871794
2022-07-20 15:00:00,4.41,79.68,E,0.26794871794871794
2022-07-20 16:00:00,5.37,69.28,E,0.26794871794871794
2022-07-20 17:00:00,4.08,74.42,E,0.26794871794871794
2022-07-20 18:00:00,4.2,46.93,NE,0.15
2022-07-20 19:00:00,2.79,83.68,E,0.26794871794871794
2022-07-20 20:00:00,2.47,289.3,W,0.1685897435897436
2022-07-20 21:00:00,1.85,276.3,W,0.1685897435897436
2022-07-20 22:00:00,1.06,251.53,W,0.1685897435897436
2022-07-20 23:00:00,0.46,249.92,W,0.1685897435897436
2022-07-21 00:00:00,0.19,226.0,SW,0.21987179487179487
2022-07-21 01:00:00,0.81,240.75,SW,0.21987179487179487
2022-07-21 02:00:00,0.7,250.17,W,0.1685897435897436
2022-07-21 03:00:00,0.56,251.97,W,0.1685897435897436
2022-07-21 04:00:00,0.91,242.5,SW,0.21987179487179487
2022-07-21 05:00:00,0.74,246.77,SW,0.21987179487179487
2022-07-21 06:00:00,0.48,247.83,W,0.1685897435897436
2022-07-21 07:00:00,0.52,241.83,SW,0.21987179487179487
2022-07-21 08:00:00,0.72,115.33,SE,0.0782051282051282
2022-07-21 09:00:00,2.29,69.2,E,0.26794871794871794
2022-07-21 10:00:00,2.97,71.4,E,0.26794871794871794
2022-07-21 11:00:00,3.01,72.9,E,0.26794871794871794
2022-07-21 12:00:00,3.65,64.05,NE,0.15
2022-07-21 13:00:00,3.31,57.78,NE,0.15
2022-07-21 14:00:00,4.28,69.55,E,0.26794871794871794
2022-07-21 15:00:00,4.87,67.17,NE,0.15
2022-07-21 16:00:00,5.24,75.68,E,0.26794871794871794
2022-07-21 17:00:00,3.26,81.28,E,0.26794871794871794
2022-07-21 18:00:00,1.8,75.08,E,0.26794871794871794
2022-07-21 19:00:00,2.47,118.58,SE,0.0782051282051282
2022-07-21 20:00:00,2.04,291.6,W,0.1685897435897436
2022-07-21 21:00:00,1.59,253.18,W,0.1685897435897436
2022-07-21 22:00:00,0.82,278.87,W,0.1685897435897436
2022-07-21 23:00:00,1.05,264.33,W,0.1685897435897436
2022-07-22 00:00:00,1.51,244.6,SW,0.21987179487179487
2022-07-22 01:00:00,1.72,247.68,W,0.1685897435897436
2022-07-22 02:00:00,0.68,244.0,SW,0.21987179487179487
2022-07-22 03:00:00,0.88,248.52,W,0.1685897435897436
2022-07-22 04:00:00,0.62,217.65,SW,0.21987179487179487
2022-07-22 05:00:00,0.4,253.57,W,0.1685897435897436
2022-07-22 06:00:00,0.55,245.05,SW,0.21987179487179487
2022-07-22 07:00:00,0.34,267.9,W,0.1685897435897436
2022-07-22 08:00:00,0.72,93.43,E,0.26794871794871794
2022-07-22 09:00:00,1.85,68.72,E,0.26794871794871794
2022-07-22 10:00:00,1.83,63.93,NE,0.15
2022-07-22 11:00:00,2.54,66.33,NE,0.15
2022-07-22 12:00:00,1.82,84.87,E,0.26794871794871794
2022-07-22 13:00:00,2.84,58.47,NE,0.15
2022-07-22 14:00:00,4.0,67.05,NE,0.15
2022-07-22 15:00:00,3.9,60.82,NE,0.15
2022-07-22 16:00:00,4.35,59.53,NE,0.15
2022-07-22 17:00:00,3.9,57.53,NE,0.15
2022-07-22 18:00:00,4.02,63.25,NE,0.15
2022-07-22 19:00:00,2.97,112.22,E,0.26794871794871794
2022-07-22 20:00:00,2.08,181.15,S,0.1064102564102564
2022-07-22 21:00:00,0.56,199.73,S,0.1064102564102564
2022-07-22 22:00:00,0.55,266.97,W,0.1685897435897436
2022-07-22 23:00:00,0.4,223.63,SW,0.21987179487179487
2022-07-23 00:00:00,0.95,102.53,E,0.26794871794871794
