,no2_aemv,no2_wemv,ox_aemv,ox_wemv,temperature,humidity,pressure,pm_10,pm_2_5,pm_1_0,co,o3_ppb,no2_ppb,no2pluso3_ppb,co_μg/m3
2022-04-02 00:00:00,227.0,228.0,231.0,239.0,18.246943,42.5708,998.8099,48.0,31.0,14.0,202.0,-21.54635633615323,51.369863013698634,29.823506677545403,233.29002882693283
2022-04-02 01:00:00,227.0,228.0,230.0,240.0,17.679167,44.8663625,998.8739,64.0,41.5,19.5,201.0,-20.945162537037838,54.79452054794521,34.686735088246664,232.5462878798429
2022-04-02 02:00:00,227.0,229.0,231.0,240.0,16.924168,47.319256,998.9863,87.0,57.0,27.0,194.0,-26.613561214411476,58.21917808219178,31.605616867780306,225.1620583104897
2022-04-02 03:00:00,227.0,231.0,230.5,239.0,16.800415,49.3731025,999.3224749999999,85.5,56.0,27.0,229.5,-36.38296045003651,65.06849315068493,25.765448533516555,267.11669107255346
2022-04-02 04:00:00,227.0,232.0,231.0,240.0,14.731666,56.43316,1000.0032,80.0,52.0,25.0,261.0,-42.83505818697128,68.4931506849315,25.658092497960226,305.5008278498835
2022-04-02 05:00:00,229.0,232.5,233.5,240.5,16.025557,50.1392675,1000.51151,84.0,55.0,26.0,300.5,-42.47004766607979,61.64383561643836,20.79486408725898,350.4755163009336
2022-04-02 06:00:00,228.0,226.0,233.0,239.0,18.300556,39.07216,1000.864,75.0,49.0,23.0,184.0,-22.93124919482974,47.945205479452056,24.799244213509684,212.95404050426396
2022-04-02 07:00:00,227.0,226.5,231.0,237.0,18.843196,38.3383385,1000.839845,84.5,55.0,26.0,205.5,-22.93124919482974,47.945205479452056,25.013956284622317,237.66094213453198
2022-04-02 08:00:00,229.0,227.0,232.0,239.0,20.115835,34.160427,1001.2271,44.0,29.0,13.0,187.0,-16.47915145789496,44.52054794520548,29.501438570876452,215.32108127743928
2022-04-02 09:00:00,226.5,225.5,230.0,238.5,20.41236,32.92646,1001.4846,62.0,40.5,19.5,252.0,-12.925666680980804,44.52054794520548,32.43011122085283,289.7542507013239
2022-04-02 10:00:00,228.0,225.0,231.0,240.0,21.87,29.91436,1001.24304,86.0,57.0,27.0,218.0,-8.015201614634776,44.52054794520548,36.5053463305707,248.93854628390025
2022-04-02 11:00:00,225.5,226.0,228.5,239.5,21.6983345,30.7251255,1001.310875,57.0,36.5,17.0,263.5,-4.683943831322206,51.369863013698634,44.97359041525314,301.5753192778001
2022-04-02 12:00:00,226.0,227.0,230.0,241.0,21.51361,31.674452,1000.95953,55.0,36.0,16.0,285.0,-13.760896637608962,58.21917808219178,42.04921200669901,326.20758926601377
2022-04-02 13:00:00,225.5,228.0,229.5,242.5,21.394862000000003,33.9640435,1000.61703,106.5,69.0,32.5,254.0,-9.737192424958133,58.21917808219178,49.63069523768626,290.19428557749677
2022-04-02 14:00:00,226.0,235.0,229.0,248.0,18.708055,52.051052,1000.9079,128.0,83.0,40.0,311.0,-30.553527719328404,82.19178082191782,57.43547902263065,359.39757283493697
2022-04-02 15:00:00,227.0,231.5,232.0,244.0,18.4699995,50.937146999999996,1000.7102,152.5,99.5,46.5,338.0,-33.613174732683476,66.78082191780823,35.008803194915615,390.7032190696813
2022-04-02 16:00:00,227.0,228.0,232.0,241.0,19.098053,40.006783,1000.64386,100.0,66.0,32.0,221.0,-21.911366857044705,51.369863013698634,32.958302915789915,255.00997977993603
2022-04-02 17:00:00,226.0,230.0,230.0,243.0,18.185972,43.974488,1000.9802549999999,120.5,79.0,38.5,220.5,-23.843775497058445,65.06849315068493,40.33366255850903,254.66479983752726
2022-04-02 18:00:00,226.0,230.0,230.0,241.0,17.016947,45.185764,1001.7211,104.0,67.0,32.0,225.0,-26.796066474857223,61.64383561643836,34.955125177137454,261.82261019757294
2022-04-02 19:00:00,226.5,230.0,230.0,241.0,16.5741665,44.4238815,1002.348975,100.5,65.5,31.5,251.5,-30.714561772662865,61.64383561643836,31.712972903336624,293.24337758481295
2022-04-02 20:00:00,227.0,229.0,231.0,239.0,16.18111,43.077175,1002.9986,97.0,63.0,29.0,263.0,-36.20045518959076,61.64383561643836,25.443380426847597,307.25402959900475
2022-04-02 21:00:00,227.0,231.0,231.0,238.0,14.7241675,47.008898,1003.01337,120.0,78.5,37.5,323.0,-43.253746725640916,65.06849315068493,19.22746596813673,378.78173532244625
2022-04-02 22:00:00,227.0,231.0,231.0,239.0,15.518337,45.065918,1003.0007,86.0,55.0,26.0,243.0,-34.81556233091425,65.06849315068493,23.98333834328166,284.5005501537952
2022-04-02 23:00:00,227.0,228.0,231.0,238.0,15.483334249999999,41.484767500000004,1003.33723,52.0,33.5,15.0,219.5,-29.56585219221025,54.79452054794521,25.22866835573496,257.21762576769765
2022-04-03 00:00:00,227.0,229.0,231.0,241.0,14.441945,49.331245,1003.3009,141.0,93.0,45.0,181.0,-28.180959333533732,58.21917808219178,33.173014986902565,212.77192716577235
2022-04-03 01:00:00,227.0,229.0,231.0,239.0,14.1284725,49.214965,1003.4667999999999,141.0,92.5,44.5,184.5,-32.19070726156225,58.21917808219178,26.903422510413534,217.11352650701713
2022-04-03 02:00:00,227.0,229.0,231.0,238.0,13.884723,47.20375,1003.6351,77.0,50.0,24.0,199.0,-34.45055181002276,58.21917808219178,23.768626272169023,234.50399459266472
2022-04-03 03:00:00,227.0,229.0,231.0,238.0,13.331249499999998,47.434652,1004.00586,95.5,62.5,30.0,168.5,-32.8831536909005,58.21917808219178,24.49864731395199,198.8688262545345
2022-04-03 04:00:00,227.0,231.0,231.0,239.0,12.798055,50.265163,1004.47894,141.0,93.0,45.0,190.0,-37.95035856915876,65.06849315068493,25.443380426847597,224.7813606906451
2022-04-03 05:00:00,227.0,229.0,232.0,240.0,12.9749995,47.727416500000004,1005.359925,117.5,77.5,37.5,170.0,-28.180959333533732,58.21917808219178,26.796066474857216,201.24661942351273
2022-04-03 06:00:00,227.0,229.0,231.0,240.0,12.766943,48.72027,1006.1452,140.0,91.0,44.0,166.0,-28.180959333533732,58.21917808219178,30.03821874865805,196.93993586478308
2022-04-03 07:00:00,228.0,228.0,232.0,238.0,15.003612,41.629257,1006.6589,45.0,29.0,14.0,187.0,-32.518143170009026,51.369863013698634,20.52647399836819,219.8228774275343
2022-04-03 08:00:00,226.0,225.0,231.0,237.0,15.500558,37.085667,1007.3493,99.0,65.0,31.0,153.0,-19.796452956585224,47.945205479452056,28.148752522866832,179.93002074196127
2022-04-03 09:00:00,227.0,226.5,231.5,240.0,16.2733345,34.64041,1007.5724,106.5,70.0,34.0,163.5,-18.502812728131584,47.945205479452056,32.01356980289431,191.69586331133488
2022-04-03 10:00:00,227.0,225.0,231.0,238.0,17.39667,30.919407,1007.7214,74.0,48.0,23.0,177.0,-14.729248078326968,44.52054794520548,29.501438570876452,207.15334025211857
2022-04-03 11:00:00,226.0,226.0,230.0,239.0,17.889726,31.1465935,1007.672075,79.0,50.5,23.5,234.5,-19.195259157469838,49.657534246575345,33.58096792201657,273.60372830463274
2022-04-03 12:00:00,227.0,225.0,231.0,239.0,19.099443,30.236572,1007.0077,81.0,52.0,25.0,247.0,-10.392064241851681,44.52054794520548,31.605616867780306,287.6699268653596
2022-04-03 13:00:00,225.5,225.5,229.0,240.0,19.0445835,30.1418865,1006.76785,123.0,81.5,39.5,159.0,-8.73341349250655,49.657534246575345,40.065272469618236,184.6412368608287
2022-04-03 14:00:00,227.0,228.0,230.0,241.0,18.515,30.231283,1006.661,101.0,66.0,32.0,201.0,-15.459269120109939,54.79452054794521,39.335251427835274,234.36188699030313
2022-04-03 15:00:00,226.0,227.5,230.0,241.5,18.905139,31.0107015,1006.74613,96.0,63.0,30.5,194.5,-13.800618370764813,54.79452054794521,40.95632756473569,225.87134022774708
2022-04-03 16:00:00,226.0,228.0,229.0,242.0,18.633333,31.933296,1007.05597,78.0,51.0,24.0,231.0,-12.506978142311162,58.21917808219178,42.792115772748744,268.6653932825566
2022-04-03 17:00:00,226.0,229.0,230.0,241.0,18.0980585,35.006605,1007.71631,74.0,48.5,23.0,275.0,-24.954910465066348,58.21917808219178,34.79409112380298,321.27172962856525
2022-04-03 18:00:00,226.0,228.0,230.0,238.0,17.495552,32.868164,1008.97156,69.0,45.0,21.0,264.0,-29.748357452655988,58.21917808219178,28.363464593979472,308.4873832516431
2022-04-03 19:00:00,226.0,228.0,230.0,238.0,16.4415305,34.1040715,1010.2071000000001,74.5,48.5,22.5,255.0,-29.748357452655988,58.21917808219178,28.470820629535794,299.7398228437672
2022-04-03 20:00:00,226.0,229.0,230.0,239.0,15.786388,36.669815,1011.126,82.0,53.0,25.0,272.0,-31.498260832223995,61.64383561643836,30.145574784214364,320.59659248329604
2022-04-03 21:00:00,226.0,229.0,230.0,238.0,15.147223499999999,38.2866345,1011.84125,60.0,39.0,19.0,235.0,-34.541804440245635,59.93150684931507,27.01077854596985,277.80146394691053
2022-04-03 22:00:00,226.0,229.0,230.0,238.0,14.691944,39.49018,1012.5664,58.0,38.0,18.0,295.0,-34.45055181002276,61.64383561643836,23.768626272169023,350.0941704018934
