,no2_aemv,no2_wemv,ox_aemv,ox_wemv,temperature,humidity,pressure,pm_10,pm_2_5,pm_1_0,co,o3_ppb,no2_ppb,no2pluso3_ppb,co_μg/m3
2022-04-21 16:00:00,229.0,232.0,234.0,237.0,16.455833,69.3721,1013.0445,87.0,51.0,21.0,381.0,-54.826727358612104,58.21917808219178,5.067204878258252,449.07453295154914
2022-04-21 17:00:00,229.0,231.5,233.0,237.0,15.8651385,69.8031525,1012.8683149999999,77.5,46.0,19.0,340.5,-53.441834499935595,61.64383561643836,7.3646240391634805,402.3115679294772
2022-04-21 18:00:00,229.0,232.0,233.0,237.5,15.546112,68.015555,1013.1165000000001,53.5,32.0,13.0,338.5,-50.307038261691076,61.64383561643836,11.33679735474728,400.27850459031066
2022-04-21 19:00:00,229.0,233.0,233.0,236.0,15.639166,70.836465,1013.330925,76.5,46.0,18.5,557.5,-62.33628204577661,66.78082191780823,4.444539872031605,659.9672659149535
2022-04-21 20:00:00,229.0,234.0,234.0,237.0,15.106666,73.60892,1013.3546,76.0,45.0,19.0,664.0,-69.48082621204965,68.4931506849315,0.6870786275604388,786.5514834660926
2022-04-21 21:00:00,230.0,234.0,235.0,236.0,15.0159725,74.247298,1013.046535,90.0,54.5,22.0,789.5,-69.99076738094216,65.06849315068493,-4.229827800918969,935.1095500854547
2022-04-21 22:00:00,229.0,233.0,234.0,235.0,14.327778,76.69908,1012.8698,85.0,50.0,20.0,529.0,-67.73092283248164,65.06849315068493,-2.6624296817967092,627.9819175184031
2022-04-21 23:00:00,229.0,230.5,233.0,233.0,13.631387,81.734365,1012.7228749999999,88.0,51.5,20.5,378.0,-59.528921715978875,58.21917808219178,-1.3097436337870931,449.97533841716904
2022-04-22 00:00:00,230.0,231.0,234.0,233.0,14.228054,80.94032,1012.3929,113.0,67.0,27.0,450.0,-64.23111607334565,58.21917808219178,-4.551895907587927,534.3710928475042
2022-04-22 01:00:00,229.0,229.0,233.0,231.0,13.7036105,84.662067,1011.5325,117.5,68.0,26.5,376.0,-59.1639111950874,51.369863013698634,-6.119294026710179,446.7885283970777
2022-04-22 02:00:00,229.0,230.0,233.0,231.0,13.569446,88.623505,1011.4336,131.0,76.0,29.0,384.0,-60.91381457465539,54.79452054794521,-6.119294026710179,456.01206328749913
2022-04-22 03:00:00,229.0,230.0,233.0,230.5,13.4393065,87.845875,1010.848295,125.0,72.0,27.5,369.5,-62.48121269377765,54.79452054794521,-9.254090264954698,439.0629974955792
2022-04-22 04:00:00,230.0,230.0,233.0,231.0,13.964722,87.709526,1011.07196,141.0,83.0,33.0,442.0,-60.91381457465539,54.79452054794521,-9.146734229398369,524.1459819425471
2022-04-22 05:00:00,229.5,230.0,234.0,231.0,13.8997225,97.550145,1010.6008,143.0,82.5,32.0,381.5,-62.48121269377765,53.08219178082192,-8.524069223171729,453.74079771741714
2022-04-22 06:00:00,231.0,230.0,234.0,230.0,14.303055,95.63509,1010.97473,167.0,98.0,38.0,429.0,-60.73130931420965,47.945205479452056,-11.036200455189594,508.9599505961531
2022-04-22 07:00:00,230.5,229.5,234.0,230.5,14.6675005,92.27338499999999,1011.01625,145.0,85.0,33.0,392.5,-58.890153304418774,47.945205479452056,-11.143556490745912,464.8101214358095
2022-04-22 08:00:00,231.0,230.0,236.0,232.0,16.845001,77.4722,1010.9944,135.0,79.0,31.0,370.0,-52.71181345815262,41.09589041095891,-7.794048181388767,437.87587677634986
2022-04-22 09:00:00,229.5,227.5,233.0,234.5,16.9086125,70.06426250000001,1010.36402,85.0,50.5,20.0,292.5,-37.82153132649118,46.23287671232877,7.504186885386693,343.6810812317524
2022-04-22 10:00:00,232.0,230.0,235.0,238.0,18.35389,65.06193,1009.9796,78.0,46.0,18.0,294.0,-31.970627388671794,44.52054794520548,12.045347189418987,343.16886072768983
2022-04-22 11:00:00,231.0,230.0,234.5,239.5,18.358611,67.340401,1009.124605,80.0,48.0,19.5,329.5,-25.974792802851383,46.23287671232877,17.176965689011038,384.66949739003536
2022-04-22 12:00:00,231.0,231.0,235.0,243.0,18.811111,68.64432,1008.7933,79.0,48.0,20.0,340.0,-32.8831536909005,54.79452054794521,20.63383003392451,395.85303181878146
2022-04-22 13:00:00,228.0,230.5,233.0,242.0,18.34847,70.73623,1008.066215,72.0,43.5,18.0,299.0,-33.758105380684505,58.21917808219178,26.173401468630566,347.7700196856573
2022-04-22 14:00:00,230.0,233.0,234.0,245.0,18.694447,71.42158,1007.1363,54.0,33.0,14.0,296.0,-29.930862713101735,58.21917808219178,31.712972903336624,344.6244743006457
2022-04-22 15:00:00,229.0,231.5,233.0,243.5,18.9386125,73.08132499999999,1006.7530750000001,51.0,31.0,13.0,280.5,-30.805814402885737,63.35616438356165,32.55034998067591,325.805442240524
2022-04-22 16:00:00,229.0,233.0,233.0,245.0,18.564726,77.050186,1006.4401,54.0,32.0,13.0,294.0,-31.68076609266973,65.06849315068493,33.495083093571516,342.078296884453
2022-04-22 17:00:00,228.0,233.0,233.0,245.0,17.876944,77.5859475,1006.05462,60.5,36.5,14.5,304.5,-34.12311590157599,68.4931506849315,34.955125177137454,354.22477025105576
2022-04-22 18:00:00,228.0,234.0,233.0,246.0,16.902502,83.96069,1006.3689,82.0,49.0,20.0,287.0,-36.56546571048225,68.4931506849315,35.06248121269377,335.4570994449277
2022-04-22 19:00:00,229.0,233.5,233.0,243.0,17.202222499999998,81.590008,1006.18912,92.5,55.5,22.5,314.0,-41.960106497187276,66.78082191780823,26.3881135397432,366.95928209858596
2022-04-22 20:00:00,229.0,234.0,233.0,243.0,16.573608,85.09839,1005.921,122.0,72.0,29.0,325.0,-44.58496156653927,68.4931506849315,25.658092497960226,380.21490331085806
2022-04-22 21:00:00,229.0,233.0,233.0,242.5,16.310835,86.7476525,1005.78403,121.5,70.5,28.0,337.0,-46.753553484776916,66.78082191780823,24.090694378837977,394.6802848888385
2022-04-22 22:00:00,229.0,233.0,233.0,237.0,14.7908325,91.11166,1005.4519,116.0,68.0,27.0,354.0,-60.07643749731611,68.4931506849315,8.309357152059086,416.7515352802193
2022-04-22 23:00:00,229.0,233.0,233.0,235.5,14.39166925,91.610705,1005.479415,112.5,66.0,25.5,422.5,-60.768883926654354,65.06849315068493,4.337183836475283,497.7206766788131
2022-04-23 00:00:00,229.0,231.0,232.0,234.0,13.728889,91.43438,1005.22797,104.0,62.0,25.0,340.0,-51.691931120367585,58.21917808219178,6.527246961824197,401.5733568941213
2022-04-23 01:00:00,229.0,230.0,232.0,231.0,13.581946,92.387697,1005.0907500000001,133.5,77.0,30.0,359.5,-57.77901833641088,54.79452054794521,-2.9308197706875063,425.13034701933407
2022-04-23 02:00:00,229.0,230.0,233.0,232.0,12.785276,96.53695,1004.94696,119.0,69.0,27.0,335.0,-60.91381457465539,54.79452054794521,-4.444539872031605,396.74417604030884
2022-04-23 03:00:00,229.0,230.0,233.0,230.5,12.7401385,97.81438750000001,1004.8967299999999,132.0,76.0,29.5,319.0,-60.91381457465539,54.79452054794521,-6.956671104049473,377.88321624758476
2022-04-23 04:00:00,230.0,231.0,233.0,231.0,12.727498,96.24216,1004.7744,105.0,62.0,24.0,286.0,-59.528921715978875,54.79452054794521,-4.659251943144248,338.4320348939306
2022-04-23 05:00:00,231.0,231.0,234.0,231.0,13.4447235,93.342485,1004.935765,122.5,72.5,28.0,490.5,-65.43350367157643,54.79452054794521,-10.091467342293988,578.8523391398194
2022-04-23 06:00:00,231.0,232.0,234.0,232.0,14.404446,89.500084,1005.5677,139.0,81.0,32.0,410.0,-60.91381457465539,54.79452054794521,-6.226650062266508,482.6305168490737
2022-04-23 07:00:00,231.5,231.0,235.5,234.0,16.258193,77.55055,1005.515785,143.5,84.0,34.0,440.5,-55.75535706617426,49.657534246575345,-7.0103491218276375,515.7177776457131
2022-04-23 08:00:00,231.0,229.0,235.0,235.0,17.179998,71.36401,1005.56866,123.0,73.0,30.0,366.0,-49.21200669901662,44.52054794520548,1.3956284622321462,426.7639545906407
2022-04-23 09:00:00,230.5,228.5,234.5,235.0,19.117084499999997,61.781848,1005.43765,97.5,59.0,24.0,335.5,-40.68256967406708,42.8082191780822,4.637780736032976,388.62776723549155
2022-04-23 10:00:00,232.0,230.0,234.0,240.0,19.775276,56.148273,1005.31226,52.0,31.0,13.0,293.0,-26.06604543307425,44.52054794520548,21.879160046377805,339.0595688715305
2022-04-23 11:00:00,230.0,226.0,235.5,236.0,22.54222,46.8804395,1005.16095,35.0,21.5,9.0,310.0,-31.25241551080002,34.24657534246575,9.17464679864302,354.17609426980914
2022-04-23 12:00:00,230.0,221.0,232.0,231.0,23.062782,41.331596,1004.83234,23.0,14.0,6.0,219.0,-14.911753338772705,30.82191780821918,25.013956284622317,249.44066502219528
2022-04-23 13:00:00,227.0,225.0,230.0,236.0,23.9944435,41.9493935,1004.53355,27.5,16.0,6.5,301.5,-19.209215442092162,49.657534246575345,30.240048095503926,343.0477043346222
2022-04-23 14:00:00,226.0,235.0,229.0,248.0,20.674442,70.224365,1004.1822,49.0,29.0,12.0,348.0,-26.010220294584965,82.19178082191782,57.856314682011416,401.25653570103077
2022-04-23 15:00:00,227.5,234.0,231.0,246.0,21.0577735,63.2760545,1004.23725,43.5,26.5,11.0,306.0,-27.409069437883804,71.91780821917808,42.42925237256838,352.68976022574327
2022-04-23 16:00:00,229.0,235.0,233.0,245.0,21.744997,62.07647,1004.1748,49.0,30.0,12.0,308.0,-38.942328337699145,71.91780821917808,32.97547988147894,353.4846642956389
2022-04-23 17:00:00,228.0,234.0,231.5,244.5,20.234863500000003,69.753663,1004.350955,52.5,31.5,13.0,327.0,-37.66264439386783,71.91780821917808,33.23528148752523,377.4109901596195
2022-04-23 18:00:00,227.0,234.0,232.0,242.0,18.836668,73.97043,1005.09375,55.0,33.0,14.0,377.0,-46.15235968566153,71.91780821917808,27.440202688195114,435.8201782919148
2022-04-23 19:00:00,228.0,235.0,232.5,238.5,18.161806,77.89111199999999,1005.65995,61.5,37.0,15.0,500.0,-65.32614763602011,75.34246575342466,12.603598574311839,582.3222699996372
2022-04-23 20:00:00,229.0,233.0,233.0,236.0,17.41889,76.16056,1006.07935,50.0,30.0,12.0,509.0,-61.64383561643836,68.4931506849315,6.849315068493148,593.8542236551247
2022-04-23 21:00:00,229.0,230.0,233.0,235.5,17.729863,66.47363,1006.10902,28.5,17.0,7.0,357.0,-46.80723150255508,54.79452054794521,7.987289045390135,416.3692484424678
2022-04-23 22:00:00,228.0,229.0,232.0,233.0,17.16,64.79373,1006.4093,29.0,17.0,7.0,356.0,-54.826727358612104,58.21917808219178,3.4998067591359927,416.16863158880795
2022-04-23 23:00:00,228.0,231.0,232.0,232.5,17.282502,75.471193,1006.5971,99.0,58.5,24.0,561.5,-58.92772791686349,61.64383561643836,1.0950315626744498,655.6776093649664
2022-04-24 00:00:00,228.0,232.0,232.0,233.0,15.13611,78.0851,1006.61206,66.0,39.0,16.0,574.0,-64.59612659423713,65.06849315068493,0.47236655644779546,675.3694759694822
2022-04-24 01:00:00,228.5,230.5,233.0,234.0,14.817083,76.58253500000001,1006.86655,42.0,25.0,10.5,380.5,-56.39412547773436,58.21917808219179,3.6071627946923144,448.3287659590109
2022-04-24 02:00:00,228.0,230.0,232.0,232.0,15.1630535,74.85097,1007.1723,41.0,24.0,10.0,325.0,-57.961523596856615,58.21917808219178,1.7176965689011041,382.5634980672385
2022-04-24 03:00:00,228.0,231.0,232.0,233.0,14.234860999999999,81.138905,1007.22632,48.0,28.5,11.5,331.0,-59.71142697642462,61.64383561643836,1.9324086400137404,391.0014739140729
2022-04-24 04:00:00,229.0,232.0,233.0,233.0,13.893609,82.59451,1007.1477,50.0,29.0,11.0,371.0,-59.71142697642462,61.64383561643836,-1.3097436337870931,438.3859974428279
2022-04-24 05:00:00,230.0,229.0,234.0,231.5,14.825277,88.258435,1007.7732149999999,77.5,45.5,18.5,304.0,-55.84660969639714,47.945205479452056,-6.119294026710186,357.5221763448575
2022-04-24 06:00:00,230.0,228.0,234.0,230.0,16.110277,81.681854,1007.9464,74.0,44.0,18.0,290.0,-54.09670631682913,44.52054794520548,-9.576158371623649,340.5640415740581
2022-04-24 07:00:00,230.5,227.0,234.0,229.5,17.244305500000003,76.65780000000001,1008.09343,77.0,45.5,18.0,291.5,-50.59689955769314,37.67123287671233,-9.576158371623652,341.722104373893
2022-04-24 08:00:00,233.0,227.0,235.0,230.0,19.568329,63.212296,1007.93427,77.0,46.0,19.0,325.0,-43.77979129986688,30.82191780821918,-10.005582513848932,377.38165981591766
2022-04-24 09:00:00,231.0,227.5,234.5,232.5,21.198472,57.311441,1007.74647,93.5,56.0,23.5,362.5,-40.40881178339846,41.09589041095891,-0.7987289045390114,417.7992987665243
2022-04-24 10:00:00,230.0,224.0,232.0,231.0,23.850555,47.218018,1007.4657,82.0,49.0,21.0,375.0,-29.958775282346373,30.82191780821918,8.803194915618153,428.6619578639297
2022-04-24 11:00:00,232.0,223.0,234.5,235.0,25.296669,38.261148500000004,1007.195815,30.0,17.5,7.0,250.5,-9.023274788508612,23.972602739726028,13.868252673165284,284.84208794009146
2022-04-24 12:00:00,227.0,225.0,230.0,238.0,25.311668,42.61328,1006.7499,33.0,20.0,8.0,210.0,-8.51118649890497,44.52054794520548,35.56490745909735,239.4522911809642
2022-04-24 13:00:00,226.0,228.0,229.0,242.0,24.515694500000002,47.101765,1006.19115,32.0,19.5,8.0,338.5,-9.97337570318204,59.93150684931507,48.54210503714519,385.4187910645644
2022-04-24 14:00:00,227.0,231.0,230.0,246.0,23.332222,57.712784,1005.7771,34.0,20.0,8.0,327.0,-18.07016790483962,65.06849315068493,50.422982780091886,374.72582890139023
2022-04-24 15:00:00,227.5,232.5,230.5,246.0,22.5784725,60.9672985,1006.0115049999999,41.0,25.0,10.0,325.5,-24.052046206037723,66.78082191780823,45.460986816678826,373.1205047788315
2022-04-24 16:00:00,228.0,232.0,232.0,243.0,22.525002,58.042454,1005.62,33.0,20.0,8.0,292.0,-28.36346459397948,61.64383561643836,35.689440460342674,334.58322280761905
2022-04-24 17:00:00,227.0,230.0,230.5,240.0,21.2508325,60.390856,1005.643015,31.5,18.0,7.0,299.0,-31.994245716494188,63.35616438356165,31.97706875080516,344.7716448912286
2022-04-24 18:00:00,228.0,233.0,231.0,243.0,19.43778,67.34966,1006.06714,32.0,19.0,8.0,287.0,-36.56546571048225,68.4931506849315,33.495083093571516,332.69333988458686
2022-04-24 19:00:00,228.0,234.0,232.0,239.0,19.539721,67.762383,1006.33462,41.0,24.5,10.0,565.5,-58.691544638639584,71.91780821917808,14.170996693434095,654.9759354309901
2022-04-24 20:00:00,228.0,234.0,232.0,237.0,18.371393,75.42901,1006.55164,47.0,29.0,12.0,533.0,-58.691544638639584,71.91780821917808,11.65886546141624,620.156471758594
2022-04-24 21:00:00,229.0,235.0,233.0,237.0,18.178747,73.103613,1006.642075,40.0,24.0,9.5,535.0,-65.65358354446687,71.91780821917808,6.1192940267101825,623.2362226123378
2022-04-24 22:00:00,229.0,233.0,233.0,236.0,17.633055,75.74794,1006.6073,46.0,27.0,11.0,471.0,-59.893932236870356,65.06849315068493,5.174560913814574,549.7682014404004
2022-04-24 23:00:00,228.0,232.0,233.0,234.0,17.509862499999997,78.52516299999999,1006.3548499999999,52.5,31.0,13.0,477.0,-61.461330355992615,65.06849315068493,3.5534847769141535,557.1971366087421
2022-04-25 00:00:00,229.0,231.0,233.0,234.0,16.683613,80.20058,1005.9781,47.0,28.0,11.0,353.0,-56.394125477734356,58.21917808219178,1.8250526044574258,412.89370858681644
2022-04-25 01:00:00,229.0,230.0,233.0,232.0,16.6247215,79.40207000000001,1005.672485,41.5,24.5,10.0,280.5,-57.08657190707262,54.79452054794521,-0.5797225920041242,328.2554628899075
2022-04-25 02:00:00,229.0,230.0,233.0,232.0,16.24861,82.95757,1005.50433,54.0,33.0,13.0,325.0,-57.77901833641088,54.79452054794521,-2.984497788465667,380.7261069607137
2022-04-25 03:00:00,229.0,229.5,233.0,232.0,15.994443,83.707615,1005.4451,49.0,28.5,11.5,271.5,-55.33666852750463,53.08219178082192,-2.254476746682702,317.99272083618644
2022-04-25 04:00:00,229.0,229.0,232.0,230.0,15.831663,89.510826,1005.8458,63.0,37.0,15.0,289.0,-57.77901833641088,54.79452054794521,-3.091853824021996,339.12388544099264
2022-04-25 05:00:00,230.0,230.0,234.0,232.0,16.262639,84.934477,1005.4488,55.0,32.0,13.0,289.0,-56.12036758706575,51.369863013698634,-4.712929960922406,338.991412927207
2022-04-25 06:00:00,230.0,228.0,235.0,231.0,17.914724,79.57975,1005.9983,65.0,39.0,16.0,303.0,-52.71181345815262,44.52054794520548,-9.68351440717997,352.3626741983543
2022-04-25 07:00:00,230.0,227.0,234.0,233.0,18.1751385,77.254085,1006.1656499999999,73.0,43.5,17.5,302.5,-42.24996779318934,41.09589041095891,1.2882724266758316,351.27881968606346
2022-04-25 08:00:00,231.0,227.0,235.0,232.0,21.121391,63.160698,1006.05133,77.0,46.0,19.0,332.0,-44.64078670502857,37.67123287671233,-7.909992699789591,383.0501092832804
2022-04-25 09:00:00,229.5,227.5,233.5,234.0,21.508891,59.400295,1005.87055,63.5,38.0,16.0,329.5,-41.76579207283034,44.52054794520548,4.736548288744787,378.6028739850207
2022-04-25 10:00:00,230.0,225.0,234.0,235.0,23.225832,52.912136,1005.61914,36.0,21.0,9.0,312.0,-21.887748529222318,34.24657534246575,6.81496113711513,356.73417933831996
2022-04-25 11:00:00,228.5,227.0,232.0,238.0,23.306251500000002,52.4133565,1005.37783,41.5,24.5,10.0,282.0,-19.613947696139476,44.52054794520548,24.906600249066003,322.03398397428475
2022-04-25 12:00:00,228.0,228.0,229.0,240.0,22.3525,58.36651,1005.0958,38.0,23.0,9.0,298.0,-17.26070339674496,54.79452054794521,39.13771632241164,338.94825418614994
2022-04-25 13:00:00,227.5,229.0,232.0,239.5,23.665694000000002,57.347643000000005,1004.6295500000001,34.5,20.0,8.0,285.5,-30.178855155236832,56.50684931506849,28.623266200025764,325.83310956353034
2022-04-25 14:00:00,228.0,230.0,231.0,241.0,23.926666,55.97141,1004.1267,31.0,18.0,7.0,277.0,-24.498647313951995,58.21917808219178,33.79997423455146,316.03801782631916
2022-04-25 15:00:00,226.0,229.0,230.0,240.0,23.6326405,59.507553,1003.98038,29.0,17.0,7.0,288.5,-25.542147979559424,58.21917808219178,35.26860480096191,328.93920492942084
2022-04-25 16:00:00,228.0,231.0,232.0,242.0,23.274166,60.291016,1004.0212,36.0,21.0,9.0,328.0,-29.748357452655988,61.64383561643836,33.28037102245888,374.043614975573
2022-04-25 17:00:00,227.5,231.0,231.0,241.5,21.2248615,67.905517,1004.4693,35.0,20.5,8.5,321.0,-31.05380684502083,65.06849315068493,34.0146863056641,369.0688350682666
2022-04-25 18:00:00,228.0,231.0,232.0,240.0,20.340555,65.482124,1005.1854,34.0,20.0,8.0,319.0,-32.8831536909005,61.64383561643836,25.336024391291282,368.01125269271944
2022-04-25 19:00:00,228.0,233.0,232.0,240.0,20.2580575,64.20528,1005.816835,34.5,20.5,8.5,422.0,-49.104650663460305,68.4931506849315,20.22587709881049,487.4080488345278
2022-04-25 20:00:00,228.0,234.0,232.0,237.0,18.883059,70.91525,1006.18176,38.0,23.0,9.0,442.0,-58.87404989908534,71.91780821917808,13.3336196160948,513.1867238607008
2022-04-25 21:00:00,228.0,234.0,232.0,237.0,18.477502,73.60479000000001,1006.2513,42.5,25.0,10.0,563.0,-64.96113711512861,71.91780821917808,7.010349121827623,653.5127946858373
2022-04-25 22:00:00,229.0,234.0,233.0,236.0,18.521667,73.97933,1006.6113,49.0,30.0,12.0,565.0,-67.91342809292739,68.4931506849315,0.5797225920041171,657.0933526620233
2022-04-25 23:00:00,228.0,231.0,232.5,234.0,17.6372215,75.776108,1006.551065,35.0,20.5,8.5,388.5,-57.36032979774124,61.64383561643836,4.283505818697122,453.3323353237565
2022-04-26 00:00:00,228.0,231.0,232.0,234.0,17.06,77.89776,1006.54114,35.0,21.0,8.0,355.0,-56.57663073818011,61.64383561643836,5.067204878258252,414.98681977550314
2022-04-26 01:00:00,229.0,230.5,233.5,233.0,16.818194499999997,78.7415925,1006.533535,37.5,22.5,9.5,378.5,-61.09631983510113,58.21917808219178,-4.498217889809766,442.3834718649837
2022-04-26 02:00:00,228.0,228.0,232.0,231.0,16.161665,74.731064,1006.58075,28.0,17.0,6.0,291.0,-51.32692059947611,51.369863013698634,0.042942414222522984,341.1463955998545
2022-04-26 03:00:00,228.0,229.5,232.0,232.0,15.1945835,66.94527500000001,1006.758865,15.0,8.5,3.0,287.5,-54.64422209816637,54.79452054794521,1.8250526044574222,338.1986847080455
2022-04-26 04:00:00,229.0,233.0,233.0,234.0,15.714445,69.96593,1007.2231,29.0,18.0,7.0,513.0,-64.59612659423713,65.06849315068493,2.039764675570055,602.743629829972
2022-04-26 05:00:00,231.0,233.0,235.0,235.0,16.7388885,66.3487125,1007.513925,39.5,24.0,10.0,706.0,-62.66371795422339,58.21917808219178,-3.6071627946923215,827.6726668268143
2022-04-26 06:00:00,232.0,226.0,236.0,233.0,19.60972,42.077583,1008.01245,8.0,4.0,2.0,363.0,-40.46248980117662,23.972602739726028,-14.716365354060205,421.16512666228647
2022-04-26 07:00:00,230.5,221.0,233.0,227.0,23.1351385,33.2390405,1008.0337549999999,4.0,2.0,0.5,200.0,-25.455189590758792,20.547945205479454,-5.047880791858118,229.5760257604657
2022-04-26 08:00:00,230.0,220.0,233.0,229.0,25.72667,30.914469,1008.0039,4.0,2.0,0.0,208.0,-16.769012753897027,20.547945205479454,1.5845750848112665,237.3271426291216
2022-04-26 09:00:00,227.5,221.0,231.0,231.0,26.2515275,31.7380775,1007.916825,7.0,4.0,1.0,261.5,-7.350667754541165,27.397260273972606,16.689569287585346,296.6670320057202
2022-04-26 10:00:00,227.0,224.0,231.0,235.0,26.906387,31.990261,1007.6543,10.0,6.0,2.0,364.0,-13.91978357023233,37.67123287671233,23.75144930648,412.3692288327629
2022-04-26 11:00:00,225.5,225.0,229.0,238.5,26.4295845,31.381931,1007.5470250000001,10.5,6.0,2.0,356.0,-4.931936273457297,46.23287671232877,41.25692446429338,403.5286762489661
2022-04-26 12:00:00,228.0,224.0,230.0,240.0,26.90861,27.340767,1007.41113,7.0,4.0,1.0,312.0,5.333447846437918,41.09589041095891,43.29454201915231,353.525370284896
2022-04-26 13:00:00,226.0,225.0,228.0,240.0,26.710557,27.3851855,1006.812225,8.0,4.5,1.5,301.0,3.7402842787821458,49.657534246575345,55.47945205479452,340.8530933901975
2022-04-26 14:00:00,226.0,228.0,228.0,244.0,26.499998,31.89434,1006.48914,12.0,7.0,3.0,350.0,-3.4160690514020753,61.64383561643836,54.803109030789706,396.13443520033036
2022-04-26 15:00:00,226.0,229.5,229.0,246.0,26.2123635,35.552626000000004,1006.446785,17.5,10.5,4.0,417.0,-6.759135998625847,65.06849315068493,57.942199510456476,472.07957833734974
2022-04-26 16:00:00,226.0,229.0,229.0,247.0,25.943335,38.00545,1006.2352,23.0,13.0,5.0,386.0,-9.606218061579424,68.4931506849315,58.88693262335208,437.6268768477296
2022-04-26 17:00:00,226.0,231.5,229.0,245.0,25.223751999999998,39.913155,1006.336225,24.0,14.0,5.5,420.0,-21.817967106110707,71.91780821917808,50.31992098595783,477.7888250023279
2022-04-26 18:00:00,226.0,234.0,230.0,246.0,23.145279,48.6687,1007.1381,30.0,18.0,7.0,495.0,-32.72426675827717,78.76712328767124,46.04285652939407,567.1071096048078
2022-04-26 19:00:00,226.5,239.0,231.0,243.5,21.663749,55.691719,1007.61652,34.0,20.0,8.0,881.0,-68.74651092884443,94.17808219178082,27.143900030059683,1014.2583767589326
2022-04-26 20:00:00,228.0,239.0,232.0,242.0,20.120277,61.931614,1008.0303,42.0,24.0,10.0,820.0,-67.44106153647958,89.04109589041096,19.925280199252782,949.7468444415531
2022-04-26 21:00:00,228.5,238.0,233.0,241.5,19.6241665,64.51366200000001,1008.342875,42.5,26.0,11.0,684.5,-67.9510027053721,82.19178082191782,14.385708764546735,794.3218887279181
2022-04-26 22:00:00,229.0,237.0,233.0,240.0,19.355553,64.884,1008.65344,44.0,26.0,11.0,712.0,-66.89354575514237,78.76712328767124,10.413535448962946,827.3043613046317
2022-04-26 23:00:00,228.0,234.0,233.0,237.0,19.0018045,69.94056,1008.85275,60.0,36.0,15.0,658.0,-63.30248636578349,70.20547945205479,6.902993086271312,768.6368082275785
2022-04-27 00:00:00,229.0,232.0,233.0,236.0,17.359447,72.080376,1008.92175,51.0,31.0,13.0,482.0,-61.64383561643836,65.06849315068493,6.634602997380512,564.0395371565352
2022-04-27 01:00:00,228.5,231.0,233.0,235.0,17.656527,71.02414250000001,1009.171385,50.0,30.0,13.0,377.0,-53.259329239489844,58.21917808219178,4.959848842701938,441.00129419859053
2022-04-27 02:00:00,228.0,231.0,233.0,234.0,17.086945,78.968506,1009.6338,61.0,36.0,15.0,360.0,-59.528921715978875,61.64383561643836,0.3650105208914809,422.0637662777615
2022-04-27 03:00:00,229.0,233.0,233.0,237.5,16.940555500000002,80.1016175,1009.81,51.5,31.0,13.0,383.0,-58.32653411774811,65.06849315068493,7.686692145832438,449.06699923181185
2022-04-27 04:00:00,229.0,234.0,233.0,235.0,16.486668,88.271454,1010.4488,69.0,42.0,18.0,595.0,-67.91342809292739,68.4931506849315,0.5797225920041171,699.8433518408209
2022-04-27 05:00:00,232.0,234.0,236.5,235.5,17.2322215,86.487045,1011.0999850000001,75.0,46.0,19.0,850.0,-69.80826212049641,59.93150684931507,-9.039378193842058,998.5184588571167
2022-04-27 06:00:00,232.0,232.0,236.0,234.0,18.893333,76.54004,1011.5803,69.0,41.0,17.0,568.0,-60.73130931420965,51.369863013698634,-10.821488384076957,662.9842208747729
2022-04-27 07:00:00,231.5,230.5,236.0,234.0,20.023888,70.885175,1011.6192000000001,66.0,40.5,16.5,527.0,-57.47949499720875,46.23287671232877,-11.399063855369956,611.0930320858106
2022-04-27 08:00:00,229.0,229.0,233.0,235.0,20.195,67.096405,1011.75946,57.0,34.0,15.0,367.0,-50.33495083093572,54.79452054794521,6.634602997380512,426.7791932288892
2022-04-27 09:00:00,232.0,227.0,235.0,233.5,23.4490275,51.7521415,1011.6773000000001,43.5,26.0,10.5,395.0,-37.49624253875554,34.24657534246575,-0.5968995576931331,454.27298211357504
2022-04-27 10:00:00,229.0,226.0,234.0,236.0,23.75111,49.068848,1011.12524,28.0,17.0,7.0,396.0,-25.022544767466833,34.24657534246575,14.561772662859106,453.7984099725231
2022-04-27 11:00:00,227.0,225.5,231.5,238.5,24.6437485,48.1288775,1010.9646749999999,27.5,16.0,7.0,345.0,-19.35199896938206,44.52054794520548,25.16210761369004,395.2301351127882
2022-04-27 12:00:00,227.0,226.0,231.0,239.0,24.74222,43.40568,1010.53235,27.0,16.0,7.0,385.0,-10.784987331987816,44.52054794520548,38.905827285609995,440.4278661358283
2022-04-27 13:00:00,226.5,228.5,230.5,242.0,24.4623615,45.38615,1010.25855,30.5,17.5,7.5,371.0,-13.6696440073861,58.21917808219178,42.837205307682396,424.52549384307474
2022-04-27 14:00:00,227.0,229.0,230.0,245.0,24.22889,48.817978,1009.7263,30.0,18.0,7.0,344.0,-14.125907158500448,65.06849315068493,50.94258599218448,393.47854375931394
2022-04-27 15:00:00,228.0,232.0,231.0,247.5,23.928751,50.537245,1009.56187,34.0,20.5,9.0,367.5,-15.37982565379826,65.06849315068493,50.158886932623346,420.68268113574277
2022-04-27 16:00:00,227.0,233.0,230.0,247.0,23.562222,53.999187,1009.3265,31.0,19.0,8.0,322.0,-14.935371666595108,68.4931506849315,52.823463735131185,369.38895022471115
