,Dew Point (C),H2S (ppb),NO2 (ppb),Humidity (%),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C),windspeed,direction,wind direction
2022-07-16 04:00:00,12.91,19.85,47.29,32.89,24.29,3.29,3.92,5.96,24.91,0.65,242.18,SW
2022-07-16 05:00:00,13.47,23.31,51.17,38.38,15.17,3.57,4.3,6.89,24.21,0.52,246.18,SW
2022-07-16 06:00:00,14.38,26.26,55.77,45.74,0.5,3.92,4.75,7.46,23.75,0.55,252.92,W
2022-07-16 07:00:00,15.4,32.93,58.46,44.91,4.23,4.77,6.34,14.75,24.08,0.65,198.22,S
2022-07-16 08:00:00,17.43,26.94,63.91,32.93,17.61,7.63,10.69,28.78,24.72,1.29,87.68,E
2022-07-16 09:00:00,17.6,14.95,57.74,16.14,20.66,7.58,9.06,16.13,26.67,1.94,63.73,NE
2022-07-16 10:00:00,17.28,0.66,45.91,11.24,29.57,8.9,11.07,21.28,30.22,2.33,54.43,NE
2022-07-16 11:00:00,18.97,0.02,44.16,5.41,56.34,4.61,6.17,17.37,32.78,2.76,62.78,NE
2022-07-16 12:00:00,18.52,0.0,37.03,1.32,65.47,3.5,5.11,17.96,35.43,3.01,66.05,NE
2022-07-16 13:00:00,19.54,1.11,36.35,6.07,74.28,3.19,4.57,14.83,36.91,4.01,69.02,E
2022-07-16 14:00:00,19.64,8.92,34.79,8.91,74.47,2.64,3.71,9.89,37.85,4.01,70.3,E
2022-07-16 15:00:00,17.56,1.85,29.37,2.43,78.92,2.21,3.05,7.57,38.58,3.77,71.35,E
2022-07-16 16:00:00,15.47,0.0,24.8,2.93,77.62,2.02,2.64,5.81,39.28,3.45,65.42,NE
2022-07-16 17:00:00,12.49,0.0,20.31,3.77,77.66,1.74,2.16,4.52,39.38,3.37,65.98,NE
2022-07-16 18:00:00,13.81,16.93,23.46,23.84,69.98,1.77,2.19,4.24,38.35,2.66,71.83,E
2022-07-16 19:00:00,13.99,17.05,26.02,24.17,66.82,2.06,2.53,4.99,36.62,2.17,52.08,NE
2022-07-16 20:00:00,11.86,17.01,25.24,28.94,54.11,2.48,3.06,6.0,34.64,1.73,252.4,W
2022-07-16 21:00:00,12.48,31.4,29.97,43.15,32.94,2.59,3.36,6.75,32.3,2.32,239.52,SW
2022-07-16 22:00:00,11.29,14.64,30.0,26.17,53.25,2.22,2.83,5.31,30.88,2.45,243.63,SW
2022-07-16 23:00:00,10.25,5.2,28.76,17.56,62.28,2.01,2.46,4.43,30.41,2.06,247.6,W
2022-07-17 00:00:00,9.75,5.38,28.48,22.31,52.05,2.11,2.56,4.3,30.0,1.71,246.78,SW
2022-07-17 01:00:00,10.7,17.42,31.89,39.97,23.15,2.41,2.88,4.42,29.15,0.53,238.58,SW
2022-07-17 02:00:00,11.96,33.32,36.95,43.85,12.71,2.81,3.38,5.14,28.1,0.2,247.93,CALM
2022-07-17 03:00:00,12.41,31.82,40.67,39.05,12.0,3.49,4.15,6.49,26.91,0.8,273.37,W
2022-07-17 04:00:00,12.18,22.18,41.97,37.69,16.6,3.45,4.05,6.21,26.12,0.55,253.47,W
2022-07-17 05:00:00,13.94,36.71,48.91,45.92,4.85,3.94,4.56,6.31,25.54,0.27,224.0,CALM
2022-07-17 06:00:00,15.34,40.42,54.87,44.8,1.5,4.21,4.94,7.07,25.06,0.3,230.08,CALM
2022-07-17 07:00:00,17.27,39.62,61.54,38.96,11.12,3.89,4.56,6.88,25.19,0.93,105.6,E
2022-07-17 08:00:00,17.88,20.7,59.08,28.15,18.82,3.93,4.65,7.39,26.53,1.29,95.13,E
2022-07-17 09:00:00,17.66,2.42,49.64,13.67,33.36,3.99,4.86,9.08,29.34,1.72,65.62,NE
2022-07-17 10:00:00,17.26,0.0,39.32,0.71,49.69,3.86,4.6,8.17,33.02,2.6,116.35,SE
2022-07-17 11:00:00,16.15,0.0,30.61,0.0,61.89,4.02,4.75,8.2,36.18,2.59,179.87,S
2022-07-17 12:00:00,15.88,0.0,26.25,0.06,68.62,3.74,4.41,7.02,38.69,2.37,137.07,SE
2022-07-17 13:00:00,16.5,14.33,27.87,16.67,75.78,3.85,4.61,8.57,38.43,4.86,75.87,E
2022-07-17 14:00:00,16.89,12.41,30.85,20.85,75.58,3.78,4.52,8.33,36.9,5.41,71.48,E
2022-07-17 15:00:00,17.36,20.92,30.07,25.55,68.27,3.9,4.65,8.77,37.94,4.86,57.77,NE
2022-07-17 16:00:00,17.06,11.68,31.17,21.99,72.83,3.96,4.72,8.88,36.9,4.96,39.47,NE
2022-07-17 17:00:00,16.5,10.45,28.99,15.76,81.87,3.93,4.62,8.09,37.56,5.2,77.38,E
2022-07-17 18:00:00,17.66,31.34,33.53,32.61,66.07,5.97,6.76,10.43,36.28,4.36,73.18,E
2022-07-17 19:00:00,19.01,46.22,41.77,40.06,60.59,4.08,4.84,8.89,33.85,4.4,67.8,E
2022-07-17 20:00:00,19.04,34.72,47.13,37.63,48.4,4.42,5.27,9.11,31.71,2.07,80.18,E
2022-07-17 21:00:00,18.44,24.37,47.66,30.88,50.07,4.47,5.26,9.27,30.84,1.9,208.82,SW
2022-07-17 22:00:00,18.58,26.74,50.58,50.71,9.95,4.76,5.59,9.28,29.95,0.73,252.82,W
2022-07-17 23:00:00,18.49,24.85,52.73,56.61,1.33,4.9,5.68,8.42,29.13,0.34,275.37,CALM
2022-07-18 00:00:00,18.73,20.57,55.07,49.6,3.72,4.9,5.65,8.28,28.64,0.45,217.2,CALM
2022-07-18 01:00:00,16.6,5.46,49.34,14.46,40.08,4.42,5.04,7.51,28.32,0.9,235.1,SW
2022-07-18 02:00:00,13.79,0.0,40.52,0.0,57.94,3.62,4.16,5.9,28.51,1.75,223.3,SW
2022-07-18 03:00:00,12.14,0.0,37.09,0.0,67.98,3.42,3.94,6.08,28.17,3.64,215.98,SW
2022-07-18 04:00:00,11.89,0.0,37.43,0.15,71.16,3.34,3.82,5.83,27.73,1.68,217.12,SW
2022-07-18 05:00:00,12.69,4.39,40.69,12.39,60.95,4.2,4.77,6.75,27.23,1.55,122.17,SE
2022-07-18 06:00:00,15.14,19.21,48.08,23.75,51.86,4.82,5.47,7.95,27.08,1.14,133.77,SE
2022-07-18 07:00:00,14.47,5.75,45.67,17.17,46.99,4.3,5.07,8.79,27.23,2.25,156.17,SE
2022-07-18 08:00:00,10.26,0.0,34.07,1.46,55.05,2.38,3.17,7.07,27.54,2.94,217.23,SW
2022-07-18 09:00:00,9.26,0.0,30.43,1.96,60.76,2.42,3.07,6.36,28.29,2.47,124.62,SE
2022-07-18 10:00:00,10.19,0.0,27.43,0.58,71.18,2.78,3.41,6.89,31.19,3.62,234.68,SW
2022-07-18 11:00:00,10.66,0.0,24.31,0.68,77.98,3.25,3.9,7.91,33.88,3.49,124.17,SE
2022-07-18 12:00:00,11.6,2.52,25.49,11.64,81.22,3.24,4.0,8.63,34.17,5.29,65.48,NE
2022-07-18 13:00:00,12.38,6.15,26.16,15.58,81.2,3.48,4.22,9.25,34.6,5.38,68.3,E
2022-07-18 14:00:00,13.78,17.53,27.94,22.3,78.37,3.78,4.53,8.78,35.05,5.42,70.88,E
2022-07-18 15:00:00,14.88,19.17,29.44,24.69,71.43,4.08,4.86,8.87,35.4,5.36,60.87,NE
2022-07-18 16:00:00,15.3,22.56,31.57,24.96,74.1,4.18,4.98,9.26,34.62,6.41,68.08,E
2022-07-18 17:00:00,14.28,12.47,31.21,19.37,73.75,3.53,4.31,8.32,33.65,6.53,75.93,E
2022-07-18 18:00:00,14.56,19.75,32.87,21.46,73.31,3.53,4.38,8.53,33.07,5.63,85.78,E
2022-07-18 19:00:00,15.86,32.87,39.62,29.88,65.34,3.81,4.84,9.1,31.24,5.15,128.45,SE
2022-07-18 20:00:00,16.34,29.52,46.48,34.12,56.8,3.78,4.88,9.47,28.98,3.64,136.7,SE
2022-07-18 21:00:00,16.51,29.06,50.15,32.89,49.49,3.89,5.14,10.56,27.85,2.4,201.27,S
2022-07-18 22:00:00,15.92,16.36,50.05,30.66,36.06,4.56,5.63,9.57,27.23,0.9,260.43,W
2022-07-18 23:00:00,15.01,10.6,49.17,31.3,26.64,4.44,5.45,9.06,26.54,0.65,265.5,W
2022-07-19 00:00:00,16.18,19.2,53.92,33.44,28.52,4.82,5.86,9.52,26.26,0.58,138.57,SE
2022-07-19 01:00:00,15.5,2.73,51.38,13.61,51.94,4.13,5.02,8.55,26.33,1.17,102.83,E
2022-07-19 02:00:00,14.91,0.44,50.85,10.15,57.92,3.39,4.21,7.35,25.87,1.63,71.68,E
2022-07-19 03:00:00,14.43,1.1,51.02,10.29,53.55,3.37,4.2,6.93,25.29,0.76,245.22,SW
2022-07-19 04:00:00,15.45,8.0,56.11,15.07,52.99,3.09,4.14,7.94,24.8,1.21,249.72,W
2022-07-19 05:00:00,15.46,7.71,56.51,16.01,47.38,3.02,4.07,8.2,24.71,1.42,195.15,S
2022-07-19 06:00:00,16.65,14.06,61.38,22.59,35.85,3.65,4.66,7.91,24.59,0.78,93.13,E
2022-07-19 07:00:00,16.98,11.55,62.39,29.12,23.6,4.18,5.56,11.67,24.65,2.07,69.58,E
2022-07-19 08:00:00,16.35,3.32,58.49,17.71,30.36,4.25,5.72,11.8,25.08,1.86,60.23,NE
2022-07-19 09:00:00,16.81,2.3,58.09,19.16,34.67,4.25,5.93,13.71,25.67,2.79,63.55,NE
2022-07-19 10:00:00,16.47,0.11,52.35,9.89,47.06,3.61,5.15,12.31,27.09,3.82,66.98,NE
2022-07-19 11:00:00,16.18,0.0,44.74,2.35,57.14,3.56,5.09,13.0,29.45,4.51,71.35,E
2022-07-19 12:00:00,15.6,0.0,41.74,2.64,63.44,3.37,4.71,12.12,30.04,4.7,69.47,E
2022-07-19 13:00:00,16.67,3.5,43.83,13.48,62.59,3.62,5.04,14.37,30.38,4.81,61.27,NE
2022-07-19 14:00:00,17.14,3.25,44.7,11.9,67.56,3.61,4.72,10.56,30.53,5.83,71.08,E
2022-07-19 15:00:00,17.09,0.29,40.17,6.5,71.55,4.62,5.77,11.36,32.35,5.33,72.22,E
2022-07-19 16:00:00,17.81,6.38,41.33,12.19,70.59,4.74,5.69,10.53,32.66,6.08,71.67,E
2022-07-19 17:00:00,16.59,1.54,39.27,8.38,70.18,4.29,5.11,8.73,32.23,5.02,50.13,NE
2022-07-19 18:00:00,15.34,0.05,36.99,6.21,77.55,4.51,5.28,8.77,31.85,4.88,75.05,E
2022-07-19 19:00:00,14.91,1.96,37.65,14.76,64.71,4.46,5.27,9.43,31.05,3.39,89.18,E
2022-07-19 20:00:00,13.72,3.73,38.34,19.58,55.94,3.96,4.77,9.23,29.38,3.13,224.83,SW
2022-07-19 21:00:00,13.46,11.35,41.25,29.17,42.04,4.23,5.1,9.75,27.84,1.78,269.1,W
2022-07-19 22:00:00,13.85,14.48,44.2,28.52,42.6,5.19,6.04,9.43,27.08,0.92,247.78,W
2022-07-19 23:00:00,12.87,8.97,42.96,30.35,26.81,4.23,5.05,8.38,26.49,0.79,257.77,W
2022-07-20 00:00:00,12.18,8.27,43.32,31.99,21.19,4.02,4.91,8.66,25.59,0.92,254.87,W
2022-07-20 01:00:00,11.2,2.33,42.44,21.98,34.75,2.16,2.74,5.17,24.84,0.79,244.93,SW
2022-07-20 02:00:00,11.0,4.43,43.14,25.26,28.13,2.02,2.54,4.51,24.34,0.42,245.05,CALM
2022-07-20 03:00:00,12.39,15.87,49.07,30.66,24.44,3.07,3.71,6.33,23.73,0.85,253.62,W
2022-07-20 04:00:00,13.5,20.94,55.14,33.79,19.74,3.36,4.0,6.2,23.0,0.57,244.38,SW
2022-07-20 05:00:00,13.84,18.65,57.76,38.12,12.67,3.32,4.0,6.28,22.6,0.56,249.63,W
2022-07-20 06:00:00,12.8,9.03,54.47,42.58,2.9,2.98,3.79,6.39,22.44,0.67,246.7,SW
2022-07-20 07:00:00,14.05,24.15,57.01,37.89,5.37,3.59,4.65,8.96,23.03,0.86,191.92,S
2022-07-20 08:00:00,14.39,11.19,54.08,25.48,18.79,3.78,5.32,12.82,24.27,1.49,69.98,E
2022-07-20 09:00:00,15.34,6.52,50.94,24.81,26.36,4.21,6.28,17.83,26.34,2.58,67.08,NE
2022-07-20 10:00:00,16.48,2.9,46.55,10.3,47.97,3.47,5.07,14.93,29.09,4.36,70.42,E
2022-07-20 11:00:00,16.1,0.28,42.59,4.13,60.84,2.9,4.1,12.12,30.23,5.11,68.67,E
2022-07-20 12:00:00,16.37,0.0,39.35,3.01,67.72,2.9,4.0,11.11,31.93,4.62,75.55,E
2022-07-20 13:00:00,15.92,0.0,34.37,2.27,68.96,2.68,3.83,12.57,33.82,4.51,75.92,E
2022-07-20 14:00:00,15.13,0.0,30.08,4.44,65.05,2.73,3.9,13.72,35.36,3.36,95.17,E
2022-07-20 15:00:00,15.04,0.43,28.65,9.16,70.72,2.49,3.56,11.33,36.08,4.41,79.68,E
2022-07-20 16:00:00,15.49,11.07,30.85,22.55,62.3,2.24,3.18,9.37,35.28,5.37,69.28,E
2022-07-20 17:00:00,15.57,9.44,31.49,19.74,63.49,2.09,3.05,9.42,34.98,4.08,74.42,E
2022-07-20 18:00:00,15.69,18.39,33.4,26.8,56.47,2.1,2.85,6.79,34.07,4.2,46.93,NE
2022-07-20 19:00:00,13.2,1.93,29.9,14.95,65.46,2.19,2.82,6.31,33.16,2.79,83.68,E
2022-07-20 20:00:00,12.14,8.71,31.23,21.49,58.38,2.31,3.01,7.09,31.17,2.47,289.3,W
2022-07-20 21:00:00,11.67,15.89,33.58,34.62,33.62,3.12,3.95,9.13,29.36,1.85,276.3,W
2022-07-20 22:00:00,11.85,23.54,36.92,49.15,9.19,3.13,3.95,7.28,27.93,1.06,251.53,W
2022-07-20 23:00:00,11.73,25.9,38.59,57.03,2.49,2.96,3.7,6.49,27.04,0.46,249.92,CALM
2022-07-21 00:00:00,11.84,28.02,40.28,54.01,1.66,3.15,3.96,6.88,26.43,0.19,226.0,CALM
2022-07-21 01:00:00,11.83,20.05,41.93,48.05,1.95,3.06,3.89,7.33,25.74,0.81,240.75,SW
2022-07-21 02:00:00,12.04,18.16,44.49,40.42,10.23,3.2,4.07,8.13,24.98,0.7,250.17,W
2022-07-21 03:00:00,11.95,12.78,45.67,27.46,25.54,3.3,4.02,6.48,24.44,0.56,251.97,W
2022-07-21 04:00:00,11.84,10.13,46.78,26.04,27.27,2.96,3.66,6.3,23.91,0.91,242.5,SW
2022-07-21 05:00:00,13.43,27.26,53.75,40.21,9.08,3.69,4.61,7.74,23.37,0.74,246.77,SW
2022-07-21 06:00:00,15.32,39.43,61.72,46.29,0.0,4.18,5.19,8.16,23.07,0.48,247.83,CALM
2022-07-21 07:00:00,15.44,42.93,61.23,44.66,0.73,4.69,7.21,19.42,23.33,0.52,241.83,SW
2022-07-21 08:00:00,15.48,12.64,55.9,27.6,14.02,6.63,8.42,16.08,24.93,0.72,115.33,SE
2022-07-21 09:00:00,15.71,4.16,49.44,28.66,18.9,15.68,19.91,34.89,27.26,2.29,69.2,E
2022-07-21 10:00:00,17.22,5.26,46.7,18.98,26.93,10.96,14.46,33.83,29.85,2.97,71.4,E
2022-07-21 11:00:00,17.95,0.11,43.9,10.69,50.08,4.06,5.85,16.85,31.74,3.01,72.9,E
2022-07-21 12:00:00,18.31,0.0,40.31,8.44,58.1,3.49,5.23,17.48,33.67,3.65,64.05,NE
2022-07-21 13:00:00,18.58,0.86,37.45,11.21,59.69,3.34,4.8,13.54,35.3,3.31,57.78,NE
2022-07-21 14:00:00,18.38,2.59,34.15,7.18,65.02,2.85,4.21,12.11,36.78,4.28,69.55,E
2022-07-21 15:00:00,15.26,0.75,27.43,4.4,64.69,2.1,2.86,7.09,37.22,4.87,67.17,NE
2022-07-21 16:00:00,14.87,2.4,27.22,16.12,65.25,2.3,2.77,5.32,36.86,5.24,75.68,E
2022-07-21 17:00:00,14.48,4.32,25.73,14.31,69.4,2.37,2.86,5.19,37.4,3.26,81.28,E
2022-07-21 18:00:00,11.67,0.9,20.1,14.1,56.36,2.38,2.82,4.92,38.56,1.8,75.08,E
2022-07-21 19:00:00,14.17,38.69,26.36,40.91,45.08,2.81,3.36,6.4,36.69,2.47,118.58,SE
2022-07-21 20:00:00,13.38,27.9,29.58,39.42,41.28,3.11,3.76,7.37,33.57,2.04,291.6,W
2022-07-21 21:00:00,11.95,22.94,29.57,42.44,28.06,2.88,3.53,6.8,31.91,1.59,253.18,W
2022-07-21 22:00:00,12.11,25.35,31.86,51.22,9.71,3.49,4.27,7.42,30.79,0.82,278.87,W
2022-07-21 23:00:00,11.85,24.21,33.29,52.96,1.89,3.66,4.41,7.77,29.72,1.05,264.33,W
2022-07-22 00:00:00,11.27,14.1,33.77,41.22,17.61,3.04,3.8,7.64,28.8,1.51,244.6,SW
2022-07-22 01:00:00,10.73,6.2,32.96,19.79,48.13,2.6,3.17,6.06,28.61,1.72,247.68,W
2022-07-22 02:00:00,11.12,13.98,34.81,26.69,34.49,2.88,3.54,6.63,28.11,0.68,244.0,SW
2022-07-22 03:00:00,11.71,23.27,38.73,33.14,22.4,3.59,4.31,7.21,26.97,0.88,248.52,W
2022-07-22 04:00:00,11.82,17.38,40.66,24.04,33.83,3.53,4.11,6.45,26.25,0.62,217.65,SW
2022-07-22 05:00:00,12.52,16.55,42.66,29.23,24.42,3.78,4.38,6.0,26.22,0.4,253.57,CALM
2022-07-22 06:00:00,12.84,24.0,44.66,49.84,1.14,4.54,5.44,8.31,25.8,0.55,245.05,SW
2022-07-22 07:00:00,14.46,54.74,49.6,55.54,0.0,6.31,9.26,24.78,25.83,0.34,267.9,CALM
2022-07-22 08:00:00,17.3,36.54,55.06,43.15,8.89,5.08,6.46,13.88,27.12,0.72,93.43,E
2022-07-22 09:00:00,17.08,11.21,49.4,23.79,29.95,4.56,5.64,12.4,28.76,1.85,68.72,E
2022-07-22 10:00:00,16.75,0.55,39.67,14.72,33.89,5.75,7.32,15.74,32.26,1.83,63.93,NE
2022-07-22 11:00:00,16.21,1.14,34.15,8.05,60.94,5.53,6.91,13.38,34.31,2.54,66.33,NE
2022-07-22 12:00:00,16.64,2.17,30.98,6.37,78.71,4.8,6.38,15.33,36.56,1.82,84.87,E
2022-07-22 13:00:00,18.81,18.08,32.28,19.72,70.39,5.52,7.39,17.59,38.29,2.84,58.47,NE
2022-07-22 14:00:00,16.97,6.53,28.28,9.94,78.75,4.9,6.88,17.67,38.59,4.0,67.05,NE
2022-07-22 15:00:00,19.15,33.04,32.54,39.81,64.49,5.15,6.64,13.83,38.84,3.9,60.82,NE
2022-07-22 16:00:00,18.48,10.04,31.16,19.92,72.62,4.61,5.76,11.08,38.62,4.35,59.53,NE
2022-07-22 17:00:00,17.5,12.9,28.44,25.13,57.85,4.21,5.45,11.53,39.13,3.9,57.53,NE
2022-07-22 18:00:00,18.33,24.11,32.35,35.7,50.54,4.01,5.11,10.26,37.68,4.02,63.25,NE
2022-07-22 19:00:00,18.33,33.05,35.09,42.08,43.38,3.86,4.92,10.0,36.22,2.97,112.22,E
2022-07-22 20:00:00,18.45,36.54,40.56,45.08,39.04,4.3,5.45,10.7,33.72,2.08,181.15,S
2022-07-22 21:00:00,18.63,37.09,44.64,50.77,17.67,5.28,6.56,12.1,32.2,0.56,199.73,S
2022-07-22 22:00:00,17.88,34.84,44.95,60.62,0.07,6.16,7.55,12.63,31.25,0.55,266.97,W
2022-07-22 23:00:00,18.47,40.13,48.8,55.97,1.95,7.95,9.32,13.56,30.46,0.4,223.63,CALM
2022-07-23 00:00:00,19.38,31.96,53.31,38.99,15.91,7.91,9.39,14.84,29.92,0.95,102.53,E
2022-07-23 01:00:00,20.07,27.72,59.88,33.59,36.53,10.43,12.13,17.18,28.66,1.38,88.85,E
2022-07-23 02:00:00,19.84,23.6,62.23,39.61,12.18,7.47,8.73,12.14,27.74,0.46,234.32,CALM
2022-07-23 03:00:00,18.86,8.17,59.99,20.85,30.64,6.88,8.03,11.51,27.32,0.66,203.58,SW
2022-07-23 04:00:00,18.46,6.16,60.59,22.59,27.86,7.5,8.69,11.54,26.71,0.6,255.93,W
2022-07-23 05:00:00,18.87,13.9,64.18,34.23,17.08,9.53,11.0,13.85,26.18,0.5,246.3,SW
2022-07-23 06:00:00,19.88,18.53,69.3,24.07,23.24,10.42,11.7,14.79,25.94,0.49,99.5,CALM
2022-07-23 07:00:00,20.23,12.2,70.9,23.49,32.71,7.49,8.54,12.17,25.92,1.09,81.68,E
2022-07-23 08:00:00,20.8,9.26,71.99,20.44,38.15,8.3,9.44,13.42,26.26,1.26,75.75,E
2022-07-23 09:00:00,21.06,1.41,66.45,13.14,43.46,7.98,9.2,13.6,27.93,1.46,88.6,E
2022-07-23 10:00:00,20.28,0.0,51.91,0.21,55.2,6.69,7.92,12.88,31.4,1.87,72.47,E
2022-07-23 11:00:00,18.31,0.0,39.58,0.0,51.14,4.91,5.87,9.78,34.05,2.56,68.9,E
2022-07-23 12:00:00,16.68,0.0,33.05,0.0,63.03,3.85,4.62,8.28,35.4,2.91,64.17,NE
2022-07-23 13:00:00,17.02,0.0,31.28,2.01,76.34,3.85,4.62,7.78,36.77,2.96,65.72,NE
2022-07-23 14:00:00,17.14,1.2,30.24,7.21,79.56,4.29,5.12,8.82,37.53,2.9,87.07,E
2022-07-23 15:00:00,17.27,1.16,28.31,12.6,68.49,4.68,5.53,8.94,38.92,2.18,80.13,E
2022-07-23 16:00:00,17.1,3.83,26.53,16.41,65.92,4.44,5.29,8.46,39.92,1.96,60.3,NE
2022-07-23 17:00:00,18.06,16.7,28.97,31.76,52.65,4.6,5.51,8.96,39.42,2.02,80.68,E
2022-07-23 18:00:00,17.93,16.78,29.73,36.04,43.67,4.59,5.5,8.75,38.77,1.53,71.57,E
2022-07-23 19:00:00,18.96,35.3,34.57,54.33,26.38,5.0,6.0,9.78,37.23,1.33,67.3,NE
2022-07-23 20:00:00,20.19,50.27,44.43,64.31,16.16,5.76,6.79,10.59,34.02,0.69,80.07,E
2022-07-23 21:00:00,21.24,53.94,53.08,58.94,20.52,6.19,7.19,11.04,32.01,0.59,84.92,E
2022-07-23 22:00:00,19.02,45.1,49.99,64.74,0.0,8.01,9.46,14.16,30.63,0.49,239.08,CALM
2022-07-23 23:00:00,18.5,32.98,51.96,57.73,0.12,8.28,9.63,14.16,29.4,0.63,246.93,SW
2022-07-24 00:00:00,16.56,8.33,47.76,37.3,9.86,7.63,8.83,12.42,28.75,0.78,244.28,SW
2022-07-24 01:00:00,14.61,2.07,43.35,28.71,21.18,7.19,8.28,11.32,28.26,0.37,259.7,CALM
2022-07-24 02:00:00,16.04,18.3,49.05,40.87,8.86,8.09,9.21,11.94,27.74,0.49,260.0,CALM
2022-07-24 03:00:00,15.07,10.61,48.2,31.4,21.85,8.0,9.1,11.7,26.96,1.08,241.13,SW
2022-07-24 04:00:00,16.26,17.77,53.59,30.97,24.36,7.8,8.87,11.49,26.46,0.95,245.7,SW
2022-07-24 05:00:00,15.48,7.58,52.06,26.69,24.25,7.97,9.05,11.52,26.09,0.72,242.55,SW
2022-07-24 06:00:00,15.28,7.47,52.57,34.23,14.07,8.08,9.18,11.66,25.71,0.39,243.22,CALM
2022-07-24 07:00:00,17.59,26.94,60.5,33.44,17.6,8.42,9.5,11.66,25.86,0.28,124.98,CALM
2022-07-24 08:00:00,19.29,26.69,64.26,16.16,34.55,9.35,10.7,14.69,26.59,1.41,76.68,E
2022-07-24 09:00:00,19.78,16.16,60.94,9.36,38.74,11.97,13.57,17.85,28.04,1.42,71.38,E
2022-07-24 10:00:00,21.06,5.5,54.19,6.19,43.11,13.92,15.92,21.73,31.45,1.7,71.87,E
2022-07-24 11:00:00,20.16,0.0,43.94,0.98,52.12,14.03,16.15,21.39,34.24,1.69,69.7,E
2022-07-24 12:00:00,18.96,0.0,35.85,0.0,70.1,9.98,11.8,18.0,36.53,1.88,57.98,NE
2022-07-24 13:00:00,18.72,3.37,32.06,1.95,75.22,6.92,8.36,13.47,38.28,2.23,63.7,NE
2022-07-24 14:00:00,20.47,14.25,35.02,19.66,68.6,6.85,8.43,14.39,38.67,2.68,83.68,E
2022-07-24 15:00:00,20.93,17.0,36.17,24.01,63.15,6.49,7.87,12.49,38.59,3.17,86.32,E
2022-07-24 16:00:00,20.51,13.53,35.32,21.24,61.31,6.49,7.82,11.76,38.57,3.7,57.47,NE
2022-07-24 17:00:00,21.71,27.17,40.76,34.17,53.42,6.34,7.71,12.09,37.28,3.82,78.58,E
2022-07-24 18:00:00,19.66,6.76,39.02,19.29,64.81,6.29,7.61,11.8,35.77,5.18,81.45,E
2022-07-24 19:00:00,18.37,5.69,36.85,20.21,57.44,6.53,7.81,12.24,35.36,2.91,57.87,NE
2022-07-24 20:00:00,16.96,7.32,36.73,27.96,47.53,6.75,8.05,12.62,33.81,1.45,152.65,SE
2022-07-24 21:00:00,17.63,26.07,40.99,41.85,29.52,8.03,9.42,14.16,32.62,1.2,200.43,S
2022-07-24 22:00:00,19.61,39.47,49.79,41.51,33.52,7.8,9.27,14.09,31.38,0.98,61.4,NE
2022-07-24 23:00:00,18.65,18.78,48.74,22.7,41.08,9.17,10.89,17.09,30.71,1.7,164.12,S
2022-07-25 00:00:00,15.62,0.0,39.2,2.71,72.45,10.31,12.09,20.56,31.15,2.02,163.35,S
2022-07-25 01:00:00,16.13,11.44,43.21,14.65,75.82,12.84,14.69,24.59,30.18,4.71,155.78,SE
2022-07-25 02:00:00,17.08,24.1,54.82,27.46,65.72,11.48,12.42,15.12,26.94,4.52,168.97,S
2022-07-25 03:00:00,17.16,16.0,54.12,22.44,52.24,12.2,13.07,15.07,27.25,1.32,110.25,E
2022-07-25 04:00:00,16.61,5.66,52.16,13.95,56.64,11.84,12.85,15.18,27.32,1.59,166.47,S
2022-07-25 05:00:00,15.52,0.0,47.62,7.66,70.03,10.69,11.55,13.35,27.65,2.19,208.07,SW
2022-07-25 06:00:00,14.81,0.0,45.16,6.2,72.38,8.78,9.43,10.9,27.78,2.79,204.28,SW
2022-07-25 07:00:00,14.77,0.0,45.11,11.63,66.42,8.95,9.62,11.06,27.76,2.33,211.47,SW
2022-07-25 08:00:00,15.12,1.1,44.06,18.86,53.98,9.17,9.94,12.18,28.54,1.17,180.68,S
2022-07-25 09:00:00,15.83,0.53,41.68,10.04,66.23,9.42,10.18,12.08,30.32,2.33,155.15,SE
2022-07-25 10:00:00,15.94,0.0,36.08,2.97,77.44,9.24,9.98,12.37,32.98,3.46,161.57,S
2022-07-25 11:00:00,16.22,0.0,30.5,0.12,78.02,9.49,10.16,12.24,36.34,1.94,178.73,S
2022-07-25 12:00:00,15.63,3.32,26.02,1.9,83.38,9.43,10.1,11.87,38.55,2.34,126.87,SE
2022-07-25 13:00:00,16.35,7.39,25.63,23.81,76.87,10.87,11.62,14.1,39.7,3.2,76.22,E
2022-07-25 14:00:00,18.61,33.85,33.12,41.82,68.88,10.61,11.74,17.18,37.59,6.06,73.58,E
2022-07-25 15:00:00,17.99,20.22,31.91,31.38,64.49,8.71,9.59,13.36,37.56,4.13,70.75,E
2022-07-25 16:00:00,18.06,19.62,31.12,28.67,69.32,8.83,9.62,12.69,38.15,5.15,62.22,NE
2022-07-25 17:00:00,18.18,23.9,31.59,31.23,69.23,10.45,11.37,14.07,37.95,4.68,75.03,E
2022-07-25 18:00:00,18.74,28.12,35.31,34.86,67.28,10.35,11.46,14.93,36.55,4.83,120.32,SE
2022-07-25 19:00:00,18.9,33.2,38.78,39.13,57.79,10.95,12.02,15.38,35.04,3.24,174.25,S
2022-07-25 20:00:00,19.12,39.66,45.69,40.9,54.67,11.57,12.73,16.56,32.35,2.7,191.62,S
