Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"PM1 (ug/m3)";"PM2.5 (ug/m3)";"PM10 (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-07-21 17:06:55;15,01;0,14;27,63;17,07;67,49;2,32;2,77;5,43;36,70;
"K-A3 GRECiOT 1";2022-07-21 17:01:55;14,63;0,00;27,01;18,70;63,63;2,22;2,64;4,92;36,67;
"K-A3 GRECiOT 1";2022-07-21 16:56:52;15,00;0,00;27,93;15,26;67,48;2,19;2,63;4,91;36,49;
"K-A3 GRECiOT 1";2022-07-21 16:51:55;15,29;0,78;28,37;18,05;65,60;2,17;2,59;5,46;36,54;
"K-A3 GRECiOT 1";2022-07-21 16:46:53;14,66;0,00;27,19;19,95;62,95;2,09;2,49;4,63;36,58;
"K-A3 GRECiOT 1";2022-07-21 16:41:55;15,56;1,77;28,68;20,39;63,71;2,23;2,76;5,37;36,66;
"K-A3 GRECiOT 1";2022-07-21 16:36:53;15,93;6,17;29,17;20,92;65,33;2,46;3,01;4,89;36,78;
"K-A3 GRECiOT 1";2022-07-21 16:31:56;15,07;1,72;27,55;22,15;60,95;2,21;2,67;5,70;36,83;
"K-A3 GRECiOT 1";2022-07-21 16:26:54;15,21;0,00;28,03;14,27;65,87;2,15;2,63;5,59;36,67;
"K-A3 GRECiOT 1";2022-07-21 16:21:53;15,05;0,00;27,92;13,79;68,85;2,63;3,09;4,79;36,56;
"K-A3 GRECiOT 1";2022-07-21 16:16:55;15,53;0,72;28,04;14,69;69,50;2,12;2,61;4,87;37,04;
"K-A3 GRECiOT 1";2022-07-21 16:11:52;15,75;7,89;28,05;15,79;65,22;2,32;2,75;5,36;37,29;
"K-A3 GRECiOT 1";2022-07-21 16:06:56;13,33;9,71;23,81;18,19;57,48;2,67;3,18;5,18;37,43;
"K-A3 GRECiOT 1";2022-07-21 16:01:55;12,07;0,00;21,87;0,00;70,01;2,36;2,84;7,07;37,48;
"K-A3 GRECiOT 1";2022-07-21 15:56:52;13,60;0,00;24,66;0,43;66,75;2,67;3,22;5,40;37,11;
"K-A3 GRECiOT 1";2022-07-21 15:51:55;15,39;0,00;27,60;0,00;72,69;2,53;3,09;5,81;37,17;
"K-A3 GRECiOT 1";2022-07-21 15:46:53;16,57;0,00;30,40;13,58;69,76;2,67;3,36;7,71;36,77;
"K-A3 GRECiOT 1";2022-07-21 15:41:56;14,54;0,00;26,36;15,27;70,86;2,68;3,54;7,92;37,01;
"K-A3 GRECiOT 1";2022-07-21 15:36:53;14,20;0,00;25,79;6,70;74,31;2,34;3,21;9,15;37,01;
"K-A3 GRECiOT 1";2022-07-21 15:31:56;13,71;0,00;24,88;0,00;77,53;2,28;2,96;7,26;37,08;
"K-A3 GRECiOT 1";2022-07-21 15:26:55;13,48;0,00;24,07;0,00;57,64;1,86;2,47;5,81;37,41;
"K-A3 GRECiOT 1";2022-07-21 15:21:52;14,09;0,00;24,84;0,00;53,41;1,79;2,49;4,78;37,56;
"K-A3 GRECiOT 1";2022-07-21 15:16:55;16,02;0,00;27,86;0,00;53,70;1,55;2,27;6,26;37,73;
"K-A3 GRECiOT 1";2022-07-21 15:11:52;15,38;0,00;27,52;0,00;58,34;2,35;3,18;7,56;37,21;
"K-A3 GRECiOT 1";2022-07-21 15:06:57;19,11;0,00;34,42;0,00;62,56;1,23;2,29;9,13;37,43;
"K-A3 GRECiOT 1";2022-07-21 15:01:55;17,02;9,00;30,74;16,87;58,73;1,26;2,22;8,25;37,10;
"K-A3 GRECiOT 1";2022-07-21 14:56:53;17,40;0,00;30,62;0,00;67,74;1,32;2,32;6,75;37,61;
"K-A3 GRECiOT 1";2022-07-21 14:51:55;17,32;1,75;30,89;9,58;58,14;2,56;3,79;10,23;37,35;
"K-A3 GRECiOT 1";2022-07-21 14:46:53;17,50;0,00;31,93;2,96;65,78;2,30;3,42;10,16;36,95;
"K-A3 GRECiOT 1";2022-07-21 14:41:55;17,48;0,00;31,86;2,15;67,46;2,72;3,92;10,46;36,97;
"K-A3 GRECiOT 1";2022-07-21 14:36:53;17,44;0,00;32,15;1,36;66,63;2,83;3,98;10,40;36,75;
"K-A3 GRECiOT 1";2022-07-21 14:31:57;18,72;0,00;34,85;0,00;68,60;2,81;3,85;9,88;36,75;
"K-A3 GRECiOT 1";2022-07-21 14:26:55;18,16;0,73;34,30;11,93;62,22;2,83;4,14;10,96;36,40;
"K-A3 GRECiOT 1";2022-07-21 14:21:53;18,66;0,00;35,55;8,58;63,71;3,01;4,62;12,87;36,32;
"K-A3 GRECiOT 1";2022-07-21 14:16:54;18,45;0,00;34,72;9,12;66,67;3,52;5,43;18,29;36,51;
"K-A3 GRECiOT 1";2022-07-21 14:11:53;20,17;0,00;38,45;8,55;64,81;3,29;4,90;14,76;36,60;
"K-A3 GRECiOT 1";2022-07-21 14:06:56;20,10;14,56;38,25;17,25;63,04;3,38;5,02;15,18;36,62;
"K-A3 GRECiOT 1";2022-07-21 14:01:55;19,17;14,07;36,25;14,62;65,41;3,63;5,16;15,33;36,54;
"K-A3 GRECiOT 1";2022-07-21 13:56:53;18,87;0,00;35,51;2,44;72,57;3,25;4,67;12,56;36,58;
"K-A3 GRECiOT 1";2022-07-21 13:51:55;18,50;0,00;34,88;4,58;67,12;3,30;4,71;12,60;36,49;
"K-A3 GRECiOT 1";2022-07-21 13:46:53;19,11;0,00;36,86;8,96;60,94;3,61;5,09;13,74;36,18;
"K-A3 GRECiOT 1";2022-07-21 13:41:56;18,59;1,81;36,33;13,71;59,22;3,23;4,67;14,27;35,85;
"K-A3 GRECiOT 1";2022-07-21 13:36:53;19,37;0,00;38,98;11,13;60,01;3,29;4,60;12,63;35,45;
"K-A3 GRECiOT 1";2022-07-21 13:31:56;18,74;4,94;37,19;13,85;62,38;3,26;4,53;11,62;35,59;
"K-A3 GRECiOT 1";2022-07-21 13:26:55;17,75;0,00;35,92;12,04;56,16;3,06;4,23;12,09;35,10;
"K-A3 GRECiOT 1";2022-07-21 13:21:53;18,44;0,00;37,63;13,36;52,41;3,34;4,83;15,26;35,04;
"K-A3 GRECiOT 1";2022-07-21 13:16:55;18,61;0,00;38,36;14,02;54,98;3,24;4,75;12,27;34,89;
"K-A3 GRECiOT 1";2022-07-21 13:11:53;18,33;1,54;39,35;18,12;50,51;3,22;4,84;15,15;34,11;
"K-A3 GRECiOT 1";2022-07-21 13:06:55;18,19;0,00;38,68;9,68;61,63;3,25;4,92;15,72;34,26;
"K-A3 GRECiOT 1";2022-07-21 13:01:56;18,47;2,01;39,76;12,66;58,35;4,02;5,81;14,56;34,08;
"K-A3 GRECiOT 1";2022-07-21 12:56:53;18,48;0,00;38,66;4,21;67,53;3,34;5,18;17,27;34,60;
"K-A3 GRECiOT 1";2022-07-21 12:51:55;18,49;0,00;39,51;5,06;62,59;3,40;5,28;19,33;34,22;
"K-A3 GRECiOT 1";2022-07-21 12:46:52;18,59;0,00;40,11;11,75;57,17;3,57;5,48;18,91;34,07;
"K-A3 GRECiOT 1";2022-07-21 12:41:55;18,40;0,00;40,56;10,64;59,72;3,36;5,19;16,58;33,65;
"K-A3 GRECiOT 1";2022-07-21 12:36:53;18,01;0,00;39,49;6,78;64,37;3,79;6,01;19,70;33,68;
"K-A3 GRECiOT 1";2022-07-21 12:31:56;18,29;0,00;39,42;6,10;62,60;3,80;5,83;20,27;34,04;
"K-A3 GRECiOT 1";2022-07-21 12:26:55;18,21;0,00;39,16;9,22;53,31;3,46;5,34;21,33;34,07;
"K-A3 GRECiOT 1";2022-07-21 12:21:52;18,22;0,00;39,58;8,52;53,78;3,56;5,11;16,68;33,88;
"K-A3 GRECiOT 1";2022-07-21 12:16:54;18,16;0,00;40,59;7,28;54,30;3,42;4,73;14,17;33,37;
"K-A3 GRECiOT 1";2022-07-21 12:11:53;18,19;0,00;41,56;9,34;55,32;3,69;5,24;15,41;32,98;
"K-A3 GRECiOT 1";2022-07-21 12:06:56;18,18;0,00;41,79;11,54;51,97;3,24;4,72;14,70;32,87;
"K-A3 GRECiOT 1";2022-07-21 12:01:55;18,54;0,00;43,31;10,84;54,55;3,21;4,66;15,40;32,63;
"K-A3 GRECiOT 1";2022-07-21 11:56:53;18,29;0,00;43,43;15,34;47,17;3,73;5,17;15,40;32,31;
"K-A3 GRECiOT 1";2022-07-21 11:51:55;18,47;0,00;44,02;11,29;54,15;3,57;5,26;13,82;32,27;
"K-A3 GRECiOT 1";2022-07-21 11:46:53;18,52;1,35;44,03;13,99;50,07;3,79;5,61;14,89;32,32;
"K-A3 GRECiOT 1";2022-07-21 11:41:55;18,24;0,00;43,23;11,62;51,53;4,04;5,79;16,61;32,34;
"K-A3 GRECiOT 1";2022-07-21 11:36:53;18,16;0,00;43,88;12,73;49,25;3,89;5,43;14,57;31,98;
"K-A3 GRECiOT 1";2022-07-21 11:31:55;17,95;0,00;43,54;10,62;51,64;4,07;5,94;18,04;31,88;
"K-A3 GRECiOT 1";2022-07-21 11:26:56;17,69;0,00;43,84;10,40;50,98;5,05;7,08;19,59;31,47;
"K-A3 GRECiOT 1";2022-07-21 11:21:53;17,87;0,00;43,75;7,09;54,48;3,91;5,69;17,34;31,72;
"K-A3 GRECiOT 1";2022-07-21 11:16:55;17,47;0,00;43,14;14,66;42,37;4,12;5,82;16,04;31,52;
"K-A3 GRECiOT 1";2022-07-21 11:11:53;17,40;0,00;43,50;5,72;51,14;3,83;5,80;17,59;31,29;
"K-A3 GRECiOT 1";2022-07-21 11:06:56;17,56;0,00;44,63;7,62;48,28;4,31;6,18;16,84;31,02;
"K-A3 GRECiOT 1";2022-07-21 11:01:55;17,82;0,00;45,87;7,25;49,96;4,39;6,46;21,50;30,82;
"K-A3 GRECiOT 1";2022-07-21 10:56:53;18,18;0,69;47,37;10,13;46,42;4,77;6,59;17,11;30,65;
"K-A3 GRECiOT 1";2022-07-21 10:51:55;17,44;3,50;45,63;14,04;41,58;7,06;9,70;28,45;30,50;
"K-A3 GRECiOT 1";2022-07-21 10:46:53;17,65;0,00;46,46;20,20;28,34;8,82;11,77;27,39;30,41;
"K-A3 GRECiOT 1";2022-07-21 10:41:55;17,76;6,96;47,14;25,50;20,72;8,96;11,94;30,76;30,28;
"K-A3 GRECiOT 1";2022-07-21 10:36:53;17,23;1,69;45,79;19,54;27,00;10,19;13,57;31,60;30,20;
"K-A3 GRECiOT 1";2022-07-21 10:31:56;17,22;3,54;46,24;19,78;25,69;10,21;13,33;32,76;30,02;
"K-A3 GRECiOT 1";2022-07-21 10:26:55;17,03;5,54;46,28;16,82;27,62;11,10;14,68;30,82;29,80;
"K-A3 GRECiOT 1";2022-07-21 10:21:53;16,64;5,84;46,06;19,08;22,66;12,23;16,20;38,35;29,45;
"K-A3 GRECiOT 1";2022-07-21 10:16:55;16,61;0,50;46,06;16,16;25,52;13,00;18,02;50,58;29,42;
"K-A3 GRECiOT 1";2022-07-21 10:11:53;16,93;0,00;47,26;17,17;21,89;13,22;17,42;38,57;29,32;
"K-A3 GRECiOT 1";2022-07-21 10:06:56;17,50;12,70;49,25;21,30;20,02;14,50;18,77;39,47;29,24;
"K-A3 GRECiOT 1";2022-07-21 10:01:55;16,43;22,10;46,89;28,09;15,68;17,46;21,54;40,13;28,91;
"K-A3 GRECiOT 1";2022-07-21 09:56:53;15,59;9,09;45,12;22,21;24,35;18,85;23,38;41,69;28,66;
"K-A3 GRECiOT 1";2022-07-21 09:51:55;15,35;0,00;44,97;20,68;25,84;19,87;24,98;44,79;28,45;
"K-A3 GRECiOT 1";2022-07-21 09:46:53;15,68;0,00;45,91;24,51;23,59;20,74;26,40;50,68;28,45;
"K-A3 GRECiOT 1";2022-07-21 09:41:55;15,73;0,00;46,96;30,27;15,96;19,00;24,52;43,55;28,12;
"K-A3 GRECiOT 1";2022-07-21 09:36:52;15,42;0,00;47,00;29,10;11,20;18,71;24,23;45,03;27,77;
"K-A3 GRECiOT 1";2022-07-21 09:31:56;15,74;3,27;49,22;28,05;14,15;18,29;23,28;37,88;27,33;
"K-A3 GRECiOT 1";2022-07-21 09:26:55;15,73;0,00;50,54;29,30;15,28;16,23;20,79;36,31;26,86;
"K-A3 GRECiOT 1";2022-07-21 09:21:53;16,16;5,47;53,13;35,73;14,28;14,43;18,33;30,11;26,48;
"K-A3 GRECiOT 1";2022-07-21 09:16:54;16,21;8,57;53,44;32,71;24,28;13,75;17,61;29,15;26,44;
"K-A3 GRECiOT 1";2022-07-21 09:11:53;15,95;12,47;52,87;33,85;15,94;11,31;14,27;22,55;26,34;
"K-A3 GRECiOT 1";2022-07-21 09:06:56;15,41;6,91;51,62;28,41;21,85;8,36;10,38;15,77;26,16;
"K-A3 GRECiOT 1";2022-07-21 09:01:55;15,55;4,15;52,52;29,10;20,06;8,59;10,77;21,20;26,01;
"K-A3 GRECiOT 1";2022-07-21 08:56:53;15,53;5,99;52,94;30,51;16,56;9,53;12,38;23,53;25,86;
"K-A3 GRECiOT 1";2022-07-21 08:51:55;15,40;9,96;52,91;32,90;11,80;8,54;10,65;18,38;25,73;
"K-A3 GRECiOT 1";2022-07-21 08:46:53;15,13;12,74;52,58;34,39;8,01;8,67;12,30;45,59;25,54;
"K-A3 GRECiOT 1";2022-07-21 08:41:55;14,25;6,27;50,29;23,79;20,85;8,07;9,99;15,18;25,33;
"K-A3 GRECiOT 1";2022-07-21 08:36:53;16,01;0,00;56,94;11,55;30,96;7,06;8,56;13,33;25,15;
"K-A3 GRECiOT 1";2022-07-21 08:31:56;14,77;24,14;52,98;34,68;6,48;6,33;8,07;13,35;25,02;
"K-A3 GRECiOT 1";2022-07-21 08:26:55;14,40;0,00;52,39;17,78;25,47;7,49;9,17;13,39;24,81;
"K-A3 GRECiOT 1";2022-07-21 08:21:52;15,04;0,00;55,24;15,84;24,43;6,12;7,56;11,44;24,61;
"K-A3 GRECiOT 1";2022-07-21 08:16:54;16,10;10,53;59,66;24,73;12,26;4,40;5,71;10,82;24,46;
"K-A3 GRECiOT 1";2022-07-21 08:11:53;16,27;20,50;60,76;29,78;9,80;4,36;5,46;9,82;24,34;
"K-A3 GRECiOT 1";2022-07-21 08:06:55;16,45;28,39;61,92;35,16;1,56;4,42;5,40;8,27;24,21;
"K-A3 GRECiOT 1";2022-07-21 08:01:55;16,44;33,10;62,25;40,12;0,00;4,53;5,76;9,80;24,12;
"K-A3 GRECiOT 1";2022-07-21 07:56:53;16,43;34,66;62,88;42,95;0,00;4,58;5,94;11,15;23,93;
"K-A3 GRECiOT 1";2022-07-21 07:51:54;16,37;28,66;63,18;36,53;4,80;4,36;5,49;9,40;23,79;
"K-A3 GRECiOT 1";2022-07-21 07:46:52;16,33;32,23;63,45;37,22;3,97;4,08;5,13;8,09;23,68;
"K-A3 GRECiOT 1";2022-07-21 07:41:55;16,05;44,60;62,85;43,73;0,00;4,59;5,94;10,76;23,54;
"K-A3 GRECiOT 1";2022-07-21 07:36:52;15,86;77,35;62,63;42,48;0,00;7,04;14,95;53,26;23,40;
"K-A3 GRECiOT 1";2022-07-21 07:31:56;15,41;55,92;61,20;45,15;0,00;6,42;12,31;47,61;23,31;
"K-A3 GRECiOT 1";2022-07-21 07:26:55;15,26;51,28;61,00;48,31;0,00;4,72;7,75;24,36;23,20;
"K-A3 GRECiOT 1";2022-07-21 07:21:53;14,93;46,79;60,10;48,82;0,00;4,73;7,59;23,78;23,10;
"K-A3 GRECiOT 1";2022-07-21 07:16:55;14,77;34,95;59,64;47,53;0,00;3,85;5,22;10,94;23,06;
"K-A3 GRECiOT 1";2022-07-21 07:11:53;14,72;36,43;59,64;46,99;0,00;3,88;5,62;13,86;23,00;
"K-A3 GRECiOT 1";2022-07-21 07:06:56;14,63;38,13;59,29;47,08;0,00;3,82;5,20;10,73;23,00;
"K-A3 GRECiOT 1";2022-07-21 07:01:55;14,53;34,13;58,91;49,13;0,00;4,17;5,41;9,10;23,00;
"K-A3 GRECiOT 1";2022-07-21 06:56:52;14,52;32,82;58,86;47,11;0,00;4,06;5,16;9,23;23,00;
"K-A3 GRECiOT 1";2022-07-21 06:51:55;14,55;29,21;58,98;44,76;0,00;3,91;4,96;8,75;23,00;
"K-A3 GRECiOT 1";2022-07-21 06:46:53;15,22;32,93;61,47;44,12;0,00;3,74;4,78;7,81;23,03;
"K-A3 GRECiOT 1";2022-07-21 06:41:55;15,13;35,40;61,08;44,70;0,00;3,78;4,80;7,39;23,04;
"K-A3 GRECiOT 1";2022-07-21 06:36:52;15,38;36,07;61,99;43,20;0,00;3,95;4,89;7,27;23,06;
"K-A3 GRECiOT 1";2022-07-21 06:31:56;15,45;39,11;62,25;44,11;0,00;3,99;5,03;8,02;23,07;
"K-A3 GRECiOT 1";2022-07-21 06:26:55;15,70;39,13;63,12;45,64;0,00;4,12;5,18;7,05;23,10;
"K-A3 GRECiOT 1";2022-07-21 06:21:52;15,70;42,00;63,23;47,40;0,00;4,75;5,70;8,04;23,07;
"K-A3 GRECiOT 1";2022-07-21 06:16:54;15,77;48,58;63,45;48,93;0,00;4,45;5,47;8,58;23,09;
"K-A3 GRECiOT 1";2022-07-21 06:11:53;15,60;45,54;62,76;47,34;0,00;4,18;5,10;8,29;23,09;
"K-A3 GRECiOT 1";2022-07-21 06:06:56;15,45;46,40;61,95;48,57;0,00;4,45;5,41;8,43;23,14;
"K-A3 GRECiOT 1";2022-07-21 06:01:54;15,38;45,93;61,54;49,57;0,00;4,83;5,82;9,06;23,18;
"K-A3 GRECiOT 1";2022-07-21 05:56:52;15,15;47,10;60,68;50,76;0,00;4,22;5,27;8,09;23,17;
"K-A3 GRECiOT 1";2022-07-21 05:51:55;14,75;43,25;59,11;48,12;0,00;4,59;5,62;8,71;23,18;
"K-A3 GRECiOT 1";2022-07-21 05:46:53;14,41;36,69;57,71;45,80;0,00;3,90;4,91;8,37;23,21;
"K-A3 GRECiOT 1";2022-07-21 05:41:55;14,13;33,58;56,55;44,32;2,84;3,72;4,69;7,13;23,25;
"K-A3 GRECiOT 1";2022-07-21 05:36:53;13,61;29,20;54,67;43,09;4,35;3,69;4,56;7,29;23,25;
"K-A3 GRECiOT 1";2022-07-21 05:31:55;13,53;25,74;54,13;38,12;12,03;3,43;4,30;7,44;23,32;
"K-A3 GRECiOT 1";2022-07-21 05:26:54;13,14;26,06;52,54;37,91;13,86;3,58;4,56;7,66;23,40;
"K-A3 GRECiOT 1";2022-07-21 05:21:53;12,84;21,86;51,48;39,69;8,74;3,49;4,35;8,00;23,41;
"K-A3 GRECiOT 1";2022-07-21 05:16:55;12,73;20,67;50,80;42,01;6,78;3,82;4,84;8,44;23,51;
"K-A3 GRECiOT 1";2022-07-21 05:11:52;12,35;17,35;49,44;33,81;17,12;3,58;4,50;8,30;23,55;
"K-A3 GRECiOT 1";2022-07-21 05:06:56;12,27;13,24;49,10;28,76;22,21;3,16;4,00;6,74;23,58;
"K-A3 GRECiOT 1";2022-07-21 05:01:54;12,22;12,36;48,76;30,12;20,98;3,08;3,78;6,66;23,64;
"K-A3 GRECiOT 1";2022-07-21 04:56:54;12,23;12,71;48,63;33,76;16,27;3,41;4,29;7,30;23,69;
"K-A3 GRECiOT 1";2022-07-21 04:51:55;12,10;12,46;48,17;28,08;22,27;3,27;3,96;6,23;23,71;
"K-A3 GRECiOT 1";2022-07-21 04:46:53;12,02;11,89;47,74;27,83;23,90;3,15;3,84;6,84;23,78;
"K-A3 GRECiOT 1";2022-07-21 04:41:55;11,90;10,81;47,18;26,81;25,74;3,14;3,86;6,56;23,83;
"K-A3 GRECiOT 1";2022-07-21 04:36:53;11,84;10,76;46,96;27,05;25,58;3,07;3,81;6,99;23,85;
"K-A3 GRECiOT 1";2022-07-21 04:31:56;11,73;9,61;46,60;24,40;30,04;2,78;3,48;6,04;23,86;
"K-A3 GRECiOT 1";2022-07-21 04:26:55;11,71;9,75;46,41;26,14;28,50;2,75;3,38;4,99;23,90;
"K-A3 GRECiOT 1";2022-07-21 04:21:53;11,61;8,35;46,06;26,32;27,64;2,69;3,34;6,31;23,92;
"K-A3 GRECiOT 1";2022-07-21 04:16:54;11,67;7,99;46,07;24,65;29,66;2,87;3,60;6,32;23,98;
"K-A3 GRECiOT 1";2022-07-21 04:11:52;11,74;7,95;45,94;23,15;32,81;2,76;3,41;6,10;24,10;
"K-A3 GRECiOT 1";2022-07-21 04:06:56;11,78;9,07;45,96;21,51;32,15;2,72;3,31;5,70;24,15;
"K-A3 GRECiOT 1";2022-07-21 04:01:55;11,70;10,25;45,59;22,80;32,70;2,87;3,60;6,21;24,19;
"K-A3 GRECiOT 1";2022-07-21 03:56:54;11,92;9,63;45,99;22,31;33,21;2,91;3,69;6,34;24,29;
"K-A3 GRECiOT 1";2022-07-21 03:51:55;11,81;9,33;45,58;26,23;26,04;2,95;3,59;4,89;24,31;
"K-A3 GRECiOT 1";2022-07-21 03:46:53;11,89;9,76;45,79;24,27;29,96;3,02;3,74;6,70;24,33;
"K-A3 GRECiOT 1";2022-07-21 03:41:55;11,85;9,90;45,55;22,63;31,93;2,93;3,61;6,05;24,37;
"K-A3 GRECiOT 1";2022-07-21 03:36:53;12,08;11,59;46,21;23,01;30,61;3,02;3,62;5,25;24,39;
"K-A3 GRECiOT 1";2022-07-21 03:31:56;12,05;12,82;46,06;24,18;29,88;3,31;4,01;7,19;24,40;
"K-A3 GRECiOT 1";2022-07-21 03:26:54;12,03;14,38;46,04;26,44;26,23;3,26;3,90;6,37;24,39;
"K-A3 GRECiOT 1";2022-07-21 03:21:53;12,10;15,66;45,99;33,43;18,01;3,60;4,30;7,11;24,48;
"K-A3 GRECiOT 1";2022-07-21 03:16:55;12,06;17,41;45,82;33,66;16,04;3,62;4,32;6,38;24,50;
"K-A3 GRECiOT 1";2022-07-21 03:11:52;11,89;15,93;45,20;32,42;19,41;3,68;4,52;7,24;24,54;
"K-A3 GRECiOT 1";2022-07-21 03:06:56;11,81;15,01;44,78;32,19;21,19;3,76;4,63;7,21;24,61;
"K-A3 GRECiOT 1";2022-07-21 03:01:55;11,95;11,93;45,07;28,78;24,00;3,53;4,30;6,98;24,66;
"K-A3 GRECiOT 1";2022-07-21 02:56:53;12,03;13,68;45,23;32,83;19,55;3,52;4,32;7,66;24,68;
"K-A3 GRECiOT 1";2022-07-21 02:51:55;12,18;16,15;45,47;35,90;15,63;3,61;4,53;9,41;24,77;
"K-A3 GRECiOT 1";2022-07-21 02:46:53;12,24;15,43;45,52;38,47;12,27;3,40;4,52;10,53;24,81;
"K-A3 GRECiOT 1";2022-07-21 02:41:54;12,25;18,02;45,40;38,89;12,56;3,44;4,59;10,30;24,87;
"K-A3 GRECiOT 1";2022-07-21 02:36:53;12,15;19,83;45,08;38,36;14,42;3,17;4,16;8,81;24,88;
"K-A3 GRECiOT 1";2022-07-21 02:31:56;12,07;21,61;44,74;40,21;12,55;3,04;3,85;8,19;24,91;
"K-A3 GRECiOT 1";2022-07-21 02:26:55;11,88;21,57;44,13;42,74;8,86;3,23;3,94;7,65;24,94;
"K-A3 GRECiOT 1";2022-07-21 02:21:53;12,00;17,94;44,20;42,50;8,00;3,07;3,91;7,28;25,04;
"K-A3 GRECiOT 1";2022-07-21 02:16:55;11,96;18,19;43,79;44,44;4,31;3,04;3,77;6,94;25,15;
"K-A3 GRECiOT 1";2022-07-21 02:11:53;11,94;16,96;43,63;45,69;2,00;2,95;3,61;6,24;25,19;
"K-A3 GRECiOT 1";2022-07-21 02:06:56;11,83;18,08;43,27;40,72;8,16;2,94;3,71;6,32;25,21;
"K-A3 GRECiOT 1";2022-07-21 02:01:55;11,95;20,46;43,44;44,24;4,48;3,04;3,88;8,20;25,28;
"K-A3 GRECiOT 1";2022-07-21 01:56:52;11,86;19,79;42,96;46,18;2,71;3,11;3,94;7,15;25,36;
"K-A3 GRECiOT 1";2022-07-21 01:51:55;11,79;18,31;42,62;48,05;0,01;3,02;3,77;6,75;25,42;
"K-A3 GRECiOT 1";2022-07-21 01:46:53;11,84;17,23;42,73;46,63;1,50;2,88;3,61;6,29;25,43;
"K-A3 GRECiOT 1";2022-07-21 01:41:55;11,81;18,74;42,30;47,31;2,56;2,98;3,80;8,61;25,56;
"K-A3 GRECiOT 1";2022-07-21 01:36:53;11,76;18,03;42,08;49,61;0,00;2,97;3,78;6,57;25,60;
"K-A3 GRECiOT 1";2022-07-21 01:31:55;11,81;17,17;41,99;48,71;0,40;2,91;3,63;7,34;25,69;
"K-A3 GRECiOT 1";2022-07-21 01:26:54;11,83;19,07;41,91;50,08;0,00;3,08;3,93;7,40;25,75;
"K-A3 GRECiOT 1";2022-07-21 01:21:52;11,93;24,92;41,90;51,70;0,00;3,37;4,30;7,92;25,86;
"K-A3 GRECiOT 1";2022-07-21 01:16:55;11,89;25,59;41,66;53,02;0,00;3,36;4,35;8,67;25,91;
"K-A3 GRECiOT 1";2022-07-21 01:11:53;11,85;21,03;41,35;48,75;0,48;3,02;3,90;7,29;26,00;
"K-A3 GRECiOT 1";2022-07-21 01:06:55;11,80;20,51;40,97;46,08;4,67;2,94;3,84;6,90;26,09;
"K-A3 GRECiOT 1";2022-07-21 01:01:54;11,77;20,24;40,72;40,52;11,04;3,03;3,87;7,03;26,17;
"K-A3 GRECiOT 1";2022-07-21 00:56:53;11,80;21,45;40,76;39,19;10,73;2,89;3,53;5,95;26,18;
"K-A3 GRECiOT 1";2022-07-21 00:51:55;11,89;20,21;40,86;44,69;5,82;3,13;3,92;6,25;26,24;
"K-A3 GRECiOT 1";2022-07-21 00:46:52;11,78;21,59;40,56;50,10;0,00;3,21;4,06;8,08;26,24;
"K-A3 GRECiOT 1";2022-07-21 00:41:54;11,77;18,76;40,45;46,78;3,38;3,12;3,83;5,78;26,28;
"K-A3 GRECiOT 1";2022-07-21 00:36:53;11,75;23,55;40,23;52,82;0,00;3,35;4,15;6,89;26,35;
"K-A3 GRECiOT 1";2022-07-21 00:31:56;11,86;32,33;40,41;58,45;0,00;3,45;4,33;7,70;26,39;
"K-A3 GRECiOT 1";2022-07-21 00:26:55;11,94;33,01;40,53;60,32;0,00;3,55;4,31;6,77;26,44;
"K-A3 GRECiOT 1";2022-07-21 00:21:53;11,74;30,34;39,92;58,12;0,00;3,12;3,95;6,37;26,47;
"K-A3 GRECiOT 1";2022-07-21 00:16:55;11,87;33,52;40,01;58,64;0,00;2,81;3,65;7,82;26,58;
"K-A3 GRECiOT 1";2022-07-21 00:11:53;11,92;30,26;39,97;59,39;0,00;2,79;3,68;7,24;26,65;
"K-A3 GRECiOT 1";2022-07-21 00:06:56;11,95;32,88;40,01;58,76;0,00;2,78;3,52;5,69;26,66;
"K-A3 GRECiOT 1";2022-07-21 00:01:55;11,86;38,29;39,67;60,84;0,00;3,64;4,58;7,99;26,71;
"K-A3 GRECiOT 1";2022-07-20 23:56:53;11,90;31,84;39,58;62,09;0,00;4,10;5,00;7,21;26,79;
"K-A3 GRECiOT 1";2022-07-20 23:51:55;11,69;26,51;39,03;60,97;0,00;3,15;3,79;5,79;26,79;
"K-A3 GRECiOT 1";2022-07-20 23:46:52;11,56;25,37;38,64;59,54;0,00;2,92;3,48;5,40;26,82;
"K-A3 GRECiOT 1";2022-07-20 23:41:54;11,53;24,56;38,49;58,21;0,00;3,05;3,80;6,06;26,85;
"K-A3 GRECiOT 1";2022-07-20 23:36:53;11,67;25,90;38,67;62,37;0,00;2,78;3,54;6,64;26,93;
"K-A3 GRECiOT 1";2022-07-20 23:31:55;11,47;24,79;38,10;64,82;0,00;2,69;3,45;7,48;26,96;
"K-A3 GRECiOT 1";2022-07-20 23:26:54;11,54;19,67;38,18;51,40;5,37;2,61;3,36;6,60;27,00;
