Datetime,Dew Point (C),H2S (ppb),NO2 (ppb),Humidity (%),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C)
2022-04-10 00:00:00,9.74,16.6,60.03,42.0,0.0,6.61,8.56,12.61,17.6
2022-04-10 01:00:00,9.55,11.56,59.0,38.98,0.0,6.22,8.15,12.43,17.67
2022-04-10 02:00:00,9.39,13.33,59.05,37.07,0.0,6.26,8.22,12.04,17.49
2022-04-10 03:00:00,8.08,1.31,58.41,29.14,4.68,4.69,6.38,8.87,16.26
2022-04-10 04:00:00,7.46,0.33,58.28,29.25,2.04,3.49,4.99,7.16,15.64
2022-04-10 05:00:00,7.2,2.11,58.07,33.18,0.27,3.72,5.28,8.31,15.41
2022-04-10 06:00:00,7.16,0.84,56.61,34.14,0.0,4.14,5.75,8.57,15.76
2022-04-10 07:00:00,4.55,0.0,45.42,14.43,17.89,4.02,5.36,7.95,16.44
2022-04-10 08:00:00,3.91,0.0,40.1,12.32,22.9,3.04,4.21,6.6,17.65
2022-04-10 09:00:00,4.99,0.01,41.05,22.93,11.0,3.7,5.05,7.68,18.48
2022-04-10 10:00:00,7.77,3.12,46.51,22.78,15.09,4.98,6.67,10.16,19.57
2022-04-10 11:00:00,6.45,0.1,37.08,9.23,23.93,4.52,6.24,10.05,21.95
2022-04-10 12:00:00,5.98,0.0,30.03,0.62,36.05,3.56,4.98,7.99,24.75
2022-04-10 13:00:00,4.66,0.56,22.95,0.0,32.53,2.26,3.32,5.72,27.78
2022-04-10 14:00:00,6.69,17.97,33.81,12.25,43.78,3.48,5.91,22.9,24.13
2022-04-10 15:00:00,11.06,50.54,67.63,32.76,34.99,4.62,5.73,8.18,17.13
2022-04-10 16:00:00,8.99,32.15,73.21,23.71,38.62,1.71,2.11,3.07,13.7
2022-04-10 17:00:00,6.06,13.59,68.0,15.23,34.99,0.66,0.78,1.24,11.78
2022-04-10 18:00:00,4.72,3.59,62.52,8.88,39.08,0.97,1.12,2.04,11.64
2022-04-10 19:00:00,3.78,0.02,61.44,8.63,36.85,1.36,1.52,2.31,10.91
2022-04-10 20:00:00,2.88,0.0,62.81,8.9,39.15,1.72,1.94,3.14,9.63
2022-04-10 21:00:00,1.75,0.0,56.51,4.8,42.54,2.98,3.28,5.14,10.01
2022-04-10 22:00:00,1.25,0.0,54.52,3.13,46.95,5.31,5.7,7.76,10.01
2022-04-10 23:00:00,1.25,0.0,55.19,4.43,46.57,7.26,7.78,9.13,9.83
2022-04-11 00:00:00,1.22,0.0,55.7,4.88,46.31,8.66,9.36,11.08,9.65
2022-04-11 01:00:00,0.76,0.0,54.03,3.86,47.49,8.2,8.94,10.32,9.62
2022-04-11 02:00:00,0.2,0.0,51.32,2.53,49.7,6.27,7.0,8.57,9.71
2022-04-11 03:00:00,0.15,0.0,49.34,2.0,50.64,5.71,6.49,8.62,9.78
2022-04-11 04:00:00,0.15,0.0,49.06,2.83,50.48,5.63,6.45,8.76,9.78
2022-04-11 05:00:00,0.34,0.0,50.36,4.67,48.32,5.22,6.03,8.12,9.63
2022-04-11 06:00:00,0.56,0.0,49.63,6.51,46.09,5.14,6.01,8.45,9.67
2022-04-11 07:00:00,1.71,0.0,48.52,7.86,43.99,4.74,5.63,8.35,9.77
2022-04-11 08:00:00,4.11,0.0,46.51,8.97,41.81,4.76,5.7,8.87,10.23
2022-04-11 09:00:00,4.67,0.0,41.66,5.84,43.62,4.52,5.52,9.54,11.8
2022-04-11 10:00:00,3.58,0.0,35.86,1.46,46.56,3.79,4.73,9.04,13.81
2022-04-11 11:00:00,3.45,0.0,32.0,0.69,47.75,3.29,4.13,7.64,15.54
2022-04-11 12:00:00,3.81,0.0,29.09,0.23,48.3,2.91,3.72,7.2,16.94
2022-04-11 13:00:00,3.43,0.0,27.01,0.07,50.84,2.62,3.39,6.98,17.68
2022-04-11 14:00:00,2.96,0.0,24.85,0.7,51.53,2.19,2.8,5.55,18.71
2022-04-11 15:00:00,2.49,0.0,23.02,0.34,52.97,1.86,2.46,5.26,19.58
2022-04-11 16:00:00,2.01,0.0,22.18,0.24,55.39,1.7,2.19,3.94,19.6
2022-04-11 17:00:00,1.61,0.0,21.43,0.55,56.02,1.73,2.18,3.42,19.24
2022-04-11 18:00:00,1.45,0.0,20.86,2.54,54.46,1.68,2.14,3.56,18.57
2022-04-11 19:00:00,1.46,0.72,23.02,6.28,51.42,1.78,2.26,4.06,16.81
2022-04-11 20:00:00,2.25,2.63,24.92,11.23,45.43,2.0,2.45,3.59,15.09
2022-04-11 21:00:00,2.96,3.42,26.61,13.82,43.16,1.98,2.44,3.61,13.86
2022-04-11 22:00:00,3.13,4.04,28.27,11.81,44.04,2.45,2.93,4.36,13.35
2022-04-11 23:00:00,4.19,4.93,30.47,14.99,37.99,2.78,3.24,4.24,12.63
2022-04-12 00:00:00,4.15,4.51,32.26,15.08,35.05,2.96,3.42,4.1,11.72
2022-04-12 01:00:00,4.2,2.3,33.3,11.06,42.62,2.58,3.0,3.58,11.09
2022-04-12 02:00:00,4.31,0.17,33.08,7.53,48.96,2.31,2.7,3.32,10.71
2022-04-12 03:00:00,3.94,0.0,32.22,5.36,52.51,2.47,2.9,3.62,10.52
2022-04-12 04:00:00,4.13,0.0,33.47,6.45,50.67,2.53,2.95,3.46,10.13
2022-04-12 05:00:00,4.41,0.62,36.3,19.23,29.65,3.03,3.77,6.08,9.37
2022-04-12 06:00:00,4.74,5.5,40.32,44.27,2.41,4.14,5.38,8.96,8.5
2022-04-12 07:00:00,4.22,11.24,43.39,56.03,0.0,5.39,6.97,11.85,8.1
2022-04-12 08:00:00,4.68,0.0,37.71,20.74,27.57,2.93,3.65,5.51,9.72
2022-04-12 09:00:00,3.25,0.0,31.41,7.6,42.45,2.61,3.22,5.08,12.9
2022-04-12 10:00:00,5.24,0.11,31.84,24.66,17.08,6.43,8.21,15.47,15.15
2022-04-12 11:00:00,3.67,0.0,25.46,9.8,34.81,3.94,4.84,7.74,17.56
2022-04-12 12:00:00,3.02,0.0,20.06,0.15,47.9,2.09,2.65,4.49,19.95
2022-04-12 13:00:00,3.31,0.0,19.33,0.0,50.08,2.25,2.79,4.55,21.44
2022-04-12 14:00:00,1.87,1.79,22.72,4.88,52.94,2.63,3.34,5.52,21.41
2022-04-12 15:00:00,1.4,2.75,23.12,6.73,53.63,2.73,3.49,6.56,21.32
2022-04-12 16:00:00,0.76,7.95,24.95,7.4,57.07,2.66,3.39,6.62,21.42
2022-04-12 17:00:00,4.1,22.13,35.11,16.51,53.49,2.79,3.58,6.54,20.01
2022-04-12 18:00:00,3.8,19.18,37.1,17.32,49.08,2.54,3.3,5.82,18.79
2022-04-12 19:00:00,3.69,17.4,42.13,20.95,43.13,2.79,3.63,6.41,16.64
2022-04-12 20:00:00,2.34,12.18,42.2,22.31,35.68,3.54,4.48,7.47,15.11
2022-04-12 21:00:00,2.51,13.76,47.17,39.21,11.8,3.97,5.12,8.45,13.58
2022-04-12 22:00:00,2.2,10.04,50.45,32.58,19.26,3.41,4.37,6.94,12.2
2022-04-12 23:00:00,1.97,6.61,51.13,28.05,24.11,3.28,4.14,6.28,11.75
2022-04-13 00:00:00,1.87,3.81,51.66,21.61,33.45,2.54,3.33,5.49,11.49
2022-04-13 01:00:00,2.2,2.7,53.54,16.23,40.65,1.96,2.58,4.19,11.3
2022-04-13 02:00:00,2.11,1.8,55.17,16.02,36.78,1.99,2.57,3.83,10.76
2022-04-13 03:00:00,2.0,1.4,57.21,18.81,27.17,2.36,2.92,4.08,10.09
2022-04-13 04:00:00,2.24,1.92,60.67,23.7,20.81,2.92,3.54,4.7,9.48
2022-04-13 05:00:00,2.43,2.38,64.24,37.42,5.68,3.48,4.26,5.88,8.82
2022-04-13 06:00:00,2.66,8.8,67.02,50.24,0.0,4.59,5.8,8.66,8.44
2022-04-13 07:00:00,3.13,18.81,68.68,56.86,0.0,5.85,7.66,13.52,8.57
2022-04-13 08:00:00,4.08,6.63,66.51,41.34,3.74,7.28,8.61,12.24,10.05
2022-04-13 09:00:00,5.38,1.27,59.72,31.87,5.7,9.06,10.43,14.6,13.08
2022-04-13 10:00:00,5.46,0.0,51.99,22.11,16.88,10.8,12.3,15.98,15.28
2022-04-13 11:00:00,4.24,0.0,40.86,10.14,30.97,6.24,7.31,10.02,17.83
2022-04-13 12:00:00,4.37,0.0,37.82,7.26,43.4,3.99,4.84,7.22,19.14
2022-04-13 13:00:00,6.7,0.27,42.09,6.44,50.77,3.29,4.18,6.76,19.98
2022-04-13 14:00:00,8.32,5.27,45.9,7.47,52.97,3.13,3.98,6.73,20.37
2022-04-13 15:00:00,8.85,7.99,47.64,11.21,48.66,2.69,3.63,7.02,20.34
2022-04-13 16:00:00,7.42,1.25,44.71,3.98,55.91,2.54,3.34,6.06,19.82
2022-04-13 17:00:00,6.99,0.69,44.41,7.51,55.08,2.66,3.5,6.31,19.44
2022-04-13 18:00:00,7.04,1.61,45.35,8.91,52.29,3.0,3.9,6.95,19.16
2022-04-13 19:00:00,6.38,4.31,49.01,18.07,41.97,3.42,4.34,7.67,17.19
2022-04-13 20:00:00,5.87,6.76,53.24,24.07,35.43,4.1,5.12,8.71,15.35
2022-04-13 21:00:00,6.02,10.11,58.7,37.85,16.25,4.54,5.59,9.31,13.99
2022-04-13 22:00:00,6.27,12.74,63.38,48.37,4.43,5.2,6.27,9.65,13.07
2022-04-13 23:00:00,5.75,6.89,63.2,46.12,3.09,5.24,6.34,9.76,12.56
2022-04-14 00:00:00,5.66,7.46,65.77,47.61,0.45,5.66,7.42,16.0,11.86
2022-04-14 01:00:00,5.63,3.6,68.42,36.59,6.59,5.48,6.7,11.65,11.24
2022-04-14 02:00:00,5.5,2.14,70.32,25.91,17.49,5.89,6.74,8.89,10.69
2022-04-14 03:00:00,5.38,0.45,72.02,24.52,16.35,6.55,7.27,8.95,10.2
2022-04-14 04:00:00,5.3,0.21,73.39,26.8,11.33,6.71,7.51,9.36,9.84
2022-04-14 05:00:00,5.74,2.42,77.18,34.74,1.85,9.35,10.38,13.11,9.54
2022-04-14 06:00:00,5.53,8.11,78.41,44.86,0.0,9.95,11.51,16.59,9.09
2022-04-14 07:00:00,5.56,16.85,79.02,52.56,0.0,11.51,13.58,19.9,9.01
2022-04-14 08:00:00,6.93,7.65,77.26,41.98,0.0,14.06,15.79,20.8,10.75
2022-04-14 09:00:00,7.84,0.55,69.24,29.92,7.64,17.24,19.07,23.85,13.38
2022-04-14 10:00:00,8.25,0.0,61.01,18.3,23.67,17.48,19.49,24.49,15.76
2022-04-14 11:00:00,8.11,0.0,53.88,10.19,34.97,14.16,15.71,20.16,17.58
2022-04-14 12:00:00,6.15,0.0,40.81,4.19,34.14,8.58,9.76,13.37,20.1
2022-04-14 13:00:00,5.6,0.0,35.24,0.85,46.77,4.6,5.41,8.03,21.67
2022-04-14 14:00:00,4.96,0.0,34.07,1.44,52.68,3.2,3.88,6.67,21.48
2022-04-14 15:00:00,5.51,0.14,35.49,5.46,54.87,3.3,3.97,5.95,21.43
2022-04-14 16:00:00,5.82,0.13,35.61,4.96,56.26,3.6,4.28,6.26,21.72
2022-04-14 17:00:00,6.07,5.16,37.87,7.44,57.88,2.96,3.62,5.92,21.03
2022-04-14 18:00:00,9.12,23.38,51.45,20.46,52.85,5.04,5.87,8.55,19.44
2022-04-14 19:00:00,10.04,24.56,59.88,24.84,42.87,5.85,6.64,9.47,17.96
2022-04-14 20:00:00,9.36,18.96,63.66,29.01,32.64,7.6,8.53,11.29,16.26
2022-04-14 21:00:00,9.03,18.79,66.55,44.26,13.74,8.68,9.76,13.66,15.22
2022-04-14 22:00:00,8.77,18.99,70.18,52.61,0.0,10.97,12.24,15.93,14.13
2022-04-14 23:00:00,8.61,13.31,72.7,47.14,0.4,10.96,12.02,14.48,13.41
2022-04-15 00:00:00,8.58,22.02,74.66,50.75,0.0,11.74,12.98,15.77,12.98
2022-04-15 01:00:00,8.54,19.6,76.63,52.04,0.0,12.51,14.07,17.5,12.54
2022-04-15 02:00:00,8.29,3.33,77.37,36.49,2.49,10.88,11.81,13.49,12.14
2022-04-15 03:00:00,8.05,1.97,78.74,33.26,1.18,13.04,14.03,15.58,11.62
2022-04-15 04:00:00,7.83,1.41,80.24,32.44,0.0,15.05,16.17,17.86,11.11
2022-04-15 05:00:00,7.46,1.68,80.6,33.95,0.0,16.01,17.25,19.25,10.66
2022-04-15 06:00:00,7.29,4.79,81.38,39.56,0.0,15.55,17.0,20.2,10.35
2022-04-15 07:00:00,7.39,15.85,82.06,41.64,0.0,16.02,17.86,21.46,10.32
2022-04-15 08:00:00,8.51,4.81,81.37,30.93,1.46,18.59,19.93,22.22,11.59
2022-04-15 09:00:00,8.96,0.02,72.35,23.23,5.91,17.87,19.18,21.8,13.87
2022-04-15 10:00:00,9.09,0.0,61.16,23.05,1.6,21.85,23.83,29.8,16.64
2022-04-15 11:00:00,9.19,0.0,52.02,24.97,2.46,27.45,29.79,36.1,19.32
2022-04-15 12:00:00,6.73,0.0,36.6,7.39,22.48,10.94,12.11,15.35,22.43
2022-04-15 13:00:00,2.76,0.0,24.54,0.0,32.31,2.86,3.41,5.13,24.41
2022-04-15 14:00:00,3.59,0.0,25.12,1.79,48.24,3.52,4.18,6.11,25.03
2022-04-15 15:00:00,5.55,2.18,29.7,8.83,50.38,3.05,3.67,6.01,24.41
2022-04-15 16:00:00,5.24,2.63,30.59,5.82,56.82,3.39,4.04,6.35,23.59
2022-04-15 17:00:00,5.63,7.44,32.25,8.43,56.62,3.5,4.18,6.79,23.15
2022-04-15 18:00:00,3.02,0.51,27.46,7.4,52.32,3.51,4.2,7.48,22.76
2022-04-15 19:00:00,3.35,7.88,30.94,16.47,44.22,3.84,4.69,8.86,21.21
2022-04-15 20:00:00,5.21,29.39,39.15,52.88,9.83,5.51,7.02,14.85,19.53
2022-04-15 21:00:00,4.72,31.23,42.27,65.31,0.0,6.29,7.96,13.95,17.72
2022-04-15 22:00:00,4.77,29.08,45.59,62.73,0.0,6.17,8.01,14.52,16.58
2022-04-15 23:00:00,4.2,15.48,45.87,53.5,0.0,5.12,6.43,10.62,15.85
2022-04-16 00:00:00,4.25,14.17,47.38,52.19,0.22,4.72,6.06,10.66,15.4
2022-04-16 01:00:00,5.99,18.04,55.23,48.05,0.32,7.89,9.11,12.55,15.03
2022-04-16 02:00:00,8.36,23.13,67.16,42.28,0.29,11.64,12.98,16.12,14.39
2022-04-16 03:00:00,5.76,5.73,58.3,38.72,0.84,5.85,6.76,8.92,13.82
2022-04-16 04:00:00,4.14,0.04,53.69,33.9,1.87,4.52,5.46,7.7,13.35
2022-04-16 05:00:00,4.6,1.69,56.65,36.92,1.24,5.47,6.6,9.61,13.02
2022-04-16 06:00:00,4.79,0.52,58.52,39.28,1.37,5.28,6.27,8.28,12.72
2022-04-16 07:00:00,5.82,13.58,63.14,47.44,0.0,9.33,11.36,15.85,12.69
2022-04-16 08:00:00,5.79,4.18,58.64,38.0,0.0,8.06,9.44,12.88,13.78
2022-04-16 09:00:00,7.28,3.77,55.98,32.09,2.76,15.42,17.78,22.87,16.09
2022-04-16 10:00:00,8.16,0.63,54.14,25.29,8.91,21.98,25.4,33.95,17.54
2022-04-16 11:00:00,7.35,0.0,45.02,18.25,12.67,19.85,23.55,33.04,19.7
2022-04-16 12:00:00,5.74,0.0,34.41,1.58,33.87,10.89,12.94,19.28,22.2
2022-04-16 13:00:00,4.88,0.0,29.98,0.0,40.58,5.3,6.47,10.6,23.49
2022-04-16 14:00:00,3.42,0.0,26.98,1.95,42.53,3.67,4.69,7.41,23.53
2022-04-16 15:00:00,2.97,0.0,25.68,0.8,46.32,3.8,4.9,7.71,23.82
2022-04-16 16:00:00,4.62,4.72,30.15,6.89,49.75,4.64,5.8,9.51,23.12
2022-04-16 17:00:00,6.59,16.89,38.87,20.26,40.29,4.96,6.12,9.93,21.17
2022-04-16 18:00:00,7.18,16.84,40.99,23.33,33.8,6.17,7.35,10.88,20.95
2022-04-16 19:00:00,7.27,15.45,42.74,35.99,14.16,8.29,9.87,14.16,20.37
2022-04-16 20:00:00,7.37,19.67,47.2,47.28,2.66,9.09,10.74,16.05,18.9
2022-04-16 21:00:00,7.84,26.78,52.07,52.16,2.69,9.27,11.17,16.85,17.84
2022-04-16 22:00:00,9.63,23.22,60.46,51.71,2.92,9.05,10.23,13.3,17.38
2022-04-16 23:00:00,8.16,20.36,56.4,52.43,0.0,10.24,12.02,16.64,16.9
2022-04-17 00:00:00,7.12,5.71,53.58,38.37,0.58,9.93,11.61,15.81,16.6
2022-04-17 01:00:00,7.03,2.17,53.94,26.43,8.39,7.69,9.2,12.88,16.39
2022-04-17 02:00:00,6.24,0.67,51.17,26.0,5.88,6.08,7.58,10.76,16.37
2022-04-17 03:00:00,5.91,2.15,49.93,18.49,19.05,4.57,5.82,8.21,16.46
2022-04-17 04:00:00,6.88,1.52,57.0,9.19,47.93,4.3,5.28,7.27,15.37
2022-04-17 05:00:00,7.28,5.71,62.33,12.0,40.54,5.8,6.91,8.61,14.4
2022-04-17 06:00:00,8.54,10.47,69.72,16.22,35.44,7.22,8.09,9.12,13.99
2022-04-17 07:00:00,9.03,9.98,73.97,14.96,36.54,7.94,8.75,9.71,13.58
2022-04-17 08:00:00,8.95,5.47,73.66,11.31,40.74,8.45,9.36,10.51,13.58
2022-04-17 09:00:00,8.58,0.02,69.01,6.34,55.09,3.5,4.55,6.13,14.19
2022-04-17 10:00:00,8.78,0.0,66.33,10.81,41.83,3.75,4.95,7.05,15.02
2022-04-17 11:00:00,9.01,0.0,62.61,8.61,41.42,3.27,4.5,6.76,16.16
2022-04-17 12:00:00,9.25,0.18,65.38,11.4,39.21,3.78,4.9,6.5,15.74
2022-04-17 13:00:00,10.07,4.75,73.64,16.8,29.85,8.25,9.2,10.32,14.75
2022-04-17 14:00:00,10.45,7.82,78.06,17.12,23.99,11.57,12.3,12.88,14.23
2022-04-17 15:00:00,10.95,7.87,82.39,15.5,24.87,11.28,11.93,12.46,13.9
2022-04-17 16:00:00,10.52,4.38,83.36,13.38,30.32,9.65,10.21,11.01,13.28
2022-04-17 17:00:00,10.38,1.17,84.2,19.29,28.68,5.0,5.41,5.92,12.99
2022-04-17 18:00:00,10.32,0.91,84.8,14.4,26.46,5.54,5.96,6.45,12.82
2022-04-17 19:00:00,8.81,0.0,83.84,7.85,29.01,4.12,4.38,4.68,11.45
2022-04-17 20:00:00,8.8,0.03,86.28,14.74,20.21,5.9,6.21,6.65,11.01
2022-04-17 21:00:00,8.25,0.0,84.4,10.82,25.41,5.11,5.39,5.66,10.78
2022-04-17 22:00:00,7.39,0.0,82.09,9.67,23.99,4.28,4.47,4.69,10.32
2022-04-17 23:00:00,7.05,0.0,81.2,8.04,26.52,3.33,3.49,3.72,10.13
2022-04-18 00:00:00,6.68,0.0,80.15,6.02,27.53,2.64,2.76,2.92,9.95
2022-04-18 01:00:00,5.78,0.0,78.45,3.8,29.85,2.05,2.16,2.38,9.34
2022-04-18 02:00:00,5.35,0.0,76.45,3.21,28.53,1.78,1.89,2.12,9.28
2022-04-18 03:00:00,4.78,0.0,74.6,2.54,29.06,1.46,1.55,1.74,9.05
2022-04-18 04:00:00,4.38,0.0,75.05,3.88,29.49,1.27,1.35,1.59,8.55
2022-04-18 05:00:00,4.55,0.0,77.84,6.57,26.96,1.36,1.43,1.61,8.19
2022-04-18 06:00:00,4.53,0.0,78.54,8.82,23.24,1.46,1.56,1.85,8.03
2022-04-18 07:00:00,4.54,0.0,77.58,13.18,17.2,1.63,1.75,2.11,8.23
2022-04-18 08:00:00,4.59,0.0,76.86,13.36,17.94,1.08,1.22,1.59,8.42
2022-04-18 09:00:00,5.26,0.0,78.04,12.89,19.79,1.8,1.96,2.25,8.89
2022-04-18 10:00:00,5.83,0.0,76.16,12.16,19.38,2.35,2.53,2.91,9.83
2022-04-18 11:00:00,6.14,0.0,73.36,8.03,24.56,2.18,2.32,2.54,10.72
2022-04-18 12:00:00,6.43,0.0,67.93,4.27,29.66,2.38,2.5,2.72,12.18
2022-04-18 13:00:00,6.49,0.0,68.96,6.4,30.54,2.5,2.61,2.86,12.02
2022-04-18 14:00:00,7.0,0.0,70.16,9.56,28.44,3.83,3.98,4.3,12.29
2022-04-18 15:00:00,7.49,2.24,75.66,20.38,17.05,6.55,6.93,7.7,11.65
2022-04-18 16:00:00,7.55,1.55,77.22,22.51,16.26,5.24,5.52,5.96,11.41
2022-04-18 17:00:00,7.94,4.41,82.38,30.62,8.52,6.3,6.66,7.52,10.83
2022-04-18 18:00:00,7.9,1.26,83.18,30.66,6.19,4.92,5.22,5.75,10.65
2022-04-18 19:00:00,7.27,0.59,84.3,22.53,17.5,3.81,4.03,4.38,9.8
2022-04-18 20:00:00,7.02,0.64,87.08,26.61,11.35,3.32,3.54,3.79,9.06
2022-04-18 21:00:00,6.9,0.0,87.92,27.3,9.62,2.2,2.39,2.7,8.79
2022-04-18 22:00:00,6.79,0.03,87.96,25.93,11.06,1.61,1.77,1.98,8.68
2022-04-18 23:00:00,6.62,0.0,86.57,17.81,20.28,1.68,1.81,1.99,8.74
2022-04-19 00:00:00,6.61,0.0,87.51,18.82,18.89,2.64,2.79,2.95,8.57
2022-04-19 01:00:00,6.41,0.0,86.6,10.17,33.97,2.7,2.83,2.98,8.52
2022-04-19 02:00:00,6.45,0.0,87.5,9.46,33.58,2.18,2.28,2.42,8.41
2022-04-19 03:00:00,6.45,0.0,87.9,7.2,34.79,2.72,2.83,2.96,8.35
2022-04-19 04:00:00,5.91,0.0,85.89,6.77,31.63,1.76,1.83,2.07,8.13
2022-04-19 05:00:00,5.63,0.0,85.75,10.82,27.78,3.17,3.31,3.51,7.87
2022-04-19 06:00:00,5.71,0.0,86.86,24.21,12.16,4.48,4.67,4.94,7.77
2022-04-19 07:00:00,5.75,0.0,86.6,31.81,3.22,4.97,5.19,5.48,7.85
2022-04-19 08:00:00,5.7,0.0,81.11,25.98,10.0,5.28,5.51,5.77,8.77
2022-04-19 09:00:00,5.25,0.0,67.14,9.74,26.51,3.99,4.35,5.69,11.17
2022-04-19 10:00:00,4.52,0.0,55.61,2.3,31.81,4.01,4.34,5.23,13.24
2022-04-19 11:00:00,3.87,0.0,48.47,0.77,33.4,6.98,7.44,8.82,14.66
2022-04-19 12:00:00,2.73,0.0,38.89,0.0,33.21,6.61,7.02,8.31,16.84
2022-04-19 13:00:00,1.97,0.0,35.08,0.36,36.1,6.14,6.54,7.42,17.61
2022-04-19 14:00:00,2.88,0.0,36.74,2.86,38.25,6.97,7.43,8.66,17.92
2022-04-19 15:00:00,3.08,0.0,34.77,4.8,38.5,7.58,8.17,9.82,19.01
2022-04-19 16:00:00,3.98,0.16,39.59,9.75,42.7,8.04,8.62,10.33,17.94
2022-04-19 17:00:00,4.53,6.81,48.88,18.14,38.48,7.32,7.82,9.36,15.27
2022-04-19 18:00:00,4.63,7.71,53.1,17.96,37.87,7.35,7.85,9.41,14.05
2022-04-19 19:00:00,4.6,7.28,55.25,20.39,32.79,7.86,8.41,9.89,13.41
2022-04-19 20:00:00,5.15,8.66,60.82,22.63,32.57,9.54,10.21,11.74,12.53
2022-04-19 21:00:00,5.67,8.84,66.17,21.75,34.79,10.11,10.72,12.03,11.78
2022-04-19 22:00:00,5.82,7.44,69.38,30.91,15.92,10.2,10.84,11.92,11.22
2022-04-19 23:00:00,5.5,2.99,68.19,24.57,21.54,7.44,7.91,8.77,11.16
2022-04-20 00:00:00,5.34,1.15,69.5,18.84,25.37,6.0,6.41,7.19,10.7
2022-04-20 01:00:00,5.71,3.61,71.83,29.72,5.07,6.82,7.63,10.72,10.58
2022-04-20 02:00:00,5.6,1.52,72.3,20.75,14.39,7.28,7.84,9.41,10.38
2022-04-20 03:00:00,5.32,0.0,71.69,11.04,27.22,7.17,7.6,8.33,10.21
2022-04-20 04:00:00,4.94,0.0,69.53,8.02,32.9,6.22,6.58,7.2,10.28
2022-04-20 05:00:00,5.53,0.0,71.81,13.76,29.19,4.39,4.7,5.5,10.41
2022-04-20 06:00:00,6.14,0.04,72.89,24.28,13.76,4.96,5.47,7.13,10.81
2022-04-20 07:00:00,6.59,6.58,73.77,38.23,0.0,8.33,9.3,12.51,11.1
2022-04-20 08:00:00,7.12,0.54,71.49,30.76,2.79,10.2,11.17,14.16,12.13
2022-04-20 09:00:00,7.56,0.14,65.3,26.58,6.05,10.65,11.95,18.76,13.98
2022-04-20 10:00:00,7.43,0.0,52.97,2.99,31.63,3.41,4.09,7.2,17.13
2022-04-20 11:00:00,7.09,0.0,50.9,3.24,34.22,3.32,3.99,6.89,17.39
2022-04-20 12:00:00,6.89,0.0,48.62,2.88,39.27,3.23,3.95,6.63,17.88
2022-04-20 13:00:00,5.89,0.0,41.09,0.51,39.53,2.08,2.93,6.41,19.5
2022-04-20 14:00:00,3.76,0.0,36.48,0.52,44.6,2.89,3.61,6.44,19.0
2022-04-20 15:00:00,5.14,0.0,40.51,5.47,47.1,3.32,4.12,7.4,18.87
2022-04-20 16:00:00,5.64,0.02,42.81,8.84,45.78,3.58,4.42,7.54,18.53
2022-04-20 17:00:00,5.75,0.4,40.19,4.38,50.54,3.16,4.04,7.39,19.68
2022-04-20 18:00:00,7.07,4.66,44.43,9.11,47.05,3.89,4.95,8.73,19.51
2022-04-20 19:00:00,7.27,7.76,47.68,14.28,39.96,3.95,5.06,8.18,18.61
2022-04-20 20:00:00,7.14,8.67,53.03,19.63,30.69,4.1,4.97,7.74,16.8
2022-04-20 21:00:00,4.76,2.43,54.22,11.4,44.15,2.4,2.74,3.89,13.86
2022-04-20 22:00:00,3.25,0.06,52.07,8.92,46.83,1.61,1.81,2.57,12.86
2022-04-20 23:00:00,3.09,0.0,53.15,8.39,47.22,1.61,1.8,2.42,12.37
2022-04-21 00:00:00,3.0,0.0,53.75,6.9,48.59,1.76,1.95,2.67,12.1
2022-04-21 01:00:00,2.73,0.0,53.31,5.75,50.47,1.86,2.03,2.63,11.94
2022-04-21 02:00:00,3.27,0.0,54.34,6.11,47.66,1.98,2.16,2.55,12.24
2022-04-21 03:00:00,2.85,0.0,53.76,4.81,47.81,2.13,2.31,2.68,11.95
2022-04-21 04:00:00,2.86,0.27,55.8,12.24,33.82,2.69,2.94,3.6,11.4
2022-04-21 05:00:00,3.8,3.33,63.72,28.45,11.82,3.37,3.8,4.94,10.39
2022-04-21 06:00:00,3.94,6.42,69.17,42.06,0.21,3.86,4.42,5.91,9.3
2022-04-21 07:00:00,4.54,14.6,71.56,46.78,0.0,4.56,5.35,7.43,9.43
2022-04-21 08:00:00,5.01,4.41,66.03,33.3,4.92,5.69,6.48,9.06,11.14
2022-04-21 09:00:00,6.23,1.62,63.28,31.86,2.59,8.36,9.36,12.58,13.06
2022-04-21 10:00:00,6.74,0.28,60.06,29.48,1.57,10.21,11.24,14.34,14.4
2022-04-21 11:00:00,6.89,0.8,57.86,31.24,1.56,12.04,13.37,17.65,15.15
2022-04-21 12:00:00,7.75,6.05,62.37,40.56,0.0,14.71,16.69,24.38,14.9
2022-04-21 13:00:00,8.46,8.88,67.2,40.58,0.0,14.49,16.42,21.68,14.47
2022-04-21 14:00:00,9.18,9.88,68.78,39.25,0.08,13.6,15.37,20.7,14.87
2022-04-21 15:00:00,9.48,2.47,61.88,23.86,7.46,15.01,16.35,19.65,16.86
2022-04-21 16:00:00,9.61,0.69,57.97,26.66,2.32,17.78,19.43,23.52,18.03
2022-04-21 17:00:00,10.06,4.92,69.25,26.43,15.11,14.48,15.71,18.25,15.69
2022-04-21 18:00:00,9.45,1.88,66.76,24.34,13.87,13.26,14.29,15.78,15.62
