Datetime,Dew Point (C),H2S (ppb),NO2 (ppb),Humidity (%),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C)
2022-08-07 06:00:00,15.86,15.36,49.63,32.29,25.59,6.39,6.86,8.11,27.31
2022-08-07 07:00:00,16.44,20.38,52.02,39.86,12.95,6.47,7.07,8.91,27.15
2022-08-07 08:00:00,19.5,35.8,60.42,32.0,28.7,6.94,7.55,9.75,27.92
2022-08-07 09:00:00,20.42,18.82,58.12,17.04,32.14,7.8,8.48,10.91,29.54
2022-08-07 10:00:00,20.19,1.09,48.51,11.44,36.05,10.19,11.06,14.1,32.47
2022-08-07 11:00:00,20.49,1.66,42.49,4.96,56.45,8.21,9.0,11.87,35.18
2022-08-07 12:00:00,18.4,2.03,34.41,4.74,47.63,6.67,7.23,9.25,37.1
2022-08-07 13:00:00,14.72,0.42,24.79,0.67,64.64,5.85,6.16,7.38,38.36
2022-08-07 14:00:00,14.74,3.91,26.08,10.27,71.54,6.05,6.4,7.73,37.48
2022-08-07 15:00:00,20.27,69.14,43.49,58.9,41.34,8.14,9.19,12.78,35.08
2022-08-07 16:00:00,20.06,37.19,46.66,36.31,56.54,7.21,7.99,11.86,33.03
2022-08-07 17:00:00,19.6,11.88,42.65,19.39,60.0,6.31,6.97,9.95,34.1
2022-08-07 18:00:00,21.62,38.75,51.62,37.66,55.54,7.47,8.11,10.67,32.96
2022-08-07 19:00:00,21.96,27.22,58.6,33.06,49.42,7.88,8.48,10.66,31.05
2022-08-07 20:00:00,19.97,9.4,53.78,18.39,52.18,7.59,8.19,10.35,30.39
2022-08-07 21:00:00,20.03,12.19,55.46,30.49,28.9,7.29,7.94,10.11,29.92
2022-08-07 22:00:00,18.91,3.35,51.83,24.98,27.49,8.19,8.77,10.54,29.89
2022-08-07 23:00:00,19.11,11.26,52.39,36.89,10.87,8.76,9.39,11.22,29.92
2022-08-08 00:00:00,18.46,10.59,51.55,23.98,23.25,8.63,9.25,11.01,29.5
2022-08-08 01:00:00,19.02,20.29,55.57,5.44,32.87,8.08,8.65,10.3,28.8
2022-08-08 02:00:00,18.6,9.61,54.99,10.73,31.4,7.57,8.06,9.16,28.54
2022-08-08 03:00:00,18.08,13.31,57.08,17.0,29.49,7.93,8.46,9.76,27.35
2022-08-08 04:00:00,16.91,6.33,55.7,9.66,38.73,7.42,7.91,9.06,26.55
2022-08-08 05:00:00,15.04,0.0,49.68,7.0,47.96,7.2,7.8,9.41,26.4
2022-08-08 06:00:00,15.18,5.05,52.11,33.71,14.58,7.27,8.01,9.74,25.75
2022-08-08 07:00:00,14.91,4.83,51.46,29.22,22.07,6.94,7.72,9.93,25.68
2022-08-08 08:00:00,14.23,0.0,44.89,12.21,43.33,6.41,7.22,9.94,27.25
2022-08-08 09:00:00,16.04,6.66,43.93,15.98,43.05,8.09,9.13,14.12,29.68
2022-08-08 10:00:00,16.03,1.54,36.28,4.62,48.03,7.32,8.4,13.66,33.08
2022-08-08 11:00:00,10.5,0.0,21.61,0.0,43.78,2.54,3.14,6.02,35.82
2022-08-08 12:00:00,10.26,0.0,19.78,0.74,65.63,2.58,3.18,5.61,37.15
2022-08-08 13:00:00,9.83,1.67,17.63,7.2,65.11,2.38,2.92,5.26,38.71
2022-08-08 14:00:00,9.43,1.78,17.01,14.87,62.43,2.29,2.85,5.29,38.89
2022-08-08 15:00:00,12.33,34.36,21.5,38.93,52.83,3.08,3.72,6.82,38.72
2022-08-08 16:00:00,15.92,45.85,29.94,46.28,41.28,3.38,4.34,8.39,36.31
2022-08-08 17:00:00,16.9,38.22,32.61,39.01,43.8,3.38,4.44,8.62,35.87
2022-08-08 18:00:00,18.25,42.62,37.63,41.89,42.2,3.52,4.7,8.98,34.88
2022-08-08 19:00:00,18.28,29.9,39.69,33.56,43.21,3.73,4.81,8.99,33.9
2022-08-08 20:00:00,16.76,17.12,40.05,27.34,41.31,3.75,4.71,8.08,32.05
2022-08-08 21:00:00,16.38,36.41,41.32,58.79,2.48,4.96,6.14,9.47,31.07
2022-08-08 22:00:00,16.07,25.43,41.87,49.0,2.64,4.97,6.1,9.43,30.48
2022-08-08 23:00:00,14.56,13.5,39.98,45.68,0.0,4.6,5.66,9.44,29.61
2022-08-09 00:00:00,12.89,7.23,37.77,37.89,5.6,4.02,4.93,7.96,28.7
2022-08-09 01:00:00,14.49,18.9,43.0,40.5,9.77,4.82,5.74,8.5,28.32
2022-08-09 02:00:00,14.1,9.44,42.58,23.38,24.39,4.34,5.15,7.87,28.03
2022-08-09 03:00:00,10.3,1.56,32.07,2.27,54.76,3.06,3.72,5.93,28.59
2022-08-09 04:00:00,13.58,10.21,40.58,10.63,48.56,3.34,4.08,6.36,28.44
2022-08-09 05:00:00,11.08,18.41,35.33,15.7,44.72,3.06,3.8,6.28,28.22
2022-08-09 06:00:00,15.77,41.92,51.56,34.05,9.57,4.43,5.52,9.22,26.57
2022-08-09 07:00:00,14.95,36.79,50.84,36.35,0.45,4.75,5.96,9.93,25.91
2022-08-09 08:00:00,11.46,0.6,36.7,5.4,35.73,3.36,4.35,8.18,27.73
2022-08-09 09:00:00,9.82,0.0,26.7,0.12,49.94,2.6,3.39,6.69,31.3
2022-08-09 10:00:00,9.92,0.39,24.06,3.42,59.97,2.86,3.8,8.71,33.2
2022-08-09 11:00:00,11.5,0.84,22.57,10.69,49.66,3.26,4.84,14.79,36.49
2022-08-09 12:00:00,8.69,3.96,16.35,8.07,61.17,2.13,2.86,6.87,38.9
2022-08-09 13:00:00,10.07,22.03,18.18,20.1,58.84,2.69,3.58,8.23,39.07
2022-08-09 14:00:00,16.82,51.45,29.01,51.58,35.42,3.4,4.93,12.82,37.96
2022-08-09 15:00:00,15.4,21.37,26.83,29.23,51.01,2.35,3.48,9.22,37.74
2022-08-09 16:00:00,14.14,12.17,26.01,25.75,52.74,2.18,3.27,8.88,36.83
2022-08-09 17:00:00,14.51,18.36,25.92,26.56,53.66,2.32,3.31,8.41,37.32
2022-08-09 18:00:00,15.66,21.07,28.88,31.87,45.51,2.77,3.82,9.28,36.67
2022-08-09 19:00:00,14.04,13.09,27.86,27.05,47.37,3.04,4.26,10.23,35.44
2022-08-09 20:00:00,11.02,3.86,25.48,23.99,45.84,2.79,3.65,7.68,33.47
2022-08-09 21:00:00,9.79,7.4,25.64,36.55,25.87,2.6,3.43,6.99,31.89
2022-08-09 22:00:00,9.42,9.35,25.9,30.5,35.09,2.55,3.3,5.97,31.27
2022-08-09 23:00:00,14.01,53.28,37.35,55.97,12.92,3.61,4.54,8.1,30.51
2022-08-10 00:00:00,12.87,31.43,37.27,51.01,0.88,4.67,5.82,10.05,28.92
2022-08-10 01:00:00,11.28,16.61,35.95,40.72,3.65,4.46,5.58,10.03,27.73
2022-08-10 02:00:00,10.58,9.87,35.48,26.17,25.66,3.6,4.43,7.34,27.17
2022-08-10 03:00:00,10.91,11.94,37.26,26.05,24.24,3.95,4.74,7.15,26.71
2022-08-10 04:00:00,14.96,42.33,49.35,41.36,16.17,4.3,5.1,7.45,26.53
2022-08-10 05:00:00,16.51,35.06,53.4,38.98,6.66,4.48,5.34,7.73,26.77
2022-08-10 06:00:00,14.74,5.05,46.42,28.59,7.02,4.93,5.96,9.54,27.25
2022-08-10 07:00:00,14.64,6.54,44.76,30.92,7.15,5.07,6.12,10.04,27.76
2022-08-10 08:00:00,11.2,0.0,33.67,3.69,44.12,5.11,5.91,8.7,28.78
2022-08-10 09:00:00,12.38,0.0,36.17,9.45,57.13,5.88,6.66,10.13,28.88
2022-08-10 10:00:00,13.36,3.5,38.84,14.44,59.67,6.52,7.27,10.52,28.75
2022-08-10 11:00:00,14.0,1.98,36.6,10.63,57.63,6.51,7.33,11.01,30.59
2022-08-10 12:00:00,12.88,0.0,27.4,0.89,66.22,5.45,6.28,10.21,34.39
2022-08-10 13:00:00,15.04,29.51,27.72,21.77,55.98,5.95,7.05,12.56,37.25
2022-08-10 14:00:00,18.9,25.76,34.68,30.77,53.65,7.2,8.69,17.11,37.07
2022-08-10 15:00:00,17.84,13.74,31.82,22.2,58.93,6.1,7.58,14.06,37.43
2022-08-10 16:00:00,15.07,1.74,28.98,12.93,62.72,3.6,4.55,9.13,35.95
2022-08-10 17:00:00,11.36,0.0,23.15,8.33,66.5,3.61,4.47,8.57,35.62
2022-08-10 18:00:00,12.36,11.01,24.77,20.76,62.82,5.5,6.41,10.87,35.63
2022-08-10 19:00:00,13.26,22.02,30.33,25.34,61.66,7.4,8.16,11.76,32.99
2022-08-10 20:00:00,12.61,21.26,32.12,22.08,65.17,6.21,6.77,8.65,31.22
2022-08-10 21:00:00,12.48,13.23,32.85,17.99,65.13,5.0,5.67,8.49,30.67
2022-08-10 22:00:00,12.54,13.08,33.84,17.5,64.64,4.72,5.41,8.35,30.22
2022-08-10 23:00:00,12.27,7.09,33.88,14.58,60.16,4.29,4.89,7.24,29.89
2022-08-11 00:00:00,11.59,2.8,32.26,11.31,59.75,3.96,4.52,6.79,29.96
2022-08-11 01:00:00,12.88,12.8,36.97,19.13,58.27,4.89,5.43,7.08,29.08
2022-08-11 02:00:00,13.33,17.01,40.24,18.76,64.65,5.62,6.12,7.36,28.11
2022-08-11 03:00:00,13.4,15.33,42.36,17.15,65.89,5.9,6.37,7.5,27.31
2022-08-11 04:00:00,13.5,12.06,43.95,15.7,65.57,6.01,6.56,8.03,26.8
2022-08-11 05:00:00,13.79,8.38,44.72,14.7,57.27,5.9,6.38,7.33,26.82
2022-08-11 06:00:00,13.59,5.02,45.63,15.59,56.78,6.0,6.46,7.57,26.26
2022-08-11 07:00:00,13.36,1.11,44.63,17.73,49.18,5.75,6.26,7.9,26.38
2022-08-11 08:00:00,13.69,0.36,44.15,13.89,55.14,6.0,6.47,7.81,26.92
2022-08-11 09:00:00,13.98,0.0,39.69,8.1,59.22,5.67,6.22,8.29,29.11
2022-08-11 10:00:00,14.22,0.0,34.11,3.47,64.63,5.53,6.11,8.37,32.01
2022-08-11 11:00:00,15.16,3.57,34.13,12.1,65.4,6.1,6.83,10.38,33.08
2022-08-11 12:00:00,16.0,5.98,34.51,15.93,66.07,5.96,6.67,10.34,33.84
2022-08-11 13:00:00,16.54,2.87,33.36,12.8,66.7,5.21,5.94,9.63,35.07
2022-08-11 14:00:00,15.76,1.2,30.63,13.36,69.14,4.45,5.14,8.28,35.7
2022-08-11 15:00:00,16.47,8.77,31.55,18.94,68.74,4.4,4.92,7.12,35.99
2022-08-11 16:00:00,16.53,7.68,31.65,19.0,65.5,4.4,4.9,7.01,36.02
2022-08-11 17:00:00,17.07,26.93,35.68,33.22,58.64,4.66,5.14,7.22,34.57
2022-08-11 18:00:00,17.26,19.79,38.28,27.9,64.07,5.44,6.01,8.05,33.41
2022-08-11 19:00:00,16.02,15.33,39.58,23.43,61.96,5.28,5.82,7.94,31.42
2022-08-11 20:00:00,15.64,29.42,47.48,31.72,60.66,5.36,5.97,8.32,27.87
2022-08-11 21:00:00,14.84,8.11,45.01,21.85,54.94,5.07,5.44,6.21,27.87
2022-08-11 22:00:00,15.4,9.08,45.36,26.53,41.67,5.62,6.07,7.19,28.4
2022-08-11 23:00:00,15.57,10.8,47.29,22.05,49.41,5.81,6.25,7.29,27.83
2022-08-12 00:00:00,15.94,10.34,50.82,21.71,51.11,6.0,6.44,7.2,27.0
2022-08-12 01:00:00,15.49,2.44,49.32,13.09,64.39,5.99,6.39,7.21,27.02
2022-08-12 02:00:00,16.46,8.83,52.38,19.6,53.52,6.32,6.74,7.6,27.06
2022-08-12 03:00:00,16.36,5.41,53.29,17.75,45.93,6.21,6.63,7.56,26.64
2022-08-12 04:00:00,15.48,0.89,51.44,9.97,54.63,6.18,6.58,7.4,26.29
2022-08-12 05:00:00,15.93,4.59,53.1,15.68,48.08,5.9,6.35,7.56,26.24
2022-08-12 06:00:00,17.38,14.3,58.8,23.97,37.14,6.29,6.74,7.89,26.08
2022-08-12 07:00:00,17.03,4.48,57.01,18.19,37.85,5.8,6.28,7.76,26.23
2022-08-12 08:00:00,17.06,8.1,57.82,26.0,34.65,5.15,5.76,8.01,26.02
2022-08-12 09:00:00,19.59,32.24,72.24,42.25,21.66,6.6,7.25,9.02,24.97
2022-08-12 10:00:00,19.44,12.36,67.24,26.91,27.48,6.03,6.67,8.61,26.04
2022-08-12 11:00:00,18.6,1.0,62.53,14.09,49.79,5.21,6.54,9.79,26.34
2022-08-12 12:00:00,19.39,5.03,64.21,23.51,41.99,6.58,8.29,12.06,26.73
2022-08-12 13:00:00,19.52,0.65,59.07,16.22,48.46,7.65,9.19,12.69,28.29
2022-08-12 14:00:00,19.01,0.0,49.83,3.21,61.34,6.61,7.67,10.02,30.75
2022-08-12 15:00:00,16.83,0.0,37.53,0.0,52.0,4.77,5.41,7.69,33.32
2022-08-12 16:00:00,16.83,0.0,37.97,2.75,74.94,4.93,5.4,6.51,33.07
2022-08-12 17:00:00,16.84,0.05,38.8,7.96,76.33,4.65,5.02,5.94,32.69
2022-08-12 18:00:00,17.21,5.8,40.8,17.2,68.28,4.29,4.71,6.36,32.23
2022-08-12 19:00:00,17.4,13.83,45.81,25.0,60.9,4.97,5.35,6.67,30.4
2022-08-12 20:00:00,16.98,12.37,49.15,27.88,52.72,5.46,5.81,6.71,28.72
2022-08-12 21:00:00,15.8,8.62,46.49,33.53,29.44,5.45,5.91,7.17,28.37
2022-08-12 22:00:00,15.7,17.13,47.48,45.88,7.02,6.27,6.89,8.64,27.91
2022-08-12 23:00:00,15.92,9.68,49.89,22.4,38.18,7.12,7.84,9.89,27.29
2022-08-13 00:00:00,15.37,5.72,50.93,19.23,53.03,5.85,6.41,8.21,26.34
2022-08-13 01:00:00,15.57,8.17,51.35,22.15,38.97,6.54,7.07,8.46,26.43
2022-08-13 02:00:00,15.64,8.58,54.8,20.09,42.46,6.6,7.02,7.98,25.4
2022-08-13 03:00:00,15.51,8.07,57.28,19.86,43.32,6.37,6.77,7.48,24.51
2022-08-13 04:00:00,15.32,4.18,57.31,19.4,39.31,5.99,6.36,7.0,24.31
2022-08-13 05:00:00,16.19,11.07,60.27,25.02,30.81,6.62,7.03,7.87,24.4
2022-08-13 06:00:00,16.2,5.93,60.48,21.24,28.68,6.66,7.06,7.88,24.35
2022-08-13 07:00:00,16.26,4.89,60.45,24.66,23.6,6.73,7.17,8.26,24.41
2022-08-13 08:00:00,16.76,5.97,61.07,24.3,23.83,7.34,7.85,9.18,24.77
2022-08-13 09:00:00,17.38,10.35,61.85,27.1,21.06,8.09,8.78,10.84,25.25
2022-08-13 10:00:00,18.62,11.83,67.23,23.41,34.25,7.54,8.13,9.35,25.18
2022-08-13 11:00:00,17.09,0.0,53.5,1.71,54.74,6.87,7.33,8.61,27.37
2022-08-13 12:00:00,16.7,0.0,50.25,2.72,56.26,6.79,7.2,8.29,28.03
2022-08-13 13:00:00,16.41,0.0,43.46,0.72,59.55,7.05,7.58,9.25,30.23
2022-08-13 14:00:00,16.91,0.0,37.1,0.77,68.96,7.45,8.01,10.08,33.57
2022-08-13 15:00:00,17.06,1.03,40.36,11.02,72.98,7.29,7.84,9.99,32.24
2022-08-13 16:00:00,16.82,5.18,37.73,12.82,67.05,6.67,7.18,9.22,33.23
2022-08-13 17:00:00,17.28,6.08,39.79,16.42,67.13,6.51,7.0,9.02,32.78
2022-08-13 18:00:00,17.71,12.83,41.09,22.44,64.3,6.54,7.0,8.69,32.67
2022-08-13 19:00:00,16.84,8.55,43.04,22.36,60.19,6.6,7.02,8.53,30.86
2022-08-13 20:00:00,15.72,9.97,42.98,27.14,47.59,8.33,8.85,10.31,29.64
2022-08-13 21:00:00,14.82,9.24,43.93,30.17,37.69,8.98,9.56,11.16,28.27
2022-08-13 22:00:00,14.26,12.87,45.5,35.25,28.4,8.5,9.09,10.8,27.05
2022-08-13 23:00:00,16.07,25.28,52.93,38.5,33.1,8.82,9.39,10.94,26.46
2022-08-14 00:00:00,17.23,24.49,58.73,33.6,42.98,7.44,7.84,8.89,25.94
2022-08-14 01:00:00,17.33,18.81,59.46,31.88,32.49,7.1,7.45,8.16,25.83
2022-08-14 02:00:00,18.31,24.71,63.41,27.67,30.07,7.9,8.33,9.45,25.79
2022-08-14 03:00:00,18.65,18.97,65.71,9.67,30.82,10.05,10.73,12.62,25.56
2022-08-14 04:00:00,16.4,0.0,58.82,6.95,42.74,8.74,9.2,10.37,25.02
2022-08-14 05:00:00,16.71,6.29,63.97,16.09,58.5,8.26,8.67,9.36,23.97
2022-08-14 06:00:00,16.54,5.42,67.1,17.09,62.54,7.87,8.23,8.88,22.97
2022-08-14 07:00:00,16.05,0.0,59.97,10.83,55.83,7.33,7.66,8.07,24.33
2022-08-14 08:00:00,16.35,1.01,59.07,11.39,50.48,7.67,8.12,9.15,24.89
2022-08-14 09:00:00,18.64,21.68,76.72,30.33,42.05,11.9,12.69,14.27,22.99
2022-08-14 10:00:00,17.9,9.89,76.12,20.64,46.11,7.54,7.94,8.67,22.34
2022-08-14 11:00:00,16.66,0.0,64.73,11.0,50.4,4.72,5.0,5.68,23.72
2022-08-14 12:00:00,16.49,0.0,44.92,0.0,51.77,4.78,5.04,5.63,29.78
2022-08-14 13:00:00,15.75,0.0,37.61,0.0,59.13,4.1,4.32,4.7,32.04
2022-08-14 14:00:00,15.3,0.0,37.95,4.02,70.58,4.33,4.54,4.93,31.45
2022-08-14 15:00:00,15.5,1.21,33.8,3.74,73.91,4.72,4.96,5.36,33.64
2022-08-14 16:00:00,16.35,12.65,44.45,23.82,62.75,5.44,5.73,6.41,29.77
2022-08-14 17:00:00,15.3,23.22,51.49,29.56,57.1,3.98,4.34,6.13,26.11
2022-08-14 18:00:00,14.89,11.36,49.59,23.04,54.09,3.77,4.07,4.85,26.28
2022-08-14 19:00:00,15.28,10.47,51.5,22.77,49.7,4.47,4.86,6.04,26.07
2022-08-14 20:00:00,14.01,2.79,50.13,17.61,53.08,4.36,4.63,5.26,25.13
2022-08-14 21:00:00,14.61,13.25,53.9,35.58,24.02,4.34,4.7,5.53,24.56
2022-08-14 22:00:00,14.98,13.64,56.18,32.45,25.94,5.28,5.68,6.43,24.26
2022-08-14 23:00:00,14.67,10.24,56.97,31.16,25.15,4.83,5.18,5.85,23.7
2022-08-15 00:00:00,14.1,0.24,54.93,14.12,57.0,3.95,4.24,4.89,23.7
2022-08-15 01:00:00,14.36,1.42,56.12,16.19,51.72,3.9,4.18,4.87,23.62
2022-08-15 02:00:00,14.51,1.96,57.5,14.53,56.7,3.89,4.14,5.0,23.38
2022-08-15 03:00:00,14.68,2.84,59.3,14.74,53.44,3.87,4.09,4.55,23.05
2022-08-15 04:00:00,14.57,1.35,59.97,13.8,52.84,4.6,4.83,5.42,22.75
2022-08-15 05:00:00,14.56,0.77,60.42,13.4,53.2,4.79,5.01,5.46,22.61
2022-08-15 06:00:00,14.55,1.32,61.32,13.99,51.58,5.7,5.95,6.57,22.36
2022-08-15 07:00:00,14.47,0.8,60.56,12.96,56.08,6.94,7.2,7.79,22.48
2022-08-15 08:00:00,14.55,0.0,57.53,10.06,55.74,10.69,11.05,11.55,23.42
2022-08-15 09:00:00,14.88,0.0,52.5,6.4,58.4,12.65,13.08,13.71,25.32
2022-08-15 10:00:00,14.88,0.0,43.17,0.09,59.63,11.26,11.66,12.31,28.65
2022-08-15 11:00:00,14.38,0.0,37.42,0.0,63.62,8.96,9.31,10.14,30.58
2022-08-15 12:00:00,14.23,0.0,32.68,0.12,68.39,7.18,7.49,8.11,32.77
2022-08-15 13:00:00,13.71,0.0,28.53,1.36,70.53,6.88,7.16,7.71,34.6
2022-08-15 14:00:00,15.09,10.4,31.1,20.04,66.74,8.9,9.27,10.14,34.75
2022-08-15 15:00:00,17.71,26.97,38.76,34.35,60.5,11.14,11.62,12.76,33.69
2022-08-15 16:00:00,16.77,9.92,36.67,20.86,66.84,7.72,8.04,8.75,33.62
2022-08-15 17:00:00,17.04,12.57,37.21,24.64,62.45,7.97,8.29,9.12,33.66
2022-08-15 18:00:00,17.49,19.0,40.11,28.43,60.81,8.1,8.44,9.24,32.86
2022-08-15 19:00:00,17.19,19.05,42.51,27.41,60.15,9.13,9.52,10.48,31.49
2022-08-15 20:00:00,17.15,21.16,46.7,33.2,47.7,9.85,10.3,11.55,29.78
2022-08-15 21:00:00,17.09,21.57,50.73,35.99,41.18,9.35,9.82,11.23,28.28
2022-08-15 22:00:00,15.57,10.82,49.25,27.7,45.72,9.68,10.1,10.92,27.13
2022-08-15 23:00:00,15.32,8.96,49.77,27.19,43.98,10.05,10.47,11.21,26.67
2022-08-16 00:00:00,15.48,11.54,51.84,33.78,29.06,10.57,11.04,11.86,26.16
2022-08-16 01:00:00,14.76,3.24,50.66,19.44,49.92,10.2,10.61,11.38,25.76
2022-08-16 02:00:00,14.29,1.19,50.12,16.29,52.57,10.44,10.84,11.4,25.44
2022-08-16 03:00:00,14.11,3.96,51.46,20.53,42.38,10.11,10.47,10.93,24.8
2022-08-16 04:00:00,13.98,4.43,52.84,22.93,37.94,9.76,10.15,10.68,24.21
2022-08-16 05:00:00,13.63,4.07,53.04,31.03,26.59,9.67,10.08,10.62,23.77
2022-08-16 06:00:00,14.26,13.38,56.8,47.37,2.77,9.9,10.44,11.34,23.31
2022-08-16 07:00:00,14.71,29.8,58.3,55.68,0.0,8.96,9.61,10.95,23.36
2022-08-16 08:00:00,15.5,16.24,56.55,44.32,1.87,10.44,11.21,13.19,24.73
2022-08-16 09:00:00,16.26,6.82,50.66,33.51,14.72,12.01,13.06,16.28,27.42
2022-08-16 10:00:00,17.7,1.84,47.17,18.2,36.38,13.18,14.48,19.95,30.21
2022-08-16 11:00:00,19.27,5.53,47.29,17.28,53.28,11.45,12.1,13.75,31.89
2022-08-16 12:00:00,19.32,0.61,43.03,10.03,61.05,9.56,10.02,11.36,33.62
2022-08-16 13:00:00,18.01,0.0,36.66,3.45,63.4,8.77,9.2,10.31,35.07
2022-08-16 14:00:00,15.36,0.0,29.47,4.86,61.48,7.56,8.04,9.82,35.94
2022-08-16 15:00:00,16.61,10.81,34.4,26.02,56.87,8.23,8.86,11.32,34.68
2022-08-16 16:00:00,16.62,8.28,29.98,16.43,65.78,6.88,7.55,10.14,37.11
2022-08-16 17:00:00,17.65,21.1,32.88,33.65,55.27,6.59,7.1,8.71,36.68
2022-08-16 18:00:00,21.76,57.58,49.28,58.85,41.4,8.09,8.64,10.81,33.96
2022-08-16 19:00:00,19.3,32.34,50.66,39.49,48.42,7.83,8.92,14.4,30.78
2022-08-16 20:00:00,18.41,22.32,54.53,37.77,39.34,5.23,6.73,13.29,28.48
2022-08-16 21:00:00,17.14,15.89,55.86,27.85,46.62,4.33,5.41,7.71,26.7
2022-08-16 22:00:00,16.24,4.32,53.38,18.37,54.53,4.35,5.32,6.54,26.51
2022-08-16 23:00:00,16.45,8.48,53.5,20.06,49.07,4.62,5.56,6.69,26.73
2022-08-17 00:00:00,17.85,22.54,63.61,24.24,37.1,5.49,6.32,7.68,25.25
2022-08-17 01:00:00,18.31,24.81,69.92,20.57,28.73,6.56,7.4,8.56,24.16
2022-08-17 02:00:00,16.51,5.7,64.61,17.55,35.66,4.34,5.04,5.74,23.57
2022-08-17 03:00:00,16.12,1.44,63.7,19.71,31.06,4.09,4.78,5.56,23.39
2022-08-17 04:00:00,16.1,0.85,64.16,19.57,30.18,4.13,4.78,5.42,23.25
2022-08-17 05:00:00,15.81,1.94,63.56,27.27,20.67,4.52,5.32,6.31,23.1
2022-08-17 06:00:00,17.43,16.41,71.5,35.91,10.29,6.15,7.02,8.2,22.88
2022-08-17 07:00:00,17.89,18.26,73.74,36.24,2.15,6.8,7.93,10.52,22.83
2022-08-17 08:00:00,17.15,4.06,66.21,22.06,19.55,5.57,6.8,9.26,23.86
2022-08-17 09:00:00,17.48,0.16,58.52,17.42,23.9,5.4,7.09,12.37,26.3
2022-08-17 10:00:00,17.34,0.0,45.68,2.37,38.29,6.1,8.06,14.28,30.42
2022-08-17 11:00:00,15.66,0.0,33.18,0.0,42.04,4.08,5.38,7.75,34.2
2022-08-17 12:00:00,15.34,0.0,28.5,0.34,59.54,4.13,5.37,7.46,36.54
2022-08-17 13:00:00,15.53,0.03,26.12,4.59,65.52,4.47,5.66,7.91,38.38
2022-08-17 14:00:00,14.95,0.0,23.89,17.13,56.1,4.04,5.27,7.45,39.34
2022-08-17 15:00:00,13.32,0.33,19.93,15.7,61.19,3.91,4.97,6.65,40.73
2022-08-17 16:00:00,13.84,4.4,20.34,28.12,53.85,4.18,5.19,6.78,40.99
2022-08-17 17:00:00,13.46,9.19,20.1,32.11,50.78,3.78,4.67,6.06,40.74
2022-08-17 18:00:00,13.31,20.1,20.95,38.81,45.38,3.84,4.72,6.01,39.79
2022-08-17 19:00:00,13.58,28.14,23.62,41.65,46.54,3.93,4.81,6.34,37.89
2022-08-17 20:00:00,14.92,51.44,29.92,64.06,16.6,4.52,5.56,7.47,35.37
2022-08-17 21:00:00,14.76,47.85,33.3,57.35,14.67,5.14,6.26,8.6,33.18
2022-08-17 22:00:00,14.66,46.83,35.91,63.21,0.26,5.96,7.13,9.54,31.6
2022-08-17 23:00:00,15.35,59.2,40.87,69.85,0.0,6.71,8.06,10.72,30.11
2022-08-18 00:00:00,17.14,54.77,48.66,63.36,2.2,7.29,8.65,11.42,29.12
2022-08-18 01:00:00,18.06,39.99,54.28,46.27,8.62,6.07,7.3,9.93,28.19
2022-08-18 02:00:00,16.37,19.32,51.97,32.76,8.64,6.62,7.83,10.08,27.1
2022-08-18 03:00:00,15.55,13.03,51.58,29.46,11.89,6.22,7.29,8.85,26.33
2022-08-18 04:00:00,15.57,10.91,52.86,28.19,12.84,6.2,7.18,8.68,25.92
2022-08-18 05:00:00,15.76,13.99,54.93,29.68,8.74,6.4,7.42,9.21,25.49
2022-08-18 06:00:00,16.3,22.56,58.02,35.12,1.73,7.15,8.28,10.46,25.14
2022-08-18 07:00:00,16.5,24.74,58.29,41.8,0.0,7.64,9.24,14.19,25.28
2022-08-18 08:00:00,16.63,17.73,55.32,37.5,0.35,8.36,10.59,19.95,26.31
2022-08-18 09:00:00,15.88,2.5,44.41,14.54,24.11,6.74,8.54,16.63,29.47
2022-08-18 10:00:00,14.78,0.0,31.67,0.0,50.23,5.28,6.2,8.06,33.98
2022-08-18 11:00:00,14.82,0.0,28.0,1.93,67.15,5.3,6.22,8.41,36.24
2022-08-18 12:00:00,15.75,3.06,27.48,11.97,68.86,5.02,5.94,8.63,37.68
2022-08-18 13:00:00,15.97,9.32,27.16,22.42,61.26,4.68,5.53,7.78,38.16
2022-08-18 14:00:00,16.25,5.26,26.44,27.29,54.31,4.47,5.34,7.74,38.97
2022-08-18 15:00:00,16.02,5.42,25.63,29.01,55.28,4.25,5.03,7.26,39.29
2022-08-18 16:00:00,17.21,22.71,27.96,41.71,52.37,4.42,5.13,7.43,39.12
2022-08-18 17:00:00,18.38,21.6,31.02,40.04,52.74,4.8,5.53,8.23,38.52
2022-08-18 18:00:00,17.92,18.66,30.29,35.1,52.18,4.49,5.21,7.85,38.42
2022-08-18 19:00:00,18.02,30.75,34.14,42.91,44.41,5.14,6.43,10.98,36.35
2022-08-18 20:00:00,16.61,28.76,34.64,60.53,10.86,5.97,7.3,12.28,34.46
2022-08-18 21:00:00,15.04,31.55,34.38,64.4,0.0,6.25,7.36,10.66,32.8
2022-08-18 22:00:00,14.54,19.45,35.72,47.38,12.83,5.61,6.48,8.68,31.55
2022-08-18 23:00:00,14.52,24.42,37.46,51.88,7.89,5.44,6.26,8.66,30.69
2022-08-19 00:00:00,14.25,25.02,39.04,57.22,0.64,5.81,6.92,11.15,29.66
