Datetime,Dew Point (C),H2S (ppb),Humidity (%),NO2 (ppb),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C)
2022-08-25 11:51:54,20.31,0.48,70.8,16.91,29.36,12.9,14.76,18.43,26.03
2022-08-25 11:46:52,20.24,0.0,70.8,13.03,33.39,12.81,14.47,16.92,25.96
2022-08-25 11:41:55,20.14,0.0,71.66,13.77,33.11,10.99,12.47,14.5,25.65
2022-08-25 11:36:52,20.19,0.0,72.62,15.35,31.27,11.12,12.68,15.12,25.48
2022-08-25 11:31:56,20.08,0.0,72.67,15.47,31.81,11.48,12.99,15.37,25.35
2022-08-25 11:26:55,20.28,0.0,73.64,14.17,32.18,11.95,13.44,15.68,25.33
2022-08-25 11:21:53,20.06,2.46,72.8,18.25,29.18,12.7,14.25,17.08,25.29
2022-08-25 11:16:54,19.68,0.0,72.02,13.71,35.78,8.93,10.29,12.37,25.08
2022-08-25 11:11:53,19.55,0.0,72.15,13.14,35.56,8.55,9.88,12.04,24.91
2022-08-25 11:06:55,19.46,0.0,72.38,15.55,33.83,8.59,9.93,13.21,24.77
2022-08-25 11:01:54,19.66,0.0,73.61,14.76,34.33,8.44,9.72,11.78,24.7
2022-08-25 10:56:53,19.81,0.0,75.09,19.61,28.2,8.35,9.64,12.21,24.51
2022-08-25 10:51:54,19.63,0.0,75.46,19.21,28.37,7.38,8.42,10.11,24.24
2022-08-25 10:46:52,19.8,0.0,77.2,19.56,29.11,6.06,7.06,8.8,24.05
2022-08-25 10:41:54,19.61,0.0,77.33,20.38,28.36,6.14,7.05,8.52,23.82
2022-08-25 10:36:53,19.69,0.0,78.05,19.48,30.47,6.23,7.17,8.86,23.75
2022-08-25 10:31:55,19.83,1.06,78.57,24.7,24.44,6.53,7.56,9.59,23.78
2022-08-25 10:26:54,19.65,1.58,78.1,23.47,25.97,5.15,6.06,7.54,23.69
2022-08-25 10:21:52,19.56,2.32,78.14,25.27,25.41,3.98,4.99,6.93,23.59
2022-08-25 10:16:54,19.32,0.0,77.33,23.7,28.52,3.46,4.46,6.59,23.52
2022-08-25 10:11:52,19.28,0.0,77.56,21.58,29.28,3.13,4.22,5.92,23.42
2022-08-25 10:06:55,19.47,0.0,78.62,21.2,31.86,3.07,4.16,5.98,23.4
2022-08-25 10:01:55,19.51,2.17,79.41,24.65,28.14,2.98,4.06,5.84,23.28
2022-08-25 09:56:52,19.36,1.71,79.44,25.59,28.0,2.84,3.75,5.69,23.11
2022-08-25 09:51:55,19.4,3.76,80.25,28.14,26.29,2.69,3.65,4.72,22.99
2022-08-25 09:46:53,19.34,0.0,80.73,21.69,34.72,2.5,3.32,4.15,22.83
2022-08-25 09:41:54,19.26,3.97,81.63,26.1,28.08,2.6,3.42,4.46,22.56
2022-08-25 09:36:53,19.13,3.1,82.15,26.32,26.37,3.12,3.76,4.26,22.32
2022-08-25 09:31:55,19.12,1.58,83.28,26.01,26.5,2.85,3.52,4.31,22.09
2022-08-25 09:26:55,19.1,0.36,83.83,26.47,29.28,3.72,4.42,5.16,21.97
2022-08-25 09:21:52,19.13,2.78,84.68,25.33,30.84,2.75,3.43,4.24,21.82
2022-08-25 09:16:55,19.14,3.78,85.58,27.15,25.85,2.7,3.52,4.42,21.67
2022-08-25 09:11:53,19.05,6.57,85.91,32.5,22.01,2.68,3.48,4.14,21.51
2022-08-25 09:06:55,18.96,6.37,85.77,33.34,22.7,2.71,3.54,4.39,21.44
2022-08-25 09:01:55,19.07,8.53,86.82,30.62,26.42,2.55,3.28,3.91,21.36
2022-08-25 08:56:53,19.21,7.59,88.43,32.49,22.79,3.5,4.03,4.76,21.2
2022-08-25 08:51:55,19.14,11.19,88.6,33.09,22.32,4.02,4.57,5.28,21.1
2022-08-25 08:46:53,18.94,7.53,87.93,30.97,30.72,3.91,4.47,5.21,21.02
2022-08-25 08:41:54,18.96,9.43,88.73,31.21,29.9,3.92,4.43,4.83,20.89
2022-08-25 08:36:53,18.78,7.61,88.42,28.72,32.4,3.61,4.1,4.54,20.76
2022-08-25 08:31:56,18.66,7.57,88.46,29.78,30.78,3.67,4.16,4.62,20.64
2022-08-25 08:26:54,18.84,8.47,90.07,31.66,31.66,2.97,3.4,3.86,20.52
2022-08-25 08:21:53,18.94,10.54,91.2,35.26,27.62,2.93,3.34,3.78,20.42
2022-08-25 08:16:55,18.88,9.64,91.32,31.59,28.69,3.14,3.58,4.03,20.34
2022-08-25 08:11:53,18.9,10.97,91.78,32.9,30.24,2.99,3.43,4.25,20.28
2022-08-25 08:06:56,19.02,14.21,92.96,41.58,18.54,2.73,3.16,3.86,20.2
2022-08-25 08:01:55,18.77,11.24,91.8,38.45,21.25,2.61,3.0,3.64,20.14
2022-08-25 07:56:53,18.9,10.18,92.95,32.71,31.31,2.41,2.77,3.07,20.07
2022-08-25 07:51:55,18.8,9.84,92.82,36.71,26.86,2.25,2.62,3.0,20.0
2022-08-25 07:46:53,18.72,7.39,92.6,29.81,37.27,1.77,2.06,2.35,19.96
2022-08-25 07:41:56,18.73,12.15,92.59,39.24,28.5,2.2,2.61,3.67,19.97
2022-08-25 07:36:52,18.84,15.39,93.12,44.39,22.74,2.06,2.42,3.2,19.99
2022-08-25 07:31:56,18.83,10.59,92.74,33.16,36.03,1.96,2.3,2.77,20.04
2022-08-25 07:26:55,18.98,8.48,92.98,24.26,49.69,1.85,2.17,2.8,20.16
2022-08-25 07:21:53,18.98,10.39,92.23,24.72,48.93,2.11,2.48,3.28,20.28
2022-08-25 07:16:55,18.78,12.49,89.46,26.11,50.36,2.74,3.26,5.39,20.58
2022-08-25 07:11:53,18.05,14.07,81.78,32.0,38.2,3.98,5.08,20.69,21.29
2022-08-25 07:06:55,17.76,6.31,80.44,30.96,25.46,3.07,3.67,5.4,21.26
2022-08-25 07:01:55,17.79,2.08,80.91,27.54,20.41,2.83,3.3,4.5,21.2
2022-08-25 06:56:53,17.87,4.47,81.42,31.43,14.61,2.79,3.26,5.5,21.18
2022-08-25 06:51:54,17.84,2.02,81.13,28.73,16.91,2.65,3.14,4.8,21.2
2022-08-25 06:46:53,17.89,4.21,81.27,32.46,12.13,2.55,3.03,4.27,21.23
2022-08-25 06:41:54,18.01,11.9,81.79,33.6,9.63,2.95,3.59,5.78,21.25
2022-08-25 06:36:52,17.7,6.82,80.0,28.86,15.24,3.21,3.82,6.01,21.29
2022-08-25 06:31:56,17.79,0.0,80.7,22.0,21.27,2.33,2.69,3.54,21.25
2022-08-25 06:26:55,17.82,0.0,80.77,24.6,21.22,2.55,2.98,4.11,21.26
2022-08-25 06:21:52,17.81,0.13,80.51,30.24,13.7,2.9,3.39,4.94,21.3
2022-08-25 06:16:55,17.79,0.0,80.61,19.71,25.91,2.31,2.68,3.41,21.26
2022-08-25 06:11:53,17.57,0.0,79.72,19.53,27.79,2.17,2.49,3.08,21.22
2022-08-25 06:06:56,17.67,0.0,80.27,19.59,27.56,1.98,2.25,2.65,21.2
2022-08-25 06:01:55,17.59,0.0,80.09,19.05,29.08,2.06,2.36,3.11,21.16
2022-08-25 05:56:53,17.72,0.0,80.88,17.4,33.16,2.14,2.47,3.3,21.13
2022-08-25 05:51:55,17.76,0.0,81.16,19.43,28.67,2.21,2.61,4.01,21.12
2022-08-25 05:46:52,17.69,0.02,80.54,20.02,31.4,2.28,2.68,4.05,21.18
2022-08-25 05:41:55,17.68,0.0,80.35,18.72,33.75,2.19,2.58,3.62,21.2
2022-08-25 05:36:53,17.75,0.0,80.29,19.54,30.27,2.33,2.75,4.07,21.29
2022-08-25 05:31:56,18.02,0.0,81.39,19.73,30.66,2.17,2.55,3.69,21.34
2022-08-25 05:26:54,17.91,0.0,80.66,20.61,29.69,2.21,2.63,3.74,21.37
2022-08-25 05:21:53,17.79,0.0,79.91,18.51,33.86,2.13,2.55,3.96,21.4
2022-08-25 05:16:54,17.63,0.0,79.25,13.94,38.72,1.74,2.06,2.5,21.37
2022-08-25 05:11:53,17.64,0.0,79.33,12.92,40.68,1.85,2.16,2.79,21.37
2022-08-25 05:06:56,17.65,0.0,79.24,15.38,39.86,1.85,2.16,3.06,21.4
2022-08-25 05:01:55,17.7,0.0,79.61,15.74,38.56,1.89,2.2,2.6,21.37
2022-08-25 04:56:53,17.44,0.0,78.37,13.82,39.48,2.03,2.38,3.03,21.36
2022-08-25 04:51:55,17.21,0.0,77.45,11.37,45.84,2.17,2.52,3.1,21.32
2022-08-25 04:46:53,17.32,0.0,78.19,9.78,53.07,1.72,2.03,2.68,21.27
2022-08-25 04:41:55,17.45,0.0,78.71,11.52,55.69,1.82,2.17,3.08,21.3
2022-08-25 04:36:53,17.77,0.0,80.3,11.4,44.39,1.9,2.16,2.41,21.3
2022-08-25 04:31:55,17.82,0.0,80.41,12.49,41.75,2.15,2.53,3.31,21.33
2022-08-25 04:26:54,17.5,0.0,78.89,16.5,38.93,2.15,2.56,3.58,21.32
2022-08-25 04:21:52,17.59,0.0,79.27,11.21,50.04,1.79,2.12,2.78,21.33
2022-08-25 04:16:54,17.41,0.0,78.59,11.63,48.25,2.02,2.34,2.85,21.29
2022-08-25 04:11:53,17.35,0.0,78.43,10.29,54.89,1.82,2.18,2.93,21.26
2022-08-25 04:06:55,17.15,0.0,77.43,12.53,51.58,2.01,2.39,2.99,21.26
2022-08-25 04:01:55,17.47,0.0,79.08,11.01,54.52,1.88,2.25,2.96,21.25
2022-08-25 03:56:53,17.3,0.0,78.66,12.18,50.6,2.01,2.4,3.49,21.16
2022-08-25 03:51:54,17.09,0.0,77.83,12.58,59.96,1.88,2.24,3.06,21.12
2022-08-25 03:46:53,17.31,0.0,79.55,8.5,62.26,1.72,2.04,2.41,20.99
2022-08-25 03:41:54,17.64,0.0,81.45,11.32,55.25,1.89,2.23,2.95,20.93
2022-08-25 03:36:53,17.66,0.0,81.56,11.87,53.58,1.97,2.33,2.83,20.93
2022-08-25 03:31:56,17.5,0.0,80.99,11.71,51.78,2.16,2.54,3.26,20.89
2022-08-25 03:26:54,17.57,0.0,81.38,11.76,55.73,2.1,2.51,3.56,20.88
2022-08-25 03:21:53,17.53,0.0,81.25,12.18,52.6,2.08,2.43,2.96,20.86
2022-08-25 03:16:55,17.49,0.0,81.4,12.25,55.17,1.95,2.34,3.05,20.79
2022-08-25 03:11:52,17.5,0.0,81.67,12.8,59.4,1.82,2.19,3.13,20.75
2022-08-25 03:06:56,17.47,0.0,81.53,13.4,58.19,1.9,2.28,3.26,20.75
2022-08-25 03:01:55,17.66,0.0,82.26,13.63,54.59,1.9,2.23,2.87,20.79
2022-08-25 02:56:52,17.63,0.0,82.18,12.64,46.96,2.0,2.29,2.96,20.78
2022-08-25 02:51:54,17.69,0.0,82.57,13.5,47.29,1.99,2.34,3.02,20.76
2022-08-25 02:46:53,17.52,0.0,81.9,11.64,51.7,2.09,2.42,3.01,20.72
2022-08-25 02:41:55,17.79,0.0,83.32,10.9,52.45,1.91,2.24,2.89,20.72
2022-08-25 02:36:54,17.78,0.0,83.25,12.63,47.94,2.15,2.51,3.27,20.72
2022-08-25 02:31:55,17.73,0.0,82.94,13.23,48.59,2.38,2.79,3.94,20.74
2022-08-25 02:26:54,17.86,0.0,83.52,15.24,44.49,2.34,2.74,3.31,20.75
2022-08-25 02:21:53,17.7,0.0,82.7,13.09,47.08,2.37,2.74,3.25,20.75
2022-08-25 02:16:55,17.76,0.0,83.02,14.37,47.79,2.31,2.69,3.15,20.75
2022-08-25 02:11:52,17.83,0.0,83.2,14.87,47.06,2.26,2.64,3.39,20.79
2022-08-25 02:06:56,17.49,0.0,81.29,14.0,51.53,2.27,2.67,3.34,20.82
2022-08-25 02:01:55,17.66,0.0,82.47,12.22,54.58,2.03,2.44,2.99,20.75
2022-08-25 01:56:53,17.71,0.0,82.88,13.3,53.83,2.2,2.65,3.48,20.72
2022-08-25 01:51:54,17.83,0.0,83.19,15.19,52.62,2.17,2.61,3.33,20.79
2022-08-25 01:46:53,18.03,0.0,84.24,14.86,53.94,2.11,2.54,3.17,20.79
2022-08-25 01:41:55,18.25,0.0,85.29,17.15,45.75,2.32,2.75,3.39,20.81
2022-08-25 01:36:54,18.26,0.97,85.29,20.33,39.1,2.68,3.16,3.8,20.82
2022-08-25 01:31:55,18.42,3.54,86.09,20.7,36.02,2.63,3.02,3.44,20.83
2022-08-25 01:26:55,18.37,1.21,85.94,20.85,35.97,2.86,3.31,3.99,20.81
2022-08-25 01:21:53,18.69,1.34,87.54,21.54,34.69,2.58,2.97,3.77,20.83
2022-08-25 01:16:55,18.25,3.85,85.38,23.19,36.24,2.96,3.4,3.99,20.79
2022-08-25 01:11:54,18.51,2.37,86.62,21.25,42.31,2.67,3.09,3.67,20.82
2022-08-25 01:06:55,18.33,3.77,85.47,23.25,42.12,2.8,3.26,4.19,20.86
2022-08-25 01:01:54,18.26,6.02,84.62,29.1,34.39,2.84,3.27,3.88,20.95
2022-08-25 00:56:53,18.32,0.0,85.16,17.03,44.67,2.32,2.65,2.96,20.91
2022-08-25 00:51:54,18.45,1.05,85.8,18.47,44.0,2.59,2.98,3.44,20.92
2022-08-25 00:46:52,18.3,6.83,85.14,23.98,39.94,2.91,3.33,4.01,20.89
2022-08-25 00:41:55,18.36,7.03,85.54,23.88,40.54,2.97,3.42,3.97,20.88
2022-08-25 00:36:52,18.46,4.2,86.08,27.02,35.24,2.98,3.41,3.84,20.88
2022-08-25 00:31:56,18.29,3.16,85.21,20.85,45.89,2.95,3.35,3.8,20.86
2022-08-25 00:26:55,18.14,2.83,84.42,21.56,46.42,3.22,3.66,4.21,20.86
2022-08-25 00:21:52,18.29,3.4,85.14,24.8,41.41,2.83,3.25,3.81,20.88
2022-08-25 00:16:55,18.2,4.32,84.85,26.91,40.54,3.06,3.54,4.28,20.85
2022-08-25 00:11:53,18.1,2.14,84.25,23.49,45.56,2.76,3.26,3.78,20.86
2022-08-25 00:06:55,18.4,2.35,85.98,24.01,42.92,2.83,3.33,3.92,20.83
2022-08-25 00:01:55,18.19,4.17,84.76,29.79,37.59,3.29,3.89,4.57,20.85
2022-08-24 23:56:53,18.03,3.49,84.28,23.18,46.5,3.25,3.85,4.71,20.78
2022-08-24 23:51:55,18.01,2.72,84.31,21.23,49.98,3.11,3.66,4.39,20.75
2022-08-24 23:46:53,18.23,2.06,85.75,21.68,52.73,3.01,3.54,4.12,20.71
2022-08-24 23:41:55,18.4,4.83,86.66,26.55,41.0,3.5,4.02,4.5,20.71
2022-08-24 23:36:54,18.33,7.59,86.41,26.23,44.11,3.42,3.89,4.48,20.68
2022-08-24 23:31:55,18.31,4.88,86.31,25.07,47.24,3.19,3.63,3.91,20.68
2022-08-24 23:26:55,18.31,6.95,86.21,26.2,49.55,3.58,3.96,4.38,20.7
2022-08-24 23:21:53,18.17,11.12,85.47,24.61,49.29,5.0,5.49,5.8,20.7
2022-08-24 23:16:54,18.47,5.81,86.93,22.09,56.8,3.39,3.73,3.99,20.72
2022-08-24 23:11:53,18.42,8.8,86.39,26.63,53.25,2.45,2.73,3.24,20.78
2022-08-24 23:06:56,18.09,7.72,84.83,27.54,50.38,2.68,3.02,3.91,20.74
2022-08-24 23:01:55,18.19,10.3,85.1,28.83,52.42,2.48,2.82,3.38,20.79
2022-08-24 22:56:53,18.18,6.38,84.66,24.94,55.52,2.13,2.42,2.78,20.86
2022-08-24 22:51:54,18.07,8.16,84.01,27.55,49.95,2.34,2.71,3.1,20.88
2022-08-24 22:46:52,18.59,8.35,87.0,31.74,42.16,2.79,3.27,3.8,20.83
2022-08-24 22:41:55,18.45,17.5,86.24,43.7,23.87,3.47,4.07,5.62,20.83
2022-08-24 22:36:54,18.24,12.68,85.35,34.05,33.66,3.29,3.88,5.21,20.79
2022-08-24 22:31:55,18.35,11.32,86.09,32.93,38.4,3.07,3.57,4.6,20.76
2022-08-24 22:26:55,18.11,16.62,84.44,35.12,37.72,3.88,4.49,5.76,20.83
2022-08-24 22:21:53,18.43,12.65,85.92,29.83,46.1,3.62,4.15,5.23,20.88
2022-08-24 22:16:55,18.38,14.72,85.19,30.91,47.08,4.25,4.82,6.56,20.96
2022-08-24 22:11:54,18.47,14.58,85.48,30.78,44.77,4.44,4.99,6.04,21.01
2022-08-24 22:06:55,18.48,17.68,85.35,36.46,36.27,4.94,5.61,7.15,21.03
2022-08-24 22:01:54,18.21,14.4,83.72,28.88,48.68,4.89,5.48,6.26,21.07
2022-08-24 21:56:53,18.22,14.83,83.49,28.97,49.74,4.86,5.42,6.46,21.13
2022-08-24 21:51:55,18.03,13.86,82.06,29.56,49.33,4.1,4.6,6.04,21.22
2022-08-24 21:46:52,18.33,12.82,83.55,31.72,46.55,4.24,4.8,6.63,21.23
2022-08-24 21:41:55,18.62,17.17,85.06,35.14,37.39,5.67,6.36,7.32,21.23
2022-08-24 21:36:53,18.8,20.88,85.97,37.05,34.15,7.2,8.04,9.0,21.25
2022-08-24 21:31:56,18.32,21.83,83.56,43.48,25.92,7.6,8.52,9.95,21.22
2022-08-24 21:26:55,18.23,15.5,82.99,33.85,41.16,6.82,7.63,8.75,21.23
2022-08-24 21:21:53,18.18,15.33,82.49,35.73,40.27,7.14,8.04,8.88,21.29
2022-08-24 21:16:55,18.34,21.17,82.72,41.21,33.31,7.12,8.05,10.22,21.4
2022-08-24 21:11:52,18.45,20.63,82.91,48.61,24.75,6.06,6.76,8.8,21.47
2022-08-24 21:06:56,18.1,21.72,80.5,46.95,27.59,8.11,9.12,11.22,21.6
2022-08-24 21:01:55,17.82,15.84,78.36,36.56,40.76,7.51,8.44,9.95,21.76
2022-08-24 20:56:53,17.88,17.43,78.25,38.67,39.93,7.22,8.16,9.21,21.84
2022-08-24 20:51:54,17.5,12.24,75.41,30.96,52.46,6.27,7.08,8.13,22.05
2022-08-24 20:46:53,17.28,11.12,72.61,25.62,61.86,5.77,6.56,9.05,22.45
2022-08-24 20:41:54,16.45,6.78,67.25,22.93,64.17,5.14,5.86,7.8,22.85
2022-08-24 20:36:53,16.55,0.0,67.43,18.05,64.96,4.02,4.6,6.35,22.9
2022-08-24 20:31:56,16.12,2.67,65.51,21.02,61.9,3.78,4.41,6.52,22.93
2022-08-24 20:26:54,16.1,0.0,66.11,18.62,57.2,3.14,3.58,4.91,22.76
2022-08-24 20:21:53,16.59,0.0,68.97,20.76,54.91,3.58,4.1,4.88,22.58
2022-08-24 20:16:55,16.97,4.01,70.97,23.13,51.54,3.7,4.19,5.11,22.5
2022-08-24 20:11:52,17.19,7.82,71.8,24.76,51.15,3.86,4.37,5.17,22.53
2022-08-24 20:06:55,17.29,9.46,72.26,25.25,50.13,4.13,4.71,6.45,22.53
2022-08-24 20:01:54,17.24,10.16,71.25,23.29,55.47,3.78,4.28,5.07,22.71
2022-08-24 19:56:53,17.06,8.51,70.26,24.02,53.51,4.01,4.57,5.98,22.76
2022-08-24 19:51:55,16.96,6.56,70.0,23.15,54.99,4.0,4.68,6.28,22.71
2022-08-24 19:46:53,17.01,6.08,70.15,22.47,58.41,3.91,4.56,5.77,22.73
2022-08-24 19:41:55,17.05,5.33,69.98,23.7,57.6,3.82,4.5,5.83,22.82
2022-08-24 19:36:53,17.06,5.27,69.85,23.19,57.13,3.93,4.64,5.67,22.86
2022-08-24 19:31:56,17.03,4.23,69.19,21.64,61.62,3.68,4.36,5.6,22.99
2022-08-24 19:26:54,17.04,3.57,68.56,20.02,63.82,3.74,4.49,5.44,23.14
2022-08-24 19:21:52,17.19,3.43,68.05,19.23,65.16,3.89,4.76,6.27,23.42
2022-08-24 19:16:55,16.91,1.38,65.11,18.52,63.24,4.21,5.28,7.08,23.86
2022-08-24 19:11:53,17.02,0.0,64.63,16.47,54.31,4.11,4.78,6.65,24.1
2022-08-24 19:06:56,17.52,0.0,65.91,15.77,51.47,5.05,5.74,7.28,24.3
2022-08-24 19:01:55,17.78,0.0,66.62,16.74,49.49,5.81,6.51,8.5,24.4
2022-08-24 18:56:53,18.1,0.94,66.38,16.58,48.79,6.53,7.25,8.79,24.79
2022-08-24 18:51:54,18.46,7.46,65.74,23.7,39.08,8.25,9.25,11.73,25.33
2022-08-24 18:46:52,18.1,1.82,63.07,29.89,33.14,8.92,9.96,12.32,25.66
2022-08-24 18:41:55,18.41,0.65,63.76,30.87,31.71,8.96,9.87,11.24,25.8
2022-08-24 18:36:52,18.57,5.84,64.28,37.42,23.14,9.3,10.28,12.37,25.83
2022-08-24 18:31:56,18.45,3.31,63.44,33.43,29.16,10.0,11.09,12.69,25.93
2022-08-24 18:26:55,18.48,1.05,62.93,31.03,31.85,9.71,10.72,12.24,26.09
2022-08-24 18:21:52,18.52,1.6,62.91,28.67,33.33,10.22,11.31,13.67,26.14
2022-08-24 18:16:54,18.53,2.12,62.33,32.05,30.29,10.33,11.45,13.13,26.31
2022-08-24 18:11:53,18.36,7.85,60.97,39.57,17.48,10.78,11.97,14.03,26.51
2022-08-24 18:06:55,17.46,2.89,57.26,33.46,22.32,11.22,12.37,13.95,26.6
2022-08-24 18:01:54,17.49,0.0,57.03,15.64,41.5,9.05,10.05,11.5,26.71
2022-08-24 17:56:52,17.41,0.0,56.58,24.17,27.57,9.08,10.12,11.02,26.76
2022-08-24 17:51:55,17.29,0.0,56.19,20.68,31.46,8.94,9.84,11.01,26.75
2022-08-24 17:46:53,17.12,0.0,55.73,9.75,44.14,8.71,9.6,11.0,26.71
2022-08-24 17:41:55,16.98,0.0,55.04,10.3,45.0,8.52,9.47,10.8,26.76
2022-08-24 17:36:53,17.5,0.0,56.93,3.74,49.78,7.85,8.76,9.77,26.75
2022-08-24 17:31:56,17.4,0.0,56.97,14.23,35.65,8.58,9.45,10.53,26.63
2022-08-24 17:26:55,17.79,0.0,58.66,16.26,32.47,9.33,10.38,11.47,26.55
2022-08-24 17:21:53,18.0,0.0,59.7,17.6,30.15,9.98,11.08,13.09,26.48
2022-08-24 17:16:54,17.92,0.0,59.51,16.1,32.79,10.11,11.26,13.41,26.45
2022-08-24 17:11:52,17.94,0.0,59.81,13.57,35.65,9.73,10.77,11.97,26.38
2022-08-24 17:06:55,18.29,0.0,60.73,10.95,37.64,9.92,11.01,13.23,26.49
2022-08-24 17:01:54,19.77,0.0,66.16,11.61,36.49,10.86,12.02,13.62,26.6
2022-08-24 16:56:53,19.4,3.1,64.67,26.0,21.99,16.4,18.03,20.27,26.6
2022-08-24 16:51:55,19.64,0.0,66.31,19.03,29.17,14.32,15.71,17.5,26.44
2022-08-24 16:46:53,20.27,0.0,69.07,17.52,30.86,14.34,15.73,18.22,26.41
2022-08-24 16:41:55,20.57,8.72,70.63,24.71,24.87,17.66,19.34,21.52,26.34
2022-08-24 16:36:52,20.67,13.77,71.6,29.91,19.97,18.79,20.58,22.76,26.21
2022-08-24 16:31:56,20.52,13.98,71.97,29.34,20.07,18.99,20.75,22.2,25.97
2022-08-24 16:26:55,20.29,13.86,70.55,29.19,22.47,19.57,21.38,23.28,26.07
2022-08-24 16:21:53,20.54,8.56,71.27,24.19,28.41,16.32,18.01,20.95,26.16
2022-08-24 16:16:55,20.6,12.64,71.39,28.49,22.07,17.39,19.21,22.55,26.18
2022-08-24 16:11:52,20.32,11.88,70.01,28.47,23.38,17.97,19.74,22.14,26.23
2022-08-24 16:06:56,20.57,12.88,70.8,27.35,23.81,17.82,19.5,22.64,26.3
2022-08-24 16:01:55,20.56,16.78,70.42,30.11,20.48,17.96,19.58,21.89,26.38
2022-08-24 15:56:53,20.07,15.38,68.43,29.72,20.27,17.21,18.79,20.85,26.35
2022-08-24 15:51:55,20.57,2.42,70.59,17.24,33.06,14.64,15.89,17.06,26.35
2022-08-24 15:46:53,20.45,13.78,70.64,26.7,22.51,17.62,19.09,20.76,26.21
2022-08-24 15:41:55,20.72,8.41,72.1,21.25,29.49,16.88,18.29,19.54,26.14
2022-08-24 15:36:53,20.63,12.4,72.26,24.99,27.93,20.18,21.99,24.03,26.01
2022-08-24 15:31:56,20.87,13.96,74.27,26.49,24.98,18.99,20.67,22.31,25.8
2022-08-24 15:26:54,20.94,14.83,75.33,27.03,25.66,19.44,21.16,22.84,25.63
2022-08-24 15:21:52,20.85,23.01,76.45,33.85,18.89,19.05,20.72,22.53,25.29
2022-08-24 15:16:55,20.49,20.96,75.34,33.78,20.8,19.23,20.91,22.54,25.17
2022-08-24 15:11:52,20.31,21.61,74.85,37.87,14.74,18.46,20.22,22.84,25.09
2022-08-24 15:06:56,20.26,17.54,74.64,33.25,17.81,17.56,19.3,23.07,25.08
2022-08-24 15:01:55,20.08,18.19,73.79,37.32,14.45,16.04,18.07,25.48,25.09
2022-08-24 14:56:53,20.04,14.53,73.26,30.34,25.28,14.88,17.06,24.39,25.17
2022-08-24 14:51:55,19.89,16.27,72.48,31.8,22.31,14.54,16.45,23.44,25.19
2022-08-24 14:46:53,19.76,9.93,71.7,28.26,24.15,14.31,15.81,20.53,25.23
2022-08-24 14:41:54,19.77,7.01,71.74,25.12,26.9,14.03,15.38,19.57,25.23
2022-08-24 14:36:53,19.89,15.82,72.46,32.91,18.64,13.42,14.9,19.4,25.19
2022-08-24 14:31:55,19.81,9.52,72.59,26.79,25.97,13.12,14.66,19.02,25.08
2022-08-24 14:26:54,19.82,14.98,72.72,32.44,21.92,13.48,14.81,19.35,25.07
2022-08-24 14:21:53,19.56,14.24,71.98,34.32,18.94,13.88,14.97,16.48,24.97
2022-08-24 14:16:55,19.7,9.2,72.28,25.79,27.77,13.53,14.55,16.77,25.04
2022-08-24 14:11:52,19.88,13.72,73.24,31.78,18.28,14.57,15.65,17.32,25.01
2022-08-24 14:06:56,19.74,12.21,72.34,28.88,19.27,14.89,16.0,18.31,25.07
2022-08-24 14:01:55,19.96,22.96,72.67,33.11,16.13,14.77,15.91,18.56,25.22
2022-08-24 13:56:52,19.65,16.05,71.05,30.87,18.98,14.72,15.84,18.39,25.28
2022-08-24 13:51:55,19.74,8.69,71.1,23.79,27.43,14.09,15.18,17.45,25.36
2022-08-24 13:46:53,19.64,6.7,70.28,21.34,28.86,13.66,14.63,16.34,25.45
2022-08-24 13:41:54,19.66,5.82,69.67,19.85,29.81,14.26,15.37,18.03,25.62
2022-08-24 13:36:53,19.8,5.95,69.17,19.72,29.57,14.55,15.7,18.19,25.88
2022-08-24 13:31:56,19.78,6.59,67.59,20.57,28.58,15.08,16.33,19.69,26.25
2022-08-24 13:26:55,19.7,1.86,66.48,18.41,28.19,14.66,15.98,18.82,26.45
2022-08-24 13:21:52,19.79,3.38,66.03,16.68,29.68,14.76,16.13,20.29,26.66
2022-08-24 13:16:55,19.67,5.44,65.04,18.71,29.57,14.96,16.26,20.22,26.79
2022-08-24 13:11:53,19.64,1.05,64.61,18.98,27.93,15.64,17.06,20.41,26.87
2022-08-24 13:06:55,19.56,2.78,63.79,18.98,26.64,16.05,17.58,21.97,27.0
2022-08-24 13:01:54,19.41,3.93,62.97,16.12,23.26,15.88,17.43,21.28,27.07
2022-08-24 12:56:53,19.54,4.48,63.57,23.0,18.63,15.37,17.0,22.3,27.05
2022-08-24 12:51:55,19.46,4.19,62.85,23.39,21.2,15.06,16.41,20.37,27.16
2022-08-24 12:46:52,19.23,0.0,61.74,22.38,22.93,14.23,15.63,18.58,27.22
2022-08-24 12:41:55,19.23,5.42,61.55,23.91,20.63,14.18,15.56,18.49,27.27
2022-08-24 12:36:53,18.82,0.0,60.69,22.4,18.96,13.55,14.88,17.9,27.07
2022-08-24 12:31:56,18.99,0.0,61.89,18.29,22.88,12.86,14.14,16.91,26.92
2022-08-24 12:26:54,18.97,0.8,62.19,21.72,19.87,13.07,14.4,17.46,26.82
2022-08-24 12:21:53,18.92,0.0,62.12,12.77,29.64,12.5,13.79,16.55,26.78
