Datetime,Dew Point (C),H2S (ppb),Humidity (%),NO2 (ppb),O3 (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temp (C)
2022-07-21 13:21:53,18.44,0.0,37.63,13.36,52.41,3.34,4.83,15.26,35.04
2022-07-21 13:16:55,18.61,0.0,38.36,14.02,54.98,3.24,4.75,12.27,34.89
2022-07-21 13:11:53,18.33,1.54,39.35,18.12,50.51,3.22,4.84,15.15,34.11
2022-07-21 13:06:55,18.19,0.0,38.68,9.68,61.63,3.25,4.92,15.72,34.26
2022-07-21 13:01:56,18.47,2.01,39.76,12.66,58.35,4.02,5.81,14.56,34.08
2022-07-21 12:56:53,18.48,0.0,38.66,4.21,67.53,3.34,5.18,17.27,34.6
2022-07-21 12:51:55,18.49,0.0,39.51,5.06,62.59,3.4,5.28,19.33,34.22
2022-07-21 12:46:52,18.59,0.0,40.11,11.75,57.17,3.57,5.48,18.91,34.07
2022-07-21 12:41:55,18.4,0.0,40.56,10.64,59.72,3.36,5.19,16.58,33.65
2022-07-21 12:36:53,18.01,0.0,39.49,6.78,64.37,3.79,6.01,19.7,33.68
2022-07-21 12:31:56,18.29,0.0,39.42,6.1,62.6,3.8,5.83,20.27,34.04
2022-07-21 12:26:55,18.21,0.0,39.16,9.22,53.31,3.46,5.34,21.33,34.07
2022-07-21 12:21:52,18.22,0.0,39.58,8.52,53.78,3.56,5.11,16.68,33.88
2022-07-21 12:16:54,18.16,0.0,40.59,7.28,54.3,3.42,4.73,14.17,33.37
2022-07-21 12:11:53,18.19,0.0,41.56,9.34,55.32,3.69,5.24,15.41,32.98
2022-07-21 12:06:56,18.18,0.0,41.79,11.54,51.97,3.24,4.72,14.7,32.87
2022-07-21 12:01:55,18.54,0.0,43.31,10.84,54.55,3.21,4.66,15.4,32.63
2022-07-21 11:56:53,18.29,0.0,43.43,15.34,47.17,3.73,5.17,15.4,32.31
2022-07-21 11:51:55,18.47,0.0,44.02,11.29,54.15,3.57,5.26,13.82,32.27
2022-07-21 11:46:53,18.52,1.35,44.03,13.99,50.07,3.79,5.61,14.89,32.32
2022-07-21 11:41:55,18.24,0.0,43.23,11.62,51.53,4.04,5.79,16.61,32.34
2022-07-21 11:36:53,18.16,0.0,43.88,12.73,49.25,3.89,5.43,14.57,31.98
2022-07-21 11:31:55,17.95,0.0,43.54,10.62,51.64,4.07,5.94,18.04,31.88
2022-07-21 11:26:56,17.69,0.0,43.84,10.4,50.98,5.05,7.08,19.59,31.47
2022-07-21 11:21:53,17.87,0.0,43.75,7.09,54.48,3.91,5.69,17.34,31.72
2022-07-21 11:16:55,17.47,0.0,43.14,14.66,42.37,4.12,5.82,16.04,31.52
2022-07-21 11:11:53,17.4,0.0,43.5,5.72,51.14,3.83,5.8,17.59,31.29
2022-07-21 11:06:56,17.56,0.0,44.63,7.62,48.28,4.31,6.18,16.84,31.02
2022-07-21 11:01:55,17.82,0.0,45.87,7.25,49.96,4.39,6.46,21.5,30.82
2022-07-21 10:56:53,18.18,0.69,47.37,10.13,46.42,4.77,6.59,17.11,30.65
2022-07-21 10:51:55,17.44,3.5,45.63,14.04,41.58,7.06,9.7,28.45,30.5
2022-07-21 10:46:53,17.65,0.0,46.46,20.2,28.34,8.82,11.77,27.39,30.41
2022-07-21 10:41:55,17.76,6.96,47.14,25.5,20.72,8.96,11.94,30.76,30.28
2022-07-21 10:36:53,17.23,1.69,45.79,19.54,27.0,10.19,13.57,31.6,30.2
2022-07-21 10:31:56,17.22,3.54,46.24,19.78,25.69,10.21,13.33,32.76,30.02
2022-07-21 10:26:55,17.03,5.54,46.28,16.82,27.62,11.1,14.68,30.82,29.8
2022-07-21 10:21:53,16.64,5.84,46.06,19.08,22.66,12.23,16.2,38.35,29.45
2022-07-21 10:16:55,16.61,0.5,46.06,16.16,25.52,13.0,18.02,50.58,29.42
2022-07-21 10:11:53,16.93,0.0,47.26,17.17,21.89,13.22,17.42,38.57,29.32
2022-07-21 10:06:56,17.5,12.7,49.25,21.3,20.02,14.5,18.77,39.47,29.24
2022-07-21 10:01:55,16.43,22.1,46.89,28.09,15.68,17.46,21.54,40.13,28.91
2022-07-21 09:56:53,15.59,9.09,45.12,22.21,24.35,18.85,23.38,41.69,28.66
2022-07-21 09:51:55,15.35,0.0,44.97,20.68,25.84,19.87,24.98,44.79,28.45
2022-07-21 09:46:53,15.68,0.0,45.91,24.51,23.59,20.74,26.4,50.68,28.45
2022-07-21 09:41:55,15.73,0.0,46.96,30.27,15.96,19.0,24.52,43.55,28.12
2022-07-21 09:36:52,15.42,0.0,47.0,29.1,11.2,18.71,24.23,45.03,27.77
2022-07-21 09:31:56,15.74,3.27,49.22,28.05,14.15,18.29,23.28,37.88,27.33
2022-07-21 09:26:55,15.73,0.0,50.54,29.3,15.28,16.23,20.79,36.31,26.86
2022-07-21 09:21:53,16.16,5.47,53.13,35.73,14.28,14.43,18.33,30.11,26.48
2022-07-21 09:16:54,16.21,8.57,53.44,32.71,24.28,13.75,17.61,29.15,26.44
2022-07-21 09:11:53,15.95,12.47,52.87,33.85,15.94,11.31,14.27,22.55,26.34
2022-07-21 09:06:56,15.41,6.91,51.62,28.41,21.85,8.36,10.38,15.77,26.16
2022-07-21 09:01:55,15.55,4.15,52.52,29.1,20.06,8.59,10.77,21.2,26.01
2022-07-21 08:56:53,15.53,5.99,52.94,30.51,16.56,9.53,12.38,23.53,25.86
2022-07-21 08:51:55,15.4,9.96,52.91,32.9,11.8,8.54,10.65,18.38,25.73
2022-07-21 08:46:53,15.13,12.74,52.58,34.39,8.01,8.67,12.3,45.59,25.54
2022-07-21 08:41:55,14.25,6.27,50.29,23.79,20.85,8.07,9.99,15.18,25.33
2022-07-21 08:36:53,16.01,0.0,56.94,11.55,30.96,7.06,8.56,13.33,25.15
2022-07-21 08:31:56,14.77,24.14,52.98,34.68,6.48,6.33,8.07,13.35,25.02
2022-07-21 08:26:55,14.4,0.0,52.39,17.78,25.47,7.49,9.17,13.39,24.81
2022-07-21 08:21:52,15.04,0.0,55.24,15.84,24.43,6.12,7.56,11.44,24.61
2022-07-21 08:16:54,16.1,10.53,59.66,24.73,12.26,4.4,5.71,10.82,24.46
2022-07-21 08:11:53,16.27,20.5,60.76,29.78,9.8,4.36,5.46,9.82,24.34
2022-07-21 08:06:55,16.45,28.39,61.92,35.16,1.56,4.42,5.4,8.27,24.21
2022-07-21 08:01:55,16.44,33.1,62.25,40.12,0.0,4.53,5.76,9.8,24.12
2022-07-21 07:56:53,16.43,34.66,62.88,42.95,0.0,4.58,5.94,11.15,23.93
2022-07-21 07:51:54,16.37,28.66,63.18,36.53,4.8,4.36,5.49,9.4,23.79
2022-07-21 07:46:52,16.33,32.23,63.45,37.22,3.97,4.08,5.13,8.09,23.68
2022-07-21 07:41:55,16.05,44.6,62.85,43.73,0.0,4.59,5.94,10.76,23.54
2022-07-21 07:36:52,15.86,77.35,62.63,42.48,0.0,7.04,14.95,53.26,23.4
2022-07-21 07:31:56,15.41,55.92,61.2,45.15,0.0,6.42,12.31,47.61,23.31
2022-07-21 07:26:55,15.26,51.28,61.0,48.31,0.0,4.72,7.75,24.36,23.2
2022-07-21 07:21:53,14.93,46.79,60.1,48.82,0.0,4.73,7.59,23.78,23.1
2022-07-21 07:16:55,14.77,34.95,59.64,47.53,0.0,3.85,5.22,10.94,23.06
2022-07-21 07:11:53,14.72,36.43,59.64,46.99,0.0,3.88,5.62,13.86,23.0
2022-07-21 07:06:56,14.63,38.13,59.29,47.08,0.0,3.82,5.2,10.73,23.0
2022-07-21 07:01:55,14.53,34.13,58.91,49.13,0.0,4.17,5.41,9.1,23.0
2022-07-21 06:56:52,14.52,32.82,58.86,47.11,0.0,4.06,5.16,9.23,23.0
2022-07-21 06:51:55,14.55,29.21,58.98,44.76,0.0,3.91,4.96,8.75,23.0
2022-07-21 06:46:53,15.22,32.93,61.47,44.12,0.0,3.74,4.78,7.81,23.03
2022-07-21 06:41:55,15.13,35.4,61.08,44.7,0.0,3.78,4.8,7.39,23.04
2022-07-21 06:36:52,15.38,36.07,61.99,43.2,0.0,3.95,4.89,7.27,23.06
2022-07-21 06:31:56,15.45,39.11,62.25,44.11,0.0,3.99,5.03,8.02,23.07
2022-07-21 06:26:55,15.7,39.13,63.12,45.64,0.0,4.12,5.18,7.05,23.1
2022-07-21 06:21:52,15.7,42.0,63.23,47.4,0.0,4.75,5.7,8.04,23.07
2022-07-21 06:16:54,15.77,48.58,63.45,48.93,0.0,4.45,5.47,8.58,23.09
2022-07-21 06:11:53,15.6,45.54,62.76,47.34,0.0,4.18,5.1,8.29,23.09
2022-07-21 06:06:56,15.45,46.4,61.95,48.57,0.0,4.45,5.41,8.43,23.14
2022-07-21 06:01:54,15.38,45.93,61.54,49.57,0.0,4.83,5.82,9.06,23.18
2022-07-21 05:56:52,15.15,47.1,60.68,50.76,0.0,4.22,5.27,8.09,23.17
2022-07-21 05:51:55,14.75,43.25,59.11,48.12,0.0,4.59,5.62,8.71,23.18
2022-07-21 05:46:53,14.41,36.69,57.71,45.8,0.0,3.9,4.91,8.37,23.21
2022-07-21 05:41:55,14.13,33.58,56.55,44.32,2.84,3.72,4.69,7.13,23.25
2022-07-21 05:36:53,13.61,29.2,54.67,43.09,4.35,3.69,4.56,7.29,23.25
2022-07-21 05:31:55,13.53,25.74,54.13,38.12,12.03,3.43,4.3,7.44,23.32
2022-07-21 05:26:54,13.14,26.06,52.54,37.91,13.86,3.58,4.56,7.66,23.4
2022-07-21 05:21:53,12.84,21.86,51.48,39.69,8.74,3.49,4.35,8.0,23.41
2022-07-21 05:16:55,12.73,20.67,50.8,42.01,6.78,3.82,4.84,8.44,23.51
2022-07-21 05:11:52,12.35,17.35,49.44,33.81,17.12,3.58,4.5,8.3,23.55
2022-07-21 05:06:56,12.27,13.24,49.1,28.76,22.21,3.16,4.0,6.74,23.58
2022-07-21 05:01:54,12.22,12.36,48.76,30.12,20.98,3.08,3.78,6.66,23.64
2022-07-21 04:56:54,12.23,12.71,48.63,33.76,16.27,3.41,4.29,7.3,23.69
2022-07-21 04:51:55,12.1,12.46,48.17,28.08,22.27,3.27,3.96,6.23,23.71
2022-07-21 04:46:53,12.02,11.89,47.74,27.83,23.9,3.15,3.84,6.84,23.78
2022-07-21 04:41:55,11.9,10.81,47.18,26.81,25.74,3.14,3.86,6.56,23.83
2022-07-21 04:36:53,11.84,10.76,46.96,27.05,25.58,3.07,3.81,6.99,23.85
2022-07-21 04:31:56,11.73,9.61,46.6,24.4,30.04,2.78,3.48,6.04,23.86
2022-07-21 04:26:55,11.71,9.75,46.41,26.14,28.5,2.75,3.38,4.99,23.9
2022-07-21 04:21:53,11.61,8.35,46.06,26.32,27.64,2.69,3.34,6.31,23.92
2022-07-21 04:16:54,11.67,7.99,46.07,24.65,29.66,2.87,3.6,6.32,23.98
2022-07-21 04:11:52,11.74,7.95,45.94,23.15,32.81,2.76,3.41,6.1,24.1
2022-07-21 04:06:56,11.78,9.07,45.96,21.51,32.15,2.72,3.31,5.7,24.15
2022-07-21 04:01:55,11.7,10.25,45.59,22.8,32.7,2.87,3.6,6.21,24.19
2022-07-21 03:56:54,11.92,9.63,45.99,22.31,33.21,2.91,3.69,6.34,24.29
2022-07-21 03:51:55,11.81,9.33,45.58,26.23,26.04,2.95,3.59,4.89,24.31
2022-07-21 03:46:53,11.89,9.76,45.79,24.27,29.96,3.02,3.74,6.7,24.33
2022-07-21 03:41:55,11.85,9.9,45.55,22.63,31.93,2.93,3.61,6.05,24.37
2022-07-21 03:36:53,12.08,11.59,46.21,23.01,30.61,3.02,3.62,5.25,24.39
2022-07-21 03:31:56,12.05,12.82,46.06,24.18,29.88,3.31,4.01,7.19,24.4
2022-07-21 03:26:54,12.03,14.38,46.04,26.44,26.23,3.26,3.9,6.37,24.39
2022-07-21 03:21:53,12.1,15.66,45.99,33.43,18.01,3.6,4.3,7.11,24.48
2022-07-21 03:16:55,12.06,17.41,45.82,33.66,16.04,3.62,4.32,6.38,24.5
2022-07-21 03:11:52,11.89,15.93,45.2,32.42,19.41,3.68,4.52,7.24,24.54
2022-07-21 03:06:56,11.81,15.01,44.78,32.19,21.19,3.76,4.63,7.21,24.61
2022-07-21 03:01:55,11.95,11.93,45.07,28.78,24.0,3.53,4.3,6.98,24.66
2022-07-21 02:56:53,12.03,13.68,45.23,32.83,19.55,3.52,4.32,7.66,24.68
2022-07-21 02:51:55,12.18,16.15,45.47,35.9,15.63,3.61,4.53,9.41,24.77
2022-07-21 02:46:53,12.24,15.43,45.52,38.47,12.27,3.4,4.52,10.53,24.81
2022-07-21 02:41:54,12.25,18.02,45.4,38.89,12.56,3.44,4.59,10.3,24.87
2022-07-21 02:36:53,12.15,19.83,45.08,38.36,14.42,3.17,4.16,8.81,24.88
2022-07-21 02:31:56,12.07,21.61,44.74,40.21,12.55,3.04,3.85,8.19,24.91
2022-07-21 02:26:55,11.88,21.57,44.13,42.74,8.86,3.23,3.94,7.65,24.94
2022-07-21 02:21:53,12.0,17.94,44.2,42.5,8.0,3.07,3.91,7.28,25.04
2022-07-21 02:16:55,11.96,18.19,43.79,44.44,4.31,3.04,3.77,6.94,25.15
2022-07-21 02:11:53,11.94,16.96,43.63,45.69,2.0,2.95,3.61,6.24,25.19
2022-07-21 02:06:56,11.83,18.08,43.27,40.72,8.16,2.94,3.71,6.32,25.21
2022-07-21 02:01:55,11.95,20.46,43.44,44.24,4.48,3.04,3.88,8.2,25.28
2022-07-21 01:56:52,11.86,19.79,42.96,46.18,2.71,3.11,3.94,7.15,25.36
2022-07-21 01:51:55,11.79,18.31,42.62,48.05,0.01,3.02,3.77,6.75,25.42
2022-07-21 01:46:53,11.84,17.23,42.73,46.63,1.5,2.88,3.61,6.29,25.43
2022-07-21 01:41:55,11.81,18.74,42.3,47.31,2.56,2.98,3.8,8.61,25.56
2022-07-21 01:36:53,11.76,18.03,42.08,49.61,0.0,2.97,3.78,6.57,25.6
2022-07-21 01:31:55,11.81,17.17,41.99,48.71,0.4,2.91,3.63,7.34,25.69
2022-07-21 01:26:54,11.83,19.07,41.91,50.08,0.0,3.08,3.93,7.4,25.75
2022-07-21 01:21:52,11.93,24.92,41.9,51.7,0.0,3.37,4.3,7.92,25.86
2022-07-21 01:16:55,11.89,25.59,41.66,53.02,0.0,3.36,4.35,8.67,25.91
2022-07-21 01:11:53,11.85,21.03,41.35,48.75,0.48,3.02,3.9,7.29,26.0
2022-07-21 01:06:55,11.8,20.51,40.97,46.08,4.67,2.94,3.84,6.9,26.09
2022-07-21 01:01:54,11.77,20.24,40.72,40.52,11.04,3.03,3.87,7.03,26.17
2022-07-21 00:56:53,11.8,21.45,40.76,39.19,10.73,2.89,3.53,5.95,26.18
2022-07-21 00:51:55,11.89,20.21,40.86,44.69,5.82,3.13,3.92,6.25,26.24
2022-07-21 00:46:52,11.78,21.59,40.56,50.1,0.0,3.21,4.06,8.08,26.24
2022-07-21 00:41:54,11.77,18.76,40.45,46.78,3.38,3.12,3.83,5.78,26.28
2022-07-21 00:36:53,11.75,23.55,40.23,52.82,0.0,3.35,4.15,6.89,26.35
2022-07-21 00:31:56,11.86,32.33,40.41,58.45,0.0,3.45,4.33,7.7,26.39
2022-07-21 00:26:55,11.94,33.01,40.53,60.32,0.0,3.55,4.31,6.77,26.44
2022-07-21 00:21:53,11.74,30.34,39.92,58.12,0.0,3.12,3.95,6.37,26.47
2022-07-21 00:16:55,11.87,33.52,40.01,58.64,0.0,2.81,3.65,7.82,26.58
2022-07-21 00:11:53,11.92,30.26,39.97,59.39,0.0,2.79,3.68,7.24,26.65
2022-07-21 00:06:56,11.95,32.88,40.01,58.76,0.0,2.78,3.52,5.69,26.66
2022-07-21 00:01:55,11.86,38.29,39.67,60.84,0.0,3.64,4.58,7.99,26.71
2022-07-20 23:56:53,11.9,31.84,39.58,62.09,0.0,4.1,5.0,7.21,26.79
2022-07-20 23:51:55,11.69,26.51,39.03,60.97,0.0,3.15,3.79,5.79,26.79
2022-07-20 23:46:52,11.56,25.37,38.64,59.54,0.0,2.92,3.48,5.4,26.82
2022-07-20 23:41:54,11.53,24.56,38.49,58.21,0.0,3.05,3.8,6.06,26.85
2022-07-20 23:36:53,11.67,25.9,38.67,62.37,0.0,2.78,3.54,6.64,26.93
2022-07-20 23:31:55,11.47,24.79,38.1,64.82,0.0,2.69,3.45,7.48,26.96
2022-07-20 23:26:54,11.54,19.67,38.18,51.4,5.37,2.61,3.36,6.6,27.0
2022-07-20 23:21:53,11.64,18.58,38.23,45.07,13.82,2.48,3.24,6.05,27.09
2022-07-20 23:16:55,11.88,20.04,38.63,46.58,10.68,2.81,3.62,7.87,27.18
2022-07-20 23:11:53,12.06,31.38,38.9,58.07,0.0,3.21,4.03,7.67,27.27
2022-07-20 23:06:56,11.99,34.07,38.54,60.02,0.0,2.88,3.61,5.35,27.34
2022-07-20 23:01:55,11.87,28.04,38.12,55.17,0.0,2.8,3.51,5.71,27.4
2022-07-20 22:56:53,11.67,23.9,37.68,49.51,8.53,2.92,3.59,5.14,27.37
2022-07-20 22:51:55,11.61,19.26,37.5,36.39,29.03,2.55,3.24,6.46,27.38
2022-07-20 22:46:52,11.73,19.82,37.53,39.72,24.92,2.72,3.39,5.29,27.51
2022-07-20 22:41:55,11.73,22.47,37.43,46.15,14.64,2.97,3.74,6.54,27.56
2022-07-20 22:36:53,11.98,22.77,37.55,49.52,8.94,3.02,3.9,8.33,27.78
2022-07-20 22:31:56,11.93,24.26,37.24,54.08,1.42,3.14,4.1,8.38,27.87
2022-07-20 22:26:55,11.93,24.86,37.0,53.34,2.67,3.35,4.31,8.11,27.98
2022-07-20 22:21:53,11.96,25.3,36.76,52.96,4.09,3.22,4.1,8.44,28.12
2022-07-20 22:16:55,11.88,25.42,36.37,53.33,2.6,2.83,3.73,7.03,28.22
2022-07-20 22:11:53,12.01,26.75,36.41,53.81,0.92,2.93,3.79,8.89,28.35
2022-07-20 22:06:56,11.91,26.38,35.94,53.86,0.69,3.63,4.49,7.29,28.45
2022-07-20 22:01:55,11.86,21.28,35.58,47.13,11.85,4.24,5.03,7.51,28.57
2022-07-20 21:56:53,11.82,18.61,35.27,40.62,22.5,3.17,4.01,7.27,28.67
2022-07-20 21:51:55,11.81,18.67,35.06,40.71,22.69,2.54,3.33,7.22,28.77
2022-07-20 21:46:53,11.86,16.69,34.96,39.9,24.26,2.45,3.17,6.85,28.87
2022-07-20 21:41:55,11.82,15.07,34.67,42.74,21.58,3.03,3.91,9.59,28.97
2022-07-20 21:36:53,11.89,19.01,34.59,43.17,21.0,2.52,3.26,9.3,29.1
2022-07-20 21:31:56,11.95,18.32,34.19,42.19,23.46,2.24,2.99,7.84,29.36
2022-07-20 21:26:55,11.51,18.06,33.06,36.51,30.41,3.28,4.16,10.28,29.44
2022-07-20 21:21:53,11.51,13.27,32.85,23.62,51.29,4.19,5.08,11.96,29.55
2022-07-20 21:16:55,11.46,12.45,32.43,26.09,48.09,4.15,5.09,11.13,29.72
2022-07-20 21:11:53,11.54,13.68,32.36,26.04,46.31,3.4,4.19,9.88,29.85
2022-07-20 21:06:56,11.46,13.8,32.01,27.34,45.32,3.19,4.08,8.63,29.94
2022-07-20 21:01:55,11.39,13.06,31.54,26.54,46.53,3.22,4.1,9.57,30.12
2022-07-20 20:56:53,11.39,9.05,31.33,22.18,53.99,3.12,4.0,8.78,30.24
2022-07-20 20:51:55,11.62,10.42,31.51,19.81,58.26,2.59,3.35,8.02,30.41
2022-07-20 20:46:53,11.72,5.69,31.37,18.0,61.96,2.36,3.08,8.98,30.6
2022-07-20 20:41:55,11.94,7.55,31.62,18.34,61.84,2.01,2.71,6.16,30.71
2022-07-20 20:36:53,12.23,8.82,31.82,21.14,59.47,2.22,2.81,7.57,30.94
2022-07-20 20:31:56,12.26,9.84,31.55,26.01,51.54,2.49,3.26,8.22,31.12
2022-07-20 20:26:55,12.25,10.81,31.38,28.48,47.98,2.25,2.92,6.53,31.21
2022-07-20 20:21:52,12.29,11.33,31.26,26.84,51.51,2.07,2.68,5.37,31.32
2022-07-20 20:16:55,12.34,8.29,31.08,21.98,59.81,2.26,3.09,7.14,31.47
2022-07-20 20:11:53,12.48,5.8,30.85,16.46,68.67,2.02,2.63,5.66,31.77
2022-07-20 20:06:56,12.62,9.39,30.74,18.05,65.12,2.03,2.66,6.59,32.0
2022-07-20 20:01:55,12.58,7.55,30.27,20.55,60.36,2.28,2.89,6.01,32.22
2022-07-20 19:56:53,12.44,8.21,29.83,20.32,58.11,2.57,3.17,5.89,32.31
2022-07-20 19:51:55,12.59,5.34,29.87,13.81,68.16,2.09,2.72,5.61,32.46
2022-07-20 19:46:53,12.63,1.74,29.36,11.65,72.47,2.33,2.92,5.59,32.82
2022-07-20 19:41:55,12.64,0.0,28.68,10.22,73.43,2.22,2.79,6.23,33.26
2022-07-20 19:36:52,12.94,0.0,28.97,12.04,68.25,2.0,2.59,6.62,33.41
2022-07-20 19:31:57,13.15,2.58,29.51,18.84,57.43,2.25,2.85,4.9,33.33
2022-07-20 19:26:56,13.16,0.0,29.59,16.19,62.51,2.35,3.08,6.09,33.3
2022-07-20 19:21:53,13.13,0.0,29.38,12.26,70.3,2.1,2.73,6.3,33.39
2022-07-20 19:16:55,13.35,0.0,29.83,12.05,68.89,2.05,2.66,7.66,33.37
2022-07-20 19:11:53,13.91,0.0,30.89,14.41,64.72,2.07,2.69,7.29,33.4
2022-07-20 19:06:56,13.95,4.0,30.97,20.59,57.42,2.07,2.72,6.59,33.4
2022-07-20 19:01:55,14.5,1.27,31.96,17.04,63.84,2.2,2.98,6.95,33.47
2022-07-20 18:56:53,14.73,10.79,32.43,22.14,59.81,1.86,2.44,5.7,33.47
2022-07-20 18:51:55,15.02,3.58,32.64,19.35,61.74,1.92,2.48,5.77,33.7
2022-07-20 18:46:53,15.44,11.93,33.56,23.19,59.59,1.92,2.51,4.64,33.68
2022-07-20 18:41:54,15.68,14.18,34.07,25.01,59.59,2.1,2.81,5.5,33.68
2022-07-20 18:36:53,16.51,21.1,35.91,29.74,56.32,1.98,2.63,5.33,33.7
2022-07-20 18:31:56,15.48,36.68,32.89,33.53,54.5,2.07,2.91,9.27,34.09
2022-07-20 18:26:55,16.59,17.85,34.99,26.0,56.25,2.09,2.87,6.58,34.25
2022-07-20 18:21:53,15.72,12.61,33.07,27.4,51.19,2.14,2.97,7.83,34.26
2022-07-20 18:16:56,16.52,16.47,34.84,28.86,50.27,2.3,3.23,7.82,34.25
2022-07-20 18:11:53,15.9,31.75,33.12,32.57,55.01,2.23,3.12,7.74,34.45
2022-07-20 18:06:56,16.1,23.26,33.24,29.22,53.88,2.57,3.46,7.68,34.6
2022-07-20 18:01:55,14.61,20.45,29.99,24.64,59.54,1.98,2.81,7.63,34.74
2022-07-20 17:56:53,15.04,0.0,30.73,12.61,65.07,1.93,2.69,7.41,34.8
2022-07-20 17:51:56,15.67,3.28,31.79,18.55,60.86,2.15,3.08,9.81,34.91
2022-07-20 17:46:53,16.46,17.51,33.38,25.27,57.43,2.39,3.44,11.58,34.94
2022-07-20 17:41:55,16.12,14.1,32.26,22.81,62.6,2.29,3.72,12.03,35.17
2022-07-20 17:36:53,16.41,17.63,33.03,26.02,57.34,2.09,3.3,13.81,35.08
2022-07-20 17:31:55,15.62,21.34,31.38,24.03,63.24,1.96,2.8,8.83,35.1
2022-07-20 17:26:55,14.76,6.48,29.43,17.25,68.88,1.98,2.74,8.22,35.26
2022-07-20 17:21:53,15.65,5.64,31.58,18.4,62.32,2.02,2.84,7.68,35.01
2022-07-20 17:16:55,14.85,11.73,30.14,18.75,67.01,1.96,2.77,6.64,34.93
2022-07-20 17:11:53,14.72,0.0,29.63,11.66,72.24,1.97,2.7,7.02,35.08
2022-07-20 17:06:56,15.72,8.44,32.02,18.87,64.22,2.14,3.16,9.13,34.85
2022-07-20 17:01:55,15.82,7.14,32.54,22.61,60.63,2.2,3.31,10.83,34.67
2022-07-20 16:56:53,16.48,19.97,34.27,28.61,57.11,2.29,3.4,9.42,34.49
2022-07-20 16:51:55,16.52,25.6,33.92,34.16,51.97,2.46,3.57,11.02,34.73
2022-07-20 16:46:53,15.41,16.1,30.5,28.46,56.97,2.35,3.28,8.85,35.37
2022-07-20 16:41:55,16.07,3.02,31.84,20.67,59.44,2.12,3.1,9.35,35.35
2022-07-20 16:36:52,15.92,21.63,31.57,29.93,54.29,2.23,3.1,10.07,35.34
2022-07-20 16:31:55,15.6,8.29,31.07,23.51,58.91,2.17,3.06,8.29,35.26
2022-07-20 16:26:56,15.41,11.15,30.53,18.87,66.39,2.22,3.13,10.02,35.35
2022-07-20 16:21:53,15.52,9.46,30.47,19.62,66.55,2.14,3.09,10.36,35.51
2022-07-20 16:16:55,14.82,10.61,29.3,22.79,62.13,2.21,3.14,8.3,35.41
2022-07-20 16:11:53,14.19,0.0,27.87,11.69,73.98,2.15,3.02,8.99,35.58
2022-07-20 16:06:55,14.79,0.24,29.06,12.06,75.21,2.25,3.14,8.43,35.52
2022-07-20 16:01:55,15.15,6.77,29.78,20.26,64.62,2.29,3.17,9.33,35.49
2022-07-20 15:56:53,14.93,0.0,29.25,12.07,72.39,2.4,3.53,13.04,35.57
2022-07-20 15:51:55,14.97,0.0,28.94,8.43,76.0,2.36,3.48,11.03,35.81
2022-07-20 15:46:53,14.37,0.0,28.21,14.48,67.66,2.38,3.29,8.83,35.57
2022-07-20 15:41:55,14.8,0.0,28.73,8.94,71.18,2.47,3.57,9.93,35.74
2022-07-20 15:36:53,14.93,0.0,28.49,10.94,67.54,2.51,3.42,8.63,36.05
2022-07-20 15:31:56,16.11,0.0,30.87,10.89,67.94,2.58,3.51,9.79,35.96
2022-07-20 15:26:56,15.47,1.02,29.24,14.97,66.12,2.53,3.61,11.98,36.2
2022-07-20 15:21:53,15.11,4.15,28.47,14.93,64.73,2.47,3.45,10.28,36.27
2022-07-20 15:16:55,14.7,0.0,28.05,3.06,76.39,2.48,3.44,9.06,36.06
2022-07-20 15:11:52,14.92,0.0,27.97,3.86,74.05,2.41,3.43,11.62,36.37
2022-07-20 15:06:56,15.07,0.0,27.87,1.74,75.25,2.63,3.79,13.7,36.62
2022-07-20 15:01:55,15.05,0.0,27.67,5.6,69.35,2.69,4.19,18.09,36.71
2022-07-20 14:56:53,15.31,0.0,28.78,8.32,62.7,2.64,4.2,22.34,36.3
2022-07-20 14:51:55,15.32,0.0,28.98,12.08,58.62,2.92,3.89,9.44,36.19
2022-07-20 14:46:53,15.04,0.0,28.35,6.72,64.81,2.81,3.77,8.8,36.26
2022-07-20 14:41:55,13.55,0.0,25.74,0.0,75.47,2.71,3.73,13.26,36.27
2022-07-20 14:36:53,13.05,0.0,25.85,0.0,43.76,1.85,2.4,6.26,35.59
2022-07-20 14:31:56,14.78,0.0,29.75,0.0,60.58,2.67,3.76,9.89,35.08
2022-07-20 14:26:54,14.98,0.0,30.64,2.9,70.6,2.77,4.05,17.9,34.79
2022-07-20 14:21:53,15.84,0.0,32.26,0.67,73.3,2.82,3.98,11.92,34.85
2022-07-20 14:16:55,15.41,0.0,31.44,4.86,68.46,2.7,3.96,15.81,34.82
2022-07-20 14:11:52,16.1,0.0,32.95,5.94,67.05,2.89,4.28,18.63,34.77
2022-07-20 14:06:57,16.14,0.0,33.06,5.6,68.66,2.95,4.35,15.86,34.76
2022-07-20 14:01:55,16.06,0.0,33.18,6.2,66.59,3.02,4.42,14.53,34.6
2022-07-20 13:56:53,15.18,0.0,31.69,5.99,70.05,2.6,3.78,11.69,34.4
2022-07-20 13:51:55,15.44,0.0,32.59,0.0,72.66,2.6,3.78,13.03,34.2
