day,month,year,hour,minute,temperature,humidity,dewpoint,barometer,windspeed,gustspeed,direction,rainlastmin,dailyrain,monthlyrain,yearlyrain,heatindex
1,6,2022,1,13,24.2,69,18.2,1016.3,0.1,0.9,68,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,14,24.2,69,18.2,1016.3,0.5,1.7,94,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,15,24.3,68,18.0,1016.3,0.8,1.7,98,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,16,24.3,68,18.0,1016.3,0.4,0.9,130,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,17,24.2,68,18.0,1016.3,0.2,1.7,129,0.0,0.0,0.0,13.0,25.2
1,6,2022,1,18,24.3,68,18.0,1016.3,1.0,2.6,124,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,19,24.3,67,17.7,1016.3,0.4,1.7,108,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,20,24.3,68,18.0,1016.3,0.6,2.6,121,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,21,24.3,67,17.8,1016.3,1.3,1.7,123,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,22,24.3,67,17.8,1016.3,1.2,2.6,138,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,23,24.3,67,17.8,1016.3,1.9,3.5,123,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,24,24.3,67,17.8,1016.3,2.1,2.6,125,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,25,24.3,67,17.8,1016.2,1.9,2.6,142,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,26,24.3,67,17.8,1016.2,1.5,2.6,143,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,27,24.3,67,17.8,1016.2,1.2,1.7,79,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,28,24.3,67,17.8,1016.2,0.6,1.7,118,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,29,24.3,67,17.8,1016.3,0.7,0.9,125,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,30,24.3,67,17.8,1016.2,0.2,0.9,125,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,31,24.3,67,17.8,1016.3,0.6,1.7,125,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,32,24.3,66,17.6,1016.3,0.2,0.0,125,0.0,0.0,0.0,13.0,25.4
1,6,2022,1,33,24.3,66,17.6,1016.2,0.0,0.0,125,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,34,24.3,66,17.5,1016.3,0.1,0.9,125,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,35,24.3,66,17.5,1016.3,0.0,0.0,125,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,36,24.3,66,17.5,1016.3,0.1,0.9,124,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,37,24.3,66,17.5,1016.3,0.2,0.9,128,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,38,24.3,66,17.5,1016.3,0.6,1.7,130,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,39,24.3,66,17.5,1016.3,0.7,0.9,109,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,40,24.3,66,17.5,1016.3,0.5,2.6,106,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,41,24.3,65,17.3,1016.4,0.8,0.9,108,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,42,24.3,65,17.3,1016.4,0.2,0.9,229,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,43,24.3,66,17.5,1016.4,0.7,2.6,232,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,44,24.3,66,17.5,1016.4,1.8,3.5,226,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,45,24.2,65,17.2,1016.4,2.5,3.5,228,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,46,24.2,64,17.0,1016.3,2.2,3.5,228,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,47,24.2,64,16.9,1016.4,2.4,4.3,232,0.0,0.0,0.0,13.0,25.3
1,6,2022,1,48,24.2,64,16.9,1016.3,2.8,3.5,226,0.0,0.0,0.0,13.0,25.2
