Datetime,Dew Point (C),H2S GCc AVG1H (ppb),Humidity ext (%),NO2 GCc AVG1H (ppb),O3 GCc AVG1H (ppb),Pressure (hPa),TSP AVG1H (ug/m3),Temp ext (C)
2022-07-19 08:00:00,16.665,11.16,61.355000000000004,28.12,24.3,1018.625,17.68,24.595
2022-07-19 07:00:00,17.255,13.99,63.739999999999995,22.95,34.68,1018.24,10.96,24.58
2022-07-19 06:00:00,16.78,8.62,61.879999999999995,17.02,45.87,1017.92,11.26,24.575
2022-07-19 05:00:00,15.129999999999999,7.84,54.974999999999994,14.64,53.92,1017.65,11.74,24.79
2022-07-19 04:00:00,14.925,1.66,53.864999999999995,11.26,52.41,1017.64,9.06,24.915
2022-07-19 03:00:00,14.379999999999999,0.36,50.09,9.07,58.88,1017.48,9.79,25.54
2022-07-19 02:00:00,15.205,2.17,50.575,13.59,52.03,1017.31,11.63,26.285
2022-07-19 01:00:00,16.12,18.3,53.58,32.26,30.05,1017.3,12.85,26.295
2022-07-19 00:00:00,14.620000000000001,10.59,48.67,31.24,26.75,1017.095,12.2,26.29
2022-07-18 23:00:00,15.309999999999999,15.91,49.120000000000005,30.88,35.05,1016.86,13.2,26.89
2022-07-18 22:00:00,16.490000000000002,27.87,51.395,32.64,48.1,1016.48,14.63,27.405
2022-07-18 21:00:00,16.505000000000003,28.97,48.775,34.05,56.17,1015.92,13.82,28.32
2022-07-18 20:00:00,16.270000000000003,33.71,43.870000000000005,30.62,64.53,1015.405,12.57,29.89
2022-07-18 19:00:00,15.379999999999999,21.83,35.980000000000004,22.46,72.99,1015.0,13.01,32.379999999999995
2022-07-18 18:00:00,13.489999999999998,11.68,29.525,19.02,73.41,1015.0,12.1,33.725
2022-07-18 17:00:00,14.445,22.11,31.240000000000002,24.41,74.65,1015.4,13.93,33.825
2022-07-18 16:00:00,14.48,19.29,29.24,24.53,71.12,1015.635,12.93,35.05
2022-07-18 15:00:00,14.075,17.67,27.795,22.73,78.09,1015.88,13.44,35.495
2022-07-18 14:00:00,12.64,7.32,26.740000000000002,15.75,81.82,1016.1800000000001,14.69,34.504999999999995
2022-07-18 13:00:00,10.844999999999999,2.52,24.41,12.33,81.13,1016.4200000000001,13.34,34.015
2022-07-18 12:00:00,10.885000000000002,0.0,24.115000000000002,1.03,78.74,1016.55,13.62,34.28
2022-07-18 11:00:00,10.16,0.0,25.4,0.51,71.58,1016.485,10.49,32.495000000000005
2022-07-18 10:00:00,9.57,0.0,29.345,2.04,61.41,1017.025,10.02,29.27
2022-07-18 09:00:00,9.195,0.0,31.785,1.46,55.26,1017.2,11.12,27.465
2022-07-18 08:00:00,13.0,4.53,40.760000000000005,15.24,47.98,1016.89,13.04,27.52
2022-07-18 07:00:00,15.285,19.34,48.595,24.24,50.89,1016.575,10.56,27.055
2022-07-18 06:00:00,14.07,5.49,44.685,13.66,59.92,1016.03,9.25,27.134999999999998
2022-07-18 05:00:00,11.5,0.0,37.015,0.32,70.87,1015.3050000000001,8.32,27.485
2022-07-18 04:00:00,12.34,0.0,38.26,0.0,68.9,1015.25,8.1,27.87
2022-07-18 03:00:00,12.4,0.0,37.295,0.0,59.07,1015.105,7.57,28.375
2022-07-18 02:00:00,14.59,3.68,42.64,10.12,44.24,1015.165,9.87,28.515
2022-07-18 01:00:00,18.479999999999997,20.15,54.989999999999995,49.01,3.73,1015.515,10.87,28.39
2022-07-18 00:00:00,18.53,25.16,53.620000000000005,57.16,1.1,1015.5,10.73,28.884999999999998
2022-07-17 23:00:00,18.509999999999998,26.43,52.04,50.87,9.4,1015.095,12.15,29.380000000000003
2022-07-17 22:00:00,18.695,24.56,49.7,31.3,48.81,1014.505,13.17,30.38
2022-07-17 21:00:00,18.155,32.93,45.150000000000006,36.58,48.05,1013.575,12.61,31.475
2022-07-17 20:00:00,19.42,46.78,46.875,40.76,59.85,1013.3199999999999,13.05,32.2
2022-07-17 19:00:00,18.965,33.23,37.18,33.91,64.13,1012.755,14.22,35.86
2022-07-17 18:00:00,16.689999999999998,11.13,30.18,16.09,82.09,1012.58,11.36,37.045
2022-07-17 17:00:00,16.494999999999997,10.58,28.875,20.46,74.8,1012.655,13.35,37.625
2022-07-17 16:00:00,17.595,22.09,33.05,27.13,67.22,1012.94,13.83,36.43
2022-07-17 15:00:00,16.33,10.12,28.020000000000003,18.9,76.22,1012.955,11.5,37.995
2022-07-17 14:00:00,17.03,17.03,32.66,21.91,74.85,1013.6949999999999,12.66,35.995000000000005
2022-07-17 13:00:00,15.695,0.0,24.48,0.06,69.14,1013.765,9.38,39.75
2022-07-17 12:00:00,16.62,0.0,29.134999999999998,0.0,63.0,1014.005,11.44,37.61
2022-07-17 11:00:00,15.57,0.0,32.7,0.37,50.28,1013.8,11.69,34.3
2022-07-17 10:00:00,18.04,2.23,44.395,12.94,34.44,1013.525,13.06,31.645
2022-07-17 09:00:00,17.805,19.3,56.095,27.89,19.0,1013.605,10.1,27.33
2022-07-17 08:00:00,17.845,38.24,62.105000000000004,37.6,12.48,1013.1600000000001,8.71,25.645
2022-07-17 07:00:00,16.405,40.46,59.29,44.99,1.3,1012.895,9.07,24.89
2022-07-17 06:00:00,14.985,38.64,52.855000000000004,46.35,3.78,1012.41,7.47,25.3
2022-07-17 05:00:00,12.2,21.82,42.95,37.93,16.01,1012.2,8.36,25.744999999999997
2022-07-17 04:00:00,12.094999999999999,31.48,40.785,37.91,13.72,1011.995,8.8,26.505
2022-07-17 03:00:00,12.655000000000001,34.21,39.9,44.84,10.72,1011.825,6.52,27.505
2022-07-17 02:00:00,10.815000000000001,17.35,33.265,39.69,23.34,1011.745,5.62,28.54
2022-07-17 01:00:00,10.135,6.44,29.775,24.25,48.8,1011.63,5.5,29.67
2022-07-17 00:00:00,9.719999999999999,4.53,28.049999999999997,16.72,63.15,1011.35,5.99,30.229999999999997
2022-07-16 23:00:00,10.754999999999999,13.67,29.439999999999998,25.56,53.87,1011.155,6.71,30.595
2022-07-16 22:00:00,12.14,30.32,31.05,41.11,35.95,1010.865,9.56,31.265
2022-07-16 21:00:00,12.225,18.32,27.29,30.89,50.99,1010.23,8.01,33.655
2022-07-16 20:00:00,11.8,15.58,23.805,23.42,66.36,1009.87,7.28,35.61
2022-07-16 19:00:00,15.6,18.92,27.259999999999998,25.15,69.46,1009.96,5.44,37.64
2022-07-16 18:00:00,12.29,0.0,20.235,4.87,77.44,1010.05,6.78,39.19
2022-07-16 17:00:00,13.49,0.0,21.57,2.93,78.36,1010.455,8.39,39.46
2022-07-16 16:00:00,16.23,1.85,26.155,2.42,78.75,1010.745,10.58,39.16
2022-07-16 15:00:00,18.23,8.23,31.43,8.22,74.15,1011.0999999999999,14.96,38.085
2022-07-16 14:00:00,19.985,2.64,36.81,6.95,74.75,1011.145,24.61,37.19
2022-07-16 13:00:00,19.645,0.0,37.495000000000005,1.82,65.99,1011.67,33.5,36.46
2022-07-16 12:00:00,18.35,0.02,39.730000000000004,4.99,56.8,1011.75,28.12,33.96
2022-07-16 11:00:00,18.295,0.66,46.035,10.98,31.78,1012.08,30.9,31.285
2022-07-16 10:00:00,17.015,12.76,48.935,14.5,21.47,1012.15,24.34,28.835
2022-07-16 09:00:00,17.33,26.89,61.575,32.92,17.05,1012.25,46.66,25.245
2022-07-16 08:00:00,17.68,33.86,65.80000000000001,43.56,5.84,1011.955,19.94,24.495
2022-07-16 07:00:00,14.184999999999999,25.78,55.335,45.61,0.5,1011.6,9.65,23.67
2022-07-16 06:00:00,14.52,25.21,55.485,39.89,13.13,1011.605,9.59,23.985
2022-07-16 05:00:00,12.870000000000001,19.4,48.2,33.08,23.82,1011.14,7.95,24.54
2022-07-16 04:00:00,12.64,20.42,45.44,33.78,28.96,1011.045,7.04,25.275
2022-07-16 03:00:00,12.3,18.95,42.34,37.27,25.99,1010.975,7.74,26.095
2022-07-16 02:00:00,12.455,17.94,40.345,36.75,28.76,1010.845,6.76,27.085
2022-07-16 01:00:00,11.754999999999999,8.53,37.15,18.91,61.12,1010.805,6.26,27.705
2022-07-16 00:00:00,11.02,9.3,34.849999999999994,21.42,59.51,1010.63,8.1,27.97
2022-07-15 23:00:00,11.870000000000001,14.44,36.010000000000005,32.75,43.09,1010.49,8.84,28.375
2022-07-15 22:00:00,12.3,21.94,35.095,38.21,35.29,1010.2049999999999,9.73,29.305
2022-07-15 21:00:00,11.895,10.16,30.835,22.9,56.79,1009.53,9.24,31.095
2022-07-15 20:00:00,12.004999999999999,7.38,28.165,24.4,51.22,1009.175,8.94,32.83
2022-07-15 19:00:00,13.7,15.02,28.369999999999997,31.07,49.02,1009.075,7.47,34.68
2022-07-15 18:00:00,15.585,11.82,29.47,31.58,51.7,1008.945,9.21,36.2
2022-07-15 17:00:00,16.15,5.82,29.130000000000003,14.94,79.71,1009.1500000000001,12.22,37.105000000000004
2022-07-15 16:00:00,14.96,0.58,26.924999999999997,6.51,76.02,1009.335,12.13,37.11
2022-07-15 15:00:00,15.455,0.0,28.845,1.27,74.12,1009.485,15.96,36.44
2022-07-15 14:00:00,17.134999999999998,0.0,33.34,5.6,68.51,1009.855,23.34,35.765
2022-07-15 13:00:00,17.97,0.0,38.22,1.71,63.09,1010.52,23.76,34.224999999999994
2022-07-15 12:00:00,16.895000000000003,0.38,39.965,6.25,48.12,1010.7950000000001,33.93,32.225
2022-07-15 11:00:00,18.115000000000002,3.77,47.93,18.07,29.86,1010.985,36.96,30.38
2022-07-15 10:00:00,16.549999999999997,16.71,50.17,35.67,7.07,1011.21,37.75,27.880000000000003
2022-07-15 09:00:00,16.755000000000003,34.36,62.525,40.9,5.95,1011.635,26.44,24.375
2022-07-15 08:00:00,13.715,29.97,52.43,50.64,0.22,1011.52,18.09,24.060000000000002
2022-07-15 07:00:00,12.49,20.26,53.14,44.4,0.0,1011.49,9.87,22.515
2022-07-15 06:00:00,12.315000000000001,16.06,51.989999999999995,36.04,4.39,1011.22,8.57,22.675
2022-07-15 05:00:00,12.49,21.57,51.05,34.32,6.34,1011.11,9.4,23.175
2022-07-15 04:00:00,12.955,29.48,50.835,36.47,3.82,1011.31,9.57,23.745
2022-07-15 03:00:00,12.6,32.65,47.614999999999995,42.73,5.45,1011.34,8.98,24.455
2022-07-15 02:00:00,12.105,33.97,43.375,53.76,0.08,1011.335,9.32,25.475
2022-07-15 01:00:00,11.27,18.82,38.620000000000005,40.87,15.17,1011.51,6.13,26.509999999999998
2022-07-15 00:00:00,10.120000000000001,14.54,34.905,35.9,20.19,1011.64,6.51,26.915
2022-07-14 23:00:00,10.465,24.71,35.004999999999995,50.26,5.89,1011.665,7.59,27.265
2022-07-14 22:00:00,10.805,29.23,33.29,56.01,0.84,1011.46,9.34,28.52
2022-07-14 21:00:00,11.485,19.31,30.57,34.22,34.52,1011.165,9.68,30.78
2022-07-14 20:00:00,11.120000000000001,11.14,27.005000000000003,21.7,54.72,1011.31,11.71,32.54
2022-07-14 19:00:00,12.969999999999999,16.41,27.805,26.93,51.47,1011.365,10.49,34.195
2022-07-14 18:00:00,13.25,13.77,27.655,19.97,64.66,1011.8399999999999,8.84,34.61
2022-07-14 17:00:00,12.42,10.48,26.009999999999998,16.31,67.75,1012.475,9.67,34.745
2022-07-14 16:00:00,13.115,23.81,27.85,22.95,66.53,1012.8050000000001,10.04,34.33
2022-07-14 15:00:00,10.954999999999998,5.16,23.17,12.96,67.82,1013.315,10.59,35.08
2022-07-14 14:00:00,10.870000000000001,3.62,23.7,15.52,63.04,1013.755,15.33,34.59
2022-07-14 13:00:00,10.375,1.15,24.715000000000003,9.93,67.6,1014.33,18.79,33.239999999999995
2022-07-14 12:00:00,9.79,0.0,23.84,1.68,65.7,1014.73,12.64,33.185
2022-07-14 11:00:00,9.719999999999999,0.0,26.395,1.35,59.74,1015.065,9.97,31.295
2022-07-14 10:00:00,9.89,0.64,30.325,9.31,48.76,1015.4300000000001,9.0,29.064999999999998
2022-07-14 09:00:00,8.879999999999999,0.0,35.445,7.89,52.81,1015.95,6.56,25.255
2022-07-14 08:00:00,8.47,6.35,37.7,20.95,35.16,1016.005,6.56,23.765
2022-07-14 07:00:00,8.34,8.07,40.385000000000005,21.97,33.01,1015.885,6.35,22.48
2022-07-14 06:00:00,8.155,13.34,39.945,22.53,30.94,1015.595,6.1,22.445
2022-07-14 05:00:00,8.035,9.74,37.985,10.42,52.52,1015.01,3.78,23.15
2022-07-14 04:00:00,7.915,11.98,36.315,12.61,48.42,1015.215,5.24,23.755000000000003
2022-07-14 03:00:00,9.395,12.91,38.14,10.15,58.75,1014.6500000000001,4.7,24.605
2022-07-14 02:00:00,7.51,10.71,32.355000000000004,8.43,63.6,1014.485,4.85,25.22
2022-07-14 01:00:00,7.45,14.76,32.55,10.94,61.28,1014.8050000000001,5.25,25.06
2022-07-14 00:00:00,7.345000000000001,15.98,30.855,14.82,55.99,1014.77,5.89,25.835
2022-07-13 23:00:00,7.35,17.7,29.225,13.61,56.46,1014.29,6.44,26.765
2022-07-13 22:00:00,7.05,14.61,26.869999999999997,13.82,53.28,1013.8299999999999,5.97,27.845
2022-07-13 21:00:00,7.15,13.72,25.03,12.35,58.32,1013.0799999999999,7.81,29.18
2022-07-13 20:00:00,7.295,14.83,23.04,13.86,54.25,1012.49,8.53,30.805
2022-07-13 19:00:00,11.89,47.18,29.83,31.59,52.48,1012.53,10.55,31.68
2022-07-13 18:00:00,10.254999999999999,20.68,23.81,13.28,64.86,1012.745,8.5,33.815
2022-07-13 17:00:00,6.675000000000001,1.55,17.085,0.84,70.35,1012.77,7.67,35.375
2022-07-13 16:00:00,7.3149999999999995,0.26,17.04,1.89,67.25,1013.105,6.74,36.225
2022-07-13 15:00:00,7.13,0.08,19.384999999999998,5.26,63.85,1013.685,18.21,33.66
2022-07-13 14:00:00,7.85,1.29,22.585,6.76,69.31,1014.2850000000001,11.43,31.835
2022-07-13 13:00:00,7.865,0.0,22.82,3.49,61.12,1014.9,9.04,31.65
2022-07-13 12:00:00,7.475,0.0,24.115000000000002,2.87,61.44,1015.065,8.92,30.22
2022-07-13 11:00:00,7.6,0.0,26.415,1.57,59.38,1015.245,6.71,28.785
2022-07-13 10:00:00,7.6,0.14,29.445,7.42,51.57,1015.38,7.64,26.93
2022-07-13 09:00:00,7.465,1.93,35.224999999999994,12.6,48.6,1015.52,11.57,23.744999999999997
2022-07-13 08:00:00,6.83,4.3,37.129999999999995,13.97,50.33,1015.4,5.39,22.16
2022-07-13 07:00:00,6.345000000000001,6.82,37.505,14.07,51.79,1015.29,4.14,21.450000000000003
2022-07-13 06:00:00,6.3100000000000005,3.54,36.614999999999995,9.91,57.51,1015.315,4.61,21.805
2022-07-13 05:00:00,5.7,0.74,33.925,7.23,59.62,1015.035,3.99,22.37
2022-07-13 04:00:00,5.68,1.97,33.0,5.68,61.72,1015.205,4.49,22.8
2022-07-13 03:00:00,6.51,9.08,35.075,9.08,56.37,1015.335,4.22,22.745
2022-07-13 02:00:00,6.265000000000001,8.54,32.504999999999995,8.04,58.79,1015.19,4.84,23.72
2022-07-13 01:00:00,7.595,18.46,34.785,13.18,55.74,1015.015,4.13,24.115
2022-07-13 00:00:00,7.15,16.44,31.95,14.43,53.48,1014.765,5.84,25.03
2022-07-12 23:00:00,6.890000000000001,19.32,29.725,17.85,50.5,1014.565,5.94,25.939999999999998
2022-07-12 22:00:00,6.855,22.04,28.009999999999998,21.11,47.09,1014.015,6.82,26.91
2022-07-12 21:00:00,7.43,21.42,26.43,18.99,55.19,1013.145,6.16,28.58
2022-07-12 20:00:00,7.109999999999999,16.15,23.34,12.54,65.39,1012.56,5.35,30.354999999999997
2022-07-12 19:00:00,6.76,9.46,19.715,8.98,67.18,1012.46,4.42,32.905
2022-07-12 18:00:00,8.195,8.42,19.795,9.96,62.91,1012.6949999999999,6.82,34.58
2022-07-12 17:00:00,8.385,5.85,19.990000000000002,8.61,63.88,1012.8199999999999,6.37,34.64
2022-07-12 16:00:00,8.565,2.38,20.2,6.03,63.91,1013.435,5.72,34.675
2022-07-12 15:00:00,8.545,0.49,20.740000000000002,4.87,64.1,1013.885,6.94,34.18000000000001
2022-07-12 14:00:00,8.030000000000001,0.0,22.049999999999997,1.12,68.76,1014.5,7.33,32.46
2022-07-12 13:00:00,7.5,0.0,21.635,0.0,62.09,1015.135,6.83,32.16
2022-07-12 12:00:00,7.25,0.0,23.195,0.12,59.34,1015.67,6.99,30.63
2022-07-12 11:00:00,8.23,0.0,27.96,0.4,58.58,1015.865,5.9,28.545
2022-07-12 10:00:00,7.515000000000001,0.0,30.785,2.32,56.19,1015.935,6.39,26.07
2022-07-12 09:00:00,6.300000000000001,0.0,34.69,5.82,53.58,1016.085,9.96,22.69
2022-07-12 08:00:00,6.52,1.94,38.144999999999996,10.07,49.97,1015.87,5.42,21.38
2022-07-12 07:00:00,7.155,5.46,40.995000000000005,11.26,49.27,1015.71,4.19,20.91
2022-07-12 06:00:00,7.285,5.47,40.515,8.59,55.25,1015.105,4.8,21.244999999999997
2022-07-12 05:00:00,6.96,4.51,37.834999999999994,6.84,56.86,1014.745,4.44,22.0
2022-07-12 04:00:00,7.375,4.69,37.285,6.85,54.12,1014.54,3.92,22.71
2022-07-12 03:00:00,7.425,8.06,36.435,8.49,53.4,1014.265,4.75,23.15
2022-07-12 02:00:00,8.149999999999999,12.94,37.125,10.65,53.55,1014.025,4.01,23.66
2022-07-12 01:00:00,8.175,13.77,34.825,12.16,53.32,1013.675,3.62,24.75
2022-07-12 00:00:00,8.665,19.28,35.105000000000004,15.77,53.65,1013.175,4.76,25.17
2022-07-11 23:00:00,8.774999999999999,24.6,32.935,20.98,47.78,1012.83,5.07,26.380000000000003
2022-07-11 22:00:00,8.98,27.83,31.325000000000003,28.51,37.9,1012.135,5.0,27.465
2022-07-11 21:00:00,8.59,31.32,27.134999999999998,28.92,40.36,1011.4,4.99,29.490000000000002
2022-07-11 20:00:00,7.630000000000001,19.27,22.32,16.41,57.25,1010.815,3.37,31.759999999999998
2022-07-11 19:00:00,8.395,16.02,21.509999999999998,18.42,54.52,1010.4449999999999,3.92,33.34
2022-07-11 18:00:00,8.2,10.05,19.68,14.6,57.93,1010.525,4.38,34.695
2022-07-11 17:00:00,7.98,3.07,18.369999999999997,10.2,59.46,1010.795,4.51,35.675
2022-07-11 16:00:00,8.11,0.0,18.78,7.01,61.3,1011.105,4.84,35.435
2022-07-11 15:00:00,8.940000000000001,0.0,20.130000000000003,4.48,61.26,1011.385,7.28,35.19
2022-07-11 14:00:00,9.33,0.0,21.54,1.31,61.78,1011.5799999999999,7.81,34.445
2022-07-11 13:00:00,9.760000000000002,0.0,23.875,0.0,60.01,1011.845,5.7,33.125
2022-07-11 12:00:00,10.275,0.0,26.69,0.0,55.93,1011.9649999999999,6.01,31.75
2022-07-11 11:00:00,10.615,0.0,31.095,0.13,53.24,1012.1700000000001,4.91,29.475
2022-07-11 10:00:00,11.24,0.0,37.475,6.52,50.46,1012.47,5.02,26.98
2022-07-11 09:00:00,10.555,0.0,44.364999999999995,7.65,51.61,1012.355,6.22,23.380000000000003
2022-07-11 08:00:00,9.875,1.56,45.17,15.08,42.51,1012.015,6.49,22.335
2022-07-11 07:00:00,9.95,4.17,48.72,13.31,48.19,1011.785,3.82,21.18
2022-07-11 06:00:00,9.77,2.82,47.055,10.62,53.15,1011.37,4.44,21.55
2022-07-11 05:00:00,10.185,4.36,46.894999999999996,9.27,53.81,1010.9300000000001,4.45,22.064999999999998
2022-07-11 04:00:00,10.235,5.73,44.92,8.94,52.6,1010.75,5.13,22.825
2022-07-11 03:00:00,11.455,15.97,47.760000000000005,14.18,52.46,1010.62,6.32,23.145
2022-07-11 02:00:00,11.355,16.83,44.535,15.42,51.24,1010.145,5.57,24.200000000000003
2022-07-11 01:00:00,11.43,16.81,42.915,16.15,52.23,1009.69,4.74,24.905
2022-07-11 00:00:00,10.594999999999999,14.12,38.3,14.98,56.64,1009.265,5.18,25.884999999999998
2022-07-10 23:00:00,10.525,14.17,36.55,19.74,50.17,1008.78,4.64,26.6
2022-07-10 22:00:00,10.17,12.09,33.76,21.99,45.28,1008.085,5.96,27.55
2022-07-10 21:00:00,11.105,11.45,32.445,17.04,54.44,1007.225,6.4,29.305
2022-07-10 20:00:00,11.365,12.48,29.175,16.52,57.28,1006.465,7.42,31.455
2022-07-10 19:00:00,16.61,35.79,38.675,35.86,50.36,1006.355,8.01,32.485
2022-07-10 18:00:00,12.68,5.1,24.89,12.89,60.78,1006.09,6.04,35.84
2022-07-10 17:00:00,13.11,8.96,28.115000000000002,15.54,57.66,1006.31,7.29,34.155
2022-07-10 16:00:00,13.864999999999998,0.29,26.145,5.15,63.89,1006.73,7.06,36.349999999999994
2022-07-10 15:00:00,14.075,1.24,29.825,5.63,59.64,1007.0150000000001,8.14,34.22
2022-07-10 14:00:00,13.440000000000001,0.2,28.689999999999998,1.03,59.97,1007.6099999999999,7.33,34.17
2022-07-10 13:00:00,13.825,0.0,31.509999999999998,0.0,53.85,1007.995,8.57,32.955
2022-07-10 12:00:00,13.715,0.0,35.09,0.0,47.18,1008.405,8.19,30.924999999999997
2022-07-10 11:00:00,14.02,0.0,39.2,0.01,45.49,1008.27,9.91,29.335
2022-07-10 10:00:00,14.469999999999999,0.0,49.88,3.43,48.34,1008.54,10.17,25.715
2022-07-10 09:00:00,14.065000000000001,0.0,60.754999999999995,6.3,50.62,1008.92,10.96,21.995
2022-07-10 08:00:00,13.56,0.0,63.775,6.88,50.28,1008.8399999999999,10.33,20.67
2022-07-10 07:00:00,13.545,0.0,65.75,8.66,46.15,1009.015,9.91,20.165
2022-07-10 06:00:00,13.7,0.0,66.795,8.35,47.48,1009.06,10.65,20.064999999999998
2022-07-10 05:00:00,14.065000000000001,0.0,68.38,6.93,50.27,1009.02,11.61,20.075
2022-07-10 04:00:00,13.96,0.21,66.08,9.19,47.5,1009.385,10.83,20.515
2022-07-10 03:00:00,14.135,0.0,67.125,8.84,43.24,1009.815,8.13,20.445
2022-07-10 02:00:00,14.45,0.0,67.725,12.83,38.62,1010.12,6.29,20.630000000000003
2022-07-10 01:00:00,14.76,1.87,70.13,14.49,36.9,1010.31,5.56,20.39
2022-07-10 00:00:00,14.58,0.0,69.895,12.92,41.11,1010.525,4.65,20.25
2022-07-09 23:00:00,14.67,0.0,70.97,13.39,44.53,1010.46,3.82,20.1
2022-07-09 22:00:00,14.885000000000002,0.0,71.99000000000001,15.14,41.44,1010.355,2.79,20.09
2022-07-09 21:00:00,14.795,0.0,70.545,8.18,51.85,1009.765,2.44,20.325000000000003
2022-07-09 20:00:00,15.0,0.0,69.405,7.87,50.08,1009.525,2.06,20.805
2022-07-09 19:00:00,15.219999999999999,0.0,69.53999999999999,3.8,52.83,1009.4100000000001,2.34,21.005000000000003
2022-07-09 18:00:00,16.03,0.0,69.24000000000001,0.23,54.82,1009.3,2.99,21.92
2022-07-09 17:00:00,17.015,0.0,71.645,2.04,49.6,1009.32,3.77,22.39
2022-07-09 16:00:00,17.775,0.0,76.52000000000001,3.78,49.11,1009.655,4.65,22.1
2022-07-09 15:00:00,18.58,0.2,81.995,13.17,44.89,1009.63,7.28,21.79
2022-07-09 14:00:00,18.63,0.18,86.12,19.8,32.42,1009.95,9.24,21.04
2022-07-09 13:00:00,18.534999999999997,0.43,82.88,19.12,37.28,1009.9449999999999,7.19,21.57
2022-07-09 12:00:00,17.485,0.05,85.76,17.2,47.74,1009.72,7.49,19.945
2022-07-09 11:00:00,17.310000000000002,0.0,86.095,12.69,52.61,1009.645,6.95,19.7
2022-07-09 10:00:00,17.185000000000002,0.03,86.155,14.46,50.17,1009.585,6.5,19.56
2022-07-09 09:00:00,17.225,0.96,86.975,18.1,45.97,1009.405,6.94,19.45
2022-07-09 08:00:00,17.08,1.35,87.495,18.07,51.26,1009.6,6.79,19.205
2022-07-09 07:00:00,16.695,0.78,85.905,23.86,49.31,1009.3199999999999,6.06,19.11
2022-07-09 06:00:00,16.415,0.0,81.81,9.13,67.88,1009.17,3.54,19.615
2022-07-09 05:00:00,15.27,0.0,75.75999999999999,6.23,68.0,1008.605,2.99,19.67
2022-07-09 04:00:00,16.15,0.0,80.945,6.65,67.27,1009.0699999999999,3.38,19.509999999999998
2022-07-09 03:00:00,16.685,0.0,82.33500000000001,10.76,60.44,1008.925,4.24,19.785
2022-07-09 02:00:00,16.22,0.0,79.785,6.63,74.74,1009.675,2.95,19.814999999999998
2022-07-09 01:00:00,16.68,4.69,81.88,23.07,44.6,1009.4849999999999,8.27,19.869999999999997
2022-07-09 00:00:00,17.814999999999998,11.73,84.66999999999999,33.8,28.42,1010.76,8.72,20.490000000000002
2022-07-08 23:00:00,18.235,13.15,85.62,29.03,39.12,1011.08,8.48,20.740000000000002
2022-07-08 22:00:00,17.225,2.9,76.955,18.28,53.36,1010.385,7.03,21.435000000000002
2022-07-08 21:00:00,16.805,2.07,69.31,23.31,40.82,1008.585,8.66,22.715
2022-07-08 20:00:00,16.189999999999998,6.23,69.23,22.37,55.02,1007.9549999999999,5.2,22.095
2022-07-08 19:00:00,15.93,5.53,75.555,20.63,69.53,1008.995,11.74,20.4
2022-07-08 18:00:00,16.55,10.66,62.905,19.7,59.18,1009.7850000000001,48.38,24.060000000000002
2022-07-08 17:00:00,18.615000000000002,4.38,55.895,16.11,45.72,1007.0699999999999,12.52,28.259999999999998
2022-07-08 16:00:00,17.605,5.96,56.394999999999996,12.91,51.85,1007.15,8.73,27.03
2022-07-08 15:00:00,20.615000000000002,25.86,65.78,31.87,48.84,1008.19,10.5,27.615000000000002
2022-07-08 14:00:00,19.885,35.96,72.045,39.23,55.91,1009.065,24.72,25.305
2022-07-08 13:00:00,20.285,9.16,52.035,17.68,62.85,1008.985,13.0,31.310000000000002
2022-07-08 12:00:00,19.305,3.72,48.09,13.59,64.31,1009.575,13.13,31.625
2022-07-08 11:00:00,17.939999999999998,2.93,43.5,14.49,51.23,1009.6800000000001,12.23,31.9
2022-07-08 10:00:00,18.744999999999997,14.25,57.905,23.79,50.06,1010.1600000000001,10.3,27.795
2022-07-08 09:00:00,17.8,12.57,55.739999999999995,21.21,50.83,1010.28,12.23,27.435
2022-07-08 08:00:00,16.865000000000002,14.19,54.379999999999995,33.96,26.54,1010.0,15.23,26.845
2022-07-08 07:00:00,16.385,18.92,55.18,28.42,42.88,1009.665,12.49,26.08
2022-07-08 06:00:00,16.435000000000002,26.16,56.415,22.08,58.97,1009.3050000000001,10.43,25.76
2022-07-08 05:00:00,13.295,21.9,45.09,17.12,55.9,1008.97,9.57,26.15
2022-07-08 04:00:00,16.0,37.28,53.78,32.02,36.15,1008.9300000000001,11.91,26.1
2022-07-08 03:00:00,14.325,50.93,47.165000000000006,51.25,6.02,1009.15,12.77,26.509999999999998
2022-07-08 02:00:00,14.77,57.49,45.68000000000001,55.98,4.97,1009.5,13.84,27.545
2022-07-08 01:00:00,9.82,42.58,32.32,58.17,2.56,1009.38,12.08,27.884999999999998
2022-07-08 00:00:00,8.760000000000002,32.56,28.61,41.7,23.52,1008.915,15.75,28.765
2022-07-07 23:00:00,8.030000000000001,27.72,24.854999999999997,20.83,62.91,1008.355,6.27,30.355
2022-07-07 22:00:00,7.495,31.73,22.674999999999997,25.35,55.41,1007.985,7.54,31.32
2022-07-07 21:00:00,7.5649999999999995,31.31,20.22,19.81,66.73,1007.49,5.53,33.435
2022-07-07 20:00:00,8.219999999999999,28.2,18.475,14.91,73.28,1007.225,5.55,35.86
2022-07-07 19:00:00,8.19,24.69,16.84,11.95,75.91,1007.2,5.08,37.519999999999996
2022-07-07 18:00:00,7.715,7.79,15.295,4.96,77.75,1007.335,4.64,38.705
2022-07-07 17:00:00,6.84,1.78,13.995000000000001,4.59,74.97,1007.8499999999999,5.45,39.24
