Datetime,Dew Point (C),H2S GCc AVG1H (ppb),Humidity ext (%),NO2 GCc AVG1H (ppb),O3 GCc AVG1H (ppb),Pressure (hPa),TSP AVG1H (ug/m3),Temp ext (C)
2022-06-25 14:00:00,17.68,1.4,36.474999999999994,6.26,85.21,1009.155,20.4,34.745000000000005
2022-06-25 13:00:00,18.42,0.74,39.480000000000004,5.37,70.91,1009.59,15.47,34.155
2022-06-25 12:00:00,15.905000000000001,0.0,36.87,0.0,54.13,1009.4300000000001,12.22,32.545
2022-06-25 11:00:00,16.505,0.0,43.295,0.37,54.64,1009.71,18.11,30.380000000000003
2022-06-25 10:00:00,18.125,0.33,52.084999999999994,7.68,45.75,1010.0999999999999,25.2,28.945
2022-06-25 09:00:00,18.27,1.06,62.825,15.87,32.39,1010.52,18.33,25.9
2022-06-25 08:00:00,17.715,11.23,65.025,28.82,11.89,1010.275,15.73,24.735
2022-06-25 07:00:00,18.08,18.77,72.44,35.16,5.86,1010.745,16.75,23.315
2022-06-25 06:00:00,17.635,11.78,70.53999999999999,33.47,8.44,1010.5899999999999,15.59,23.295
2022-06-25 05:00:00,18.155,10.04,68.875,27.42,15.72,1010.21,14.61,24.235
2022-06-25 04:00:00,17.854999999999997,7.67,64.935,23.17,25.26,1010.375,14.46,24.91
2022-06-25 03:00:00,16.94,11.64,62.295,29.82,16.21,1010.3299999999999,13.24,24.634999999999998
2022-06-25 02:00:00,18.29,39.95,68.0,45.23,0.78,1010.8199999999999,16.49,24.59
2022-06-25 01:00:00,17.345,21.46,64.21000000000001,44.45,3.43,1010.885,13.51,24.555
2022-06-25 00:00:00,18.009999999999998,15.12,65.46000000000001,22.27,41.7,1010.8,11.48,24.94
2022-06-24 23:00:00,18.44,20.71,67.405,25.36,49.1,1010.955,12.06,24.89
2022-06-24 22:00:00,17.57,17.12,61.790000000000006,23.91,51.34,1010.985,13.76,25.439999999999998
2022-06-24 21:00:00,17.380000000000003,15.91,57.599999999999994,24.19,54.35,1010.44,14.96,26.425
2022-06-24 20:00:00,17.9,10.89,53.525000000000006,18.95,58.38,1010.125,14.18,28.235
2022-06-24 19:00:00,18.375,10.23,50.66,15.35,69.02,1009.88,15.55,29.700000000000003
2022-06-24 18:00:00,18.28,7.26,46.595,11.42,69.03,1010.015,15.52,31.060000000000002
2022-06-24 17:00:00,18.62,11.07,46.275000000000006,14.14,66.89,1010.405,15.53,31.555
2022-06-24 16:00:00,19.445,9.63,46.085,13.71,69.77,1010.645,13.05,32.535
2022-06-24 15:00:00,18.135,0.02,42.225,6.58,74.72,1010.505,14.86,32.635000000000005
2022-06-24 14:00:00,17.83,0.0,38.72,0.0,44.94,1010.655,10.7,33.84
2022-06-24 13:00:00,17.725,0.32,46.474999999999994,1.57,45.6,1010.95,8.15,30.494999999999997
2022-06-24 12:00:00,18.655,8.26,54.385,15.52,39.84,1010.795,10.95,28.775
2022-06-24 11:00:00,20.04,12.66,81.58500000000001,21.04,46.26,1011.44,12.91,23.375
2022-06-24 10:00:00,19.345,1.47,62.385000000000005,11.5,46.64,1011.11,16.48,27.155
2022-06-24 09:00:00,19.205,13.06,62.985,19.29,34.99,1010.51,22.87,26.85
2022-06-24 08:00:00,19.465,14.29,69.69,27.86,23.55,1010.26,24.24,25.409999999999997
2022-06-24 07:00:00,17.810000000000002,4.79,63.145,19.26,32.92,1009.7049999999999,22.11,25.325
2022-06-24 06:00:00,18.0,2.33,63.34,8.87,49.91,1009.69,21.45,25.48
2022-06-24 05:00:00,16.19,0.0,56.019999999999996,1.5,57.61,1008.715,24.29,25.615000000000002
2022-06-24 04:00:00,17.630000000000003,0.0,60.925,5.38,51.66,1009.0899999999999,21.57,25.740000000000002
2022-06-24 03:00:00,18.025,0.0,60.755,6.77,51.45,1008.8,20.24,26.215
2022-06-24 02:00:00,18.44,0.75,60.45,9.41,50.36,1009.315,19.15,26.74
2022-06-24 01:00:00,19.439999999999998,12.03,64.59,29.74,22.6,1009.37,17.43,26.665
2022-06-24 00:00:00,19.175,16.66,63.425,38.65,6.94,1009.225,17.73,26.700000000000003
2022-06-23 23:00:00,19.9,19.83,64.53999999999999,32.54,24.44,1009.745,18.12,27.17
2022-06-23 22:00:00,19.075000000000003,14.26,60.655,23.35,39.94,1008.84,17.12,27.35
2022-06-23 21:00:00,18.875,22.4,58.16,29.96,38.71,1008.3,17.85,27.86
2022-06-23 20:00:00,19.195,41.48,61.975,47.03,40.88,1006.74,20.21,27.115000000000002
2022-06-23 19:00:00,19.545,34.78,56.519999999999996,36.9,55.65,1007.125,72.36,29.064999999999998
2022-06-23 18:00:00,21.695,30.7,40.825,34.69,48.43,1005.13,46.19,37.225
2022-06-23 17:00:00,20.83,31.96,39.305,42.0,36.77,1003.89,22.51,36.95
2022-06-23 16:00:00,21.03,24.71,35.0,38.73,34.29,1004.5,22.15,39.31
2022-06-23 15:00:00,20.415,18.38,33.709999999999994,27.66,52.95,1005.12,22.02,39.315
2022-06-23 14:00:00,18.755,4.25,31.424999999999997,18.58,55.07,1005.96,21.26,38.695
2022-06-23 13:00:00,18.735,4.69,31.259999999999998,14.63,53.84,1006.315,22.3,38.769999999999996
2022-06-23 12:00:00,19.744999999999997,0.02,37.035,11.31,49.2,1006.615,30.15,36.80500000000001
2022-06-23 11:00:00,19.11,0.27,39.965,7.18,40.71,1006.715,25.4,34.709999999999994
2022-06-23 10:00:00,20.14,8.12,49.405,17.53,31.09,1006.9549999999999,22.67,32.07
2022-06-23 09:00:00,19.35,14.22,56.43,20.21,31.0,1007.1600000000001,22.53,28.89
2022-06-23 08:00:00,19.775,24.66,61.120000000000005,30.26,20.61,1007.045,23.09,27.965000000000003
2022-06-23 07:00:00,20.689999999999998,29.18,66.11,42.79,6.97,1007.1600000000001,22.34,27.59
2022-06-23 06:00:00,17.095,2.27,49.489999999999995,9.55,46.25,1006.84,20.48,28.705
2022-06-23 05:00:00,16.555,0.53,48.30500000000001,2.53,56.22,1006.64,19.39,28.54
2022-06-23 04:00:00,17.09,1.69,50.18,7.75,43.88,1007.235,18.11,28.465
2022-06-23 03:00:00,17.89,1.05,51.615,4.06,51.75,1007.3,18.4,28.85
2022-06-23 02:00:00,17.81,5.1,49.94,13.76,32.9,1007.14,18.29,29.33
2022-06-23 01:00:00,18.685000000000002,24.16,54.144999999999996,41.44,2.61,1007.0899999999999,20.14,28.88
2022-06-23 00:00:00,20.075,38.42,57.769999999999996,53.89,0.0,1007.51,23.4,29.259999999999998
2022-06-22 23:00:00,20.83,43.5,57.035,50.54,16.12,1007.855,19.06,30.29
2022-06-22 22:00:00,21.055,53.64,54.34,58.97,10.63,1006.7850000000001,22.0,31.380000000000003
2022-06-22 21:00:00,20.275,53.07,49.655,44.43,42.53,1006.245,18.14,32.12
2022-06-22 20:00:00,20.189999999999998,58.77,44.69,57.92,25.51,1005.4749999999999,19.84,33.900000000000006
2022-06-22 19:00:00,15.98,32.15,30.18,52.92,16.49,1004.415,16.95,36.225
2022-06-22 18:00:00,16.9,12.16,26.965,26.69,44.62,1004.135,16.16,39.379999999999995
2022-06-22 17:00:00,17.435000000000002,9.35,26.545,21.93,52.48,1004.1600000000001,17.55,40.295
2022-06-22 16:00:00,18.244999999999997,18.59,29.915,28.77,60.29,1004.98,16.8,39.019999999999996
2022-06-22 15:00:00,18.055,2.31,27.990000000000002,15.12,65.54,1005.3299999999999,20.06,40.04
2022-06-22 14:00:00,18.59,4.31,29.665,5.5,68.89,1005.905,19.89,39.58
2022-06-22 13:00:00,18.985,6.66,32.84,3.12,68.58,1006.345,16.8,38.15
2022-06-22 12:00:00,19.985,0.47,38.675,2.16,62.42,1006.765,26.43,36.285
2022-06-22 11:00:00,19.14,0.72,41.195,1.76,52.42,1007.09,33.61,34.195
2022-06-22 10:00:00,18.695,5.48,45.395,16.99,23.83,1007.285,50.85,31.980000000000004
2022-06-22 09:00:00,18.775,12.75,59.465,24.51,14.83,1007.535,48.85,27.37
2022-06-22 08:00:00,18.115000000000002,20.71,60.84,24.73,4.35,1007.29,31.67,26.28
2022-06-22 07:00:00,17.775,21.38,63.7,29.28,5.29,1007.27,19.78,25.145000000000003
2022-06-22 06:00:00,17.25,12.07,62.805,28.46,9.15,1006.635,16.46,24.825
2022-06-22 05:00:00,17.78,13.76,63.325,21.34,18.4,1006.64,16.01,25.245
2022-06-22 04:00:00,17.950000000000003,20.71,61.465,28.26,13.37,1006.635,17.24,25.925
2022-06-22 03:00:00,18.18,24.71,61.725,33.43,12.24,1006.635,16.94,26.1
2022-06-22 02:00:00,17.625,30.42,57.76,42.48,7.21,1006.89,18.65,26.634999999999998
2022-06-22 01:00:00,17.54,34.14,55.425,51.74,0.82,1006.625,16.7,27.244999999999997
2022-06-22 00:00:00,17.880000000000003,38.77,53.07,60.08,0.0,1007.12,18.92,28.355
2022-06-21 23:00:00,17.275,35.32,48.33,53.03,3.29,1006.56,19.74,29.314999999999998
2022-06-21 22:00:00,17.57,38.81,46.125,56.99,2.44,1005.65,21.95,30.455
2022-06-21 21:00:00,18.135,46.86,43.31999999999999,55.98,13.59,1005.245,21.44,32.18
2022-06-21 20:00:00,18.825000000000003,40.31,39.815,46.12,28.16,1004.935,16.13,34.455
2022-06-21 19:00:00,19.05,55.3,36.55,48.53,41.81,1005.02,14.88,36.260000000000005
2022-06-21 18:00:00,18.78,17.01,32.635,17.67,59.23,1004.915,18.75,38.08
2022-06-21 17:00:00,14.370000000000001,6.43,23.34,6.07,63.36,1004.925,21.98,39.045
2022-06-21 16:00:00,17.495,25.57,31.465000000000003,20.83,61.45,1005.44,15.79,37.215
2022-06-21 15:00:00,16.77,14.29,28.655,5.87,67.51,1006.01,15.13,38.09
2022-06-21 14:00:00,17.340000000000003,2.37,31.15,5.76,64.09,1006.815,18.02,37.22
2022-06-21 13:00:00,17.415,0.07,34.375,1.17,67.17,1007.205,14.32,35.510000000000005
2022-06-21 12:00:00,16.384999999999998,0.0,37.475,1.56,56.68,1007.865,21.15,32.795
2022-06-21 11:00:00,15.48,0.32,40.05,2.37,38.67,1007.825,12.89,30.61
2022-06-21 10:00:00,17.055,10.25,52.615,15.56,29.65,1008.2149999999999,12.27,27.61
2022-06-21 09:00:00,16.48,19.53,61.965,25.86,24.31,1008.19,18.41,24.235
2022-06-21 08:00:00,14.1,26.41,56.59,37.39,6.09,1007.95,15.42,23.21
2022-06-21 07:00:00,13.684999999999999,23.72,60.585,44.97,0.64,1007.585,10.34,21.64
2022-06-21 06:00:00,12.895,14.5,58.015,32.91,14.71,1007.5699999999999,9.42,21.505000000000003
2022-06-21 05:00:00,12.66,10.63,55.3,19.04,33.3,1007.55,7.99,22.035
2022-06-21 04:00:00,12.02,8.18,50.44,14.01,39.04,1007.635,9.08,22.87
2022-06-21 03:00:00,12.235,10.01,48.459999999999994,20.17,30.22,1007.745,8.35,23.759999999999998
2022-06-21 02:00:00,11.945,11.59,45.69,21.91,34.25,1007.5699999999999,10.33,24.43
2022-06-21 01:00:00,12.434999999999999,12.03,46.989999999999995,19.92,38.64,1007.69,12.8,24.490000000000002
2022-06-21 00:00:00,12.8,13.85,46.695,18.59,41.58,1008.03,10.79,25.005
2022-06-20 23:00:00,13.86,25.53,48.489999999999995,32.76,26.4,1008.295,10.89,25.525
2022-06-20 22:00:00,14.35,31.73,47.94,34.07,34.49,1008.0450000000001,11.56,26.255
2022-06-20 21:00:00,13.715,26.71,42.805,31.5,41.62,1007.715,10.11,27.475
2022-06-20 20:00:00,13.235,16.06,36.79,18.87,52.98,1007.6949999999999,9.18,29.560000000000002
2022-06-20 19:00:00,13.705,12.44,33.51,14.64,57.99,1007.425,8.44,31.73
2022-06-20 18:00:00,14.605,18.24,34.475,18.76,55.38,1007.76,7.24,32.255
2022-06-20 17:00:00,15.75,16.25,36.495,15.88,64.12,1008.27,7.09,32.54
2022-06-20 16:00:00,13.545,4.22,30.235,8.52,65.89,1008.6949999999999,5.69,33.364999999999995
2022-06-20 15:00:00,13.21,0.51,31.515,6.1,63.52,1009.3050000000001,6.1,32.245000000000005
2022-06-20 14:00:00,14.325,2.98,33.555,8.3,59.71,1010.095,6.28,32.405
2022-06-20 13:00:00,13.355,0.14,31.125,2.7,54.64,1010.54,7.65,32.63
2022-06-20 12:00:00,12.18,0.0,30.845,0.0,39.82,1010.94,8.52,31.425
2022-06-20 11:00:00,15.035,2.56,41.435,8.0,30.93,1011.14,16.32,29.509999999999998
2022-06-20 10:00:00,16.79,16.2,53.205,22.23,19.22,1011.59,16.12,27.134999999999998
2022-06-20 09:00:00,15.945,17.12,61.795,27.9,15.41,1012.01,15.02,23.71
2022-06-20 08:00:00,13.615,28.86,57.335,38.02,2.8,1012.085,12.43,22.47
2022-06-20 07:00:00,13.43,23.08,61.08,38.28,4.46,1012.25,8.06,21.235
2022-06-20 06:00:00,12.725,13.98,59.415,25.7,22.87,1012.275,8.31,20.935000000000002
2022-06-20 05:00:00,12.825,15.23,58.115,24.69,24.55,1012.2,7.35,21.4
2022-06-20 04:00:00,11.61,11.8,52.345,13.24,42.41,1012.375,6.42,21.810000000000002
2022-06-20 03:00:00,11.379999999999999,17.55,50.29,28.05,24.0,1012.64,7.18,22.215
2022-06-20 02:00:00,11.11,14.01,47.585,27.75,24.37,1013.03,5.46,22.835
2022-06-20 01:00:00,10.195,12.95,43.69,29.68,25.06,1013.335,5.98,23.240000000000002
2022-06-20 00:00:00,10.55,19.15,44.875,36.92,18.58,1013.755,5.38,23.189999999999998
2022-06-19 23:00:00,10.475,20.9,43.08,38.81,17.07,1013.61,6.05,23.775
2022-06-19 22:00:00,10.535,21.73,40.269999999999996,31.22,32.0,1013.485,6.34,24.979999999999997
2022-06-19 21:00:00,10.25,12.7,34.94,17.23,52.18,1012.945,6.78,27.055
2022-06-19 20:00:00,12.17,16.46,36.72,17.57,58.16,1012.97,6.46,28.380000000000003
2022-06-19 19:00:00,12.785,17.45,34.81,15.51,64.52,1012.94,5.49,30.009999999999998
2022-06-19 18:00:00,11.73,15.54,30.865000000000002,14.35,65.78,1012.99,5.57,30.895
2022-06-19 17:00:00,13.149999999999999,25.14,36.45,20.55,62.97,1013.8199999999999,6.22,29.619999999999997
2022-06-19 16:00:00,9.395,2.67,22.15,5.55,66.07,1013.76,5.03,34.019999999999996
2022-06-19 15:00:00,10.719999999999999,1.73,26.585,2.21,61.14,1014.315,4.08,32.355000000000004
2022-06-19 14:00:00,8.865,0.0,23.055,0.0,52.78,1014.7149999999999,4.59,32.67
2022-06-19 13:00:00,9.71,0.0,25.505000000000003,0.0,45.78,1015.42,4.11,31.89
2022-06-19 12:00:00,8.46,0.0,25.98,0.0,26.4,1015.88,4.07,30.085
2022-06-19 11:00:00,11.42,0.57,34.25,0.35,35.36,1016.04,13.78,28.805
2022-06-19 10:00:00,15.935,0.87,55.135,7.27,40.34,1016.31,13.78,25.619999999999997
2022-06-19 09:00:00,16.0,4.05,69.13999999999999,17.15,32.56,1016.5550000000001,9.55,21.915
2022-06-19 08:00:00,14.725,12.06,71.725,30.37,15.26,1016.455,9.31,19.990000000000002
2022-06-19 07:00:00,13.78,7.04,74.66999999999999,27.15,22.21,1016.425,6.8,18.36
2022-06-19 06:00:00,13.08,5.35,71.955,20.6,30.89,1016.115,6.07,18.225
2022-06-19 05:00:00,13.195,7.21,71.21000000000001,22.52,28.31,1016.135,6.17,18.509999999999998
2022-06-19 04:00:00,13.535,3.98,68.845,14.99,39.76,1016.125,5.8,19.405
2022-06-19 03:00:00,13.45,3.57,63.334999999999994,15.37,41.37,1015.94,5.29,20.67
2022-06-19 02:00:00,14.215,8.08,65.91499999999999,20.03,34.52,1015.76,6.24,20.82
2022-06-19 01:00:00,13.74,5.84,62.415,19.21,39.54,1015.385,6.4,21.215
2022-06-19 00:00:00,13.33,7.04,61.4,20.74,37.9,1015.3050000000001,7.23,21.045
2022-06-18 23:00:00,14.725000000000001,12.29,65.72,28.78,30.03,1015.2149999999999,8.52,21.405
2022-06-18 22:00:00,14.015,7.54,62.265,18.83,50.8,1014.775,6.57,21.545
2022-06-18 21:00:00,13.260000000000002,0.44,53.93,4.84,66.34,1014.25,4.73,23.105
2022-06-18 20:00:00,13.065,0.28,54.985,1.4,71.75,1013.73,9.09,22.57
2022-06-18 19:00:00,17.09,0.4,55.955,6.26,49.02,1013.825,19.17,26.61
2022-06-18 18:00:00,17.66,3.34,53.085,4.51,45.12,1012.98,25.81,28.119999999999997
2022-06-18 17:00:00,18.205,6.47,60.09,13.79,38.71,1013.28,25.29,26.585
2022-06-18 16:00:00,18.270000000000003,10.62,68.505,16.8,40.47,1013.465,15.54,24.439999999999998
2022-06-18 15:00:00,17.990000000000002,19.1,77.395,28.82,35.29,1014.075,16.25,22.134999999999998
2022-06-18 14:00:00,17.365000000000002,12.31,75.31,20.07,46.17,1014.47,14.32,21.939999999999998
2022-06-18 13:00:00,16.105,0.59,62.864999999999995,7.3,53.0,1014.44,11.11,23.59
2022-06-18 12:00:00,16.235,0.53,62.05,9.09,46.06,1013.96,14.26,23.95
2022-06-18 11:00:00,16.119999999999997,0.0,60.585,4.87,49.48,1013.455,14.49,24.23
2022-06-18 10:00:00,15.71,0.0,60.44,6.46,46.16,1013.39,16.26,23.835
2022-06-18 09:00:00,16.494999999999997,1.03,66.08500000000001,8.79,41.75,1013.3199999999999,15.79,23.185
2022-06-18 08:00:00,16.060000000000002,0.0,67.83500000000001,9.83,38.7,1013.045,13.74,22.295
2022-06-18 07:00:00,16.33,1.06,72.235,17.51,26.59,1012.995,13.85,21.545
2022-06-18 06:00:00,17.945,3.63,81.975,23.63,22.29,1013.345,15.74,21.145
2022-06-18 05:00:00,17.32,4.26,80.58500000000001,19.1,31.44,1013.5,14.41,20.785
2022-06-18 04:00:00,17.715,5.46,82.315,21.42,36.72,1013.775,13.79,20.84
2022-06-18 03:00:00,16.805,3.7,79.3,14.15,56.35,1013.9300000000001,13.68,20.52
2022-06-18 02:00:00,16.78,11.28,79.755,18.56,55.35,1014.325,17.48,20.4
2022-06-18 01:00:00,17.815,25.89,82.50999999999999,26.62,55.1,1014.865,19.85,20.905
2022-06-18 00:00:00,18.805,28.12,83.76,25.28,57.14,1015.06,28.52,21.674999999999997
2022-06-17 23:00:00,18.29,25.95,64.11,31.58,31.28,1014.13,14.84,25.58
2022-06-17 22:00:00,17.505,25.48,58.675,29.84,38.19,1012.575,12.81,26.24
2022-06-17 21:00:00,17.18,25.33,54.045,28.47,46.78,1011.675,15.64,27.285
2022-06-17 20:00:00,16.515,11.37,44.81,16.73,56.24,1011.2750000000001,15.2,29.8
2022-06-17 19:00:00,16.305,5.34,41.769999999999996,9.91,62.61,1010.895,13.34,30.785
2022-06-17 18:00:00,16.880000000000003,6.5,41.35,9.74,61.63,1010.915,15.38,31.605
2022-06-17 17:00:00,18.54,9.33,44.345,10.47,63.27,1011.4549999999999,14.85,32.22
2022-06-17 16:00:00,17.205,5.24,40.599999999999994,6.5,61.17,1011.96,13.45,32.295
2022-06-17 15:00:00,17.645000000000003,9.5,43.915,10.98,63.97,1012.735,14.99,31.395000000000003
2022-06-17 14:00:00,18.815,5.08,46.575,8.58,64.55,1013.5,16.9,31.65
2022-06-17 13:00:00,17.174999999999997,0.04,42.47,4.32,64.98,1013.74,17.37,31.465
2022-06-17 12:00:00,16.765,0.0,44.0,0.8,52.98,1014.045,13.89,30.39
2022-06-17 11:00:00,17.1,0.0,48.14,0.24,46.43,1014.23,15.05,29.195
2022-06-17 10:00:00,17.765,3.49,57.065,12.0,28.48,1014.875,21.5,26.985
2022-06-17 09:00:00,18.215000000000003,10.18,72.44,21.87,17.16,1015.505,34.46,23.46
2022-06-17 08:00:00,17.785,17.67,77.11,28.86,11.63,1015.55,19.88,21.990000000000002
2022-06-17 07:00:00,16.41,17.8,76.95,34.47,6.74,1015.52,13.98,20.595
2022-06-17 06:00:00,16.575,10.31,78.85,28.14,15.34,1015.28,14.01,20.37
2022-06-17 05:00:00,16.51,9.01,76.295,21.91,21.47,1015.275,12.82,20.835
2022-06-17 04:00:00,16.42,11.88,73.88,25.16,18.43,1015.305,13.5,21.265
2022-06-17 03:00:00,16.064999999999998,11.47,70.43,29.23,14.99,1015.38,12.12,21.68
2022-06-17 02:00:00,16.995,47.15,71.56,42.92,1.77,1015.69,16.36,22.39
2022-06-17 01:00:00,16.92,35.39,70.035,44.49,2.29,1015.91,19.17,22.665
2022-06-17 00:00:00,15.905000000000001,24.93,62.985,43.65,0.5,1015.63,14.94,23.355
2022-06-16 23:00:00,15.835,16.68,59.915,32.33,18.99,1015.28,12.77,24.115
2022-06-16 22:00:00,18.485,30.75,67.36500000000001,35.12,35.23,1014.925,13.52,24.95
2022-06-16 21:00:00,18.57,32.77,63.305,36.8,43.71,1014.575,13.38,26.09
2022-06-16 20:00:00,16.939999999999998,16.78,51.39,21.92,54.31,1014.03,12.02,27.895
2022-06-16 19:00:00,17.17,12.84,46.755,17.53,61.83,1013.51,13.42,29.775
2022-06-16 18:00:00,16.43,1.48,41.519999999999996,2.51,69.2,1014.025,12.3,31.04
2022-06-16 17:00:00,16.155,1.46,43.155,3.86,64.16,1014.165,10.73,30.049999999999997
2022-06-16 16:00:00,16.235,10.67,50.765,18.64,53.63,1014.755,11.68,27.335
2022-06-16 15:00:00,16.86,11.93,52.165,18.32,61.18,1015.16,10.54,27.555
2022-06-16 14:00:00,18.06,7.04,51.72,11.89,72.51,1015.5350000000001,9.43,28.994999999999997
2022-06-16 13:00:00,16.91,0.0,41.485,0.78,72.68,1015.4100000000001,10.87,31.58
2022-06-16 12:00:00,16.905,0.0,43.235,0.0,61.49,1015.5899999999999,10.9,30.85
2022-06-16 11:00:00,17.21,1.81,48.25,5.1,44.98,1015.69,14.46,29.28
2022-06-16 10:00:00,17.854999999999997,1.71,57.75,10.19,41.51,1015.99,14.78,26.884999999999998
2022-06-16 09:00:00,18.240000000000002,2.81,67.095,19.73,26.26,1016.19,19.56,24.765
2022-06-16 08:00:00,17.515,5.0,67.9,18.87,23.22,1015.9,16.26,23.805
2022-06-16 07:00:00,18.045,9.06,74.74000000000001,15.85,29.81,1015.92,16.7,22.765
2022-06-16 06:00:00,17.92,11.33,75.33500000000001,27.65,17.64,1015.6,13.62,22.505
2022-06-16 05:00:00,16.93,8.31,72.445,20.88,26.07,1015.47,11.21,22.12
2022-06-16 04:00:00,16.685,7.05,69.74,16.71,34.02,1015.51,11.05,22.490000000000002
2022-06-16 03:00:00,16.84,15.31,68.605,24.79,25.2,1015.5799999999999,12.33,22.92
2022-06-16 02:00:00,17.295,17.01,66.565,21.47,40.04,1015.63,12.95,23.905
2022-06-16 01:00:00,18.15,26.52,69.375,33.5,25.87,1015.455,13.28,24.11
2022-06-16 00:00:00,16.880000000000003,36.62,62.835,52.65,1.45,1014.865,14.05,24.43
2022-06-15 23:00:00,16.88,41.72,59.825,54.13,8.22,1014.725,14.64,25.25
2022-06-15 22:00:00,16.695,36.33,56.675,35.64,46.54,1014.485,13.57,25.965
2022-06-15 21:00:00,16.46,35.64,52.405,32.49,60.42,1013.89,15.3,27.04
2022-06-15 20:00:00,15.735,30.2,43.65,28.77,61.83,1013.27,11.89,29.385
2022-06-15 19:00:00,14.5,21.59,36.08,21.0,70.99,1012.865,11.67,31.325
2022-06-15 18:00:00,14.399999999999999,20.84,33.09,22.58,65.45,1012.9,10.9,32.745000000000005
2022-06-15 17:00:00,15.665,17.73,33.730000000000004,21.99,70.84,1013.24,9.2,33.849999999999994
2022-06-15 16:00:00,13.805,18.98,29.775,28.31,63.68,1013.525,10.74,33.935
2022-06-15 15:00:00,12.65,5.84,27.68,13.98,68.83,1013.915,8.12,33.9
2022-06-15 14:00:00,12.765,0.75,26.67,7.81,71.26,1014.44,7.81,34.7
2022-06-15 13:00:00,13.0,0.3,28.095,7.33,69.31,1014.8499999999999,11.86,34.04
2022-06-15 12:00:00,13.17,0.03,30.53,0.9,62.73,1014.8199999999999,8.14,32.755
2022-06-15 11:00:00,13.415,0.21,34.400000000000006,0.0,58.7,1014.6800000000001,9.18,30.93
2022-06-15 10:00:00,13.65,0.0,39.86,1.49,58.55,1014.465,8.19,28.634999999999998
2022-06-15 09:00:00,12.855,0.02,48.82,5.52,58.21,1014.525,13.06,24.314999999999998
2022-06-15 08:00:00,11.985,0.0,49.355000000000004,7.53,57.64,1014.37,9.55,23.18
2022-06-15 07:00:00,12.16,0.0,52.395,2.35,65.17,1014.075,7.55,22.384999999999998
2022-06-15 06:00:00,11.51,0.0,48.96,0.0,64.15,1013.71,8.38,22.799999999999997
2022-06-15 05:00:00,11.675,0.0,49.075,0.0,56.56,1013.4549999999999,8.25,22.935000000000002
2022-06-15 04:00:00,12.24,0.0,50.495000000000005,0.0,45.91,1013.36,6.64,23.085
2022-06-15 03:00:00,13.405,0.0,53.97,0.43,41.66,1013.42,6.74,23.244999999999997
2022-06-15 02:00:00,17.92,20.79,80.28,31.02,8.57,1013.945,16.14,21.465
2022-06-15 01:00:00,18.12,17.44,78.03999999999999,32.14,6.68,1013.625,15.01,22.125
2022-06-15 00:00:00,17.55,10.15,73.635,30.32,7.36,1013.21,12.46,22.494999999999997
2022-06-14 23:00:00,18.689999999999998,44.0,78.69999999999999,40.91,1.32,1013.115,18.99,22.58
2022-06-14 22:00:00,18.935,37.96,76.985,46.96,0.19,1012.61,19.8,23.195
2022-06-14 21:00:00,19.445,25.46,74.305,47.58,2.34,1011.825,21.12,24.314999999999998
2022-06-14 20:00:00,19.68,19.24,69.64500000000001,30.39,19.58,1011.38,19.8,25.645000000000003
2022-06-14 19:00:00,19.335,19.36,66.09,21.16,37.21,1010.76,8.38,26.165
2022-06-14 18:00:00,19.145,53.04,91.38,53.64,28.78,1011.05,4.94,20.6
2022-06-14 17:00:00,18.32,58.8,94.07,43.84,56.89,1011.75,35.15,19.295
2022-06-14 16:00:00,17.439999999999998,59.44,57.605000000000004,54.47,35.19,1010.6,11.26,26.485
2022-06-14 15:00:00,18.490000000000002,34.04,49.480000000000004,34.45,50.43,1010.05,20.08,30.29
2022-06-14 14:00:00,15.524999999999999,8.02,32.519999999999996,13.28,62.48,1010.3050000000001,10.56,34.365
2022-06-14 13:00:00,14.285,0.07,28.47,7.12,62.57,1010.47,10.93,35.305
2022-06-14 12:00:00,14.5,0.0,31.195,0.65,55.73,1010.89,14.54,33.905
2022-06-14 11:00:00,15.155000000000001,0.0,34.33,0.29,37.18,1011.025,15.12,32.95
2022-06-14 10:00:00,16.244999999999997,9.38,43.239999999999995,14.81,21.84,1010.9649999999999,20.89,30.119999999999997
2022-06-14 09:00:00,16.845,13.99,61.105000000000004,22.54,16.71,1011.075,19.44,24.86
2022-06-14 08:00:00,16.86,26.76,67.255,32.77,7.37,1010.875,17.54,23.275
2022-06-14 07:00:00,16.21,19.15,68.055,33.12,5.99,1010.415,14.5,22.395
2022-06-14 06:00:00,15.725,14.46,66.06,26.27,12.34,1010.25,11.36,22.375
2022-06-14 05:00:00,16.42,13.62,67.18,19.3,23.09,1010.13,10.97,22.835
2022-06-14 04:00:00,15.9,7.51,63.36,14.54,32.49,1009.905,9.63,23.244999999999997
2022-06-14 03:00:00,15.73,14.31,63.16,21.44,24.0,1009.76,9.7,23.12
2022-06-14 02:00:00,14.855,6.13,57.25,14.56,35.73,1009.595,11.59,23.825000000000003
2022-06-14 01:00:00,15.215,9.19,57.84,25.0,18.76,1009.355,12.1,24.04
2022-06-14 00:00:00,15.475000000000001,5.88,54.41,22.19,18.18,1009.25,14.73,25.34
2022-06-13 23:00:00,14.530000000000001,16.02,50.675,22.87,17.26,1009.025,15.96,25.52
2022-06-13 22:00:00,19.155,47.93,70.78999999999999,52.33,0.0,1009.1500000000001,18.91,24.82
