,Dew Point (C),H2S (ppb),Humidity (%),NO2 (ppb),O3 (ppb),Pressure (hPa),TSP (ug/m3),Temp (C),windspeed,direction,cardinal
2022-05-24 12:00:00,17.35,1.23,47.23,1.44,55.02,1009.02,15.13,29.81,2.73,63.83,NE
2022-05-24 13:00:00,17.44,1.24,45.93,1.58,62.66,1008.79,11.51,30.4,4.58,74.78,E
2022-05-24 14:00:00,17.35,6.07,43.56,4.54,62.57,1008.34,12.79,31.21,4.16,68.93,E
2022-05-24 15:00:00,17.6,9.42,45.89,7.91,70.69,1008.07,14.52,30.58,4.31,84.05,E
2022-05-24 16:00:00,16.5,4.52,42.66,5.58,70.37,1007.88,14.58,30.64,4.28,67.98,E
2022-05-24 17:00:00,16.43,10.13,43.84,9.09,71.72,1007.77,14.55,30.08,3.95,76.4,E
2022-05-24 18:00:00,15.81,10.49,45.65,11.82,71.61,1007.8,15.22,28.7,4.89,65.23,NE
2022-05-24 19:00:00,15.02,13.26,49.05,20.5,58.27,1008.44,14.94,26.59,3.37,53.33,NE
2022-05-24 20:00:00,15.07,17.82,53.1,23.02,57.1,1009.65,14.11,25.34,2.4,94.03,E
2022-05-24 21:00:00,15.82,25.46,61.53,28.68,51.92,1009.42,21.47,23.66,4.04,229.28,SW
2022-05-24 22:00:00,15.68,19.11,60.28,13.76,49.14,1010.27,23.95,23.84,1.96,155.95,SE
2022-05-24 23:00:00,16.23,18.21,65.29,10.68,55.25,1011.56,17.43,23.1,0.75,126.93,SE
2022-05-25 00:00:00,15.82,8.57,65.34,11.15,56.58,1012.08,17.48,22.66,0.64,164.62,S
2022-05-25 01:00:00,15.14,3.16,63.5,12.62,47.59,1011.89,13.96,22.41,0.64,162.08,S
2022-05-25 02:00:00,15.1,6.0,65.94,13.46,45.04,1011.7,14.09,21.75,1.17,239.43,SW
2022-05-25 03:00:00,15.09,8.59,68.82,20.19,30.33,1011.42,13.61,21.04,0.29,235.28,CALM
2022-05-25 04:00:00,15.25,8.23,71.68,17.76,31.92,1011.34,14.79,20.54,0.44,242.1,CALM
2022-05-25 05:00:00,15.57,13.13,76.2,30.51,17.37,1011.5,18.67,19.89,0.58,247.85,W
2022-05-25 06:00:00,15.75,13.83,78.35,40.75,4.78,1011.62,18.38,19.62,0.22,254.73,CALM
2022-05-25 07:00:00,15.33,16.26,71.49,41.25,1.74,1011.65,16.97,20.69,0.36,288.17,CALM
2022-05-25 08:00:00,16.1,6.2,66.89,31.23,17.06,1012.05,17.9,22.56,0.7,67.87,E
2022-05-25 09:00:00,16.84,5.75,58.35,25.75,18.24,1012.15,24.99,25.69,1.34,63.82,NE
2022-05-25 10:00:00,17.01,2.23,50.7,8.55,42.34,1012.52,21.81,28.21,2.54,68.18,E
2022-05-25 11:00:00,18.01,5.11,52.79,7.42,57.7,1013.24,26.14,28.6,2.94,71.27,E
2022-05-25 12:00:00,17.81,0.17,45.05,0.85,56.87,1013.38,16.47,31.17,2.25,81.43,E
2022-05-25 13:00:00,17.51,2.53,41.65,1.0,64.75,1013.34,13.81,32.18,2.66,84.72,E
2022-05-25 14:00:00,18.11,8.15,45.62,6.34,72.47,1013.39,16.09,31.24,4.97,78.97,E
2022-05-25 15:00:00,17.4,7.25,44.58,9.28,67.12,1013.23,13.05,30.88,4.0,71.15,E
2022-05-25 16:00:00,17.04,4.12,41.9,3.21,73.15,1012.92,12.31,31.55,3.12,83.08,E
2022-05-25 17:00:00,17.47,11.09,43.02,11.12,66.47,1012.62,14.32,31.57,3.05,85.35,E
2022-05-25 18:00:00,17.89,18.44,47.49,18.93,62.61,1012.77,15.3,30.31,3.15,90.02,E
2022-05-25 19:00:00,16.73,18.76,51.66,25.36,55.13,1013.34,15.92,27.59,2.88,77.13,E
2022-05-25 20:00:00,15.95,14.21,53.75,21.76,57.0,1014.92,14.52,26.06,2.32,158.33,S
2022-05-25 21:00:00,15.44,8.91,52.0,18.08,53.64,1016.09,13.92,26.06,1.17,221.45,SW
2022-05-25 22:00:00,15.42,9.61,51.68,21.67,42.2,1016.07,15.97,26.16,1.57,211.32,SW
2022-05-25 23:00:00,13.75,4.67,44.65,5.07,58.4,1014.31,14.78,26.84,3.05,198.48,S
2022-05-26 00:00:00,17.34,24.85,63.6,21.49,64.67,1015.4,16.37,24.73,2.36,93.83,E
2022-05-26 01:00:00,16.5,14.71,63.06,13.0,66.47,1014.94,13.23,23.97,1.44,215.22,SW
2022-05-26 02:00:00,15.32,6.58,62.1,12.81,51.91,1014.52,10.65,22.98,0.41,257.33,CALM
2022-05-26 03:00:00,14.86,4.54,62.39,14.54,41.11,1014.33,10.85,22.4,0.61,246.37,SW
2022-05-26 04:00:00,14.39,3.16,63.15,14.9,36.69,1014.28,10.66,21.71,0.48,242.28,CALM
2022-05-26 05:00:00,14.45,6.21,64.63,25.05,24.53,1014.36,11.94,21.39,0.8,242.37,SW
2022-05-26 06:00:00,14.54,12.04,65.74,40.58,7.3,1014.49,13.39,21.21,0.82,245.0,SW
2022-05-26 07:00:00,15.23,26.04,64.83,45.11,1.43,1014.78,16.81,22.18,0.41,236.47,CALM
2022-05-26 08:00:00,15.77,12.39,60.33,31.59,13.41,1015.2,21.79,23.93,1.27,73.85,E
2022-05-26 09:00:00,17.35,16.66,59.66,28.16,16.4,1015.36,34.76,25.8,1.99,72.9,E
2022-05-26 10:00:00,17.38,5.16,52.67,10.71,37.29,1015.46,32.55,27.98,1.95,74.58,E
2022-05-26 11:00:00,17.42,7.27,49.02,4.68,57.76,1015.6,30.37,29.23,1.88,81.45,E
2022-05-26 12:00:00,18.06,3.02,44.35,4.41,59.95,1015.36,29.07,31.69,1.57,78.23,E
2022-05-26 13:00:00,17.51,1.75,36.82,1.76,65.64,1014.89,26.11,34.39,3.47,68.55,E
2022-05-26 14:00:00,17.47,4.99,35.58,10.32,69.55,1014.33,26.85,34.95,4.59,75.02,E
2022-05-26 15:00:00,17.52,9.56,32.99,13.9,63.6,1013.59,25.13,36.38,2.86,82.25,E
2022-05-26 16:00:00,17.33,19.41,31.11,16.23,61.79,1012.91,24.19,37.24,2.5,70.83,E
2022-05-26 17:00:00,18.36,31.47,33.88,31.42,51.67,1012.66,23.52,36.89,2.44,73.98,E
2022-05-26 18:00:00,19.22,37.07,38.22,36.2,46.08,1012.52,20.9,35.65,2.18,90.73,E
2022-05-26 19:00:00,18.2,30.61,41.82,32.34,47.06,1012.87,21.13,32.88,1.91,100.18,E
2022-05-26 20:00:00,16.75,32.32,43.16,58.33,11.52,1013.33,27.97,30.72,1.4,91.18,E
2022-05-26 21:00:00,16.89,30.33,49.13,39.0,28.26,1013.91,20.45,28.62,0.96,92.45,E
2022-05-26 22:00:00,17.21,49.84,53.35,56.86,10.52,1014.72,24.31,27.57,0.7,190.2,S
2022-05-26 23:00:00,16.71,45.38,54.87,54.6,0.83,1015.13,21.05,26.53,0.42,239.78,CALM
2022-05-27 00:00:00,16.06,32.78,55.2,46.24,0.0,1015.42,20.9,25.73,0.58,256.83,W
2022-05-27 01:00:00,16.34,31.57,58.97,43.92,0.0,1015.75,19.08,24.92,0.66,241.67,SW
2022-05-27 02:00:00,16.43,22.07,61.17,34.04,13.21,1015.86,19.78,24.4,0.77,188.52,S
2022-05-27 03:00:00,16.45,14.65,63.48,22.61,24.38,1015.68,18.51,23.8,0.93,218.85,SW
2022-05-27 04:00:00,16.12,13.59,64.98,21.92,25.7,1015.37,17.64,23.07,1.09,257.78,W
2022-05-27 05:00:00,16.63,12.51,68.1,21.75,29.06,1015.41,19.04,22.83,0.88,260.9,W
2022-05-27 06:00:00,17.08,18.21,70.3,39.19,5.36,1015.78,19.32,22.77,0.44,260.57,CALM
2022-05-27 07:00:00,17.72,16.64,70.78,32.4,15.49,1016.14,22.86,23.33,0.73,262.98,W
2022-05-27 08:00:00,18.26,13.82,68.96,23.82,24.83,1016.36,25.01,24.32,1.11,65.38,NE
2022-05-27 09:00:00,18.97,8.88,64.12,19.57,26.17,1016.37,24.46,26.32,1.73,66.48,NE
2022-05-27 10:00:00,18.78,4.72,52.09,11.99,25.44,1015.78,29.07,29.72,1.78,55.85,NE
2022-05-27 11:00:00,18.38,0.49,43.85,10.28,42.8,1015.42,30.02,32.26,2.05,73.77,E
2022-05-27 12:00:00,17.55,0.0,36.85,3.48,58.74,1015.08,28.84,34.42,2.08,85.5,E
2022-05-27 13:00:00,17.36,1.49,35.27,6.14,71.13,1014.61,24.09,34.99,2.78,67.92,E
2022-05-27 14:00:00,18.03,13.65,37.06,18.43,63.05,1013.88,19.41,34.87,3.8,71.02,E
2022-05-27 15:00:00,18.59,16.43,39.18,17.46,62.69,1013.02,19.27,34.49,3.69,79.08,E
2022-05-27 16:00:00,18.01,11.65,37.08,14.57,60.47,1012.18,22.07,34.83,4.52,72.93,E
2022-05-27 17:00:00,15.95,2.93,33.63,9.54,69.43,1011.48,25.5,34.23,5.73,65.53,NE
2022-05-27 18:00:00,15.92,17.68,36.06,16.93,70.77,1011.05,26.2,33.04,6.36,63.2,NE
2022-05-27 19:00:00,17.01,30.25,46.71,31.19,60.31,1011.32,23.97,29.63,4.94,69.7,E
2022-05-27 20:00:00,16.74,27.6,49.78,32.41,48.8,1011.25,25.31,28.23,1.72,102.4,E
2022-05-27 21:00:00,16.99,28.67,51.86,33.94,38.74,1011.76,22.18,27.83,0.57,181.62,S
2022-05-27 22:00:00,16.03,11.89,49.92,17.45,51.92,1011.85,32.35,27.41,3.21,182.62,S
2022-05-27 23:00:00,18.39,31.22,58.72,34.04,37.99,1012.09,22.16,27.21,1.54,58.45,NE
2022-05-28 00:00:00,19.71,30.75,69.14,27.7,48.2,1011.86,18.25,25.8,1.35,93.42,E
2022-05-28 01:00:00,19.37,20.25,69.18,19.57,49.83,1011.14,16.45,25.44,0.74,83.2,E
2022-05-28 02:00:00,18.66,10.56,67.49,15.58,43.3,1010.54,16.01,25.11,0.67,154.07,SE
2022-05-28 03:00:00,17.48,2.69,65.36,8.41,50.79,1009.64,17.6,24.41,0.6,272.85,W
2022-05-28 04:00:00,16.25,0.0,62.84,17.04,36.68,1009.06,20.82,23.76,0.16,306.87,CALM
2022-05-28 05:00:00,15.8,1.63,62.8,25.9,25.7,1008.82,22.67,23.29,0.46,251.5,CALM
2022-05-28 06:00:00,15.94,7.49,64.55,39.3,8.55,1008.71,23.98,22.98,0.6,238.33,SW
2022-05-28 07:00:00,16.82,16.84,65.03,39.88,6.52,1009.14,26.86,23.79,0.61,186.15,S
2022-05-28 08:00:00,17.96,10.85,64.7,22.01,32.13,1009.16,29.87,25.08,1.36,73.73,E
2022-05-28 09:00:00,18.64,7.63,60.82,10.15,48.63,1009.08,30.32,26.85,2.33,64.58,NE
2022-05-28 10:00:00,18.23,1.54,52.3,0.35,59.98,1008.51,33.11,29.03,1.94,77.52,E
2022-05-28 11:00:00,17.27,0.0,41.74,0.0,58.69,1008.15,31.73,31.91,1.97,78.12,E
2022-05-28 12:00:00,17.26,0.0,39.35,1.9,68.68,1007.77,30.59,32.93,2.75,69.1,E
2022-05-28 13:00:00,17.29,6.1,38.7,5.68,78.05,1007.64,28.53,33.27,3.56,64.82,NE
2022-05-28 14:00:00,17.7,5.98,37.92,5.55,74.69,1006.57,27.53,34.1,2.69,70.07,E
2022-05-28 15:00:00,19.31,30.88,46.81,24.71,70.13,1006.32,30.53,32.19,4.13,76.95,E
2022-05-28 16:00:00,19.36,25.56,50.62,20.7,66.38,1005.82,29.73,30.79,2.16,78.35,E
2022-05-28 17:00:00,19.59,16.88,46.9,10.57,71.2,1005.19,27.62,32.39,2.7,67.27,NE
2022-05-28 18:00:00,19.07,13.02,48.96,18.2,61.12,1005.17,28.64,31.06,1.98,100.07,E
2022-05-28 19:00:00,18.93,19.1,53.42,22.95,59.16,1005.36,27.62,29.42,2.08,88.52,E
2022-05-28 20:00:00,18.96,24.79,60.81,30.34,51.54,1005.81,32.09,27.2,2.05,82.38,E
2022-05-28 21:00:00,18.89,19.9,64.51,23.73,55.59,1006.19,23.76,26.1,1.5,81.43,E
2022-05-28 22:00:00,18.28,10.69,64.56,15.91,61.38,1006.57,22.17,25.45,1.62,84.93,E
2022-05-28 23:00:00,17.22,4.6,61.34,15.96,53.83,1006.6,22.57,25.19,0.65,102.08,E
2022-05-29 00:00:00,17.19,5.93,61.97,15.85,48.2,1006.45,25.19,24.99,0.71,206.27,SW
2022-05-29 01:00:00,15.83,3.88,58.29,28.8,21.66,1005.99,22.42,24.56,0.86,271.58,W
2022-05-29 02:00:00,16.62,12.94,62.51,31.02,24.77,1005.64,23.83,24.24,0.36,232.72,CALM
2022-05-29 03:00:00,16.99,12.32,64.24,21.57,40.86,1004.54,27.67,24.17,1.2,165.37,S
2022-05-29 04:00:00,17.79,17.88,68.26,13.38,44.24,1003.97,28.22,24.04,1.75,80.8,E
2022-05-29 05:00:00,17.93,13.42,71.27,16.1,35.58,1004.06,26.66,23.43,0.7,231.63,SW
2022-05-29 06:00:00,17.68,9.15,71.52,18.45,35.41,1004.36,24.02,23.11,0.71,245.95,SW
2022-05-29 07:00:00,16.09,1.01,62.11,5.29,43.81,1004.08,21.15,23.87,1.14,291.37,W
2022-05-29 08:00:00,17.0,2.85,61.35,8.35,47.14,1004.18,25.0,24.97,1.58,81.57,E
2022-05-29 09:00:00,18.7,8.49,63.94,10.51,51.92,1003.75,32.81,26.07,2.81,69.67,E
2022-05-29 10:00:00,18.38,2.45,55.34,3.14,49.94,1003.27,35.6,28.24,2.67,64.45,NE
2022-05-29 11:00:00,16.77,0.17,45.29,0.0,55.81,1003.17,28.26,29.93,3.63,65.02,NE
2022-05-29 12:00:00,16.27,0.0,41.0,0.0,68.67,1002.83,27.48,31.08,4.37,69.3,E
2022-05-29 13:00:00,17.5,8.15,42.76,5.6,76.82,1002.14,32.62,31.75,5.59,71.12,E
2022-05-29 14:00:00,19.04,17.96,49.88,13.48,79.38,1001.79,36.58,30.7,5.21,64.7,NE
2022-05-29 15:00:00,18.37,7.87,46.16,3.65,84.76,1000.71,34.63,31.34,4.13,76.63,E
2022-05-29 16:00:00,17.77,3.74,42.34,1.63,82.06,999.85,30.86,32.19,2.77,79.75,E
2022-05-29 17:00:00,18.83,31.71,56.94,26.05,83.49,1001.42,38.57,28.38,6.61,71.25,E
2022-05-29 18:00:00,18.83,33.14,70.77,26.42,69.8,1002.65,35.35,24.51,3.44,123.13,SE
2022-05-29 19:00:00,17.67,29.41,73.54,40.02,25.7,1002.3,16.17,22.65,1.37,252.8,W
2022-05-29 20:00:00,18.22,28.48,71.62,44.99,2.86,1002.65,22.1,23.65,0.76,289.45,W
2022-05-29 21:00:00,16.78,9.48,67.63,27.01,16.31,1003.08,18.17,23.11,0.9,224.57,SW
2022-05-29 22:00:00,16.32,12.58,70.67,33.86,8.43,1003.75,18.84,21.9,1.12,245.78,SW
2022-05-29 23:00:00,16.06,9.8,71.66,29.25,12.32,1004.3,18.18,21.39,0.75,240.5,SW
2022-05-30 00:00:00,15.75,7.51,72.27,21.84,22.08,1004.67,16.76,20.93,0.78,259.68,W
2022-05-30 01:00:00,14.75,0.57,69.27,14.95,28.81,1004.78,11.89,20.58,0.38,253.83,CALM
2022-05-30 02:00:00,14.17,0.09,68.88,15.33,29.67,1005.22,10.33,20.07,0.44,263.17,CALM
2022-05-30 03:00:00,13.8,0.0,68.07,6.51,42.74,1005.14,9.41,19.87,0.79,226.3,SW
2022-05-30 04:00:00,13.73,0.92,67.57,6.79,46.36,1005.22,9.1,19.92,0.6,119.82,SE
2022-05-30 05:00:00,14.51,3.63,71.91,20.55,24.29,1005.78,14.92,19.73,0.63,203.65,SW
2022-05-30 06:00:00,13.27,0.32,67.28,18.96,28.94,1006.26,9.59,19.52,0.63,157.17,SE
2022-05-30 07:00:00,12.95,3.56,61.42,12.01,40.86,1006.57,11.79,20.65,1.38,118.8,SE
2022-05-30 08:00:00,14.15,7.24,64.12,21.87,21.98,1007.25,21.42,21.22,2.19,65.62,NE
2022-05-30 09:00:00,14.21,0.18,56.56,18.58,28.38,1007.63,16.08,23.37,2.71,84.12,E
2022-05-30 10:00:00,14.11,0.0,44.56,1.96,41.63,1007.61,14.6,27.27,2.31,107.55,E
2022-05-30 11:00:00,13.01,0.0,35.44,0.0,42.59,1007.64,13.43,29.98,3.36,126.95,SE
2022-05-30 12:00:00,12.62,0.0,30.1,0.0,48.96,1007.53,12.01,32.4,3.31,119.55,SE
2022-05-30 13:00:00,12.34,2.75,26.92,2.25,57.85,1007.48,11.06,34.06,4.03,91.83,E
2022-05-30 14:00:00,15.2,22.02,35.55,17.28,70.34,1007.5,11.99,32.43,6.1,68.8,E
2022-05-30 15:00:00,14.7,13.62,33.97,14.06,64.74,1007.54,10.85,32.66,4.66,45.42,NE
2022-05-30 16:00:00,14.48,14.74,32.2,11.9,68.81,1007.35,9.64,33.35,4.53,63.08,NE
2022-05-30 17:00:00,15.64,23.54,34.79,18.58,60.38,1007.35,9.08,33.32,3.58,67.05,NE
2022-05-30 18:00:00,14.98,16.84,36.38,17.76,59.44,1007.3,9.4,31.76,3.7,69.7,E
2022-05-30 19:00:00,14.28,18.93,38.34,19.57,58.94,1007.61,8.61,30.05,4.03,74.58,E
2022-05-30 20:00:00,12.98,14.96,39.92,21.03,50.95,1008.1,9.44,27.9,3.09,83.98,E
2022-05-30 21:00:00,12.06,16.8,39.91,30.61,32.25,1008.78,10.99,26.84,1.56,281.5,W
2022-05-30 22:00:00,11.48,15.2,41.45,32.21,27.96,1009.36,9.08,25.54,1.21,254.02,W
2022-05-30 23:00:00,12.46,20.86,46.2,30.44,31.46,1009.83,9.54,24.81,1.04,243.7,SW
2022-05-31 00:00:00,12.71,22.68,49.14,37.61,16.48,1010.33,10.8,24.04,0.5,249.3,W
2022-05-31 01:00:00,12.12,14.11,48.84,34.45,16.81,1010.59,7.86,23.51,0.38,248.33,CALM
2022-05-31 02:00:00,11.96,12.73,49.49,29.22,20.58,1010.7,9.29,23.11,0.9,248.42,W
2022-05-31 03:00:00,11.27,4.99,48.92,13.58,40.44,1010.8,8.09,22.55,0.67,282.22,W
2022-05-31 04:00:00,11.69,9.74,52.08,21.05,29.84,1011.15,7.86,21.98,1.01,248.25,W
2022-05-31 05:00:00,10.97,4.56,51.07,25.42,23.08,1011.3,6.54,21.52,0.39,242.87,CALM
2022-05-31 06:00:00,11.47,17.29,53.7,43.95,1.84,1011.95,11.01,21.24,0.6,254.07,W
2022-05-31 07:00:00,12.83,21.09,55.73,37.79,7.15,1012.52,15.81,22.09,1.08,301.52,NW
2022-06-01 00:00:00,15.99,13.72,56.74,17.74,38.23,1012.81,9.81,25.18,0.67,211.55,SW
2022-06-01 01:00:00,16.38,15.51,59.06,11.7,42.67,1012.74,12.18,24.94,1.17,157.93,S
2022-06-01 02:00:00,15.4,6.74,57.56,4.79,51.35,1012.54,10.35,24.31,1.86,229.68,SW
2022-06-01 03:00:00,14.72,0.43,56.44,0.58,65.7,1012.06,9.22,23.91,3.61,217.32,SW
2022-06-01 04:00:00,14.27,0.0,54.05,0.76,62.95,1011.7,8.08,24.15,2.0,168.02,S
2022-06-01 05:00:00,16.7,22.16,66.1,16.71,44.61,1011.91,10.22,23.49,1.85,75.55,E
2022-06-01 06:00:00,17.03,19.91,71.83,22.94,23.69,1012.48,11.07,22.37,0.94,200.75,S
2022-06-01 07:00:00,16.78,14.22,69.55,26.44,17.67,1012.57,11.91,22.66,1.1,204.7,SW
2022-06-01 08:00:00,17.13,11.7,65.9,18.81,27.87,1012.74,14.84,23.9,1.45,84.82,E
2022-06-01 09:00:00,18.01,8.82,62.81,14.33,29.69,1012.66,30.13,25.67,2.17,66.37,NE
2022-06-01 10:00:00,17.7,3.76,50.53,4.43,37.93,1012.12,55.21,29.03,2.05,65.13,NE
2022-06-01 11:00:00,16.8,0.0,42.73,0.26,51.38,1012.04,18.29,30.98,2.48,75.63,E
2022-06-01 12:00:00,16.22,0.0,36.56,0.11,61.84,1011.92,15.71,33.05,3.06,63.3,NE
2022-06-01 13:00:00,15.55,0.0,32.55,0.0,64.52,1011.55,10.99,34.38,3.14,71.63,E
2022-06-01 14:00:00,15.22,5.23,31.33,6.89,66.09,1011.22,23.49,34.7,4.38,71.22,E
2022-06-01 15:00:00,15.51,10.0,31.98,13.48,57.3,1010.73,18.02,34.7,4.34,58.17,NE
2022-06-01 16:00:00,14.64,8.9,29.6,10.84,62.87,1010.24,10.3,35.04,4.79,58.47,NE
2022-06-01 17:00:00,14.73,15.19,31.27,15.54,62.73,1009.99,8.92,34.13,5.23,67.98,E
2022-06-01 18:00:00,14.54,20.45,32.22,19.16,62.04,1009.96,8.02,33.42,4.5,67.62,E
2022-06-01 19:00:00,15.91,33.12,38.65,24.9,59.3,1010.02,10.0,31.74,3.5,67.23,NE
2022-06-01 20:00:00,15.21,26.41,41.46,27.16,46.92,1010.25,12.64,29.71,2.07,198.95,S
2022-06-01 21:00:00,15.06,24.72,42.96,36.49,27.61,1010.79,15.72,28.91,1.14,270.55,W
2022-06-01 22:00:00,15.28,39.62,46.33,56.9,0.3,1011.36,17.29,27.86,0.93,265.45,W
2022-06-01 23:00:00,15.09,29.0,48.47,39.45,14.52,1011.61,16.89,26.87,0.69,263.35,W
2022-06-02 00:00:00,15.21,22.55,50.16,32.17,23.76,1011.89,14.78,26.43,0.44,271.02,CALM
2022-06-02 01:00:00,15.48,29.15,52.78,44.49,5.23,1011.88,15.61,25.86,0.53,251.68,W
2022-06-02 02:00:00,15.41,19.8,54.87,29.62,21.44,1011.82,12.97,25.13,0.61,249.68,W
2022-06-02 03:00:00,15.44,19.55,57.24,15.97,30.94,1011.9,13.75,24.45,1.25,245.63,SW
2022-06-02 04:00:00,15.82,25.97,60.89,10.98,26.08,1011.88,13.67,23.83,1.05,239.15,SW
2022-06-02 05:00:00,16.14,23.0,63.79,13.81,22.45,1012.0,14.51,23.39,0.67,248.57,W
2022-06-02 06:00:00,15.95,19.48,63.76,29.47,7.1,1012.25,14.85,23.2,0.75,247.32,SW
2022-06-02 07:00:00,17.52,24.72,68.57,26.28,18.55,1012.4,19.21,23.66,1.29,122.92,SE
2022-06-02 08:00:00,18.24,19.8,69.51,20.92,24.1,1012.63,34.15,24.17,1.36,68.12,E
2022-06-02 09:00:00,18.66,10.28,61.73,15.3,27.18,1012.44,27.16,26.65,1.99,66.08,NE
2022-06-02 10:00:00,18.61,5.19,51.65,4.93,41.25,1012.24,57.47,29.66,1.96,57.62,NE
2022-06-02 11:00:00,17.45,0.02,41.35,2.85,50.78,1012.14,59.95,32.28,2.64,55.42,NE
2022-06-02 12:00:00,16.12,0.52,34.14,4.13,56.75,1011.93,14.95,34.19,3.03,66.57,NE
2022-06-02 13:00:00,16.24,1.26,32.08,3.1,70.44,1011.39,13.95,35.43,3.87,65.4,NE
2022-06-02 14:00:00,17.04,8.95,33.77,12.59,73.23,1010.84,18.81,35.41,5.06,68.68,E
2022-06-02 15:00:00,16.86,10.94,32.69,14.99,67.77,1010.32,34.54,35.8,5.04,68.55,E
2022-06-02 16:00:00,16.93,14.26,33.74,16.71,67.54,1010.07,24.64,35.34,4.41,78.98,E
2022-06-02 17:00:00,14.99,5.21,28.88,9.47,71.48,1009.55,14.88,35.87,5.09,58.35,NE
2022-06-02 18:00:00,14.23,12.26,29.18,16.62,65.43,1009.25,14.9,34.8,4.29,70.42,E
2022-06-02 19:00:00,14.69,23.58,32.12,23.65,59.4,1009.41,15.39,33.63,3.37,88.48,E
2022-06-02 20:00:00,15.2,32.95,36.14,29.89,50.44,1009.89,17.05,32.1,2.78,97.03,E
2022-06-02 21:00:00,18.67,71.01,55.73,60.74,29.47,1010.82,18.2,28.67,1.58,253.0,W
2022-06-02 22:00:00,19.9,75.79,66.93,74.16,0.0,1010.94,22.83,26.56,0.26,234.2,CALM
2022-06-02 23:00:00,18.26,48.32,62.1,56.34,0.0,1011.27,20.13,26.08,0.62,257.22,W
2022-06-03 00:00:00,19.03,45.61,65.88,47.99,0.08,1011.97,18.95,25.9,0.5,246.17,SW
2022-06-03 01:00:00,18.54,25.87,65.79,26.97,7.55,1012.47,15.5,25.42,0.5,253.03,W
2022-06-03 02:00:00,17.23,6.45,62.1,15.6,20.19,1012.47,12.85,25.0,0.39,253.12,CALM
2022-06-03 03:00:00,17.04,8.19,62.93,16.63,21.59,1012.46,13.25,24.57,0.68,244.98,SW
2022-06-03 04:00:00,16.46,2.3,61.73,12.92,27.52,1012.33,11.72,24.28,0.49,260.72,CALM
2022-06-03 05:00:00,16.8,11.45,64.42,22.91,14.51,1012.33,13.16,23.93,0.36,238.68,CALM
2022-06-03 06:00:00,16.78,18.45,65.54,30.1,6.98,1012.55,16.86,23.62,1.01,240.25,SW
2022-06-03 07:00:00,17.16,14.07,64.53,23.03,17.18,1013.18,17.72,24.33,1.25,200.58,S
2022-06-03 08:00:00,15.08,0.0,48.35,0.3,40.63,1013.56,28.69,26.92,1.99,218.45,SW
2022-06-03 09:00:00,15.1,0.0,40.55,0.21,40.91,1013.48,38.63,30.02,1.7,162.58,S
2022-06-03 10:00:00,14.21,0.0,31.28,0.0,41.82,1013.16,25.6,33.56,2.7,202.63,SW
2022-06-03 11:00:00,13.53,0.0,26.68,0.09,51.49,1013.14,10.09,35.6,3.36,243.6,SW
2022-06-03 12:00:00,12.53,2.19,22.38,0.08,55.85,1012.8,9.4,37.65,2.5,209.93,SW
2022-06-03 13:00:00,13.49,15.57,22.1,11.36,65.05,1012.56,14.44,39.19,3.44,98.82,E
2022-06-03 14:00:00,14.96,27.91,26.02,23.71,61.97,1012.21,17.31,37.78,5.21,67.67,E
2022-06-03 15:00:00,15.51,31.68,26.32,23.63,58.6,1011.77,16.72,38.18,5.1,52.32,NE
2022-06-03 16:00:00,15.2,24.75,25.15,20.2,56.7,1011.31,17.46,38.66,4.13,52.85,NE
2022-06-03 17:00:00,15.4,32.25,26.54,23.91,59.93,1010.96,13.28,37.9,5.02,70.75,E
2022-06-03 18:00:00,15.17,30.8,28.04,31.27,48.53,1010.87,12.06,36.62,3.28,76.12,E
2022-06-03 19:00:00,13.63,25.41,29.23,27.97,53.96,1011.54,14.87,34.06,3.62,235.68,SW
2022-06-03 20:00:00,14.48,38.04,33.46,36.12,41.73,1012.33,13.27,32.71,1.62,107.67,E
2022-06-03 21:00:00,13.76,35.68,34.25,48.94,11.93,1012.83,16.34,31.39,1.01,201.93,S
2022-06-03 22:00:00,13.34,41.91,36.11,61.98,0.0,1013.6,17.37,30.0,0.5,254.82,W
2022-06-03 23:00:00,15.55,39.71,43.92,48.7,12.06,1014.16,16.22,29.19,0.79,150.92,SE
2022-06-04 00:00:00,17.18,39.12,49.63,48.96,5.72,1014.47,15.34,28.77,0.47,231.58,CALM
2022-06-04 01:00:00,16.74,28.39,49.45,42.21,3.87,1014.41,16.35,28.33,0.7,290.65,W
2022-06-04 02:00:00,15.1,8.02,45.76,17.7,35.55,1014.21,14.33,27.87,1.01,261.02,W
2022-06-04 03:00:00,14.83,7.61,45.76,14.46,42.04,1014.03,14.27,27.58,0.92,214.72,SW
2022-06-04 04:00:00,15.09,11.76,47.97,24.32,28.63,1013.83,15.5,27.05,0.72,252.98,W
2022-06-04 05:00:00,15.9,20.47,52.47,28.31,18.49,1013.94,16.91,26.41,0.88,245.93,SW
2022-06-04 06:00:00,16.19,21.5,54.81,31.67,11.55,1014.48,17.26,25.99,0.59,240.0,SW
2022-06-04 07:00:00,17.37,25.73,58.7,28.44,23.15,1014.69,20.86,26.12,1.52,188.58,S
2022-06-04 08:00:00,18.81,20.26,62.05,20.35,32.41,1015.1,18.22,26.7,1.41,75.48,E
2022-06-04 09:00:00,19.41,14.43,58.74,17.82,34.29,1015.49,20.74,28.27,1.37,72.33,E
