,Dew Point (C),H2S (ppb),Humidity (%),NO2 (ppb),O3 (ppb),Pressure (hPa),TSP (ug/m3),Temp (C),windspeed,direction,cardinal
2022-07-16 05:00:00,13.47,23.31,51.17,38.38,15.17,1011.34,9.31,24.21,0.52,246.18,SW
2022-07-16 06:00:00,14.38,26.26,55.77,45.74,0.5,1011.63,9.84,23.75,0.55,252.92,W
2022-07-16 07:00:00,15.4,32.93,58.46,44.91,4.23,1011.79,14.39,24.08,0.65,198.22,S
2022-07-16 08:00:00,17.43,26.94,63.91,32.93,17.61,1012.18,48.68,24.72,1.29,87.68,E
2022-07-16 09:00:00,17.6,14.95,57.74,16.14,20.66,1012.27,23.95,26.67,1.94,63.73,NE
2022-07-16 10:00:00,17.28,0.66,45.91,11.24,29.57,1012.07,31.17,30.22,2.33,54.43,NE
2022-07-16 11:00:00,18.97,0.02,44.16,5.41,56.34,1011.89,28.65,32.78,2.76,62.78,NE
2022-07-16 12:00:00,18.52,0.0,37.03,1.32,65.47,1011.7,31.93,35.43,3.01,66.05,NE
2022-07-16 13:00:00,19.54,1.11,36.35,6.07,74.28,1011.38,25.58,36.91,4.01,69.02,E
2022-07-16 14:00:00,19.64,8.92,34.79,8.91,74.47,1011.06,15.05,37.85,4.01,70.3,E
2022-07-16 15:00:00,17.56,1.85,29.37,2.43,78.92,1010.96,11.04,38.58,3.77,71.35,E
2022-07-16 16:00:00,15.47,0.0,24.8,2.93,77.62,1010.6,8.4,39.28,3.45,65.42,NE
2022-07-16 17:00:00,12.49,0.0,20.31,3.77,77.66,1010.26,6.77,39.38,3.37,65.98,NE
2022-07-16 18:00:00,13.81,16.93,23.46,23.84,69.98,1009.98,5.8,38.35,2.66,71.83,E
2022-07-16 19:00:00,13.99,17.05,26.02,24.17,66.82,1009.91,7.26,36.62,2.17,52.08,NE
2022-07-16 20:00:00,11.86,17.01,25.24,28.94,54.11,1010.01,8.17,34.64,1.73,252.4,W
2022-07-16 21:00:00,12.48,31.4,29.97,43.15,32.94,1010.54,9.37,32.3,2.32,239.52,SW
2022-07-16 22:00:00,11.29,14.64,30.0,26.17,53.25,1011.04,7.03,30.88,2.45,243.63,SW
2022-07-16 23:00:00,10.25,5.2,28.76,17.56,62.28,1011.23,5.99,30.41,2.06,247.6,W
2022-07-17 00:00:00,9.75,5.38,28.48,22.31,52.05,1011.48,5.67,30.0,1.71,246.78,SW
2022-07-17 01:00:00,10.7,17.42,31.89,39.97,23.15,1011.71,5.64,29.15,0.53,238.58,SW
2022-07-17 02:00:00,11.96,33.32,36.95,43.85,12.71,1011.85,6.25,28.1,0.2,247.93,CALM
2022-07-17 03:00:00,12.41,31.82,40.67,39.05,12.0,1011.91,8.89,26.91,0.8,273.37,W
2022-07-17 04:00:00,12.18,22.18,41.97,37.69,16.6,1012.12,8.16,26.12,0.55,253.47,W
2022-07-17 05:00:00,13.94,36.71,48.91,45.92,4.85,1012.33,7.77,25.54,0.27,224.0,CALM
2022-07-17 06:00:00,15.34,40.42,54.87,44.8,1.5,1012.71,8.94,25.06,0.3,230.08,CALM
2022-07-17 07:00:00,17.27,39.62,61.54,38.96,11.12,1013.1,8.87,25.19,0.93,105.6,E
2022-07-17 08:00:00,17.88,20.7,59.08,28.15,18.82,1013.48,9.92,26.53,1.29,95.13,E
2022-07-17 09:00:00,17.66,2.42,49.64,13.67,33.36,1013.53,13.08,29.34,1.72,65.62,NE
2022-07-17 10:00:00,17.26,0.0,39.32,0.71,49.69,1013.67,11.97,33.02,2.6,116.35,SE
2022-07-17 11:00:00,16.15,0.0,30.61,0.0,61.89,1013.92,11.47,36.18,2.59,179.87,S
2022-07-17 12:00:00,15.88,0.0,26.25,0.06,68.62,1013.84,9.43,38.69,2.37,137.07,SE
2022-07-17 13:00:00,16.5,14.33,27.87,16.67,75.78,1013.68,12.3,38.43,4.86,75.87,E
2022-07-17 14:00:00,16.89,12.41,30.85,20.85,75.58,1013.37,11.7,36.9,5.41,71.48,E
2022-07-17 15:00:00,17.36,20.92,30.07,25.55,68.27,1012.94,13.34,37.94,4.86,57.77,NE
2022-07-17 16:00:00,17.06,11.68,31.17,21.99,72.83,1012.78,13.57,36.9,4.96,39.47,NE
2022-07-17 17:00:00,16.5,10.45,28.99,15.76,81.87,1012.57,11.51,37.56,5.2,77.38,E
2022-07-17 18:00:00,17.66,31.34,33.53,32.61,66.07,1012.67,14.14,36.28,4.36,73.18,E
2022-07-17 19:00:00,19.01,46.22,41.77,40.06,60.59,1013.07,12.88,33.85,4.4,67.8,E
2022-07-17 20:00:00,19.04,34.72,47.13,37.63,48.4,1013.41,12.63,31.71,2.07,80.18,E
2022-07-17 21:00:00,18.44,24.37,47.66,30.88,50.07,1014.01,12.93,30.84,1.9,208.82,SW
2022-07-17 22:00:00,18.58,26.74,50.58,50.71,9.95,1014.87,12.37,29.95,0.73,252.82,W
2022-07-17 23:00:00,18.49,24.85,52.73,56.61,1.33,1015.3,10.6,29.13,0.34,275.37,CALM
2022-07-18 00:00:00,18.73,20.57,55.07,49.6,3.72,1015.49,10.69,28.64,0.45,217.2,CALM
2022-07-18 01:00:00,16.6,5.46,49.34,14.46,40.08,1015.31,10.39,28.32,0.9,235.1,SW
2022-07-18 02:00:00,13.79,0.0,40.52,0.0,57.94,1015.08,7.39,28.51,1.75,223.3,SW
2022-07-18 03:00:00,12.14,0.0,37.09,0.0,67.98,1015.17,8.21,28.17,3.64,215.98,SW
2022-07-18 04:00:00,11.89,0.0,37.43,0.15,71.16,1015.28,8.23,27.73,1.68,217.12,SW
2022-07-18 05:00:00,12.69,4.39,40.69,12.39,60.95,1015.61,9.13,27.23,1.55,122.17,SE
2022-07-18 06:00:00,15.14,19.21,48.08,23.75,51.86,1016.35,10.39,27.08,1.14,133.77,SE
2022-07-18 07:00:00,14.47,5.75,45.67,17.17,46.99,1016.77,12.88,27.23,2.25,156.17,SE
2022-07-18 08:00:00,10.26,0.0,34.07,1.46,55.05,1017.0,11.51,27.54,2.94,217.23,SW
2022-07-18 09:00:00,9.26,0.0,30.43,1.96,60.76,1017.16,10.12,28.29,2.47,124.62,SE
2022-07-18 10:00:00,10.19,0.0,27.43,0.58,71.18,1016.74,10.41,31.19,3.62,234.68,SW
2022-07-18 11:00:00,10.66,0.0,24.31,0.68,77.98,1016.48,13.0,33.88,3.49,124.17,SE
2022-07-18 12:00:00,11.6,2.52,25.49,11.64,81.22,1016.58,13.67,34.17,5.29,65.48,NE
2022-07-18 13:00:00,12.38,6.15,26.16,15.58,81.2,1016.35,14.83,34.6,5.38,68.3,E
2022-07-18 14:00:00,13.78,17.53,27.94,22.3,78.37,1015.98,13.59,35.05,5.42,70.88,E
2022-07-18 15:00:00,14.88,19.17,29.44,24.69,71.43,1015.75,12.62,35.4,5.36,60.87,NE
2022-07-18 16:00:00,15.3,22.56,31.57,24.96,74.1,1015.5,13.91,34.62,6.41,68.08,E
2022-07-18 17:00:00,14.28,12.47,31.21,19.37,73.75,1015.2,12.01,33.65,6.53,75.93,E
2022-07-18 18:00:00,14.56,19.75,32.87,21.46,73.31,1015.01,12.82,33.07,5.63,85.78,E
2022-07-18 19:00:00,15.86,32.87,39.62,29.88,65.34,1015.21,12.84,31.24,5.15,128.45,SE
2022-07-18 20:00:00,16.34,29.52,46.48,34.12,56.8,1015.58,13.16,28.98,3.64,136.7,SE
2022-07-18 21:00:00,16.51,29.06,50.15,32.89,49.49,1016.16,15.29,27.85,2.4,201.27,S
2022-07-18 22:00:00,15.92,16.36,50.05,30.66,36.06,1016.74,13.1,27.23,0.9,260.43,W
2022-07-18 23:00:00,15.01,10.6,49.17,31.3,26.64,1016.98,12.21,26.54,0.65,265.5,W
2022-07-19 00:00:00,16.18,19.2,53.92,33.44,28.52,1017.23,12.79,26.26,0.58,138.57,SE
2022-07-19 01:00:00,15.5,2.73,51.38,13.61,51.94,1017.32,11.82,26.33,1.17,102.83,E
2022-07-19 02:00:00,14.91,0.44,50.85,10.15,57.92,1017.43,9.9,25.87,1.63,71.68,E
2022-07-19 03:00:00,14.43,1.1,51.02,10.29,53.55,1017.52,9.12,25.29,0.76,245.22,SW
2022-07-19 04:00:00,15.45,8.0,56.11,15.07,52.99,1017.7,10.92,24.8,1.21,249.72,W
2022-07-19 05:00:00,15.46,7.71,56.51,16.01,47.38,1017.79,12.22,24.71,1.42,195.15,S
2022-07-19 06:00:00,16.65,14.06,61.38,22.59,35.85,1018.04,10.6,24.59,0.78,93.13,E
2022-07-19 07:00:00,16.98,11.55,62.39,29.12,23.6,1018.42,17.42,24.65,2.07,69.58,E
2022-07-19 08:00:00,16.35,3.32,58.49,17.71,30.36,1018.6,17.04,25.08,1.86,60.23,NE
2022-07-19 09:00:00,16.81,2.3,58.09,19.16,34.67,1018.66,20.75,25.67,2.79,63.55,NE
2022-07-19 10:00:00,16.47,0.11,52.35,9.89,47.06,1018.37,18.58,27.09,3.82,66.98,NE
2022-07-19 11:00:00,16.18,0.0,44.74,2.35,57.14,1017.85,20.01,29.45,4.51,71.35,E
2022-07-19 12:00:00,15.6,0.0,41.74,2.64,63.44,1017.23,19.29,30.04,4.7,69.47,E
2022-07-19 13:00:00,16.67,3.5,43.83,13.48,62.59,1016.84,24.59,30.38,4.81,61.27,NE
2022-07-19 14:00:00,17.14,3.25,44.7,11.9,67.56,1016.27,15.83,30.53,5.83,71.08,E
2022-07-19 15:00:00,17.09,0.29,40.17,6.5,71.55,1015.6,16.1,32.35,5.33,72.22,E
2022-07-19 16:00:00,17.86,5.68,41.35,11.3,71.15,1015.08,15.57,32.71,6.08,71.67,E
