,temperature,humidity,pm_10,pm_2_5,pm_1_0,no2_ppb,co_μg/m3
2022-04-01 01:00:00,17.17,65.73,49.0,29.0,11.0,61.64,301.57
2022-04-01 02:00:00,16.53,67.01,49.0,28.0,11.0,61.64,270.92
2022-04-01 03:00:00,17.23,61.72,47.5,27.0,10.5,58.22,313.38
2022-04-01 04:00:00,17.13,61.54,56.0,33.0,13.0,58.22,340.54
2022-04-01 05:00:00,16.93,63.18,64.0,36.5,15.0,78.77,674.09
2022-04-01 06:00:00,17.42,65.27,62.0,36.0,14.0,68.49,504.97
2022-04-01 07:00:00,18.57,61.48,61.0,35.0,14.0,65.07,579.43
2022-04-01 08:00:00,20.41,55.0,66.0,39.0,15.0,65.07,680.0
2022-04-01 09:00:00,21.42,51.63,53.5,30.5,12.0,46.23,415.95
2022-04-01 10:00:00,21.48,51.47,268.0,174.0,83.0,51.37,418.42
2022-04-01 11:00:00,24.01,44.01,278.0,180.0,86.0,42.81,493.4
2022-04-01 12:00:00,24.5,38.0,155.0,99.0,46.0,41.1,456.29
2022-04-01 13:00:00,24.63,37.35,126.5,79.5,37.0,44.52,505.08
2022-04-01 14:00:00,22.14,51.38,152.0,97.0,45.0,82.19,473.23
2022-04-01 15:00:00,21.93,52.72,138.0,86.5,39.5,71.92,487.68
2022-04-01 16:00:00,20.84,56.94,116.0,72.0,32.0,78.77,425.27
2022-04-01 17:00:00,21.32,55.31,115.0,72.0,33.0,78.77,561.27
2022-04-01 18:00:00,20.64,48.2,98.0,61.0,28.0,58.22,477.14
2022-04-01 19:00:00,19.78,48.8,78.0,49.0,23.0,58.22,428.47
2022-04-01 20:00:00,19.56,46.99,80.0,51.0,23.0,54.79,383.68
2022-04-01 21:00:00,17.43,50.7,94.5,61.0,29.0,65.07,338.39
2022-04-01 22:00:00,17.68,47.39,84.0,54.0,26.0,58.22,379.42
2022-04-01 23:00:00,18.43,42.69,41.0,26.0,11.5,51.37,260.22
2022-04-02 00:00:00,18.25,42.57,48.0,31.0,14.0,51.37,233.29
2022-04-02 01:00:00,17.68,44.87,64.0,41.5,19.5,54.79,232.55
2022-04-02 02:00:00,16.92,47.32,87.0,57.0,27.0,58.22,225.16
2022-04-02 03:00:00,16.8,49.37,85.5,56.0,27.0,65.07,267.12
2022-04-02 04:00:00,14.73,56.43,80.0,52.0,25.0,68.49,305.5
2022-04-02 05:00:00,16.03,50.14,84.0,55.0,26.0,61.64,350.48
2022-04-02 06:00:00,18.3,39.07,75.0,49.0,23.0,47.95,212.95
2022-04-02 07:00:00,18.84,38.34,84.5,55.0,26.0,47.95,237.66
2022-04-02 08:00:00,20.12,34.16,44.0,29.0,13.0,44.52,215.32
2022-04-02 09:00:00,20.41,32.93,62.0,40.5,19.5,44.52,289.75
2022-04-02 10:00:00,21.87,29.91,86.0,57.0,27.0,44.52,248.94
2022-04-02 11:00:00,21.7,30.73,57.0,36.5,17.0,51.37,301.58
2022-04-02 12:00:00,21.51,31.67,55.0,36.0,16.0,58.22,326.21
2022-04-02 13:00:00,21.39,33.96,106.5,69.0,32.5,58.22,290.19
2022-04-02 14:00:00,18.71,52.05,128.0,83.0,40.0,82.19,359.4
2022-04-02 15:00:00,18.47,50.94,152.5,99.5,46.5,66.78,390.7
2022-04-02 16:00:00,19.1,40.01,100.0,66.0,32.0,51.37,255.01
2022-04-02 17:00:00,18.19,43.97,120.5,79.0,38.5,65.07,254.66
2022-04-02 18:00:00,17.02,45.19,104.0,67.0,32.0,61.64,261.82
2022-04-02 19:00:00,16.57,44.42,100.5,65.5,31.5,61.64,293.24
2022-04-02 20:00:00,16.18,43.08,97.0,63.0,29.0,61.64,307.25
2022-04-02 21:00:00,14.72,47.01,120.0,78.5,37.5,65.07,378.78
2022-04-02 22:00:00,15.52,45.07,86.0,55.0,26.0,65.07,284.5
2022-04-02 23:00:00,15.48,41.48,52.0,33.5,15.0,54.79,257.22
2022-04-03 00:00:00,14.44,49.33,141.0,93.0,45.0,58.22,212.77
2022-04-03 01:00:00,14.13,49.21,141.0,92.5,44.5,58.22,217.11
2022-04-03 02:00:00,13.88,47.2,77.0,50.0,24.0,58.22,234.5
2022-04-03 03:00:00,13.33,47.43,95.5,62.5,30.0,58.22,198.87
2022-04-03 04:00:00,12.8,50.27,141.0,93.0,45.0,65.07,224.78
2022-04-03 05:00:00,12.97,47.73,117.5,77.5,37.5,58.22,201.25
2022-04-03 06:00:00,12.77,48.72,140.0,91.0,44.0,58.22,196.94
2022-04-03 07:00:00,15.0,41.63,45.0,29.0,14.0,51.37,219.82
2022-04-03 08:00:00,15.5,37.09,99.0,65.0,31.0,47.95,179.93
2022-04-03 09:00:00,16.27,34.64,106.5,70.0,34.0,47.95,191.7
2022-04-03 10:00:00,17.4,30.92,74.0,48.0,23.0,44.52,207.15
2022-04-03 11:00:00,17.89,31.15,79.0,50.5,23.5,49.66,273.6
2022-04-03 12:00:00,19.1,30.24,81.0,52.0,25.0,44.52,287.67
2022-04-03 13:00:00,19.04,30.14,123.0,81.5,39.5,49.66,184.64
2022-04-03 14:00:00,18.52,30.23,101.0,66.0,32.0,54.79,234.36
2022-04-03 15:00:00,18.91,31.01,96.0,63.0,30.5,54.79,225.87
2022-04-03 16:00:00,18.63,31.93,78.0,51.0,24.0,58.22,268.67
2022-04-03 17:00:00,18.1,35.01,74.0,48.5,23.0,58.22,321.27
2022-04-03 18:00:00,17.5,32.87,69.0,45.0,21.0,58.22,308.49
2022-04-03 19:00:00,16.44,34.1,74.5,48.5,22.5,58.22,299.74
2022-04-03 20:00:00,15.79,36.67,82.0,53.0,25.0,61.64,320.6
2022-04-03 21:00:00,15.15,38.29,60.0,39.0,19.0,59.93,277.8
2022-04-03 22:00:00,14.69,39.49,58.0,38.0,18.0,61.64,350.09
2022-04-03 23:00:00,12.65,45.19,44.5,29.0,13.0,65.07,295.54
2022-04-04 00:00:00,12.0,45.84,40.0,25.0,11.0,58.22,289.81
2022-04-04 01:00:00,11.72,46.16,39.5,25.5,11.5,56.51,236.41
2022-04-04 02:00:00,12.47,44.05,61.0,40.0,19.0,54.79,196.06
2022-04-04 03:00:00,12.24,45.84,68.5,44.5,21.0,58.22,202.24
2022-04-04 04:00:00,11.6,48.0,105.0,69.0,33.0,58.22,216.05
2022-04-04 05:00:00,11.85,47.46,56.5,36.5,17.0,59.93,258.04
2022-04-04 06:00:00,13.01,45.31,37.0,24.0,11.0,58.22,291.76
2022-04-04 07:00:00,14.7,41.59,36.0,23.0,10.5,53.08,263.28
2022-04-04 08:00:00,15.02,37.31,59.0,38.0,18.0,51.37,310.68
2022-04-04 09:00:00,16.45,33.23,81.0,53.0,25.5,47.95,254.92
2022-04-04 10:00:00,14.17,50.77,143.0,90.0,41.0,68.49,440.86
2022-04-04 11:00:00,14.46,49.82,125.5,79.5,36.0,65.07,483.18
2022-04-04 12:00:00,14.9,41.34,63.0,40.0,18.0,54.79,344.41
2022-04-04 13:00:00,15.17,43.81,101.0,65.5,30.0,63.36,473.64
2022-04-04 14:00:00,14.95,44.09,67.0,43.0,20.0,65.07,379.32
2022-04-04 15:00:00,15.03,45.71,68.5,44.0,20.5,61.64,400.05
2022-04-04 16:00:00,15.1,45.71,68.0,44.0,20.0,71.92,459.13
2022-04-04 17:00:00,13.83,52.04,111.0,71.5,33.5,66.78,385.5
2022-04-04 18:00:00,12.31,76.34,108.0,68.0,31.0,89.04,792.67
2022-04-04 19:00:00,11.48,85.72,85.0,51.5,21.5,83.9,674.71
2022-04-04 20:00:00,10.54,91.77,86.0,52.0,21.0,71.92,455.2
2022-04-04 21:00:00,10.68,85.24,55.5,33.5,14.0,65.07,372.39
2022-04-04 22:00:00,11.12,82.55,45.0,27.0,11.0,61.64,381.45
2022-04-04 23:00:00,11.13,76.66,35.0,20.0,8.5,56.51,268.43
2022-04-05 00:00:00,11.31,79.9,37.0,21.0,8.0,54.79,273.27
2022-04-05 01:00:00,11.12,84.21,47.0,27.5,11.0,54.79,275.72
2022-04-05 02:00:00,11.36,82.19,53.0,31.0,12.0,51.37,267.01
2022-04-05 03:00:00,11.35,74.82,27.5,16.0,6.5,54.79,244.74
2022-04-05 04:00:00,10.76,82.54,41.0,24.0,10.0,61.64,310.72
2022-04-05 05:00:00,11.68,78.9,67.5,41.0,17.5,66.78,760.47
2022-04-05 06:00:00,11.46,79.98,59.0,35.0,14.0,61.64,444.94
2022-04-05 07:00:00,12.32,77.76,89.0,53.0,22.0,61.64,551.2
2022-04-05 08:00:00,12.35,80.21,93.0,56.0,23.0,58.22,473.11
2022-04-05 09:00:00,12.89,75.44,94.5,56.5,22.5,58.22,502.9
2022-04-05 10:00:00,13.99,65.71,73.0,45.0,18.0,47.95,386.31
2022-04-05 11:00:00,14.94,57.64,45.5,27.5,11.5,46.23,363.44
2022-04-05 12:00:00,14.96,60.77,66.0,41.0,17.0,58.22,383.2
2022-04-05 13:00:00,15.85,60.6,83.5,51.0,21.5,54.79,412.28
2022-04-05 14:00:00,15.85,61.12,71.0,43.0,18.0,51.37,358.62
2022-04-05 15:00:00,15.63,60.71,52.0,32.0,13.0,58.22,360.38
2022-04-05 16:00:00,15.81,61.22,46.0,28.0,12.0,61.64,362.13
2022-04-05 17:00:00,14.91,66.23,47.5,29.0,12.0,70.21,417.12
2022-04-05 18:00:00,14.77,67.59,45.0,28.0,12.0,65.07,470.75
2022-04-05 19:00:00,13.43,73.08,61.0,37.5,15.5,75.34,795.75
2022-04-05 20:00:00,12.26,78.07,67.0,40.0,16.0,68.49,573.36
2022-04-05 21:00:00,12.22,79.39,82.5,48.0,20.0,66.78,533.5
2022-04-05 22:00:00,11.67,85.6,91.0,54.0,22.0,65.07,531.13
2022-04-05 23:00:00,11.14,88.41,81.5,48.0,19.0,63.36,400.68
2022-04-06 00:00:00,10.88,86.05,91.0,54.0,21.0,58.22,453.82
2022-04-06 01:00:00,10.64,85.02,67.0,40.0,16.5,54.79,306.92
2022-04-06 02:00:00,10.26,85.75,61.0,37.0,15.0,51.37,299.76
2022-04-06 03:00:00,9.86,88.11,77.5,46.0,19.0,58.22,383.35
2022-04-06 04:00:00,9.43,90.06,93.0,55.0,23.0,58.22,781.61
2022-04-06 05:00:00,9.53,90.93,121.5,71.5,29.5,58.22,975.58
2022-04-06 06:00:00,12.55,76.86,106.0,63.0,26.0,51.37,1122.68
2022-04-06 07:00:00,12.06,80.07,114.5,68.5,28.5,47.95,601.64
2022-04-06 08:00:00,13.35,75.9,126.0,75.0,31.0,44.52,580.13
2022-04-06 09:00:00,15.77,63.92,131.0,79.0,32.5,47.95,606.45
2022-04-06 10:00:00,16.92,60.18,98.0,58.0,24.0,51.37,538.28
2022-04-06 11:00:00,18.05,54.34,78.0,47.0,19.5,47.95,493.48
2022-04-06 12:00:00,18.1,50.99,44.0,27.0,11.0,47.95,383.56
2022-04-06 13:00:00,18.87,52.45,51.5,32.0,13.5,51.37,454.41
2022-04-06 14:00:00,18.36,61.52,57.0,34.0,14.0,61.64,404.92
2022-04-06 15:00:00,18.83,53.12,34.0,20.5,8.5,53.08,383.51
2022-04-06 16:00:00,18.39,45.63,27.0,16.0,7.0,51.37,373.17
2022-04-06 17:00:00,17.25,56.18,40.5,24.5,10.0,65.07,437.38
2022-04-06 18:00:00,16.75,61.6,58.0,35.0,15.0,78.77,767.79
2022-04-06 19:00:00,16.02,67.09,69.0,42.0,17.0,82.19,1067.18
2022-04-06 20:00:00,15.28,69.96,75.0,45.0,19.0,75.34,897.45
2022-04-06 21:00:00,15.2,71.9,86.5,52.5,21.5,71.92,878.7
2022-04-06 22:00:00,14.25,76.02,114.0,69.0,29.0,71.92,876.31
2022-04-06 23:00:00,13.43,78.49,123.5,73.5,30.0,65.07,621.61
2022-04-07 00:00:00,14.27,76.13,106.0,64.0,26.0,61.64,488.54
2022-04-07 01:00:00,14.84,71.72,83.0,49.5,20.5,54.79,380.52
2022-04-07 02:00:00,15.08,71.39,79.0,47.0,19.0,54.79,332.29
2022-04-07 03:00:00,14.16,77.32,81.5,48.5,20.0,63.36,451.44
2022-04-07 04:00:00,13.67,80.77,92.0,56.0,23.0,71.92,656.18
2022-04-07 05:00:00,13.77,80.75,104.5,62.5,26.0,70.21,1102.9
2022-04-07 06:00:00,13.86,85.49,117.0,70.0,29.0,54.79,542.12
2022-04-07 07:00:00,14.66,77.05,103.5,62.0,25.0,56.51,551.5
2022-04-07 08:00:00,15.55,72.53,113.0,69.0,29.0,61.64,566.49
2022-04-07 09:00:00,15.94,56.61,56.5,34.0,14.5,49.66,553.77
2022-04-07 10:00:00,16.25,53.18,44.0,27.0,12.0,47.95,389.14
2022-04-07 11:00:00,16.63,52.74,44.5,27.0,11.5,53.08,378.99
2022-04-07 12:00:00,16.69,54.94,57.0,35.0,15.0,58.22,389.45
2022-04-07 13:00:00,16.37,58.31,58.0,36.0,15.0,66.78,467.76
2022-04-07 14:00:00,17.89,56.59,60.0,37.0,16.0,58.22,529.11
2022-04-07 15:00:00,17.82,59.88,51.5,31.0,13.0,65.07,492.36
2022-04-07 16:00:00,19.22,55.91,45.0,27.0,11.0,65.07,497.45
2022-04-07 17:00:00,16.87,68.77,50.5,30.5,13.0,71.92,405.49
2022-04-07 18:00:00,16.72,67.7,56.0,34.0,14.0,78.77,984.87
2022-04-07 19:00:00,16.21,67.73,60.5,36.5,16.0,75.34,941.8
2022-04-07 20:00:00,15.77,69.64,53.0,32.0,13.0,71.92,781.1
2022-04-07 21:00:00,16.47,67.61,65.0,39.5,16.5,71.92,807.65
2022-04-07 22:00:00,15.05,73.8,76.0,47.0,19.0,71.92,823.35
2022-04-07 23:00:00,13.74,80.71,87.0,51.5,21.5,68.49,688.71
2022-04-08 00:00:00,13.6,80.7,63.0,37.0,15.0,58.22,388.13
2022-04-08 01:00:00,12.85,81.91,46.5,27.5,11.5,65.07,375.04
2022-04-08 02:00:00,11.93,82.56,25.0,15.0,6.0,58.22,323.29
2022-04-08 03:00:00,12.85,74.28,32.5,20.0,8.5,61.64,393.59
2022-04-08 04:00:00,11.74,79.96,58.0,35.0,15.0,65.07,946.65
2022-04-08 05:00:00,11.71,79.54,59.0,35.5,15.0,66.78,1237.24
2022-04-08 06:00:00,15.49,64.84,64.0,39.0,16.0,54.79,1315.85
2022-04-08 07:00:00,18.41,53.0,65.5,40.0,17.5,46.23,1371.84
2022-04-08 08:00:00,18.47,45.47,33.0,21.0,9.0,44.52,667.27
2022-04-08 09:00:00,19.67,38.77,17.5,10.5,4.5,42.81,539.3
2022-04-08 10:00:00,21.16,36.81,22.0,13.0,5.0,41.1,536.77
2022-04-08 11:00:00,22.17,36.22,21.5,12.5,5.0,42.81,550.72
2022-04-08 12:00:00,25.06,29.81,19.0,11.0,4.0,37.67,493.33
2022-04-08 13:00:00,24.41,31.06,25.0,15.0,6.0,46.23,513.18
2022-04-08 14:00:00,25.31,28.57,29.0,18.0,7.0,51.37,674.51
2022-04-08 15:00:00,23.39,30.56,23.5,14.0,6.0,56.51,492.47
2022-04-08 16:00:00,23.18,44.77,19.0,12.0,5.0,78.77,589.37
2022-04-08 17:00:00,22.31,43.28,31.5,19.5,8.0,77.05,645.13
2022-04-08 18:00:00,18.64,67.25,39.0,25.0,11.0,95.89,688.23
2022-04-08 19:00:00,18.38,64.93,61.0,36.5,15.5,94.18,1219.5
2022-04-08 20:00:00,17.14,59.97,60.0,36.0,15.0,78.77,1114.08
2022-04-08 21:00:00,17.08,54.19,48.5,29.5,12.5,71.92,930.34
2022-04-08 22:00:00,16.17,56.24,40.0,25.0,10.0,71.92,737.93
2022-04-08 23:00:00,15.94,57.8,52.5,32.5,14.0,71.92,739.82
2022-04-09 00:00:00,15.13,60.34,46.0,28.0,12.0,68.49,648.63
2022-04-09 01:00:00,14.68,61.96,45.5,28.0,12.0,66.78,534.54
2022-04-09 02:00:00,15.12,60.0,45.0,27.0,11.0,65.07,467.35
2022-04-09 03:00:00,14.19,68.14,59.5,36.5,15.0,68.49,607.42
2022-04-09 04:00:00,14.28,67.4,50.0,30.0,13.0,65.07,603.8
2022-04-09 05:00:00,14.26,67.18,51.5,31.5,13.5,65.07,847.2
2022-04-09 06:00:00,16.34,68.64,133.0,80.0,33.0,58.22,731.79
2022-04-09 07:00:00,18.24,62.87,121.5,73.0,30.0,51.37,744.29
2022-04-09 08:00:00,19.41,54.58,80.0,49.0,20.0,41.1,539.21
2022-04-09 09:00:00,21.72,42.05,27.0,16.0,7.0,34.25,410.22
2022-04-09 10:00:00,22.72,40.76,35.0,22.0,9.0,44.52,533.78
2022-04-09 11:00:00,22.83,41.05,31.5,19.0,8.0,49.66,416.72
2022-04-09 12:00:00,23.93,44.87,41.0,25.0,10.0,51.37,436.53
2022-04-09 13:00:00,23.61,46.94,35.5,21.5,9.5,58.22,452.72
2022-04-09 14:00:00,25.12,39.45,21.0,12.0,5.0,41.1,413.18
2022-04-09 15:00:00,24.51,44.36,20.5,12.0,5.0,53.08,505.45
2022-04-09 16:00:00,23.83,49.47,26.0,16.0,6.0,65.07,492.14
2022-04-09 17:00:00,22.51,54.43,28.5,17.0,7.0,75.34,539.45
2022-04-09 18:00:00,19.42,70.24,49.0,29.0,12.0,85.62,506.09
2022-04-09 19:00:00,19.36,65.06,49.0,30.0,13.0,75.34,996.88
2022-04-09 20:00:00,19.01,62.21,54.0,33.0,14.0,71.92,1152.95
2022-04-09 21:00:00,18.14,62.37,54.0,33.0,13.5,71.92,1138.24
2022-04-09 22:00:00,18.63,60.11,55.0,34.0,14.0,68.49,1035.01
2022-04-09 23:00:00,18.59,59.2,49.0,30.0,12.5,65.07,847.24
2022-04-10 00:00:00,18.32,58.78,39.0,23.0,10.0,61.64,928.83
2022-04-10 01:00:00,16.8,60.04,33.5,20.0,9.0,58.22,492.11
2022-04-10 02:00:00,16.1,58.67,22.0,13.0,5.0,58.22,373.18
2022-04-10 03:00:00,16.63,56.95,30.5,19.0,8.0,61.64,480.1
2022-04-10 04:00:00,17.07,54.34,29.0,18.0,7.0,58.22,464.87
2022-04-10 05:00:00,18.41,40.14,18.5,11.0,4.0,39.38,293.04
2022-04-10 06:00:00,18.83,39.86,17.0,10.0,4.0,54.79,397.15
2022-04-10 07:00:00,19.43,40.24,22.0,13.0,5.0,58.22,499.06
2022-04-10 08:00:00,18.98,52.21,32.0,19.0,8.0,65.07,425.62
2022-04-10 09:00:00,22.52,36.82,25.0,15.0,6.5,35.96,536.47
2022-04-10 10:00:00,22.76,35.75,19.0,12.0,5.0,44.52,402.94
2022-04-10 11:00:00,24.28,28.67,9.5,5.5,2.0,22.26,334.21
2022-04-10 12:00:00,20.94,49.05,19.0,11.0,5.0,71.92,443.01
2022-04-10 13:00:00,15.81,79.36,31.0,18.5,7.0,85.62,396.54
2022-04-10 14:00:00,12.07,83.11,16.0,9.0,4.0,71.92,255.5
2022-04-10 15:00:00,12.09,71.02,3.0,2.0,0.0,58.22,242.55
2022-04-10 16:00:00,12.02,64.39,5.0,3.0,1.0,54.79,220.13
2022-04-10 17:00:00,10.29,67.63,7.0,4.0,1.0,54.79,212.94
2022-04-10 18:00:00,10.25,63.55,8.0,5.0,1.0,54.79,221.9
2022-04-10 19:00:00,10.65,57.04,15.0,8.5,3.5,47.95,210.37
2022-04-10 20:00:00,10.58,55.27,34.0,20.0,8.0,51.37,198.12
2022-04-10 21:00:00,10.48,56.16,46.0,28.0,11.5,51.37,197.74
2022-04-10 22:00:00,10.4,56.31,51.0,30.0,12.0,54.79,197.26
2022-04-10 23:00:00,10.5,53.76,50.5,30.5,12.0,51.37,188.86
2022-04-11 00:00:00,10.62,50.52,39.0,23.0,9.0,51.37,178.02
2022-04-11 01:00:00,10.67,48.62,39.0,24.0,9.5,51.37,173.87
2022-04-11 02:00:00,10.62,49.1,41.0,25.0,10.0,51.37,171.03
2022-04-11 03:00:00,10.52,49.87,40.0,24.0,10.0,54.79,179.02
2022-04-11 04:00:00,10.66,48.83,40.0,24.0,10.0,54.79,209.69
2022-04-11 05:00:00,10.64,48.28,36.5,22.0,9.0,54.79,220.66
2022-04-11 06:00:00,11.26,45.71,36.0,22.0,9.0,51.37,257.94
2022-04-11 07:00:00,11.99,42.7,34.0,21.0,9.0,51.37,235.64
2022-04-11 08:00:00,13.62,37.04,33.0,20.0,8.0,47.95,216.74
2022-04-11 09:00:00,15.14,34.63,27.0,17.0,7.0,44.52,252.21
2022-04-11 10:00:00,15.62,33.32,24.0,14.0,6.0,44.52,229.25
2022-04-11 11:00:00,16.17,31.35,21.0,13.0,5.5,46.23,240.89
2022-04-11 12:00:00,17.36,28.79,19.0,12.0,5.0,47.95,301.77
2022-04-11 13:00:00,17.43,27.56,16.5,10.0,4.0,49.66,275.01
2022-04-11 14:00:00,17.64,26.66,15.0,9.0,4.0,51.37,241.87
2022-04-11 15:00:00,17.59,25.27,14.0,9.0,4.0,51.37,261.84
2022-04-11 16:00:00,17.3,23.9,12.0,7.0,3.0,51.37,229.35
2022-04-11 17:00:00,16.44,25.47,13.0,8.0,3.0,54.79,238.32
2022-04-11 18:00:00,15.27,26.58,15.0,9.0,4.0,58.22,246.74
2022-04-11 19:00:00,14.44,27.95,15.0,9.0,4.0,58.22,235.13
2022-04-11 20:00:00,14.21,29.06,21.0,13.0,6.0,58.22,222.8
2022-04-11 21:00:00,13.22,31.87,25.5,16.0,7.0,58.22,252.17
2022-04-11 22:00:00,12.81,32.11,26.0,16.0,7.0,58.22,241.08
2022-04-11 23:00:00,11.97,33.84,21.0,13.0,5.5,58.22,206.92
2022-04-12 00:00:00,11.74,32.91,17.0,10.0,4.0,54.79,189.1
2022-04-12 01:00:00,11.45,32.45,18.0,11.0,4.0,54.79,177.75
2022-04-12 02:00:00,10.7,34.5,19.0,11.0,5.0,58.22,178.87
2022-04-12 03:00:00,10.32,36.85,23.0,13.5,6.0,63.36,287.65
2022-04-12 04:00:00,9.62,39.59,28.0,17.0,7.0,75.34,469.68
2022-04-12 05:00:00,9.8,40.7,42.0,26.5,11.5,73.63,854.91
2022-04-12 06:00:00,12.33,34.09,20.0,12.0,5.0,51.37,313.96
2022-04-12 07:00:00,13.45,32.46,18.0,11.0,4.0,49.66,268.45
2022-04-12 08:00:00,14.24,35.56,52.0,32.0,14.0,58.22,412.93
2022-04-12 09:00:00,16.7,26.98,22.0,13.5,5.5,46.23,282.91
2022-04-12 10:00:00,18.05,24.06,13.0,8.0,3.0,44.52,267.92
2022-04-12 11:00:00,19.05,23.9,13.0,8.0,3.0,42.81,327.07
2022-04-12 12:00:00,17.58,30.48,19.0,12.0,5.0,61.64,321.66
2022-04-12 13:00:00,18.2,28.97,22.0,13.5,5.5,59.93,368.79
2022-04-12 14:00:00,17.83,32.7,19.0,12.0,5.0,65.07,291.29
2022-04-12 15:00:00,17.14,42.43,19.5,12.0,5.0,73.63,373.22
2022-04-12 16:00:00,16.17,45.28,20.0,12.0,5.0,71.92,362.63
2022-04-12 17:00:00,15.79,46.12,19.5,12.0,4.5,68.49,344.02
2022-04-12 18:00:00,14.69,45.52,21.0,13.0,5.0,65.07,368.39
2022-04-12 19:00:00,13.6,50.15,26.0,15.5,6.0,75.34,436.64
2022-04-12 20:00:00,12.55,52.12,21.0,13.0,5.0,68.49,359.3
2022-04-12 21:00:00,12.25,52.18,21.5,13.0,5.5,65.07,335.71
2022-04-12 22:00:00,12.3,52.28,15.0,9.0,4.0,65.07,287.86
2022-04-12 23:00:00,11.98,54.42,15.0,9.0,4.0,61.64,274.31
2022-04-13 00:00:00,11.48,55.89,17.0,11.0,4.0,61.64,270.56
2022-04-13 01:00:00,11.08,56.99,20.5,12.5,5.0,59.93,265.38
2022-04-13 02:00:00,9.93,63.95,26.0,15.0,6.0,61.64,293.77
2022-04-13 03:00:00,9.57,65.43,32.0,19.5,8.0,70.21,337.63
2022-04-13 04:00:00,9.68,66.05,47.0,28.0,12.0,71.92,531.28
2022-04-13 05:00:00,10.17,66.64,71.0,43.5,19.0,71.92,1191.26
2022-04-13 06:00:00,11.66,69.1,71.0,43.0,18.0,58.22,519.74
2022-04-13 07:00:00,13.31,61.89,77.0,47.0,20.0,54.79,615.41
2022-04-13 08:00:00,13.74,60.12,76.0,47.0,20.0,58.22,467.77
2022-04-13 09:00:00,16.06,45.97,37.0,23.0,10.0,46.23,419.05
2022-04-13 10:00:00,16.05,49.72,32.0,20.0,8.0,58.22,333.84
2022-04-13 11:00:00,17.08,53.1,30.5,18.5,8.0,53.08,335.78
2022-04-13 12:00:00,16.79,60.36,32.0,19.0,8.0,58.22,296.5
2022-04-13 13:00:00,17.18,61.35,28.5,17.5,7.5,66.78,334.15
2022-04-13 14:00:00,17.27,53.4,24.0,15.0,6.0,61.64,291.18
2022-04-13 15:00:00,17.52,52.94,25.0,15.0,6.5,59.93,312.08
2022-04-13 16:00:00,17.17,53.71,26.0,16.0,7.0,61.64,346.49
2022-04-13 17:00:00,16.41,54.64,29.5,18.5,8.0,65.07,407.62
2022-04-13 18:00:00,15.08,57.38,36.0,22.0,9.0,68.49,394.68
2022-04-13 19:00:00,13.73,63.33,40.5,24.5,10.5,75.34,467.77
2022-04-13 20:00:00,13.71,65.06,52.0,32.0,14.0,78.77,648.73
2022-04-13 21:00:00,13.15,65.26,47.5,29.0,12.0,75.34,592.92
2022-04-13 22:00:00,12.26,68.81,45.0,27.0,12.0,71.92,512.89
2022-04-13 23:00:00,11.94,70.38,46.5,28.0,12.0,65.07,396.83
2022-04-14 00:00:00,11.17,73.27,51.0,30.0,12.0,61.64,339.07
2022-04-14 01:00:00,10.76,74.52,54.0,32.5,13.0,61.64,321.44
2022-04-14 02:00:00,10.79,74.5,52.0,32.0,13.0,61.64,283.51
2022-04-14 03:00:00,10.47,79.99,74.5,45.0,18.0,65.07,411.87
2022-04-14 04:00:00,10.05,80.49,83.0,50.0,20.0,65.07,764.57
2022-04-14 05:00:00,10.14,80.78,105.5,64.0,26.5,68.49,1085.91
2022-04-14 06:00:00,12.68,76.11,130.0,78.0,32.0,54.79,772.27
2022-04-14 07:00:00,13.63,72.2,127.5,76.0,31.0,58.22,572.8
2022-04-14 08:00:00,15.32,67.1,113.0,69.0,28.0,54.79,514.05
2022-04-14 09:00:00,15.87,63.02,84.5,51.5,21.0,54.79,463.21
2022-04-14 10:00:00,17.87,46.86,55.0,33.0,14.0,37.67,423.31
2022-04-14 11:00:00,18.19,45.9,37.5,23.5,9.5,51.37,336.23
2022-04-14 12:00:00,17.45,43.43,29.0,18.0,7.0,58.22,238.42
2022-04-14 13:00:00,18.27,45.22,28.5,18.0,7.5,58.22,337.58
2022-04-14 14:00:00,18.71,45.34,28.0,17.0,7.0,58.22,363.78
2022-04-14 15:00:00,18.58,47.78,28.5,18.0,7.5,66.78,361.58
2022-04-14 16:00:00,18.06,60.98,53.0,33.0,14.0,75.34,377.16
2022-04-14 17:00:00,16.81,68.49,64.5,40.0,17.0,75.34,432.28
2022-04-14 18:00:00,16.07,69.15,72.0,45.0,19.0,71.92,453.15
2022-04-14 19:00:00,15.4,71.27,80.0,49.0,21.0,82.19,740.89
2022-04-14 20:00:00,14.18,76.18,98.0,60.0,25.0,75.34,751.92
2022-04-14 21:00:00,13.99,76.53,91.0,56.0,23.5,71.92,607.3
2022-04-14 22:00:00,13.86,77.72,105.0,65.0,27.0,71.92,1321.15
2022-04-14 23:00:00,13.19,81.32,106.0,64.5,27.0,75.34,1103.61
2022-04-15 00:00:00,12.72,81.79,91.0,55.0,23.0,58.22,409.59
2022-04-15 01:00:00,12.6,82.75,113.0,68.5,29.0,61.64,473.21
2022-04-15 02:00:00,11.77,84.61,128.0,77.0,31.0,61.64,473.4
2022-04-15 03:00:00,11.63,83.76,130.0,79.0,33.0,61.64,476.67
2022-04-15 04:00:00,11.45,84.12,132.0,80.0,33.0,61.64,716.95
