,temperature,humidity,pm_10,pm_2_5,pm_1_0,no2_ppb,co_μg/m3
2022-06-15 23:00:00,24.94,74.84,68.5,42.0,17.0,65.07,432.38
2022-06-16 00:00:00,23.6,77.76,69.0,43.0,18.0,65.07,538.86
2022-06-16 01:00:00,23.53,76.35,72.5,44.5,19.0,58.22,357.75
2022-06-16 02:00:00,23.02,80.46,76.0,47.0,20.0,58.22,363.31
2022-06-16 03:00:00,23.54,84.1,91.0,55.0,23.5,65.07,420.05
2022-06-16 04:00:00,23.31,88.11,95.0,58.0,24.0,54.79,383.82
2022-06-16 05:00:00,23.93,81.2,88.0,53.5,22.0,53.08,439.46
2022-06-16 06:00:00,25.12,71.09,88.0,54.0,23.0,58.22,510.0
2022-06-16 07:00:00,24.97,72.64,85.0,52.0,22.0,53.08,476.48
2022-06-16 08:00:00,25.78,67.17,85.0,52.0,22.0,47.95,408.63
2022-06-16 09:00:00,27.11,58.79,64.0,40.5,17.5,47.95,310.03
2022-06-16 10:00:00,27.87,56.25,67.0,42.0,18.0,51.37,321.18
2022-06-16 11:00:00,26.78,62.4,53.0,32.5,14.0,68.49,369.42
2022-06-16 12:00:00,26.55,62.56,43.0,26.0,11.0,61.64,417.34
2022-06-16 13:00:00,26.02,60.92,61.0,37.5,16.0,61.64,455.43
2022-06-16 14:00:00,27.34,54.63,58.0,36.0,15.0,51.37,349.98
2022-06-16 15:00:00,27.9,50.61,62.5,39.0,17.0,53.08,326.86
2022-06-16 16:00:00,27.64,59.72,55.0,34.0,14.0,68.49,408.36
2022-06-16 17:00:00,27.44,57.09,40.5,25.0,10.5,65.07,421.53
2022-06-16 18:00:00,26.36,69.97,47.0,29.0,13.0,78.77,615.6
2022-06-16 19:00:00,25.58,75.24,54.0,33.0,14.0,78.77,526.06
2022-06-16 20:00:00,24.87,66.72,62.0,38.0,16.0,68.49,711.98
2022-06-16 21:00:00,24.14,65.19,66.5,41.0,17.5,71.92,984.53
2022-06-16 22:00:00,23.44,76.93,91.0,56.0,23.0,78.77,1028.68
2022-06-16 23:00:00,23.41,78.37,77.0,46.5,19.5,71.92,1294.24
2022-06-17 00:00:00,22.45,76.38,51.0,31.0,13.0,61.64,524.76
2022-06-17 01:00:00,22.25,82.48,70.0,42.0,17.5,61.64,511.76
2022-06-17 02:00:00,21.54,87.89,70.0,42.0,17.0,61.64,409.47
2022-06-17 03:00:00,21.26,91.14,67.0,41.0,17.0,61.64,439.74
2022-06-17 04:00:00,21.74,87.04,80.0,49.0,21.0,65.07,821.03
2022-06-17 05:00:00,22.77,88.34,102.5,61.0,24.5,58.22,623.43
2022-06-17 06:00:00,23.79,84.12,114.0,69.0,28.0,51.37,680.41
2022-06-17 07:00:00,25.0,74.08,83.0,50.0,20.5,44.52,612.31
2022-06-17 08:00:00,26.23,64.26,34.0,21.0,9.0,37.67,452.23
2022-06-17 09:00:00,26.83,58.14,40.5,25.0,10.5,42.81,430.76
2022-06-17 10:00:00,26.86,62.29,53.0,33.0,14.0,54.79,481.71
2022-06-17 11:00:00,27.15,62.6,51.0,31.5,13.5,63.36,498.77
2022-06-17 12:00:00,27.67,64.58,36.0,23.0,10.0,58.22,433.18
2022-06-17 13:00:00,28.35,58.0,45.5,28.0,12.0,49.66,471.42
2022-06-17 14:00:00,28.67,58.56,51.0,32.0,14.0,54.79,476.41
2022-06-17 15:00:00,28.65,52.23,43.5,27.0,11.0,47.95,413.44
2022-06-17 16:00:00,28.98,49.93,42.0,26.0,11.0,51.37,429.16
2022-06-17 17:00:00,28.39,51.61,38.5,24.0,10.0,54.79,422.61
2022-06-17 18:00:00,26.92,61.24,31.0,19.0,8.0,68.49,493.63
2022-06-17 19:00:00,26.54,64.35,32.5,20.0,8.0,68.49,474.28
2022-06-17 20:00:00,26.26,68.08,43.0,26.0,11.0,71.92,519.34
2022-06-17 21:00:00,22.43,92.27,66.0,40.0,16.0,92.47,427.7
2022-06-17 22:00:00,21.41,100.0,99.0,60.0,25.0,78.77,383.71
2022-06-17 23:00:00,21.01,99.97,103.0,62.0,26.0,68.49,331.92
2022-06-18 00:00:00,21.09,94.18,84.0,51.0,21.0,61.64,299.36
2022-06-18 01:00:00,22.14,91.72,97.5,59.0,24.5,65.07,351.12
2022-06-18 02:00:00,21.94,95.41,100.0,61.0,25.0,58.22,356.11
2022-06-18 03:00:00,22.53,87.82,96.0,59.0,25.0,61.64,378.15
2022-06-18 04:00:00,22.69,77.34,85.0,52.0,22.0,54.79,385.32
2022-06-18 05:00:00,23.14,71.95,78.0,48.5,20.5,46.23,284.73
2022-06-18 06:00:00,23.69,71.05,83.0,50.0,21.0,51.37,308.96
2022-06-18 07:00:00,24.02,66.64,78.5,48.5,20.5,51.37,340.4
2022-06-18 08:00:00,24.54,66.08,80.0,49.0,21.0,51.37,333.39
2022-06-18 09:00:00,24.06,69.3,77.0,47.5,20.0,56.51,331.15
2022-06-18 10:00:00,23.89,68.96,67.0,41.0,17.0,58.22,296.41
2022-06-18 11:00:00,22.71,84.22,79.5,48.5,20.0,73.63,398.03
2022-06-18 12:00:00,22.33,94.89,102.0,61.0,25.0,75.34,454.11
2022-06-18 13:00:00,23.91,80.62,90.0,54.5,22.0,58.22,364.44
2022-06-18 14:00:00,25.16,75.0,129.0,77.0,32.0,61.64,482.99
2022-06-18 15:00:00,26.34,66.01,119.5,72.0,29.5,58.22,486.53
2022-06-18 16:00:00,26.25,62.3,76.0,47.0,20.0,47.95,332.8
2022-06-18 17:00:00,23.2,63.77,31.0,19.0,8.0,51.37,265.26
2022-06-18 18:00:00,23.78,54.84,18.0,11.0,4.0,51.37,244.96
2022-06-18 19:00:00,22.43,68.03,26.5,16.5,7.0,71.92,399.79
2022-06-18 20:00:00,22.5,66.26,37.0,23.0,9.0,68.49,487.9
2022-06-18 21:00:00,22.44,63.4,27.5,17.0,7.0,63.36,338.06
2022-06-18 22:00:00,22.24,65.33,28.0,17.0,7.0,65.07,461.59
2022-06-18 23:00:00,22.02,68.01,33.0,20.0,8.0,63.36,421.52
2022-06-19 00:00:00,21.82,65.67,27.0,16.0,7.0,58.22,358.93
2022-06-19 01:00:00,20.34,73.31,28.0,17.0,7.0,65.07,319.84
2022-06-19 02:00:00,19.72,77.77,32.0,19.0,8.0,61.64,380.44
2022-06-19 03:00:00,19.66,75.86,36.0,22.0,9.0,59.93,340.93
2022-06-19 04:00:00,19.75,77.25,37.0,22.0,9.0,65.07,405.39
2022-06-19 05:00:00,21.2,75.06,43.5,26.5,11.0,59.93,502.55
2022-06-19 06:00:00,22.73,71.49,47.0,29.0,12.0,58.22,369.43
2022-06-19 07:00:00,24.0,68.95,52.0,31.5,13.0,49.66,316.01
2022-06-19 08:00:00,25.74,59.88,43.0,26.0,10.0,27.4,294.22
2022-06-19 09:00:00,27.95,32.44,12.5,7.5,3.0,20.3,82.91
2022-06-19 10:00:00,28.96,29.93,11.0,7.0,3.0,13.7,135.95
2022-06-19 11:00:00,29.92,28.95,11.0,6.0,2.0,23.97,205.64
2022-06-19 12:00:00,29.79,27.26,11.0,7.0,3.0,30.82,232.68
2022-06-19 13:00:00,29.39,30.24,16.0,10.0,4.0,49.66,321.9
2022-06-19 14:00:00,28.08,38.86,19.0,12.0,5.0,71.92,376.94
2022-06-19 15:00:00,27.9,38.55,19.5,12.0,5.0,61.64,336.61
2022-06-19 16:00:00,27.67,41.13,18.0,11.0,5.0,68.49,323.02
2022-06-19 17:00:00,27.68,39.5,18.0,11.0,5.0,59.93,337.13
2022-06-19 18:00:00,27.44,36.15,18.0,11.0,5.0,54.79,324.4
2022-06-19 19:00:00,25.32,42.1,17.5,11.0,4.0,71.92,432.54
2022-06-19 20:00:00,24.51,43.59,18.0,11.0,4.0,75.34,501.93
2022-06-19 21:00:00,24.13,44.22,19.0,12.0,5.0,68.49,451.52
2022-06-19 22:00:00,24.28,44.19,19.0,12.0,5.0,68.49,418.38
2022-06-19 23:00:00,23.88,45.13,19.5,12.0,5.0,65.07,449.92
2022-06-20 00:00:00,23.12,52.64,35.0,22.0,9.0,68.49,467.01
2022-06-20 01:00:00,23.13,53.02,38.0,23.5,10.0,58.22,343.19
2022-06-20 02:00:00,22.6,55.36,45.0,28.0,12.0,68.49,427.36
2022-06-20 03:00:00,21.69,62.27,41.0,25.5,11.0,63.36,386.56
2022-06-20 04:00:00,22.07,64.62,50.0,31.0,13.0,71.92,581.43
2022-06-20 05:00:00,23.65,60.51,55.0,33.5,14.5,63.36,1026.58
2022-06-20 06:00:00,24.43,59.62,61.0,38.0,16.0,61.64,659.08
2022-06-20 07:00:00,25.1,67.05,60.5,36.5,15.0,54.79,540.07
2022-06-20 08:00:00,25.58,60.87,63.0,38.0,16.0,44.52,473.37
2022-06-20 09:00:00,27.51,43.24,27.0,16.5,7.0,29.11,250.66
2022-06-20 10:00:00,28.59,40.68,30.0,19.0,8.0,37.67,318.15
2022-06-20 11:00:00,28.34,44.14,29.0,18.0,8.0,44.52,360.16
2022-06-20 12:00:00,28.38,40.92,30.0,19.0,8.0,46.23,440.78
2022-06-20 13:00:00,28.88,39.17,30.0,19.0,8.0,51.37,300.54
2022-06-20 14:00:00,29.06,41.65,28.0,17.0,7.0,65.07,391.06
2022-06-20 15:00:00,29.44,42.22,33.0,20.0,9.0,54.79,429.74
2022-06-20 16:00:00,29.76,39.46,31.0,19.0,9.0,54.79,434.57
2022-06-20 17:00:00,29.37,40.08,29.0,18.0,8.0,54.79,464.62
2022-06-20 18:00:00,27.79,45.4,30.0,18.0,8.0,71.92,549.37
2022-06-20 19:00:00,26.83,51.16,35.0,21.5,9.5,75.34,570.84
2022-06-20 20:00:00,26.23,50.68,42.0,26.0,11.0,71.92,622.39
2022-06-20 21:00:00,25.61,49.09,42.5,26.0,11.0,61.64,460.5
2022-06-20 22:00:00,25.18,49.55,44.0,27.0,12.0,61.64,496.36
2022-06-20 23:00:00,25.29,46.07,39.0,24.0,10.0,61.64,615.02
2022-06-21 00:00:00,24.93,48.42,40.0,25.0,11.0,61.64,472.41
2022-06-21 01:00:00,23.56,51.96,40.5,24.5,10.5,58.22,395.93
2022-06-21 02:00:00,22.85,56.4,46.0,29.0,12.0,61.64,376.9
2022-06-21 03:00:00,22.36,60.34,48.5,30.0,13.0,68.49,457.59
2022-06-21 04:00:00,22.52,61.52,52.0,32.0,14.0,75.34,609.97
2022-06-21 05:00:00,24.01,56.35,63.5,39.5,17.0,58.22,915.02
2022-06-21 06:00:00,24.72,66.98,70.0,43.0,18.0,61.64,553.24
2022-06-21 07:00:00,25.38,67.03,75.5,46.5,20.0,56.51,483.9
2022-06-21 08:00:00,27.51,51.2,59.0,36.0,15.0,41.1,464.22
2022-06-21 09:00:00,29.36,46.73,55.5,34.0,14.5,37.67,368.06
2022-06-21 10:00:00,30.57,44.93,50.0,31.0,13.0,36.3,326.81
2022-06-21 11:00:00,32.3,42.21,53.0,33.0,14.0,33.22,363.21
2022-06-21 12:00:00,32.82,38.72,53.0,33.0,14.0,23.97,367.51
2022-06-21 13:00:00,33.48,39.58,60.0,37.0,16.0,39.73,470.27
2022-06-21 14:00:00,36.28,29.08,56.0,35.0,15.0,30.6,242.14
2022-06-21 15:00:00,37.11,26.76,56.5,35.0,15.0,30.12,334.63
2022-06-21 16:00:00,33.21,46.73,66.0,41.0,17.0,67.81,638.4
2022-06-21 17:00:00,33.1,44.98,64.5,40.5,17.5,58.56,615.71
2022-06-21 18:00:00,32.37,47.11,70.0,43.0,18.0,59.59,723.72
2022-06-21 19:00:00,30.63,49.21,70.0,43.0,19.0,64.38,738.79
2022-06-21 20:00:00,29.94,50.85,67.0,42.0,18.0,68.49,675.7
2022-06-21 21:00:00,29.11,54.62,78.0,48.0,20.5,85.62,944.75
2022-06-21 22:00:00,27.8,58.48,70.0,43.0,18.0,78.77,863.56
2022-06-21 23:00:00,27.3,61.43,84.0,51.0,21.5,70.21,718.7
2022-06-22 00:00:00,26.98,65.01,84.0,51.0,21.0,65.07,638.49
2022-06-22 01:00:00,26.93,65.68,84.5,51.5,22.0,54.79,620.78
2022-06-22 02:00:00,26.15,66.74,85.0,52.0,22.0,58.22,565.43
2022-06-22 03:00:00,25.6,66.94,82.0,50.0,21.0,59.93,570.8
2022-06-22 04:00:00,26.26,68.87,88.0,54.0,23.0,58.22,677.96
2022-06-22 05:00:00,26.81,67.07,116.0,70.5,29.5,47.95,785.73
2022-06-22 06:00:00,27.23,64.8,102.0,62.0,26.0,51.37,677.58
2022-06-22 07:00:00,29.63,59.1,81.5,49.5,20.5,44.52,625.29
2022-06-22 08:00:00,31.13,52.62,80.0,48.0,20.0,32.19,509.08
2022-06-22 09:00:00,32.89,48.37,73.0,45.0,19.0,29.45,492.38
2022-06-22 10:00:00,34.26,43.25,69.0,43.0,18.0,19.18,477.25
2022-06-22 11:00:00,34.81,38.59,60.5,37.0,16.0,11.64,448.03
2022-06-22 12:00:00,35.32,37.8,61.0,37.0,16.0,22.6,488.89
2022-06-22 13:00:00,34.69,40.84,63.5,39.0,16.5,37.33,537.53
2022-06-22 14:00:00,35.78,35.4,63.0,39.0,16.0,17.81,500.07
2022-06-22 15:00:00,35.86,33.95,59.0,36.5,15.5,28.42,535.7
2022-06-22 16:00:00,35.27,32.76,59.0,36.0,15.0,34.93,790.12
2022-06-22 17:00:00,33.19,45.69,63.0,38.5,16.5,60.96,714.66
2022-06-22 18:00:00,31.77,55.13,60.0,37.0,15.0,73.29,616.77
2022-06-22 19:00:00,31.97,55.99,78.0,47.5,20.0,81.85,946.56
2022-06-22 20:00:00,30.46,63.29,69.0,43.0,18.0,71.92,730.21
2022-06-22 21:00:00,29.43,63.3,88.5,53.0,22.0,73.63,954.18
2022-06-22 22:00:00,29.31,59.45,77.0,47.0,20.0,65.07,900.8
2022-06-22 23:00:00,30.4,50.05,56.0,34.0,14.0,26.03,382.93
2022-06-23 00:00:00,29.93,52.1,58.0,34.0,14.0,41.1,376.29
2022-06-23 01:00:00,29.54,52.32,56.5,34.0,14.0,47.95,436.08
2022-06-23 02:00:00,29.48,49.81,51.0,31.0,13.0,37.67,339.28
2022-06-23 03:00:00,29.83,46.63,48.5,29.5,12.0,39.38,310.16
2022-06-23 04:00:00,28.71,59.94,81.0,50.0,20.0,82.19,676.83
2022-06-23 05:00:00,28.22,67.37,84.5,51.0,21.0,66.78,612.8
2022-06-23 06:00:00,28.42,66.7,81.0,49.0,20.0,58.22,514.68
2022-06-23 07:00:00,29.54,63.79,85.0,52.0,21.0,58.22,607.12
2022-06-23 08:00:00,31.49,53.17,84.0,52.0,21.0,34.25,512.44
2022-06-23 09:00:00,33.14,46.09,80.0,48.5,20.0,32.19,456.9
2022-06-23 10:00:00,34.1,42.69,75.0,46.0,19.0,31.51,451.66
2022-06-23 11:00:00,34.68,40.87,67.5,41.0,17.0,23.63,370.03
2022-06-23 12:00:00,34.52,43.39,70.0,42.0,17.0,36.3,564.82
2022-06-23 13:00:00,34.84,44.03,62.5,37.5,16.0,32.53,550.89
2022-06-23 14:00:00,33.96,48.91,66.0,40.0,17.0,43.15,500.17
2022-06-23 15:00:00,33.6,50.73,61.0,38.0,16.0,43.15,552.35
2022-06-23 16:00:00,28.8,61.22,58.0,36.0,15.0,71.92,548.73
2022-06-23 17:00:00,27.59,76.14,55.5,33.5,14.0,85.62,615.38
2022-06-23 18:00:00,28.43,62.58,59.0,35.0,14.0,61.64,529.24
2022-06-23 19:00:00,28.14,65.11,56.5,34.0,13.5,58.22,424.64
2022-06-23 20:00:00,27.64,71.54,66.0,40.0,17.0,68.49,496.96
2022-06-23 21:00:00,27.38,69.68,68.5,41.5,17.0,70.21,639.55
2022-06-23 22:00:00,27.2,68.98,62.0,37.0,15.0,61.64,497.69
2022-06-23 23:00:00,27.68,63.73,66.5,40.0,16.5,44.52,273.23
2022-06-24 00:00:00,27.1,64.25,74.0,44.0,18.0,47.95,305.37
2022-06-24 01:00:00,26.91,64.23,82.5,49.0,19.5,49.66,310.01
2022-06-24 02:00:00,26.5,61.03,86.0,51.0,20.0,41.1,251.54
2022-06-24 03:00:00,26.29,65.2,80.0,47.0,19.0,51.37,291.3
2022-06-24 04:00:00,26.12,67.51,86.0,51.0,20.0,54.79,341.71
2022-06-24 05:00:00,25.75,74.11,89.5,53.0,21.0,63.36,459.76
2022-06-24 06:00:00,26.27,76.91,85.5,51.5,20.5,56.51,433.65
2022-06-24 07:00:00,26.77,72.15,78.5,47.0,19.0,58.22,360.66
2022-06-24 08:00:00,23.7,91.12,70.0,42.0,16.5,66.78,363.96
2022-06-24 09:00:00,26.53,69.84,59.5,35.5,14.5,47.95,379.49
2022-06-24 10:00:00,28.21,65.17,55.0,32.0,13.0,30.82,267.78
2022-06-24 11:00:00,30.15,49.34,52.0,32.0,13.0,16.1,165.55
2022-06-24 12:00:00,28.8,57.92,68.0,41.0,17.0,58.22,350.38
2022-06-24 13:00:00,28.69,62.74,50.5,30.0,12.5,66.78,411.29
2022-06-24 14:00:00,28.17,63.83,48.0,29.0,12.0,61.64,358.48
2022-06-24 15:00:00,28.59,58.91,50.0,31.0,13.0,54.79,328.03
2022-06-24 16:00:00,27.92,61.38,49.0,30.0,13.0,61.64,317.36
2022-06-24 17:00:00,28.25,58.55,49.0,30.0,13.0,58.22,367.52
2022-06-24 18:00:00,26.68,63.08,49.0,30.0,12.0,61.64,368.61
2022-06-24 19:00:00,25.86,64.87,51.5,31.5,13.0,65.07,424.14
2022-06-24 20:00:00,25.45,72.07,51.0,31.0,13.0,68.49,372.45
2022-06-24 21:00:00,25.83,71.98,55.5,33.0,13.5,61.64,383.71
2022-06-24 22:00:00,25.79,68.2,68.0,40.0,17.0,71.92,807.68
2022-06-24 23:00:00,25.45,72.9,79.5,48.0,20.0,71.92,1420.97
2022-06-25 00:00:00,25.44,71.83,67.0,41.0,17.0,61.64,608.64
2022-06-25 01:00:00,25.98,69.64,75.0,44.5,18.0,58.22,476.81
2022-06-25 02:00:00,25.34,72.89,74.0,45.0,19.0,61.64,488.3
2022-06-25 03:00:00,24.05,78.16,76.0,46.0,19.0,65.07,514.96
2022-06-25 04:00:00,24.01,81.14,86.0,52.0,21.0,65.07,624.15
2022-06-25 05:00:00,25.62,73.93,80.5,48.5,20.0,54.79,633.48
2022-06-25 06:00:00,26.07,68.39,74.0,44.0,18.0,47.95,441.78
2022-06-25 07:00:00,26.92,66.31,76.0,45.0,18.0,42.81,356.92
2022-06-25 08:00:00,27.74,59.36,56.0,34.0,14.0,41.1,314.12
2022-06-25 09:00:00,28.55,46.91,39.0,24.0,10.0,29.11,278.69
2022-06-25 10:00:00,29.38,52.56,53.0,32.0,14.0,54.79,387.93
2022-06-25 11:00:00,30.74,49.94,58.5,35.5,15.0,41.44,350.82
2022-06-25 12:00:00,30.21,59.24,52.0,31.0,13.0,60.96,408.16
2022-06-25 13:00:00,30.52,57.59,59.0,36.0,15.0,52.74,351.16
2022-06-25 14:00:00,30.6,59.91,51.0,31.0,13.0,59.59,378.98
2022-06-25 15:00:00,31.04,60.7,47.0,29.0,12.0,49.32,339.91
2022-06-25 16:00:00,30.73,59.31,47.0,28.0,11.0,44.52,356.93
2022-06-25 17:00:00,30.73,56.05,47.5,29.0,12.0,38.7,360.34
2022-06-25 18:00:00,30.1,55.95,44.0,27.0,11.0,41.1,374.96
2022-06-25 19:00:00,29.32,61.41,48.0,29.5,12.0,59.93,432.19
2022-06-25 20:00:00,29.04,58.85,47.0,29.0,12.0,65.07,546.33
2022-06-25 21:00:00,28.42,59.06,51.0,30.5,13.0,58.22,450.32
2022-06-25 22:00:00,26.46,63.1,32.0,20.0,8.0,58.22,300.44
2022-06-25 23:00:00,26.8,55.32,13.5,8.5,3.0,46.23,258.04
2022-06-26 00:00:00,25.87,58.84,17.0,10.0,4.0,54.79,236.78
2022-06-26 01:00:00,25.44,62.31,23.0,13.0,5.5,58.22,262.95
2022-06-26 02:00:00,26.08,58.63,22.0,12.0,5.0,54.79,253.43
2022-06-26 03:00:00,25.61,61.91,25.0,15.0,6.0,58.22,317.03
2022-06-26 04:00:00,24.65,66.04,25.0,14.0,6.0,61.64,376.97
2022-06-26 05:00:00,25.98,63.07,27.5,16.5,7.0,53.08,398.03
2022-06-26 06:00:00,26.2,62.12,25.0,15.0,6.0,51.37,264.82
2022-06-26 07:00:00,29.06,51.1,20.0,12.0,5.0,29.11,195.37
2022-06-26 08:00:00,30.39,42.9,13.0,8.0,3.0,10.27,199.49
2022-06-26 09:00:00,31.65,40.81,14.5,9.0,3.5,14.73,150.59
2022-06-26 10:00:00,30.11,50.62,22.0,13.0,5.0,45.89,331.94
2022-06-26 11:00:00,31.78,41.91,16.0,9.5,3.5,26.37,227.7
2022-06-26 12:00:00,33.04,37.19,16.0,9.0,3.0,10.96,185.61
2022-06-26 13:00:00,32.89,38.69,17.5,11.0,4.0,31.85,292.27
2022-06-26 14:00:00,31.47,52.22,30.0,19.0,8.0,60.96,376.44
2022-06-26 15:00:00,31.88,51.15,36.5,22.0,9.5,48.63,342.26
2022-06-26 16:00:00,30.84,57.37,40.0,25.0,10.0,56.16,372.14
2022-06-26 17:00:00,29.55,63.54,36.5,22.5,9.5,71.92,367.42
2022-06-26 18:00:00,28.54,69.63,42.0,25.0,10.0,75.34,410.13
2022-06-26 19:00:00,26.9,79.68,47.5,29.0,12.0,75.34,388.81
2022-06-26 20:00:00,26.49,81.68,51.0,31.0,12.0,68.49,375.95
2022-06-26 21:00:00,26.32,79.16,50.5,30.5,12.5,51.37,336.41
2022-06-26 22:00:00,26.21,70.36,47.0,29.0,12.0,47.95,253.24
2022-06-26 23:00:00,25.37,76.02,46.0,28.0,11.5,54.79,290.93
2022-06-27 00:00:00,25.79,78.55,55.0,33.0,14.0,61.64,371.99
2022-06-27 01:00:00,25.49,83.41,58.5,36.0,14.5,59.93,365.49
2022-06-27 02:00:00,25.38,81.79,51.0,31.0,13.0,54.79,251.27
2022-06-27 03:00:00,25.24,85.9,52.0,31.0,13.0,58.22,244.87
2022-06-27 04:00:00,25.24,86.88,57.0,34.0,14.0,58.22,288.09
2022-06-27 05:00:00,26.24,73.27,53.5,32.0,13.0,49.66,359.43
2022-06-27 06:00:00,26.72,74.59,55.0,34.0,14.0,54.79,402.94
2022-06-27 07:00:00,26.41,82.33,68.0,41.0,16.5,61.64,345.57
2022-06-27 08:00:00,27.4,75.29,68.0,41.0,17.0,61.64,400.94
2022-06-27 09:00:00,29.33,64.45,67.0,41.5,17.5,49.66,351.75
2022-06-27 10:00:00,30.36,55.47,63.0,39.0,16.0,34.25,322.61
2022-06-27 11:00:00,30.36,55.03,58.5,36.0,16.0,39.04,307.18
2022-06-27 12:00:00,31.55,48.2,53.0,33.0,14.0,27.4,371.68
2022-06-27 13:00:00,32.0,44.65,49.0,30.5,13.0,39.38,300.29
2022-06-27 14:00:00,32.35,43.59,50.0,31.0,14.0,35.62,319.99
2022-06-27 15:00:00,32.36,46.1,52.0,32.0,14.0,39.73,365.55
2022-06-27 16:00:00,31.91,48.33,54.0,33.0,14.0,46.58,389.78
2022-06-27 17:00:00,30.57,56.09,51.5,31.5,13.0,61.3,527.9
2022-06-27 18:00:00,29.04,62.42,53.0,32.0,13.0,75.34,531.28
2022-06-27 19:00:00,27.76,69.16,53.0,32.0,13.5,75.34,485.21
2022-06-27 20:00:00,27.09,74.32,56.0,34.0,14.0,71.92,411.62
2022-06-27 21:00:00,26.47,77.34,58.0,35.0,15.0,68.49,409.0
2022-06-27 22:00:00,26.9,74.94,56.0,34.0,14.0,61.64,335.87
2022-06-27 23:00:00,26.71,77.15,63.0,39.0,16.0,61.64,396.43
2022-06-28 00:00:00,25.97,79.0,67.0,40.0,17.0,54.79,405.49
2022-06-28 01:00:00,25.85,75.24,66.5,41.0,17.0,51.37,290.82
2022-06-28 02:00:00,25.82,78.22,67.0,40.0,16.0,51.37,306.58
2022-06-28 03:00:00,25.25,83.5,76.5,47.0,20.0,59.93,476.83
2022-06-28 04:00:00,25.37,94.2,103.0,63.0,25.0,51.37,491.68
2022-06-28 05:00:00,25.87,91.14,106.5,63.5,26.0,51.37,632.05
2022-06-28 06:00:00,26.15,90.73,112.0,67.0,28.0,47.95,559.11
2022-06-28 07:00:00,27.89,77.31,92.0,55.0,23.0,39.38,522.38
2022-06-28 08:00:00,28.84,73.65,86.0,52.0,21.0,47.95,545.76
2022-06-28 09:00:00,29.71,65.82,77.0,47.0,20.0,39.38,354.14
2022-06-28 10:00:00,31.61,53.91,70.0,43.0,18.0,32.19,329.22
2022-06-28 11:00:00,31.94,52.72,65.0,40.0,17.5,29.79,366.78
2022-06-28 12:00:00,32.91,46.29,60.0,38.0,16.0,22.6,331.14
2022-06-28 13:00:00,32.6,45.94,44.5,27.5,12.0,33.9,419.86
2022-06-28 14:00:00,32.79,42.72,43.0,27.0,12.0,26.71,325.79
2022-06-28 15:00:00,33.22,36.47,36.5,23.0,9.5,32.19,309.48
2022-06-28 16:00:00,34.21,31.59,36.0,22.0,9.0,14.38,366.33
2022-06-28 17:00:00,33.8,31.08,34.5,21.5,9.0,27.74,418.53
2022-06-28 18:00:00,32.33,32.33,31.0,19.0,8.0,38.36,519.82
2022-06-28 19:00:00,30.67,42.12,37.5,23.0,9.5,54.79,499.08
2022-06-28 20:00:00,29.95,44.96,36.0,22.0,9.0,65.07,440.42
2022-06-28 21:00:00,26.95,58.64,32.0,20.0,8.0,77.05,465.93
2022-06-28 22:00:00,25.81,62.43,22.0,13.0,6.0,68.49,374.08
2022-06-28 23:00:00,25.22,59.44,12.0,7.0,3.0,70.21,264.03
2022-06-29 00:00:00,24.53,73.5,10.0,6.0,2.0,78.77,361.21
2022-06-29 01:00:00,23.69,83.99,14.0,8.0,3.0,71.92,359.64
2022-06-29 02:00:00,24.06,78.89,17.0,10.0,4.0,58.22,315.55
2022-06-29 03:00:00,23.9,77.13,22.0,13.5,5.5,56.51,312.17
2022-06-29 04:00:00,23.89,74.78,27.0,17.0,7.0,65.07,491.22
2022-06-29 05:00:00,25.66,65.46,33.5,21.0,8.5,47.95,538.43
2022-06-29 06:00:00,26.59,60.29,30.0,18.0,8.0,44.52,341.91
2022-06-29 07:00:00,28.49,55.78,27.5,17.0,7.0,37.67,286.56
2022-06-29 08:00:00,29.37,52.1,38.0,23.0,10.0,47.95,349.82
2022-06-29 09:00:00,28.96,62.13,54.0,33.0,14.0,71.92,615.67
2022-06-29 10:00:00,29.86,60.66,51.0,31.0,13.0,47.95,439.92
2022-06-29 11:00:00,31.21,53.18,45.0,27.5,12.0,41.44,308.2
2022-06-29 12:00:00,31.44,49.21,39.0,24.0,10.0,26.71,299.37
2022-06-29 13:00:00,31.95,43.73,30.5,19.0,8.0,31.51,372.1
2022-06-29 14:00:00,31.86,43.15,32.0,20.0,9.0,28.08,390.09
2022-06-29 15:00:00,32.39,41.58,32.5,20.5,8.5,39.38,354.08
2022-06-29 16:00:00,32.05,40.89,30.0,19.0,8.0,30.14,302.95
2022-06-29 17:00:00,32.38,34.17,32.5,20.0,9.0,23.29,344.08
2022-06-29 18:00:00,31.6,36.83,31.0,19.0,8.0,36.99,414.47
2022-06-29 19:00:00,29.87,44.22,34.0,20.5,9.0,66.78,451.62
2022-06-29 20:00:00,28.89,54.63,40.0,24.0,10.0,78.77,516.59
2022-06-29 21:00:00,27.8,58.28,49.0,30.0,12.5,70.21,486.8
2022-06-29 22:00:00,27.74,54.87,41.0,25.0,11.0,65.07,497.62
2022-06-29 23:00:00,27.6,51.19,34.5,21.5,9.0,54.79,376.39
2022-06-30 00:00:00,27.03,53.41,39.0,24.0,10.0,65.07,491.53
2022-06-30 01:00:00,26.45,59.92,51.5,31.5,13.5,63.36,485.71
2022-06-30 02:00:00,26.11,58.1,43.0,27.0,11.0,58.22,356.61
