,OLSR,SARIMAX
MAE,3.0518477217939424,1.2873960464811556
MSE,11.95794653701535,2.930711331108535
MAPE,0.3559384454967342,1.2428343628925493
R2,-0.5041415556099023,0.5004673131553888
