Datetime,NO2 (ppb),O3 (ppb),Humidity (%),Temp (C)
2022-07-25 16:00:00,39.64,72.31,44.38,34.38
2022-07-25 17:00:00,42.56,65.32,46.78,33.55
2022-07-25 18:00:00,47.25,57.87,51.43,31.83
2022-07-25 19:00:00,45.75,54.59,55.88,29.93
2022-07-25 20:00:00,48.13,46.16,59.4,28.48
2022-07-25 21:00:00,36.45,44.53,60.23,27.43
2022-07-25 22:00:00,36.85,38.77,59.35,27.13
2022-07-25 23:00:00,46.07,30.64,60.58,26.6
2022-07-26 00:00:00,40.25,31.09,63.23,26.05
2022-07-26 01:00:00,29.81,32.91,64.03,25.8
2022-07-26 02:00:00,38.59,27.79,70.43,25.68
2022-07-26 03:00:00,43.11,14.31,73.68,25.28
2022-07-26 04:00:00,47.55,11.91,74.65,24.75
2022-07-26 05:00:00,35.88,9.32,76.65,25.38
2022-07-26 06:00:00,29.03,18.11,68.45,27.68
2022-07-26 07:00:00,29.45,25.78,65.13,28.93
2022-07-26 08:00:00,21.46,32.09,59.9,30.7
2022-07-26 09:00:00,10.35,56.34,48.0,32.88
2022-07-26 10:00:00,23.45,64.22,49.5,33.03
2022-07-26 11:00:00,32.66,63.3,53.63,33.3
2022-07-26 12:00:00,34.09,63.46,53.63,33.93
2022-07-26 13:00:00,36.55,60.78,54.88,33.3
2022-07-26 14:00:00,41.95,56.89,58.7,32.35
2022-07-26 15:00:00,35.83,51.06,58.58,32.03
2022-07-26 16:00:00,30.66,54.31,55.28,31.63
2022-07-26 17:00:00,28.77,51.52,56.13,30.68
2022-07-26 18:00:00,34.51,49.14,61.13,29.53
2022-07-26 19:00:00,36.9,39.45,60.55,28.65
2022-07-26 20:00:00,51.54,30.89,62.5,27.85
2022-07-26 21:00:00,60.34,21.01,64.85,27.13
2022-07-26 22:00:00,71.39,16.52,64.9,26.65
2022-07-26 23:00:00,33.89,31.99,65.78,26.15
2022-07-27 00:00:00,22.57,37.9,64.4,26.03
2022-07-27 01:00:00,20.09,31.1,64.35,26.2
2022-07-27 02:00:00,22.38,15.37,67.8,25.83
2022-07-27 03:00:00,39.98,14.13,66.73,24.83
2022-07-27 04:00:00,47.14,9.66,63.28,24.28
2022-07-27 05:00:00,52.74,8.21,59.1,25.0
2022-07-27 06:00:00,41.87,17.33,58.6,28.05
2022-07-27 07:00:00,39.43,17.49,63.68,29.43
2022-07-27 08:00:00,36.51,28.09,59.9,31.03
2022-07-27 09:00:00,26.95,42.22,56.53,32.55
2022-07-27 10:00:00,23.75,52.88,51.6,34.13
2022-07-27 11:00:00,21.37,57.47,47.58,34.63
2022-07-27 12:00:00,16.54,57.77,41.05,36.15
2022-07-27 13:00:00,26.52,65.69,39.28,36.45
2022-07-27 14:00:00,33.57,67.68,40.3,35.83
2022-07-27 15:00:00,30.51,67.25,38.63,35.28
2022-07-27 16:00:00,38.07,67.13,42.83,34.48
2022-07-27 17:00:00,36.34,64.25,42.55,33.85
2022-07-27 18:00:00,39.64,56.77,44.15,32.88
2022-07-27 19:00:00,36.9,50.85,45.4,31.68
2022-07-27 20:00:00,52.54,38.1,48.25,30.8
2022-07-27 21:00:00,48.48,44.34,56.33,29.75
2022-07-27 22:00:00,73.88,20.6,55.98,28.95
2022-07-27 23:00:00,68.19,20.2,56.23,28.25
2022-07-28 00:00:00,48.12,24.35,57.28,28.08
2022-07-28 01:00:00,23.91,43.0,55.85,28.25
2022-07-28 02:00:00,22.72,48.43,55.25,28.2
2022-07-28 03:00:00,21.09,48.31,54.5,28.03
2022-07-28 04:00:00,24.88,46.55,55.0,27.83
2022-07-28 05:00:00,28.5,41.72,53.93,28.68
2022-07-28 06:00:00,26.64,40.07,50.08,30.4
2022-07-28 07:00:00,29.5,46.41,45.93,32.58
2022-07-28 08:00:00,20.11,55.8,41.35,34.93
2022-07-28 09:00:00,37.66,68.03,45.3,34.88
2022-07-28 10:00:00,43.02,61.69,50.43,34.68
2022-07-28 11:00:00,37.39,64.09,48.38,35.13
2022-07-28 12:00:00,37.13,72.18,45.7,36.33
2022-07-28 13:00:00,34.43,68.21,44.13,35.9
2022-07-28 14:00:00,30.86,66.76,41.35,35.63
2022-07-28 15:00:00,37.07,65.78,42.05,35.3
2022-07-28 16:00:00,42.98,64.27,45.48,34.48
2022-07-28 17:00:00,37.85,59.76,47.55,32.9
2022-07-28 18:00:00,39.96,50.19,43.9,32.33
2022-07-28 19:00:00,58.48,34.67,42.98,31.53
2022-07-28 20:00:00,82.6,24.41,43.18,30.7
2022-07-28 21:00:00,65.25,32.08,45.53,30.38
2022-07-28 22:00:00,35.25,46.93,48.85,30.23
2022-07-28 23:00:00,35.91,36.72,54.95,29.53
2022-07-29 00:00:00,37.56,34.66,54.58,28.53
2022-07-29 01:00:00,40.2,29.63,62.28,27.8
2022-07-29 02:00:00,31.5,24.24,62.85,26.95
2022-07-29 03:00:00,31.88,22.32,61.45,26.43
2022-07-29 04:00:00,41.92,22.99,62.18,26.13
2022-07-29 05:00:00,58.15,15.42,62.03,26.9
2022-07-29 06:00:00,31.94,25.96,57.63,29.35
2022-07-29 07:00:00,25.66,32.27,57.83,30.4
2022-07-29 08:00:00,24.54,38.1,52.53,31.53
2022-07-29 09:00:00,26.16,46.73,52.93,32.33
2022-07-29 10:00:00,23.09,45.2,48.48,33.03
2022-07-29 11:00:00,26.14,49.08,48.15,33.68
2022-07-29 12:00:00,31.62,55.33,50.2,33.58
2022-07-29 13:00:00,31.18,56.17,48.35,33.85
2022-07-29 14:00:00,28.87,55.75,47.93,33.63
2022-07-29 15:00:00,31.44,55.17,47.4,33.3
2022-07-29 16:00:00,36.44,55.26,50.18,33.1
2022-07-29 17:00:00,23.87,52.63,44.45,32.55
2022-07-29 18:00:00,33.59,52.37,44.55,31.83
2022-07-29 19:00:00,33.31,48.03,49.15,30.85
2022-07-29 20:00:00,71.37,24.58,51.4,29.8
2022-07-29 21:00:00,69.08,20.97,53.65,28.93
2022-07-29 22:00:00,66.19,24.84,56.23,28.48
2022-07-29 23:00:00,56.38,21.88,60.5,28.08
2022-07-30 00:00:00,52.62,16.82,61.48,27.13
2022-07-30 01:00:00,28.9,26.75,57.08,26.55
2022-07-30 02:00:00,21.81,32.35,54.78,26.28
2022-07-30 03:00:00,36.63,24.28,55.03,26.08
2022-07-30 04:00:00,62.3,13.13,60.93,25.83
2022-07-30 05:00:00,31.51,9.85,67.9,26.23
2022-07-30 06:00:00,29.36,18.57,60.23,28.38
2022-07-30 07:00:00,15.88,32.5,51.4,31.05
2022-07-30 08:00:00,15.59,50.03,47.68,32.45
2022-07-30 09:00:00,23.73,52.45,48.73,33.0
2022-07-30 10:00:00,31.59,55.39,50.6,33.5
2022-07-30 11:00:00,35.5,56.12,53.65,33.13
2022-07-30 12:00:00,27.58,52.72,50.75,33.65
2022-07-30 13:00:00,30.43,57.0,49.33,33.88
2022-07-30 14:00:00,31.71,56.92,51.5,33.23
2022-07-30 15:00:00,33.57,52.69,51.8,32.88
2022-07-30 16:00:00,34.35,51.0,52.1,32.83
2022-07-30 17:00:00,35.02,49.63,54.43,31.88
2022-07-30 18:00:00,32.44,46.74,55.4,30.5
2022-07-30 19:00:00,31.36,45.08,56.43,29.4
2022-07-30 20:00:00,33.49,41.72,59.55,28.58
2022-07-30 21:00:00,41.7,33.95,61.83,28.05
2022-07-30 22:00:00,38.25,31.38,61.58,27.65
2022-07-30 23:00:00,24.86,38.27,58.03,27.58
2022-07-31 00:00:00,25.07,36.55,58.88,27.58
2022-07-31 01:00:00,22.8,38.29,58.9,27.4
2022-07-31 02:00:00,21.89,38.72,58.53,26.8
2022-07-31 03:00:00,27.32,32.29,59.75,26.0
2022-07-31 04:00:00,29.72,30.57,62.95,25.13
2022-07-31 05:00:00,27.85,25.96,65.08,25.73
2022-07-31 06:00:00,29.33,22.54,60.43,28.6
2022-07-31 07:00:00,25.57,32.76,57.6,30.38
2022-07-31 08:00:00,12.32,42.67,48.9,32.35
2022-07-31 09:00:00,13.62,60.25,44.4,33.35
2022-07-31 10:00:00,15.05,63.27,43.0,33.75
2022-07-31 11:00:00,14.91,64.23,40.18,35.13
2022-07-31 12:00:00,22.53,66.86,38.15,36.45
2022-07-31 13:00:00,27.97,64.88,37.48,37.03
2022-07-31 14:00:00,39.52,69.18,39.2,36.88
2022-07-31 15:00:00,44.97,66.64,44.55,35.53
2022-07-31 16:00:00,42.57,64.98,48.53,33.9
2022-07-31 17:00:00,41.08,60.44,49.43,32.9
2022-07-31 18:00:00,38.22,55.59,51.28,31.53
2022-07-31 19:00:00,32.2,47.51,51.83,30.75
2022-07-31 20:00:00,16.53,42.96,44.25,30.65
2022-07-31 21:00:00,20.39,44.76,45.65,30.25
2022-07-31 22:00:00,18.2,46.13,44.98,29.73
2022-07-31 23:00:00,13.67,48.91,42.88,29.15
2022-08-01 00:00:00,14.58,51.39,42.25,28.78
2022-08-01 01:00:00,19.89,46.56,44.83,28.1
2022-08-01 02:00:00,18.31,48.02,45.63,27.3
2022-08-01 03:00:00,16.88,47.76,45.25,26.7
2022-08-01 04:00:00,17.23,46.95,45.13,26.2
2022-08-01 05:00:00,18.23,46.03,44.93,26.05
2022-08-01 06:00:00,19.07,45.59,44.45,26.25
2022-08-01 07:00:00,13.25,48.07,40.23,28.7
2022-08-01 08:00:00,11.35,55.03,35.73,31.13
2022-08-01 09:00:00,11.71,62.45,31.6,32.93
2022-08-01 10:00:00,23.815570398140856,55.654265935878485,26.65,34.3
2022-08-01 11:00:00,24.21467931783511,55.869342761860224,25.63,34.75
2022-08-01 12:00:00,23.729483307119235,56.036520900198155,25.33,35.75
2022-08-01 13:00:00,23.967996730372736,55.97724062316704,23.88,36.3
2022-08-01 14:00:00,41.98,78.71,28.53,35.55
2022-08-01 15:00:00,24.26758319142113,55.91527926844429,24.9,35.08
2022-08-01 16:00:00,24.09806134943032,55.931881478131956,25.25,35.13
2022-08-01 17:00:00,24.313568103935975,55.81915621230943,25.85,34.53
2022-08-01 18:00:00,19.902895333308734,55.43692888262397,28.65,33.03
2022-08-01 19:00:00,30.45,59.2,31.9,31.63
2022-08-01 20:00:00,27.64,56.2,34.88,30.45
2022-08-01 21:00:00,26.56,54.82,36.93,29.35
2022-08-01 22:00:00,24.71,52.98,36.95,28.48
2022-08-01 23:00:00,23.41,51.49,38.53,27.48
2022-08-02 00:00:00,18.31,53.79,38.15,26.85
2022-08-02 01:00:00,18.1,54.19,38.7,26.5
2022-08-02 02:00:00,15.51,53.41,39.53,26.05
2022-08-02 03:00:00,17.08,51.99,39.95,25.6
2022-08-02 04:00:00,20.19,49.05,41.35,25.15
2022-08-02 05:00:00,24.05,44.23,42.3,25.43
2022-08-02 06:00:00,22.85,45.86,40.45,27.2
2022-08-02 07:00:00,13.29,52.65,36.2,30.13
2022-08-02 08:00:00,13.54,61.63,32.63,32.15
2022-08-02 09:00:00,17.71,67.83,30.65,33.88
2022-08-02 10:00:00,25.09,72.68,31.75,33.7
2022-08-02 11:00:00,27.69,71.88,33.58,33.8
2022-08-02 12:00:00,29.13,72.99,34.28,34.15
2022-08-02 13:00:00,31.96,70.72,35.33,34.28
2022-08-02 14:00:00,30.04,69.24,34.4,33.83
2022-08-02 15:00:00,28.2,70.78,33.0,33.55
2022-08-02 16:00:00,37.4,70.13,36.45,33.68
2022-08-02 17:00:00,38.01,63.77,40.55,32.23
2022-08-02 18:00:00,41.48,58.74,45.2,30.68
2022-08-02 19:00:00,45.4,51.47,50.93,29.23
2022-08-02 20:00:00,45.39,43.19,53.63,28.23
2022-08-02 21:00:00,68.47,24.45,55.13,27.43
2022-08-02 22:00:00,73.64,17.95,57.13,26.7
2022-08-02 23:00:00,57.43,19.82,60.25,26.08
2022-08-03 00:00:00,38.52,27.11,62.78,26.1
2022-08-03 01:00:00,30.34,29.03,62.98,26.03
2022-08-03 02:00:00,24.83,30.63,60.8,25.5
2022-08-03 03:00:00,27.01,28.25,60.15,25.08
2022-08-03 04:00:00,42.47,25.69,61.9,25.43
2022-08-03 05:00:00,46.72,13.48,70.33,25.55
2022-08-03 06:00:00,54.23,9.02,70.08,25.93
2022-08-03 07:00:00,45.25,9.75,72.38,26.18
2022-08-03 08:00:00,20.11,23.09,60.5,29.0
2022-08-03 09:00:00,11.75,44.32,48.83,31.63
2022-08-03 10:00:00,19.29,56.32,49.18,32.45
2022-08-03 11:00:00,24.05,56.29,47.5,32.48
2022-08-03 12:00:00,24.92,58.87,46.43,32.65
2022-08-03 13:00:00,26.84,58.35,44.75,33.3
2022-08-03 14:00:00,28.74,60.5,44.55,32.98
2022-08-03 15:00:00,35.18,57.75,46.3,32.2
2022-08-03 16:00:00,36.45,55.22,49.2,31.8
2022-08-03 17:00:00,28.96,55.14,45.6,31.58
2022-08-03 18:00:00,30.38,52.49,46.25,30.83
2022-08-03 19:00:00,28.71,51.73,48.03,29.78
2022-08-03 20:00:00,25.58,51.04,47.18,28.98
2022-08-03 21:00:00,44.19,47.05,56.13,27.1
2022-08-03 22:00:00,52.25,31.78,65.6,25.25
2022-08-03 23:00:00,34.8,33.41,56.23,26.08
2022-08-04 00:00:00,26.43,28.09,57.1,26.2
2022-08-04 01:00:00,20.96,37.12,56.0,26.2
2022-08-04 02:00:00,28.11,34.2,60.08,26.0
2022-08-04 03:00:00,37.04,21.37,66.15,25.33
2022-08-04 04:00:00,36.92,17.36,60.25,25.1
2022-08-04 05:00:00,44.72,17.68,62.0,25.18
2022-08-04 06:00:00,36.3,18.58,62.13,26.2
2022-08-04 07:00:00,34.97,24.53,56.78,28.68
2022-08-04 08:00:00,17.13,40.15,50.18,30.8
2022-08-04 09:00:00,26.55,46.21,48.4,32.15
2022-08-04 10:00:00,30.82,57.24,49.25,32.83
2022-08-04 11:00:00,32.63,58.35,50.48,33.43
2022-08-04 12:00:00,23.47,63.16,45.4,34.13
2022-08-04 13:00:00,29.33,65.05,43.3,34.18
2022-08-04 14:00:00,37.53,63.3,48.18,33.08
2022-08-04 15:00:00,25.17,57.31,42.8,32.7
2022-08-04 16:00:00,25.71,59.47,40.13,33.38
2022-08-04 17:00:00,27.13,58.09,40.58,32.48
2022-08-04 18:00:00,31.15,53.81,39.88,31.55
2022-08-04 19:00:00,33.05,48.77,41.43,30.4
2022-08-04 20:00:00,42.66,40.23,43.25,29.18
2022-08-04 21:00:00,60.38,29.87,44.93,28.28
2022-08-04 22:00:00,59.69,29.25,47.05,27.38
2022-08-04 23:00:00,41.66,32.78,47.98,26.85
2022-08-05 00:00:00,43.8,30.26,49.93,26.58
2022-08-05 01:00:00,29.0,35.38,50.15,26.23
2022-08-05 02:00:00,24.86,33.63,50.93,25.95
2022-08-05 03:00:00,31.79,29.75,52.78,25.73
2022-08-05 04:00:00,46.22,22.8,55.78,25.2
2022-08-05 05:00:00,57.69,14.47,57.28,25.38
2022-08-05 06:00:00,45.5,18.48,58.33,27.5
2022-08-05 07:00:00,32.28,23.76,54.65,30.03
2022-08-05 08:00:00,18.75,43.84,46.65,31.15
2022-08-05 09:00:00,15.63,51.38,43.95,32.78
2022-08-05 10:00:00,18.41,57.37,40.28,34.03
2022-08-05 11:00:00,39.91,67.02,46.88,34.28
2022-08-05 12:00:00,42.07,70.5,48.75,34.65
2022-08-05 13:00:00,40.85,61.45,47.98,34.83
2022-08-05 14:00:00,36.87,60.41,48.48,34.1
2022-08-05 15:00:00,26.88,58.0,43.95,33.6
2022-08-05 16:00:00,33.42,57.58,45.3,33.4
2022-08-05 17:00:00,34.23,57.15,48.4,32.75
2022-08-05 18:00:00,29.7,51.75,41.95,31.85
2022-08-05 19:00:00,33.63,44.56,42.43,30.78
2022-08-05 20:00:00,35.79,43.25,43.28,29.8
2022-08-05 21:00:00,32.54,45.76,43.35,29.23
2022-08-05 22:00:00,42.17,37.31,44.2,29.13
2022-08-05 23:00:00,52.29,38.7,52.88,28.93
2022-08-06 00:00:00,36.39,30.08,49.2,28.65
2022-08-06 01:00:00,25.5,44.13,48.65,28.1
2022-08-06 02:00:00,25.03,42.77,47.68,28.28
2022-08-06 03:00:00,36.45,32.74,50.43,27.55
2022-08-06 04:00:00,51.56,23.21,62.88,26.83
2022-08-06 05:00:00,45.31,22.74,57.45,26.7
2022-08-06 06:00:00,48.19,15.83,64.13,27.7
2022-08-06 07:00:00,27.62,30.56,51.85,31.4
2022-08-06 08:00:00,33.07,39.26,55.03,31.68
2022-08-06 09:00:00,25.98,47.2,52.03,32.23
2022-08-06 10:00:00,24.15,56.18,48.2,33.35
2022-08-06 11:00:00,30.8,53.66,48.73,33.5
2022-08-06 12:00:00,30.92,57.49,48.03,33.83
2022-08-06 13:00:00,22.52,59.18,42.53,35.05
2022-08-06 14:00:00,29.87,61.39,42.48,35.65
2022-08-06 15:00:00,43.52,58.47,46.63,34.9
2022-08-06 16:00:00,33.37,52.84,43.1,34.88
2022-08-06 17:00:00,28.37,60.56,40.98,34.53
2022-08-06 18:00:00,27.43,59.52,39.7,33.03
2022-08-06 19:00:00,35.94,51.95,40.43,32.13
2022-08-06 20:00:00,33.78,54.16,43.05,31.43
2022-08-06 21:00:00,37.22,56.07,50.13,29.78
2022-08-06 22:00:00,26.59,49.3,47.28,29.33
2022-08-06 23:00:00,30.24,40.24,46.35,29.65
2022-08-07 00:00:00,24.77,42.15,47.18,29.35
2022-08-07 01:00:00,26.5,41.41,48.03,29.13
2022-08-07 02:00:00,28.2,41.91,50.2,28.7
2022-08-07 03:00:00,30.52,37.29,52.43,27.7
2022-08-07 04:00:00,40.23,30.53,54.85,26.8
2022-08-07 05:00:00,50.73,22.17,57.33,26.6
2022-08-07 06:00:00,45.72,23.1,63.38,28.1
2022-08-07 07:00:00,32.94,21.16,60.28,30.23
2022-08-07 08:00:00,34.08,27.84,54.93,32.03
2022-08-07 09:00:00,26.91,44.38,50.45,34.3
2022-08-07 10:00:00,16.13,53.81,42.25,35.75
2022-08-07 11:00:00,12.8,63.55,32.98,37.08
2022-08-07 12:00:00,26.45,65.48,34.43,36.53
2022-08-07 13:00:00,62.69,69.5,46.95,34.63
2022-08-07 14:00:00,49.88,57.79,52.88,31.9
2022-08-07 15:00:00,40.06,52.1,52.3,31.95
2022-08-07 16:00:00,57.4,53.8,59.33,31.43
2022-08-07 17:00:00,45.26,44.92,62.88,30.33
2022-08-07 18:00:00,34.03,38.58,59.55,29.8
2022-08-07 19:00:00,42.77,30.13,60.48,29.33
2022-08-07 20:00:00,37.39,26.74,58.0,29.18
2022-08-07 21:00:00,51.95,20.51,58.6,29.13
2022-08-07 22:00:00,36.19,23.3,57.75,28.83
2022-08-07 23:00:00,20.9,15.81,61.15,28.1
2022-08-08 00:00:00,24.91,20.26,61.35,27.68
2022-08-08 01:00:00,28.0,20.1,62.23,26.78
2022-08-08 02:00:00,17.65,24.66,61.03,26.08
2022-08-08 03:00:00,15.21,33.69,55.83,25.9
2022-08-08 04:00:00,39.33,21.47,57.25,25.3
2022-08-08 05:00:00,28.91,25.02,56.43,25.5
2022-08-08 06:00:00,19.06,30.89,49.63,28.05
2022-08-08 07:00:00,23.59,34.8,46.98,31.4
2022-08-08 08:00:00,16.09,44.64,41.73,33.13
2022-08-08 09:00:00,7.51,45.54,29.08,35.2
2022-08-08 10:00:00,27.39141021442746,60.085910113773515,26.73,36.25
2022-08-08 11:00:00,28.37572535641787,60.542427167916166,24.48,37.55
2022-08-08 12:00:00,28.276582956379716,60.44951778168038,23.58,37.6
2022-08-08 13:00:00,56.1,79.38,29.35,37.35
2022-08-08 14:00:00,42.91,64.78,37.73,34.65
2022-08-08 15:00:00,44.47,58.14,41.73,33.48
2022-08-08 16:00:00,49.57,53.55,46.48,32.85
2022-08-08 17:00:00,40.74,48.88,47.85,32.45
2022-08-08 18:00:00,35.72,42.82,45.9,31.5
2022-08-08 19:00:00,76.77,20.87,47.2,30.48
2022-08-08 20:00:00,63.17,20.88,48.2,29.7
2022-08-08 21:00:00,54.96,19.87,45.85,28.88
2022-08-08 22:00:00,41.59,23.47,43.93,28.05
2022-08-08 23:00:00,50.24,25.41,49.55,27.73
2022-08-09 00:00:00,29.78,27.39,48.63,27.3
2022-08-09 01:00:00,13.2,42.94,39.35,28.1
2022-08-09 02:00:00,15.03,40.1,43.9,27.93
2022-08-09 03:00:00,27.73,39.24,42.35,27.85
2022-08-09 04:00:00,38.36,15.71,54.88,26.23
2022-08-09 05:00:00,44.31,8.21,54.73,25.75
2022-08-09 06:00:00,18.9,24.86,41.93,28.28
2022-08-09 07:00:00,9.74,46.35,32.23,31.98
2022-08-09 08:00:00,17.24,50.66,30.83,33.0
2022-08-09 09:00:00,25.23,52.38,29.28,35.55
2022-08-09 10:00:00,28.726473090756365,62.27809192334962,23.25,38.0
2022-08-09 11:00:00,33.40057150747697,65.5287231589216,24.7,38.38
2022-08-09 12:00:00,49.83,68.25,35.4,37.05
2022-08-09 13:00:00,38.66,64.32,34.65,36.05
2022-08-09 14:00:00,34.22,61.27,34.05,35.18
2022-08-09 15:00:00,36.23,62.13,35.1,35.13
2022-08-09 16:00:00,37.69,57.34,37.35,34.63
2022-08-09 17:00:00,32.73,56.09,35.4,34.15
2022-08-09 18:00:00,30.84,52.68,31.48,33.05
2022-08-09 19:00:00,38.02,44.43,31.18,31.6
2022-08-09 20:00:00,34.41,45.05,31.83,30.83
2022-08-09 21:00:00,70.26,36.62,43.0,30.03
2022-08-09 22:00:00,61.17,21.62,42.5,28.43
2022-08-09 23:00:00,46.61,23.04,41.5,27.23
2022-08-10 00:00:00,30.97,31.16,41.13,26.63
2022-08-10 01:00:00,29.75,28.8,42.83,26.25
2022-08-10 02:00:00,55.74,25.77,54.8,26.05
2022-08-10 03:00:00,56.82,14.74,58.38,26.0
2022-08-10 04:00:00,41.32,14.06,53.18,26.33
2022-08-10 05:00:00,35.79,17.26,50.33,26.98
2022-08-10 06:00:00,14.59,36.52,41.1,27.98
2022-08-10 07:00:00,18.31,42.94,42.78,28.3
2022-08-10 08:00:00,24.26,44.44,45.05,28.28
2022-08-10 09:00:00,21.73,43.72,43.8,29.68
2022-08-10 10:00:00,15.18,54.6,35.8,32.98
2022-08-10 11:00:00,30.55,64.39,36.65,35.45
2022-08-10 12:00:00,38.35,61.17,43.33,35.05
2022-08-10 13:00:00,34.95,62.87,40.35,35.5
2022-08-10 14:00:00,24.21,58.48,36.68,34.48
2022-08-10 15:00:00,18.31,62.15,30.75,34.38
2022-08-10 16:00:00,27.88,64.08,32.38,34.38
2022-08-10 17:00:00,29.63,59.63,36.1,32.65
2022-08-10 18:00:00,29.52,57.11,37.4,31.25
2022-08-10 19:00:00,25.88,54.71,38.25,30.58
2022-08-10 20:00:00,25.96,52.78,39.18,30.1
2022-08-10 21:00:00,24.69,50.03,39.5,29.58
2022-08-10 22:00:00,22.54,49.42,38.38,29.48
2022-08-10 23:00:00,26.3,48.65,42.43,28.73
2022-08-11 00:00:00,27.38,49.76,45.2,27.95
2022-08-11 01:00:00,26.24,48.5,47.13,27.25
2022-08-11 02:00:00,24.97,46.94,48.83,26.7
2022-08-11 03:00:00,24.91,42.45,50.15,26.43
2022-08-11 04:00:00,23.95,40.66,51.0,25.85
2022-08-11 05:00:00,25.03,38.08,50.85,25.75
2022-08-11 06:00:00,22.75,40.39,49.38,27.03
2022-08-11 07:00:00,19.01,43.23,44.4,29.68
2022-08-11 08:00:00,20.85,50.02,40.28,31.95
2022-08-11 09:00:00,27.39,57.99,41.2,32.15
2022-08-11 10:00:00,30.49,59.04,42.58,32.58
2022-08-11 11:00:00,26.35,59.49,41.38,33.55
2022-08-11 12:00:00,28.45,61.59,39.68,33.73
2022-08-11 13:00:00,32.47,63.3,40.75,33.88
2022-08-11 14:00:00,30.98,61.52,41.08,33.55
2022-08-11 15:00:00,41.2,61.99,44.0,32.8
2022-08-11 16:00:00,36.86,59.81,46.3,31.85
2022-08-11 17:00:00,29.94,54.89,45.85,30.7
2022-08-11 18:00:00,33.99,53.84,51.68,27.8
2022-08-11 19:00:00,31.11,45.45,50.93,27.35
2022-08-11 20:00:00,38.18,38.2,51.75,27.6
2022-08-11 21:00:00,30.53,41.59,53.3,27.18
2022-08-11 22:00:00,29.57,40.19,56.3,26.33
2022-08-11 23:00:00,25.15,45.04,55.65,26.3
2022-08-12 00:00:00,29.63,39.95,58.2,26.3
2022-08-12 01:00:00,27.19,33.56,59.0,25.85
2022-08-12 02:00:00,21.77,36.76,57.73,25.45
2022-08-12 03:00:00,24.84,33.33,59.45,25.48
2022-08-12 04:00:00,32.12,28.89,63.73,25.43
2022-08-12 05:00:00,25.84,27.72,62.85,25.33
2022-08-12 06:00:00,32.99,29.88,62.93,25.38
2022-08-12 07:00:00,53.48,24.83,72.55,24.38
2022-08-12 08:00:00,42.03,21.4,72.48,24.7
2022-08-12 09:00:00,28.15,32.68,69.05,25.33
2022-08-12 10:00:00,38.07,29.51,70.55,25.7
2022-08-12 11:00:00,32.9,32.17,67.95,26.75
2022-08-12 12:00:00,22.03,38.14,61.28,28.58
2022-08-12 13:00:00,8.95,43.27,49.85,30.78
2022-08-12 14:00:00,11.82,54.23,49.0,30.6
2022-08-12 15:00:00,19.19,55.11,50.3,29.88
2022-08-12 16:00:00,25.45,53.49,51.63,29.9
2022-08-12 17:00:00,27.94,52.8,53.85,29.03
2022-08-12 18:00:00,29.62,47.95,55.3,27.98
2022-08-12 19:00:00,40.33,34.04,53.65,27.45
2022-08-12 20:00:00,54.4,22.16,54.45,27.08
2022-08-12 21:00:00,27.1,33.89,55.78,26.7
2022-08-12 22:00:00,24.91,40.07,56.2,26.0
2022-08-12 23:00:00,28.36,31.3,57.53,25.7
2022-08-13 00:00:00,24.35,33.59,59.98,24.78
2022-08-13 01:00:00,23.88,31.04,62.15,23.93
2022-08-13 02:00:00,23.7,29.23,63.05,23.53
2022-08-13 03:00:00,32.82,23.82,66.45,23.53
2022-08-13 04:00:00,27.04,20.08,66.25,23.58
2022-08-13 05:00:00,30.86,18.83,66.48,23.58
2022-08-13 06:00:00,29.54,17.69,67.08,23.95
2022-08-13 07:00:00,34.67,18.02,67.23,24.38
2022-08-13 08:00:00,27.8,25.07,70.28,24.38
2022-08-13 09:00:00,20.38,30.82,62.18,26.18
2022-08-13 10:00:00,17.62,32.26,58.4,27.13
2022-08-13 11:00:00,13.02,38.24,52.95,28.95
2022-08-13 12:00:00,12.89,51.17,47.6,31.65
2022-08-13 13:00:00,17.75,57.17,48.98,30.83
2022-08-13 14:00:00,22.96,54.09,47.98,31.15
2022-08-13 15:00:00,24.94,53.61,50.2,30.55
2022-08-13 16:00:00,29.37,55.34,51.18,30.53
2022-08-13 17:00:00,26.4,51.42,51.0,29.65
2022-08-13 18:00:00,29.07,46.93,49.6,29.08
2022-08-13 19:00:00,31.7,41.85,49.63,27.88
2022-08-13 20:00:00,38.63,36.74,51.55,26.58
2022-08-13 21:00:00,44.85,38.81,58.08,25.9
2022-08-13 22:00:00,41.2,41.13,63.2,25.38
2022-08-13 23:00:00,42.63,31.17,64.48,25.05
2022-08-14 00:00:00,38.32,22.97,68.63,24.93
2022-08-14 01:00:00,22.53,13.09,69.8,24.93
2022-08-14 02:00:00,20.42,23.91,64.68,24.43
2022-08-14 03:00:00,19.09,37.14,67.38,23.78
2022-08-14 04:00:00,19.34,39.05,69.53,22.98
2022-08-14 05:00:00,19.76,34.77,65.98,23.78
2022-08-14 06:00:00,19.22,31.98,65.88,24.08
2022-08-14 07:00:00,33.45,31.69,75.53,22.68
2022-08-14 08:00:00,26.26,29.84,77.55,21.88
2022-08-14 09:00:00,22.09,27.46,72.18,22.7
2022-08-14 10:00:00,9.24,33.2,58.53,27.83
2022-08-14 11:00:00,7.01,46.38,47.93,30.6
2022-08-14 12:00:00,9.75,53.64,46.7,30.28
