Datetime,NO2 (ppb),O3 (ppb),Humidity (%),Temp (C)
2022-08-14 13:00:00,12.32,56.71,44.13,31.68
2022-08-14 14:00:00,22.04,57.79,50.45,29.08
2022-08-14 15:00:00,26.91,51.48,55.9,25.83
2022-08-14 16:00:00,26.19,44.51,56.5,25.33
2022-08-14 17:00:00,24.31,41.73,57.6,25.2
2022-08-14 18:00:00,20.57,42.31,56.43,24.45
2022-08-14 19:00:00,35.66,29.17,59.2,23.93
2022-08-14 20:00:00,35.33,26.94,61.4,23.55
2022-08-14 21:00:00,28.6,29.27,62.15,23.05
2022-08-14 22:00:00,18.46,40.55,60.65,23.15
2022-08-14 23:00:00,18.28,37.7,61.2,23.2
2022-08-15 00:00:00,16.71,38.58,62.55,22.93
2022-08-15 01:00:00,16.84,36.34,63.83,22.65
2022-08-15 02:00:00,16.53,34.94,64.65,22.33
2022-08-15 03:00:00,15.51,34.67,65.1,22.18
2022-08-15 04:00:00,16.32,33.3,65.9,21.95
2022-08-15 05:00:00,15.32,33.4,65.83,22.08
2022-08-15 06:00:00,15.13,33.4,62.6,23.43
2022-08-15 07:00:00,12.06,34.18,56.78,25.95
2022-08-15 08:00:00,9.38,40.59,50.2,28.48
2022-08-15 09:00:00,9.3,46.94,45.38,29.85
2022-08-15 10:00:00,10.6,51.37,41.28,31.68
2022-08-15 11:00:00,11.17,56.24,37.4,33.35
2022-08-15 12:00:00,22.89,67.13,39.85,33.15
2022-08-15 13:00:00,35.52,62.89,47.2,32.2
2022-08-15 14:00:00,30.91,60.47,46.03,31.5
2022-08-15 15:00:00,29.97,58.15,47.95,31.1
2022-08-15 16:00:00,32.49,56.52,50.2,30.68
2022-08-15 17:00:00,31.08,54.62,50.8,30.18
2022-08-15 18:00:00,32.95,50.66,52.55,29.25
2022-08-15 19:00:00,37.82,44.95,55.4,27.98
2022-08-15 20:00:00,31.31,42.56,54.58,26.73
2022-08-15 21:00:00,30.74,39.89,55.25,26.25
2022-08-15 22:00:00,37.29,34.41,56.9,25.68
2022-08-15 23:00:00,24.12,41.33,56.23,25.23
2022-08-16 00:00:00,21.12,41.26,55.85,24.9
2022-08-16 01:00:00,23.13,35.9,56.75,24.2
2022-08-16 02:00:00,24.3,32.42,58.1,23.65
2022-08-16 03:00:00,32.92,28.93,58.33,23.23
2022-08-16 04:00:00,57.6,16.86,61.53,22.78
2022-08-16 05:00:00,71.94,10.34,63.18,22.8
2022-08-16 06:00:00,57.78,8.52,61.1,24.95
2022-08-16 07:00:00,39.98,17.99,53.18,29.03
2022-08-16 08:00:00,31.31,32.18,53.25,29.98
2022-08-16 09:00:00,31.93,44.18,55.08,30.93
2022-08-16 10:00:00,27.35,47.71,51.25,32.55
2022-08-16 11:00:00,19.38,49.05,45.65,33.43
2022-08-16 12:00:00,15.93,54.87,38.53,34.38
2022-08-16 13:00:00,29.52,57.48,42.28,33.38
2022-08-16 14:00:00,28.43,62.38,40.53,34.5
2022-08-16 15:00:00,41.05,62.76,43.78,33.95
2022-08-16 16:00:00,65.28,59.46,56.35,32.38
2022-08-16 17:00:00,44.87,51.12,56.03,30.38
2022-08-16 18:00:00,36.5,43.43,56.55,28.4
2022-08-16 19:00:00,30.16,42.54,58.88,26.6
2022-08-16 20:00:00,25.43,41.33,58.58,26.1
2022-08-16 21:00:00,27.98,39.35,59.35,26.13
2022-08-16 22:00:00,29.98,28.31,67.15,24.7
2022-08-16 23:00:00,28.32,17.58,72.13,23.58
2022-08-17 00:00:00,25.9,24.0,69.53,22.88
2022-08-17 01:00:00,24.92,22.1,68.9,22.73
2022-08-17 02:00:00,23.05,20.89,69.18,22.58
2022-08-17 03:00:00,33.0,18.02,68.85,22.45
2022-08-17 04:00:00,46.09,10.71,74.7,22.23
2022-08-17 05:00:00,50.02,2.25,77.08,22.18
2022-08-17 06:00:00,30.06,9.21,70.83,23.93
2022-08-17 07:00:00,28.68,13.7,62.23,26.98
2022-08-17 08:00:00,16.52,24.12,53.63,30.0
2022-08-17 09:00:00,7.51,41.33,42.23,33.45
2022-08-17 10:00:00,9.8,55.04,37.15,35.63
2022-08-17 11:00:00,17.37,59.03,34.43,37.5
2022-08-17 12:00:00,29.89,67.24,31.53,37.98
2022-08-17 13:00:00,36.1813285761481,69.00521927947433,28.1,38.85
2022-08-17 14:00:00,34.45331702442336,69.54423765076743,28.55,38.8
2022-08-17 15:00:00,39.03383841802156,70.20235826864246,28.2,38.35
2022-08-17 16:00:00,37.190191080910736,69.63504169564108,28.75,37.95
2022-08-17 17:00:00,38.02,72.01,30.4,36.75
2022-08-17 18:00:00,59.31,56.22,35.13,35.28
2022-08-17 19:00:00,64.06,43.6,38.6,33.2
2022-08-17 20:00:00,78.82,26.99,41.28,31.43
2022-08-17 21:00:00,92.42,19.17,45.75,29.83
2022-08-17 22:00:00,90.24,20.02,53.75,28.73
2022-08-17 23:00:00,65.94,21.36,58.48,27.65
2022-08-18 00:00:00,42.8,16.83,56.83,26.5
2022-08-18 01:00:00,37.52,16.73,56.68,25.75
2022-08-18 02:00:00,34.41,16.25,58.15,25.25
2022-08-18 03:00:00,37.51,12.09,60.15,24.88
2022-08-18 04:00:00,49.74,7.36,62.83,24.48
2022-08-18 05:00:00,58.23,6.56,63.3,24.65
2022-08-18 06:00:00,52.86,4.35,59.88,26.45
2022-08-18 07:00:00,22.94,21.17,48.23,30.68
2022-08-18 08:00:00,10.31,47.98,38.73,33.98
2022-08-18 09:00:00,14.91,60.18,35.63,35.75
2022-08-18 10:00:00,24.41,68.73,35.13,36.68
2022-08-18 11:00:00,33.54,68.18,35.65,36.55
2022-08-18 12:00:00,37.91,68.32,34.83,37.45
2022-08-18 13:00:00,39.55,73.2,33.65,37.83
2022-08-18 14:00:00,48.53,75.24,36.7,37.15
2022-08-18 15:00:00,47.48,69.28,40.1,36.18
2022-08-18 16:00:00,43.37,65.98,39.35,36.2
2022-08-18 17:00:00,44.66,61.39,41.48,35.2
2022-08-18 18:00:00,62.01,39.27,40.5,33.98
2022-08-18 19:00:00,75.14,26.68,39.93,32.45
2022-08-18 20:00:00,52.64,36.7,41.38,31.18
2022-08-18 21:00:00,62.65,31.36,43.03,30.23
2022-08-18 22:00:00,72.05,25.02,44.5,29.18
2022-08-18 23:00:00,55.51,29.13,45.18,28.23
2022-08-19 00:00:00,41.38,32.17,46.48,27.48
2022-08-19 01:00:00,31.24,35.1,47.28,27.05
2022-08-19 02:00:00,36.6,34.12,49.93,26.73
2022-08-19 03:00:00,43.84,18.84,57.58,26.1
2022-08-19 04:00:00,55.7,13.05,56.65,25.5
2022-08-19 05:00:00,53.43,11.45,58.28,25.48
2022-08-19 06:00:00,50.56,16.46,61.1,26.7
2022-08-19 07:00:00,34.45,14.45,57.6,29.18
2022-08-19 08:00:00,33.24,29.15,49.85,32.25
2022-08-19 09:00:00,33.65,42.97,46.58,33.75
2022-08-19 10:00:00,32.81,56.81,46.75,35.63
2022-08-19 11:00:00,37.03,61.4,44.38,36.95
2022-08-19 12:00:00,28.76,73.14,37.15,38.05
2022-08-19 13:00:00,40.08,79.07,35.9,38.23
2022-08-19 14:00:00,37.71,73.36,36.2,37.28
2022-08-19 15:00:00,35.5,73.36,35.38,36.8
2022-08-19 16:00:00,40.78,74.73,36.33,36.33
2022-08-19 17:00:00,43.27,68.12,41.13,34.53
2022-08-19 18:00:00,39.49,58.49,41.9,33.05
2022-08-19 19:00:00,53.67,43.05,43.4,32.0
2022-08-19 20:00:00,74.48,27.57,47.03,30.93
2022-08-19 21:00:00,76.13,24.39,49.4,29.95
2022-08-19 22:00:00,52.55,29.34,51.95,29.23
2022-08-19 23:00:00,55.62,19.17,56.58,28.68
2022-08-20 00:00:00,55.42,18.55,56.35,27.6
2022-08-20 01:00:00,43.45,22.42,56.98,26.93
2022-08-20 02:00:00,32.34,26.13,57.53,26.33
2022-08-20 03:00:00,34.05,27.2,58.63,25.9
2022-08-20 04:00:00,38.38,23.8,59.7,25.68
2022-08-20 05:00:00,49.91,21.66,61.5,25.65
2022-08-20 06:00:00,35.39,25.8,63.05,27.03
2022-08-20 07:00:00,37.6,28.89,62.58,29.35
2022-08-20 08:00:00,31.8,34.69,57.43,31.5
2022-08-20 09:00:00,23.3,47.55,51.5,32.73
2022-08-20 10:00:00,22.33,53.81,47.88,34.23
2022-08-20 11:00:00,27.75,61.62,46.93,35.55
2022-08-20 12:00:00,35.84,61.91,49.9,33.9
2022-08-20 13:00:00,31.28,58.29,49.58,33.68
2022-08-20 14:00:00,31.68,58.22,48.88,33.13
2022-08-20 15:00:00,35.92,59.08,51.23,32.28
2022-08-20 16:00:00,44.44,53.66,57.95,31.4
2022-08-20 17:00:00,51.83,47.02,62.73,29.98
2022-08-20 18:00:00,37.52,41.59,62.7,29.18
2022-08-20 19:00:00,29.7,38.41,59.53,29.0
2022-08-20 20:00:00,32.66,35.22,57.38,28.85
2022-08-20 21:00:00,29.41,30.76,60.9,28.33
2022-08-20 22:00:00,28.33,33.47,57.65,28.18
2022-08-20 23:00:00,20.34,44.18,55.83,27.65
2022-08-21 00:00:00,21.32,49.98,56.53,27.45
2022-08-21 01:00:00,21.73,47.11,55.63,27.48
2022-08-21 02:00:00,21.74,44.17,55.18,27.25
2022-08-21 03:00:00,26.42,41.75,57.68,27.08
2022-08-21 04:00:00,47.37,30.79,65.48,26.65
2022-08-21 05:00:00,46.36,26.19,70.93,26.28
2022-08-21 06:00:00,32.73,25.29,70.5,26.5
2022-08-21 07:00:00,33.09,27.31,70.35,26.68
2022-08-21 08:00:00,26.0,25.3,68.43,27.48
2022-08-21 09:00:00,25.95,35.02,62.73,29.18
2022-08-21 10:00:00,10.86,45.61,54.63,30.8
2022-08-21 11:00:00,17.61,52.77,53.05,31.15
2022-08-21 12:00:00,28.92,56.01,55.2,32.03
2022-08-21 13:00:00,24.7,55.35,52.45,32.33
2022-08-21 14:00:00,21.61,58.09,48.2,33.03
2022-08-21 15:00:00,31.39,60.01,51.3,31.88
2022-08-21 16:00:00,34.4,59.28,55.5,30.38
2022-08-21 17:00:00,51.3,53.46,61.65,29.35
2022-08-21 18:00:00,50.43,49.02,68.0,28.15
2022-08-21 19:00:00,45.34,39.94,68.73,27.65
2022-08-21 20:00:00,46.17,38.73,72.2,27.25
2022-08-21 21:00:00,47.74,27.97,72.65,27.1
2022-08-21 22:00:00,22.98,27.36,70.05,26.2
2022-08-21 23:00:00,24.92,28.18,71.7,24.98
2022-08-22 00:00:00,23.7,27.98,73.7,24.53
2022-08-22 01:00:00,20.82,26.35,74.0,24.18
2022-08-22 02:00:00,16.38,30.76,69.88,24.58
2022-08-22 03:00:00,15.29,30.94,68.75,24.6
2022-08-22 04:00:00,24.95,26.86,69.3,24.5
2022-08-22 05:00:00,32.49,18.07,73.35,24.15
2022-08-22 06:00:00,21.33,21.48,67.63,25.15
2022-08-22 07:00:00,18.32,23.16,60.7,27.95
2022-08-22 08:00:00,17.72,31.13,55.08,30.15
2022-08-22 09:00:00,22.46,39.33,52.5,31.25
2022-08-22 10:00:00,22.0,54.38,49.6,32.35
2022-08-22 11:00:00,21.61,50.99,49.85,31.38
2022-08-22 12:00:00,28.01,54.24,49.68,31.53
2022-08-22 13:00:00,21.94,55.95,44.68,32.08
2022-08-22 14:00:00,38.53,61.52,52.08,30.73
2022-08-22 15:00:00,45.64,52.78,59.28,29.5
2022-08-22 16:00:00,41.68,48.52,61.03,28.8
2022-08-22 17:00:00,44.38,45.52,66.43,27.6
2022-08-22 18:00:00,38.3,36.73,66.23,26.88
2022-08-22 19:00:00,45.39,24.27,65.23,26.63
2022-08-22 20:00:00,30.01,23.79,64.2,26.38
2022-08-22 21:00:00,33.88,13.19,67.65,25.48
2022-08-22 22:00:00,35.76,10.98,70.6,24.98
2022-08-22 23:00:00,31.21,9.03,71.93,24.78
2022-08-23 00:00:00,25.81,7.69,73.68,24.73
2022-08-23 01:00:00,22.25,7.54,73.58,24.55
2022-08-23 02:00:00,24.82,12.47,75.43,24.3
2022-08-23 03:00:00,25.15,10.11,77.13,23.7
2022-08-23 04:00:00,31.23,7.96,77.7,23.23
2022-08-23 05:00:00,35.2,5.6,78.35,23.23
2022-08-23 06:00:00,26.27,7.51,76.2,24.4
2022-08-23 07:00:00,18.75,22.2,64.38,27.28
2022-08-23 08:00:00,21.98,24.34,63.45,29.08
2022-08-23 09:00:00,23.2,38.88,60.2,29.15
2022-08-23 10:00:00,18.68,53.89,56.75,30.55
2022-08-23 11:00:00,25.05,48.27,58.18,28.85
2022-08-23 12:00:00,38.1,38.07,66.75,26.75
2022-08-23 13:00:00,26.23,34.14,58.83,29.8
2022-08-23 14:00:00,15.54,48.87,54.33,30.03
2022-08-23 15:00:00,28.23,52.09,58.15,29.15
2022-08-23 16:00:00,33.82,48.77,60.95,28.8
2022-08-23 17:00:00,40.39,47.66,66.08,27.35
2022-08-23 18:00:00,83.19,25.2,79.38,24.25
2022-08-23 19:00:00,83.44,10.89,83.78,23.83
2022-08-23 20:00:00,42.22,12.28,82.35,23.73
2022-08-23 21:00:00,37.89,13.87,81.13,23.38
2022-08-23 22:00:00,41.93,10.94,81.93,22.93
2022-08-23 23:00:00,25.62,13.9,80.95,22.73
2022-08-24 00:00:00,22.89,14.35,80.05,22.55
2022-08-24 01:00:00,22.82,7.9,81.73,22.35
2022-08-24 02:00:00,24.3,4.91,83.28,22.1
2022-08-24 03:00:00,23.02,9.07,82.8,22.08
2022-08-24 04:00:00,17.91,17.31,78.2,22.68
2022-08-24 05:00:00,16.46,19.17,74.68,23.18
2022-08-24 06:00:00,18.53,20.37,71.95,23.83
2022-08-24 07:00:00,26.88,18.37,73.63,23.78
2022-08-24 08:00:00,45.25,10.75,81.63,22.85
2022-08-24 09:00:00,27.28,11.85,78.33,23.9
2022-08-24 10:00:00,31.07,14.18,71.4,25.6
2022-08-24 11:00:00,26.97,18.13,72.85,25.45
2022-08-24 12:00:00,36.22,19.24,76.28,24.53
2022-08-24 13:00:00,39.95,15.86,78.43,24.78
2022-08-24 14:00:00,35.85,17.25,76.2,25.35
2022-08-24 15:00:00,22.73,26.24,66.93,25.68
2022-08-24 16:00:00,28.65,30.26,68.28,25.35
2022-08-24 17:00:00,17.27,42.7,70.9,23.25
2022-08-24 18:00:00,21.91,41.09,73.18,22.3
2022-08-24 19:00:00,38.14,32.92,81.75,20.8
2022-08-24 20:00:00,37.73,30.2,85.0,20.23
2022-08-24 21:00:00,26.86,32.61,85.8,19.98
2022-08-24 22:00:00,24.95,27.13,86.15,19.98
2022-08-24 23:00:00,23.52,22.81,86.48,20.0
2022-08-25 00:00:00,17.08,26.43,85.4,20.0
2022-08-25 01:00:00,15.32,28.96,84.6,20.2
2022-08-25 02:00:00,15.41,24.42,83.4,20.5
2022-08-25 03:00:00,19.73,18.77,83.7,20.5
2022-08-25 04:00:00,29.04,11.55,84.18,20.4
2022-08-25 05:00:00,32.54,23.04,85.95,20.1
2022-08-25 06:00:00,38.41,19.34,87.78,19.9
2022-08-25 07:00:00,34.03,16.89,87.15,20.93
2022-08-25 08:00:00,29.98,14.06,84.98,22.43
2022-08-25 09:00:00,25.24,13.15,81.53,24.03
2022-08-25 10:00:00,22.73,15.46,75.9,26.2
2022-08-25 11:00:00,24.73,25.51,70.18,27.98
2022-08-25 12:00:00,29.32,30.75,70.2,27.9
2022-08-25 13:00:00,33.33,31.31,69.53,28.13
2022-08-25 14:00:00,28.66,32.99,66.83,29.28
2022-08-25 15:00:00,28.43,37.91,64.78,29.33
2022-08-25 16:00:00,30.76,41.31,65.2,29.05
2022-08-25 17:00:00,32.55,38.14,69.2,27.85
2022-08-25 18:00:00,65.71,23.19,71.23,26.83
2022-08-25 19:00:00,70.92,12.67,73.55,25.73
2022-08-25 20:00:00,44.46,18.41,69.33,25.1
2022-08-25 21:00:00,21.52,45.13,74.68,22.55
2022-08-25 22:00:00,28.31,34.31,80.15,21.08
2022-08-25 23:00:00,34.02,24.93,82.1,21.1
2022-08-26 00:00:00,28.94,28.63,83.98,21.18
2022-08-26 01:00:00,22.35,26.8,83.98,21.38
2022-08-26 02:00:00,23.61,24.2,85.13,21.15
2022-08-26 03:00:00,27.79,16.29,85.55,20.75
2022-08-26 04:00:00,45.74,7.01,84.63,20.53
2022-08-26 05:00:00,51.33,4.0,85.45,20.65
2022-08-26 06:00:00,50.18,5.18,84.28,21.45
2022-08-26 07:00:00,50.28,1.21,82.0,23.05
2022-08-26 08:00:00,34.66,4.51,73.78,25.7
2022-08-26 09:00:00,18.44,10.98,67.08,27.7
2022-08-26 10:00:00,10.01,21.32,56.53,30.65
2022-08-26 11:00:00,20.0,36.92,53.73,32.08
2022-08-26 12:00:00,26.25,39.85,56.35,31.38
2022-08-26 13:00:00,25.06,35.75,51.0,32.2
2022-08-26 14:00:00,22.65,42.59,45.23,33.15
2022-08-26 15:00:00,30.94,47.35,47.63,32.45
2022-08-26 16:00:00,28.9,47.84,43.55,32.05
2022-08-26 17:00:00,35.99,56.48,50.6,30.63
2022-08-26 18:00:00,46.26,47.72,55.2,28.7
2022-08-26 19:00:00,63.78,34.7,59.9,27.48
2022-08-26 20:00:00,78.28,23.05,63.2,26.45
2022-08-26 21:00:00,82.74,15.63,66.98,25.53
2022-08-26 22:00:00,71.67,12.9,69.58,25.15
2022-08-26 23:00:00,41.89,13.89,72.53,24.95
2022-08-27 00:00:00,42.07,17.2,75.73,24.6
2022-08-27 01:00:00,32.02,18.68,76.63,24.03
2022-08-27 02:00:00,41.37,15.79,79.75,23.45
2022-08-27 03:00:00,46.01,11.75,82.1,22.95
2022-08-27 04:00:00,55.13,5.37,83.9,22.53
2022-08-27 05:00:00,41.31,2.58,86.0,22.48
2022-08-27 06:00:00,32.88,3.92,85.35,23.7
2022-08-27 07:00:00,27.54,4.22,80.05,25.65
2022-08-27 08:00:00,27.9,6.88,73.68,27.58
2022-08-27 09:00:00,21.43,22.03,69.03,29.58
2022-08-27 10:00:00,15.93,34.59,63.88,30.98
2022-08-27 11:00:00,19.89,37.35,60.7,31.68
2022-08-27 12:00:00,14.11,40.22,54.35,32.45
2022-08-27 13:00:00,18.64,45.63,50.68,32.83
2022-08-27 14:00:00,17.83,47.55,46.58,32.93
