Project Time (Interval end) (UTC0),NO PreScaled ppb,NO Scaled ppb,NO2 PreScaled ppb,NO2 Scaled ppb,NOx PreScaled ppb,NOx Scaled ppb,O3 PreScaled ppb,O3 Scaled ppb,Pressure mbar,Humidity %RH,Temperature C
02/May/2022 14:00:00,2.6,2.6,13.45,13.45,16.04,16.04,37.82,37.82,1006.05,62.65,18.43
02/May/2022 15:00:00,4.53,4.53,16.28,16.28,20.8,20.8,36.28,36.28,1005.83,61.83,17.75
02/May/2022 16:00:00,4.13,4.13,13.99,13.99,18.12,18.12,34.57,34.57,1005.7,67.35,16.8
02/May/2022 17:00:00,6.15,6.15,16.7,16.7,22.84,22.84,30.58,30.58,1005.98,73.33,15.48
02/May/2022 18:00:00,9.85,9.85,17.7,17.7,27.55,27.55,27.38,27.38,1005.85,74.33,14.88
02/May/2022 19:00:00,10.28,10.28,20.8,20.8,31.08,31.08,23.02,23.02,1006.15,75.73,14.6
02/May/2022 20:00:00,12.62,12.62,11.46,11.46,24.08,24.08,26.03,26.03,1006.1,75.98,14.33
02/May/2022 21:00:00,14.06,14.06,11.03,11.03,25.09,25.09,27.29,27.29,1006.13,73.28,14.43
02/May/2022 22:00:00,12.35,12.35,11.44,11.44,23.79,23.79,22.12,22.12,1006.73,77.05,14.23
02/May/2022 23:00:00,13.29,13.29,10.03,10.03,23.32,23.32,21.56,21.56,1006.3,81.88,13.33
03/May/2022 00:00:00,14.75,14.75,9.29,9.29,24.04,24.04,28.72,28.72,1005.78,82.85,12.53
03/May/2022 01:00:00,14.59,14.59,8.86,8.86,23.44,23.44,29.65,29.65,1005.43,82.88,12.38
03/May/2022 02:00:00,14.94,14.94,9.47,9.47,24.4,24.4,24.18,24.18,1005.23,85.33,12.28
03/May/2022 03:00:00,15.87,15.87,14.33,14.33,30.2,30.2,17.68,17.68,1005.23,86.5,12.35
03/May/2022 04:00:00,22.71,22.71,19.59,19.59,42.3,42.3,14.76,14.76,1005.23,85.33,12.45
03/May/2022 05:00:00,29.38,29.38,29.82,29.82,59.2,59.2,10.08,10.08,1005.35,83.9,12.45
03/May/2022 06:00:00,26.31,26.31,23.88,23.88,50.19,50.19,13.52,13.52,1005.8,82.18,12.85
03/May/2022 07:00:00,25.91,25.91,20.73,20.73,46.64,46.64,16,16,1006.55,76.63,14
03/May/2022 08:00:00,26.2,26.2,21.54,21.54,47.73,47.73,11.05,11.05,1007.08,78,15.03
03/May/2022 09:00:00,32.67,32.67,25.57,25.57,58.25,58.25,11.88,11.88,1007.58,72.85,16.38
03/May/2022 10:00:00,24.01,24.01,15.86,15.86,39.88,39.88,19.8,19.8,1007.28,65.55,17.98
03/May/2022 11:00:00,17.82,17.82,9.65,9.65,27.48,27.48,26.29,26.29,1007.05,56.93,19.38
03/May/2022 12:00:00,9.65,9.65,5.77,5.77,15.41,15.41,30.93,30.93,1006.93,55.03,20.33
03/May/2022 13:00:00,6.91,6.91,8.58,8.58,15.5,15.5,35.98,35.98,1006.8,54.78,19.9
03/May/2022 14:00:00,6.16,6.16,10.6,10.6,16.76,16.76,35.49,35.49,1006.45,55.63,19.53
03/May/2022 15:00:00,4.31,4.31,10.98,10.98,15.29,15.29,38.69,38.69,1006.75,58.7,18.9
03/May/2022 16:00:00,6,6,13.45,13.45,19.46,19.46,37.12,37.12,1007.15,63.63,17.65
03/May/2022 17:00:00,9.81,9.81,25.95,25.95,35.76,35.76,29.03,29.03,1007.68,70.83,15.9
03/May/2022 18:00:00,13.77,13.77,43.08,43.08,56.84,56.84,17.41,17.41,1007.8,75.5,15.18
03/May/2022 19:00:00,14.01,14.01,33.13,33.13,47.13,47.13,20.08,20.08,1008.5,77.93,14.93
03/May/2022 20:00:00,13.86,13.86,19.26,19.26,33.12,33.12,26.91,26.91,1009.23,77.4,15
03/May/2022 21:00:00,12.12,12.12,22.62,22.62,34.74,34.74,21.11,21.11,1009.05,80.75,14.63
03/May/2022 22:00:00,11.72,11.72,17.36,17.36,29.08,29.08,23.91,23.91,1009.35,85.05,13.7
03/May/2022 23:00:00,12.39,12.39,14.56,14.56,26.95,26.95,24.04,24.04,1009.75,87.08,13.33
04/May/2022 00:00:00,15.16,15.16,14.72,14.72,29.88,29.88,22.49,22.49,1009.63,87.85,13.3
04/May/2022 01:00:00,14.93,14.93,10.77,10.77,25.7,25.7,22.91,22.91,1009.6,88.2,12.98
04/May/2022 02:00:00,15.82,15.82,10.61,10.61,26.44,26.44,17,17,1009.68,89.03,12.68
04/May/2022 03:00:00,18.75,18.75,21.13,21.13,39.88,39.88,8.41,8.41,1009.98,89.58,12.68
04/May/2022 04:00:00,23.78,23.78,24.99,24.99,48.77,48.77,5.35,5.35,1010.35,89.35,12.8
04/May/2022 05:00:00,61.51,61.51,36.89,36.89,98.4,98.4,-0.79,-0.79,1010.85,89.35,13.05
04/May/2022 06:00:00,26.91,26.91,25.79,25.79,52.69,52.69,5.29,5.29,1011.48,85.58,14.85
04/May/2022 07:00:00,24.55,24.55,20.68,20.68,45.23,45.23,12.9,12.9,1011.63,82.9,15.1
04/May/2022 08:00:00,22.19,22.19,13.9,13.9,36.09,36.09,16.81,16.81,1012.28,75.85,17.4
04/May/2022 09:00:00,18,18,8.1,8.1,26.1,26.1,20.46,20.46,1012.65,69.18,18.58
04/May/2022 10:00:00,13.83,13.83,6.04,6.04,19.86,19.86,24.05,24.05,1012.13,63.88,19.58
04/May/2022 11:00:00,8.57,8.57,6.41,6.41,14.98,14.98,26.67,26.67,1011.6,61.25,20.33
04/May/2022 12:00:00,7.43,7.43,7.04,7.04,14.47,14.47,30.45,30.45,1011.38,57.55,21.13
04/May/2022 13:00:00,4.06,4.06,6.87,6.87,10.93,10.93,32.3,32.3,1011.1,52.68,21.78
04/May/2022 14:00:00,2.25,2.25,7.04,7.04,9.29,9.29,37.82,37.82,1010.78,49.43,21.78
04/May/2022 15:00:00,2.4,2.4,6.94,6.94,9.34,9.34,39.11,39.11,1010.18,50.45,21.2
04/May/2022 16:00:00,2.26,2.26,8.26,8.26,10.52,10.52,37.91,37.91,1010.15,49.53,21.25
04/May/2022 17:00:00,2.31,2.31,13.99,13.99,16.3,16.3,34.23,34.23,1010.03,51.38,20.7
04/May/2022 18:00:00,2.47,2.47,22.06,22.06,24.53,24.53,30.21,30.21,1010.3,56.25,19.48
04/May/2022 19:00:00,29.18,29.18,52.62,52.62,81.8,81.8,14.76,14.76,1010.85,63,17.95
04/May/2022 20:00:00,41.74,41.74,54.1,54.1,95.84,95.84,8.93,8.93,1011.48,68.08,16.43
04/May/2022 21:00:00,40.5,40.5,48.48,48.48,88.99,88.99,8.28,8.28,1011.5,71.23,15.48
04/May/2022 22:00:00,19.25,19.25,43.3,43.3,62.55,62.55,8.26,8.26,1011.58,72.45,14.8
04/May/2022 23:00:00,22.01,22.01,40.35,40.35,62.37,62.37,6.56,6.56,1012.08,73.35,14.43
05/May/2022 00:00:00,16.61,16.61,30.74,30.74,47.35,47.35,8.88,8.88,1012.15,74.2,13.53
05/May/2022 01:00:00,16.11,16.11,21.04,21.04,37.15,37.15,10.43,10.43,1011.9,75.53,13.03
05/May/2022 02:00:00,15.02,15.02,17.29,17.29,32.31,32.31,13.37,13.37,1012,75.13,12.45
05/May/2022 03:00:00,25.34,25.34,26.93,26.93,52.28,52.28,11.36,11.36,1011.95,74.38,12.05
05/May/2022 04:00:00,66.66,66.66,43.64,43.64,110.3,110.3,4.91,4.91,1011.98,76.15,11.9
05/May/2022 05:00:00,78.58,78.58,42.73,42.73,121.32,121.32,-1.65,-1.65,1012.88,80.33,12.88
05/May/2022 06:00:00,39.46,39.46,33.15,33.15,72.61,72.61,-4.58,-4.58,1013.45,75.95,15.98
05/May/2022 07:00:00,35.66,35.66,27.24,27.24,62.9,62.9,-0.39,-0.39,1014.05,65.03,19.13
05/May/2022 08:00:00,23.55,23.55,17.63,17.63,41.18,41.18,10.21,10.21,1014.2,62.18,19.9
05/May/2022 09:00:00,11.83,11.83,9.29,9.29,21.12,21.12,17.47,17.47,1014.68,53.5,21.6
05/May/2022 10:00:00,3.79,3.79,7.94,7.94,11.73,11.73,24.58,24.58,1014.58,51.75,23.03
05/May/2022 11:00:00,2.34,2.34,12.22,12.22,14.56,14.56,26.95,26.95,1014.73,53,23.53
05/May/2022 12:00:00,2.29,2.29,12.59,12.59,14.88,14.88,28.37,28.37,1014.63,52.88,23.8
05/May/2022 13:00:00,2.15,2.15,16.21,16.21,18.36,18.36,33.8,33.8,1013.7,52.48,23.9
05/May/2022 14:00:00,2.19,2.19,12.73,12.73,14.92,14.92,35.09,35.09,1013.73,54,22.93
05/May/2022 15:00:00,2.29,2.29,16.09,16.09,18.38,18.38,33.09,33.09,1013.38,53.35,22.78
05/May/2022 16:00:00,2.38,2.38,17.93,17.93,20.31,20.31,31.12,31.12,1013.5,48.55,22.75
05/May/2022 17:00:00,2.18,2.18,20.96,20.96,23.14,23.14,32.06,32.06,1013.58,53.33,22.23
05/May/2022 18:00:00,5.55,5.55,34.54,34.54,40.09,40.09,23.35,23.35,1013.85,59.65,20.6
05/May/2022 19:00:00,17.58,17.58,52.57,52.57,70.16,70.16,13.79,13.79,1014.43,63.73,19.68
05/May/2022 20:00:00,3.46,3.46,31.89,31.89,35.35,35.35,21.3,21.3,1014.88,67.13,18.78
05/May/2022 21:00:00,4.07,4.07,32.66,32.66,36.73,36.73,23.54,23.54,1014.98,71.3,18.1
05/May/2022 22:00:00,8.55,8.55,29.9,29.9,38.45,38.45,16.32,16.32,1015,74.75,17.45
05/May/2022 23:00:00,9.76,9.76,22.5,22.5,32.26,32.26,15.85,15.85,1014.6,76.33,16.88
06/May/2022 00:00:00,11.44,11.44,18.73,18.73,30.17,30.17,17.14,17.14,1014.7,76.38,16.63
06/May/2022 01:00:00,12.21,12.21,20.79,20.79,33,33,10.98,10.98,1015.05,78.88,15.6
06/May/2022 02:00:00,13.78,13.78,19.83,19.83,33.61,33.61,8.69,8.69,1014.83,81.58,14.88
06/May/2022 03:00:00,25.55,25.55,30.99,30.99,56.54,56.54,4.98,4.98,1014.85,83.4,14.28
06/May/2022 04:00:00,70.05,70.05,42.63,42.63,112.68,112.68,1.04,1.04,1014.93,84.9,14.08
06/May/2022 05:00:00,50.44,50.44,37.58,37.58,88.02,88.02,-4.62,-4.62,1015.55,86.3,14.85
06/May/2022 06:00:00,30.85,30.85,29.03,29.03,59.88,59.88,-0.92,-0.92,1015.75,81.9,17
06/May/2022 07:00:00,29.76,29.76,26.73,26.73,56.49,56.49,4.65,4.65,1016.08,75.95,18.58
06/May/2022 08:00:00,24.83,24.83,20.92,20.92,45.74,45.74,6.04,6.04,1016.73,73.63,19.5
06/May/2022 09:00:00,16.31,16.31,11.67,11.67,27.98,27.98,20.22,20.22,1016.85,65.35,20.8
06/May/2022 10:00:00,14.81,14.81,11.73,11.73,26.54,26.54,21.66,21.66,1016.68,64.43,20.95
06/May/2022 11:00:00,11.29,11.29,11.89,11.89,23.18,23.18,26.92,26.92,1016.1,63.1,21.65
06/May/2022 12:00:00,12.49,12.49,14.78,14.78,27.27,27.27,23.58,23.58,1015.35,60.03,21.63
06/May/2022 13:00:00,9.8,9.8,13.23,13.23,23.04,23.04,34,34,1015.03,60.5,21.2
06/May/2022 14:00:00,6.62,6.62,15.03,15.03,21.65,21.65,32.81,32.81,1014.68,65.93,20.18
06/May/2022 15:00:00,11.46,11.46,15.1,15.1,26.56,26.56,33.35,33.35,1013.93,55.8,20.4
06/May/2022 16:00:00,8.94,8.94,7.8,7.8,16.74,16.74,36.35,36.35,1013.8,53.13,20.25
06/May/2022 17:00:00,7.42,7.42,8.93,8.93,16.34,16.34,38.01,38.01,1014.15,53.53,19.35
06/May/2022 18:00:00,8.53,8.53,13.23,13.23,21.76,21.76,35.73,35.73,1014.63,56.63,18.33
06/May/2022 19:00:00,8.79,8.79,30.64,30.64,39.43,39.43,23.89,23.89,1014.65,58.45,17.5
06/May/2022 20:00:00,9.36,9.36,29.09,29.09,38.45,38.45,23.08,23.08,1014.5,58.7,17.08
06/May/2022 21:00:00,9.51,9.51,19.82,19.82,29.32,29.32,27.22,27.22,1014.23,55.63,16.73
06/May/2022 22:00:00,8.99,8.99,14.99,14.99,23.98,23.98,31.8,31.8,1014.03,54.3,16.85
06/May/2022 23:00:00,13.88,13.88,37.86,37.86,51.74,51.74,17.69,17.69,1013.63,61.4,16.45
07/May/2022 00:00:00,10.66,10.66,31.09,31.09,41.75,41.75,17.69,17.69,1013.68,66.13,15.75
07/May/2022 01:00:00,12.47,12.47,27.73,27.73,40.2,40.2,17.16,17.16,1013.58,67.7,14.78
07/May/2022 02:00:00,13.96,13.96,28.2,28.2,42.16,42.16,15.53,15.53,1013.7,70.25,13.93
07/May/2022 03:00:00,16.49,16.49,24.03,24.03,40.52,40.52,18.67,18.67,1013.25,68.75,13.58
07/May/2022 04:00:00,40.31,40.31,44.53,44.53,84.84,84.84,10.78,10.78,1013.48,68.05,13.28
07/May/2022 05:00:00,63.43,63.43,50.69,50.69,114.12,114.12,5.12,5.12,1013.95,70,13.63
07/May/2022 06:00:00,21.37,21.37,33.49,33.49,54.86,54.86,7.21,7.21,1014.25,66.03,16.9
07/May/2022 07:00:00,16.12,16.12,20.81,20.81,36.94,36.94,17.88,17.88,1015.03,60.75,19.05
07/May/2022 08:00:00,12.6,12.6,11.94,11.94,24.54,24.54,25.48,25.48,1014.8,55.7,20.38
07/May/2022 09:00:00,9.38,9.38,9.36,9.36,18.75,18.75,33.68,33.68,1014.73,53.85,20.38
07/May/2022 10:00:00,7.02,7.02,8.06,8.06,15.08,15.08,35.85,35.85,1014.35,53.75,20.63
07/May/2022 11:00:00,4.44,4.44,11.41,11.41,15.85,15.85,34.37,34.37,1014.25,55.45,21.23
07/May/2022 12:00:00,2.77,2.77,10.23,10.23,13,13,36.33,36.33,1013.93,50.7,22.13
07/May/2022 13:00:00,2.46,2.46,7.65,7.65,10.11,10.11,39.36,39.36,1013.63,49.25,22.08
07/May/2022 14:00:00,2.46,2.46,7.87,7.87,10.33,10.33,40.45,40.45,1012.98,47.68,21.8
07/May/2022 15:00:00,2.33,2.33,7.9,7.9,10.23,10.23,43.05,43.05,1012.7,53.53,20.68
07/May/2022 16:00:00,2.35,2.35,12.03,12.03,14.38,14.38,39.09,39.09,1012.6,54.43,20.05
07/May/2022 17:00:00,2.65,2.65,11.4,11.4,14.05,14.05,41.01,41.01,1012.73,56.55,19.18
07/May/2022 18:00:00,4.54,4.54,14.79,14.79,19.33,19.33,37.99,37.99,1013.4,60.83,17.95
07/May/2022 19:00:00,6.94,6.94,32.34,32.34,39.28,39.28,25.7,25.7,1013.28,65.15,16.58
07/May/2022 20:00:00,12.84,12.84,38.91,38.91,51.75,51.75,21.09,21.09,1013.88,68.88,15.4
07/May/2022 21:00:00,27.89,27.89,54.25,54.25,82.14,82.14,11.81,11.81,1013.83,70.53,14.75
07/May/2022 22:00:00,18.68,18.68,35.17,35.17,53.86,53.86,14.85,14.85,1013.98,68.98,14.38
07/May/2022 23:00:00,16.58,16.58,27.31,27.31,43.89,43.89,19.6,19.6,1014.15,64.18,14.08
08/May/2022 00:00:00,20.46,20.46,27.57,27.57,48.04,48.04,16.36,16.36,1013.58,63.73,14.48
08/May/2022 01:00:00,15.09,15.09,12.68,12.68,27.77,27.77,26.75,26.75,1013.58,62.6,14.13
08/May/2022 02:00:00,13.6,13.6,20.41,20.41,34.01,34.01,20.36,20.36,1013.63,65.85,13.98
08/May/2022 03:00:00,15.18,15.18,12.17,12.17,27.35,27.35,24.7,24.7,1012.98,67.63,13.85
08/May/2022 04:00:00,13.78,13.78,27.06,27.06,40.85,40.85,13.13,13.13,1012.9,73.4,14.28
08/May/2022 05:00:00,19.75,19.75,29.92,29.92,49.67,49.67,9.5,9.5,1013.48,73.48,14.18
08/May/2022 06:00:00,16.43,16.43,24.24,24.24,40.67,40.67,11.95,11.95,1013.83,73.7,15.3
08/May/2022 07:00:00,20.27,20.27,22.27,22.27,42.54,42.54,6.76,6.76,1014.05,70.3,17.83
08/May/2022 08:00:00,24.02,24.02,22.89,22.89,46.91,46.91,10.77,10.77,1014.7,63.83,19.2
08/May/2022 09:00:00,15.27,15.27,10.72,10.72,25.99,25.99,18.21,18.21,1014.23,51.95,21.25
08/May/2022 10:00:00,8.95,8.95,6.86,6.86,15.8,15.8,32.54,32.54,1013.98,47.23,21.88
08/May/2022 11:00:00,2.99,2.99,6.59,6.59,9.58,9.58,35.21,35.21,1013.5,45.13,21.58
08/May/2022 12:00:00,2.39,2.39,7.19,7.19,9.57,9.57,41.64,41.64,1013.35,49.93,22
08/May/2022 13:00:00,2.37,2.37,9.11,9.11,11.48,11.48,36.98,36.98,1013.18,46.15,22.63
08/May/2022 14:00:00,2.2,2.2,8.21,8.21,10.41,10.41,41.03,41.03,1012.9,49.1,22.03
08/May/2022 15:00:00,2.35,2.35,10.97,10.97,13.32,13.32,37.29,37.29,1012.9,49.13,21.53
08/May/2022 16:00:00,2.35,2.35,9.2,9.2,11.54,11.54,38.89,38.89,1012.73,46.03,21.53
08/May/2022 17:00:00,2.42,2.42,9.53,9.53,11.95,11.95,38.4,38.4,1012.3,46.03,20.83
08/May/2022 18:00:00,2.43,2.43,15.72,15.72,18.15,18.15,37.27,37.27,1012.65,50.25,19.93
08/May/2022 19:00:00,10.81,10.81,42.61,42.61,53.42,53.42,22.7,22.7,1013.13,54.58,18.2
08/May/2022 20:00:00,4.97,4.97,26.06,26.06,31.03,31.03,29.12,29.12,1013.05,57.85,16.63
08/May/2022 21:00:00,30.81,30.81,53.63,53.63,84.44,84.44,15.14,15.14,1012.78,58.05,15.68
08/May/2022 22:00:00,22.03,22.03,47.88,47.88,69.91,69.91,14.09,14.09,1012.95,59.55,14.85
08/May/2022 23:00:00,14.99,14.99,34.71,34.71,49.7,49.7,17.52,17.52,1013.28,61.15,14.18
09/May/2022 00:00:00,12.87,12.87,23.98,23.98,36.85,36.85,20.14,20.14,1013.35,63.65,13.75
09/May/2022 01:00:00,13.37,13.37,19.59,19.59,32.95,32.95,20.48,20.48,1012.98,65.53,13.43
09/May/2022 02:00:00,13.56,13.56,22.66,22.66,36.22,36.22,16.44,16.44,1012.4,67.48,13.08
09/May/2022 03:00:00,22.53,22.53,33.82,33.82,56.35,56.35,11.7,11.7,1012.53,69.4,12.7
09/May/2022 04:00:00,87.53,87.53,48.68,48.68,136.21,136.21,4.4,4.4,1012.78,73.53,12.45
09/May/2022 05:00:00,83.53,83.53,49.56,49.56,133.08,133.08,-2.76,-2.76,1013.3,77.38,13.48
09/May/2022 06:00:00,46.94,46.94,40.7,40.7,87.64,87.64,-3.49,-3.49,1013.9,70.28,17.05
09/May/2022 07:00:00,30.84,30.84,24.89,24.89,55.73,55.73,3.59,3.59,1014.63,62.05,19.48
09/May/2022 08:00:00,19.16,19.16,16.77,16.77,35.93,35.93,13.61,13.61,1014.55,55,20.9
09/May/2022 09:00:00,13.21,13.21,11.92,11.92,25.14,25.14,18.83,18.83,1014.45,49,22.55
09/May/2022 10:00:00,8.84,8.84,11.61,11.61,20.45,20.45,21.73,21.73,1014.43,46.53,23.78
09/May/2022 11:00:00,2.78,2.78,11.66,11.66,14.45,14.45,32.18,32.18,1014.03,43.28,24.35
09/May/2022 12:00:00,2.15,2.15,10.21,10.21,12.36,12.36,37.22,37.22,1013.43,43,24.73
09/May/2022 13:00:00,2.2,2.2,17.87,17.87,20.07,20.07,36.44,36.44,1013.1,45.35,24.55
09/May/2022 14:00:00,2.01,2.01,13.99,13.99,16,16,40.73,40.73,1012.63,46.75,24.13
09/May/2022 15:00:00,2.13,2.13,17.82,17.82,19.96,19.96,39.34,39.34,1012.55,47.48,23.5
09/May/2022 16:00:00,2.21,2.21,20.04,20.04,22.25,22.25,38.16,38.16,1012,44.9,23.98
09/May/2022 17:00:00,2.19,2.19,15.42,15.42,17.61,17.61,39.74,39.74,1011.98,43.95,23.48
09/May/2022 18:00:00,2.19,2.19,21.42,21.42,23.61,23.61,36.51,36.51,1012.3,50.43,22.05
09/May/2022 19:00:00,2.4,2.4,35.89,35.89,38.29,38.29,28.13,28.13,1012.7,53.13,20.73
09/May/2022 20:00:00,19.7,19.7,61.3,61.3,81.01,81.01,14.84,14.84,1013.08,55.3,19.4
09/May/2022 21:00:00,31.13,31.13,62.44,62.44,93.57,93.57,11.53,11.53,1013.55,58.65,18.15
09/May/2022 22:00:00,17.88,17.88,56.06,56.06,73.93,73.93,10.23,10.23,1013.55,64.65,17.38
09/May/2022 23:00:00,17.7,17.7,48.99,48.99,66.69,66.69,8.91,8.91,1013.33,68.9,16.35
10/May/2022 00:00:00,14.27,14.27,24.29,24.29,38.56,38.56,17.97,17.97,1013.2,66.45,15.43
10/May/2022 01:00:00,13.72,13.72,16.57,16.57,30.29,30.29,23.38,23.38,1012.73,63.03,14.9
10/May/2022 02:00:00,13.38,13.38,15.68,15.68,29.07,29.07,20.04,20.04,1012.75,65.03,14.7
10/May/2022 03:00:00,22.66,22.66,36.31,36.31,58.97,58.97,9.63,9.63,1012.6,70.15,14.13
10/May/2022 04:00:00,79.15,79.15,44.89,44.89,124.03,124.03,3.24,3.24,1012.95,76.65,13.75
10/May/2022 05:00:00,105.09,105.09,50.61,50.61,155.69,155.69,-5.22,-5.22,1013.25,79.18,14.65
10/May/2022 06:00:00,48.58,48.58,39.74,39.74,88.33,88.33,-0.76,-0.76,1013.63,67.85,17.58
10/May/2022 07:00:00,36.8,36.8,26.8,26.8,63.6,63.6,1.92,1.92,1013.8,61.88,20
10/May/2022 08:00:00,27.04,27.04,19.03,19.03,46.07,46.07,11.78,11.78,1013.9,56.13,21.45
10/May/2022 09:00:00,12.62,12.62,8.76,8.76,21.38,21.38,22.45,22.45,1013.9,50.4,23.18
10/May/2022 10:00:00,9.25,9.25,9.08,9.08,18.32,18.32,25.39,25.39,1013.2,46.43,24.15
10/May/2022 11:00:00,3.35,3.35,9.18,9.18,12.53,12.53,31.86,31.86,1013.08,43.55,25.13
10/May/2022 12:00:00,3.69,3.69,11.56,11.56,15.26,15.26,32.21,32.21,1012.35,38.83,25.7
10/May/2022 13:00:00,2.29,2.29,16.61,16.61,18.9,18.9,36.55,36.55,1011.65,42.75,24.63
10/May/2022 14:00:00,2.08,2.08,12.99,12.99,15.07,15.07,40.58,40.58,1010.85,43.4,24.68
10/May/2022 15:00:00,2.16,2.16,21.2,21.2,23.36,23.36,39.57,39.57,1010.35,44.65,24.4
10/May/2022 16:00:00,2.25,2.25,22.25,22.25,24.49,24.49,37.13,37.13,1010.45,50.15,23.33
10/May/2022 17:00:00,2.3,2.3,22.78,22.78,25.08,25.08,36.9,36.9,1010.3,51.85,22.35
10/May/2022 18:00:00,5.31,5.31,31.1,31.1,36.41,36.41,29.86,29.86,1010.53,55.53,21.25
10/May/2022 19:00:00,32.48,32.48,63.35,63.35,95.83,95.83,12.57,12.57,1010.85,60.8,20.35
10/May/2022 20:00:00,4.83,4.83,45.57,45.57,50.4,50.4,18.56,18.56,1011.43,66.65,19.68
10/May/2022 21:00:00,8.79,8.79,41.77,41.77,50.57,50.57,13.18,13.18,1011.78,69.3,19.08
10/May/2022 22:00:00,14.31,14.31,43.47,43.47,57.79,57.79,7.91,7.91,1011.68,67.5,18.78
10/May/2022 23:00:00,10.07,10.07,26,26,36.07,36.07,12.04,12.04,1011.65,67.43,18.6
11/May/2022 00:00:00,12.36,12.36,27.8,27.8,40.17,40.17,12.28,12.28,1012,71.18,17.78
11/May/2022 01:00:00,14.1,14.1,21.22,21.22,35.32,35.32,11.87,11.87,1011.7,71.7,16.88
11/May/2022 02:00:00,15.68,15.68,24.27,24.27,39.95,39.95,8.88,8.88,1011.55,73.03,16
11/May/2022 03:00:00,25.06,25.06,29.04,29.04,54.11,54.11,6.08,6.08,1011.65,75.23,15.18
11/May/2022 04:00:00,77.06,77.06,39.84,39.84,116.9,116.9,1.92,1.92,1011.7,77.83,14.73
11/May/2022 05:00:00,92.11,92.11,44.76,44.76,136.87,136.87,-3.08,-3.08,1012.35,77.5,15.7
11/May/2022 06:00:00,34.71,34.71,27.79,27.79,62.5,62.5,-0.77,-0.77,1013.18,72.1,18.65
11/May/2022 07:00:00,33.31,33.31,22.78,22.78,56.1,56.1,4.03,4.03,1013.48,65.75,20.65
11/May/2022 08:00:00,25.56,25.56,17.36,17.36,42.92,42.92,11.75,11.75,1013.53,59.95,22.25
11/May/2022 09:00:00,18.3,18.3,8.65,8.65,26.95,26.95,21.49,21.49,1013.53,52.58,23.45
11/May/2022 10:00:00,10.14,10.14,8.12,8.12,18.25,18.25,27.58,27.58,1013.55,46.43,24.8
11/May/2022 11:00:00,4.89,4.89,10.04,10.04,14.94,14.94,34.91,34.91,1013.1,45.1,25.45
11/May/2022 12:00:00,2.46,2.46,14.28,14.28,16.74,16.74,37.49,37.49,1013.15,46.38,26.13
11/May/2022 13:00:00,2.26,2.26,16.11,16.11,18.38,18.38,42.29,42.29,1012.95,46.03,26.45
11/May/2022 14:00:00,2.16,2.16,10.97,10.97,13.13,13.13,40.97,40.97,1012.15,43,25.75
11/May/2022 15:00:00,2.41,2.41,10.79,10.79,13.19,13.19,42.03,42.03,1011.95,36.93,25.53
11/May/2022 16:00:00,2.1,2.1,11.44,11.44,13.53,13.53,41.91,41.91,1011.95,38.03,25.33
11/May/2022 17:00:00,2.04,2.04,16.97,16.97,19.02,19.02,44.03,44.03,1011.75,41.9,24.25
11/May/2022 18:00:00,2.13,2.13,21.01,21.01,23.15,23.15,39.78,39.78,1011.9,46.63,23.1
11/May/2022 19:00:00,7.12,7.12,43.11,43.11,50.22,50.22,26.22,26.22,1012.7,51.23,22.13
11/May/2022 20:00:00,40.78,40.78,64.9,64.9,105.68,105.68,12.64,12.64,1013.28,54.8,20.8
11/May/2022 21:00:00,23.47,23.47,58.35,58.35,81.82,81.82,11.74,11.74,1013.78,54.9,19.78
11/May/2022 22:00:00,5.3,5.3,41.28,41.28,46.58,46.58,18.57,18.57,1014.15,63.68,19.53
11/May/2022 23:00:00,16.2,16.2,46.95,46.95,63.15,63.15,10.38,10.38,1014.58,66.35,18.73
12/May/2022 00:00:00,14.79,14.79,21.74,21.74,36.53,36.53,20.47,20.47,1014,59.6,17.43
12/May/2022 01:00:00,13.67,13.67,10.68,10.68,24.36,24.36,26.53,26.53,1013.75,56.9,16.8
12/May/2022 02:00:00,12.48,12.48,19.55,19.55,32.03,32.03,19.55,19.55,1013.7,60.8,16.15
12/May/2022 03:00:00,18.01,18.01,36.18,36.18,54.19,54.19,11.36,11.36,1013.68,67.53,15.55
12/May/2022 04:00:00,55.99,55.99,51.4,51.4,107.39,107.39,7.75,7.75,1013.88,68.5,15.08
12/May/2022 05:00:00,67.18,67.18,52.94,52.94,120.12,120.12,2.83,2.83,1014.1,66.7,16.33
12/May/2022 06:00:00,24.73,24.73,26.32,26.32,51.05,51.05,8.88,8.88,1014.98,66.1,19.08
12/May/2022 07:00:00,32.41,32.41,28.31,28.31,60.72,60.72,7.85,7.85,1014.85,60.9,21.43
12/May/2022 08:00:00,33.01,33.01,25.68,25.68,58.69,58.69,8.38,8.38,1015.05,55.88,23.45
12/May/2022 09:00:00,17.72,17.72,15.35,15.35,33.07,33.07,21.08,21.08,1015.25,48.6,25.05
12/May/2022 10:00:00,10.85,10.85,9.71,9.71,20.57,20.57,30.56,30.56,1015.55,37.9,27.4
12/May/2022 11:00:00,2.15,2.15,12.64,12.64,14.79,14.79,39.43,39.43,1015.63,38.9,27.78
12/May/2022 12:00:00,2.24,2.24,17.83,17.83,20.07,20.07,39.66,39.66,1014.4,40.83,28.45
12/May/2022 13:00:00,2.14,2.14,18.76,18.76,20.9,20.9,46.01,46.01,1014,39.73,27.88
