,Project Time (Interval end) (UTC0),NO PreScaled ppb,NO Scaled ppb,NO2 PreScaled ppb,NO2 Scaled ppb,NOx PreScaled ppb,NOx Scaled ppb,O3 PreScaled ppb,O3 Scaled ppb,Pressure mbar,Humidity %RH,Temperature C
0,2022-04-09 12:00:00,0.68,0.68,15.94,15.94,18.87,18.87,31.4,31.4,999.6,44.33,25.93
1,2022-04-09 13:00:00,0.68,0.68,20.31,20.31,20.99,20.99,30.48,30.48,999.05,46.38,26.03
2,2022-04-09 14:00:00,0.77,0.77,19.84,19.84,20.61,20.61,27.65,27.65,998.13,45.68,25.88
3,2022-04-09 15:00:00,0.84,0.84,21.14,21.14,21.97,21.97,28.72,28.72,997.45,47.38,25.35
4,2022-04-09 16:00:00,0.92,0.92,24.09,24.09,25.01,25.01,27.46,27.46,997.25,48.0,24.6
5,2022-04-09 17:00:00,1.18,1.18,31.49,31.49,32.67,32.67,26.48,26.48,997.63,53.65,23.2
6,2022-04-09 18:00:00,1.75,1.75,46.05,46.05,47.8,47.8,25.89,25.89,998.08,62.38,20.25
7,2022-04-09 19:00:00,39.17,39.17,52.37,52.37,91.53,91.53,13.6,13.6,998.3,64.38,18.7
8,2022-04-09 20:00:00,59.25,59.25,51.74,51.74,110.99,110.99,7.84,7.84,998.48,63.75,17.78
9,2022-04-09 21:00:00,59.26,59.26,46.09,46.09,105.35,105.35,7.44,7.44,998.3,64.33,17.2
10,2022-04-09 22:00:00,46.29,46.29,43.52,43.52,89.81,89.81,5.92,5.92,998.43,64.3,16.95
11,2022-04-09 23:00:00,34.5,34.5,39.18,39.18,73.68,73.68,5.56,5.56,998.1,63.83,17.0
12,2022-04-10 00:00:00,42.45,42.45,35.19,35.19,77.64,77.64,6.01,6.01,998.33,63.43,16.8
13,2022-04-10 01:00:00,18.5,18.5,24.07,24.07,42.57,42.57,11.61,11.61,998.08,62.08,15.85
14,2022-04-10 02:00:00,18.73,18.73,21.77,21.77,40.49,40.49,11.21,11.21,998.08,61.88,15.23
15,2022-04-10 03:00:00,29.71,29.71,27.29,27.29,57.01,57.01,9.83,9.83,997.58,62.23,14.85
16,2022-04-10 04:00:00,32.25,32.25,28.59,28.59,60.84,60.84,7.54,7.54,997.68,61.58,15.03
17,2022-04-10 05:00:00,17.26,17.26,13.51,13.51,30.77,30.77,17.92,17.92,997.95,53.58,15.48
18,2022-04-10 06:00:00,15.37,15.37,11.6,11.6,26.97,26.97,19.34,19.34,997.38,49.7,16.6
19,2022-04-10 07:00:00,16.04,16.04,18.22,18.22,34.26,34.26,15.34,15.34,997.45,50.38,17.4
20,2022-04-10 08:00:00,10.15,10.15,17.49,17.49,27.64,27.64,16.47,16.47,998.1,54.05,18.38
21,2022-04-10 09:00:00,7.4,7.4,16.61,16.61,24.01,24.01,14.24,14.24,997.6,47.98,20.43
22,2022-04-10 10:00:00,2.04,2.04,8.55,8.55,10.6,10.6,24.45,24.45,996.85,40.9,23.28
23,2022-04-10 11:00:00,1.35,1.35,8.08,8.08,9.43,9.43,24.56,24.56,996.2,35.25,25.65
24,2022-04-10 12:00:00,1.13,1.13,9.53,9.53,10.66,10.66,40.61,40.61,996.28,40.5,24.25
25,2022-04-10 13:00:00,1.72,1.72,20.59,20.59,22.31,22.31,38.13,38.13,997.38,62.28,18.0
26,2022-04-10 14:00:00,3.89,3.89,18.06,18.06,21.95,21.95,33.23,33.23,997.63,68.05,14.43
27,2022-04-10 15:00:00,9.92,9.92,15.87,15.87,25.79,25.79,25.25,25.25,998.6,67.1,11.93
28,2022-04-10 16:00:00,13.93,13.93,11.4,11.4,25.33,25.33,25.3,25.3,998.45,65.1,11.38
29,2022-04-10 17:00:00,15.09,15.09,7.29,7.29,22.38,22.38,25.18,25.18,998.95,63.9,10.63
30,2022-04-10 18:00:00,16.52,16.52,5.74,5.74,22.26,22.26,25.12,25.12,999.45,64.55,9.5
31,2022-04-10 19:00:00,17.93,17.93,6.49,6.49,24.42,24.42,27.03,27.03,1000.63,60.9,9.58
32,2022-04-10 20:00:00,18.05,18.05,1.78,1.78,19.83,19.83,30.02,30.02,1001.23,59.23,9.6
33,2022-04-10 21:00:00,17.6,17.6,1.08,1.08,18.67,18.67,30.62,30.62,1001.73,59.38,9.48
34,2022-04-10 22:00:00,17.29,17.29,1.26,1.26,18.55,18.55,29.79,29.79,1002.4,59.55,9.35
35,2022-04-10 23:00:00,18.69,18.69,1.28,1.28,19.97,19.97,30.54,30.54,1002.83,58.3,9.3
36,2022-04-11 00:00:00,18.13,18.13,1.23,1.23,19.36,19.36,32.02,32.02,1002.9,56.23,9.4
37,2022-04-11 01:00:00,17.93,17.93,0.89,0.89,18.82,18.82,33.2,33.2,1003.05,54.48,9.5
38,2022-04-11 02:00:00,17.19,17.19,0.73,0.73,17.92,17.92,33.39,33.39,1003.5,54.28,9.53
39,2022-04-11 03:00:00,16.97,16.97,0.88,0.88,17.85,17.85,32.78,32.78,1004.15,54.88,9.45
40,2022-04-11 04:00:00,17.07,17.07,1.53,1.53,18.6,18.6,32.06,32.06,1005.3,54.55,9.43
41,2022-04-11 05:00:00,16.82,16.82,2.65,2.65,19.47,19.47,31.27,31.27,1006.05,53.8,9.5
42,2022-04-11 06:00:00,18.54,18.54,3.77,3.77,22.3,22.3,30.09,30.09,1007.18,52.4,10.05
43,2022-04-11 07:00:00,18.56,18.56,2.9,2.9,21.46,21.46,30.16,30.16,1007.83,49.53,11.23
44,2022-04-11 08:00:00,15.83,15.83,2.97,2.97,18.8,18.8,31.99,31.99,1008.63,45.8,12.7
45,2022-04-11 09:00:00,13.45,13.45,3.39,3.39,16.85,16.85,33.17,33.17,1009.43,42.6,14.18
46,2022-04-11 10:00:00,10.14,10.14,3.4,3.4,13.54,13.54,35.38,35.38,1010.3,39.9,15.58
47,2022-04-11 11:00:00,7.4,7.4,3.56,3.56,10.96,10.96,37.81,37.81,1010.1,38.25,16.15
48,2022-04-11 12:00:00,4.45,4.45,4.42,4.42,8.87,8.87,38.45,38.45,1010.55,36.35,16.93
49,2022-04-11 13:00:00,2.91,2.91,4.55,4.55,7.47,7.47,40.92,40.92,1010.58,34.53,17.68
50,2022-04-11 14:00:00,2.45,2.45,4.83,4.83,7.28,7.28,42.67,42.67,1010.63,33.55,17.53
51,2022-04-11 15:00:00,2.31,2.31,5.13,5.13,7.44,7.44,43.46,43.46,1010.45,32.63,17.1
52,2022-04-11 16:00:00,2.54,2.54,5.13,5.13,7.67,7.67,44.07,44.07,1010.88,31.43,16.83
53,2022-04-11 17:00:00,2.61,2.61,4.89,4.89,7.51,7.51,43.85,43.85,1011.28,32.1,16.03
54,2022-04-11 18:00:00,3.06,3.06,5.27,5.27,8.33,8.33,41.71,41.71,1011.98,32.78,14.98
55,2022-04-11 19:00:00,5.45,5.45,5.24,5.24,10.69,10.69,40.33,40.33,1012.88,34.0,13.88
56,2022-04-11 20:00:00,6.09,6.09,4.89,4.89,10.97,10.97,39.48,39.48,1013.2,35.63,13.13
57,2022-04-11 21:00:00,7.45,7.45,5.03,5.03,12.48,12.48,36.77,36.77,1013.7,37.33,12.33
58,2022-04-11 22:00:00,9.65,9.65,6.05,6.05,15.7,15.7,34.22,34.22,1014.33,38.83,11.35
59,2022-04-11 23:00:00,9.94,9.94,3.83,3.83,13.76,13.76,35.84,35.84,1014.65,40.3,10.6
60,2022-04-12 00:00:00,11.38,11.38,3.27,3.27,14.64,14.64,37.34,37.34,1014.58,40.1,10.28
61,2022-04-12 01:00:00,13.26,13.26,2.42,2.42,15.67,15.67,38.36,38.36,1014.23,39.5,10.13
62,2022-04-12 02:00:00,13.8,13.8,1.73,1.73,15.53,15.53,37.87,37.87,1013.95,40.43,9.63
63,2022-04-12 03:00:00,18.72,18.72,11.04,11.04,29.76,29.76,29.69,29.69,1014.38,42.5,8.93
64,2022-04-12 04:00:00,40.88,40.88,29.62,29.62,70.49,70.49,18.59,18.59,1014.28,45.83,7.9
65,2022-04-12 05:00:00,78.73,78.73,40.39,40.39,119.12,119.12,14.62,14.62,1014.4,49.1,7.28
66,2022-04-12 06:00:00,18.49,18.49,19.34,19.34,37.83,37.83,24.87,24.87,1015.33,45.05,9.48
67,2022-04-12 07:00:00,13.83,13.83,9.33,9.33,23.16,23.16,30.47,30.47,1015.48,39.28,13.0
68,2022-04-12 08:00:00,29.13,29.13,15.56,15.56,44.7,44.7,23.79,23.79,1015.73,39.78,14.73
69,2022-04-12 09:00:00,11.43,11.43,9.76,9.76,21.19,21.19,30.37,30.37,1015.38,35.53,16.33
70,2022-04-12 10:00:00,2.95,2.95,6.05,6.05,9.0,9.0,37.59,37.59,1015.05,30.63,18.35
71,2022-04-12 11:00:00,2.04,2.04,6.52,6.52,8.56,8.56,38.23,38.23,1014.4,29.88,19.85
72,2022-04-12 12:00:00,2.16,2.16,7.11,7.11,9.26,9.26,44.03,44.03,1013.55,32.33,19.98
73,2022-04-12 13:00:00,2.26,2.26,9.2,9.2,11.46,11.46,43.96,43.96,1012.85,33.6,19.25
74,2022-04-12 14:00:00,2.08,2.08,9.35,9.35,11.42,11.42,46.9,46.9,1011.7,36.15,18.95
75,2022-04-12 15:00:00,2.15,2.15,11.41,11.41,13.55,13.55,46.06,46.06,1011.53,44.75,17.75
76,2022-04-12 16:00:00,2.4,2.4,16.82,16.82,19.21,19.21,42.78,42.78,1011.25,46.35,16.88
77,2022-04-12 17:00:00,3.3,3.3,15.93,15.93,19.23,19.23,39.3,39.3,1011.08,48.73,15.75
78,2022-04-12 18:00:00,6.07,6.07,17.33,17.33,23.41,23.41,36.26,36.26,1011.33,47.95,14.83
79,2022-04-12 19:00:00,12.73,12.73,28.6,28.6,41.33,41.33,26.66,26.66,1012.0,51.45,13.33
80,2022-04-12 20:00:00,11.61,11.61,23.23,23.23,34.83,34.83,27.66,27.66,1012.03,54.35,11.8
81,2022-04-12 21:00:00,12.06,12.06,19.26,19.26,31.32,31.32,28.49,28.49,1012.28,55.5,11.23
82,2022-04-12 22:00:00,12.36,12.36,16.07,16.07,28.42,28.42,31.39,31.39,1012.13,56.15,10.95
83,2022-04-12 23:00:00,13.19,13.19,10.79,10.79,23.98,23.98,34.19,34.19,1012.55,57.65,10.75
84,2022-04-13 00:00:00,14.1,14.1,11.17,11.17,25.26,25.26,31.45,31.45,1012.4,58.78,10.18
85,2022-04-13 01:00:00,14.23,14.23,12.91,12.91,27.14,27.14,25.37,25.37,1012.1,60.7,9.45
86,2022-04-13 02:00:00,14.91,14.91,16.84,16.84,31.76,31.76,21.79,21.79,1011.8,63.4,8.98
87,2022-04-13 03:00:00,21.91,21.91,30.22,30.22,52.13,52.13,14.49,14.49,1012.08,66.3,8.23
88,2022-04-13 04:00:00,64.66,64.66,42.4,42.4,107.05,107.05,8.56,8.56,1012.15,68.7,7.75
89,2022-04-13 05:00:00,160.38,160.38,49.64,49.64,210.02,210.02,6.23,6.23,1012.8,70.63,7.75
90,2022-04-13 06:00:00,65.83,65.83,40.48,40.48,106.31,106.31,5.64,5.64,1013.08,69.08,9.93
91,2022-04-13 07:00:00,40.24,40.24,29.96,29.96,70.19,70.19,8.34,8.34,1013.55,62.35,13.53
92,2022-04-13 08:00:00,32.75,32.75,20.84,20.84,53.59,53.59,16.95,16.95,1013.73,57.78,14.78
93,2022-04-13 09:00:00,25.48,25.48,13.27,13.27,38.75,38.75,22.48,22.48,1013.8,50.58,16.63
94,2022-04-13 10:00:00,14.05,14.05,8.1,8.1,22.15,22.15,32.3,32.3,1013.73,47.75,17.8
95,2022-04-13 11:00:00,5.75,5.75,6.37,6.37,12.12,12.12,35.38,35.38,1013.83,52.2,18.2
96,2022-04-13 12:00:00,2.57,2.57,9.76,9.76,12.33,12.33,34.94,34.94,1013.43,55.2,18.55
97,2022-04-13 13:00:00,2.9,2.9,14.13,14.13,17.03,17.03,34.22,34.22,1012.78,56.08,18.78
98,2022-04-13 14:00:00,5.44,5.44,8.12,8.12,13.56,13.56,37.87,37.87,1012.25,53.73,18.1
99,2022-04-13 15:00:00,5.95,5.95,10.04,10.04,15.99,15.99,37.67,37.67,1011.63,54.28,17.5
100,2022-04-13 16:00:00,6.66,6.66,9.41,9.41,16.07,16.07,38.07,38.07,1011.73,54.28,17.45
101,2022-04-13 17:00:00,10.41,10.41,12.44,12.44,22.84,22.84,35.73,35.73,1011.53,55.43,16.35
102,2022-04-13 18:00:00,10.25,10.25,15.48,15.48,25.73,25.73,34.19,34.19,1011.9,57.2,15.1
103,2022-04-13 19:00:00,13.91,13.91,30.18,30.18,44.09,44.09,24.75,24.75,1012.78,61.15,13.75
104,2022-04-13 20:00:00,23.26,23.26,41.42,41.42,64.68,64.68,16.41,16.41,1013.1,65.43,12.6
105,2022-04-13 21:00:00,25.91,25.91,41.14,41.14,67.05,67.05,15.32,15.32,1013.38,66.0,11.88
106,2022-04-13 22:00:00,24.61,24.61,40.44,40.44,65.05,65.05,12.71,12.71,1013.75,68.25,11.1
107,2022-04-13 23:00:00,18.51,18.51,31.09,31.09,49.6,49.6,14.91,14.91,1013.78,70.55,10.48
108,2022-04-14 00:00:00,15.9,15.9,20.07,20.07,35.96,35.96,18.03,18.03,1013.55,72.23,9.9
109,2022-04-14 01:00:00,17.61,17.61,18.91,18.91,36.52,36.52,16.72,16.72,1013.0,73.6,9.43
110,2022-04-14 02:00:00,18.96,18.96,21.8,21.8,40.77,40.77,13.91,13.91,1013.4,74.88,9.13
111,2022-04-14 03:00:00,31.37,31.37,30.13,30.13,61.5,61.5,7.76,7.76,1013.48,77.58,8.9
112,2022-04-14 04:00:00,96.17,96.17,40.85,40.85,137.02,137.02,4.89,4.89,1013.8,78.68,8.4
113,2022-04-14 05:00:00,185.47,185.47,49.09,49.09,234.56,234.56,1.87,1.87,1014.23,80.0,8.23
114,2022-04-14 06:00:00,78.15,78.15,42.56,42.56,120.71,120.71,-1.69,-1.69,1014.85,79.0,10.43
115,2022-04-14 07:00:00,43.79,43.79,30.13,30.13,73.92,73.92,5.8,5.8,1015.18,72.08,13.23
116,2022-04-14 08:00:00,28.82,28.82,19.3,19.3,48.13,48.13,14.95,14.95,1015.48,67.2,15.0
117,2022-04-14 09:00:00,24.0,24.0,14.18,14.18,38.17,38.17,20.19,20.19,1015.33,62.7,16.43
118,2022-04-14 10:00:00,21.24,21.24,9.87,9.87,31.1,31.1,19.39,19.39,1015.48,51.95,18.58
119,2022-04-14 11:00:00,7.6,7.6,5.83,5.83,13.43,13.43,30.77,30.77,1015.35,46.43,20.0
120,2022-04-14 12:00:00,4.13,4.13,6.09,6.09,10.22,10.22,34.1,34.1,1014.85,44.78,19.95
121,2022-04-14 13:00:00,2.5,2.5,6.97,6.97,9.47,9.47,37.47,37.47,1014.28,46.08,19.75
122,2022-04-14 14:00:00,2.44,2.44,7.43,7.43,9.87,9.87,37.9,37.9,1013.7,47.0,19.5
123,2022-04-14 15:00:00,2.41,2.41,9.69,9.69,12.1,12.1,40.91,40.91,1013.85,48.6,19.05
124,2022-04-14 16:00:00,2.24,2.24,16.68,16.68,18.91,18.91,41.14,41.14,1013.9,58.35,18.13
125,2022-04-14 17:00:00,2.59,2.59,23.83,23.83,26.42,26.42,35.06,35.06,1013.73,63.7,17.15
126,2022-04-14 18:00:00,6.42,6.42,26.32,26.32,32.73,32.73,31.82,31.82,1014.2,65.58,15.98
127,2022-04-14 19:00:00,22.08,22.08,43.97,43.97,66.05,66.05,18.7,18.7,1015.15,67.78,14.95
128,2022-04-14 20:00:00,30.39,30.39,50.08,50.08,80.47,80.47,9.4,9.4,1015.33,71.1,13.6
129,2022-04-14 21:00:00,27.46,27.46,44.4,44.4,71.86,71.86,8.92,8.92,1015.15,73.85,12.68
130,2022-04-14 22:00:00,62.45,62.45,52.33,52.33,114.78,114.78,5.51,5.51,1015.23,75.9,12.25
131,2022-04-14 23:00:00,65.12,65.12,52.57,52.57,117.69,117.69,4.64,4.64,1015.85,77.53,11.8
132,2022-04-15 00:00:00,21.35,21.35,34.06,34.06,55.41,55.41,7.48,7.48,1015.38,78.35,11.35
133,2022-04-15 01:00:00,21.0,21.0,31.74,31.74,52.73,52.73,5.55,5.55,1014.98,79.53,10.93
134,2022-04-15 02:00:00,24.91,24.91,28.55,28.55,53.46,53.46,3.6,3.6,1014.73,80.73,10.4
135,2022-04-15 03:00:00,37.39,37.39,32.22,32.22,69.61,69.61,2.43,2.43,1013.88,81.23,9.95
136,2022-04-15 04:00:00,86.15,86.15,36.23,36.23,122.38,122.38,2.57,2.57,1014.18,81.75,9.58
137,2022-04-15 05:00:00,134.72,134.72,40.17,40.17,174.89,174.89,-0.57,-0.57,1014.88,82.9,9.5
138,2022-04-15 06:00:00,57.87,57.87,32.58,32.58,90.46,90.46,-4.17,-4.17,1014.83,82.58,11.35
139,2022-04-15 07:00:00,48.22,48.22,25.09,25.09,73.3,73.3,-0.66,-0.66,1014.98,74.83,13.85
140,2022-04-15 08:00:00,57.53,57.53,25.06,25.06,82.59,82.59,-1.78,-1.78,1015.08,67.98,16.0
141,2022-04-15 09:00:00,50.19,50.19,26.77,26.77,76.95,76.95,-0.62,-0.62,1015.05,61.35,18.35
142,2022-04-15 10:00:00,23.99,23.99,13.61,13.61,37.59,37.59,8.46,8.46,1014.6,48.68,21.2
143,2022-04-15 11:00:00,5.56,5.56,6.19,6.19,11.75,11.75,21.7,21.7,1014.05,36.8,23.08
144,2022-04-15 12:00:00,1.79,1.79,7.35,7.35,9.13,9.13,32.2,32.2,1012.98,36.6,23.68
145,2022-04-15 13:00:00,1.83,1.83,10.08,10.08,11.91,11.91,36.09,36.09,1012.33,40.35,22.88
146,2022-04-15 14:00:00,1.78,1.78,9.69,9.69,11.46,11.46,40.38,40.38,1011.63,40.9,21.83
147,2022-04-15 15:00:00,1.72,1.72,11.39,11.39,13.11,13.11,41.89,41.89,1011.53,42.53,21.28
148,2022-04-15 16:00:00,1.99,1.99,12.79,12.79,14.77,14.77,40.17,40.17,1011.28,38.2,21.08
149,2022-04-15 17:00:00,1.95,1.95,11.45,11.45,13.39,13.39,39.7,39.7,1010.45,39.5,20.48
150,2022-04-15 18:00:00,26.7,26.7,48.84,48.84,75.54,75.54,22.44,22.44,1010.83,45.63,19.13
151,2022-04-15 19:00:00,53.32,53.32,63.97,63.97,117.29,117.29,15.09,15.09,1011.38,48.08,17.35
152,2022-04-15 20:00:00,53.48,53.48,59.8,59.8,113.28,113.28,12.78,12.78,1010.6,51.23,16.05
153,2022-04-15 21:00:00,25.2,25.2,48.87,48.87,74.07,74.07,15.3,15.3,1009.88,51.9,15.18
154,2022-04-15 22:00:00,22.47,22.47,48.68,48.68,71.15,71.15,14.64,14.64,1009.03,53.33,14.65
155,2022-04-15 23:00:00,12.21,12.21,46.01,46.01,58.23,58.23,13.64,13.64,1009.48,59.53,14.25
156,2022-04-16 00:00:00,16.22,16.22,36.06,36.06,52.28,52.28,9.66,9.66,1009.6,68.08,13.7
157,2022-04-16 01:00:00,17.15,17.15,39.93,39.93,57.08,57.08,10.7,10.7,1009.23,63.3,13.08
158,2022-04-16 02:00:00,19.43,19.43,29.49,29.49,48.91,48.91,13.56,13.56,1008.4,59.08,12.65
159,2022-04-16 03:00:00,21.4,21.4,29.78,29.78,51.19,51.19,12.04,12.04,1007.88,61.18,12.33
160,2022-04-16 04:00:00,21.75,21.75,33.38,33.38,55.13,55.13,12.2,12.2,1007.88,62.25,12.13
161,2022-04-16 05:00:00,63.08,63.08,42.04,42.04,105.12,105.12,6.05,6.05,1008.03,66.78,11.93
162,2022-04-16 06:00:00,45.25,45.25,38.56,38.56,83.81,83.81,4.39,4.39,1007.65,65.58,12.55
163,2022-04-16 07:00:00,35.05,35.05,33.84,33.84,68.89,68.89,7.08,7.08,1007.78,64.28,14.63
164,2022-04-16 08:00:00,31.83,31.83,25.21,25.21,57.04,57.04,10.01,10.01,1007.93,61.93,16.35
165,2022-04-16 09:00:00,28.28,28.28,23.29,23.29,51.58,51.58,7.52,7.52,1007.7,55.28,18.28
166,2022-04-16 10:00:00,8.41,8.41,10.07,10.07,18.48,18.48,17.98,17.98,1007.68,45.08,21.2
167,2022-04-16 11:00:00,2.87,2.87,7.19,7.19,10.05,10.05,26.9,26.9,1007.55,40.1,22.33
168,2022-04-16 12:00:00,2.27,2.27,8.54,8.54,10.81,10.81,29.41,29.41,1007.23,37.28,22.43
169,2022-04-16 13:00:00,2.01,2.01,8.67,8.67,10.68,10.68,31.32,31.32,1006.33,35.88,22.68
170,2022-04-16 14:00:00,1.76,1.76,9.97,9.97,11.73,11.73,37.82,37.82,1006.0,39.08,22.23
171,2022-04-16 15:00:00,1.87,1.87,15.68,15.68,17.55,17.55,37.3,37.3,1005.63,45.68,20.65
172,2022-04-16 16:00:00,2.02,2.02,25.46,25.46,27.48,27.48,31.83,31.83,1005.2,48.4,20.15
173,2022-04-16 17:00:00,2.26,2.26,37.38,37.38,39.64,39.64,22.97,22.97,1004.78,49.45,19.75
174,2022-04-16 18:00:00,2.63,2.63,45.51,45.51,48.14,48.14,19.01,19.01,1004.58,52.5,18.58
175,2022-04-16 19:00:00,45.32,45.32,52.26,52.26,97.58,97.58,13.51,13.51,1005.0,56.43,17.43
176,2022-04-16 20:00:00,13.83,13.83,55.16,55.16,68.98,68.98,17.11,17.11,1005.0,63.33,16.75
177,2022-04-16 21:00:00,47.44,47.44,56.7,56.7,104.14,104.14,6.79,6.79,1004.75,61.03,16.18
178,2022-04-16 22:00:00,18.9,18.9,38.32,38.32,57.22,57.22,9.05,9.05,1005.15,58.85,15.95
179,2022-04-16 23:00:00,14.27,14.27,22.52,22.52,36.8,36.8,13.84,13.84,1004.95,58.9,15.75
180,2022-04-17 00:00:00,18.15,18.15,22.79,22.79,40.94,40.94,11.97,11.97,1004.53,57.08,15.63
181,2022-04-17 01:00:00,12.74,12.74,15.6,15.6,28.34,28.34,20.1,20.1,1004.68,54.93,15.75
182,2022-04-17 02:00:00,10.21,10.21,4.96,4.96,15.17,15.17,31.98,31.98,1004.3,60.0,15.18
183,2022-04-17 03:00:00,11.4,11.4,8.59,8.59,19.98,19.98,29.28,29.28,1004.83,63.43,14.33
184,2022-04-17 04:00:00,10.83,10.83,10.45,10.45,21.28,21.28,26.45,26.45,1004.2,69.4,13.63
185,2022-04-17 05:00:00,12.27,12.27,13.71,13.71,25.98,25.98,23.9,23.9,1003.3,73.65,13.08
186,2022-04-17 06:00:00,14.06,14.06,14.39,14.39,28.45,28.45,23.85,23.85,1002.8,74.45,13.13
187,2022-04-17 07:00:00,15.37,15.37,12.99,12.99,28.36,28.36,32.36,32.36,1002.35,71.28,13.73
188,2022-04-17 08:00:00,16.87,16.87,12.93,12.93,29.8,29.8,26.4,26.4,1003.2,70.05,14.3
189,2022-04-17 09:00:00,17.03,17.03,12.54,12.54,29.57,29.57,25.7,25.7,1002.45,68.13,15.13
190,2022-04-17 10:00:00,15.08,15.08,11.51,11.51,26.59,26.59,26.61,26.61,1001.98,68.33,15.18
191,2022-04-17 11:00:00,13.78,13.78,10.65,10.65,24.43,24.43,21.67,21.67,1001.85,72.93,14.38
192,2022-04-17 12:00:00,13.54,13.54,14.28,14.28,27.83,27.83,16.7,16.7,1001.75,77.1,13.68
193,2022-04-17 13:00:00,14.18,14.18,15.2,15.2,29.38,29.38,14.08,14.08,1001.1,80.68,13.4
194,2022-04-17 14:00:00,15.81,15.81,15.04,15.04,30.84,30.84,16.0,16.0,1000.25,81.65,12.9
195,2022-04-17 15:00:00,18.59,18.59,19.73,19.73,38.33,38.33,17.82,17.82,1000.28,82.88,12.45
196,2022-04-17 16:00:00,18.49,18.49,14.5,14.5,32.99,32.99,14.6,14.6,1000.25,83.98,12.1
197,2022-04-17 17:00:00,17.62,17.62,9.54,9.54,27.16,27.16,13.38,13.38,999.95,82.85,11.15
198,2022-04-17 18:00:00,19.24,19.24,12.51,12.51,31.75,31.75,10.15,10.15,1000.23,84.78,10.53
199,2022-04-17 19:00:00,20.18,20.18,9.31,9.31,29.49,29.49,13.75,13.75,1000.6,84.28,10.18
200,2022-04-17 20:00:00,20.64,20.64,8.99,8.99,29.63,29.63,12.64,12.64,1001.05,83.3,9.6
201,2022-04-17 21:00:00,18.91,18.91,5.77,5.77,24.68,24.68,14.2,14.2,1000.9,82.93,9.33
202,2022-04-17 22:00:00,19.83,19.83,5.59,5.59,25.42,25.42,12.44,12.44,1000.8,82.48,9.23
203,2022-04-17 23:00:00,19.27,19.27,3.8,3.8,23.08,23.08,13.17,13.17,1001.28,81.0,8.88
204,2022-04-18 00:00:00,18.76,18.76,2.98,2.98,21.73,21.73,12.71,12.71,1001.53,79.83,8.7
205,2022-04-18 01:00:00,18.31,18.31,1.76,1.76,20.07,20.07,13.7,13.7,1001.25,78.38,8.5
206,2022-04-18 02:00:00,19.06,19.06,2.68,2.68,21.74,21.74,13.63,13.63,1000.98,78.05,8.15
207,2022-04-18 03:00:00,18.41,18.41,3.41,3.41,21.82,21.82,12.46,12.46,1001.13,79.48,7.85
208,2022-04-18 04:00:00,18.3,18.3,6.28,6.28,24.58,24.58,10.92,10.92,1001.38,80.4,7.65
209,2022-04-18 05:00:00,19.45,19.45,11.55,11.55,31.0,31.0,8.49,8.49,1001.45,80.53,7.7
210,2022-04-18 06:00:00,19.77,19.77,12.94,12.94,32.71,32.71,9.06,9.06,1001.93,80.03,7.88
211,2022-04-18 07:00:00,21.16,21.16,10.08,10.08,31.24,31.24,10.25,10.25,1002.6,80.75,8.2
212,2022-04-18 08:00:00,21.06,21.06,10.09,10.09,31.15,31.15,10.35,10.35,1003.3,80.38,8.8
213,2022-04-18 09:00:00,20.7,20.7,9.49,9.49,30.19,30.19,11.94,11.94,1003.35,78.8,9.53
214,2022-04-18 10:00:00,17.87,17.87,7.07,7.07,24.94,24.94,14.1,14.1,1003.75,75.65,10.93
215,2022-04-18 11:00:00,17.41,17.41,5.37,5.37,22.79,22.79,16.17,16.17,1003.43,74.3,11.28
216,2022-04-18 12:00:00,17.66,17.66,5.15,5.15,22.82,22.82,17.56,17.56,1003.28,74.45,11.33
217,2022-04-18 13:00:00,19.34,19.34,12.41,12.41,31.75,31.75,14.15,14.15,1003.35,77.63,10.85
218,2022-04-18 14:00:00,20.58,20.58,17.1,17.1,37.69,37.69,13.73,13.73,1003.13,79.9,10.45
219,2022-04-18 15:00:00,27.02,27.02,25.45,25.45,52.47,52.47,10.6,10.6,1002.93,82.7,9.95
220,2022-04-18 16:00:00,27.96,27.96,26.64,26.64,54.6,54.6,8.23,8.23,1003.25,84.45,9.5
221,2022-04-18 17:00:00,22.59,22.59,18.63,18.63,41.23,41.23,13.87,13.87,1003.28,84.8,9.0
222,2022-04-18 18:00:00,21.59,21.59,22.18,22.18,43.77,43.77,9.98,9.98,1003.53,86.4,8.25
223,2022-04-18 19:00:00,20.72,20.72,23.97,23.97,44.7,44.7,8.32,8.32,1004.18,87.13,7.95
224,2022-04-18 20:00:00,22.01,22.01,20.52,20.52,42.53,42.53,9.03,9.03,1004.58,87.7,7.75
225,2022-04-18 21:00:00,19.01,19.01,14.78,14.78,33.79,33.79,12.28,12.28,1005.15,87.55,7.63
226,2022-04-18 22:00:00,20.12,20.12,15.47,15.47,35.59,35.59,11.82,11.82,1005.3,88.15,7.45
227,2022-04-18 23:00:00,17.98,17.98,8.36,8.36,26.33,26.33,18.39,18.39,1005.23,88.35,7.35
228,2022-04-19 00:00:00,16.19,16.19,8.35,8.35,24.54,24.54,17.19,17.19,1004.9,88.7,7.23
229,2022-04-19 01:00:00,17.42,17.42,7.42,7.42,24.84,24.84,17.62,17.62,1004.55,88.95,7.15
230,2022-04-19 02:00:00,17.2,17.2,7.41,7.41,24.61,24.61,15.58,15.58,1004.25,88.23,6.9
