,Project Time (Interval end) (UTC0),NO PreScaled ppb,NO Scaled ppb,NO2 PreScaled ppb,NO2 Scaled ppb,NOx PreScaled ppb,NOx Scaled ppb,O3 PreScaled ppb,O3 Scaled ppb,Pressure mbar,Humidity %RH,Temperature C
1266,2022-06-01 06:00:00,37.21,37.21,28.52,28.52,65.73,65.73,11.34,11.34,1009.05,64.98,25.8
1267,2022-06-01 07:00:00,38.45,38.45,26.61,26.61,65.06,65.06,16.08,16.08,1008.8,63.8,26.5
1268,2022-06-01 08:00:00,44.7,44.7,26.22,26.22,70.92,70.92,20.4,20.4,1008.68,57.85,28.45
1269,2022-06-01 09:00:00,40.31,40.31,14.05,14.05,54.36,54.36,35.2,35.2,1008.85,52.13,29.63
1270,2022-06-01 10:00:00,39.72,39.72,13.25,13.25,52.97,52.97,44.46,44.46,1008.65,47.63,30.95
1271,2022-06-01 11:00:00,38.77,38.77,12.04,12.04,50.81,50.81,47.56,47.56,1008.58,43.38,32.0
1272,2022-06-01 12:00:00,27.64,27.64,18.33,18.33,45.97,45.97,51.14,51.14,1008.68,41.8,32.4
1273,2022-06-01 13:00:00,23.35,23.35,23.9,23.9,47.25,47.25,48.0,48.0,1008.23,42.63,32.13
1274,2022-06-01 14:00:00,16.73,16.73,23.91,23.91,40.64,40.64,51.61,51.61,1007.93,40.75,32.13
1275,2022-06-01 15:00:00,7.86,7.86,22.53,22.53,30.39,30.39,52.16,52.16,1006.98,42.28,31.4
1276,2022-06-01 16:00:00,6.95,6.95,27.11,27.11,34.05,34.05,51.44,51.44,1006.9,42.25,31.28
1277,2022-06-01 17:00:00,2.43,2.43,30.06,30.06,32.49,32.49,51.52,51.52,1006.98,47.5,30.1
1278,2022-06-01 18:00:00,5.19,5.19,31.82,31.82,37.01,37.01,43.53,43.53,1006.93,48.4,29.0
1279,2022-06-01 19:00:00,5.76,5.76,43.68,43.68,49.44,49.44,36.34,36.34,1007.43,49.2,28.43
1280,2022-06-01 20:00:00,19.73,19.73,71.45,71.45,91.19,91.19,20.46,20.46,1008.08,52.4,27.23
1281,2022-06-01 21:00:00,9.87,9.87,49.31,49.31,59.18,59.18,25.87,25.87,1008.13,54.58,26.13
1282,2022-06-01 22:00:00,11.1,11.1,43.44,43.44,54.54,54.54,26.48,26.48,1008.38,56.2,25.65
1283,2022-06-01 23:00:00,18.95,18.95,59.18,59.18,78.13,78.13,18.52,18.52,1008.43,58.45,25.1
1284,2022-06-02 00:00:00,15.46,15.46,37.8,37.8,53.26,53.26,22.91,22.91,1008.4,60.45,24.35
1285,2022-06-02 01:00:00,16.32,16.32,23.36,23.36,39.68,39.68,20.36,20.36,1008.23,62.28,23.85
1286,2022-06-02 02:00:00,18.07,18.07,20.68,20.68,38.76,38.76,12.16,12.16,1007.95,65.53,23.18
1287,2022-06-02 03:00:00,21.77,21.77,23.73,23.73,45.51,45.51,10.9,10.9,1008.4,68.3,22.7
1288,2022-06-02 04:00:00,39.34,39.34,42.23,42.23,81.58,81.58,7.07,7.07,1008.43,68.6,22.53
1289,2022-06-02 05:00:00,32.04,32.04,35.12,35.12,67.16,67.16,9.0,9.0,1008.53,71.18,23.78
1290,2022-06-02 06:00:00,39.67,39.67,31.18,31.18,70.84,70.84,8.76,8.76,1009.0,68.45,25.63
1291,2022-06-02 07:00:00,50.95,50.95,30.22,30.22,81.17,81.17,13.84,13.84,1008.95,62.38,27.9
1292,2022-06-02 08:00:00,51.73,51.73,26.66,26.66,78.39,78.39,24.09,24.09,1008.85,58.6,29.03
1293,2022-06-02 09:00:00,59.91,59.91,22.16,22.16,82.07,82.07,35.79,35.79,1008.88,51.2,30.8
1294,2022-06-02 10:00:00,54.77,54.77,16.69,16.69,71.46,71.46,47.38,47.38,1008.95,45.0,32.15
1295,2022-06-02 11:00:00,48.57,48.57,16.19,16.19,64.76,64.76,53.79,53.79,1008.75,43.33,32.88
1296,2022-06-02 12:00:00,35.8,35.8,23.8,23.8,59.6,59.6,59.46,59.46,1008.35,44.05,33.05
1297,2022-06-02 13:00:00,36.11,36.11,28.64,28.64,64.75,64.75,55.94,55.94,1007.95,43.58,33.18
1298,2022-06-02 14:00:00,28.88,28.88,27.83,27.83,56.7,56.7,57.52,57.52,1007.73,43.9,32.85
1299,2022-06-02 15:00:00,30.16,30.16,22.14,22.14,52.3,52.3,58.88,58.88,1007.25,39.78,32.98
1300,2022-06-02 16:00:00,21.32,21.32,24.95,24.95,46.27,46.27,57.37,57.37,1006.98,38.83,32.65
1301,2022-06-02 17:00:00,13.11,13.11,31.58,31.58,44.69,44.69,53.9,53.9,1007.08,40.75,32.05
1302,2022-06-02 18:00:00,8.23,8.23,35.05,35.05,43.29,43.29,50.41,50.41,1007.15,43.3,31.3
1303,2022-06-02 19:00:00,2.79,2.79,77.09,77.09,79.88,79.88,47.41,47.41,1007.58,57.6,28.33
1304,2022-06-02 20:00:00,31.62,31.62,104.77,104.77,136.4,136.4,16.42,16.42,1007.6,68.2,25.9
1305,2022-06-02 21:00:00,41.45,41.45,84.7,84.7,126.16,126.16,11.93,11.93,1007.7,66.05,25.35
1306,2022-06-02 22:00:00,39.62,39.62,71.04,71.04,110.67,110.67,6.52,6.52,1008.53,69.65,25.13
1307,2022-06-02 23:00:00,29.68,29.68,40.92,40.92,70.61,70.61,6.92,6.92,1009.0,69.85,24.63
1308,2022-06-03 00:00:00,29.14,29.14,27.72,27.72,56.86,56.86,12.26,12.26,1008.9,67.23,24.18
1309,2022-06-03 01:00:00,27.48,27.48,25.95,25.95,53.44,53.44,12.59,12.59,1008.93,67.7,23.85
1310,2022-06-03 02:00:00,27.38,27.38,22.74,22.74,50.12,50.12,14.98,14.98,1008.35,67.0,23.6
1311,2022-06-03 03:00:00,28.25,28.25,31.47,31.47,59.72,59.72,10.23,10.23,1008.38,69.28,23.25
1312,2022-06-03 04:00:00,48.3,48.3,42.58,42.58,90.88,90.88,6.88,6.88,1008.95,69.95,23.08
1313,2022-06-03 05:00:00,44.88,44.88,32.39,32.39,77.27,77.27,6.63,6.63,1009.55,67.5,24.68
1314,2022-06-03 06:00:00,47.49,47.49,10.11,10.11,57.6,57.6,21.5,21.5,1010.3,52.75,28.3
1315,2022-06-03 07:00:00,58.47,58.47,8.35,8.35,66.82,66.82,28.71,28.71,1010.35,45.0,31.43
1316,2022-06-03 08:00:00,59.36,59.36,9.12,9.12,68.47,68.47,39.57,39.57,1010.35,38.85,33.4
1317,2022-06-03 09:00:00,39.53,39.53,10.42,10.42,49.95,49.95,49.45,49.45,1010.7,35.1,34.65
1318,2022-06-03 10:00:00,17.55,17.55,12.75,12.75,30.3,30.3,49.92,49.92,1010.6,30.85,36.38
1319,2022-06-03 11:00:00,1.77,1.77,28.7,28.7,30.48,30.48,79.34,79.34,1010.18,30.95,37.5
1320,2022-06-03 12:00:00,2.29,2.29,34.2,34.2,36.49,36.49,66.03,66.03,1010.18,35.05,35.8
1321,2022-06-03 13:00:00,2.73,2.73,36.26,36.26,38.98,38.98,62.7,62.7,1010.05,35.85,35.83
1322,2022-06-03 14:00:00,4.87,4.87,32.94,32.94,37.81,37.81,61.84,61.84,1009.75,35.25,35.83
1323,2022-06-03 15:00:00,8.73,8.73,34.06,34.06,42.8,42.8,63.09,63.09,1008.6,36.6,35.05
1324,2022-06-03 16:00:00,15.39,15.39,38.04,38.04,53.42,53.42,57.02,57.02,1008.35,37.1,34.5
1325,2022-06-03 17:00:00,16.31,16.31,29.59,29.59,45.91,45.91,60.31,60.31,1009.23,36.15,33.35
1326,2022-06-03 18:00:00,7.45,7.45,45.21,45.21,52.66,52.66,50.0,50.0,1009.68,40.05,32.13
1327,2022-06-03 19:00:00,15.14,15.14,54.4,54.4,69.53,69.53,34.61,34.61,1009.83,40.28,30.9
1328,2022-06-03 20:00:00,32.17,32.17,77.61,77.61,109.78,109.78,24.11,24.11,1010.68,42.2,29.4
1329,2022-06-03 21:00:00,6.43,6.43,64.44,64.44,70.86,70.86,29.71,29.71,1010.85,49.95,28.55
1330,2022-06-03 22:00:00,12.29,12.29,69.23,69.23,81.52,81.52,22.77,22.77,1011.35,55.05,28.08
1331,2022-06-03 23:00:00,20.67,20.67,58.29,58.29,78.95,78.95,18.57,18.57,1011.0,55.43,27.58
1332,2022-06-04 00:00:00,23.43,23.43,30.03,30.03,53.46,53.46,29.93,29.93,1010.93,52.35,27.18
1333,2022-06-04 01:00:00,23.04,23.04,26.48,26.48,49.52,49.52,31.74,31.74,1010.7,52.28,26.93
1334,2022-06-04 02:00:00,21.57,21.57,33.22,33.22,54.78,54.78,27.3,27.3,1010.35,54.43,26.35
1335,2022-06-04 03:00:00,23.6,23.6,38.32,38.32,61.92,61.92,20.21,20.21,1010.78,57.98,25.78
1336,2022-06-04 04:00:00,34.32,34.32,43.5,43.5,77.81,77.81,15.84,15.84,1010.98,60.0,25.35
1337,2022-06-04 05:00:00,29.07,29.07,42.01,42.01,71.08,71.08,18.46,18.46,1011.3,63.2,25.9
1338,2022-06-04 06:00:00,38.78,38.78,32.49,32.49,71.28,71.28,18.58,18.58,1011.7,62.88,27.68
1339,2022-06-04 07:00:00,46.02,46.02,34.52,34.52,80.54,80.54,23.57,23.57,1012.23,61.55,28.63
1340,2022-06-04 08:00:00,65.94,65.94,24.63,24.63,90.57,90.57,29.16,29.16,1011.88,54.78,30.6
1341,2022-06-04 09:00:00,72.32,72.32,20.07,20.07,92.39,92.39,42.45,42.45,1011.68,48.05,31.78
1342,2022-06-04 10:00:00,69.71,69.71,14.24,14.24,83.95,83.95,61.2,61.2,1011.28,43.43,33.35
1343,2022-06-04 11:00:00,58.47,58.47,15.52,15.52,73.99,73.99,62.77,62.77,1011.25,42.63,33.65
1344,2022-06-04 12:00:00,47.24,47.24,25.36,25.36,72.6,72.6,67.97,67.97,1010.7,43.18,33.63
1345,2022-06-04 13:00:00,44.22,44.22,29.42,29.42,73.64,73.64,62.72,62.72,1010.1,44.8,33.45
1346,2022-06-04 14:00:00,36.93,36.93,34.68,34.68,71.61,71.61,61.63,61.63,1009.75,48.33,32.98
1347,2022-06-04 15:00:00,41.73,41.73,29.14,29.14,70.88,70.88,55.22,55.22,1009.2,48.18,32.53
1348,2022-06-04 16:00:00,47.36,47.36,21.57,21.57,68.93,68.93,57.16,57.16,1008.9,43.05,32.83
1349,2022-06-04 17:00:00,33.56,33.56,26.3,26.3,59.87,59.87,56.86,56.86,1008.75,42.98,32.23
1350,2022-06-04 18:00:00,23.49,23.49,31.35,31.35,54.85,54.85,52.51,52.51,1008.85,45.1,31.48
1351,2022-06-04 19:00:00,14.07,14.07,37.55,37.55,51.62,51.62,48.44,48.44,1008.55,49.7,30.03
1352,2022-06-04 20:00:00,17.04,17.04,48.14,48.14,65.18,65.18,37.41,37.41,1009.35,55.65,29.03
1353,2022-06-04 21:00:00,22.87,22.87,48.55,48.55,71.42,71.42,30.44,30.44,1009.3,54.9,27.98
1354,2022-06-04 22:00:00,23.92,23.92,35.27,35.27,59.19,59.19,33.34,33.34,1009.85,55.65,27.38
1355,2022-06-04 23:00:00,28.25,28.25,49.51,49.51,77.76,77.76,23.55,23.55,1009.43,55.93,26.95
1356,2022-06-05 00:00:00,23.74,23.74,59.48,59.48,83.22,83.22,19.62,19.62,1008.98,61.33,26.38
1357,2022-06-05 01:00:00,27.1,27.1,47.91,47.91,75.02,75.02,16.17,16.17,1009.1,66.03,25.88
1358,2022-06-05 02:00:00,32.33,32.33,45.57,45.57,77.9,77.9,11.8,11.8,1009.5,66.53,25.1
1359,2022-06-05 03:00:00,37.17,37.17,37.61,37.61,74.78,74.78,14.76,14.76,1009.13,64.48,24.75
1360,2022-06-05 04:00:00,36.95,36.95,33.82,33.82,70.77,70.77,16.48,16.48,1009.33,64.13,24.83
1361,2022-06-05 05:00:00,37.59,37.59,30.36,30.36,67.95,67.95,20.62,20.62,1009.23,63.63,25.93
1362,2022-06-05 06:00:00,43.86,43.86,26.18,26.18,70.05,70.05,19.74,19.74,1009.43,64.05,27.8
1363,2022-06-05 07:00:00,50.02,50.02,26.75,26.75,76.77,76.77,27.82,27.82,1009.28,61.43,29.25
1364,2022-06-05 08:00:00,60.81,60.81,23.23,23.23,84.04,84.04,34.12,34.12,1008.93,57.8,30.18
1365,2022-06-05 09:00:00,83.49,83.49,15.81,15.81,99.3,99.3,40.03,40.03,1008.85,49.38,32.63
1366,2022-06-05 10:00:00,73.82,73.82,14.64,14.64,88.45,88.45,54.82,54.82,1008.25,46.38,34.13
1367,2022-06-05 11:00:00,70.6,70.6,8.73,8.73,79.33,79.33,46.16,46.16,1007.65,36.85,35.95
1368,2022-06-05 12:00:00,19.03,19.03,13.32,13.32,32.36,32.36,56.22,56.22,1006.85,31.38,38.28
1369,2022-06-05 13:00:00,-0.19,-0.19,27.13,27.13,26.94,26.94,61.81,61.81,1006.9,29.55,39.05
1370,2022-06-05 14:00:00,5.409999999999999,5.409999999999999,25.56,25.56,30.97,30.97,65.24600000000001,65.24600000000001,1006.13,29.35,38.45
1371,2022-06-05 15:00:00,5.410000000000001,5.410000000000001,25.56,25.56,30.97,30.97,65.24600000000001,65.24600000000001,1005.93,28.28,38.58
1372,2022-06-05 16:00:00,10.222,10.222,22.214,22.214,32.436,32.436,62.126,62.126,1005.45,27.1,38.18
1373,2022-06-05 17:00:00,0.11,0.11,31.14,31.14,31.25,31.25,62.03,62.03,1005.2,29.7,37.1
1374,2022-06-05 18:00:00,14.453999999999999,14.453999999999999,18.058,18.058,32.514,32.514,59.46,59.46,1005.4,28.83,35.65
1375,2022-06-05 19:00:00,1.83,1.83,53.87,53.87,55.7,55.7,54.12,54.12,1005.9,35.08,34.08
1376,2022-06-05 20:00:00,3.78,3.78,66.85,66.85,70.63,70.63,44.06,44.06,1006.5,46.88,31.55
1377,2022-06-05 21:00:00,25.03,25.03,80.39,80.39,105.42,105.42,21.75,21.75,1006.03,48.4,29.8
1378,2022-06-05 22:00:00,27.95,27.95,85.39,85.39,113.35,113.35,19.21,19.21,1006.33,53.63,28.73
1379,2022-06-05 23:00:00,26.4,26.4,74.56,74.56,100.96,100.96,18.18,18.18,1006.3,57.88,27.58
1380,2022-06-06 00:00:00,29.02,29.02,52.21,52.21,81.23,81.23,19.75,19.75,1006.05,60.03,26.8
1381,2022-06-06 01:00:00,32.47,32.47,34.55,34.55,67.02,67.02,26.76,26.76,1005.28,60.78,26.23
1382,2022-06-06 02:00:00,34.15,34.15,30.31,30.31,64.46,64.46,27.74,27.74,1005.38,61.38,25.75
1383,2022-06-06 03:00:00,36.4,36.4,37.92,37.92,74.33,74.33,11.33,11.33,1005.53,65.3,25.6
1384,2022-06-06 04:00:00,44.08,44.08,34.84,34.84,78.92,78.92,13.41,13.41,1006.35,67.78,25.33
1385,2022-06-06 05:00:00,36.94,36.94,26.56,26.56,63.5,63.5,26.25,26.25,1006.13,67.75,24.28
1386,2022-06-06 06:00:00,58.04,58.04,33.91,33.91,91.95,91.95,20.08,20.08,1005.35,60.73,26.1
1387,2022-06-06 07:00:00,71.49,71.49,30.33,30.33,101.82,101.82,17.46,17.46,1006.2,58.23,28.68
1388,2022-06-06 08:00:00,68.95,68.95,30.64,30.64,99.59,99.59,30.65,30.65,1006.5,56.4,30.3
1389,2022-06-06 09:00:00,72.13,72.13,30.23,30.23,102.36,102.36,40.01,40.01,1006.75,56.2,31.03
1390,2022-06-06 10:00:00,86.18,86.18,22.8,22.8,108.98,108.98,50.22,50.22,1006.43,51.28,32.5
1391,2022-06-06 11:00:00,76.86,76.86,27.64,27.64,104.49,104.49,57.42,57.42,1005.48,51.63,32.93
1392,2022-06-06 12:00:00,80.29,80.29,20.83,20.83,101.12,101.12,54.95,54.95,1004.4,47.95,33.13
1393,2022-06-06 13:00:00,76.91,76.91,24.22,24.22,101.13,101.13,51.36,51.36,1004.7,45.48,33.68
1394,2022-06-06 14:00:00,59.66,59.66,29.05,29.05,88.72,88.72,52.27,52.27,1004.6,44.6,33.48
1395,2022-06-06 15:00:00,8.87,8.87,39.74,39.74,48.61,48.61,57.96,57.96,1005.33,60.58,26.53
1396,2022-06-06 16:00:00,13.86,13.86,30.86,30.86,44.72,44.72,41.18,41.18,1006.68,65.53,23.23
1397,2022-06-06 17:00:00,20.56,20.56,21.84,21.84,42.4,42.4,41.34,41.34,1007.2,65.3,22.1
1398,2022-06-06 18:00:00,26.39,26.39,23.87,23.87,50.26,50.26,33.07,33.07,1007.85,60.95,23.38
1399,2022-06-06 19:00:00,25.21,25.21,29.68,29.68,54.89,54.89,26.93,26.93,1008.73,65.7,23.0
1400,2022-06-06 20:00:00,23.39,23.39,26.88,26.88,50.27,50.27,25.48,25.48,1008.5,68.55,22.48
1401,2022-06-06 21:00:00,30.72,30.72,38.77,38.77,69.5,69.5,16.75,16.75,1008.0,71.53,21.95
1402,2022-06-06 22:00:00,28.35,28.35,25.15,25.15,53.5,53.5,20.95,20.95,1007.9,72.03,21.45
1403,2022-06-06 23:00:00,29.94,29.94,30.33,30.33,60.27,60.27,15.43,15.43,1007.13,72.75,21.08
1404,2022-06-07 00:00:00,30.75,30.75,13.97,13.97,44.72,44.72,24.56,24.56,1007.0,69.73,21.13
1405,2022-06-07 01:00:00,29.45,29.45,8.34,8.34,37.78,37.78,27.59,27.59,1006.88,66.93,21.38
1406,2022-06-07 02:00:00,28.13,28.13,8.98,8.98,37.11,37.11,28.78,28.78,1006.78,66.93,21.13
1407,2022-06-07 03:00:00,25.95,25.95,16.76,16.76,42.71,42.71,22.79,22.79,1006.58,68.8,20.6
1408,2022-06-07 04:00:00,42.13,42.13,35.96,35.96,78.09,78.09,14.56,14.56,1007.25,70.05,20.2
1409,2022-06-07 05:00:00,48.27,48.27,39.62,39.62,87.88,87.88,10.62,10.62,1007.63,71.35,20.9
1410,2022-06-07 06:00:00,40.91,40.91,27.13,27.13,68.04,68.04,13.99,13.99,1008.3,67.85,23.95
1411,2022-06-07 07:00:00,47.95,47.95,25.19,25.19,73.14,73.14,18.98,18.98,1008.1,63.65,26.28
1412,2022-06-07 08:00:00,46.45,46.45,17.04,17.04,63.49,63.49,28.57,28.57,1008.28,58.3,27.35
1413,2022-06-07 09:00:00,41.73,41.73,12.95,12.95,54.69,54.69,39.65,39.65,1007.6,54.75,28.5
1414,2022-06-07 10:00:00,38.83,38.83,13.75,13.75,52.58,52.58,42.02,42.02,1007.43,54.58,29.25
1415,2022-06-07 11:00:00,35.31,35.31,16.27,16.27,51.59,51.59,44.62,44.62,1006.78,54.25,29.45
1416,2022-06-07 12:00:00,29.16,29.16,20.38,20.38,49.54,49.54,46.78,46.78,1006.2,55.45,29.03
1417,2022-06-07 13:00:00,29.18,29.18,21.63,21.63,50.8,50.8,48.18,48.18,1005.65,54.7,29.03
1418,2022-06-07 14:00:00,24.76,24.76,24.96,24.96,49.72,49.72,49.02,49.02,1004.68,57.73,28.55
1419,2022-06-07 15:00:00,25.23,25.23,26.35,26.35,51.58,51.58,46.95,46.95,1004.15,59.03,27.93
1420,2022-06-07 16:00:00,24.14,24.14,24.07,24.07,48.21,48.21,45.22,45.22,1004.33,59.03,27.28
1421,2022-06-07 17:00:00,24.25,24.25,24.55,24.55,48.8,48.8,43.8,43.8,1004.23,59.6,26.9
1422,2022-06-07 18:00:00,19.35,19.35,26.06,26.06,45.41,45.41,43.63,43.63,1004.58,63.2,25.6
1423,2022-06-07 19:00:00,19.78,19.78,22.7,22.7,42.47,42.47,42.46,42.46,1004.63,65.83,24.33
1424,2022-06-07 20:00:00,21.67,21.67,21.85,21.85,43.52,43.52,38.96,38.96,1005.48,67.7,23.58
1425,2022-06-07 21:00:00,20.94,20.94,25.29,25.29,46.24,46.24,30.66,30.66,1005.48,69.4,23.03
1426,2022-06-07 22:00:00,31.91,31.91,45.1,45.1,77.01,77.01,15.63,15.63,1005.33,70.55,22.53
1427,2022-06-07 23:00:00,34.23,34.23,42.04,42.04,76.27,76.27,16.37,16.37,1004.65,71.8,22.03
1428,2022-06-08 00:00:00,24.21,24.21,17.59,17.59,41.8,41.8,26.68,26.68,1004.1,71.05,21.7
1429,2022-06-08 01:00:00,25.33,25.33,19.14,19.14,44.48,44.48,22.95,22.95,1003.8,71.25,21.73
1430,2022-06-08 02:00:00,23.68,23.68,21.5,21.5,45.19,45.19,20.99,20.99,1003.58,72.65,21.5
1431,2022-06-08 03:00:00,26.71,26.71,32.73,32.73,59.44,59.44,14.87,14.87,1003.83,75.15,20.98
1432,2022-06-08 04:00:00,29.56,29.56,29.3,29.3,58.87,58.87,18.79,18.79,1003.95,73.65,20.8
1433,2022-06-08 05:00:00,33.69,33.69,25.32,25.32,59.01,59.01,21.25,21.25,1003.93,67.78,22.2
1434,2022-06-08 06:00:00,34.64,34.64,15.88,15.88,50.52,50.52,28.88,28.88,1003.95,59.73,23.85
1435,2022-06-08 07:00:00,35.45,35.45,9.0,9.0,44.44,44.44,38.73,38.73,1004.13,52.6,26.1
1436,2022-06-08 08:00:00,25.31,25.31,10.2,10.2,35.51,35.51,43.23,43.23,1004.0,52.03,26.85
1437,2022-06-08 09:00:00,16.33,16.33,14.7,14.7,31.03,31.03,47.99,47.99,1004.03,54.48,26.58
1438,2022-06-08 10:00:00,19.48,19.48,16.77,16.77,36.25,36.25,45.55,45.55,1004.15,52.9,26.98
1439,2022-06-08 11:00:00,16.8,16.8,17.66,17.66,34.46,34.46,46.68,46.68,1004.23,52.68,27.45
1440,2022-06-08 12:00:00,19.29,19.29,16.94,16.94,36.23,36.23,47.41,47.41,1003.3,49.5,28.25
1441,2022-06-08 13:00:00,25.02,25.02,21.31,21.31,46.33,46.33,49.4,49.4,1003.15,49.68,28.98
1442,2022-06-08 14:00:00,28.75,28.75,30.12,30.12,58.87,58.87,49.99,49.99,1002.4,55.83,27.68
1443,2022-06-08 15:00:00,16.43,16.43,26.94,26.94,43.37,43.37,48.39,48.39,1002.55,57.1,26.8
1444,2022-06-08 16:00:00,13.78,13.78,25.53,25.53,39.31,39.31,46.3,46.3,1003.15,56.95,26.6
1445,2022-06-08 17:00:00,11.62,11.62,25.75,25.75,37.37,37.37,45.81,45.81,1003.6,60.33,25.33
1446,2022-06-08 18:00:00,10.75,10.75,34.31,34.31,45.06,45.06,47.36,47.36,1003.48,67.28,24.25
1447,2022-06-08 19:00:00,11.17,11.17,41.63,41.63,52.8,52.8,39.54,39.54,1002.65,77.5,22.08
1448,2022-06-08 20:00:00,17.24,17.24,37.56,37.56,54.81,54.81,29.62,29.62,1003.65,79.9,21.53
1449,2022-06-08 21:00:00,24.79,24.79,45.57,45.57,70.36,70.36,19.31,19.31,1003.63,81.03,21.28
1450,2022-06-08 22:00:00,26.2,26.2,39.99,39.99,66.19,66.19,14.83,14.83,1003.43,82.25,20.98
1451,2022-06-08 23:00:00,25.9,25.9,31.35,31.35,57.25,57.25,14.91,14.91,1003.2,83.15,20.33
1452,2022-06-09 00:00:00,27.12,27.12,18.78,18.78,45.89,45.89,16.33,16.33,1002.4,82.58,19.78
1453,2022-06-09 01:00:00,25.7,25.7,17.41,17.41,43.11,43.11,17.96,17.96,1002.13,81.4,19.48
1454,2022-06-09 02:00:00,26.99,26.99,18.18,18.18,45.18,45.18,15.93,15.93,1002.15,81.53,19.2
1455,2022-06-09 03:00:00,26.48,26.48,24.68,24.68,51.16,51.16,10.54,10.54,1002.08,83.38,18.95
1456,2022-06-09 04:00:00,43.29,43.29,35.27,35.27,78.56,78.56,4.85,4.85,1002.2,84.85,19.05
1457,2022-06-09 05:00:00,43.81,43.81,29.95,29.95,73.76,73.76,3.71,3.71,1002.18,82.5,20.8
1458,2022-06-09 06:00:00,35.71,35.71,22.06,22.06,57.77,57.77,6.37,6.37,1002.65,79.35,22.9
1459,2022-06-09 07:00:00,52.11,52.11,24.74,24.74,76.85,76.85,5.68,5.68,1002.48,73.7,24.7
1460,2022-06-09 08:00:00,41.48,41.48,18.83,18.83,60.31,60.31,24.26,24.26,1002.1,68.25,25.83
1461,2022-06-09 09:00:00,35.66,35.66,10.38,10.38,46.04,46.04,36.41,36.41,1001.78,63.8,26.75
1462,2022-06-09 10:00:00,40.89,40.89,12.31,12.31,53.2,53.2,37.77,37.77,1001.23,59.08,27.88
1463,2022-06-09 11:00:00,32.31,32.31,16.1,16.1,48.41,48.41,42.5,42.5,1000.55,58.38,28.4
1464,2022-06-09 12:00:00,39.78,39.78,24.06,24.06,63.84,63.84,37.88,37.88,1000.53,58.63,29.15
1465,2022-06-09 13:00:00,28.79,28.79,14.71,14.71,43.5,43.5,45.17,45.17,999.4,54.15,29.48
1466,2022-06-09 14:00:00,18.84,18.84,26.2,26.2,45.04,45.04,47.88,47.88,999.0,57.93,28.53
1467,2022-06-09 15:00:00,8.13,8.13,37.17,37.17,45.3,45.3,44.12,44.12,998.93,67.1,26.18
1468,2022-06-09 16:00:00,15.5,15.5,47.74,47.74,63.24,63.24,40.27,40.27,998.93,74.35,24.35
1469,2022-06-09 17:00:00,13.35,13.35,51.87,51.87,65.22,65.22,30.5,30.5,999.28,81.53,22.53
1470,2022-06-09 18:00:00,25.32,25.32,68.33,68.33,93.65,93.65,18.99,18.99,999.65,85.4,21.75
1471,2022-06-09 19:00:00,21.77,21.77,42.16,42.16,63.93,63.93,19.44,19.44,999.83,86.28,21.3
1472,2022-06-09 20:00:00,23.7,23.7,22.23,22.23,45.93,45.93,21.87,21.87,999.83,85.03,20.83
1473,2022-06-09 21:00:00,24.09,24.09,29.81,29.81,53.9,53.9,16.07,16.07,999.7,85.53,20.38
1474,2022-06-09 22:00:00,22.89,22.89,21.89,21.89,44.77,44.77,17.24,17.24,999.75,87.35,20.55
1475,2022-06-09 23:00:00,23.76,23.76,23.97,23.97,47.73,47.73,10.25,10.25,999.58,87.35,20.48
1476,2022-06-10 00:00:00,25.27,25.27,23.95,23.95,49.23,49.23,6.04,6.04,999.83,87.95,20.23
1477,2022-06-10 01:00:00,25.59,25.59,17.42,17.42,43.01,43.01,12.42,12.42,999.98,87.58,20.33
1478,2022-06-10 02:00:00,26.67,26.67,7.47,7.47,34.14,34.14,24.17,24.17,999.6,83.4,20.1
1479,2022-06-10 03:00:00,27.39,27.39,8.15,8.15,35.54,35.54,24.02,24.02,998.98,78.45,19.8
1480,2022-06-10 04:00:00,24.39,24.39,22.75,22.75,47.13,47.13,17.17,17.17,999.38,80.48,19.85
1481,2022-06-10 05:00:00,28.12,28.12,25.79,25.79,53.91,53.91,13.84,13.84,999.55,82.0,21.15
1482,2022-06-10 06:00:00,27.35,27.35,23.07,23.07,50.42,50.42,15.47,15.47,999.48,77.78,22.78
1483,2022-06-10 07:00:00,26.0,26.0,25.71,25.71,51.7,51.7,15.72,15.72,999.65,77.15,22.53
1484,2022-06-10 08:00:00,22.64,22.64,31.53,31.53,54.17,54.17,20.0,20.0,1000.55,81.7,21.4
1485,2022-06-10 09:00:00,21.7,21.7,37.06,37.06,58.76,58.76,18.7,18.7,1000.05,86.38,20.08
1486,2022-06-10 10:00:00,23.47,23.47,39.08,39.08,62.55,62.55,17.45,17.45,1000.3,86.9,20.48
1487,2022-06-10 11:00:00,31.33,31.33,45.13,45.13,76.46,76.46,15.92,15.92,1000.68,86.58,20.73
1488,2022-06-10 12:00:00,26.46,26.46,46.76,46.76,73.23,73.23,12.44,12.44,1000.13,88.03,20.6
1489,2022-06-10 13:00:00,23.65,23.65,30.54,30.54,54.19,54.19,13.9,13.9,1000.1,87.85,20.98
1490,2022-06-10 14:00:00,24.47,24.47,24.1,24.1,48.57,48.57,14.46,14.46,999.35,86.93,21.23
1491,2022-06-10 15:00:00,26.14,26.14,15.86,15.86,42.0,42.0,15.17,15.17,999.08,84.53,22.43
1492,2022-06-10 16:00:00,25.49,25.49,18.7,18.7,44.19,44.19,14.89,14.89,999.38,81.08,23.15
